"Istituzione","Contratto","Macrocategoria","Categoria","Personale Tempo Determinato Uomini","Personale Tempo Determinato Donne","Formazione Lavoro Uomini","Formazione Lavoro Donne","Interinale Uomini","Interinale Donne","Lavoro Socialmente Utile Uomini","Lavoro Socialmente Utile Donne"
"C665","RALN","ND","CC","0","0,41","0","0","0","0","0","2,1"
"C668","RALN","ND","CC","0,33","1","0","0","0","0","0","0"
"C671","RALN","ND","CC","0,01","0,24","0","0","0","0","0","0"
"C672","RALN","ND","CC","1","1","0","0","0","0","0","0"
"C673","RALN","ND","CC","0","0,17","0","0","0","0","0","0"
"C681","RALN","ND","CC","0,44","0","0","0","0,12","0","0","0"
"C680","RALN","ND","CC","0","0","0","0","0","1,1","0","0"
"C686","RALN","ND","CC","0","0","0","0","0","0","0","0,5"
"C688","RALN","ND","CC","0,17","0,14","0","0","0","0,5","0","0"
"C696","RALN","ND","CC","4","5,33","0","0","0","0","0,67","0"
"C713","RALN","ND","CC","0","0","0","0","0","0","1","0"
"C10363","RALN","ND","CC","0,16","3,35","0","0","0","0","0","0"
"C717","RALN","ND","CC","1","2","0","0","0","0","0","0"
"C719","RALN","ND","CC","0,25","0","0","0","0,65","0","0","0"
"C726","RALN","ND","CC","0","2","0","0","0","0","0","0"
"C728","PRBZ","ND","CC","0","1","0","0","0","0","0","0"
"C730","RALN","ND","CC","18,38","40,3","0","0","0","0","0","1,65"
"C735","RALN","ND","CC","0,17","0","0","0","0","0","0","0"
"C737","RALN","ND","CC","1,17","1,06","0","0","0","0","0,5","1,47"
"C739","RALN","ND","CC","0,12","0,9","0","0","0","0","0","0"
"C741","RALN","ND","CC","0","1,66","0","0","0","0","0","0"
"C742","RALN","ND","CC","0,41","0","0","0","0","0","0","0"
"C747","RALN","ND","CC","0","25,92","0","0","0","0","0","0"
"C750","RALN","ND","CC","0","0,1","0","0","0","0,57","0","0"
"C754","RALN","ND","CC","1,25","2,25","0","0","0","0","0","0"
"C755","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C758","RALN","ND","CC","0,45","1,35","0","0","0","0","0","0"
"C759","RALN","ND","CC","10","26","0","0","0","0","2","1"
"C761","RALN","ND","CC","0,25","0,68","0","0","0","0","0","0"
"C768","RALN","ND","CC","0,33","0","0","0","0","0","0","0"
"C771","PRTN","ND","CC","0","0,11","0","0","0","0","0","0"
"C774","RALN","ND","CC","0","0,66","0","0","0","0","0","0"
"C780","RALN","ND","CC","0","0,11","0","0","0","0","0","0"
"C783","RALN","ND","CC","0,67","0","0","0","0","0","0","0"
"C784","RALN","ND","CC","0","0","0","0","0","0","1","0,42"
"C786","RALN","ND","CC","0,5","0,5","0","0","0","0","0","0"
"C789","RALN","ND","CC","0","0","0","0","0","0,84","0","0"
"C794","RALN","ND","CC","0,67","0","0","0","0","0","0","0"
"C797","RALN","ND","CC","2","0","0","0","0","0","0","0"
"C798","RALN","ND","CC","0,35","0,41","0","0","0","0","0","0"
"C800","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C801","RALN","ND","CC","0","0,5","0","0","0","0","0","0,14"
"C802","PRTN","ND","CC","0","0,27","0","0","0","0","0","0"
"C806","RALN","ND","CC","0","0,7","0","0","0","0","0","0"
"C811","RALN","ND","CC","0,44","0","0","0","0","0","0","0"
"C816","RALN","ND","CC","0,2","0,04","0","0","0","0","0","0"
"C818","RALN","ND","CC","0","0","0","0","0","0","0,5","1"
"C819","RALN","ND","CC","3,21","8,56","0","0","0","0","0","0"
"C826","RALN","ND","CC","0,06","0,17","0","0","0","0","0","0"
"C832","RALN","ND","CC","2,46","4,75","0","0","0","0","1,05","1,1"
"C828","RALN","ND","CC","0,5","0","0","0","0","0","0","0"
"C845","RALN","ND","CC","0","0","0","0","0","0,05","0","0"
"C848","RALN","ND","CC","0","0,66","0","0","0","0","0","0"
"C851","RALN","ND","CC","0","0","0","0","0","0,02","0","0"
"C853","RALN","ND","CC","0,34","0","0","0","0","0","0","0"
"C855","RALN","ND","CC","1","1","0","0","0","0","0","0"
"C859","RALN","ND","CC","1,37","13","0","0","1,87","2,63","0","0"
"C861","RALN","ND","CC","0,5","0,5","0","0","0","0","0","0"
"C868","RALN","ND","CC","0","0,17","0","0","0","0","0","0"
"C870","RALN","ND","CC","0,25","0,49","0","0","0","0","0","0"
"C872","RALN","ND","CC","0,28","0","0","0","0","0","0","0"
"C878","RALN","ND","CC","0","0,27","0","0","0","0","0","0"
"C879","RALN","ND","CC","0,22","0,11","0","0","0","0","0","0"
"C880","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C881","PRTN","ND","CC","2,66","0","0","0","0","0","0","0"
"C885","RALN","ND","CC","2","1","0","0","0","0","0","0"
"C895","RALN","ND","CC","0","0","0","0","0","0","2","8"
"C900","RALN","ND","CC","0","0,9","0","0","0","0","0","0"
"C902","RALN","ND","CC","0,17","0,85","0","0","0","0","0","0"
"C904","RALN","ND","CC","0,59","0,18","0","0","0","0","0","0"
"C911","RALN","ND","CC","0","0","0","0,5","0","0","0","0"
"C923","RALN","ND","CC","9","10","0","0","0","0","0","0"
"C925","RALN","ND","CC","0,67","0","0","0","0","0","0","0"
"C927","RALN","ND","CC","0","0","0","0","0","0","3","3"
"C929","RALN","ND","CC","0","0,07","0","0","0","0","0","0,79"
"C934","RALN","ND","CC","0","0","0","0","0","0","2","4"
"C935","RALN","ND","CC","0","0","0","0","0","0","1","3"
"C940","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C8264","RALN","ND","CC","0","0,67","0","0","0","0","0","0"
"C946","RALN","ND","CC","0","0","0","0","0","0","0,9","0,9"
"C952","RALN","ND","CC","0","0,25","0","0","0","0","0","0"
"C959","RALN","ND","CC","0,46","0","0","0","0","0","0","0"
"C960","RALN","ND","CC","0,39","2,51","0","0","0,46","0","0","0"
"C963","RALN","ND","CC","1,95","69,48","9,39","4,26","0","0","0","0"
"C965","RALN","ND","CC","3,66","1,33","0","0","0","0","0","0"
"C968","RALN","ND","CC","0","0,37","0","0","0","0","0","0"
"C970","PRBZ","ND","CC","3,7","8,18","0","0","0","0","0","0"
"C972","RALN","ND","CC","0","0","0","0","0","0","4","0"
"C975","RALN","ND","CC","0,67","0","0","0","0","0","0","0"
"C976","RALN","ND","CC","2,82","4,14","0","0","0","0","0","0"
"C977","RALN","ND","CC","0","0,11","0","0","0","0","0","0"
"C979","RALN","ND","CC","0,19","0,76","0","0","0","0","0","0"
"C980","RALN","ND","CC","1","1","0","0","0","0","0","0"
"C982","RALN","ND","CC","0","0","0","0","0","0","0,39","0"
"C983","RALN","ND","CC","0","0,98","0","0","0","0","0","0"
"C985","PRTN","ND","CC","0","0,67","0","0","0","0","0","0"
"C995","RALN","ND","CC","0","0","0","0","0","0","0,5","0,5"
"C998","RALN","ND","CC","1","0,17","0","0","0","0","0","0"
"C1000","RALN","ND","CC","0,39","0","0","0","0","0","0","0"
"C1001","RALN","ND","CC","0","0","0","0","0,83","0","0","0"
"C1003","RALN","ND","CC","0","0","0","0","1","0","0","0"
"C1010","RALN","ND","CC","0,48","1,1","0","0","0","0","0","0"
"C1040","RALN","ND","CC","0","0","0","0","0","0","0","1"
"C1042","RALN","ND","CC","0","0","0","0","0","1","0","0,31"
"C1015","PRTN","ND","CC","0","1,54","0","0","0","0","0","0"
"C1049","RALN","ND","CC","0","0,8","0","0","0","0","0","0"
"C1022","RALN","ND","CC","0","0","0","0","0","0","0","1,18"
"C1028","RALN","ND","CC","0","0,37","0","0","0","0","0","0"
"C1031","RALN","ND","CC","0","0,64","0","0","0","0","0","0"
"C1045","RALN","ND","CC","0,5","0,5","0","0","0","0","0","0"
"C1050","RALN","ND","CC","0,39","0","0","0","0","0","0","0"
"C1051","RALN","ND","CC","0,65","0","0","0","0","0","0","0"
"C1063","RALN","ND","CC","0,44","0,66","0","0","0","0","0","0"
"C1076","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1078","RALN","ND","CC","0","0","0","0","0","0","1","2"
"C1095","RALN","ND","CC","0","0,5","0","0","0,33","1,59","0","0"
"C1097","RALN","ND","CC","0","1,85","0","0","0","0","0","0"
"C1099","PRBZ","ND","CC","0","1,1","0","0","0","0","0","0"
"C1107","RALN","ND","CC","0","0,11","0","0","0","0","0","0"
"C1110","RALN","ND","CC","0,39","0,44","0","0","0","0","0","0"
"C1114","RALN","ND","CC","0","0,49","0","0","0","0","0","0"
"C1124","RALN","ND","CC","0,04","0","0","0","0","0","0","0"
"C1126","RALN","ND","CC","0,47","0,71","0","0","0","0","0","0"
"C1128","RALN","ND","CC","0,02","30,68","0","0","0","0,8","0","0"
"C1131","PRBZ","ND","CC","1,66","2,85","0","0","0","0","0","0"
"C1133","RALN","ND","CC","0","0,92","0","0","0","0","0","0"
"C1140","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1142","RALN","ND","CC","0","0","0","0","0","0","0,5","0"
"C1145","RALN","ND","CC","3","4","0","0","0","0","0","0"
"C1151","RALN","ND","CC","0","0,13","0","0","0","0","0","0"
"C1152","RALN","ND","CC","0,17","0","0","0","0","0","0","0"
"C1153","RALN","ND","CC","0","0","0","0","0","0","0","0,55"
"C1154","REVA","ND","CC","0","0","0","0","0","0,96","0","0"
"C1160","RALN","ND","CC","3,33","13,33","0","0","0","0","1,12","2,94"
"C1163","RALN","ND","CC","4,44","18,66","0","0","0","0","0","0"
"C1164","PRBZ","ND","CC","0","1,16","0","0","0","0","0","0"
"C1165","RALN","ND","CC","0","0,75","0","0","0","0","0","0"
"C1169","RALN","ND","CC","0","1,1","0","0","0","0","0,25","0"
"C1172","REFR","ND","CC","0","0","0","0","0","0,48","0,75","0"
"C1173","RALN","ND","CC","0,42","0","0","0","0","0","0","0"
"C1174","RALN","ND","CC","0,61","0","0","0","0","0","0","0"
"C1177","PRBZ","ND","CC","0,08","7,27","0","0","0","0","0","0"
"C1181","RALN","ND","CC","0,84","1,07","0","0","0","0","0","0"
"C1184","REVA","ND","CC","0","0","0","0","0,24","0,13","0","0"
"C1187","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1189","RALN","ND","CC","1,33","4,67","0","0","0","0","0","0"
"C1190","RALN","ND","CC","0","0","0","0","0","1","0,93","0,21"
"C1197","RALN","ND","CC","12","13","0","0","0","0","0","0"
"C1198","RALN","ND","CC","0","0","0","0","0","0,48","0","0"
"C1201","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1203","RALN","ND","CC","0","0,55","0","0","0","0","0","0"
"C1206","RALN","ND","CC","3,5","4","0","0","0","0","0,5","0,5"
"C1212","RALN","ND","CC","0,25","0,5","0","0","0","0","0","0"
"C1213","RALN","ND","CC","0","0","0","0","0","0","0","2"
"C1214","RALN","ND","CC","0","0,66","0","0","0","0","0","0"
"C1216","RALN","ND","CC","2","3,17","0","0","0","0","0","0"
"C1218","RALN","ND","CC","0","0,25","0","0","0","0","0","0"
"C1222","RALN","ND","CC","0,75","0","0","0","0","0","0","0"
"C1225","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1227","RALN","ND","CC","2,68","4,02","0","0","0","0","0","0"
"C1228","RALN","ND","CC","1","2","0","0","0","0","0","0"
"C1231","RALN","ND","CC","0","0,96","0","0","0","0","0","0"
"C1234","RALN","ND","CC","0","0,04","0","0","0","0","0","0"
"C1236","RALN","ND","CC","0","0,35","0","0","0","0","0","0"
"C1237","RALN","ND","CC","0,13","0","0","0","0","0","0","0"
"C1238","RALN","ND","CC","5,04","6,03","0","0","0","0","0","0"
"C1239","RALN","ND","CC","0","0,75","0","0","0","0","0","0"
"C1242","RALN","ND","CC","0","0","0","0","0","1","0","0"
"C1243","REFR","ND","CC","0","0","0","0","0","0","1,31","1,76"
"C1248","RALN","ND","CC","0,04","0,04","0","0","0","0","0","0"
"C1249","RALN","ND","CC","2,01","8,04","0","0","0","0","1,11","0"
"C1257","RALN","ND","CC","0","1","0","0","0","0","0,01","0"
"C1259","RALN","ND","CC","0","0,06","0","0","0","0","0","0"
"C1263","RALN","ND","CC","0","0","0","0","0","0","0,97","0"
"C1270","RALN","ND","CC","0","0","0","0","0","0","0","1"
"C1271","RALN","ND","CC","0","0","0","0","0","0","6","5"
"C1273","RALN","ND","CC","0","0","0","0","0","0","1,05","0"
"C1276","RALN","ND","CC","0,03","1,13","0","0","0","0","0,18","1,05"
"C1278","RALN","ND","CC","0","0","0","0","0","0","13","2"
"C1282","RALN","ND","CC","2","6","0","0","0","0","0","1"
"C1283","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1285","RALN","ND","CC","0","0","0","0","0","0,25","0","0"
"C1286","RALN","ND","CC","2","4","0","0","0","0","1","2"
"C1288","RALN","ND","CC","0,21","0,59","0","0","0,45","0","0","0"
"C1290","RALN","ND","CC","11,44","11,58","0","0","0","0","0","0"
"C1291","PRTN","ND","CC","0","2,47","0","0","0","0","0","0"
"C1297","RALN","ND","CC","0,8","0","0","0","0","0","0","0"
"C1299","RALN","ND","CC","0,2","0,41","0","0","0","0","0","0"
"C1304","RALN","ND","CC","0","0","0","0","0","0,01","0","0"
"C1308","PRTN","ND","CC","1","0,78","0","0","0","0","0","0"
"C1310","RALN","ND","CC","0,5","0,14","0","0","0","0","0","0"
"C1315","RALN","ND","CC","0","0","0","0","0","0","1","1"
"C1319","PRTN","ND","CC","0,96","0,49","0","0","0","0","0","0"
"C1320","RALN","ND","CC","0","0,33","0","0","0","0","0","0"
"C1323","RALN","ND","CC","0","0","0","0","0","0","2","4"
"C1324","RALN","ND","CC","7,72","5,1","0","0","0","0","0","0"
"C1325","RALN","ND","CC","8,49","33,9","0","0","0","0","0","0"
"C1326","RALN","ND","CC","28","10","0","0","0","0","0","0"
"C1327","RALN","ND","CC","3,28","8,4","0","0","0","0","0","0"
"C1334","RALN","ND","CC","0,26","0,27","0","0","0","0","0","0"
"C1336","RALN","ND","CC","0","1,44","0","0","0","0","0","0"
"C1348","RALN","ND","CC","1,67","1,5","0","0","0","0","0","0"
"C1351","RALN","ND","CC","8,16","12,92","0","0","0","0","0","0"
"C1358","RALN","ND","CC","0,35","0","0","0","0","0","0","0"
"C1361","RALN","ND","CC","0,01","0,9","0","0","0","0","0","0"
"C1363","RALN","ND","CC","0","1","0","0","0","0","3","0"
"C1365","RALN","ND","CC","3,5","2,15","0","0","0","0","0","0"
"C1368","RALN","ND","CC","0","0","0","0","0","0","1","1"
"C1370","REFR","ND","CC","0","0","0","0","0","0,25","0","0"
"C1372","RALN","ND","CC","0","0,95","0","0","0","0","0","0"
"C1373","RALN","ND","CC","17","58","0","0","0","0","2","0"
"C1375","RALN","ND","CC","0,78","3,04","0,5","0","0","0","0","0"
"C1377","RALN","ND","CC","0,59","0,17","0","0","0","0","0","0"
"C1380","RALN","ND","CC","0","0","0","0","0,3","0","0","0"
"C1383","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1384","RALN","ND","CC","0","0","0","0","0","0","3","2"
"C1386","RALN","ND","CC","1","2,1","0","0","0","0","0","0"
"C1390","RALN","ND","CC","1,52","4,29","0","0","0","0","0","0"
"C1389","RALN","ND","CC","0","1,76","0","0","0","0","0","0"
"C1392","RALN","ND","CC","1,46","0,92","0","0","0","0","0","0"
"C1397","PRTN","ND","CC","0,99","1,36","0","0","0","0","0","0"
"C1398","RALN","ND","CC","0","0,21","0","0","0","0","0","0"
"C1406","RALN","ND","CC","0,42","0,04","0","0","0","0","1,7","0"
"C1440","RALN","ND","CC","0","0","0","0","0","0","0","2,7"
"C1445","PRBZ","ND","CC","0","0,98","0","0","0","0","0","0"
"C1400","RALN","ND","CC","0,17","0,33","0","0","0","0","0","0"
"C1401","RALN","ND","CC","2","9,33","0","0","0","0","0,56","0"
"C1402","RALN","ND","CC","3,5","3,5","0","0","0","0","0","0"
"C1403","RALN","ND","CC","0","0,38","0","0","0","0","0","0"
"C1408","RALN","ND","CC","1,6","0,4","0","0","0","0","0","0"
"C1413","RALN","ND","CC","0","0","0","0","0","0","1,8","2"
"C1412","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1415","RALN","ND","CC","2,04","1,02","0","0","0","0","0","2"
"C1416","REFR","ND","CC","0","0,12","0","0","0","0","2,1","0,15"
"C1417","RALN","ND","CC","2","0,67","0","0","0","0","0","0"
"C1419","RALN","ND","CC","0,5","0,12","0","0","0","0","0","0"
"C1421","RALN","ND","CC","0,29","0","0","0","0","0","0","0"
"C1424","RALN","ND","CC","0,5","0","0","0","0","0","0","0"
"C1429","RALN","ND","CC","1,33","0,74","0","0","1,44","0","0","0"
"C1434","RALN","ND","CC","2","9,33","0","0","0","0","0","0"
"C1438","RALN","ND","CC","0","0,5","0","0","0","0","0","0"
"C1437","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1446","RALN","ND","CC","0,47","0,35","0","0","0","0","0","0"
"C1449","RALN","ND","CC","0","0,51","0","0","0","0","0","0"
"C1450","PRTN","ND","CC","0","3,18","0","0","0","0","0","0"
"C1452","PRTN","ND","CC","1,15","0,5","0","0","0","0","0","0"
"C1465","RALN","ND","CC","0","0,1","0","0","0","0","0","0"
"C1467","RALN","ND","CC","0","0,04","0","0","0","0","0","0"
"C1468","REFR","ND","CC","0","0","0","0","0","1","0,8","0"
"C1471","RALN","ND","CC","6,3","6,75","0","0","0","0","0","0"
"C1483","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1485","RALN","ND","CC","0","0,5","0","0","0","0","0","0"
"C2321","RALN","ND","CC","0","0,17","0","0","0","0","0","0"
"C1490","RALN","ND","CC","0","0,22","0","0","0","0","0","0"
"C1491","RALN","ND","CC","0","0","0","0","0","0","0","1"
"C1494","RALN","ND","CC","0","0","0","0","0","0","0","0,25"
"C1497","RALN","ND","CC","0","0","0","0","0","0","8,66","5,22"
"C1501","RALN","ND","CC","0","0,03","0","0","0","0","0","1"
"C1502","RALN","ND","CC","0,5","0","0","0","0","0","0","0"
"C1504","RALN","ND","CC","2,83","0,92","0","0","0","0","0","0"
"C1506","RALN","ND","CC","1,58","3,44","0","0","0","0","0","0"
"C1507","RALN","ND","CC","2,5","7,5","0","0","0","0","0","0"
"C1508","RALN","ND","CC","0","1,75","0","0","0","0","0","0"
"C1511","RALN","ND","CC","0","0,01","0","0","0","0","0","0"
"C1513","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1518","RALN","ND","CC","1,35","3,38","0","0","0","0","0","0"
"C1523","RALN","ND","CC","27","35,67","0","0","0","0","1,26","8,21"
"C1521","RALN","ND","CC","0,25","0","0","0","0","0","0","0"
"C1524","RALN","ND","CC","0","0","0","0","1","0","0","0"
"C1525","RALN","ND","CC","0,25","1,25","0","0","0","0","0","0"
"C1529","RALN","ND","CC","0","0","0","0","1","0","0","0"
"C1530","RALN","ND","CC","1,06","0,21","0","0","0","0","0","0"
"C1532","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1536","RALN","ND","CC","0","0,5","0","0","0","0","0","0"
"C1538","RALN","ND","CC","0","0","0","0","0,05","0","0","0"
"C1542","RALN","ND","CC","1,42","0,58","0","0","0","0","0","0"
"C1541","RALN","ND","CC","0","2","0","0","0","0","0","0"
"C1550","RALN","ND","CC","2,25","1,67","0","0","0","0","0","0"
"C1549","RALN","ND","CC","2,38","12,24","0","0","0","0","0","0"
"C1562","RALN","ND","CC","0","0","0","0","0","0","1,54","0,48"
"C1565","RALN","ND","CC","0,65","0,82","0","0","0","0","0","0"
"C1571","PRTN","ND","CC","0","0,21","0","0","0","0","0","0"
"C1573","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1574","RALN","ND","CC","1,64","1,23","0","0","0","0","0","0"
"C1577","RALN","ND","CC","1","2","0","0","0","0","0","0"
"C1581","RALN","ND","CC","0","0,5","0","0","0","0","0","0"
"C1591","RALN","ND","CC","0","0,92","0","0","0","0","0","0"
"C1595","RALN","ND","CC","1,34","0","0","0","0","0","0","0,56"
"C1596","RALN","ND","CC","0,08","0,43","0","0","0","0","0","0"
"C1597","RALN","ND","CC","0","0","0","0","0","0","1","1"
"C1599","RALN","ND","CC","0","0","0","0","0","0","1,5","0"
"C1601","RALN","ND","CC","0,17","0","0","0","0","0","0","0"
"C1613","RALN","ND","CC","0,46","0","0","0","0","0","0","0"
"C1614","RALN","ND","CC","0","0","0","0","0","0","5,16","6"
"C1615","RALN","ND","CC","11,5","17,67","0","0","0","0","2,38","1,48"
"C1618","PRTN","ND","CC","0","0,54","0","0","0","0","0","0"
"C1622","REFR","ND","CC","0","0","0","0","0","0","0","1"
"C1623","RALN","ND","CC","0,83","0","0","0","0","0","0","0"
"C1625","RALN","ND","CC","0","0","0,66","0","0","0","0","0"
"C1629","RALN","ND","CC","0","1,17","0","0","0","0","0","0"
"C1630","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1632","RALN","ND","CC","0","0,5","0","0","0","0","0,6","1,69"
"C1635","RALN","ND","CC","4","8,67","0","0","0","0","0","1,68"
"C1639","RALN","ND","CC","0","4","0","0","0","0","0","0"
"C1647","RALN","ND","CC","0,33","0","0","0","2","0","0","0"
"C1655","RALN","ND","CC","1","2","0","0","0","0","0","0"
"C1658","RALN","ND","CC","1,17","0","0","0","0","1,82","0","0"
"C1668","RALN","ND","CC","0","0,22","0","0","0","0","0","0"
"C1671","RALN","ND","CC","0,38","0","0","0","0","0","0","0"
"C1674","RALN","ND","CC","0","0","0","0","0","0","1,5","0"
"C1711","RALN","ND","CC","1,64","1,07","0","0","0","0","0","0"
"C1683","RALN","ND","CC","0,23","0","0","0","0","0","0","0"
"C1692","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1701","RALN","ND","CC","0","0","0","0","0,71","0,97","0","0"
"C1697","RALN","ND","CC","0,42","2,3","0","0","0","0","0","0"
"C1709","RALN","ND","CC","0","2,4","0","0","0","0","0","0"
"C1714","RALN","ND","CC","0","0,37","0","0","0","0","0","0"
"C1720","RALN","ND","CC","2","0","0","0","0","0","0","0"
"C1725","RALN","ND","CC","0,25","0","0","0","0","0","0","0"
"C1729","RALN","ND","CC","0","0","0","0","0","0","1","0"
"C1730","RALN","ND","CC","2","0","0","0","0","0","0","0"
"C1731","RALN","ND","CC","1,94","1,33","0","0","0","0","0","0,5"
"C1735","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1739","RALN","ND","CC","0,16","0","0","0","0","0","0","0"
"C1744","RALN","ND","CC","0","0,16","0","0","0","0","0","0"
"C1746","RALN","ND","CC","2","1","0","0","0","0","0","0"
"C1750","REFR","ND","CC","0","0","0","0","0,15","0","0","1,71"
"C1749","RALN","ND","CC","0,25","0","0","0","0","0","0","0"
"C1758","RALN","ND","CC","1","0","0","0","0","0","0,56","0"
"C12258","RALN","ND","CC","0,2","0,73","0","0","0","0","0","0"
"C1759","RALN","ND","CC","0,5","5,2","0","0","0","0","0","0"
"C1764","RALN","ND","CC","1,01","1,22","0","0","0","0","0","0"
"C1766","RALN","ND","CC","0,18","0","0","0","0","0","0","0"
"C1768","RALN","ND","CC","0","1","0","0","0","0","0","0"
"C1770","RALN","ND","CC","0","0","0","0","0","0","0","1,1"
"C1772","RALN","ND","CC","2","0","0","0","0","0","0","0"
"C1779","RALN","ND","CC","0","0","0","0","0","0","0,41","0,52"
"C1781","RALN","ND","CC","1,35","0,46","0","0","0","0","0","0"
"C1783","RALN","ND","CC","0","0","0","0","0","0","2","1"
"C1785","RALN","ND","CC","0","0","0","0","0","0,25","0","0"
"C1789","RALN","ND","CC","1,5","1,5","0","0","0","0","0","0"
"C1797","RALN","ND","CC","0","0","0","0","0","0","9","14"
"C1799","RALN","ND","CC","0","3,21","0","0","0","0","0","0"
"C1804","RALN","ND","CC","2","0","0","0","0","0","0","0"
"C1807","RALN","ND","CC","0,39","0","0","0","0","0","0","0"
"C1811","RALN","ND","CC","1","1","0","0","0","0,23","0","0"
"C1815","RALN","ND","CC","0","0,21","0","0","0","0","0","0"
"C1816","RALN","ND","CC","0,5","3,33","0","0","0","0","0","0"
"C1851","RALN","ND","CC","2","0","0","0","0","0","0","0"
"C1856","RALN","ND","CC","1","2","0","0","0","0","0","0"
"C1858","RALN","ND","CC","0,67","7,78","0","0","0","0","0","1,65"
"C1877","RALN","ND","CC","0","0,08","0","0","0","0","0","0"
"C1946","RALN","ND","CC","0","0","0","0","0","1,69","0","0"
"C1953","RALN","ND","CC","0,25","0","0","0","0","0","0","0"
"C1995","RALN","ND","CC","1,17","1,91","0","0","0","0,03","0","0"
"C1836","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1837","RALN","ND","CC","2,99","15,21","0","0","0","0","0","0"
"C1843","RALN","ND","CC","1","2,5","0","0","0","0","0","0"
"C1862","RALN","ND","CC","0,63","0","0","0","0","0","2,87","2"
"C1863","RALN","ND","CC","0,15","0","0","0","0","0","0","0"
"C1874","RALN","ND","CC","0","0,53","0","0","0","0","0","0"
"C1869","RALN","ND","CC","0","2,26","0","0","0","0","0","0"
"C1872","RALN","ND","CC","1,85","0,33","0","0","0","0,19","0","0"
"C1885","RALN","ND","CC","1,35","2,35","0","0","0","0","0","0"
"C1886","RALN","ND","CC","0,25","0","0","0","0","0","0","0"
"C1888","RALN","ND","CC","0,56","0","0","0","0","0","0","0"
"C1890","RALN","ND","CC","10,93","29,15","0","0","0","0","3,39","12,45"
"C1889","RALN","ND","CC","0","1,04","0","0","0","0","0","0"
"C1892","RALN","ND","CC","1,92","0","0","0","0","0","3","0"
"C1893","RALN","ND","CC","3","10","0","0","0","0","0","0"
"C1894","RALN","ND","CC","0","0","0","0","0,46","0,28","0","0"
"C1903","RALN","ND","CC","0","0","0","0","0","0,31","0","0"
"C1906","RALN","ND","CC","0","0","0","0","0","0,23","0","0"
"C1910","RALN","ND","CC","0,16","0","0","0","0","0","0","0"
"C1917","RALN","ND","CC","0,25","0,19","0","0","0","0","0","0"
"C1920","RALN","ND","CC","0,62","0","0","0","0","0","0","0"
"C1930","RALN","ND","CC","0","0","0","0","0","0,6","0","0"
"C1931","RALN","ND","CC","0","0,5","0","0","0","0","0","0"
"C1937","PRTN","ND","CC","1","0","0","0","0","0","0","0"
"C1934","PRTN","ND","CC","0","0,83","0","0","0","0","0","0"
"C1823","RALN","ND","CC","5,33","4,67","0","0","0","0","1,1","0"
"C1949","RALN","ND","CC","0,33","0,19","0","0","0","0","0","0"
"C1951","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C1952","RALN","ND","CC","0","0","0","0","0","0","1","2"
"C1967","RALN","ND","CC","0","0,19","0","0","0","0","0","0"
"C1970","RALN","ND","CC","0","0","0","0","0","0","0","0,14"
"C1958","REFR","ND","CC","0","0","0","0","0","0,77","0","0"
"C1975","RALN","ND","CC","0,16","0,31","0","0","0","0","0","0"
"C1980","RALN","ND","CC","0","0,33","0","0","0","0","0","0"
"C1978","RALN","ND","CC","0","0,04","0","0","0","0","0","0"
"C1989","PRBZ","ND","CC","0,96","1,8","0","0","0","0","0","0"
"C2002","RALN","ND","CC","0","0,19","0","0","0","0","0","0"
"C2007","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C2009","RALN","ND","CC","1,5","0","0","0","0","0","0","0"
"C2014","RALN","ND","CC","38","78","0","0","0","0","6","22"
"C2015","RALN","ND","CC","0","0,55","0","0","0","0","0","0"
"C2016","RALN","ND","CC","0,42","0,59","0","0","0","0","0","0"
"C2020","RALN","ND","CC","0,05","1,38","0","0","0","0,69","0","0"
"C8290","RALN","ND","CC","1,99","1,26","0","0","0","0","0","0"
"C2044","RALN","ND","CC","0,59","0","0","0","0","0","0","0"
"C2023","RALN","ND","CC","0,29","0","0","0","0","0","0","0"
"C2036","RALN","ND","CC","2,5","3,17","0","0","0","0","0","0"
"C2038","RALN","ND","CC","1","0","0","0","0","0","0","0"
"C2024","RALN","ND","CC","2,5","6,66","0","0","0","0","0","0"
