"Istituzione","Contratto","Categoria","Qualifica","Causale Assenza","Form Uomini","Form Donne","Form Media Uomini","Form Media Donne"
"U10755","SSNA","MD","SD0E33","Z01","1","0","0,041666667","0"
"U10755","SSNA","MD","SD0E34","Z01","2","0","0,074074074","0"
"U10755","SSNA","MD","SD0035","Z01","14","5","0,060869565","0,034013605"
"U10755","SSNA","SI","S18023","Z01","2","2","0,222222222","0,071428571"
"U10755","SSNA","SI","S16020","Z01","43","32","0,102625298","0,064128257"
"U10755","SSNA","ST","S18920","Z01","1","0","0,2","0"
"U10755","SSNA","ST","S16021","Z01","6","3","0,088235294","0,044117647"
"U10755","SSNA","SF","S16019","Z01","0","2","0","0,054054054"
"U10755","SSNA","LT","T13660","Z01","3","0","0,038461538","0"
"U10755","SSNA","LA","A14005","Z01","1","0","0,033333333","0"
"U10755","SSNA","LA","A12017","Z01","0","1","0","0,027027027"
"U9834","SSNA","MD","SD0E33","Z01","42","8","2,210526316","2,666666667"
"U9834","SSNA","MD","SD0N33","Z01","9","0","4,5","0"
"U9834","SSNA","MD","SD0E34","Z01","279","70","4,227272727","2,5"
"U9834","SSNA","MD","SD0035","Z01","352","252","3,087719298","2,831460674"
"U9834","SSNA","MD","SD0036","Z01","80","0","5","0"
"U9834","SSNA","DS","SD0E39","Z01","0","5","0","5"
"U9834","SSNA","DS","SD0E38","Z01","0","2","0","1"
"U9834","SSNA","DS","SD0A12","Z01","1","27","0,5","1,588235294"
"U9834","SSNA","DS","SD0A15","Z01","1","0","1","0"
"U9834","SSNA","DS","SD0A41","Z01","0","2","0","2"
"U9834","SSNA","DS","SD0A65","Z01","0","4","0","4"
"U9834","SSNA","DP","PD0S45","Z01","8","0","8","0"
"U9834","SSNA","SI","S18023","Z01","24","52","1,263157895","1,857142857"
"U9834","SSNA","SI","S16020","Z01","116","387","0,588832487","0,9675"
"U9834","SSNA","ST","S18920","Z01","1","0","0,2","0"
"U9834","SSNA","ST","S16021","Z01","66","1","1,222222222","0,02"
"U9834","SSNA","SF","S18922","Z01","0","1","0","1"
"U9834","SSNA","LT","T18025","Z01","0","5","0","5"
"U9834","SSNA","LT","T16024","Z01","0","10","0","2,5"
"U9834","SSNA","LA","A16028","Z01","21","10","2,625","0,5"
"U9834","SSNA","LA","A14005","Z01","25","32","0,892857143","0,820512821"
"U9493","SSNA","MD","SD0E33","Z01","143","22","7,944444444","11"
"U9493","SSNA","MD","SD0N33","Z01","2","0","0","0"
"U9493","SSNA","MD","SD0E34","Z01","169","182","5,451612903","9,1"
"U9493","SSNA","MD","SD0035","Z01","822","649","6,323076923","4,133757962"
"U9493","SSNA","MD","SD0036","Z01","48","6","8","3"
"U9493","SSNA","DS","SD0E39","Z01","0","7","0","7"
"U9493","SSNA","DS","SD0E38","Z01","0","9","0","3"
"U9493","SSNA","DS","SD0A38","Z01","4","10","4","2,5"
"U9493","SSNA","DS","SD0E12","Z01","2","0","2","0"
"U9493","SSNA","DS","SD0A12","Z01","2","42","1","2"
"U9493","SSNA","DS","SD0483","Z01","0","2","0","0,666666667"
"U9493","SSNA","DP","PD0046","Z01","4","0","2","0"
"U9493","SSNA","DP","PD0S03","Z01","0","22","0","22"
"U9493","SSNA","DA","AD0S31","Z01","2","0","2","0"
"U9493","SSNA","DA","AD0A31","Z01","0","8","0","4"
"U9493","SSNA","SI","S18023","Z01","53","472","2,944444444","4,865979381"
"U9493","SSNA","SI","S16020","Z01","270","1744","1,928571429","2,103739445"
"U9493","SSNA","SI","S14056","Z01","0","17","0","4,25"
"U9493","SSNA","SI","S14E52","Z01","0","2","0","1"
"U9493","SSNA","SI","S13052","Z01","0","2","0","2"
"U9493","SSNA","ST","S18920","Z01","18","95","2,25","6,785714286"
"U9493","SSNA","ST","S16021","Z01","84","292","3","2,654545455"
"U9493","SSNA","SV","S16022","Z01","6","5","1,5","1"
"U9493","SSNA","SF","S18922","Z01","2","47","2","9,4"
"U9493","SSNA","SF","S16019","Z01","14","168","3,5","3,36"
"U9493","SSNA","LT","T18027","Z01","8","0","2,666666667","0"
"U9493","SSNA","LT","T16026","Z01","33","4","3,666666667","2"
"U9493","SSNA","LT","T14007","Z01","5","14","1","2,333333333"
"U9493","SSNA","LT","T14063","Z01","5","0","5","0"
"U9493","SSNA","LT","T14E59","Z01","14","1","1,076923077","1"
"U9493","SSNA","LT","T13059","Z01","19","42","0,730769231","1,272727273"
"U9493","SSNA","LT","T13660","Z01","22","174","0,6875","0,87"
"U9493","SSNA","LT","T12057","Z01","19","33","0,730769231","0,785714286"
"U9493","SSNA","LT","T12058","Z01","0","1","0","0,25"
"U9493","SSNA","LA","A18029","Z01","6","42","2","2,625"
"U9493","SSNA","LA","A16028","Z01","10","79","2,5","2,821428571"
"U9493","SSNA","LA","A14005","Z01","30","164","2","2,024691358"
"U9493","SSNA","LA","A12017","Z01","2","12","2","1,2"
"U9546","SSNA","MD","SD0E33","Z01","450","69","13,636363636","17,25"
"U9546","SSNA","MD","SD0E34","Z01","297","148","7,243902439","10,571428571"
"U9546","SSNA","MD","SD0035","Z01","1045","1224","6,572327044","6,994285714"
"U9546","SSNA","MD","SD0036","Z01","57","14","7,125","14"
"U9546","SSNA","MD","SD0597","Z01","44","3","11","3"
"U9546","SSNA","DS","SD0E39","Z01","0","4","0","4"
"U9546","SSNA","DS","SD0A38","Z01","10","44","3,333333333","8,8"
"U9546","SSNA","DS","SD0E12","Z01","0","22","0","11"
"U9546","SSNA","DS","SD0A12","Z01","48","176","8","8,8"
"U9546","SSNA","DS","SD0601","Z01","0","9","0","9"
"U9546","SSNA","DS","SD0A15","Z01","21","22","21","11"
"U9546","SSNA","DS","SD0602","Z01","0","31","0","31"
"U9546","SSNA","DS","SD0E42","Z01","23","0","23","0"
"U9546","SSNA","DS","SD0E41","Z01","9","9","9","9"
"U9546","SSNA","DS","SD0A41","Z01","13","24","6,5","12"
"U9546","SSNA","DS","SD0A65","Z01","0","11","0","11"
"U9546","SSNA","DS","SD0483","Z01","7","25","7","6,25"
"U9546","SSNA","DP","PD0046","Z01","2","0","2","0"
"U9546","SSNA","DP","PD0S45","Z01","20","0","5","0"
"U9546","SSNA","DP","PD0A45","Z01","3","3","1","0"
"U9546","SSNA","DT","TD0002","Z01","1","0","1","0"
"U9546","SSNA","DT","TD0S01","Z01","2","0","2","0"
"U9546","SSNA","DT","TD0071","Z01","0","8","0","8"
"U9546","SSNA","DA","AD0032","Z01","2","4","1","4"
"U9546","SSNA","DA","AD0S31","Z01","4","0","4","0"
"U9546","SSNA","DA","AD0A31","Z01","0","10","0","0"
"U9546","SSNA","DA","AD0612","Z01","0","5","0","5"
"U9546","SSNA","SI","S18023","Z01","92","429","11,5","7,8"
"U9546","SSNA","SI","S16020","Z01","691","2968","3,656084656","3,659679408"
"U9546","SSNA","SI","S14056","Z01","1","1","1","0,5"
"U9546","SSNA","SI","S14E52","Z01","1","5","1","2,5"
"U9546","SSNA","ST","S18920","Z01","29","42","7,25","8,4"
"U9546","SSNA","ST","S16021","Z01","246","925","5,720930233","5,377906977"
"U9546","SSNA","SV","S18921","Z01","15","0","15","0"
"U9546","SSNA","SV","S16022","Z01","24","8","8","4"
"U9546","SSNA","SF","S18922","Z01","0","2","0","2"
"U9546","SSNA","SF","S16019","Z01","39","274","5,571428571","5,48"
"U9546","SSNA","LT","T18027","Z01","3","0","1,5","0"
"U9546","SSNA","LT","T16026","Z01","2","4","0,222222222","2"
"U9546","SSNA","LT","T14007","Z01","1","0","0,25","0"
"U9546","SSNA","LT","T14063","Z01","1","0","1","0"
"U9546","SSNA","LT","T14E59","Z01","11","2","0,458333333","1"
"U9546","SSNA","LT","T13059","Z01","5","32","0,263157895","0,615384615"
"U9546","SSNA","LT","T13660","Z01","132","289","1,913043478","1,111538462"
"U9546","SSNA","LT","T12057","Z01","4","53","0,210526316","0,898305085"
"U9546","SSNA","LT","T12058","Z01","1","6","1","0,375"
"U9546","SSNA","LT","T11008","Z01","0","5","0","0,833333333"
"U9546","SSNA","LA","A18029","Z01","0","19","0","1,357142857"
"U9546","SSNA","LA","A16028","Z01","5","58","0,5","1,414634146"
"U9546","SSNA","LA","A14005","Z01","10","30","0,769230769","0,491803279"
"U9546","SSNA","LA","A13018","Z01","4","10","1","0,294117647"
"U9546","SSNA","LA","A12017","Z01","1","19","0,25","0,655172414"
"U9517","SSNA","MD","SD0E33","Z01","22","0","1,294117647","0"
"U9517","SSNA","MD","SD0E34","Z01","37","4","0,536231884","0,285714286"
"U9517","SSNA","MD","SD0N34","Z01","9","0","9","0"
"U9517","SSNA","MD","SD0035","Z01","110","105","0,916666667","1,329113924"
"U9517","SSNA","MD","SD0036","Z01","19","0","6,333333333","0"
"U9517","SSNA","DS","SD0A38","Z01","0","1","0","0,5"
"U9517","SSNA","DS","SD0E12","Z01","0","11","0","2,2"
"U9517","SSNA","DS","SD0A12","Z01","0","6","0","0,333333333"
"U9517","SSNA","DA","AD0032","Z01","0","1","0","1"
"U9517","SSNA","SI","S16020","Z01","13","61","0,073863636","0,139588101"
"U9517","SSNA","ST","S16021","Z01","4","11","0,117647059","0,314285714"
"U9517","SSNA","SF","S16019","Z01","0","14","0","2"
"U9517","SSNA","LA","A14005","Z01","1","0","0,037037037","0"
"U9670","SSNA","MD","SD0E33","Z01","109","37","4,037037037","6,166666667"
"U9670","SSNA","MD","SD0N33","Z01","17","0","5,666666667","0"
"U9670","SSNA","MD","SD0E34","Z01","43","12","2,263157895","1,714285714"
"U9670","SSNA","MD","SD0N34","Z01","7","0","3,5","0"
"U9670","SSNA","MD","SD0035","Z01","207","202","1,971428571","1,961165049"
"U9670","SSNA","MD","SD0036","Z01","19","34","1,583333333","2,833333333"
"U9670","SSNA","MD","SD0597","Z01","1","0","0,333333333","0"
"U9670","SSNA","DS","SD0E39","Z01","6","0","6","0"
"U9670","SSNA","DS","SD0E38","Z01","0","3","0","3"
"U9670","SSNA","DS","SD0A38","Z01","30","13","15","6,5"
"U9670","SSNA","DS","SD0A12","Z01","1","12","1","4"
"U9670","SSNA","DS","SD0E65","Z01","4","0","4","0"
"U9670","SSNA","DS","SD0A65","Z01","3","61","3","6,1"
"U9670","SSNA","DS","SD0483","Z01","0","5","0","5"
"U9670","SSNA","DP","PD0S45","Z01","2","0","1","0"
"U9670","SSNA","DP","PD0606","Z01","1","0","1","0"
"U9670","SSNA","DA","AD0032","Z01","2","0","1","0"
"U9670","SSNA","DA","AD0S31","Z01","0","9","0","4,5"
"U9670","SSNA","SI","S18023","Z01","63","291","5,25","5,596153846"
"U9670","SSNA","SI","S16020","Z01","283","2051","2,887755102","2,79047619"
"U9670","SSNA","SI","S14E52","Z01","7","29","1,4","1"
"U9670","SSNA","SI","S13052","Z01","0","6","0","0,75"
"U9670","SSNA","ST","S18920","Z01","11","18","2,75","4,5"
"U9670","SSNA","ST","S16021","Z01","47","203","1,678571429","2,5375"
"U9670","SSNA","SV","S16022","Z01","0","1","0","1"
"U9670","SSNA","SF","S18922","Z01","2","9","2","4,5"
"U9670","SSNA","SF","S16019","Z01","65","161","5,416666667","2,875"
"U9670","SSNA","LT","T16024","Z01","0","38","0","4,75"
"U9670","SSNA","LT","T16026","Z01","3","0","1","0"
"U9670","SSNA","LT","T14007","Z01","6","0","1,5","0"
"U9670","SSNA","LT","T14063","Z01","2","0","0,285714286","0"
"U9670","SSNA","LT","T14E59","Z01","3","0","0,6","0"
"U9670","SSNA","LT","T13059","Z01","53","11","1,127659574","0,6875"
"U9670","SSNA","LT","T13660","Z01","25","126","0,892857143","0,802547771"
"U9670","SSNA","LT","T12057","Z01","31","11","0,837837838","0,366666667"
"U9670","SSNA","LT","T12058","Z01","0","6","0","1,5"
"U9670","SSNA","LT","T11008","Z01","3","28","0,1875","0,368421053"
"U9670","SSNA","LA","A18029","Z01","0","2","0","0,5"
"U9670","SSNA","LA","A16028","Z01","3","6","0,5","0,545454545"
"U9670","SSNA","LA","A14005","Z01","10","25","0,666666667","0,490196078"
"U9670","SSNA","LA","A13018","Z01","11","16","1,833333333","0,380952381"
"U9670","SSNA","LA","A12017","Z01","1","17","0,125","0,435897436"
"U9471","SSNA","MD","SD0E33","Z01","277","41","10,653846154","10,25"
"U9471","SSNA","MD","SD0N33","Z01","39","0","6,5","0"
"U9471","SSNA","MD","SD0E34","Z01","2506","612","22,781818182","22,666666667"
"U9471","SSNA","MD","SD0N34","Z01","28","0","4,666666667","0"
"U9471","SSNA","MD","SD0035","Z01","6985","3874","28,165322581","29,348484848"
"U9471","SSNA","MD","SD0036","Z01","71","25","3,227272727","6,25"
"U9471","SSNA","DS","SD0E38","Z01","55","107","27,5","17,833333333"
"U9471","SSNA","DS","SD0A38","Z01","0","158","0","26,333333333"
"U9471","SSNA","DS","SD0E12","Z01","27","25","9","6,25"
"U9471","SSNA","DS","SD0A12","Z01","84","320","84","32"
"U9471","SSNA","DS","SD0E41","Z01","0","28","0","28"
"U9471","SSNA","DP","PD0046","Z01","2","0","2","0"
"U9471","SSNA","DA","AD0032","Z01","0","1","0","0,333333333"
"U9471","SSNA","SI","S18023","Z01","0","6","0","0,127659574"
"U9471","SSNA","SI","S16020","Z01","52","51","0,085667216","0,069105691"
"U9471","SSNA","ST","S16021","Z01","6","0","0,066666667","0"
"U9471","SSNA","LT","T13660","Z01","4","5","0,033613445","0,12195122"
"U9471","SSNA","LA","A14005","Z01","0","1","0","0,047619048"
"U9524","SSNA","DS","SD0E41","Z01","5","0","2,5","0"
"U9524","SSNA","DS","SD0A41","Z01","1","2","1","0,333333333"
"U9639","SSNA","MD","SD0E33","Z01","15","0","1,5","0"
"U9639","SSNA","MD","SD0E34","Z01","35","27","0,564516129","0,794117647"
"U9639","SSNA","MD","SD0035","Z01","165","169","0,654761905","0,744493392"
"U9639","SSNA","MD","SD0036","Z01","6","0","0,09375","0"
"U9639","SSNA","DS","SD0E38","Z01","0","1","0","0,333333333"
"U9639","SSNA","DS","SD0A38","Z01","4","5","4","1,25"
"U9639","SSNA","DS","SD0E12","Z01","1","0","1","0"
"U9639","SSNA","DS","SD0A12","Z01","0","18","0","0,72"
"U9639","SSNA","DS","SD0E41","Z01","1","0","1","0"
"U9639","SSNA","DS","SD0A41","Z01","1","0","1","0"
"U9639","SSNA","DA","AD0A31","Z01","2","0","0","0"
"U9639","SSNA","SI","S18023","Z01","44","132","2,588235294","1,941176471"
"U9639","SSNA","SI","S16020","Z01","609","1293","1,196463654","1,094834886"
"U9639","SSNA","SI","S14E52","Z01","30","13","0,833333333","0,245283019"
"U9639","SSNA","ST","S18920","Z01","6","8","0,857142857","4"
"U9639","SSNA","ST","S16021","Z01","52","112","0,571428571","1,087378641"
"U9639","SSNA","SV","S16022","Z01","3","0","0,75","0"
"U9639","SSNA","SF","S18922","Z01","1","0","1","0"
"U9639","SSNA","SF","S16019","Z01","7","47","0,777777778","1,044444444"
"U9639","SSNA","LT","T14E59","Z01","26","1","1,04","1"
"U9639","SSNA","LT","T13059","Z01","23","0","0,425925926","0"
"U9639","SSNA","LT","T13660","Z01","84","27","0,848484848","0,642857143"
"U9639","SSNA","LT","T12057","Z01","11","8","0,305555556","2"
"U9639","SSNA","LT","T12058","Z01","8","5","0,666666667","0,625"
"U9639","SSNA","LT","T11008","Z01","149","165","0,788359788","0,841836735"
"U9639","SSNA","LA","A18029","Z01","2","1","0,666666667","0,2"
"U9639","SSNA","LA","A16028","Z01","9","10","0,375","0,263157895"
"U9639","SSNA","LA","A14005","Z01","18","22","0,28125","0,34375"
"U9639","SSNA","LA","A13018","Z01","16","4","0,64","0,222222222"
"U9639","SSNA","LA","A12017","Z01","30","21","0,454545455","0,403846154"
"U9639","SSNA","LA","A11030","Z01","12","6","0,255319149","0,222222222"
"U9515","SSNA","MD","SD0E33","Z01","0","3","0","1"
"U9515","SSNA","MD","SD0035","Z01","14","6","0,079545455","0,070588235"
"U9515","SSNA","DS","SD0E38","Z01","0","5","0","2,5"
"U9515","SSNA","SF","S18922","Z01","0","6","0","6"
"U9515","SSNA","LT","T16026","Z01","5","0","0,625","0"
"U9515","SSNA","LA","A18029","Z01","0","2","0","0,25"
"U9674","SSNA","MD","SD0E33","Z01","97","11","3,344827586","3,666666667"
"U9674","SSNA","MD","SD0E34","Z01","106","69","3,925925926","5,75"
"U9674","SSNA","MD","SD0035","Z01","373","431","2,608391608","3,561983471"
"U9674","SSNA","MD","SD0036","Z01","14","42","2,8","10,5"
"U9674","SSNA","MD","SD0597","Z01","4","0","4","0"
"U9674","SSNA","DS","SD0E38","Z01","0","7","0","3,5"
"U9674","SSNA","DS","SD0A38","Z01","0","1","0","1"
"U9674","SSNA","DS","SD0E12","Z01","11","0","11","0"
"U9674","SSNA","DS","SD0A12","Z01","0","20","0","5"
"U9674","SSNA","DS","SD0A65","Z01","3","7","1,5","3,5"
"U9674","SSNA","DS","SD0604","Z01","0","9","0","9"
"U9674","SSNA","DS","SD048A","Z01","0","7","0","7"
"U9674","SSNA","DP","PD0046","Z01","2","0","2","0"
"U9674","SSNA","DP","PD0A45","Z01","1","0","0,5","0"
"U9674","SSNA","DP","PD0A03","Z01","0","6","0","6"
"U9674","SSNA","DA","AD0032","Z01","5","7","1,666666667","3,5"
"U9674","SSNA","DA","AD0A31","Z01","12","2","12","2"
"U9674","SSNA","DA","AD0612","Z01","0","6","0","6"
"U9674","SSNA","SI","S18023","Z01","7","94","0,583333333","1,773584906"
"U9674","SSNA","SI","S16020","Z01","147","389","0,948387097","0,475550122"
"U9674","SSNA","SI","S14E52","Z01","0","3","0","0,130434783"
"U9674","SSNA","ST","S18920","Z01","3","9","0,5","1,285714286"
"U9674","SSNA","ST","S16021","Z01","4","59","0,235294118","0,584158416"
"U9674","SSNA","SV","S18921","Z01","2","2","0,666666667","0,666666667"
"U9674","SSNA","SF","S18922","Z01","0","8","0","2,666666667"
"U9674","SSNA","SF","S16019","Z01","15","82","1","1,708333333"
"U9674","SSNA","LT","T16024","Z01","0","21","0","5,25"
"U9674","SSNA","LT","T14007","Z01","5","0","0,454545455","0"
"U9674","SSNA","LT","T14E59","Z01","20","0","0,3125","0"
"U9674","SSNA","LT","T13059","Z01","1","0","0,023255814","0"
"U9674","SSNA","LT","T13660","Z01","5","9","0,147058824","0,044554455"
"U9674","SSNA","LT","T12057","Z01","0","1","0","0,071428571"
"U9674","SSNA","LT","T11008","Z01","1","1","0,045454545","0,011363636"
"U9674","SSNA","LA","A18029","Z01","0","3","0","0,428571429"
"U9674","SSNA","LA","A16028","Z01","1","38","0,2","1,151515152"
"U9674","SSNA","LA","A14005","Z01","4","6","0,266666667","0,0625"
"U9557","SSNA","MD","SD0E33","Z01","86","13","8,6","13"
"U9557","SSNA","MD","SD0E34","Z01","245","167","4,375","5,75862069"
"U9557","SSNA","MD","SD0035","Z01","403","557","3,598214286","4,456"
"U9557","SSNA","MD","SD0036","Z01","144","29","5,538461538","3,625"
"U9557","SSNA","MD","SD0597","Z01","1","3","1","3"
"U9557","SSNA","DS","SD0E38","Z01","13","51","13","12,75"
"U9557","SSNA","DS","SD0A38","Z01","0","6","0","6"
"U9557","SSNA","DS","SD0E12","Z01","2","46","2","7,666666667"
"U9557","SSNA","DS","SD0A12","Z01","0","41","0","2,411764706"
"U9557","SSNA","DS","SD0A15","Z01","18","0","18","0"
"U9557","SSNA","DS","SD0E42","Z01","8","0","0","0"
"U9557","SSNA","DS","SD0E41","Z01","0","2","0","2"
"U9557","SSNA","DS","SD0A41","Z01","2","1","1","1"
"U9557","SSNA","DS","SD0A65","Z01","0","1","0","1"
"U9557","SSNA","DS","SD0064","Z01","0","7","0","7"
"U9557","SSNA","DP","PD0046","Z01","1","0","1","0"
"U9557","SSNA","DP","PD0S45","Z01","1","0","1","0"
"U9557","SSNA","DP","PD0S03","Z01","0","1","0","1"
"U9557","SSNA","DA","AD0032","Z01","0","14","0","7"
"U9557","SSNA","SI","S18023","Z01","89","111","3,296296296","2,581395349"
"U9557","SSNA","SI","S16020","Z01","265","707","1,090534979","1,036656892"
"U9557","SSNA","ST","S18920","Z01","23","17","3,285714286","4,25"
"U9557","SSNA","ST","S16021","Z01","104","128","1,6","1,242718447"
"U9557","SSNA","ST","S14054","Z01","0","1","0","1"
"U9557","SSNA","ST","S00062","Z01","0","1","0","0"
"U9557","SSNA","SF","S18922","Z01","0","52","0","5,2"
"U9557","SSNA","SF","S16019","Z01","1","41","1","1,782608696"
"U9557","SSNA","LT","T18025","Z01","0","1","0","1"
"U9557","SSNA","LT","T16024","Z01","0","2","0","2"
"U9557","SSNA","LT","T16026","Z01","3","2","0,375","0,666666667"
"U9557","SSNA","LT","T14007","Z01","1","0","0,333333333","0"
"U9557","SSNA","LT","T14063","Z01","0","1","0","1"
"U9557","SSNA","LT","T14E59","Z01","25","1","0,438596491","0,5"
"U9557","SSNA","LT","T13059","Z01","6","8","0,105263158","0,170212766"
"U9557","SSNA","LT","T13660","Z01","15","24","0,283018868","0,155844156"
"U9557","SSNA","LT","T12057","Z01","2","11","0,5","1,571428571"
"U9557","SSNA","LT","T11008","Z01","15","13","1,25","1,625"
"U9557","SSNA","LA","A18029","Z01","4","5","0,666666667","0,555555556"
"U9557","SSNA","LA","A16028","Z01","8","17","0,615384615","0,447368421"
"U9557","SSNA","LA","A14005","Z01","10","12","1,428571429","0,2"
"U9557","SSNA","LA","A13018","Z01","0","1","0","0,1"
"U9557","SSNA","LA","A12017","Z01","2","4","0,666666667","2"
"U10753","SSNA","MD","SD0E33","Z01","345","158","13,269230769","17,555555556"
"U10753","SSNA","MD","SD0N33","Z01","48","0","16","0"
"U10753","SSNA","MD","SD0E34","Z01","378","218","6,096774194","10,9"
"U10753","SSNA","MD","SD0N34","Z01","63","21","15,75","0"
"U10753","SSNA","MD","SD0035","Z01","1120","977","4,087591241","4,565420561"
"U10753","SSNA","MD","SD0036","Z01","225","69","9,782608696","13,8"
"U10753","SSNA","DS","SD0E38","Z01","0","9","0","9"
"U10753","SSNA","DS","SD0A38","Z01","15","23","7,5","5,75"
"U10753","SSNA","DS","SD0E13","Z01","14","8","14","8"
"U10753","SSNA","DS","SD0E12","Z01","0","23","0","7,666666667"
"U10753","SSNA","DS","SD0A12","Z01","14","83","4,666666667","4,882352941"
"U10753","SSNA","DS","SD0E42","Z01","2","0","2","0"
"U10753","SSNA","DS","SD0A41","Z01","1","9","0,5","4,5"
"U10753","SSNA","DS","SD0E65","Z01","0","11","0","0"
"U10753","SSNA","DS","SD0A65","Z01","0","14","0","4,666666667"
"U10753","SSNA","DS","SD0483","Z01","0","3","0","0"
"U10753","SSNA","DP","PD0S45","Z01","1","2","1","0"
"U10753","SSNA","DT","TD0S01","Z01","8","0","8","0"
"U10753","SSNA","DA","AD0S31","Z01","5","2","5","2"
"U10753","SSNA","SI","S18023","Z01","6","10","0,666666667","0,37037037"
"U10753","SSNA","SI","S16020","Z01","53","50","0,109958506","0,075414781"
"U10753","SSNA","SI","S14E52","Z01","1","0","0,020408163","0"
"U10753","SSNA","ST","S16021","Z01","34","31","0,465753425","0,31"
"U10753","SSNA","SF","S16019","Z01","5","13","0,555555556","0,541666667"
"U10753","SSNA","LT","T16024","Z01","0","13","0","1,857142857"
"U10753","SSNA","LT","T16026","Z01","2","0","1","0"
"U10753","SSNA","LA","A16028","Z01","1","4","0,090909091","0,235294118"
"U10753","SSNA","LA","A14005","Z01","0","3","0","0,107142857"
"U10753","SSNA","LA","A12017","Z01","0","2","0","0,060606061"
"U9687","SSNA","MD","SD0E33","Z01","137","11","8,5625","5,5"
"U9687","SSNA","MD","SD0N33","Z01","49","0","9,8","0"
"U9687","SSNA","MD","SD0E34","Z01","104","49","4,52173913","3,5"
"U9687","SSNA","MD","SD0N34","Z01","38","0","7,6","0"
"U9687","SSNA","MD","SD0035","Z01","183","272","1,759615385","2,924731183"
"U9687","SSNA","MD","SD0036","Z01","62","18","4,769230769","2,571428571"
"U9687","SSNA","MD","SD0597","Z01","4","1","4","1"
"U9687","SSNA","DS","SD0E39","Z01","0","21","0","21"
"U9687","SSNA","DS","SD0E38","Z01","11","6","11","6"
"U9687","SSNA","DS","SD0A38","Z01","0","8","0","2,666666667"
"U9687","SSNA","DS","SD0A12","Z01","1","14","1","2,333333333"
"U9687","SSNA","DS","SD0A65","Z01","3","4","3","2"
"U9687","SSNA","DP","PD0S45","Z01","1","0","1","0"
"U9687","SSNA","DP","PD0606","Z01","1","0","1","0"
"U9687","SSNA","DA","AD0032","Z01","25","1","12,5","0,333333333"
"U9687","SSNA","SI","S18023","Z01","14","39","1,076923077","1,181818182"
"U9687","SSNA","SI","S16020","Z01","32","141","0,220689655","0,297468354"
"U9687","SSNA","SI","S14E52","Z01","0","4","0","0,1"
"U9687","SSNA","ST","S18920","Z01","0","4","0","4"
"U9687","SSNA","ST","S16021","Z01","7","38","0,269230769","0,513513514"
"U9687","SSNA","SF","S18922","Z01","0","1","0","0,333333333"
