"Istituzione","Contratto","Categoria Partenza","Qualifica Partenza","Categoria Arrivo","Qualifica Arrivo","Tipo Passaggio","Numero Passaggi"
"M8659","CCSS","DI","0D0217","TS","0D0525","V","1"
"M8649","PCMD","D1","0D0077","D2","0D0079","V","1"
"RS9204","RESI","DG","0D0097","DI","0D0918","V","3"
"F8521","SCLA","SD","0D0158","DO","016132","V","1"
"Q9130","UNIV","PR","0D0169","RI","0D0177","V","3"
"Q9163","UNIV","PR","0D0169","RI","0D0177","V","1"
"Q9186","UNIV","PR","0D0167","RI","0D0177","V","1"
"Q9138","UNIV","PR","0D0167","RI","0D0177","V","1"
"Q9131","UNIV","RI","0D0177","PR","0D0173","V","2"
"Q9133","UNIV","RI","0D0177","PR","0D0173","V","1"
"Q9140","UNIV","RI","0D0177","PR","0D0173","V","1"
"Q9146","UNIV","RI","0D0177","PR","0D0173","V","1"
"Q9150","UNIV","RI","0D0177","PR","0D0173","V","1"
"Q9129","UNIV","RI","0D0177","PR","0D0173","V","1"
"Q9160","UNIV","RI","0D0177","PR","0D0175","V","1"
"Q10425","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9173","UNIV","RI","0D0177","PR","0D0169","V","96"
"Q9174","UNIV","RI","0D0177","PR","0D0169","V","88"
"Q9183","UNIV","RI","0D0177","PR","0D0169","V","2"
"Q9128","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9181","UNIV","RI","0D0177","PR","0D0169","V","38"
"Q9186","UNIV","RI","0D0177","PR","0D0169","V","49"
"Q9135","UNIV","RI","0D0177","PR","0D0169","V","4"
"Q9185","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9180","UNIV","RI","0D0177","PR","0D0169","V","16"
"Q9131","UNIV","RI","0D0177","PR","0D0169","V","303"
"Q9132","UNIV","RI","0D0177","PR","0D0169","V","16"
"Q9133","UNIV","RI","0D0177","PR","0D0169","V","49"
"Q9134","UNIV","RI","0D0177","PR","0D0169","V","11"
"Q9136","UNIV","RI","0D0177","PR","0D0169","V","18"
"Q9137","UNIV","RI","0D0177","PR","0D0169","V","79"
"Q9188","UNIV","RI","0D0177","PR","0D0169","V","3"
"Q9139","UNIV","RI","0D0177","PR","0D0169","V","48"
"Q9140","UNIV","RI","0D0177","PR","0D0169","V","42"
"Q9141","UNIV","RI","0D0177","PR","0D0169","V","47"
"Q9142","UNIV","RI","0D0177","PR","0D0169","V","84"
"Q9187","UNIV","RI","0D0177","PR","0D0169","V","31"
"Q9143","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9145","UNIV","RI","0D0177","PR","0D0169","V","17"
"Q9146","UNIV","RI","0D0177","PR","0D0169","V","53"
"Q9147","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9148","UNIV","RI","0D0177","PR","0D0169","V","31"
"Q9149","UNIV","RI","0D0177","PR","0D0169","V","90"
"Q9171","UNIV","RI","0D0177","PR","0D0169","V","24"
"Q9150","UNIV","RI","0D0177","PR","0D0169","V","93"
"Q9152","UNIV","RI","0D0177","PR","0D0169","V","93"
"Q9153","UNIV","RI","0D0177","PR","0D0169","V","21"
"Q9154","UNIV","RI","0D0177","PR","0D0169","V","2"
"Q9155","UNIV","RI","0D0177","PR","0D0169","V","85"
"Q9158","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9159","UNIV","RI","0D0177","PR","0D0169","V","19"
"Q9160","UNIV","RI","0D0177","PR","0D0169","V","24"
"Q9161","UNIV","RI","0D0177","PR","0D0169","V","12"
"Q9163","UNIV","RI","0D0177","PR","0D0169","V","76"
"Q9164","UNIV","RI","0D0177","PR","0D0169","V","70"
"Q9165","UNIV","RI","0D0177","PR","0D0169","V","37"
"Q9166","UNIV","RI","0D0177","PR","0D0169","V","8"
"Q10602","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9167","UNIV","RI","0D0177","PR","0D0169","V","9"
"Q9168","UNIV","RI","0D0177","PR","0D0169","V","77"
"Q9169","UNIV","RI","0D0177","PR","0D0169","V","7"
"Q9144","UNIV","RI","0D0177","PR","0D0169","V","14"
"Q9177","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9172","UNIV","RI","0D0177","PR","0D0169","V","7"
"Q9176","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9129","UNIV","RI","0D0177","PR","0D0169","V","10"
"Q9131","UNIV","RI","0D0177","PR","0D0168","V","1"
"Q9164","UNIV","RI","0D0177","PR","0D0168","V","2"
"Q9179","UNIV","RI","0D0177","PR","0D0167","V","64"
"Q9135","UNIV","RI","0D0177","PR","0D0167","V","1"
"Q9180","UNIV","RI","0D0177","PR","0D0167","V","2"
"Q9188","UNIV","RI","0D0177","PR","0D0167","V","3"
"Q9189","UNIV","RI","0D0177","PR","0D0167","V","7"
"Q9158","UNIV","RI","0D0177","PR","0D0167","V","1"
"Q9173","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9131","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9134","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9140","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9155","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9168","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9173","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9181","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9135","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9131","UNIV","RI","0D0176","PR","0D0168","V","7"
"Q9133","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9137","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9140","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9142","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9187","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9146","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9149","UNIV","RI","0D0176","PR","0D0168","V","3"
"Q9150","UNIV","RI","0D0176","PR","0D0168","V","5"
"Q9154","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9155","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9165","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9166","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9167","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9168","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9177","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9173","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9174","UNIV","RI","0D0178","PR","0D0169","V","11"
"Q9128","UNIV","RI","0D0178","PR","0D0169","V","3"
"Q9181","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9135","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9131","UNIV","RI","0D0178","PR","0D0169","V","27"
"Q9133","UNIV","RI","0D0178","PR","0D0169","V","8"
"Q9134","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9137","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9139","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9140","UNIV","RI","0D0178","PR","0D0169","V","4"
"Q9141","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9142","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9143","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9145","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9146","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9148","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9149","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9150","UNIV","RI","0D0178","PR","0D0169","V","8"
"Q9152","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9153","UNIV","RI","0D0178","PR","0D0169","V","4"
"Q9155","UNIV","RI","0D0178","PR","0D0169","V","3"
"Q9160","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9161","UNIV","RI","0D0178","PR","0D0169","V","3"
"Q9163","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9165","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9166","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9168","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9169","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9172","UNIV","RI","0D0178","PR","0D0169","V","5"
"Q9129","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9128","UNIV","RI","0D0178","PR","0D0168","V","1"
"Q9142","UNIV","RI","0D0178","PR","0D0168","V","1"
"Q9150","UNIV","RI","0D0178","PR","0D0168","V","1"
"LS12133","LS13","DI","0D00NF","LI","0000ND","V","1"
"C3742","RALN","FP","0D0103","CD","057000","V","1"
"AG9847","AGFI","D1","0D0077","DG","0D0097","V","1"
"AU10079","AUIN","LI","0000ND","DI","0D00NF","V","6"
"U9449","SSNA","MD","SD0E33","DG","0D0097","V","1"
"U9630","SSNA","MD","SD0E33","DG","0D0097","V","1"
"U9472","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9480","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9412","SSNA","MD","SD0E33","DG","0D0482","V","2"
"U9663","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9422","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U10545","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U11799","SSNA","MD","SD0035","MO","SD0A48","V","1"
"U10769","SSNA","MD","SD0035","DS","SD0A65","V","2"
"PU10539","SSNA","MD","SD0035","DG","0D0097","V","1"
"U11805","SSNA","MD","SD0035","PC","000061","V","1"
"U9672","SSNA","MD","SD0036","PC","000061","V","1"
"K8646","SSNA","MV","SD0E73","DG","0D0482","V","1"
"LS58","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS11943","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS11973","LS13","LI","0000ND","DI","0D00NF","V","4"
"LS11936","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS12298","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS12092","LS13","LI","0000ND","DI","0D00NF","V","1"
"D8383","EN60","LI","0000ND","DI","0D00NF","V","1"
"F8521","EPNE","D1","0D0078","D2","0D0080","V","1"
"RS9211","SCBZ","BD","016135","DI","0D0158","V","1"
"RS9211","SCBZ","BA","0F4ATA","BD","014155","V","1"
"RS9208","SCLA","DO","016132","SD","0D0158","V","2"
"M10398","SCLA","DO","016132","SD","0D0158","V","488"
"RS9208","SCLA","DO","016132","IS","016630","V","7"
"RS9208","SCLA","DO","016132","IS","016638","V","1"
"M10398","SCLA","DO","016135","SD","0D0158","V","143"
"M10398","SCLA","DO","016135","IS","016630","V","26"
"RS9208","SCLA","DO","016135","IS","016638","V","8"
"RS9208","SCLA","DO","014154","SD","0D0158","V","1"
"M10398","SCLA","DO","014154","SD","0D0158","V","151"
"M10398","SCLA","DO","014154","IS","016630","V","10"
"M10398","SCLA","DO","014154","IS","016638","V","4"
"M10398","SCLA","DO","014154","IS","014714","V","2"
"M10398","SCLA","DO","014154","IS","014656","V","1"
"M10398","SCLA","DO","014155","SD","0D0158","V","11"
"M10398","SCLA","DO","014155","IS","016630","V","8"
"M10398","SCLA","DO","014155","IS","016638","V","7"
"M10398","SCLA","DO","014155","IS","014634","V","20"
"M10398","SCLA","DO","014155","IS","014656","V","1"
"M10398","SCLA","DO","014143","SD","0D0158","V","5"
"M10398","SCLA","DO","014143","IS","016638","V","1"
"RS9208","SCLA","DO","014143","IS","014656","V","2"
"M10398","SCLA","DO","014646","IS","016630","V","3"
"M10398","SCLA","DO","014646","IS","014634","V","1"
"M10398","SCLA","IS","016630","SD","0D0158","V","4"
"RS9208","SCLA","IS","016630","DO","016132","V","3"
"M10398","SCLA","IS","016630","DO","016132","V","110"
"M10398","SCLA","IS","016630","DO","016135","V","17"
"M10398","SCLA","IS","016638","SD","0D0158","V","8"
"RS9208","SCLA","IS","016638","DO","016132","V","2"
"M10398","SCLA","IS","016638","DO","016132","V","266"
"RS9208","SCLA","IS","016638","DO","016135","V","2"
"M10398","SCLA","IS","016638","DO","016135","V","125"
"M10398","SCLA","IS","016638","DO","014154","V","38"
"M10398","SCLA","IS","014634","SD","0D0158","V","7"
"M10398","SCLA","IS","014634","DO","016132","V","9"
"M10398","SCLA","IS","014634","DO","016135","V","28"
"RS9208","SCLA","IS","014634","DO","014154","V","6"
"M10398","SCLA","IS","014634","DO","014154","V","255"
"M10398","SCLA","IS","014634","DO","014155","V","13"
"M10398","SCLA","IS","014634","DO","014143","V","1"
"M10398","SCLA","IS","014714","DO","016132","V","1"
"M10398","SCLA","IS","014714","DO","014154","V","20"
"M10398","SCLA","IS","014714","DO","014155","V","233"
"M10398","SCLA","IS","014656","DO","016132","V","3"
"M10398","SCLA","SR","016139","SD","0D0158","V","3"
"M10398","SCLA","SR","016693","DO","016135","V","5"
"RS9208","SCLA","SR","014138","IS","014634","V","1"
"RS9208","SCLA","SN","016134","DO","016132","V","1"
"RS9208","SCLA","SN","014152","DO","014154","V","2"
"RS9208","SCLA","SN","014156","DO","014155","V","2"
"RS9208","SCLA","ID","014635","DO","014154","V","1"
"RS9208","SCLA","SL","014153","DO","014154","V","1"
"M8649","PCMD","D2","0D0376","D1","0D0077","V","1"
"RS9211","PRBZ","DI","0D0164","CD","000717","V","2"
"RS9211","PRBZ","DI","0D0164","CD","000719","V","2"
"RS9211","PRBZ","DI","0D0164","CC","000721","V","1"
"RS9208","REVA","DI","0D0164","CD","047000","V","1"
"M8668","CM09","TS","0D0356","DI","0D0358","V","1"
"M10756","CPOR","TS","0D0563","DI","0D0562","V","7"
"M10756","CPOR","TS","0D0331","DI","0D0346","V","4"
"M10756","CPOR","TS","0D0344","DI","0D0345","V","4"
"M8659","CCSS","TS","0D0525","DI","0D0524","V","1"
"M8659","CCSS","TS","0D0525","DI","0D0218","V","2"
"M8659","CCSS","TS","0D0229","DI","0D0524","V","3"
"M8659","CCSS","TS","0D0229","DI","0D0218","V","13"
"M8659","CCSS","TS","0D0228","DI","0D0217","V","1"
"M8659","CCSS","TS","0D0302","UF","019312","V","1"
"M8659","CCSS","TS","0D0530","UF","018213","V","3"
"M8660","CFOR","TS","0D0572","DI","0D0194","V","4"
"M8660","CFOR","TS","0D0573","DI","0D0194","V","23"
"M8668","GGFF","TS","0D0525","DI","0D0524","V","7"
"M8668","GGFF","TS","0D0229","DI","0D0218","V","19"
"M8668","GGFF","TS","0D0228","DI","0D0217","V","21"
"M8655","PPSS","TS","0D0203","DI","0D0274","V","9"
"M8655","PPSS","TS","0D0515","DI","0D0511","V","11"
"M8655","PPSS","TS","0D0515","DI","0D0274","V","11"
"M8655","PPSS","TS","0D0202","DI","0D0511","V","14"
"M8655","PPSS","TS","0D0202","DI","0D0194","V","30"
"M8655","PPSS","TS","0D0516","DI","0D0194","V","1"
"M8659","AAMM","TS","0D0526","DI","0D0217","V","2"
"M8659","EEII","TS","0D0229","DI","0D0218","V","247"
"M8659","MMAA","TS","0D0563","DI","0D0562","V","6"
"M8659","MMAA","TS","0D0563","DI","0D0346","V","13"
"M8659","MMAA","TS","0D0331","DI","0D0346","V","29"
"M8659","MMAA","TS","0D0344","DI","0D0562","V","1"
"M8659","MMAA","TS","0D0344","DI","0D0345","V","2"
"AG9847","AGFI","D2","0D0079","D1","0D0077","V","3"
"AG9844","AGFI","D2","0D0079","D1","0D0078","V","1"
"AG9847","AGFI","DR","0D0DIP","D1","0D0078","V","1"
"AG9844","AGFI","DR","0D0DIP","D2","0D0079","V","1"
"AG9844","AGFI","DR","0D0DIP","3A","044F06","V","1"
"AG9847","AGFI","DR","0D0DIP","3A","044F06","V","14"
"AG9844","AGFI","DR","0D0DIP","3A","044F05","V","5"
"AG9847","AGFI","DR","0D0DIP","3A","044F05","V","37"
"AG9844","AGFI","DR","0D0DIP","3A","043F04","V","9"
"AG9847","AGFI","DR","0D0DIP","3A","043F04","V","31"
"AG9844","AGFI","DR","0D0DIP","3A","042F03","V","3"
"AG9847","AGFI","DR","0D0DIP","3A","042F03","V","7"
"AG9844","AGFI","DR","0D0DIP","3A","041F02","V","2"
"AG9847","AGFI","DR","0D0DIP","3A","041F02","V","6"
"AA10255","RESA","CB","030000","CC","040000","V","1"
"RS9204","RESI","DI","0D0918","DG","0D0097","V","5"
"IR8545","ERIC","RI","0D0089","DB","0D0IST","V","25"
"IR8545","ERIC","RI","0D0397","TC","0D0398","V","1"
"IR8545","ERIC","RI","0D0397","DB","0D0IST","V","8"
"IR8545","ERIC","RI","0D0093","TC","0D0094","V","14"
"IR8545","ERIC","TC","0D0090","DB","0D0IST","V","1"
"IR8545","ERIC","TC","0D0398","RI","0D0397","V","3"
"AA8542","ERIC","TC","0D0094","RI","0D0093","V","1"
"IR8545","ERIC","TC","0D0094","RI","0D0093","V","9"
"IR10592","ERIC","TC","0D0094","RI","0D0093","V","1"
"RS9195","REFR","DI","0D0100","DF","0D0095","V","1"
"P9090","REFR","DI","0D0099","CD","0D6000","V","2"
"C5677","REFR","DI","0D0099","CD","049000","V","1"
"U10326","SSNA","DS","SD0E13","DG","0D0097","V","1"
"AP9855","SSNA","DS","SD0E12","DP","PD0046","V","1"
"K8645","SSNA","DS","SD0A12","DT","TD0A01","V","5"
"U9685","SSNA","DS","SD0A12","ST","S18920","V","1"
"U10839","SSNA","DS","SD0A12","ST","S16021","V","2"
"AP9855","SSNA","DS","SD0E15","DP","PD0046","V","1"
"U9542","SSNA","DS","SD0604","LA","A18029","V","1"
"U9539","SSNA","DS","SD0483","DA","AD0032","V","1"
"U9538","SSNA","DS","SD0483","DA","AD0S31","V","1"
"U10753","SSNA","DS","SD0483","SI","S18023","V","1"
"U9536","SSNA","DS","SD0483","SI","S18023","V","1"
"U10509","SSNA","DS","SD0483","SF","S18922","V","5"
"U9652","SSNA","DS","SD048A","DT","TD0611","V","1"
"U10812","SSNA","DS","SD048A","SI","S18023","V","1"
"U10509","SSNA","DS","SD048A","SI","S18023","V","1"
"U9553","SSNA","DS","SD048A","LT","T18025","V","1"
"U10751","SSNA","DP","PD0A09","DA","AD0A31","V","1"
"U10753","SSNA","DP","PD0A09","LA","A16028","V","1"
"U10750","SSNA","DP","PD0A09","LA","A16028","V","3"
"U10326","SSNA","DP","PD0605","LA","A18029","V","1"
"AP10042","SSNA","DP","PD0S45","DT","TD0A01","V","1"
"U11894","SSNA","DP","PD0606","DS","SD0601","V","1"
"U9533","SSNA","DP","PD0606","LT","T18027","V","1"
"U10753","SSNA","DP","PD0A03","LT","T16026","V","1"
"U9654","SSNA","DP","PD0607","LT","T18027","V","1"
"AP10610","SSNA","DT","TD0S01","DP","PD0S43","V","1"
"U9629","SSNA","DT","TD0A01","DA","AD0A31","V","1"
"U10352","SSNA","DT","TD0609","DP","PD0A45","V","1"
"U9476","SSNA","DT","TD0609","LT","T16026","V","1"
"U10751","SSNA","DT","TD0S67","DA","AD0032","V","1"
"U10751","SSNA","DT","TD0S67","DA","AD0S31","V","1"
"U10751","SSNA","DT","TD0A67","DA","AD0A31","V","1"
"U10769","SSNA","DT","TD0A67","DA","AD0A31","V","1"
"U9636","SSNA","DA","AD0032","DG","0D0097","V","1"
"U10326","SSNA","DA","AD0032","DG","0D0097","V","1"
"U10352","SSNA","DA","AD0032","DG","0D0097","V","1"
"U9460","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9678","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10289","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10545","SSNA","DA","AD0032","DG","0D0163","V","1"
"U11805","SSNA","DA","AD0032","DG","0D0163","V","1"
"U10507","SSNA","DA","AD0S31","LA","A18029","V","1"
"U10507","SSNA","DA","AD0S31","LA","A14005","V","1"
"U9834","SSNA","DA","AD0S31","DG","0D0163","V","1"
"U9630","SSNA","DA","AD0A31","DP","PD0A09","V","1"
"U10812","SSNA","DA","AD0A31","LA","A18029","V","1"
"U10753","SSNA","DA","AD0A31","LA","A16028","V","5"
"AA11101","SSNA","DA","AD0612","DT","TD0609","V","1"
"U9680","SSNA","DA","AD0612","SI","S18023","V","1"
"U9575","SSNA","DA","AD0612","SI","S18023","V","1"
"U9476","SSNA","DA","AD0612","SF","S18922","V","1"
"U9420","SSNA","DA","AD0612","LA","A18029","V","1"
"U10831","SSNA","DA","AD0612","LA","A18029","V","1"
"U10326","SSNA","DA","AD0612","LA","A18029","V","2"
"U9429","SSNA","DA","AD0612","LA","A18029","V","1"
"U9475","SSNA","DA","AD0612","LA","A16028","V","1"
"U9575","SSNA","DA","AD0612","LA","A16028","V","1"
"C596","RALN","SP","0D0I95","CD","0D6A00","V","1"
"P9030","RALN","SP","0D0I95","CD","052486","V","1"
"C3872","RALN","SP","0D0I95","CD","058000","V","1"
"C7154","RALN","SP","0D0I95","CD","058000","V","1"
"UC10484","RALN","SP","0D0I95","CD","057000","V","1"
"C2989","RALN","SP","0D0I95","DI","0D0164","V","1"
"C6973","RALN","SP","0D0I95","DI","0D0165","V","3"
"PA11069","RALN","SP","0D0I95","DI","0D0165","V","1"
"C5007","RALN","CD","0D6A00","SP","0D0I95","V","1"
"C747","RALN","CD","0D6A00","DI","0D0164","V","1"
"C2249","RALN","CD","0D6A00","DI","0D0164","V","1"
"C3623","RALN","CD","0D6A00","DI","0D0164","V","1"
"C6144","RALN","CD","0D6A00","DI","0D0164","V","3"
"ER10171","RALN","CD","0D6A00","DI","0D0164","V","1"
"V9714","RALN","CD","0D6A00","DI","0D0164","V","1"
"C428","RALN","CD","0D6A00","DI","0D0165","V","1"
"C671","RALN","CD","0D6A00","DI","0D0165","V","1"
"C779","RALN","CD","0D6A00","DI","0D0165","V","2"
"C1234","RALN","CD","0D6A00","DI","0D0165","V","1"
"C3042","RALN","CD","0D6A00","DI","0D0165","V","3"
"C3924","RALN","CD","0D6A00","DI","0D0165","V","1"
"C4000","RALN","CD","0D6A00","DI","0D0165","V","2"
"C4347","RALN","CD","0D6A00","DI","0D0165","V","1"
"C5340","RALN","CD","0D6A00","DI","0D0165","V","1"
"C5616","RALN","CD","0D6A00","DI","0D0165","V","1"
"C5684","RALN","CD","0D6A00","DI","0D0165","V","1"
"C6296","RALN","CD","0D6A00","DI","0D0165","V","1"
"C6461","RALN","CD","0D6A00","DI","0D0165","V","1"
"C6495","RALN","CD","0D6A00","DI","0D0165","V","1"
"C6874","RALN","CD","0D6A00","DI","0D0165","V","1"
"C7574","RALN","CD","0D6A00","DI","0D0165","V","1"
"C8134","RALN","CD","0D6A00","DI","0D0165","V","1"
"R9191","RALN","CD","0D6A00","DI","0D0165","V","1"
"R9196","RALN","CD","0D6A00","DI","0D0165","V","1"
"N8741","RALN","CD","0D6A00","DI","0D0165","V","1"
"P9078","RALN","CD","0D6A00","DI","0D0165","V","1"
"CS12299","RALN","CD","0D6A00","DF","0D0098","V","1"
"C2038","RALN","CD","0D6A00","DF","0D0098","V","1"
"C4818","RALN","CD","0D6A00","DF","0D0098","V","3"
"C7400","RALN","CD","0D6A00","DF","0D0098","V","2"
"CS9941","RALN","CD","0D6A00","DF","0D0095","V","2"
"C2101","RALN","CD","0D6A00","DF","0D0095","V","1"
"R9201","RALN","CD","0D6A00","RP","000096","V","1"
"C3765","RALN","CD","0D6000","CC","046000","V","1"
"C1658","RALN","CD","0D6000","DI","0D0164","V","1"
"C3584","RALN","CD","0D6000","DI","0D0165","V","1"
"C4818","RALN","CD","0D6000","DF","0D0098","V","1"
"C2989","RALN","CD","052486","DI","0D0164","V","1"
"C277","RALN","CD","052486","DI","0D0165","V","2"
"C1145","RALN","CD","052486","DI","0D0165","V","1"
"C2204","RALN","CD","052486","DI","0D0165","V","1"
"C3593","RALN","CD","052486","DI","0D0165","V","1"
"C5073","RALN","CD","052486","DI","0D0165","V","1"
"C6236","RALN","CD","052486","DI","0D0165","V","1"
"C6479","RALN","CD","052486","DI","0D0165","V","1"
"C7902","RALN","CD","052486","DI","0D0165","V","1"
"P9051","RALN","CD","052486","DI","0D0165","V","1"
"P9056","RALN","CD","052486","DI","0D0165","V","1"
"P9032","RALN","CD","052486","DI","0D0165","V","1"
"UC10797","RALN","CD","052486","DF","0D0098","V","1"
"C6296","RALN","CD","052487","DI","0D0164","V","1"
"C7349","RALN","CD","052487","DI","0D0165","V","1"
"R9201","RALN","CD","052487","RP","000096","V","1"
"C7884","RALN","CD","051488","DI","0D0164","V","1"
"CS10379","RALN","CD","051488","DI","0D0165","V","1"
"C2285","RALN","CD","051488","DI","0D0165","V","1"
"C4668","RALN","CD","051488","DI","0D0165","V","1"
"C5096","RALN","CD","051488","DI","0D0165","V","1"
"PA113","RALN","CD","051488","DI","0D0165","V","1"
"UC10643","RALN","CD","051488","DF","0D0098","V","1"
"C3042","RALN","CD","051489","DI","0D0165","V","1"
"C5971","RALN","CD","051489","DI","0D0165","V","1"
"C8134","RALN","CD","051489","DF","0D0098","V","1"
"R9201","RALN","CD","051489","RP","000096","V","1"
"C5945","RALN","CD","058000","SP","0D0I95","V","1"
"P9075","RALN","CD","058000","CC","046000","V","1"
"P9075","RALN","CD","058000","CC","056000","V","2"
"C388","RALN","CD","058000","DI","0D0164","V","1"
"C2989","RALN","CD","058000","DI","0D0164","V","1"
"IP10785","RALN","CD","058000","DI","0D0164","V","1"
"C315","RALN","CD","058000","DI","0D0165","V","1"
"C430","RALN","CD","058000","DI","0D0165","V","1"
"C910","RALN","CD","058000","DI","0D0165","V","1"
"C2608","RALN","CD","058000","DI","0D0165","V","1"
"C3042","RALN","CD","058000","DI","0D0165","V","4"
"C4177","RALN","CD","058000","DI","0D0165","V","1"
"C4888","RALN","CD","058000","DI","0D0165","V","1"
"C5340","RALN","CD","058000","DI","0D0165","V","1"
"C5873","RALN","CD","058000","DI","0D0165","V","2"
"C6366","RALN","CD","058000","DI","0D0165","V","1"
"C7164","RALN","CD","058000","DI","0D0165","V","1"
"C7327","RALN","CD","058000","DI","0D0165","V","1"
"C7388","RALN","CD","058000","DI","0D0165","V","1"
"N8731","RALN","CD","058000","DG","0D0097","V","1"
"C4668","RALN","CD","058000","DF","0D0098","V","1"
"C4818","RALN","CD","058000","DF","0D0098","V","2"
"UC10794","RALN","CD","058000","DF","0D0098","V","1"
"PA117","RALN","CD","058000","DF","0D0098","V","1"
"C4818","RALN","CD","058000","RP","000096","V","1"
"R9199","RALN","CD","058000","RP","000096","V","1"
"C3324","RALN","CD","050000","CB","037493","V","1"
"C3324","RALN","CD","050000","CA","0A5000","V","1"
"C582","RALN","CD","050000","DI","0D0165","V","1"
"C1277","RALN","CD","050000","DI","0D0165","V","1"
"C1658","RALN","CD","050000","DI","0D0165","V","1"
"C3042","RALN","CD","050000","DI","0D0165","V","1"
"C5340","RALN","CD","050000","DI","0D0165","V","1"
"C7484","RALN","CD","050000","RP","000096","V","1"
"R9201","RALN","CD","050000","RP","000096","V","2"
"C2024","RALN","CD","049000","CC","045000","V","1"
"C5340","RALN","CD","049000","DI","0D0164","V","1"
"C3173","RALN","CD","049000","DI","0D0165","V","1"
"C5700","RALN","CD","049000","DI","0D0165","V","1"
"R9193","RALN","CD","049000","DI","0D0165","V","1"
"ER10774","RALN","CD","049000","DI","0D0165","V","1"
"V9739","RALN","CD","049000","DI","0D0165","V","1"
"PA11791","RALN","CD","049000","DG","0D0097","V","1"
"C7484","RALN","CD","049000","RP","000096","V","1"
"R9199","RALN","CD","049000","RP","000096","V","1"
"C5153","RALN","CD","057000","CC","046000","V","2"
"C6484","RALN","CD","057000","CC","046000","V","3"
"C7725","RALN","CD","057000","CC","046000","V","1"
"C7831","RALN","CD","057000","CC","046000","V","1"
"P9075","RALN","CD","057000","CC","046000","V","1"
"C6572","RALN","CD","057000","CC","045000","V","1"
"C7725","RALN","CD","057000","CC","045000","V","1"
