"Istituzione","Contratto","Categoria","Qualifica","Causale Cessazione","Uomini","Donne"
"C4867","RALN","CA","028000","C01","4","0"
"C5960","RALN","CA","028000","C01","2","0"
"C6654","RALN","CA","0A5000","C01","1","0"
"C7169","RALN","CA","0A5000","C01","1","0"
"C7323","RALN","CA","0A5000","C01","1","0"
"C7323","RALN","CA","028000","C01","1","0"
"C7120","RALN","CD","052486","C01","1","0"
"C7120","RALN","CB","034000","C01","1","0"
"C7120","RALN","CB","032000","C01","1","0"
"P9109","RALN","CB","036494","C01","1","0"
"C615","RALN","CC","046000","C01","2","0"
"C1471","RALN","CB","038491","C01","1","0"
"C1621","RALN","CD","0D6A00","C01","0","1"
"C1621","RALN","CD","049000","C01","1","0"
"C1621","RALN","CC","046000","C01","1","1"
"C2981","RALN","CA","053000","C01","1","0"
"C3059","RALN","CD","050000","C01","0","1"
"C3059","RALN","CD","049000","C01","1","0"
"C3059","RALN","CC","045000","C01","1","0"
"C3059","RALN","CB","034000","C01","1","0"
"C3169","RALN","CB","038491","C01","1","0"
"C3786","RALN","CC","046000","C01","1","1"
"C3786","RALN","CC","042000","C01","2","0"
"C4229","RALN","CC","042000","C01","1","0"
"C4903","RALN","CB","037492","C01","1","0"
"C8255","RALN","CB","037493","C01","0","1"
"C8255","RALN","CB","036495","C01","1","0"
"C6201","RALN","CC","042000","C01","1","0"
"C6201","RALN","CB","032000","C01","1","0"
"C7202","RALN","CC","045000","C01","0","1"
"IP10846","RALN","CB","034000","C01","1","0"
"C359","RALN","CD","0D6000","C01","0","2"
"C359","RALN","CC","046000","C01","1","2"
"C359","RALN","CB","0B7A00","C01","0","1"
"C6876","RALN","CC","056000","C01","1","0"
"C6876","RALN","CB","037493","C01","1","0"
"C6876","RALN","CB","036495","C01","0","1"
"C6876","RALN","CB","034000","C01","2","0"
"C6876","RALN","CB","032000","C01","1","0"
"P9110","RALN","CB","037493","C01","1","0"
"C577","RALN","CD","052487","C01","1","0"
"C577","RALN","CC","045000","C01","1","0"
"C577","RALN","CA","028000","C01","1","0"
"C706","RALN","CB","034000","C01","1","0"
"C847","RALN","CA","028000","C01","0","1"
"C885","RALN","CB","038491","C01","1","0"
"C993","RALN","CC","046000","C01","0","1"
"C1195","RALN","CD","050000","C01","1","0"
"C1197","RALN","CA","0A5000","C01","0","1"
"C2270","RALN","CD","052487","C01","1","0"
"C3697","RALN","CB","054000","C01","1","0"
"C8278","RALN","CD","049000","C01","1","0"
"C4141","RALN","CC","042000","C01","1","0"
"C4929","RALN","CB","037493","C01","1","0"
"P10382","RALN","CB","032000","C01","1","0"
"C5069","RALN","CC","046000","C01","1","0"
"C5088","RALN","CC","046000","C01","0","2"
"C5252","RALN","CB","0B7A00","C01","0","1"
"C6780","RALN","CD","049000","C01","1","0"
"C7201","RALN","CB","038491","C01","0","1"
"C7381","RALN","CB","037493","C01","0","1"
"C7432","RALN","CC","046000","C01","1","0"
"C208","RALN","CB","036495","C01","1","0"
"V9756","RALN","CC","046000","C01","1","0"
"C5032","RALN","CB","037493","C01","1","0"
"P9083","RALN","CC","056000","C01","1","0"
"C1221","RALN","CD","051489","C01","1","0"
"C1248","RALN","CD","057000","C01","1","0"
"C1248","RALN","CC","043000","C01","1","0"
"C6336","RALN","CD","051488","C01","0","1"
"C6336","RALN","CD","050000","C01","1","0"
"C6336","RALN","CA","025000","C01","1","0"
"C7115","RALN","FP","0D0103","C01","1","0"
"C7144","RALN","CC","045000","C01","0","1"
"C7329","RALN","CB","036494","C01","1","0"
"C7404","RALN","FP","0D0103","C01","1","0"
"C1264","RALN","CC","046000","C01","0","1"
"C1264","RALN","CC","056000","C01","0","1"
"C1264","RALN","CB","0B7A00","C01","1","0"
"C1264","RALN","CB","038491","C01","0","1"
"C1264","RALN","CB","037493","C01","1","1"
"C1264","RALN","CA","0A5000","C01","3","0"
"C1264","RALN","CA","053000","C01","1","2"
"C1264","RALN","DI","0D0164","C01","1","0"
"P9044","RALN","CD","051489","C01","0","1"
"P9044","RALN","CD","049000","C01","0","1"
"P9044","RALN","CB","032000","C01","0","1"
"P9044","RALN","DI","0D0164","C01","1","0"
"C1530","RALN","CB","038491","C01","2","0"
"C1530","RALN","CB","036494","C01","1","0"
"C8297","RALN","CC","045000","C01","1","0"
"C5843","RALN","CC","043000","C01","0","1"
"C8300","RALN","FP","0D0103","C01","1","0"
"C8300","RALN","CC","043000","C01","0","1"
"C8286","RALN","CA","027000","C01","1","0"
"C6975","RALN","CA","027000","C01","1","0"
"C7118","RALN","FP","0D0103","C01","0","1"
"UC10833","RALN","CD","050000","C01","0","1"
"C7102","RALN","CB","038490","C01","1","0"
"C1199","RALN","CC","043000","C01","1","0"
"C1288","RALN","CA","053000","C01","1","0"
"C1591","RALN","CC","043000","C01","0","1"
"C1623","RALN","CB","038490","C01","1","0"
"C3062","RALN","CA","0A5000","C01","1","0"
"C3354","RALN","CC","043000","C01","1","0"
"C3578","RALN","CD","051489","C01","1","0"
"C3578","RALN","CB","037493","C01","1","0"
"UC10663","RALN","CA","053000","C01","2","0"
"C4820","RALN","CC","045000","C01","1","0"
"C4934","RALN","CD","052487","C01","1","0"
"C5497","RALN","CC","045000","C01","0","1"
"C6422","RALN","CC","042000","C01","1","0"
"C5183","RALN","CC","046000","C01","0","1"
"C6651","RALN","CB","054000","C01","1","0"
"C6752","RALN","CD","0D6A00","C01","1","0"
"C6855","RALN","CB","036495","C01","1","0"
"C6855","RALN","CB","054000","C01","1","0"
"C7033","RALN","CC","045000","C01","1","0"
"C7033","RALN","CB","038490","C01","1","0"
"C7033","RALN","CB","032000","C01","1","0"
"C7307","RALN","CC","046000","C01","1","0"
"C8272","RALN","CB","032000","C01","1","0"
"C933","RALN","CB","054000","C01","1","0"
"C3613","RALN","CC","043000","C01","1","0"
"C5013","RALN","CC","046000","C01","0","1"
"C7100","RALN","CB","037493","C01","0","1"
"P10337","RALN","CD","050000","C01","0","1"
"C7967","RALN","CD","052486","C01","1","0"
"C7967","RALN","CC","046000","C01","1","0"
"C3924","RALN","CD","049000","C01","1","0"
"C3924","RALN","CB","037492","C01","0","1"
"P9072","RALN","CB","032000","C01","1","0"
"C743","RALN","CD","052486","C01","1","0"
"C1348","RALN","CD","0D6A00","C01","1","0"
"C1348","RALN","CB","038491","C01","0","1"
"C3135","RALN","CC","056000","C01","1","0"
"C3135","RALN","CB","0B7000","C01","0","1"
"C4177","RALN","CD","051489","C01","1","0"
"C4177","RALN","CB","037493","C01","0","1"
"C5674","RALN","CC","046000","C01","1","0"
"V9779","RALN","CC","045000","C01","0","2"
"C7096","RALN","CC","046000","C01","1","0"
"C7096","RALN","CB","0B7A00","C01","1","0"
"C7096","RALN","CB","055000","C01","0","1"
"C7096","RALN","CB","034000","C01","0","1"
"C7096","RALN","DI","0D0164","C01","1","0"
"C5532","RALN","CC","045000","C01","1","0"
"C5532","RALN","CB","032000","C01","1","0"
"P9094","RALN","CC","056000","C01","1","0"
"P9094","RALN","CB","032000","C01","1","0"
"C669","RALN","CB","032000","C01","0","1"
"C4449","RALN","CD","052486","C01","1","0"
"C4473","RALN","CD","052487","C01","1","0"
"C4473","RALN","CB","0B7000","C01","1","0"
"C5469","RALN","FP","0D0103","C01","1","0"
"V9732","RALN","CC","046000","C01","0","1"
"V9732","RALN","CC","045000","C01","0","1"
"C3042","RALN","CD","0D6A00","C01","1","0"
"C3042","RALN","CD","051489","C01","4","0"
"C3042","RALN","CD","057000","C01","1","0"
"C3042","RALN","CC","046000","C01","2","0"
"C3042","RALN","CC","045000","C01","1","0"
"C3042","RALN","CB","0B7A00","C01","1","2"
"C3042","RALN","CB","036495","C01","0","1"
"C3042","RALN","CA","0A5000","C01","1","0"
"C3042","RALN","CA","028000","C01","0","2"
"P9058","RALN","CD","058000","C01","1","0"
"P9058","RALN","CB","0B7A00","C01","1","0"
"R9205","RALN","CD","0D6A00","C01","1","0"
"R9205","RALN","CD","052487","C01","2","0"
"R9205","RALN","CD","050000","C01","0","1"
"R9205","RALN","CB","038491","C01","0","1"
"R9205","RALN","DI","0D0164","C01","1","0"
"R9205","RALN","DG","0D0097","C01","1","0"
"C2876","RALN","DI","0D0164","C01","1","0"
"UC9848","RALN","DG","0D0097","C01","1","0"
"C1390","RALN","CC","046000","C01","0","1"
"C4669","RALN","CB","038490","C01","0","1"
"C2802","RALN","CD","0D6A00","C01","0","1"
"C2802","RALN","CB","0B7A00","C01","0","1"
"C3208","RALN","CB","0B7A00","C01","1","0"
"C3208","RALN","DI","0D0164","C01","2","0"
"C5627","RALN","FP","0D0102","C01","1","0"
"C5627","RALN","CD","052487","C01","0","1"
"C5627","RALN","CC","045000","C01","0","1"
"C5627","RALN","CC","042000","C01","1","0"
"C5627","RALN","CB","0B7A00","C01","0","1"
"C5627","RALN","CB","038490","C01","1","0"
"C5627","RALN","DI","0D0165","C01","1","0"
"C1769","RALN","CC","046000","C01","0","1"
"C1769","RALN","CB","0B7A00","C01","0","1"
"C1769","RALN","DI","0D0164","C01","1","0"
"C12275","RALN","CA","028000","C01","1","0"
"C3522","RALN","CB","036495","C01","0","1"
"P9063","RALN","DI","0D0164","C01","1","0"
"C4175","RALN","CC","056000","C01","0","1"
"C2415","RALN","CC","045000","C01","1","0"
"C3076","RALN","CD","052486","C01","1","0"
"C3857","RALN","CC","046000","C01","1","1"
"C3857","RALN","CC","042000","C01","0","1"
"C3857","RALN","CB","0B7000","C01","0","1"
"C3857","RALN","CB","037493","C01","0","1"
"C3857","RALN","DI","0D0164","C01","1","0"
"P9069","RALN","CB","0B7A00","C01","2","1"
"P9069","RALN","CB","038491","C01","0","2"
"C5692","RALN","CD","051489","C01","0","1"
"C1392","RALN","CC","046000","C01","0","1"
"C2481","RALN","CD","0D6A00","C01","0","1"
"C6198","RALN","CB","055000","C01","1","0"
"C6825","RALN","CD","051489","C01","1","0"
"C5761","RALN","CD","051489","C01","1","0"
"C5761","RALN","CC","046000","C01","0","1"
"C5761","RALN","CA","028000","C01","1","0"
"C5761","RALN","DI","0D0164","C01","1","0"
"C5562","RALN","CD","050000","C01","1","0"
"UC11082","RALN","DI","0D0164","C01","1","0"
"V9707","RALN","CD","051489","C01","0","1"
"C528","RALN","CB","038491","C01","0","1"
"P9033","RALN","CD","0D6A00","C01","1","0"
"P9033","RALN","CD","0D6000","C01","0","1"
"P9033","RALN","CC","046000","C01","0","1"
"P9033","RALN","CC","045000","C01","0","1"
"P9033","RALN","CB","0B7000","C01","2","0"
"C2044","RALN","CC","046000","C01","1","0"
"C2044","RALN","CB","0B7A00","C01","1","0"
"C2408","RALN","CB","037493","C01","1","0"
"C4655","RALN","CB","038490","C01","1","0"
"UC11814","RALN","CD","050000","C01","1","0"
"C5525","RALN","CD","0D6A00","C01","1","0"
"C5525","RALN","CB","037493","C01","0","1"
"C5525","RALN","CB","034000","C01","0","1"
"P9089","RALN","CD","0D6A00","C01","0","1"
"UC11802","RALN","CB","055000","C01","1","0"
"C670","RALN","CB","032000","C01","1","0"
"C1658","RALN","CB","032000","C01","0","1"
"C617","RALN","CD","057000","C01","0","1"
"V9748","RALN","CC","042000","C01","0","1"
"C4167","RALN","CC","046000","C01","0","1"
"C4167","RALN","CC","045000","C01","0","1"
"C4167","RALN","CB","038491","C01","0","1"
"C4167","RALN","CB","036495","C01","2","0"
"C4167","RALN","CB","054000","C01","1","0"
"P9078","RALN","DI","0D0164","C01","0","1"
"C4694","RALN","FP","0D0103","C01","0","1"
"C7397","RALN","CD","052486","C01","1","0"
"C7397","RALN","CC","046000","C01","0","1"
"C7397","RALN","DI","0D0164","C01","1","0"
"RA10346","RALN","CD","0D6A00","C01","1","0"
"RA10346","RALN","CD","0D6000","C01","1","0"
"ER10817","RALN","CD","0D6A00","C01","1","0"
"ER10817","RALN","CC","046000","C01","2","0"
"V9721","RALN","DI","0D0164","C01","1","0"
"C1400","RALN","CD","0D6A00","C01","1","1"
"C1400","RALN","CC","046000","C01","1","1"
"C1400","RALN","CB","037492","C01","1","0"
"C1400","RALN","CB","034000","C01","1","0"
"C1400","RALN","DI","0D0164","C01","1","0"
"D8329","RALN","CC","042000","C01","1","0"
"C2172","RALN","CA","028000","C01","1","0"
"N8907","RALN","CB","0B7A00","C01","1","0"
"C6529","RALN","CC","046000","C01","1","0"
"C6529","RALN","CB","034000","C01","0","1"
"C6529","RALN","CA","027000","C01","1","0"
"C7242","RALN","CB","034000","C01","1","0"
"N8911","RALN","CC","056000","C01","0","1"
"P9065","RALN","CD","0D6A00","C01","1","0"
"P9065","RALN","DI","0D0164","C01","0","1"
"C2215","RALN","CA","027000","C01","1","0"
"C2488","RALN","CD","051489","C01","0","1"
"N8913","RALN","CD","0D6A00","C01","2","0"
"C3969","RALN","CC","046000","C01","1","0"
"C4333","RALN","CC","046000","C01","0","1"
"C4333","RALN","CA","025000","C01","1","0"
"C5724","RALN","CD","0D6000","C01","1","0"
"C6076","RALN","CC","046000","C01","0","1"
"C3592","RALN","CC","042000","C01","1","0"
"P9064","RALN","DI","0D0164","C01","1","0"
"C6630","RALN","CD","0D6A00","C01","1","0"
"C6630","RALN","CA","0A5000","C01","0","1"
"C6630","RALN","DI","0D0164","C01","0","1"
"C998","RALN","CD","050000","C01","0","1"
"C2664","RALN","FP","0D0103","C01","0","1"
"C6958","RALN","CB","036495","C01","0","1"
"C7789","RALN","CD","0D6A00","C01","1","0"
"C7789","RALN","CD","050000","C01","1","0"
"C3333","RALN","CD","0D6A00","C01","1","0"
"C3333","RALN","CD","0D6000","C01","1","0"
"C3333","RALN","CD","052487","C01","2","0"
"C3333","RALN","CD","051489","C01","1","0"
"C3333","RALN","CD","050000","C01","1","0"
"C3333","RALN","CC","046000","C01","1","2"
"C3333","RALN","CC","045000","C01","2","0"
"C3333","RALN","CC","043000","C01","1","1"
"C3333","RALN","CC","056000","C01","0","1"
"C3333","RALN","CB","0B7000","C01","1","0"
"C3333","RALN","CB","038491","C01","0","1"
"C3333","RALN","CB","032000","C01","1","0"
"C3333","RALN","CB","054000","C01","0","1"
"C3333","RALN","DI","0D0164","C01","1","0"
"P9061","RALN","CD","0D6A00","C01","1","0"
"R9197","RALN","CD","052487","C01","0","1"
"R9197","RALN","CC","046000","C01","1","1"
"C2167","RALN","CB","036495","C01","1","0"
"C4697","RALN","CD","050000","C01","1","0"
"C322","RALN","CC","056000","C01","1","0"
"C322","RALN","CB","054000","C01","1","0"
"C338","RALN","CD","0D6000","C01","1","0"
"C338","RALN","CD","051489","C01","1","0"
"C6902","RALN","CB","0B7A00","C01","1","0"
"P9111","RALN","CB","0B7A00","C01","1","0"
"C6877","RALN","FP","0D0103","C01","0","1"
"IP10705","RALN","CB","036495","C01","0","1"
"C1592","RALN","CD","051489","C01","1","1"
"C1592","RALN","CC","042000","C01","0","1"
"C2006","RALN","CC","043000","C01","1","0"
"C420","RALN","CB","055000","C01","0","1"
"C3728","RALN","CD","0D6A00","C01","1","0"
"C3728","RALN","CC","043000","C01","0","1"
"C3728","RALN","CB","038491","C01","0","1"
"C3728","RALN","CB","034000","C01","1","0"
"P9108","RALN","CD","051489","C01","1","0"
"C1976","RALN","CD","052487","C01","1","0"
"C1976","RALN","CD","051489","C01","0","1"
"C1976","RALN","CB","037493","C01","0","1"
"C6874","RALN","CD","051489","C01","0","1"
"C3794","RALN","CD","050000","C01","0","1"
"C3810","RALN","CB","0B7A00","C01","1","0"
"C5956","RALN","FP","0D0103","C01","1","0"
"C6807","RALN","CD","0D6A00","C01","1","0"
"C7957","RALN","CD","050000","C01","0","1"
"C585","RALN","CB","038490","C01","1","0"
"C585","RALN","CB","037493","C01","0","1"
"C585","RALN","CB","036495","C01","0","1"
"C6345","RALN","CD","050000","C01","1","0"
"C6345","RALN","CC","046000","C01","0","3"
"C6345","RALN","CC","042000","C01","0","1"
"C6345","RALN","CC","056000","C01","0","1"
"C6345","RALN","CB","037493","C01","1","0"
"C3527","RALN","CB","038490","C01","1","0"
"C3972","RALN","CD","0D6000","C01","0","1"
"C3972","RALN","CB","032000","C01","1","0"
"C3972","RALN","CB","054000","C01","1","0"
"C1364","RALN","CD","051488","C01","0","1"
"ES174","RALN","CD","052487","C01","1","0"
"C6645","RALN","CD","052487","C01","1","0"
"C5337","RALN","CC","045000","C01","0","1"
"C5337","RALN","CA","028000","C01","0","1"
"P9093","RALN","CD","051489","C01","0","1"
"P9093","RALN","CD","049000","C01","1","0"
"P9093","RALN","CC","046000","C01","1","0"
"C2941","RALN","CC","042000","C01","0","1"
"ES169","RALN","CB","034000","C01","0","1"
"ES169","RALN","DI","0D0164","C01","1","0"
"C3224","RALN","CB","0B7000","C01","0","1"
"N8866","RALN","CB","034000","C01","1","0"
"C4419","RALN","CB","0B7A00","C01","1","0"
"C4541","RALN","CB","0B7A00","C01","1","0"
"C6383","RALN","CD","0D6A00","C01","1","0"
"C6882","RALN","CD","0D6A00","C01","1","0"
"ER10715","RALN","CB","0B7A00","C01","1","0"
"ER10715","RALN","CB","037492","C01","1","0"
"C430","RALN","CD","051489","C01","1","0"
"C430","RALN","CB","0B7A00","C01","0","1"
"C430","RALN","CA","0A5000","C01","1","0"
"C430","RALN","DI","0D0164","C01","1","1"
"ER11898","RALN","CD","0D6000","C01","2","0"
"ES172","RALN","CD","051489","C01","0","1"
"R9199","RALN","CC","046000","C01","1","1"
"R9199","RALN","CB","0B7A00","C01","1","0"
"R9199","RALN","CB","037492","C01","0","1"
"R9199","RALN","CB","036495","C01","1","0"
"R9199","RALN","DI","0D0164","C01","1","0"
"P9030","RALN","CD","051489","C01","1","0"
"IP11847","RALN","CC","042000","C01","0","1"
"C6999","RALN","CD","052487","C01","1","0"
"C6999","RALN","CB","036495","C01","0","1"
"C3906","RALN","CB","0B7A00","C01","0","1"
"C1862","RALN","CB","037492","C01","0","1"
"IP11916","RALN","CB","054000","C01","1","0"
"C2933","RALN","CD","050000","C01","1","0"
"CS10836","RALN","CC","043000","C01","0","1"
"C7003","RALN","CD","051489","C01","0","1"
"V9802","RALN","DI","0D0164","C01","1","0"
"C3766","RALN","CD","052486","C01","1","0"
"N8740","RALN","CC","046000","C01","0","1"
"N8740","RALN","DI","0D0164","C01","1","0"
"C1074","RALN","CD","050000","C01","0","1"
"ER9950","RALN","CD","057000","C01","1","0"
"CS10783","RALN","CA","028000","C01","1","0"
"C4308","RALN","CD","0D6A00","C01","4","2"
"C4308","RALN","CD","052486","C01","0","1"
"C4308","RALN","CD","052487","C01","3","0"
"C4308","RALN","CD","051489","C01","0","2"
"C4308","RALN","CD","050000","C01","0","1"
"C4308","RALN","CC","046000","C01","7","0"
"C4308","RALN","CC","045000","C01","1","0"
"C4308","RALN","CC","043000","C01","2","0"
"C4308","RALN","CB","0B7A00","C01","1","1"
"C4308","RALN","CB","038490","C01","0","1"
"C4308","RALN","CB","037493","C01","1","5"
"C4308","RALN","CB","036494","C01","2","1"
"C4308","RALN","CB","036495","C01","0","4"
"C4308","RALN","CB","055000","C01","2","0"
"C4308","RALN","CB","034000","C01","1","0"
"C4308","RALN","CB","032000","C01","5","4"
"C4308","RALN","CA","0A5000","C01","0","1"
"C4308","RALN","CA","028000","C01","0","3"
"C4308","RALN","PC","000061","C01","0","2"
"R9813","RALN","CC","043000","C01","1","0"
"R9813","RALN","DI","0D0164","C01","2","0"
"P9075","RALN","CB","055000","C01","0","1"
"C3770","RALN","CD","0D6A00","C01","1","0"
"C3770","RALN","CA","025000","C01","1","0"
"C1798","RALN","CC","046000","C01","0","1"
"C2350","RALN","CC","043000","C01","1","0"
"C5127","RALN","CB","036495","C01","1","0"
"C3441","RALN","CB","0B7A00","C01","1","0"
"C3688","RALN","CD","057000","C01","0","1"
"C3688","RALN","CB","0B7A00","C01","0","1"
"C5927","RALN","CB","0B7A00","C01","0","1"
"C6482","RALN","CB","038490","C01","0","1"
"C7672","RALN","CA","028000","C01","1","0"
"V9717","RALN","CB","038490","C01","1","0"
"C1128","RALN","DI","0D0164","C01","0","1"
"C448","RALN","CB","038490","C01","1","0"
"C575","RALN","CC","043000","C01","0","1"
"C1040","RALN","CB","034000","C01","1","0"
"C2537","RALN","CC","046000","C01","1","0"
"C3780","RALN","CB","036495","C01","0","1"
"C2628","RALN","CD","052487","C01","0","1"
"C2869","RALN","CC","046000","C01","0","1"
"C5815","RALN","CB","034000","C01","1","0"
"C4053","RALN","CC","046000","C01","0","1"
"C4439","RALN","CD","051489","C01","0","1"
"C5397","RALN","CC","046000","C01","1","0"
"C6125","RALN","CC","045000","C01","1","0"
"C8094","RALN","CB","034000","C01","0","1"
"C8094","RALN","CB","032000","C01","1","0"
"IP10194","RALN","CB","034000","C01","0","1"
"IP10194","RALN","CB","032000","C01","0","1"
"C2690","RALN","CC","043000","C01","0","1"
"C2690","RALN","CC","056000","C01","0","1"
"P9051","RALN","CD","0D6000","C01","0","1"
"C2684","RALN","CD","049000","C01","1","0"
"C2684","RALN","DI","0D0164","C01","1","0"
"C988","RALN","CB","038490","C01","1","0"
"C1714","RALN","CD","050000","C01","1","0"
"C2623","RALN","CD","050000","C01","0","1"
"C3536","RALN","CB","038490","C01","0","1"
"C3536","RALN","CB","032000","C01","1","0"
"C3660","RALN","CB","055000","C01","0","1"
"C5341","RALN","CD","050000","C01","0","1"
"C5341","RALN","CC","043000","C01","1","0"
"C7260","RALN","CA","028000","C01","0","1"
"P9076","RALN","CD","051489","C01","1","0"
"C1094","RALN","CA","0A5000","C01","0","1"
"C312","RALN","CD","052487","C01","0","1"
"C408","RALN","CB","037493","C01","1","0"
"C408","RALN","RP","000096","C01","0","1"
"C7015","RALN","CC","043000","C01","1","0"
"C859","RALN","CC","046000","C01","1","0"
"C980","RALN","CD","051488","C01","1","0"
"C1331","RALN","CB","032000","C01","1","0"
"C2153","RALN","CB","036495","C01","0","1"
"C9833","RALN","CD","0D6000","C01","1","0"
"C3037","RALN","CC","046000","C01","0","1"
"C3444","RALN","CB","038490","C01","1","0"
"C7616","RALN","CC","046000","C01","0","1"
"N8731","RALN","DI","0D0165","C01","1","0"
"C5735","RALN","CB","037492","C01","1","0"
"C5776","RALN","CC","045000","C01","1","0"
"UC9893","RALN","CD","052487","C01","1","0"
"C6967","RALN","FP","0D0103","C01","1","0"
"C6988","RALN","CC","056000","C01","0","1"
"C7869","RALN","CC","042000","C01","1","0"
"C445","RALN","CC","046000","C01","0","1"
"P9120","RALN","FP","0D0102","C01","1","0"
"C1236","RALN","CB","054000","C01","1","0"
"C1236","RALN","CA","028000","C01","0","1"
"C512","RALN","CC","056000","C01","0","1"
"C645","RALN","CB","034000","C01","0","1"
"C884","RALN","CC","056000","C01","1","0"
"C2730","RALN","CC","043000","C01","1","0"
"C1799","RALN","CC","045000","C01","0","1"
"C3314","RALN","CD","052486","C01","0","1"
"C3314","RALN","CB","037492","C01","0","1"
"C3598","RALN","CD","052487","C01","1","0"
"UC9878","RALN","CB","038491","C01","0","1"
"C12303","RALN","CC","046000","C01","0","1"
"C4088","RALN","CD","050000","C01","1","0"
"C4088","RALN","CB","0B7A00","C01","1","0"
"C4719","RALN","CB","038491","C01","0","1"
"C4712","RALN","CC","056000","C01","0","1"
"C4712","RALN","CB","054000","C01","0","1"
"P10801","RALN","CD","050000","C01","1","0"
"C7870","RALN","CC","043000","C01","1","0"
"ES10534","RALN","CB","038491","C01","0","1"
"P9095","RALN","CB","037493","C01","1","0"
"IP10304","RALN","CB","034000","C01","0","2"
"C8172","RALN","CC","045000","C01","0","1"
"C652","RALN","CB","0B7000","C01","0","1"
"C3424","RALN","CC","046000","C01","0","1"
"C2564","RALN","CD","052487","C01","0","1"
"C2566","RALN","FP","0D0103","C01","1","0"
"C3172","RALN","CD","052487","C01","0","1"
"C3172","RALN","CB","036495","C01","1","0"
"C3606","RALN","CB","038490","C01","1","0"
"C6032","RALN","FP","0D0102","C01","0","1"
"C6032","RALN","CB","0B7000","C01","1","0"
"C6230","RALN","CD","049000","C01","0","1"
"C6387","RALN","CD","0D6000","C01","1","0"
"C6566","RALN","CC","043000","C01","0","1"
"C7228","RALN","CD","051489","C01","0","1"
"C7286","RALN","CD","050000","C01","1","0"
"C1023","RALN","CB","037492","C01","1","0"
"C7174","RALN","CD","049000","C01","1","0"
"C2525","RALN","CD","051489","C01","1","0"
"C2525","RALN","CC","042000","C01","0","1"
"C2525","RALN","CA","028000","C01","0","1"
"C1111","RALN","CB","036495","C01","1","0"
"C1206","RALN","CD","049000","C01","0","1"
"C1396","RALN","CD","050000","C01","1","0"
"C1396","RALN","CC","045000","C01","1","0"
"C1778","RALN","CB","034000","C01","0","1"
"UC10004","RALN","DF","0D0095","C01","1","0"
"C2722","RALN","FP","0D0103","C01","1","0"
"C2976","RALN","CC","042000","C01","1","0"
"C5340","RALN","CC","046000","C01","1","2"
"C5340","RALN","CC","043000","C01","0","1"
"C5340","RALN","CB","038490","C01","1","0"
"C5340","RALN","CB","036495","C01","0","1"
"C5340","RALN","CB","034000","C01","1","1"
"C5340","RALN","CA","0A5000","C01","2","2"
"P9087","RALN","CD","0D6A00","C01","1","0"
"C5356","RALN","CB","038490","C01","1","0"
"R9190","RALN","CD","0D6A00","C01","2","0"
"R9190","RALN","CD","052487","C01","1","1"
"R9190","RALN","CD","050000","C01","2","0"
"R9190","RALN","CC","046000","C01","3","6"
"R9190","RALN","CC","042000","C01","2","0"
"R9190","RALN","CB","0B7A00","C01","0","1"
"R9190","RALN","CB","0B7000","C01","1","1"
"R9190","RALN","CB","038491","C01","0","1"
"R9190","RALN","CB","036495","C01","2","0"
"R9190","RALN","CB","034000","C01","2","0"
"R9190","RALN","CA","025000","C01","1","0"
"R9190","RALN","DI","0D0164","C01","2","0"
"C492","RALN","CD","057000","C01","1","1"
"P9032","RALN","CC","042000","C01","0","1"
"P9032","RALN","CB","038490","C01","1","0"
"P9032","RALN","CB","055000","C01","2","0"
"P9032","RALN","CB","034000","C01","0","1"
"C630","RALN","CD","052487","C01","0","1"
"C630","RALN","CC","045000","C01","1","0"
"C630","RALN","CA","0A5000","C01","0","1"
"C630","RALN","CA","027000","C01","1","0"
"C630","RALN","CA","025000","C01","2","0"
"C5350","RALN","CD","049000","C01","1","0"
"C5350","RALN","CB","0B7A00","C01","1","0"
"C6018","RALN","CC","042000","C01","0","1"
"C7156","RALN","CA","028000","C01","1","0"
"C7156","RALN","CA","027000","C01","0","1"
"C7331","RALN","CC","046000","C01","2","0"
"C2416","RALN","CB","0B7A00","C01","1","0"
"C8061","RALN","CC","046000","C01","1","0"
"V9783","RALN","CB","037492","C01","1","0"
"C7388","RALN","FP","0D0102","C01","1","0"
"C7388","RALN","CD","051488","C01","0","1"
"P9113","RALN","CB","032000","C01","1","0"
"C308","RALN","CC","046000","C01","1","0"
"C4618","RALN","CB","055000","C01","1","0"
"C4618","RALN","CB","054000","C01","1","0"
"C7554","RALN","CB","032000","C01","1","0"
"C2414","RALN","CC","046000","C01","0","1"
"C4811","RALN","CB","036495","C01","1","0"
"C4138","RALN","CB","034000","C01","0","1"
"C4138","RALN","CB","032000","C01","1","0"
"C4703","RALN","CA","025000","C01","1","0"
"C4844","RALN","CB","037492","C01","1","0"
"C6094","RALN","CC","045000","C01","1","0"
"C2294","RALN","CD","051489","C01","1","0"
"C2294","RALN","CD","050000","C01","1","0"
"P9047","RALN","CD","0D6A00","C01","2","0"
"P9047","RALN","CB","038491","C01","1","0"
"P9047","RALN","CB","037493","C01","2","0"
"P9047","RALN","CA","0A5000","C01","1","0"
"C7511","RALN","CB","054000","C01","0","1"
"C3164","RALN","CD","050000","C01","1","0"
"C3652","RALN","CD","0D6A00","C01","1","0"
"C3652","RALN","CD","051488","C01","0","1"
"C3652","RALN","CC","045000","C01","0","1"
"C3652","RALN","CC","042000","C01","0","2"
"C3652","RALN","CA","025000","C01","1","0"
