"Istituzione","Contratto","Categoria","Qualifica","Comandati Distaccati Uomini","ComandatiDistaccatiDonne","Fuori Ruolo Uomini","Fuori Ruolo Donne","Comandati Distaccati Estero Uomini","Comandati Distaccati Estero Donne","Fuori Ruolo Estero Uomini","Fuori Ruolo Estero Donne","Convenzioni Uomini","Convenzioni Donne","Convenzioni Estero Uomini","Convenzioni Estero Donne","Esoneri Uomini","Esoneri Donne","Esoneri Interno 70% Uomini","Esoneri Interno 70% Donne"
"Q9189","UNIV","RI","0D0177","0","0","0","0","0","0","0","0","18","8","0","0","0","0","0","0"
"Q9189","UNIV","RI","0D0176","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"Q9189","UNIV","RI","0D0178","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Q9189","UNIV","CE","059000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9189","UNIV","CD","050000","0","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"Q9189","UNIV","CD","049000","1","2","0","0","0","0","0","0","1","4","0","0","0","0","0","0"
"Q9189","UNIV","CD","048000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9189","UNIV","CC","097000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Q9189","UNIV","CC","045000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9189","UNIV","CC","043000","0","2","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"Q9189","UNIV","CC","042000","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9189","UNIV","CC","040000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9189","UNIV","CB","036000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9189","UNIV","CB","034000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C487","RALN","CD","050000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C487","RALN","CB","036495","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C6647","RALN","CD","050000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C4054","RALN","CC","045000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4054","RALN","CB","055000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"CS10811","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"CS10811","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"CS10811","RALN","DI","0D0164","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C906","RALN","CD","050000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1266","RALN","CB","037493","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1456","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1572","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1730","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1940","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1944","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2130","RALN","CD","058000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2130","RALN","CC","056000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2781","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3620","RALN","CD","051489","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"C4193","RALN","CD","051488","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4193","RALN","CB","032000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C4657","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10806","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10806","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10806","RALN","CB","038490","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5345","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5438","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5438","RALN","CC","042000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C5568","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C5568","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5568","RALN","CC","045000","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"C5568","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5568","RALN","CB","054000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C6118","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C6118","RALN","CD","051489","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6128","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C6128","RALN","CD","051488","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C6128","RALN","CB","0B7A00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C6196","RALN","CD","057000","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"C6525","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C6583","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C6676","RALN","CD","051489","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C6676","RALN","CC","042000","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C7027","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7027","RALN","CD","0D6000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C7027","RALN","CD","057000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C7027","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7282","RALN","CD","052487","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"C7282","RALN","DI","0D0165","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"C8190","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C8190","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CD","051488","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C237","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C237","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C352","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C352","RALN","CD","052487","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C375","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C437","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"U10508","SSNA","MD","SD0035","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","DA","AD0A31","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","SI","S16020","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T13660","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LA","A18029","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LA","A14005","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LA","A12017","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E8460","EPNE","AC","046000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"V9743","RALN","CC","056000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"V9743","RALN","DG","0D0104","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C3765","RALN","CD","0D6000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C3765","RALN","CD","050000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C3765","RALN","CC","056000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9068","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9068","RALN","CD","0D6000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9068","RALN","CD","051489","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9068","RALN","CD","057000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9068","RALN","CC","046000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P9068","RALN","CB","055000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Q9144","UNIV","CD","052000","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"C553","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4000","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5097","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6657","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C679","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1079","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1314","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1389","RALN","CD","0D6000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C1389","RALN","CC","046000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UC10206","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1544","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1544","RALN","CD","050000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1626","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1746","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1746","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1746","RALN","CC","046000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C1746","RALN","CB","055000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C3245","RALN","CD","058000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C2056","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2056","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C2058","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2058","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2058","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C7641","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2477","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2563","RALN","CC","046000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C2584","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2584","RALN","CD","057000","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"C2614","RALN","FP","0D0102","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C2614","RALN","SP","0D0I95","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2614","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"C2744","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2744","RALN","SP","0D0I95","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2744","RALN","CD","052487","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C2744","RALN","CC","046000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2757","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2757","RALN","CC","045000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C3235","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3235","RALN","CD","052486","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C3246","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3263","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3263","RALN","CC","056000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C3263","RALN","CB","0B7A00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C3405","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3413","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3543","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3790","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"C4129","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4134","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4190","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4190","RALN","CD","051488","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4224","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4231","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4231","RALN","CD","057000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4239","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4239","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4300","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4300","RALN","CD","0D6000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4300","RALN","CD","057000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4321","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4635","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4635","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4723","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4723","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C4802","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4802","RALN","CD","049000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4821","RALN","DI","0D0164","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"C4852","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4881","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4881","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4924","RALN","CD","058000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5053","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5216","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5216","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C5216","RALN","CC","056000","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"C5254","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5254","RALN","CD","052487","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C5254","RALN","CC","056000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C5861","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C5861","RALN","CD","051489","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC10209","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10209","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10209","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10209","RALN","CB","054000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C6243","RALN","CC","056000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6301","RALN","CB","037493","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6317","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C6317","RALN","CC","046000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C8261","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C8261","RALN","CC","056000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6367","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C6609","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C6952","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7136","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7136","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"C7152","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7251","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7251","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7258","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7258","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7258","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C7273","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7273","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7273","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7316","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C7318","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7319","RALN","CD","051489","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C7438","RALN","CC","045000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C7612","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7612","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7679","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7696","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7696","RALN","CD","051489","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C7696","RALN","CD","057000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C7697","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7924","RALN","CD","0D6A00","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"C249","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LS11953","LS13","LI","0000ND","0","0","0","0","162","12","0","0","0","0","0","0","0","0","0","0"
"ER10866","SSNA","LA","A18029","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"ER10866","SSNA","LA","A16028","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9639","SSNA","MD","SD0E33","0","0","0","0","0","0","0","0","0","0","39","6","0","0","0","0"
"U9639","SSNA","MD","SD0N33","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"U9639","SSNA","MD","SD0E34","0","0","0","0","0","0","0","0","0","0","20","6","0","0","0","0"
