"Istituzione","Contratto","Categoria","Qualifica","Causale Assenza","Form Uomini","Form Donne","Form Media Uomini","Form Media Donne"
"U10903","SSNA","SI","S18023","Z01","0","2","0","0,086956522"
"U10903","SSNA","SI","S16020","Z01","7","6","0,014799154","0,015957447"
"U10903","SSNA","ST","S16021","Z01","1","0","0,014084507","0"
"U10903","SSNA","LT","T16026","Z01","0","1","0","0,5"
"U10812","SSNA","MD","SD0035","Z01","75","0","0,253378378","0"
"U12262","SSNA","MD","SD0E33","Z01","96","23","3,84","5,75"
"U12262","SSNA","MD","SD0E34","Z01","74","35","4,625","5,833333333"
"U12262","SSNA","MD","SD0035","Z01","161","297","2,0125","2,414634146"
"U12262","SSNA","MD","SD0036","Z01","20","3","5","3"
"U12262","SSNA","MV","SD0E74","Z01","0","1","0","1"
"U12262","SSNA","MV","SD0A73","Z01","11","12","0,846153846","3"
"U12262","SSNA","MV","SD0072","Z01","0","1","0","1"
"U12262","SSNA","DS","SD0E39","Z01","0","3","0","3"
"U12262","SSNA","DS","SD0E38","Z01","2","0","1","0"
"U12262","SSNA","DS","SD0A38","Z01","0","2","0","1"
"U12262","SSNA","DS","SD0A12","Z01","0","7","0","3,5"
"U12262","SSNA","DS","SD0E65","Z01","2","7","2","2,333333333"
"U12262","SSNA","DS","SD0A65","Z01","2","34","0,5","2,266666667"
"U12262","SSNA","DS","SD0483","Z01","0","8","0","4"
"U12262","SSNA","DP","PD0A45","Z01","2","0","2","0"
"U12262","SSNA","DA","AD0032","Z01","0","1","0","1"
"U12262","SSNA","DA","AD0A31","Z01","0","1","0","1"
"U12262","REFR","CD","052000","Z01","0","6","0","1"
"U12262","REFR","CD","051000","Z01","0","2","0","0,666666667"
"U12262","REFR","CD","050000","Z01","0","7","0","2,333333333"
"U12262","REFR","CD","049000","Z01","0","11","0","1,375"
"U12262","REFR","CD","048000","Z01","7","48","3,5","2,086956522"
"U12262","REFR","CC","046000","Z01","3","2","1","0,666666667"
"U12262","REFR","CC","045000","Z01","0","2","0","1"
"U12262","REFR","CC","043000","Z01","0","3","0","0,75"
"U12262","REFR","CC","042000","Z01","4","3","1","0,75"
"U12262","REFR","CC","040000","Z01","4","1","1,333333333","0,25"
"U12262","REFR","CB","038000","Z01","0","4","0","0,153846154"
"U12262","REFR","CB","037000","Z01","0","1","0","0,066666667"
"U12262","SSNA","SI","S18023","Z01","0","39","0","1,181818182"
"U12262","SSNA","SI","S16020","Z01","37","384","0,528571429","0,555716353"
"U12262","SSNA","SI","S14E52","Z01","0","1","0","0,017241379"
"U12262","SSNA","ST","S16021","Z01","3","5","0,136363636","0,142857143"
"U12262","SSNA","SV","S18921","Z01","2","17","2","5,666666667"
"U12262","SSNA","SV","S16022","Z01","7","72","1,75","2,88"
"U12262","SSNA","SF","S18922","Z01","2","3","2","0,75"
"U12262","SSNA","SF","S16019","Z01","5","49","0,357142857","0,844827586"
"U12262","SSNA","LT","T18025","Z01","0","2","0","2"
"U12262","SSNA","LT","T16024","Z01","0","17","0","1,545454545"
"U12262","SSNA","LT","T14007","Z01","3","0","0,75","0"
"U12262","SSNA","LT","T13059","Z01","0","1","0","0,142857143"
"U12262","SSNA","LT","T13660","Z01","14","6","0,4375","0,02238806"
"U12262","SSNA","LA","A18029","Z01","0","1","0","0,5"
"U12262","SSNA","LA","A16028","Z01","0","5","0","0,227272727"
"U10755","SSNA","MD","SD0E33","Z01","20","3","0,909090909","1,5"
"U10755","SSNA","MD","SD0N33","Z01","2","0","0,4","0"
"U10755","SSNA","MD","SD0E34","Z01","3","2","0,130434783","0,333333333"
"U10755","SSNA","MD","SD0035","Z01","29","8","0,129464286","0,057553957"
"U10755","SSNA","MD","SD0036","Z01","2","0","0,057142857","0"
"U10755","SSNA","DS","SD0A38","Z01","2","0","0,5","0"
"U10755","SSNA","DA","AD0032","Z01","0","2","0","1"
"U10755","SSNA","SI","S18023","Z01","0","1","0","0,04"
"U10755","SSNA","SI","S16020","Z01","32","20","0,07804878","0,04040404"
"U10755","SSNA","ST","S16021","Z01","5","13","0,074626866","0,194029851"
"U10755","SSNA","SF","S16019","Z01","1","6","0,2","0,166666667"
"U10755","SSNA","LT","T13660","Z01","16","5","0,207792208","0,1"
"U10755","SSNA","LT","T11008","Z01","6","1","0,05","0,015625"
"U10755","SSNA","LA","A18029","Z01","0","2","0","0,4"
"U10755","SSNA","LA","A16028","Z01","0","1","0","0,076923077"
"U10755","SSNA","LA","A14005","Z01","2","1","0,074074074","0,05"
"U10755","SSNA","LA","A13018","Z01","1","0","0,25","0"
"U10755","SSNA","LA","A12017","Z01","3","3","0,157894737","0,078947368"
"U9834","SSNA","MD","SD0E33","Z01","83","0","4,882352941","0"
"U9834","SSNA","MD","SD0N33","Z01","18","0","9","0"
"U9834","SSNA","MD","SD0E34","Z01","297","115","4,790322581","4,6"
"U9834","SSNA","MD","SD0035","Z01","348","251","2,949152542","2,698924731"
"U9834","SSNA","MD","SD0036","Z01","112","0","7,466666667","0"
"U9834","SSNA","DS","SD0E39","Z01","0","15","0","15"
"U9834","SSNA","DS","SD0A38","Z01","0","3","0","1,5"
"U9834","SSNA","DS","SD0A12","Z01","0","54","0","3,176470588"
"U9834","SSNA","DS","SD0A41","Z01","0","4","0","4"
"U9834","SSNA","DS","SD0E65","Z01","10","0","10","0"
"U9834","SSNA","SI","S18023","Z01","16","92","1,142857143","3,066666667"
"U9834","SSNA","SI","S16020","Z01","195","628","0,994897959","1,513253012"
"U9834","SSNA","SI","S14E52","Z01","4","3","0,153846154","0,428571429"
"U9834","SSNA","SF","S18922","Z01","0","1","0","1"
"U9834","SSNA","SF","S16019","Z01","3","3","1,5","3"
"U9834","SSNA","LT","T18025","Z01","0","4","0","4"
"U9834","SSNA","LT","T16024","Z01","0","22","0","5,5"
"U9834","SSNA","LT","T13059","Z01","1","0","0,090909091","0"
"U9834","SSNA","LT","T13660","Z01","5","2","0,138888889","0,08"
"U9834","SSNA","LA","A18029","Z01","2","1","0,333333333","0,333333333"
"U9834","SSNA","LA","A16028","Z01","43","31","5,375","1,722222222"
"U9834","SSNA","LA","A14005","Z01","5","6","0,172413793","0,146341463"
"U9834","SSNA","LA","A13018","Z01","5","0","0,5","0"
"U9834","SSNA","LA","A12017","Z01","5","1","0,178571429","0,0625"
"U9493","SSNA","MD","SD0E33","Z01","162","158","10,8","39,5"
"U9493","SSNA","MD","SD0E34","Z01","99","164","3,666666667","10,933333333"
"U9493","SSNA","MD","SD0N34","Z01","7","0","7","0"
"U9493","SSNA","MD","SD0035","Z01","698","696","5,496062992","4,490322581"
"U9493","SSNA","MD","SD0036","Z01","36","2","6","2"
"U9493","SSNA","MD","SD0597","Z01","0","2","0","2"
"U9493","SSNA","DS","SD0E39","Z01","0","17","0","17"
"U9493","SSNA","DS","SD0E38","Z01","0","13","0","4,333333333"
"U9493","SSNA","DS","SD0A38","Z01","1","15","1","3,75"
"U9493","SSNA","DS","SD0E12","Z01","15","0","15","0"
"U9493","SSNA","DS","SD0A12","Z01","3","57","1,5","3"
"U9493","SSNA","DS","SD0A41","Z01","1","8","1","2"
"U9493","SSNA","DS","SD0A65","Z01","0","3","0","3"
"U9493","SSNA","DS","SD0483","Z01","0","7","0","2,333333333"
"U9493","SSNA","DP","PD0010","Z01","0","2","0","2"
"U9493","SSNA","DP","PD0046","Z01","3","0","1,5","0"
"U9493","SSNA","DP","PD0S45","Z01","1","0","1","0"
"U9493","SSNA","DP","PD0A45","Z01","1","1","1","1"
"U9493","SSNA","DP","PD0S03","Z01","0","1","0","1"
"U9493","SSNA","DT","TD0S01","Z01","2","0","2","0"
"U9493","SSNA","DT","TD0A01","Z01","1","1","1","1"
"U9493","SSNA","DA","AD0032","Z01","1","5","1","1,25"
"U9493","SSNA","DA","AD0S31","Z01","1","1","1","1"
"U9493","SSNA","DA","AD0A31","Z01","1","4","1","2"
"U9493","SSNA","DA","AD0612","Z01","0","1","0","1"
"U9493","SSNA","SI","S18023","Z01","35","294","1,944444444","3,094736842"
"U9493","SSNA","SI","S16020","Z01","211","1467","1,540145985","1,845283019"
"U9493","SSNA","SI","S14056","Z01","1","6","1","2"
"U9493","SSNA","SI","S14E52","Z01","0","3","0","1,5"
"U9493","SSNA","SI","S13052","Z01","0","2","0","2"
"U9493","SSNA","ST","S18920","Z01","13","65","1,857142857","4,642857143"
"U9493","SSNA","ST","S16021","Z01","125","357","4,62962963","3,466019417"
"U9493","SSNA","SV","S16022","Z01","12","19","3","3,8"
"U9493","SSNA","SF","S18922","Z01","1","30","1","6"
"U9493","SSNA","SF","S16019","Z01","11","127","2,75","2,760869565"
"U9493","SSNA","LT","T18027","Z01","3","0","1","0"
"U9493","SSNA","LT","T16026","Z01","9","2","0,9","0,5"
"U9493","SSNA","LT","T14007","Z01","4","10","1","1,666666667"
"U9493","SSNA","LT","T14063","Z01","1","0","1","0"
"U9493","SSNA","LT","T14E59","Z01","7","1","0,583333333","1"
"U9493","SSNA","LT","T13059","Z01","18","41","0,75","1,28125"
"U9493","SSNA","LT","T13660","Z01","11","118","0,34375","0,608247423"
"U9493","SSNA","LT","T12057","Z01","9","31","0,375","0,794871795"
"U9493","SSNA","LT","T12058","Z01","0","1","0","0,333333333"
"U9493","SSNA","LA","A18029","Z01","3","28","1","1,75"
"U9493","SSNA","LA","A16028","Z01","5","45","1,25","1,607142857"
"U9493","SSNA","LA","A14005","Z01","14","82","0,933333333","1,093333333"
"U9493","SSNA","LA","A12017","Z01","2","8","2","0,888888889"
"U9546","SSNA","MD","SD0E33","Z01","448","60","13,575757576","20"
"U9546","SSNA","MD","SD0E34","Z01","292","175","7,487179487","11,666666667"
"U9546","SSNA","MD","SD0035","Z01","1071","1244","6,611111111","7,149425287"
"U9546","SSNA","MD","SD0036","Z01","40","8","5","8"
"U9546","SSNA","MD","SD0597","Z01","34","9","8,5","9"
"U9546","SSNA","DS","SD0E39","Z01","0","14","0","14"
"U9546","SSNA","DS","SD0A38","Z01","10","21","3,333333333","4,2"
"U9546","SSNA","DS","SD0E12","Z01","0","15","0","15"
"U9546","SSNA","DS","SD0A12","Z01","48","158","8","8,315789474"
"U9546","SSNA","DS","SD0601","Z01","0","18","0","9"
"U9546","SSNA","DS","SD0A15","Z01","24","17","24","8,5"
"U9546","SSNA","DS","SD0602","Z01","0","25","0","0"
"U9546","SSNA","DS","SD0E42","Z01","12","0","12","0"
"U9546","SSNA","DS","SD0E41","Z01","13","12","13","12"
"U9546","SSNA","DS","SD0A41","Z01","14","19","7","9,5"
"U9546","SSNA","DS","SD0A65","Z01","0","5","0","5"
"U9546","SSNA","DS","SD0483","Z01","8","24","8","6"
"U9546","SSNA","DP","PD0046","Z01","9","0","4,5","0"
"U9546","SSNA","DP","PD0S45","Z01","17","0","4,25","0"
"U9546","SSNA","DP","PD0A45","Z01","3","5","1,5","0"
"U9546","SSNA","DT","TD0002","Z01","8","0","8","0"
"U9546","SSNA","DT","TD0S01","Z01","10","0","10","0"
"U9546","SSNA","DT","TD0071","Z01","0","12","0","12"
"U9546","SSNA","DA","AD0032","Z01","2","1","0,666666667","1"
"U9546","SSNA","DA","AD0612","Z01","0","8","0","8"
"U9546","SSNA","SI","S18023","Z01","61","404","7,625","7,769230769"
"U9546","SSNA","SI","S16020","Z01","548","2598","2,839378238","3,243445693"
"U9546","SSNA","SI","S14056","Z01","0","2","0","1"
"U9546","SSNA","SI","S14E52","Z01","0","3","0","1,5"
"U9546","SSNA","ST","S18920","Z01","27","27","6,75","6,75"
"U9546","SSNA","ST","S16021","Z01","233","997","5,547619048","5,796511628"
"U9546","SSNA","SV","S18921","Z01","12","0","12","0"
"U9546","SSNA","SV","S16022","Z01","9","8","4,5","4"
"U9546","SSNA","SF","S18922","Z01","0","1","0","1"
"U9546","SSNA","SF","S16019","Z01","36","261","5,142857143","5,22"
"U9546","SSNA","LT","T18027","Z01","1","0","0,5","0"
"U9546","SSNA","LT","T16026","Z01","3","7","0,3","3,5"
"U9546","SSNA","LT","T14007","Z01","2","0","0,5","0"
"U9546","SSNA","LT","T14E59","Z01","18","2","0,75","1"
"U9546","SSNA","LT","T13059","Z01","11","13","0,55","0,276595745"
"U9546","SSNA","LT","T13660","Z01","41","219","0,585714286","0,835877863"
"U9546","SSNA","LT","T12057","Z01","2","39","0,111111111","0,672413793"
"U9546","SSNA","LT","T12058","Z01","1","14","1","0,875"
"U9546","SSNA","LT","T11008","Z01","0","1","0","0,166666667"
"U9546","SSNA","LA","A18029","Z01","0","25","0","1,923076923"
"U9546","SSNA","LA","A16028","Z01","7","76","0,7","1,9"
"U9546","SSNA","LA","A14005","Z01","26","69","2","1,112903226"
"U9546","SSNA","LA","A13018","Z01","5","45","1,25","1,323529412"
"U9546","SSNA","LA","A12017","Z01","1","26","0,25","0,928571429"
"U9517","SSNA","MD","SD0E33","Z01","139","0","9,928571429","0"
"U9517","SSNA","MD","SD0E34","Z01","407","131","8,659574468","18,714285714"
"U9517","SSNA","MD","SD0035","Z01","504","432","3,524475524","4,408163265"
"U9517","SSNA","MD","SD0036","Z01","23","2","7,666666667","2"
"U9517","SSNA","DS","SD0A38","Z01","11","0","5,5","0"
"U9517","SSNA","DS","SD0E12","Z01","7","12","3,5","2,4"
"U9517","SSNA","DS","SD0A12","Z01","5","43","1,25","2,529411765"
"U9517","SSNA","DS","SD0E41","Z01","8","0","8","0"
"U9517","SSNA","DS","SD0A65","Z01","0","25","0","25"
"U9517","SSNA","DA","AD0612","Z01","1","0","1","0"
"U9517","SSNA","SI","S18023","Z01","13","25","1,3","1,923076923"
"U9517","SSNA","SI","S16020","Z01","110","394","0,607734807","0,873614191"
"U9517","SSNA","ST","S18920","Z01","3","2","3","2"
"U9517","SSNA","ST","S16021","Z01","33","25","0,970588235","0,714285714"
"U9517","SSNA","SF","S16019","Z01","3","14","1,5","2"
"U9517","SSNA","LT","T18025","Z01","2","2","2","0,5"
"U9517","SSNA","LT","T16026","Z01","2","0","0,666666667","0"
"U9517","SSNA","LT","T14007","Z01","2","0","0,666666667","0"
"U9517","SSNA","LT","T12057","Z01","4","0","0,363636364","0"
"U9517","SSNA","LA","A18029","Z01","1","0","0,142857143","0"
"U9517","SSNA","LA","A16028","Z01","5","10","1","0,333333333"
"U9517","SSNA","LA","A14005","Z01","13","7","0,481481481","0,179487179"
"U9670","SSNA","MD","SD0E33","Z01","52","27","2,166666667","4,5"
"U9670","SSNA","MD","SD0N33","Z01","9","0","3","0"
"U9670","SSNA","MD","SD0E34","Z01","34","6","1,888888889","1"
"U9670","SSNA","MD","SD0N34","Z01","3","0","1,5","0"
"U9670","SSNA","MD","SD0035","Z01","132","235","1,211009174","2,098214286"
"U9670","SSNA","MD","SD0036","Z01","18","28","1,636363636","2,545454545"
"U9670","SSNA","MD","SD0597","Z01","3","0","1,5","0"
"U9670","SSNA","DS","SD0E39","Z01","2","0","0","0"
"U9670","SSNA","DS","SD0E38","Z01","0","2","0","2"
"U9670","SSNA","DS","SD0A38","Z01","6","5","3","5"
"U9670","SSNA","DS","SD0A12","Z01","1","11","1","3,666666667"
"U9670","SSNA","DS","SD0A65","Z01","4","33","4","3,666666667"
"U9670","SSNA","DS","SD0483","Z01","0","4","0","4"
"U9670","SSNA","DP","PD0S45","Z01","3","0","1,5","0"
"U9670","SSNA","DP","PD0A45","Z01","2","0","2","0"
"U9670","SSNA","DA","AD0032","Z01","1","0","0,5","0"
"U9670","SSNA","DA","AD0A31","Z01","0","5","0","5"
"U9670","SSNA","SI","S18023","Z01","19","100","1,9","2"
"U9670","SSNA","SI","S16020","Z01","108","598","1,113402062","0,822558459"
"U9670","SSNA","SI","S14E52","Z01","2","11","1","0,5"
"U9670","SSNA","SI","S13052","Z01","0","10","0","1,25"
"U9670","SSNA","ST","S18920","Z01","3","5","0,75","1,25"
"U9670","SSNA","ST","S16021","Z01","17","49","0,68","0,6125"
"U9670","SSNA","SV","S16022","Z01","0","1","0","1"
"U9670","SSNA","SF","S18922","Z01","0","3","0","1,5"
"U9670","SSNA","SF","S16019","Z01","32","144","2,666666667","2,666666667"
"U9670","SSNA","LT","T16024","Z01","0","25","0","3,125"
"U9670","SSNA","LT","T14007","Z01","1","0","0,25","0"
"U9670","SSNA","LT","T14063","Z01","9","0","1,285714286","0"
"U9670","SSNA","LT","T14E59","Z01","1","0","0,2","0"
"U9670","SSNA","LT","T13059","Z01","4","1","0,095238095","0,0625"
"U9670","SSNA","LT","T13660","Z01","7","38","0,225806452","0,238993711"
"U9670","SSNA","LT","T12057","Z01","2","2","0,055555556","0,074074074"
"U9670","SSNA","LT","T11008","Z01","1","8","0,066666667","0,115942029"
"U9670","SSNA","LA","A18029","Z01","0","2","0","0,5"
"U9670","SSNA","LA","A16028","Z01","1","1","0,2","0,111111111"
"U9670","SSNA","LA","A14005","Z01","7","13","0,466666667","0,26"
"U9670","SSNA","LA","A13018","Z01","4","4","0,666666667","0,102564103"
"U9670","SSNA","LA","A12017","Z01","2","5","0,222222222","0,135135135"
"U9471","SSNA","MD","SD0E33","Z01","396","21","17,217391304","7"
"U9471","SSNA","MD","SD0N33","Z01","5","0","1","0"
"U9471","SSNA","MD","SD0E34","Z01","1787","494","16,858490566","18,296296296"
"U9471","SSNA","MD","SD0N34","Z01","4","0","1","0"
"U9471","SSNA","MD","SD0035","Z01","8418","4570","30,835164835","31,088435374"
"U9471","SSNA","MD","SD0036","Z01","346","28","19,222222222","14"
"U9471","SSNA","DS","SD0E38","Z01","71","81","35,5","13,5"
"U9471","SSNA","DS","SD0E12","Z01","34","25","11,333333333","6,25"
"U9471","SSNA","DS","SD0A12","Z01","0","276","0","27,6"
"U9471","SSNA","DS","SD0E41","Z01","0","28","0","28"
"U9471","SSNA","SI","S16020","Z01","14","23","0,023411371","0,031207598"
"U9471","SSNA","SI","S14E52","Z01","0","1","0","0,071428571"
"U9471","SSNA","ST","S16021","Z01","4","1","0,042105263","0,017241379"
"U9471","SSNA","LT","T13660","Z01","0","1","0","0,024390244"
"U9524","SSNA","MD","SD0E33","Z01","29","3","0,878787879","1,5"
"U9524","SSNA","MD","SD0E34","Z01","12","18","0,666666667","3,6"
"U9524","SSNA","MD","SD0035","Z01","269","213","0,717333333","0,667711599"
"U9524","SSNA","MD","SD0036","Z01","60","15","1,034482759","1,666666667"
"U9524","SSNA","DS","SD0A38","Z01","3","8","1,5","1,333333333"
"U9524","SSNA","DS","SD0A12","Z01","4","22","0,571428571","0,511627907"
"U9524","SSNA","DS","SD0A15","Z01","1","1","1","0,5"
"U9524","SSNA","DS","SD0A41","Z01","0","8","0","1,333333333"
"U9524","SSNA","DS","SD0483","Z01","0","7","0","2,333333333"
"U9524","SSNA","DP","PD0S45","Z01","18","0","18","0"
"U9524","SSNA","DT","TD0A67","Z01","5","0","5","0"
"U9524","SSNA","SI","S18023","Z01","44","114","0,571428571","0,556097561"
"U9524","SSNA","SI","S16020","Z01","81","180","0,195652174","0,118032787"
"U9524","SSNA","ST","S18920","Z01","7","12","0,25","0,352941176"
"U9524","SSNA","ST","S16021","Z01","34","73","0,343434343","0,317391304"
"U9524","SSNA","SV","S16022","Z01","5","0","5","0"
"U9524","SSNA","SF","S18922","Z01","1","13","0,5","0,541666667"
"U9524","SSNA","SF","S16019","Z01","0","19","0","0,5"
"U9524","SSNA","LT","T16026","Z01","43","13","2,263157895","3,25"
"U9524","SSNA","LT","T14007","Z01","7","0","0,21875","0"
"U9524","SSNA","LT","T14E59","Z01","6","0","0,130434783","0"
"U9524","SSNA","LT","T13059","Z01","8","0","0,2","0"
"U9524","SSNA","LT","T13660","Z01","7","28","0,064814815","0,041604755"
"U9524","SSNA","LT","T12057","Z01","1","0","0,013513514","0"
"U9524","SSNA","LT","T12058","Z01","1","1","0,058823529","0,024390244"
"U9524","SSNA","LA","A18029","Z01","2","15","0,4","0,6"
"U9524","SSNA","LA","A16028","Z01","25","25","0,925925926","0,23364486"
"U9524","SSNA","LA","A14005","Z01","6","10","0,25","0,114942529"
"U9524","SSNA","LA","A13018","Z01","11","5","2,75","0,138888889"
"U9524","SSNA","LA","A12017","Z01","0","1","0","0,047619048"
"U9639","SSNA","MD","SD0E33","Z01","7","1","0,583333333","0,5"
"U9639","SSNA","MD","SD0E34","Z01","19","24","0,365384615","0,857142857"
"U9639","SSNA","MD","SD0N34","Z01","3","0","1,5","0"
"U9639","SSNA","MD","SD0035","Z01","95","137","0,387755102","0,595652174"
"U9639","SSNA","MD","SD0036","Z01","9","2","0,130434783","0,2"
"U9639","SSNA","DS","SD0E38","Z01","1","2","1","0,666666667"
"U9639","SSNA","DS","SD0A38","Z01","1","1","1","0,25"
"U9639","SSNA","DS","SD0E12","Z01","0","1","0","1"
"U9639","SSNA","DS","SD0A12","Z01","3","41","3","1,64"
"U9639","SSNA","DS","SD0E65","Z01","0","4","0","1,333333333"
"U9639","SSNA","DS","SD0A65","Z01","0","4","0","4"
"U9639","SSNA","DA","AD0A31","Z01","4","2","2","0,666666667"
"U9639","SSNA","SI","S18023","Z01","16","63","1,066666667","0,984375"
"U9639","SSNA","SI","S16020","Z01","260","520","0,530612245","0,44982699"
"U9639","SSNA","SI","S14E52","Z01","5","7","0,166666667","0,137254902"
"U9639","SSNA","SI","S13052","Z01","1","1","1","0,5"
"U9639","SSNA","ST","S18920","Z01","6","1","0,857142857","0,5"
"U9639","SSNA","ST","S16021","Z01","30","47","0,357142857","0,465346535"
"U9639","SSNA","SF","S18922","Z01","2","0","2","0"
"U9639","SSNA","SF","S16019","Z01","1","17","0,125","0,369565217"
"U9639","SSNA","LT","T16024","Z01","0","2","0","1"
"U9639","SSNA","LT","T16026","Z01","17","5","2,125","0"
"U9639","SSNA","LT","T14007","Z01","16","5","1","5"
"U9639","SSNA","LT","T14E59","Z01","5","0","0,227272727","0"
"U9639","SSNA","LT","T13059","Z01","13","0","0,25","0"
"U9639","SSNA","LT","T13660","Z01","26","7","0,285714286","0,175"
"U9639","SSNA","LT","T12057","Z01","11","1","0,34375","0,2"
"U9639","SSNA","LT","T12058","Z01","2","0","0,2","0"
"U9639","SSNA","LT","T11008","Z01","32","27","0,172972973","0,142105263"
"U9639","SSNA","LA","A18029","Z01","1","1","0,5","0,2"
"U9639","SSNA","LA","A16028","Z01","27","35","0,931034483","0,68627451"
"U9639","SSNA","LA","A14005","Z01","41","33","0,672131148","0,540983607"
"U9639","SSNA","LA","A13018","Z01","11","6","0,47826087","0,333333333"
"U9639","SSNA","LA","A12017","Z01","23","14","0,370967742","0,291666667"
"U9639","SSNA","LA","A11030","Z01","4","5","0,088888889","0,185185185"
"U9515","SSNA","MD","SD0E33","Z01","0","250","0","83,333333333"
"U9515","SSNA","MD","SD0E34","Z01","0","354","0","29,5"
"U9515","SSNA","MD","SD0035","Z01","977","419","5,885542169","4,816091954"
"U9515","SSNA","DS","SD0E38","Z01","2","5","0","2,5"
"U9515","SSNA","SI","S16020","Z01","0","48","0","0,127320955"
"U9515","SSNA","ST","S18920","Z01","0","17","0","4,25"
"U9515","SSNA","ST","S16021","Z01","0","63","0","1,26"
"U9515","SSNA","SF","S18922","Z01","0","10","0","10"
"U9515","SSNA","SF","S16019","Z01","0","48","0","6,857142857"
"U9515","SSNA","LT","T16024","Z01","0","22","0","3,666666667"
"U9515","SSNA","LT","T14007","Z01","0","2","0","0"
"U9515","SSNA","LT","T12057","Z01","0","1","0","0,25"
"U9515","SSNA","LA","A18029","Z01","0","1","0","0,142857143"
"U9515","SSNA","LA","A16028","Z01","0","5","0","0,096153846"
"U9515","SSNA","LA","A14005","Z01","0","3","0","0,176470588"
"U9674","SSNA","MD","SD0E33","Z01","126","21","4,666666667","7"
"U9674","SSNA","MD","SD0E34","Z01","88","73","2,838709677","6,636363636"
"U9674","SSNA","MD","SD0035","Z01","377","473","2,856060606","3,974789916"
"U9674","SSNA","MD","SD0036","Z01","11","31","2,75","7,75"
"U9674","SSNA","MD","SD0597","Z01","12","0","6","0"
"U9674","SSNA","DS","SD0E12","Z01","8","0","8","0"
"U9674","SSNA","DS","SD0A12","Z01","0","26","0","6,5"
"U9674","SSNA","DS","SD0A65","Z01","2","7","1","3,5"
"U9674","SSNA","DS","SD0604","Z01","0","4","0","4"
"U9674","SSNA","DS","SD0483","Z01","2","0","2","0"
"U9674","SSNA","DS","SD048A","Z01","5","4","5","4"
"U9674","SSNA","DP","PD0A45","Z01","3","0","1,5","0"
"U9674","SSNA","DA","AD0032","Z01","1","0","0,5","0"
"U9674","SSNA","DA","AD0A31","Z01","2","0","2","0"
"U9674","SSNA","DA","AD0612","Z01","0","6","0","6"
