"Istituzione","Contratto","Categoria","Stipendio","Ria","Tredicesima","Straordinario","Indennità Fisse","Altre Accessorie"
"IP10786","RALN","CC","20983","43","1790","108","1317","4623"
"IP11859","RALN","CC","20473","1019","1719","412","716","3907"
"IP10611","RALN","CC","20648","172","1747","67","689","3448"
"IP10448","RALN","CC","21120","0","1760","0","722","3416"
"IP10580","RALN","CC","20196","35","1681","221","533","3591"
"IP10600","RALN","CC","19454","0","1621","0","698","884"
"IP10622","RALN","CC","20403","248","1733","61","679","2018"
"IP12417","RALN","CC","21813","0","29","18","700","3713"
"IP10630","RALN","CC","20169","41","1697","283","680","2764"
"IP10690","RALN","CC","19715","86","1725","337","710","742"
"IP10696","RALN","CC","19780","59","1667","33","687","3892"
"IP10736","RALN","CC","19939","0","1580","0","738","2939"
"IP10639","RALN","CC","20985","87","1795","0","986","2067"
"IP10704","RALN","CC","19455","65","1631","48","696","2377"
"IP10827","RALN","CC","21902","0","1839","631","714","245"
"IP10636","RALN","CC","20314","184","1810","36","2043","819"
"IP10537","RALN","CC","20615","53","1736","319","696","2335"
"IP10490","RALN","CC","20510","54","1764","428","709","3943"
"IP10535","RALN","CC","20541","4","1722","51","695","1726"
"IP10343","RALN","CC","20022","140","1682","327","692","3908"
"IP10633","RALN","CC","20774","48","1845","48","997","916"
"IP11839","RALN","CC","19454","0","1829","0","3204","0"
"IP10634","RALN","CC","20071","0","1634","19","713","2348"
"IP10708","RALN","CC","19806","68","1669","237","695","1198"
"IP10485","RALN","CC","20797","0","1746","0","706","2316"
"IP11843","RALN","CC","20473","1274","2325","0","6704","0"
"IP10315","RALN","CC","19845","1","1669","110","689","3302"
"IP10706","RALN","CC","21425","40","1697","196","654","2161"
"IP10709","RALN","CC","20123","107","1695","147","1983","115"
"IP10257","RALN","CC","20387","71","1717","99","697","776"
"IP10681","RALN","CC","20355","845","1707","0","779","924"
"IP10222","RALN","CC","19819","0","1664","141","698","1078"
"IP10314","RALN","CC","21138","102","1791","618","1567","3442"
"IP10655","RALN","CC","20053","193","1705","344","694","1632"
"IP10120","RALN","CC","20039","149","1684","137","702","803"
"IP10554","RALN","CC","21901","0","2002","0","4632","0"
"IP10625","RALN","CC","19680","134","2009","792","677","1057"
"IP11860","RALN","CC","21603","0","1810","0","4691","190"
"IP11874","RALN","CC","20473","0","1706","3719","1649","5048"
"IP10686","RALN","CC","20103","0","1675","167","702","10"
"IP10664","RALN","CC","20204","0","1696","0","692","3568"
"IP11892","RALN","CC","20171","0","1705","94","701","1011"
"IP11077","RALN","CC","19454","0","1621","0","549","0"
"IP10493","RALN","CC","19918","0","1675","0","699","2209"
"IP10474","RALN","CC","21528","24","1884","0","1749","3317"
"IP11885","RALN","CC","19500","0","1621","0","708","877"
"IP10428","RALN","CC","19731","29","1584","684","689","1327"
"IP10920","RALN","CC","19628","386","1680","0","691","3"
"IP10432","RALN","CC","20345","0","1676","546","498","1606"
"IP12420","RALN","CC","19454","64","1639","0","695","360"
"IP10483","RALN","CC","21120","0","1773","0","708","1823"
"IP9959","RALN","CC","20255","195","1719","73","695","1587"
"IP10284","RALN","CC","19545","0","1623","16","698","950"
"IP10444","RALN","CC","21902","0","1839","0","714","4437"
"IP10470","RALN","CC","19454","0","1633","0","693","3243"
"IP10410","RALN","CC","21187","0","1779","45","706","1135"
"IP10581","RALN","CC","20678","0","1736","212","704","1443"
"IP11916","RALN","CC","20195","138","1707","86","697","4970"
"IP10175","RALN","CC","21903","132","1961","0","2047","392"
"IP10466","RALN","CC","21901","248","1860","0","714","0"
"IP10362","RALN","CC","20249","0","1690","0","1425","3927"
"IP10495","RALN","CC","20372","93","1776","273","687","2700"
"IP10461","RALN","CC","19802","0","1905","358","690","3957"
"IP10695","RALN","CC","20797","216","1764","91","689","1989"
"IP12273","RALN","CC","19915","36","1672","163","749","2710"
"IP10451","RALN","CC","20018","4","1699","0","184","1048"
"IP10435","RALN","CC","21425","171","1831","360","736","1884"
"PA9879","RALN","CC","19448","0","1632","0","696","1849"
"PA130","RALN","CC","21142","218","1792","55","848","3748"
"PA100","RALN","CC","21352","138","1804","0","1241","5573"
"PA11808","RALN","CC","19582","0","1621","362","1375","149"
"PA91","RALN","CC","21441","31","1801","199","1227","4231"
"PA120","RALN","CC","21347","48","1825","0","1231","6119"
"PA98","RALN","CC","20833","33","1743","67","1164","6997"
"PA88","RALN","CC","21832","320","1858","86","1354","7517"
"PA104","RALN","CC","21441","158","1813","0","1593","3409"
"PA93","RALN","CC","20850","148","1780","120","1155","6299"
"PA94","RALN","CC","21847","186","1850","0","1583","4984"
"PA102","RALN","CC","21412","235","1817","0","1815","6789"
"PA11792","RALN","CC","20045","0","1683","0","935","152"
"PA11069","RALN","CC","20764","0","1766","109","718","1751"
"PA11790","RALN","CC","20075","0","1685","479","1034","1594"
"PA11817","RALN","CC","19843","0","1666","0","919","1312"
"PA90","RALN","CC","21602","192","1855","0","1376","4889"
"PA11795","RALN","CC","20316","0","1672","0","1063","6299"
"PA10848","RALN","CC","21902","444","1876","0","1494","0"
"PA10928","RALN","CC","19570","0","1643","0","697","1326"
"PA12208","RALN","CC","20473","0","1719","0","695","1500"
"PA82","RALN","CC","21389","72","1800","0","1615","4269"
"PA111","RALN","CC","21216","50","1790","0","963","1972"
"PA9873","RALN","CC","20604","282","1753","323","1078","1631"
"PA112","RALN","CC","21902","0","1839","0","1270","0"
"PA99","RALN","CC","20872","0","1744","281","967","5909"
"PA114","RALN","CC","20286","165","1717","0","1008","2351"
"PA115","RALN","CC","20473","1502","1983","0","700","5422"
"PA117","RALN","CC","20473","0","1706","0","550","5953"
"PA119","RALN","CC","20392","51","1721","191","1187","1543"
"PA140","RALN","CC","19454","0","1634","0","694","5376"
"PA113","RALN","CC","19902","21","1655","144","1422","2223"
"PA10296","RALN","CC","19709","0","1655","0","698","0"
"PA11818","RALN","CC","21898","0","1825","0","1140","0"
"PA136","RALN","CC","19454","0","1633","0","696","0"
"PA124","RALN","CC","21901","466","1878","316","1074","2651"
"PA83","RALN","CC","21644","68","1823","328","1419","6819"
"PA122","RALN","CC","21505","74","1812","209","933","4701"
"PA144","RALN","CC","21120","0","2423","0","9548","0"
"PA123","RALN","CC","21901","53","1843","140","1443","1121"
"PA11791","RALN","CC","19764","0","1673","0","1253","7828"
"PA116","RALN","CC","20504","23","1724","0","960","489"
"PA84","RALN","CC","19609","0","1646","0","1783","6285"
"PA148","RALN","CC","19950","179","1736","48","771","4432"
"PA118","RALN","CC","21511","0","1806","894","706","868"
"PA131","RALN","CC","21390","111","1805","435","1071","1104"
"PA141","RALN","CC","20756","0","2019","411","695","1189"
"PA9856","RALN","CC","20287","64","1709","0","702","0"
"PA143","RALN","CC","19454","1","1725","819","2464","3825"
"AB10246","RALN","CC","20473","173","1733","150","703","5716"
"AB9904","RALN","CC","20933","1270","1863","22","707","3548"
"AB9902","RALN","CC","20755","0","1721","26","1164","2012"
"AB10051","RALN","CC","20657","200","1751","562","705","2845"
"AB9908","RALN","CC","20064","0","1705","270","673","644"
"AB11834","RALN","CC","19693","0","1448","114","1452","741"
"AB9927","RALN","CC","21901","0","1839","0","714","2968"
"AB10434","RALN","CC","20344","734","1716","695","679","2596"
"AB10274","RALN","CC","20851","86","1928","180","706","743"
"CM9036","RALN","CC","20888","934","1828","464","953","2561"
"CM12344","RALN","CC","20952","375","1774","52","854","671"
"CM9058","RALN","CC","20600","404","1763","233","830","2375"
"CM9061","RALN","CC","20561","750","1798","333","821","2491"
"CM12343","RALN","CC","21101","292","1824","192","1000","2763"
"CM9080","RALN","CC","21611","337","1830","39","965","5673"
"CM9102","RALN","CC","21301","338","1799","138","878","5587"
"CM9114","RALN","CC","21241","226","1804","131","808","2210"
"CM9123","RALN","CC","20914","176","1754","123","868","3888"
"V9705","RALN","CC","21065","756","1831","493","702","2056"
"V9706","RALN","CC","20370","336","1736","248","693","2459"
"V9707","RALN","CC","20242","153","1713","474","697","4107"
"V9708","RALN","CC","21468","1036","1889","1056","705","1923"
"V9709","RALN","CC","21082","484","1810","583","705","1435"
"V9710","RALN","CC","21688","505","1863","716","701","2051"
"V9711","RALN","CC","21279","405","1819","0","697","6472"
"V9712","RALN","CC","20603","500","1775","90","696","2645"
"V9713","RALN","CC","20655","183","1749","28","697","2450"
"V9714","RALN","CC","21611","259","1835","113","704","5269"
"V9800","RALN","CC","20575","0","1718","110","699","55"
"V9715","RALN","CC","21358","320","1815","168","702","3663"
"V9717","RALN","CC","20806","343","1771","335","697","4057"
"V9718","RALN","CC","21901","533","1883","161","702","7861"
"V9719","RALN","CC","21023","360","1794","170","702","305"
"V9721","RALN","CC","21504","459","1844","511","697","4245"
"V9722","RALN","CC","20723","492","1855","805","705","4202"
"V9724","RALN","CC","20851","335","1776","0","696","2786"
"V9725","RALN","CC","21108","195","1799","103","686","3467"
"V9726","RALN","CC","21149","391","1793","614","702","4216"
"V9727","RALN","CC","20970","644","1811","141","688","2505"
"V9728","RALN","CC","21068","414","1803","301","700","3440"
"V9801","RALN","CC","20140","0","1493","81","629","2864"
"V9729","RALN","CC","21348","642","1508","35","705","3484"
"V9731","RALN","CC","20582","294","1787","157","698","2902"
"V9732","RALN","CC","21361","563","1828","297","698","4985"
"V9733","RALN","CC","21558","260","1832","346","702","4208"
"V9734","RALN","CC","20968","278","1783","171","699","3677"
"V9735","RALN","CC","21844","541","1878","659","708","3315"
"V9736","RALN","CC","21691","807","1886","680","706","6230"
"V9737","RALN","CC","21617","403","1849","815","708","3364"
"V9738","RALN","CC","20430","148","1733","136","698","3310"
"V9739","RALN","CC","21902","529","1880","60","707","3633"
"V9797","RALN","CC","20986","204","1779","350","701","3084"
"V9741","RALN","CC","20606","365","1780","5","695","3047"
"V9740","RALN","CC","21801","632","1886","604","699","3947"
"V9742","RALN","CC","21508","142","1860","913","702","4394"
"V9743","RALN","CC","21346","616","1856","42","700","2052"
"V9802","RALN","CC","21007","0","1766","748","702","2265"
"V9744","RALN","CC","21406","699","1855","268","695","5399"
"V9798","RALN","CC","21066","194","1781","100","702","2482"
"V9745","RALN","CC","20702","408","1769","233","696","4444"
"V9746","RALN","CC","21859","446","1872","735","706","2044"
"V9747","RALN","CC","21322","374","1816","277","714","1867"
"V9748","RALN","CC","20562","102","1732","406","694","2416"
"V9749","RALN","CC","21521","814","1873","343","706","3888"
"V9751","RALN","CC","21590","324","1842","645","706","6853"
"V9752","RALN","CC","21357","209","1815","300","703","12126"
"V9753","RALN","CC","21649","658","1872","1492","692","2201"
"V9754","RALN","CC","21399","713","1863","335","698","3309"
"V9755","RALN","CC","19454","341","1680","23","687","11104"
"V9756","RALN","CC","21111","1075","1862","148","708","2974"
"V9758","RALN","CC","20888","407","1785","253","695","4574"
"V9760","RALN","CC","20877","450","1797","365","689","4122"
"V9761","RALN","CC","21333","552","1836","447","698","1493"
"V9757","RALN","CC","21290","483","1844","156","698","5218"
"V9762","RALN","CC","20726","261","1769","46","698","1428"
"V9763","RALN","CC","21437","572","1837","303","700","0"
"V9764","RALN","CC","20980","496","1808","247","693","4070"
"V9765","RALN","CC","20446","308","1740","151","694","4146"
"V9766","RALN","CC","21730","530","1869","174","706","4027"
"V9767","RALN","CC","21322","274","1807","133","706","3717"
"V9768","RALN","CC","20757","578","1764","95","682","2685"
"V9799","RALN","CC","20852","170","1769","164","699","3789"
"V9770","RALN","CC","20564","359","1758","13","695","2935"
"V9771","RALN","CC","20200","622","1786","412","687","2354"
"V9772","RALN","CC","21374","346","1833","68","697","2307"
"V9773","RALN","CC","20610","580","1779","0","700","140"
"V9806","RALN","CC","20432","13","1715","230","697","3552"
"V9774","RALN","CC","21345","348","1806","990","691","11134"
"V9775","RALN","CC","21923","871","111","395","706","6"
"V9776","RALN","CC","21517","564","1833","646","701","11698"
"V9777","RALN","CC","21776","129","1839","774","707","5574"
"V9778","RALN","CC","21704","510","1900","328","703","24"
"V9779","RALN","CC","21162","505","1817","196","703","6288"
"V9781","RALN","CC","20258","315","1727","402","698","3073"
"V9782","RALN","CC","21640","0","1840","431","696","818"
"V9783","RALN","CC","20399","369","1740","194","693","3634"
"V9784","RALN","CC","20664","614","1790","178","690","3270"
"V9785","RALN","CC","20900","318","1781","740","699","3525"
"V9788","RALN","CC","21266","255","1808","93","702","106"
"V9789","RALN","CC","21592","558","1859","395","707","4094"
"V9790","RALN","CC","21303","342","1825","263","704","3479"
"V9791","RALN","CC","20889","405","1785","244","701","3957"
"V9792","RALN","CC","21404","484","13","360","702","2978"
"V9805","RALN","CC","21426","2","1799","288","706","3615"
"V9793","RALN","CC","21170","952","1861","204","705","2842"
"V9794","RALN","CC","21340","299","1819","293","703","1670"
"V9804","RALN","CC","20413","0","1714","293","695","1736"
"V9795","RALN","CC","21545","278","1829","0","707","2277"
"V9796","RALN","CC","20990","461","1818","258","697","5095"
"V10793","RALN","CC","19692","0","1653","2115","680","3996"
"V10571","RALN","CC","20745","145","1753","829","692","5299"
"V12403","RALN","CC","21477","538","4096","479","706","3639"
"T9304","RALN","CB","18372","1144","1431","0","2132","0"
"T9305","RALN","CB","19188","87","1643","0","566","409"
"T9308","RALN","CB","19878","616","1708","0","633","1096"
"T9379","RALN","CB","18809","0","1592","0","613","5227"
"T9266","RALN","CB","18452","0","1553","0","610","2500"
"T10300","RALN","CB","18027","0","1502","119","619","2030"
"T9392","RALN","CB","19878","0","1674","0","621","7661"
"T9319","RALN","CB","19144","505","1637","586","472","2685"
"T9320","RALN","CB","18600","0","1448","0","608","4425"
"T9321","RALN","CB","18014","0","1501","424","462","2144"
"T9376","RALN","CB","19878","0","1669","741","621","9318"
"CS10764","RALN","CB","18230","0","1531","0","589","667"
"CS10385","RALN","CB","18095","0","1516","98","601","2750"
"CS11807","RALN","CB","18493","0","1558","0","600","4365"
"CS10454","RALN","CB","19879","0","1873","0","470","3185"
"CS10311","RALN","CB","18230","9","1536","85","608","2630"
"CS9926","RALN","CB","18256","208","1552","56","607","1268"
"CS9916","RALN","CB","18170","25","1510","35","594","3720"
"CS9940","RALN","CB","18566","0","1476","493","616","1516"
"CS9920","RALN","CB","18381","144","1555","36","605","1235"
"CS10243","RALN","CB","18809","90","1587","306","608","1341"
"CS9918","RALN","CB","18819","0","1583","0","595","1965"
"CS9915","RALN","CB","18230","0","1531","0","55","5"
"CS9929","RALN","CB","18230","0","1531","559","609","2365"
"CS10093","RALN","CB","18821","0","1583","128","605","2409"
"CS9919","RALN","CB","17532","0","1468","0","580","1313"
"CS10360","RALN","CB","18435","39","1547","44","605","358"
"CS9913","RALN","CB","18230","103","1539","0","576","808"
"CS9917","RALN","CB","18230","333","1560","97","595","848"
"CS10072","RALN","CB","18285","291","1560","136","602","1258"
"CS10359","RALN","CB","18816","123","1593","128","605","2576"
"CS10096","RALN","CB","18471","75","1559","432","596","2834"
"CS9941","RALN","CB","18691","25","1587","0","609","2125"
"CS10168","RALN","CB","18293","279","1560","48","603","1215"
"CS10917","RALN","CB","17245","0","1453","509","602","863"
"CS10225","RALN","CB","17893","0","1502","0","597","993"
"CS9921","RALN","CB","17245","0","1448","0","601","752"
"CS10376","RALN","CB","19144","0","1607","0","616","1485"
"CS10169","RALN","CB","18224","0","1535","274","608","55"
"CS10684","RALN","CB","18896","143","1609","455","614","1688"
"CS10595","RALN","CB","18669","0","1581","0","601","3764"
"CS10254","RALN","CB","18377","0","1503","0","575","1711"
"CS10552","RALN","CB","18230","0","1531","467","609","0"
"CS10295","RALN","CB","18821","465","1621","873","714","1075"
"CS10377","RALN","CB","17970","51","1512","492","603","1770"
"CS10596","RALN","CB","18641","154","1577","0","607","1694"
"CS10594","RALN","CB","18497","0","1557","289","602","884"
"CS10308","RALN","CB","18230","124","1540","33","600","714"
"CS10307","RALN","CB","18203","12","1529","64","605","1586"
"CS9933","RALN","CB","19454","0","1633","0","696","2875"
"CS10052","RALN","CB","18293","64","1541","193","601","919"
"CS12213","RALN","CB","18808","0","1579","0","601","2425"
"CS12447","RALN","CB","18230","0","1530","0","601","1270"
"CS10836","RALN","CB","18497","0","1522","0","561","1142"
"CS10781","RALN","CB","20079","314","1871","297","471","145"
"CS10487","RALN","CB","19877","64","1679","0","619","2455"
"CS9914","RALN","CB","19344","0","1629","25","610","1229"
"CS10071","RALN","CB","18228","0","1545","358","567","1346"
"CS10364","RALN","CB","18701","33","1571","60","603","1195"
"CS10379","RALN","CB","17877","52","1535","0","590","627"
"CS9936","RALN","CB","18488","49","1556","58","604","983"
"CS10380","RALN","CB","18497","0","1553","0","579","127"
"CS9938","RALN","CB","18571","49","1479","35","612","935"
"CS10265","RALN","CB","18376","77","1550","195","603","857"
"CS10529","RALN","CB","17532","0","1472","0","593","527"
"CS10800","RALN","CB","18809","0","1579","0","613","0"
"CS10805","RALN","CB","18590","150","1575","808","603","1996"
"CS10707","RALN","CB","18497","171","1567","0","606","2419"
"CS10065","RALN","CB","18095","65","1525","0","601","398"
"CS10064","RALN","CB","18485","21","1558","0","609","63"
"CS10247","RALN","CB","19054","0","1600","0","606","0"
"CS10373","RALN","CB","19101","56","1611","303","610","343"
"CS106","RALN","CB","17532","0","1472","0","604","855"
"CS11944","RALN","CB","18231","0","1750","0","585","2675"
"CS10896","RALN","CB","19879","0","1690","0","621","3600"
"CS11100","RALN","CB","18340","56","1535","271","609","847"
"C204","RALN","CB","18176","69","1533","367","603","1310"
"C206","RALN","CB","19634","121","1660","106","614","1160"
"C207","RALN","CB","18857","106","1582","1012","615","1293"
"C208","RALN","CB","18519","0","1543","993","611","2025"
"C209","RALN","CB","19144","0","1612","0","616","4740"
"C210","RALN","CB","18297","57","1548","92","598","979"
"C211","RALN","CB","18863","187","1603","396","605","545"
"C212","RALN","CB","17700","122","1502","0","503","65"
"C213","RALN","CB","17992","108","1480","56","594","308"
"C214","RALN","CB","18190","30","1531","4212","609","1127"
"C215","RALN","CB","17245","0","1448","0","601","2315"
"C216","RALN","CB","18102","446","1561","282","607","1213"
"C217","RALN","CB","18497","594","1602","0","611","620"
"C218","RALN","CB","18167","102","1510","0","457","1005"
"C219","RALN","CB","17870","237","1529","203","606","2568"
"C221","RALN","CB","18015","383","1547","0","640","97"
"C222","RALN","CB","18166","201","1520","449","638","577"
"C223","RALN","CB","18230","0","1531","588","579","309"
"C224","RALN","CB","17804","39","1494","61","605","216"
"C225","RALN","CB","18602","69","1565","83","469","412"
"C227","RALN","CB","17954","10","1501","0","610","0"
"C226","RALN","CB","19252","162","1630","469","616","987"
"C228","RALN","CB","19287","0","1607","374","472","400"
"C230","RALN","CB","18809","280","1607","125","613","1133"
"C231","RALN","CB","18260","0","1531","0","609","1152"
"C232","RALN","CB","19239","203","1634","795","612","2437"
"C234","RALN","CB","18230","0","1519","498","609","1330"
"C233","RALN","CB","18497","47","1557","0","604","2567"
"C235","RALN","CB","19313","360","1654","211","614","1139"
"C236","RALN","CB","19133","332","1626","1575","614","1908"
"C237","RALN","CB","19694","470","1693","334","620","2012"
"C238","RALN","CB","18230","581","1519","0","472","0"
"C239","RALN","CB","19188","155","1626","722","607","939"
"C240","RALN","CB","19237","155","1631","673","616","1077"
"C244","RALN","CB","18552","367","1572","0","472","472"
"C242","RALN","CB","18507","154","1566","923","584","558"
"C241","RALN","CB","18808","720","1622","505","625","250"
"C243","RALN","CB","17245","340","1476","167","600","767"
"C8248","RALN","CB","18677","146","1568","0","593","41"
"C246","RALN","CB","18615","106","1577","294","611","925"
"C247","RALN","CB","19630","76","3046","1506","618","837"
"C248","RALN","CB","17573","0","1476","1217","604","1980"
"C249","RALN","CB","17830","169","1539","1055","600","2013"
"C250","RALN","CB","18001","35","1514","161","596","114"
"C251","RALN","CB","18171","53","1530","0","609","2477"
"C252","RALN","CB","17531","109","1460","0","614","3440"
"C253","RALN","CB","18965","150","1607","571","606","1042"
"C254","RALN","CB","18658","51","1574","262","605","1920"
"C255","RALN","CB","19878","0","1674","619","587","1511"
"C256","RALN","CB","18157","0","1525","0","608","1876"
"C257","RALN","CB","18453","0","1543","979","596","478"
"C258","RALN","CB","19807","582","1698","261","620","58"
"C259","RALN","CB","18875","0","1587","406","613","2829"
"C260","RALN","CB","19878","299","1694","255","588","998"
"C261","RALN","CB","18391","238","1564","170","605","3287"
"C262","RALN","CB","17712","125","1486","64","449","70"
"C263","RALN","CB","19280","140","1632","545","607","536"
"C264","RALN","CB","18495","457","1592","0","611","2438"
"C265","RALN","CB","18015","0","1513","140","580","583"
"C6417","RALN","CB","18157","346","1540","69","591","2962"
"C268","RALN","CB","20077","195","1708","572","621","55"
"C269","RALN","CB","18333","45","1543","981","605","1453"
"C271","RALN","CB","19127","0","1596","463","615","1811"
"C272","RALN","CB","18675","34","1573","161","612","1215"
"C273","RALN","CB","17442","163","1282","103","590","1648"
"C275","RALN","CB","18287","177","1526","219","610","750"
"C276","RALN","CB","19144","0","1612","0","616","1528"
"C277","RALN","CB","18145","104","1534","359","588","740"
"C278","RALN","CB","18680","309","1596","658","607","895"
"C279","RALN","CB","18469","92","1560","442","596","984"
"C280","RALN","CB","18230","0","1531","0","0","3660"
"C283","RALN","CB","17871","489","1338","239","617","65"
"C284","RALN","CB","17617","0","1791","0","451","67"
"C285","RALN","CB","18299","182","1555","593","595","193"
"C287","RALN","CB","18465","108","1548","0","567","968"
"C286","RALN","CB","19155","395","1624","259","460","1520"
"C291","RALN","CB","19144","0","1612","456","616","415"
"C293","RALN","CB","17682","0","1484","0","584","955"
"C294","RALN","CB","19237","442","1656","636","610","1561"
"C296","RALN","CB","18178","0","1538","102","608","1074"
"C297","RALN","CB","19878","0","1674","133","621","4071"
"C298","RALN","CB","17738","0","1478","0","467","665"
"C300","RALN","CB","18809","0","1579","0","608","156"
"C301","RALN","CB","19783","0","1651","593","630","1325"
"C303","RALN","CB","18315","13","1541","0","624","1388"
"C305","RALN","CB","19589","288","1671","383","609","640"
"C306","RALN","CB","17866","197","1517","330","597","993"
"C307","RALN","CB","18308","98","1177","171","598","955"
"C308","RALN","CB","18139","52","1522","147","599","359"
"C310","RALN","CB","19139","67","1614","32","617","256"
"C311","RALN","CB","18544","38","1555","720","555","359"
"C314","RALN","CB","18687","138","1581","446","605","2337"
"C315","RALN","CB","18163","240","1546","532","599","1506"
"C312","RALN","CB","18906","0","1053","93","528","2103"
"C318","RALN","CB","17532","0","1472","874","604","1989"
"C319","RALN","CB","18189","301","1552","0","599","64"
"C320","RALN","CB","19878","230","1693","0","621","55"
"C321","RALN","CB","17598","0","1477","150","604","515"
"C322","RALN","CB","18426","58","1535","843","610","1033"
"C324","RALN","CB","18877","159","1601","290","607","545"
"C325","RALN","CB","18809","449","1605","0","625","1337"
"C326","RALN","CB","18902","0","1592","17","612","596"
"C327","RALN","CB","18520","0","1555","75","609","383"
"C328","RALN","CB","18171","303","1551","214","609","0"
"C329","RALN","CB","17532","101","1480","567","599","724"
"C331","RALN","CB","18437","113","1535","59","611","59"
"C332","RALN","CB","19284","563","1665","477","605","786"
"C333","RALN","CB","18360","167","1556","297","603","1186"
"C334","RALN","CB","18400","120","1557","285","603","587"
"C335","RALN","CB","19207","230","1635","27","608","1119"
"C336","RALN","CB","19188","0","1616","2432","606","235"
"C338","RALN","CB","19092","124","1617","493","602","636"
"C337","RALN","CB","18567","26","1562","404","593","837"
"C339","RALN","CB","19188","318","1640","0","616","1475"
"C340","RALN","CB","19878","0","1674","128","621","1395"
"C341","RALN","CB","18809","389","1612","500","612","3048"
"C342","RALN","CB","18230","0","1531","0","609","0"
"C343","RALN","CB","18854","68","1592","109","608","329"
"C344","RALN","CB","18394","146","1572","0","603","966"
"C345","RALN","CB","18809","325","1606","0","597","0"
"C348","RALN","CB","18497","736","1603","0","622","0"
"C350","RALN","CB","18578","69","1565","109","599","2015"
"C351","RALN","CB","19122","532","1648","222","606","416"
"C349","RALN","CB","19515","132","1653","449","618","585"
"C352","RALN","CB","18793","573","1612","204","590","0"
"C353","RALN","CB","18801","616","1632","468","613","2771"
"C354","RALN","CB","19878","91","1676","125","722","65"
"C355","RALN","CB","18171","0","1528","492","609","93"
"C356","RALN","CB","18407","133","1557","0","609","3379"
"C357","RALN","CB","19144","0","1607","0","616","1510"
"C358","RALN","CB","18882","224","1607","107","608","1609"
"C359","RALN","CB","18748","236","1576","239","604","1510"
"C360","RALN","CB","18230","0","1531","1639","609","4485"
"C361","RALN","CB","19418","92","1638","0","579","0"
"C368","RALN","CB","18561","241","1592","0","608","30"
"C362","RALN","CB","18122","68","1526","163","584","1656"
"C363","RALN","CB","17477","412","1486","0","472","739"
"C364","RALN","CB","17245","0","1448","0","601","2706"
"C365","RALN","CB","18497","0","1553","0","611","2721"
"C367","RALN","CB","18626","450","1552","624","623","0"
"C369","RALN","CB","18306","381","1569","345","608","210"
"C370","RALN","CB","18651","0","1554","0","447","61"
"C371","RALN","CB","18497","0","1527","86","608","1628"
"C373","RALN","CB","18809","15","1585","1351","613","2378"
"C374","RALN","CB","19283","93","1628","507","615","1960"
"C375","RALN","CB","19004","475","1635","115","614","301"
"C376","RALN","CB","19154","389","1643","279","615","552"
"C377","RALN","CB","18653","0","1566","50","605","1768"
"C380","RALN","CB","18299","0","1462","362","630","2283"
"C381","RALN","CB","18977","0","1581","0","626","3103"
"C382","RALN","CB","18171","0","1526","17","594","1803"
"C383","RALN","CB","18267","0","1536","315","608","1543"
"C385","RALN","CB","18418","179","1564","342","599","1435"
"C386","RALN","CB","18605","0","1572","166","604","1529"
"C387","RALN","CB","17245","0","1448","42","601","0"
"C388","RALN","CB","18642","186","1581","890","606","2344"
"C389","RALN","CB","18284","91","1543","731","596","63"
"C391","RALN","CB","18717","316","1601","559","612","1686"
"C392","RALN","CB","18041","63","1561","163","607","917"
"C393","RALN","CB","18419","252","1570","0","603","389"
"C394","RALN","CB","19462","109","1585","121","607","2309"
"C395","RALN","CB","18586","0","1561","1152","612","33"
"C396","RALN","CB","17531","226","1491","0","603","653"
"C397","RALN","CB","19878","414","1708","569","621","2986"
"C398","RALN","CB","17245","0","1448","259","597","64"
"C399","RALN","CB","19004","0","1601","486","613","655"
"C401","RALN","CB","18276","98","1537","248","471","984"
"C402","RALN","CB","18323","448","1582","237","1395","939"
"C403","RALN","CB","18802","70","1589","570","603","770"
"C404","RALN","CB","19403","550","1675","272","613","1990"
"C405","RALN","CB","19344","587","1675","283","617","2250"
"C406","RALN","CB","18456","93","1354","0","794","993"
"C408","RALN","CB","18507","84","1562","538","605","2893"
"C407","RALN","CB","17871","0","1503","0","606","60"
"C409","RALN","CB","18063","0","1516","109","606","1424"
"C410","RALN","CB","18230","391","1563","0","600","764"
"C411","RALN","CB","19360","307","1652","754","617","903"
"C412","RALN","CB","18270","141","1534","758","472","1487"
"C414","RALN","CB","19879","259","1678","1137","472","0"
"C415","RALN","CB","18858","271","1594","830","472","2870"
"C416","RALN","CB","18821","0","1571","500","622","1783"
"C417","RALN","CB","18136","108","1523","215","460","1105"
"C418","RALN","CB","18497","0","1553","31","596","2442"
"C420","RALN","CB","18139","45","1535","414","595","1549"
"C421","RALN","CB","18644","161","1580","886","599","1853"
"C422","RALN","CB","17526","0","1472","684","603","390"
"C423","RALN","CB","19878","0","1674","0","595","220"
"C424","RALN","CB","17770","286","1502","932","605","537"
"C427","RALN","CB","18020","49","1521","768","606","985"
"C428","RALN","CB","18051","5","1516","565","607","1306"
"C429","RALN","CB","19014","379","1616","63","472","2417"
"C430","RALN","CB","18722","127","1584","485","604","1300"
"C431","RALN","CB","17245","0","1437","1815","619","0"
"C432","RALN","CB","18230","0","1519","0","620","950"
"C434","RALN","CB","18809","310","1605","0","613","1862"
"C435","RALN","CB","18277","95","1545","99","601","1470"
"C436","RALN","CB","18462","0","1547","176","610","170"
"C437","RALN","CB","18574","268","1582","799","611","694"
"C438","RALN","CB","18497","0","1558","0","611","3071"
