ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERO_UOMINI;COMANDATI_DISTACCATI_ESTERO_DONNE;FUORI_RUOLO_ESTERO_UOMINI;FUORI_RUOLO_ESTERO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERO_UOMINI;CONVENZIONI_ESTERO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ESONERI_INTERNO_70%_UOMINI;ESONERI_INTERNO_70%_DONNE
C468;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5399;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS10066;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C894;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2285;RALN;CC;046000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5386;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1889;RALN;CC;046000;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C7623;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ER9954;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC9862;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C5065;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11070;RALN;CC;046000;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
C2808;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4705;RALN;CC;046000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C6446;RALN;CC;046000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2335;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5110;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1885;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
C1226;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2378;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10149;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2771;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6899;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2642;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5042;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5961;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7373;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1451;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
CS11104;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5629;RALN;CC;046000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C6057;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4876;RALN;CC;046000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C4341;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC9890;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7011;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11907;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1453;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3954;RALN;CC;046000;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2443;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA11838;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P9031;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4349;RALN;CC;046000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3889;RALN;CC;046000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
T9308;RALN;CC;046000;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
C1959;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9200;RALN;CC;046000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5263;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11824;RALN;CC;046000;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
C726;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4281;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1095;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1816;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C720;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC11812;RALN;CC;046000;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
C628;RALN;CC;046000;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
C5745;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1098;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C837;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1257;RALN;CC;046000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2530;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1457;RALN;CC;046000;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0
C3195;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10003;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
C2975;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5640;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2800;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N10593;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C265;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7337;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2731;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4336;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7242;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4663;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10154;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0
C2953;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C8047;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP11847;RALN;CC;046000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
UC9893;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1530;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4175;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3798;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4071;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5565;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8302;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5269;RALN;CC;046000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4461;RALN;CC;046000;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS10526;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4000;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1315;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8284;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2326;RALN;CC;046000;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4878;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7737;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3756;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8251;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C679;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C483;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6079;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1817;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9093;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1875;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5093;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7185;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10916;RALN;CC;046000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C4604;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4079;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1687;RALN;CC;046000;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C3475;RALN;CC;046000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1862;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C474;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2645;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4978;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC11827;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
V9711;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9030;RALN;CC;046000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3152;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C2039;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C531;RALN;CC;046000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10014;RALN;CC;046000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4753;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11854;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1644;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4790;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6891;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4368;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3807;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1905;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5894;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3406;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER10863;RALN;CC;046000;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
C3088;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6616;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C391;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2667;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1781;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6809;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C430;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4194;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5924;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C222;RALN;CC;046000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C1066;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C381;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6368;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
UC9702;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1914;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6246;RALN;CC;046000;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5438;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7974;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9088;RALN;CC;046000;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5500;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C6502;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7979;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C913;RALN;CC;046000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4900;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ES158;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
R9202;RALN;CC;046000;2;1;0;0;0;0;0;0;0;0;0;0;1;4;0;2
C3256;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9192;RALN;CC;046000;9;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0
R9192;RALN;CC;046000;2;3;0;0;0;0;7;2;0;0;0;0;0;0;0;0
C1701;RALN;CC;046000;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4664;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10727;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7608;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2869;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5729;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C3264;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1273;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3321;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7993;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC9887;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C5761;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4246;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6867;RALN;CC;046000;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3166;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4410;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5617;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6135;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1240;RALN;CC;046000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C7346;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3513;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9084;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3746;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1183;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C666;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C723;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1802;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7194;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4836;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3562;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3829;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4593;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R9194;RALN;CC;046000;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1253;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3558;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10778;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4296;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4891;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10777;RALN;CC;046000;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1109;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7085;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C805;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7073;RALN;CC;046000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2867;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7405;RALN;CC;046000;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10669;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5024;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7033;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3060;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1524;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3069;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5695;RALN;CC;046000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N10933;RALN;CC;046000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
C7343;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7053;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10780;RALN;CC;046000;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
C1045;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6548;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC11828;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6172;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4013;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1758;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6404;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11918;RALN;CC;046000;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
C2876;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4829;RALN;CC;046000;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
UC10890;RALN;CC;046000;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
C4598;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1326;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C282;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10901;RALN;CC;046000;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
C2072;RALN;CC;046000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4902;RALN;CC;046000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4257;RALN;CC;046000;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5017;RALN;CC;046000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8224;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4838;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4204;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6130;RALN;CC;046000;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C1356;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1155;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1239;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2150;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7886;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7812;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3526;RALN;CC;046000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C3641;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4784;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3356;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C964;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1118;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC9883;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3508;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CS9921;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9082;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER10171;RALN;CC;046000;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
C4999;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C789;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7626;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC9848;RALN;CC;046000;0;0;0;0;7;9;0;0;0;0;1;0;0;0;0;0
C6026;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10891;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5113;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9075;RALN;CC;046000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3293;RALN;CC;046000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P9127;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4725;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3249;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6865;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4789;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C777;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3973;RALN;CC;046000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C650;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11864;RALN;CC;046000;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
C7068;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C963;RALN;CC;046000;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4276;RALN;CC;046000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C5226;RALN;CC;046000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10893;RALN;CC;046000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5843;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5777;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1013;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5336;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5684;RALN;CC;046000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5235;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5917;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C713;RALN;CC;046000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9111;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3208;RALN;CC;046000;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3420;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2775;RALN;CC;046000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7589;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6760;RALN;CC;046000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
UC10745;RALN;CC;046000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3100;RALN;CC;046000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3013;RALN;CC;046000;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8158;RALN;CC;046000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
