ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERO_UOMINI;COMANDATI_DISTACCATI_ESTERO_DONNE;FUORI_RUOLO_ESTERO_UOMINI;FUORI_RUOLO_ESTERO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERO_UOMINI;CONVENZIONI_ESTERO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ESONERI_INTERNO_70%_UOMINI;ESONERI_INTERNO_70%_DONNE
C1170;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4678;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10901;RALN;CD;057000;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
C1490;RALN;CD;057000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C8007;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
C3632;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4536;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8034;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7560;RALN;CD;057000;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
C7135;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1240;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1165;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2845;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5761;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P9082;RALN;CD;057000;0;0;0;0;6;20;0;0;0;0;0;0;0;0;0;0
C2989;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5500;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C2984;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC10761;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
UC10638;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC10663;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3148;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
C8212;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC9848;RALN;CD;057000;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0
UC9994;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
UC10868;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7629;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7161;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
C6177;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1095;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3371;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7672;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C726;RALN;CD;057000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7292;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2626;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5417;RALN;CD;057000;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2510;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1239;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C879;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2356;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
AG10561;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9088;RALN;CD;057000;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C4766;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7929;RALN;CD;057000;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C5989;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C546;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2168;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5054;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3073;RALN;CD;057000;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
C5240;RALN;CD;057000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C5686;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5638;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5609;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5625;RALN;CD;057000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C5226;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7469;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5267;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4700;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C8096;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
C4420;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS10804;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3805;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3121;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
UC11085;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C8005;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9044;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C7431;RALN;CD;057000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
C5856;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7582;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3714;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10607;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C291;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ER9849;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9036;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3315;RALN;CD;057000;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
UC10794;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1956;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C246;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N8824;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7250;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IP10490;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2316;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5386;RALN;CD;057000;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
C5412;RALN;CD;057000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2658;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
C4666;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2352;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P10803;RALN;CD;057000;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4707;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2112;RALN;CD;057000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
C7172;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2424;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
C7697;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C6662;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6407;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7223;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6253;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3013;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER10774;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2212;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER10865;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9201;RALN;CD;057000;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3208;RALN;CD;057000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10790;RALN;CD;057000;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
P9094;RALN;CD;057000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N9022;RALN;CD;057000;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2269;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7699;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9191;RALN;CD;057000;1;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0
C2144;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C969;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7203;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1716;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1542;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1888;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1992;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6447;RALN;CD;057000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4041;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C518;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2389;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4508;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5159;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C4918;RALN;CD;057000;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1811;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9102;RALN;CD;057000;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
C2466;RALN;CD;057000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9118;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9058;RALN;CD;057000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C6036;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
P9113;RALN;CD;057000;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
C2920;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C8180;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6688;RALN;CD;057000;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ES10815;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4489;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3046;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6711;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9125;RALN;CD;057000;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C7166;RALN;CD;057000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C4319;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C750;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C265;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C418;RALN;CD;057000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
P9075;RALN;CD;057000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5529;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC10890;RALN;CD;057000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C1558;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7188;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10916;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3470;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C977;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2546;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA11790;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2888;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1713;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PA11069;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R9193;RALN;CD;057000;1;1;0;0;34;9;0;0;0;0;0;0;0;0;0;0
C8295;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R9193;RALN;CD;057000;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C578;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P9092;RALN;CD;057000;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0
C2146;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
PA11838;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3312;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7167;RALN;CD;057000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C3316;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2914;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R9194;RALN;CD;057000;2;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0
C3737;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1297;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3396;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2621;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6744;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3770;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5987;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3721;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4912;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5737;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
N9021;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7484;RALN;CD;057000;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2961;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10299;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C2414;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ES177;RALN;CD;057000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
UC10013;RALN;CD;057000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C7115;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10148;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5011;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3630;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3720;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3635;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3273;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4208;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5915;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2220;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5892;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9041;RALN;CD;057000;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5114;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9052;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4669;RALN;CD;057000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6035;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7079;RALN;CD;057000;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6432;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6641;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3512;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8087;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6290;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5006;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2216;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5328;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3924;RALN;CD;057000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C6684;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3528;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C585;RALN;CD;057000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C2214;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C742;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C882;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2682;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C897;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6244;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10759;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C7207;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CS10902;RALN;CD;057000;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
C7545;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5336;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3168;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6999;RALN;CD;057000;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6030;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3591;RALN;CD;057000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3330;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
IP10435;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3333;RALN;CD;057000;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0
C1579;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2762;RALN;CD;057000;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
C3124;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3441;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6373;RALN;CD;057000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
P9086;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10652;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4479;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2783;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1959;RALN;CD;057000;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C9860;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P9054;RALN;CD;057000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS11104;RALN;CD;057000;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
C4698;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1852;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C676;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1105;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ER11039;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7052;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7887;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C1709;RALN;CD;057000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1333;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
C3308;RALN;CD;057000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C4210;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5088;RALN;CD;057000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
IP10120;RALN;CD;057000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C2071;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3687;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7314;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
IP10658;RALN;CD;057000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10368;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10513;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1310;RALN;CD;057000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7634;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2795;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC10745;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
UC9885;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5988;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9108;RALN;CD;057000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1392;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9110;RALN;CD;057000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2135;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C878;RALN;CD;057000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3334;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
N11880;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1489;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3729;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9078;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8289;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5121;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1767;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9073;RALN;CD;057000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC10907;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6062;RALN;CD;057000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C963;RALN;CD;057000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N10668;RALN;CD;057000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1169;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6213;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10573;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4043;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9055;RALN;CD;057000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5704;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3467;RALN;CD;057000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5165;RALN;CD;057000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
