ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
C2294;RALN;ND;CD;0;1;0;0;0;0;0;0
C2254;RALN;ND;CB;0;0;0;0;0;0;0,15;0
C2254;RALN;ND;CC;0;0;0;0;0;0;0;0,13
C2286;RALN;ND;CC;0,14;0,66;0;0;0;0;0;0
C2684;RALN;ND;CD;0;0,53;0;0;0;0;0;0
C2684;RALN;ND;CC;4,1;2,23;0;0;0;0;0;0
C2684;RALN;ND;CB;0;0,84;0;0;0;0;0;0
C2658;RALN;ND;CD;0;0,31;0;0;0;0;0;0
C2658;RALN;ND;CB;0;0;0;0;0;0;2,63;0,54
C2631;RALN;ND;CC;0;1;0;0;0;0;0;0
C2572;RALN;ND;CC;0;1,93;0;0;0;0;0;0
C2572;RALN;ND;CB;0,68;0,33;0;0;0;0;3,25;3,28
C2569;RALN;ND;CC;0,5;0;0;0;0;0;0;0
C2569;RALN;ND;CD;0,56;1;0;0;0;1;0;0
C2584;RALN;ND;CB;0;1;0;0;0;0;0;4
C2480;RALN;ND;CD;0;0;0;0;0;0;0;2
C2525;RALN;ND;CB;2,81;2,47;0;0;0;0;0;0
C2525;RALN;ND;CC;0,16;4,49;0;0;0;0;0;0
C2525;RALN;ND;CD;0;2,54;0;0;0;0;0;0
C2525;RALN;ND;CA;3,74;13,71;0;0;0;0;0;0
C2475;RALN;ND;CA;0,26;0;0;0;0;0;0;0
C2475;RALN;ND;CD;0,85;0;0;0;0;0;0;0
C832;RALN;ND;CB;0;0;0;0;0;0;1,65;12,51
C832;RALN;ND;CD;0,28;0,67;0;0;0;0;0;0
C832;RALN;ND;CC;2,58;5,17;0;0;0;0;1,05;1,1
C3162;RALN;ND;CC;4;4;0;0;0;1;0;0
C3162;RALN;ND;CB;1;0;0;0;2;0;0;0
C3162;RALN;ND;CD;0;0;0;0;1;0;0;0
C3162;RALN;ND;CA;0;1;0;0;2;4;3;0
C7036;RALN;ND;CC;0;0;0;0;0;0;1;6
C7036;RALN;ND;CB;0;0;0;0;0;0;0;1
C7036;RALN;ND;CD;0;0;0;0;0;0;0;2
C7417;RALN;ND;CC;0;1;0;0;0;0;0;0
C2938;PRBZ;NF;CA;0;1,12;0;0;0;0;0;0
C2938;PRBZ;NF;CC;0;0,54;0;0;0;0;0;0
PN10180;EPNE;ME;AB;0;0;0;0;0;1;0;0
C2009;RALN;ND;CD;0,25;0;0;0;0;0;0;0
Q9184;UNIV;ND;CC;0;1;0;0;0;0;0;0
Q9184;UNIV;ND;CB;0;0;0;0;0;1;0;0
P9037;RALN;ND;CD;0;1;0;0;0;0;0;0
P9037;RALN;ND;CB;0;0;0;0;0;0;5,91;3,4
C5753;PRTN;NF;CC;0;0,61;0;0;0;0;0;0
C2554;RALN;ND;CA;0;2;0;0;0;0;0;0
C2554;RALN;ND;CB;4;14;0;0;0;0;0;0
C2554;RALN;ND;CC;5;4;0;0;0;0;0;0
Q9137;UNIV;ND;CB;32;15,25;0;0;0;0;0;0
Q9137;UNIV;ND;CC;86,16;131,17;0;0;0;0;0;0
Q9137;UNIV;ND;CD;40,03;52,62;0;0;0;0;0;0
Q9137;UNIV;ND;AL;4,46;11,58;0;0;0;0;0;0
C2760;PRTN;NF;CC;0;0,37;0;0;0;0;0;0
C2760;PRTN;NF;CB;0,59;0,67;0;0;0;0;0;0
C2002;RALN;ND;CD;1;0;0;0;0;0;0;0
C2002;RALN;ND;CB;1,47;0;0;0;0;0;0;0
C2002;RALN;ND;CC;0,2;2,02;0;0;0;0;0;0
C5253;RALN;ND;CA;6,77;9,33;0;0;0;0;5,55;6,66
C5253;RALN;ND;CB;3,67;4;0;0;0;0;2,78;6,66
C5253;RALN;ND;CC;11,16;28,16;0;0;0;0;2,22;5
C5253;RALN;ND;CD;1;0,67;0;0;0;0;0;0
C3026;RALN;ND;CC;1;0;0;0;0;0;0;0
C6381;RALN;ND;CD;0;1;0;0;0;0;0;0
C6381;RALN;ND;CC;1;0;0;0;0;0;1;0
C1501;RALN;ND;CA;0;0,08;0;0;0;0;0;0
C1501;RALN;ND;CB;0;0,08;0;0;0;0;2;0
C1501;RALN;ND;CC;0;0,4;0;0;0;0;0,83;1,67
C5732;RALN;ND;CA;0;0;0;0;0;0;223;11
C5962;PRBZ;NF;CB;0,42;1;0;0;0;0;0;0
C5962;PRBZ;NF;CA;0;0,17;0;0;0;0;0;0
C5962;PRBZ;NF;CC;0,4;0;0;0;0;0;0;0
C5962;PRBZ;NF;CD;0;1,78;0;0;0;0;0;0
C6605;RALN;ND;CC;0;0;0;0;0;1,38;0;0
C6605;RALN;ND;CB;0;0;0;0;0,44;2,82;0,33;0,75
C6904;RALN;ND;CC;7;0;0;0;0;0;0;0
C6904;RALN;ND;PC;0;0;0;0;3;10;0;0
C6216;RALN;ND;CB;0;0;0;0;0,56;0;0;0
C6216;RALN;ND;CD;0;0;0;0;0;0,19;0;0
C6216;RALN;ND;CC;0;0,37;0;0;0;0;0;0
C2056;RALN;ND;CA;0;0;0;0;0;0;0;0,55
C6375;RALN;ND;CB;0,46;0;0;0;0;0;0;0
C6375;RALN;ND;CC;0;0,22;0;0;0;0;0;0
C6405;RALN;ND;CB;0;0,04;0;0;0;0;0;0
C6405;RALN;ND;CC;0;1,72;0;0;0;0;0;0
C6250;RALN;ND;CC;0,69;0,81;0;0;0;0;0;0
C6686;RALN;ND;CB;0;0;0;0;0;0,25;1,43;0,98
C6666;RALN;ND;CC;0;1;0;0;0;0;0;0
C6636;RALN;ND;CD;0,42;0;0;0;0;0;0;0
C6684;RALN;ND;CD;0,43;0;0;0;0;0;0;0
C6684;RALN;ND;CB;0,21;0;0;0;0;0;0;0
C2210;RALN;ND;CC;0;0,2;0;0;0;0;0;0
C6693;RALN;ND;CB;1;2;0;0;0;0;0;0
C6693;RALN;ND;CA;1;0;0;0;0;0;0;0
C6693;RALN;ND;CC;2;6;0;0;0;0;0;0
C3451;RALN;ND;CB;0;0;0;0;0;1;0;0
C699;RALN;ND;CD;0;1;0;0;0;0;0;0
C699;RALN;ND;CC;0;1;0;0;0;0;0;0
C795;RALN;ND;CD;0,17;0,2;0;0;0;0;0;0
C795;RALN;ND;CB;0;0,8;0;0;0;0;0;0
UC10349;RALN;ND;CC;0,54;0,49;0;0;0;0;0;0
AB10566;RALN;ND;CD;4;2;0;0;0;0;0;0
V9730;RESI;NF;PC;2;5;0;0;0;0;2;0
UC10583;RALN;ND;CD;0,02;3,32;0;0;0;0,03;0;0
UC10583;RALN;ND;CC;0,25;0;0;0;3,48;4,13;0;0
C577;RALN;ND;CC;2,15;3,67;0;0;0;0;0;0
C577;RALN;ND;CD;0;4,55;0;0;0;0;0;0
C577;RALN;ND;CA;1;1,7;0;0;0;0;0;0
C577;RALN;ND;CB;1,11;0,42;0;0;0;0;0;0
C1160;RALN;ND;CC;3,33;13,33;0;0;0;0;1,12;2,94
C1160;RALN;ND;CB;2,05;4;0;0;0;0;1,12;1,68
C1160;RALN;ND;CD;0,67;0,67;0;0;0;0;0;0
C1160;RALN;ND;CA;6,5;6;0;0;0;0;0;11,2
C395;RALN;ND;CC;1,67;1,33;0;0;0;0;0;0
C1238;RALN;ND;CC;5;5;0;0;0;0;0;0
C1238;RALN;ND;CD;0;0,67;0;0;0;0;0;0
C2957;RALN;ND;CB;0;0;0;0;0;0,7;0,71;0,33
C2957;RALN;ND;CC;0;0,15;0;0;0;0;0;0
C3115;RALN;ND;CC;7,22;24,49;0;0;0;2,43;0;0
C3115;RALN;ND;CD;0;2,89;0;0;0;0;0;0
C3115;RALN;ND;CA;0;0,25;0;0;0;0;0;0
C3115;RALN;ND;CB;0;1,99;0;0;0,1;0,1;0;0
C2420;RALN;ND;CC;0;0,51;0;0;0;0;0;0
C3932;RALN;ND;CB;0;0;0;0;0;1;0;0
C4273;RALN;ND;CB;0;0;0;0;0;0;2;0
C4273;RALN;ND;CA;0;0;0;0;0;0;4;0
C4273;RALN;ND;CC;0;0;0;0;0;0;4;3
C3697;RALN;ND;PC;1,36;0;0;0;0;0;0;0
C3697;RALN;ND;CD;1;0;0;0;0;0;0;0
C3697;RALN;ND;CB;0;0;0;0;1,36;0;0;0
C3697;RALN;ND;CC;0;0,33;0;0;0;0;0;0
C3682;RALN;ND;CD;0,66;0;0;0;0;0;0;0
C1530;RALN;ND;CB;4,11;0,28;0;0;0;0;0;0
C1530;RALN;ND;CD;1;4;0;0;0;0;0;0
C1530;RALN;ND;CC;3,69;1,66;0;0;0;0;0;0
C1530;RALN;ND;CA;2,43;1,59;0;0;0;0;0;0
C2326;RALN;ND;PC;0;0;0;0;0;0;13;1
C1403;RALN;ND;CD;1;0;0;0;0;0;0;0
C1403;RALN;ND;CC;0,12;0,12;0;0;0;0;0;0
C963;RALN;ND;CC;0,95;38,74;0;0;0;0;0;0
C963;SCLA;CO;DO;4,71;93,64;0;0;0;0;0;0
C963;RALN;ND;CB;9,19;53,15;0;0;0;0;0;0
C963;RALN;ND;CD;0,08;3,01;0;0;0;0;0;0
C1267;RALN;ND;CB;0;0,16;0;0;0;0;0;0
C1267;RALN;ND;CA;0;0,46;0;0;0;0;0;0
C1267;RALN;ND;CD;0,41;0;0;0;0;0;0;0
C1267;RALN;ND;CC;0;0,25;0;0;0;0;0;0
C1877;RALN;ND;CC;0;0,33;0;0;0;0;0;0
C1315;RALN;ND;CB;0;0;0;0;0;0;5;0
C1315;RALN;ND;CA;0;0;0;0;0;0;23;0
C1315;RALN;ND;CC;0;0;0;0;0;0;1;1
ES171;RESA;NF;CD;1;2;0;0;0;0;0;0
C7861;RALN;ND;CC;0;0,25;0;0;0;0;0;0
P9076;RALN;ND;CC;0;0;0;0;0;0;0,4;0
IP10841;SSNA;ME;ST;0,28;0;0;0;0;0;0;0
IP10841;SSNA;ME;MD;0;0;0;0;0,3;5;0;0
C7079;RALN;ND;CD;0;1;0;0;0;0;0;0
C1597;RALN;ND;CB;0;0;0;0;0;0;0,5;0,08
C1597;RALN;ND;PC;0;0;0;0;0;0;11;3
C1814;RALN;ND;CD;0,67;0;0;0;0;0;0;0
C5820;RALN;ND;CC;0;0,2;0;0;0;0;0;0
C5820;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C5896;RALN;ND;CC;0,54;2,21;0;0;0;0;0;0
C5896;RALN;ND;PC;0;0,25;0;0;0;0;0;0
C5896;RALN;ND;CB;0,06;2,25;0;0;0;0;0;0
V10571;RALN;ND;CB;0,12;0;0;0;0;0,66;0;0
V10571;RALN;ND;CC;0;0,02;0;0;0;0;0;0
C2219;RALN;ND;CC;0,5;0;0;0;0;0;0;0
J9694;SSNA;ME;LA;0,44;0;0;0;0;0;0;0
J9694;SSNA;ME;ST;0,04;0,32;0;0;0;0;0;0
J9694;SSNA;ME;LT;1,04;1,14;0;0;0;0;0;0
J9694;SSNA;ME;MD;1,84;1,81;0;0;0;0;0;0
J9694;SSNA;ME;SI;0,48;3,48;0;0;0;0;0;0
C5852;RALN;ND;CD;0;1;0;0;0;0;0;0
C4080;RALN;ND;CC;0,75;2,75;0;0;0;0;0,41;0
C4080;RALN;ND;CB;0;0,25;0;0;0;0;0;0
C2928;RALN;ND;CD;0,15;3,76;0;0;0;0;0;0
C2928;RALN;ND;CB;0;0;0;0;0;0;9,08;3,75
C2928;RALN;ND;CA;0;0;0;0;0;0;1;1,58
C2928;RALN;ND;CC;0;3,74;0;0;0;0;0;0
C2792;RALN;ND;CC;0;0,41;0;0;0;0;0;0
C2792;RALN;ND;CB;1;0;0;0;0;0;0;0
C2792;RALN;ND;CD;0;1,91;0;0;0;0;0;0
C2821;RALN;ND;CC;0;0;0;0;0;0;0,76;0,4
C2789;RALN;ND;CC;0;0,74;0;0;0;0;0;0
C2789;RALN;ND;CB;0;0;0;0;0;0;1,03;0,28
C4700;RALN;ND;CB;2;0;0;0;0;0;0;0
C2916;RALN;ND;CC;0,5;0,18;0;0;0;0;0;0
C2916;RALN;ND;CB;0,42;0;0;0;0;0;0;0
C2736;RALN;ND;CC;0,94;0;0;0;0;0;0;0
C2746;RALN;ND;CA;0;0;0;0;0;0;0,5;0
C2703;RALN;ND;CD;0,42;0;0;0;0;0;29;9
C3081;RALN;ND;CC;0,5;0;0;0;0;0;0;0
C3043;RALN;ND;PC;0;0;0;0;0;1;0;0
C3043;RALN;ND;CB;0;0,15;0;0;0;0;0;0
C3043;RALN;ND;CC;1;0;0;0;0;0;0;0
C2989;RALN;ND;CC;0,93;34,68;0;0;0;0;0;0
C3000;RALN;ND;CC;0;1,01;0;0;0;0;0;0
C3000;RALN;ND;CD;1,01;0;0;0;0;0;0;0
C3011;PRTN;NF;CA;0;0,83;0;0;0;0;0;0
C3011;PRTN;NF;CC;0,14;0;0;0;0;0;0;0
C3011;PRTN;NF;CB;0,07;0;0;0;0;0;0;0
C3034;RALN;ND;CC;0,87;1,17;0;0;0;0;0;0
C3034;RALN;ND;CD;0;0,07;0;0;0;0;0;0
C3032;RALN;ND;CC;0;1;0;0;0;0;0;0
C3032;RALN;ND;CB;0;0;0;0;0;0;0,5;1,6
C2984;RALN;ND;CC;0;0;0;0;0;0;0,24;1,16
C2984;RALN;ND;CB;0;0;0;0;0;0;0,24;0
C3313;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C3313;RALN;ND;CB;0;1,33;0;0;0;0;0;0
C3305;RALN;ND;CC;0;0,93;0;0;0;0;0;0
C3291;RALN;ND;CB;0;0,2;0;0;0;0;0,27;2
C3268;RALN;ND;CC;0;0,41;0;0;0;0;0;0
C3116;RALN;ND;CC;0;1,72;0;0;0;0;0;0
C3116;RALN;ND;CB;1,2;0,29;0;0;0;0;0;0
C3116;RALN;ND;CD;0;1;0;0;0;0;0;0
C3146;RALN;ND;CC;0;0,22;0;0;0;0;0;0
C3146;RALN;ND;CA;1,96;0;0;0;0;0;0;0
C3146;RALN;ND;CB;0;1,42;0;0;0;0;0;0
C6689;RALN;ND;CD;0;0;0;0,5;0;0;0;0
C6570;RALN;ND;CD;0;0,55;0;0;0;0;0;0
C6552;RALN;ND;CD;0;1;0;0;0;0;0;0
C6552;RALN;ND;CC;0;1;0;0;0;0;0;0
C6601;RALN;ND;CB;0;0;0;0;0;0;1,22;0
C6601;RALN;ND;CA;0;0;0;0;0;0;0,93;1,12
C6837;RALN;ND;CA;1;2;0;0;0;0;0;0
C6837;RALN;ND;CC;2;6;0;0;0;0;0;0
C6837;RALN;ND;CB;0;2;0;0;0;0;0;0
C6518;RALN;ND;CA;1;0;0;0;0;0;0;0
C6518;RALN;ND;CB;3;3;0;0;0;0;27;15
C6518;RALN;ND;CC;2;0;0;0;0;0;1;4
Q9179;UNIV;ND;CC;0;1;0;0;0;0;0;0
Q9179;UNIV;ND;AL;1;11;0;0;0;0;0;0
Q9179;UNIV;ND;CB;2;2;0;0;0;0;0;0
C1712;RALN;ND;CA;0;0;0;0;0;0;1;0
