ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;PERSONALE_TEMPO_PIENO_UOMINI;PERSONALE_TEMPO_PIENO_DONNE;PART_TIME_INF50%_UOMINI;PART_TIME_INF50%_DONNE;PART_TIME_SUP50%_UOMINI;PART_TIME_SUP50%_DONNE
C5262;RALN;CC;046000;0;1;0;0;0;0
C5262;RALN;CD;058000;0;1;0;0;0;0
C5263;RALN;CA;053000;1;0;0;0;0;0
C5263;RALN;CB;032000;13;7;0;0;3;3
C5263;RALN;CB;036495;9;4;0;0;0;0
C5263;RALN;CB;037493;5;3;0;0;0;0
C5263;RALN;CB;054000;9;7;0;0;0;0
C5263;RALN;CB;0B7A00;1;3;0;0;0;0
C5263;RALN;CC;043000;17;35;0;0;0;2
C5263;RALN;CC;046000;11;18;0;0;1;1
C5263;RALN;CD;049000;2;4;0;0;0;1
C5263;RALN;CD;051488;1;0;0;0;0;1
C5263;RALN;CD;052486;3;4;0;0;0;0
C5263;RALN;CD;057000;10;14;0;0;0;0
C5263;RALN;CD;0D6A00;12;12;1;1;0;0
C5263;RALN;DI;0D0165;2;1;0;0;0;0
C5264;REFR;CA;0A5000;0;1;0;0;0;0
C5264;REFR;CB;036000;1;1;0;0;0;0
C5264;REFR;CB;0B7000;1;1;0;0;0;0
C5264;REFR;CC;042000;1;1;0;0;0;0
C5264;REFR;CC;046000;1;2;0;0;0;0
C5264;REFR;CC;0PL910;0;1;0;0;0;0
C5264;REFR;CD;049000;1;0;0;0;0;0
C5264;REFR;CD;0PL906;1;0;0;0;0;0
C5265;RALN;CB;032000;1;0;0;0;0;0
C5265;RALN;CB;038490;1;0;0;0;0;0
C5265;RALN;CC;043000;1;1;0;0;0;0
C5265;RALN;CC;056000;0;0;0;0;0;1
C5265;RALN;CD;052487;0;1;0;0;0;0
C5266;RALN;CA;028000;1;0;0;0;0;0
C5266;RALN;CB;034000;0;0;0;1;0;0
C5266;RALN;CB;038490;1;1;0;0;0;0
C5266;RALN;CC;056000;1;0;0;0;0;0
C5266;RALN;CD;050000;0;1;0;0;0;0
C5266;RALN;CD;051489;0;1;0;0;0;0
C5267;RALN;CB;034000;1;0;0;0;0;0
C5267;RALN;CB;036495;1;0;0;1;0;0
C5267;RALN;CB;038490;4;2;0;0;0;2
C5267;RALN;CB;055000;5;7;0;0;0;0
C5267;RALN;CC;043000;3;8;0;0;0;1
C5267;RALN;CC;056000;0;2;0;0;0;1
C5267;RALN;CD;050000;0;3;0;0;0;1
C5267;RALN;CD;052486;2;0;0;0;0;0
C5267;RALN;CD;058000;0;2;0;0;0;0
C5267;RALN;FP;0D0103;1;0;0;0;0;0
C5268;RALN;CB;032000;1;0;0;0;0;0
C5268;RALN;CC;042000;2;0;0;0;0;0
C5269;RALN;CA;053000;0;0;0;0;0;1
C5269;RALN;CB;037492;2;0;0;0;0;0
C5269;RALN;CB;055000;2;0;0;0;0;0
C5269;RALN;CC;042000;2;4;0;0;0;0
C5269;RALN;CC;046000;1;2;0;0;0;0
C5269;RALN;CD;050000;0;5;0;0;0;0
C5269;RALN;CD;057000;1;1;0;0;0;0
C5269;RALN;FP;0D0103;0;1;0;0;0;0
C527;RALN;CA;027000;1;0;0;0;0;0
C527;RALN;CA;0A5000;0;2;0;0;0;0
C527;RALN;CB;034000;1;1;0;0;0;0
C527;RALN;CB;036495;0;1;0;0;0;1
C527;RALN;CB;037493;1;0;0;0;0;0
C527;RALN;CB;038491;0;1;0;0;0;0
C527;RALN;CB;0B7A00;1;0;0;0;0;1
C527;RALN;CC;043000;1;12;0;0;0;2
C527;RALN;CC;046000;3;11;0;0;0;4
C527;RALN;CD;049000;0;1;1;0;0;1
C527;RALN;CD;051488;0;1;0;0;0;0
C527;RALN;CD;052486;2;0;0;0;0;0
C527;RALN;CD;057000;0;5;0;0;0;0
C527;RALN;FP;0D0102;1;0;0;0;0;0
C5271;RALN;CB;037493;2;0;0;0;0;0
C5271;RALN;CD;051489;1;2;0;0;0;0
C5272;RALN;CB;032000;2;0;0;0;0;0
C5272;RALN;CC;042000;0;4;0;1;0;2
C5272;RALN;CC;045000;0;1;0;0;0;0
C5272;RALN;CC;056000;4;0;0;0;0;0
C5272;RALN;CD;052487;2;1;0;0;0;0
C5273;RALN;CB;0B7A00;1;2;0;0;0;0
C5273;RALN;CD;057000;1;0;0;0;0;0
C5274;RALN;CA;053000;0;0;0;0;6;3
C5274;RALN;CB;054000;0;0;0;0;2;1
C5523;RALN;CB;038490;3;1;0;0;0;0
C5523;RALN;CC;042000;4;4;0;0;0;0
C5523;RALN;CC;046000;5;0;0;0;0;0
C5523;RALN;CD;049000;3;2;0;0;0;0
C5523;RALN;CD;058000;0;1;0;0;0;0
C5523;RALN;FP;0D0103;1;0;0;0;0;0
C5524;RALN;CA;053000;0;2;0;6;0;0
C5524;RALN;CB;037493;3;6;0;0;0;0
C5524;RALN;CB;054000;0;1;0;0;0;0
C5524;RALN;CC;045000;7;12;0;0;0;0
C5524;RALN;CD;052486;1;0;0;0;0;0
C5524;RALN;CD;057000;2;0;0;0;0;0
C5525;RALN;CB;034000;13;4;0;0;1;1
C5525;RALN;CB;036495;3;0;0;0;0;1
C5525;RALN;CB;037493;29;29;1;0;1;2
C5525;RALN;CB;054000;10;11;0;0;0;0
C5525;RALN;CB;0B7A00;32;6;1;0;0;1
C5525;RALN;CC;043000;6;28;0;0;0;2
C5525;RALN;CC;046000;10;14;1;0;0;1
C5525;RALN;CD;049000;2;3;0;0;0;2
C5525;RALN;CD;051488;2;0;0;0;0;0
C5525;RALN;CD;052486;5;2;0;0;0;0
C5525;RALN;CD;057000;5;10;0;0;0;0
C5525;RALN;CD;0D6000;0;2;0;0;0;0
C4827;RALN;CA;025000;1;0;0;0;0;0
C4827;RALN;CA;0A5000;4;0;0;0;0;0
C4827;RALN;CB;038490;1;2;0;0;0;0
C4827;RALN;CC;046000;4;9;0;0;0;0
C4827;RALN;CD;052487;0;3;0;0;0;0
C4828;PRBZ;CA;000729;0;0;0;1;0;3
C4828;PRBZ;CB;000723;5;0;0;1;1;1
C4828;PRBZ;CC;000721;2;3;0;2;0;4
C4828;PRBZ;CD;000717;1;0;0;0;0;0
C4828;PRBZ;FP;0D0485;1;0;0;0;0;0
C4829;RALN;CA;0A5000;1;0;0;1;0;1
C4829;RALN;CB;036495;1;0;0;0;0;0
C4829;RALN;CB;038490;1;0;0;0;0;0
C4829;RALN;CB;054000;2;0;0;0;0;0
C4829;RALN;CC;042000;1;1;0;0;0;0
C4829;RALN;CC;045000;0;1;0;0;0;0
C4829;RALN;CC;056000;1;5;1;1;0;3
C4829;RALN;CD;050000;2;2;0;0;0;1
C4829;RALN;CD;052486;1;1;0;0;0;0
C4829;RALN;FP;0D0103;0;1;0;0;0;0
C483;RALN;CB;038490;1;0;0;0;0;0
C483;RALN;CB;055000;2;0;0;0;0;0
C483;RALN;CC;042000;0;1;0;0;0;0
C483;RALN;CC;046000;0;3;0;0;0;0
C483;RALN;CD;050000;1;1;0;0;0;0
C483;RALN;CD;052486;0;1;0;0;0;0
C4830;RALN;CD;051489;0;1;0;0;0;0
C4830;RALN;DF;0D0098;1;0;0;0;0;0
C4831;PRTN;CB;0BE000;1;0;0;0;0;0
C4831;PRTN;CC;0CE000;1;1;1;0;0;0
C4832;PRBZ;CA;000728;1;0;0;0;0;0
C4832;PRBZ;CB;000725;1;0;0;0;0;3
C4832;PRBZ;CD;000719;0;1;0;0;0;0
C4833;RALN;CB;034000;2;0;0;0;0;0
C4833;RALN;CB;0B7000;0;1;0;0;0;0
C4833;RALN;CD;050000;0;0;1;0;0;0
C4833;RALN;FP;0D0485;0;1;0;0;0;0
C4834;RALN;CB;038490;2;0;0;0;0;0
C4834;RALN;CC;045000;0;2;0;0;0;0
C4834;RALN;CC;056000;0;1;0;0;0;0
C4834;RALN;CD;052486;1;0;0;0;0;0
C4834;RALN;FP;0D0103;1;0;0;0;0;0
C4835;RALN;CB;055000;1;0;0;0;0;0
C4835;RALN;CC;045000;0;0;0;0;0;1
C4835;RALN;CD;050000;2;1;0;0;0;0
C4836;RALN;CB;032000;1;0;0;0;0;0
C4836;RALN;CB;036494;0;1;0;0;0;1
C4836;RALN;CB;037492;0;1;0;0;0;0
C4836;RALN;CB;055000;1;1;0;0;0;0
C4836;RALN;CC;042000;0;0;0;0;0;2
C4836;RALN;CC;045000;1;0;0;0;1;0
C5445;RALN;CC;045000;2;2;0;0;0;0
C4880;RALN;CC;046000;14;5;0;0;0;0
C4657;RALN;CC;056000;3;0;0;0;0;0
C4657;RALN;CD;050000;4;0;0;0;0;0
C4657;RALN;CD;052486;2;0;0;0;0;0
C4657;RALN;CD;0D6A00;2;0;0;0;0;0
C4658;RALN;CB;032000;4;1;0;0;0;0
C4658;RALN;CB;036494;1;0;0;0;0;0
C4658;RALN;CB;037492;2;1;0;0;0;0
C4658;RALN;CB;038490;4;0;0;0;0;1
C4658;RALN;CB;055000;0;0;0;0;0;1
C4658;RALN;CC;042000;1;6;0;0;0;0
C4658;RALN;CC;045000;4;1;0;0;0;0
C4658;RALN;CC;056000;1;4;0;0;0;0
C4658;RALN;CD;050000;2;4;0;0;0;0
C4658;RALN;CD;052487;0;1;0;0;0;0
C4658;RALN;CD;0D6A00;0;2;0;0;0;0
C4659;RALN;CA;027000;1;0;0;0;0;0
C4659;RALN;CA;0A5000;1;0;0;0;0;0
C4659;RALN;CB;036494;1;0;0;0;0;0
C4659;RALN;CB;037493;0;1;0;0;0;0
C4659;RALN;CB;054000;0;0;0;1;0;0
C4659;RALN;CC;042000;1;7;0;0;0;0
C4659;RALN;CC;045000;2;1;0;0;0;0
C4659;RALN;CD;050000;0;1;0;0;0;0
C4659;RALN;CD;057000;0;1;0;0;0;0
C466;RALN;CA;053000;0;0;0;0;3;0
C466;RALN;CB;0B7A00;1;0;0;0;0;0
C466;RALN;CC;056000;1;0;0;0;0;0
C4660;RALN;CA;028000;1;0;0;0;0;0
C4660;RALN;CB;034000;1;0;0;0;0;0
C4883;RALN;CD;049000;0;1;0;0;0;0
C4883;RALN;CD;051489;1;0;0;0;0;0
C4884;PRTN;CB;054000;3;0;0;0;0;0
C4884;PRTN;CC;056000;0;1;0;0;0;1
C4884;PRTN;CD;057000;1;0;0;0;0;0
C4885;RALN;CC;046000;2;1;0;1;0;2
C4885;RALN;CD;0D6000;1;1;0;0;0;0
C4886;RALN;CC;042000;0;0;0;0;0;1
C4886;RALN;CD;052487;1;0;0;0;0;0
C4887;RALN;CB;036495;1;0;0;0;0;0
C4887;RALN;CB;038491;2;0;0;0;0;0
C4887;RALN;CB;0B7A00;2;2;0;0;0;0
C4887;RALN;CC;043000;2;1;0;0;0;0
C4887;RALN;CC;046000;17;1;0;0;0;0
C4887;RALN;CD;051489;8;1;0;0;0;0
C4887;RALN;CD;0D6A00;2;1;0;0;0;0
C4887;RALN;FP;0D0103;1;0;0;0;0;0
C4888;RALN;CA;027000;1;0;0;0;0;0
C4888;RALN;CA;0A5000;7;0;0;0;0;0
C4888;RALN;CB;034000;2;0;0;0;0;0
C4888;RALN;CB;037493;9;6;0;0;0;0
C4888;RALN;CB;054000;17;13;0;0;0;0
C4888;RALN;CC;043000;2;2;0;0;0;0
C4888;RALN;CC;046000;20;14;0;0;0;0
C4888;RALN;CD;050000;0;1;0;0;0;0
C4888;RALN;CD;051489;2;11;0;0;0;0
C4888;RALN;CD;058000;4;2;0;0;0;0
C4888;RALN;DI;0D0165;2;0;0;0;0;0
C4889;RALN;CA;027000;0;0;0;0;0;1
C4889;RALN;CB;0B7A00;2;0;0;1;0;0
C4889;RALN;CC;043000;0;3;0;0;0;0
C4889;RALN;CC;046000;1;0;0;0;0;2
C4889;RALN;CD;049000;2;0;0;0;0;0
C4889;RALN;CD;0D6A00;1;0;0;0;0;0
C489;RALN;CA;0A5000;1;1;0;0;0;1
C489;RALN;CB;036495;3;2;0;0;0;0
C489;RALN;CB;037493;0;2;0;0;0;0
C489;RALN;CB;038491;1;0;0;0;0;0
C489;RALN;CB;0B7000;0;1;0;0;0;0
C489;RALN;CC;042000;1;1;0;0;0;0
C489;RALN;CC;045000;8;13;0;0;0;1
C489;RALN;CC;056000;1;9;0;0;0;0
C489;RALN;CD;051489;9;5;1;0;0;0
C489;RALN;CD;058000;2;1;0;0;0;0
C489;RALN;DI;0D0164;4;0;0;0;0;0
C489;RALN;FP;0D0103;0;1;0;0;0;0
C4890;RALN;CB;034000;1;0;0;0;0;0
C4890;RALN;CB;036495;2;1;0;0;0;0
C4890;RALN;CB;038490;1;0;0;0;0;0
C4890;RALN;CB;0B7A00;1;0;0;0;0;0
C4890;RALN;CC;043000;0;1;0;0;0;0
C4890;RALN;CC;046000;0;2;0;0;0;0
C4890;RALN;CD;049000;1;1;0;0;0;0
C4890;RALN;CD;052486;1;0;0;0;0;0
C4890;RALN;CD;058000;3;0;0;0;0;0
C4891;RALN;CD;057000;0;1;0;0;0;0
C4892;PRTN;CC;056000;3;4;0;1;0;0
C4892;PRTN;CD;057000;1;0;0;0;0;0
C4892;PRTN;FP;0D0S4C;0;1;0;0;0;0
C4893;RALN;CB;036494;0;1;0;0;0;0
C4893;RALN;CB;037492;1;5;0;0;0;0
C4893;RALN;CB;038490;0;1;0;0;0;0
C4893;RALN;CB;055000;2;0;0;0;0;0
C4893;RALN;CC;042000;1;4;0;0;0;0
C4893;RALN;CC;045000;2;3;0;0;0;0
C4893;RALN;CC;056000;7;11;0;1;0;0
C4893;RALN;CD;050000;1;1;0;0;0;0
C4893;RALN;CD;057000;2;4;0;0;0;0
C4894;RALN;CB;038490;0;1;0;0;0;0
C4894;RALN;CC;045000;1;1;1;1;0;4
C4894;RALN;CC;056000;2;1;0;2;0;0
C4894;RALN;CD;051488;2;0;0;0;0;0
C4894;RALN;CD;058000;1;0;0;0;0;0
C4895;RALN;CB;037493;1;0;0;0;0;0
C4895;RALN;CD;052486;0;0;0;1;0;0
C4895;RALN;CD;058000;0;1;0;0;0;0
C4896;RALN;CA;027000;1;0;0;0;0;0
C4896;RALN;CC;043000;1;1;0;0;0;0
C4896;RALN;CD;057000;0;1;0;0;0;0
C4897;RALN;CB;055000;0;0;0;1;0;0
C4897;RALN;CC;046000;1;0;0;0;0;0
C4897;RALN;CD;049000;1;0;0;0;0;0
C512;RALN;CB;038490;1;0;0;0;0;0
C512;RALN;CC;042000;1;1;0;0;0;0
C512;RALN;CC;045000;0;1;0;0;0;0
C512;RALN;CD;049000;1;0;0;0;0;0
C512;RALN;CD;051489;1;0;0;0;0;0
C512;RALN;FP;0D0103;0;1;0;0;0;0
C5120;RALN;CA;0A5000;8;1;0;0;0;0
C5120;RALN;CB;036494;1;0;0;0;0;0
C5120;RALN;CB;037492;16;10;0;0;0;0
C5120;RALN;CB;038490;0;1;0;0;0;0
C5120;RALN;CB;054000;7;17;0;1;2;0
C5120;RALN;CC;043000;7;15;0;0;0;0
C5120;RALN;CC;046000;18;7;0;0;0;0
C5120;RALN;CD;050000;20;4;0;0;0;0
C5120;RALN;CD;052486;3;4;0;0;0;0
C5120;RALN;CD;0D6A00;0;1;0;0;0;0
C5120;RALN;FP;0D0103;0;1;0;0;0;0
C5121;RALN;CB;038491;1;0;0;0;0;0
C5121;RALN;CC;046000;0;1;0;0;0;0
C5121;RALN;CD;051489;1;0;0;0;0;0
C5122;RALN;CB;036494;0;1;0;0;0;0
C5122;RALN;CB;038490;0;1;0;0;0;0
C5122;RALN;CB;054000;1;0;0;0;0;0
C5122;RALN;CC;043000;1;0;0;0;0;0
C5122;RALN;CC;056000;1;0;0;0;0;0
C5122;RALN;CD;051489;0;1;0;1;0;0
C5123;PRTN;CB;0BE000;1;0;0;0;0;0
C5123;PRTN;CC;0CE000;0;0;0;0;1;0
C5124;RALN;CC;046000;1;0;0;0;0;0
C5125;RALN;CB;032000;1;0;0;0;0;0
C5125;RALN;CB;038490;0;0;0;0;0;1
C5125;RALN;CC;043000;0;0;0;0;0;1
C5125;RALN;CC;056000;0;1;0;0;0;0
C5125;RALN;CD;052486;0;0;0;0;0;1
C5125;RALN;FP;0D0103;0;1;0;0;0;0
C5126;RALN;CB;054000;0;0;0;0;1;1
C5126;RALN;CC;042000;0;1;0;0;0;0
C5126;RALN;CC;056000;1;0;0;0;0;0
C5126;RALN;CD;051489;0;2;0;0;0;0
C5127;RALN;CA;028000;0;0;0;0;0;1
C5127;RALN;CB;032000;5;1;1;0;1;1
C5127;RALN;CB;036494;2;1;0;1;0;1
C5127;RALN;CB;037492;4;2;0;0;0;2
C5127;RALN;CB;038490;4;7;0;0;0;1
C5127;RALN;CB;054000;2;0;0;0;0;0
C5127;RALN;CB;0B7A00;1;6;0;0;0;0
C5127;RALN;CC;043000;8;34;0;1;0;1
C5127;RALN;CC;046000;3;4;0;0;0;2
C5127;RALN;CD;049000;5;10;0;0;0;1
C5127;RALN;CD;051488;0;2;0;0;0;0
C5127;RALN;CD;052486;0;0;0;1;0;0
C4898;RALN;CC;043000;3;6;1;0;0;0
C5329;RALN;CC;056000;3;5;0;0;0;0
C5329;RALN;CD;050000;4;4;0;0;0;1
C5329;RALN;CD;052486;0;1;0;0;0;0
C5329;RALN;CD;057000;2;6;0;0;0;2
C5329;RALN;CD;0D6000;3;1;0;0;0;1
C5329;RALN;DI;0D0164;2;0;0;0;0;0
C5329;RALN;FP;0D0103;0;1;0;0;0;0
C533;RALN;CD;050000;0;1;0;0;0;0
C5330;RALN;CB;037493;1;0;0;0;0;0
C5330;RALN;CC;043000;1;0;0;0;0;0
C5330;RALN;CD;049000;0;1;0;0;0;0
C5330;RALN;DF;0D0098;0;0;1;0;0;0
C5332;RALN;CB;034000;1;0;0;0;0;0
C5333;RALN;CB;055000;1;0;0;0;0;0
C5333;RALN;CC;056000;0;1;0;0;0;0
C5334;RALN;CA;0A5000;1;0;0;0;0;0
C5334;RALN;CC;046000;2;0;0;0;0;0
C5335;RALN;CB;036494;0;1;0;0;0;0
C5464;RALN;CC;046000;1;0;0;0;0;0
C5464;RALN;CD;051488;1;0;0;0;0;0
C5464;RALN;CD;058000;3;1;0;0;0;0
C5465;RALN;CB;054000;2;0;0;0;0;0
C5465;RALN;CB;0B7000;0;1;0;0;0;0
C5465;RALN;CC;046000;1;3;0;0;0;0
C5465;RALN;CD;051489;2;1;0;0;0;0
C5465;RALN;FP;0D0103;1;0;0;0;0;0
C5466;RALN;CB;036494;1;0;0;0;0;0
C5466;RALN;CC;043000;0;0;1;0;0;0
C5466;RALN;CC;046000;0;0;1;0;0;0
C5466;RALN;DF;0D0095;0;0;1;0;0;0
C5467;RALN;CB;032000;1;1;0;0;0;0
C5467;RALN;CB;036494;1;1;0;0;0;0
C5467;RALN;CB;037492;1;0;0;0;1;1
C5467;RALN;CB;038490;1;2;0;0;0;0
C5467;RALN;CB;0B7A00;1;4;0;0;0;0
C5467;RALN;CC;043000;1;3;0;0;0;1
C5467;RALN;CC;046000;1;1;0;0;0;1
C5467;RALN;CD;049000;0;4;0;0;0;1
C5467;RALN;CD;051488;0;3;0;0;0;0
C5467;RALN;CD;052486;1;1;0;0;0;0
C5467;RALN;CD;057000;4;6;0;0;0;0
C5467;RALN;CD;0D6A00;4;0;0;0;0;0
C5468;RALN;CB;054000;1;0;0;0;0;0
C5468;RALN;CC;046000;0;2;0;0;0;0
C5469;RALN;CB;036495;1;0;0;0;0;0
C5469;RALN;CB;037493;1;0;0;0;0;0
C5469;RALN;CB;054000;0;0;0;1;0;0
C5469;RALN;CB;0B7000;1;1;0;0;0;0
C5469;RALN;CC;042000;0;1;0;0;0;0
C5469;RALN;CC;045000;0;1;0;0;0;0
C5469;RALN;CC;056000;1;3;0;0;0;0
C5469;RALN;CD;051488;2;1;0;0;0;0
C5469;RALN;CD;058000;0;1;0;0;0;0
C547;RALN;CA;0A5000;1;0;0;0;0;0
C547;RALN;CC;046000;1;1;0;0;0;0
C5470;RALN;CB;037493;1;0;0;0;0;0
C5470;RALN;CB;054000;1;0;0;0;0;0
C5470;RALN;CD;049000;1;1;0;0;0;0
C5470;RALN;FP;0D0485;1;0;0;0;0;0
C5471;RALN;CB;055000;1;0;0;0;0;0
C5471;RALN;CC;043000;0;1;0;0;0;0
C5471;RALN;CD;050000;1;1;0;0;0;0
C5471;RALN;CD;058000;0;1;0;1;0;0
C5472;RALN;CB;038490;1;0;0;0;0;0
C5472;RALN;CD;049000;0;1;0;0;0;0
C5472;RALN;CD;052487;1;0;0;0;0;0
C5472;RALN;FP;0D0103;1;0;0;0;0;0
C5473;PRTN;CB;054000;1;0;0;0;0;0
C5473;PRTN;CC;056000;2;1;0;0;0;1
C5473;PRTN;CD;057000;1;0;0;0;0;1
C5474;RALN;CA;028000;0;1;0;0;0;0
C5474;RALN;CB;032000;1;0;0;0;0;0
C5474;RALN;CB;037492;2;1;0;0;0;0
C5474;RALN;CB;038490;3;1;0;0;0;1
C5474;RALN;CB;055000;1;0;0;0;0;0
C5474;RALN;CC;042000;1;0;0;0;0;0
C5474;RALN;CC;045000;1;2;0;0;0;0
C5474;RALN;CD;049000;1;1;0;0;0;0
C5474;RALN;CD;051488;1;0;0;0;0;0
C5474;RALN;CD;057000;0;1;0;0;0;0
C5475;RALN;CA;025000;1;0;0;0;0;0
C5475;RALN;CB;034000;1;0;0;0;0;0
C5475;RALN;CB;037492;1;0;1;0;1;0
C5475;RALN;CB;038490;1;1;0;0;0;0
C5475;RALN;CC;042000;3;3;0;0;0;1
C5475;RALN;CC;045000;1;4;0;0;0;3
C5475;RALN;CC;056000;1;0;0;1;0;0
C5475;RALN;CD;050000;1;0;0;0;0;0
C5475;RALN;CD;052487;1;4;0;0;0;1
C5475;RALN;DF;0D0095;0;1;0;0;0;1
C5477;RALN;CB;034000;2;0;0;0;0;0
C5477;RALN;CB;0B7A00;1;0;0;0;0;1
C5477;RALN;CC;043000;3;2;0;0;1;0
C5477;RALN;CC;056000;1;7;0;1;0;2
C5477;RALN;CD;050000;2;0;0;0;0;0
C5477;RALN;CD;051489;0;1;0;0;0;0
C5477;RALN;CD;058000;1;3;0;0;0;1
C5478;RALN;CA;027000;1;0;0;0;0;0
C5478;RALN;CB;037492;0;1;0;0;0;0
C4859;RALN;CB;037492;0;1;0;0;0;0
C4859;RALN;CB;038490;0;0;0;0;0;1
C4859;RALN;CB;055000;0;1;0;0;0;0
C4859;RALN;CC;043000;6;13;0;0;0;4
C4859;RALN;CC;046000;0;9;0;1;0;3
C4859;RALN;CD;049000;6;9;0;0;1;0
C4859;RALN;CD;051488;3;2;0;0;0;0
C4859;RALN;CD;052486;1;1;0;0;0;0
C4859;RALN;CD;057000;3;4;0;0;0;1
C4859;RALN;DI;0D0164;2;1;0;0;0;0
C4859;RALN;FP;0D0102;1;0;0;0;0;0
C486;RALN;CA;0A5000;1;0;0;0;0;0
C486;RALN;CC;042000;0;1;0;0;0;0
C4860;RALN;CB;032000;0;2;0;0;0;0
C4860;RALN;CB;036495;2;0;0;0;0;0
C4860;RALN;CB;055000;1;0;0;0;0;0
C4860;RALN;CC;043000;7;2;0;0;0;0
C4860;RALN;CC;046000;0;1;0;0;0;0
C4860;RALN;CD;050000;2;2;0;0;0;0
C4861;RALN;CC;043000;1;0;0;0;0;0
C4862;RALN;CA;028000;12;4;0;0;0;0
C4862;RALN;CA;0A5000;14;2;0;0;0;0
C4862;RALN;CB;036495;1;2;0;0;0;0
C4862;RALN;CB;037493;1;0;0;0;0;0
C4862;RALN;CB;054000;1;1;0;0;0;0
C4862;RALN;CC;043000;0;4;0;0;0;0
C4862;RALN;CC;046000;9;6;0;0;0;0
C4862;RALN;CD;0D6000;0;1;0;0;0;0
C4862;RALN;DI;0D0164;1;1;0;0;0;0
C4862;RALN;FP;0D0102;0;1;0;0;0;0
C4863;RALN;CB;034000;2;0;0;0;0;0
C4863;RALN;CB;0B7000;7;4;0;0;0;0
C4863;RALN;CC;046000;5;3;0;0;0;0
C4863;RALN;FP;0D0103;0;0;1;0;0;0
C4864;RALN;FP;0D0485;0;1;0;0;0;0
C4865;RALN;CB;036495;0;1;0;0;0;0
C4865;RALN;CC;043000;0;1;0;0;0;0
C4866;REFR;CB;036000;1;0;0;0;0;0
C4866;REFR;CB;038000;0;1;0;0;0;0
C4866;REFR;CC;040000;0;1;0;0;0;0
C4866;REFR;CC;046000;0;1;0;0;0;0
C4866;REFR;CC;0PL910;0;1;0;0;0;0
C4866;REFR;FP;0D0485;0;1;0;0;0;0
C4867;RALN;CA;027000;6;0;0;0;0;0
C4867;RALN;CA;053000;0;0;0;0;2;1
C4867;RALN;CB;032000;4;6;0;0;0;0
C4867;RALN;CB;036494;1;0;0;0;0;0
C4867;RALN;CB;037493;2;1;0;0;0;0
C4867;RALN;CB;054000;4;1;0;0;6;11
C4867;RALN;CB;0B7A00;0;1;0;0;0;0
C4867;RALN;CC;043000;3;2;0;0;0;0
C4867;RALN;CC;046000;15;3;0;0;0;0
C4867;RALN;CD;050000;0;2;0;0;0;0
C4867;RALN;CD;051489;0;1;0;0;0;0
C4867;RALN;CD;057000;2;1;0;0;0;0
C4867;RALN;CD;0D6A00;3;2;0;0;0;0
C4868;RALN;CA;0A5000;4;1;0;0;0;0
C4868;RALN;CB;038491;1;0;0;0;0;0
C4868;RALN;CC;046000;8;6;0;0;0;0
C4868;RALN;CD;057000;1;0;0;0;0;0
C4869;RALN;CB;037492;2;0;0;0;0;0
C4869;RALN;CB;038491;1;0;0;0;0;0
C4869;RALN;CC;046000;14;7;0;0;0;0
C4683;RALN;CD;057000;0;1;0;0;0;0
C473;RALN;CB;038490;13;13;0;0;0;0
C473;RALN;CB;054000;7;2;0;0;0;0
C473;RALN;CB;0B7A00;9;5;0;0;0;0
C473;RALN;CC;043000;5;9;0;0;0;0
C473;RALN;CC;046000;19;11;0;0;0;0
C473;RALN;CD;049000;1;0;0;0;0;0
C473;RALN;CD;051488;0;1;0;0;0;0
C473;RALN;CD;052486;4;1;0;0;0;0
C473;RALN;CD;057000;4;10;0;0;0;0
C473;RALN;CD;0D6000;4;1;0;0;0;0
C473;RALN;DF;0D0098;1;0;0;0;0;0
C473;RALN;FP;0D0103;1;0;0;0;0;0
C4730;RALN;CC;045000;1;1;0;0;0;0
C4730;RALN;CD;049000;1;1;0;0;0;0
C4731;RALN;CB;038490;2;0;0;0;0;0
C4731;RALN;CC;042000;2;0;0;0;0;0
C4731;RALN;CC;045000;1;0;0;0;0;0
C4731;RALN;CD;050000;1;0;0;0;0;0
C4731;RALN;CD;057000;0;1;0;0;0;0
C4732;REVA;CB;030000;1;0;0;0;0;0
C4732;REVA;CB;034000;3;0;0;0;0;0
C4732;REVA;CC;042000;1;2;0;0;0;1
C4732;REVA;FP;0D0103;0;1;0;0;0;0
C4733;RALN;CB;037492;0;2;0;0;0;0
C4733;RALN;CC;056000;0;1;0;0;0;0
C4734;PRTN;CA;053000;0;3;0;0;0;2
C4734;PRTN;CB;0BE000;4;5;0;2;0;6
C4734;PRTN;CC;0CE000;5;1;0;0;0;2
C4734;PRTN;CD;0DE000;1;2;0;0;0;0
C4735;RALN;CB;032000;1;0;0;0;0;0
C4949;RALN;CB;0B7A00;1;0;0;0;0;0
C495;RALN;CA;0A5000;1;1;0;0;0;0
C495;RALN;CB;036495;1;2;0;0;0;0
C495;RALN;CB;038490;0;1;0;0;0;0
C495;RALN;CC;045000;3;0;0;0;0;0
C4950;RALN;CB;032000;2;0;0;0;0;0
C4950;RALN;CB;036494;1;0;0;0;0;0
C4950;RALN;CB;037492;1;0;0;0;0;0
C4950;RALN;CB;038490;4;0;0;0;0;0
C4950;RALN;CB;0B7A00;2;0;0;0;0;0
C4950;RALN;CC;043000;2;1;0;0;0;2
C4950;RALN;CC;046000;2;5;0;0;0;1
