ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
U10423;SSNA;LT;T13660;Z01;88;355;0;0
U10423;SSNA;LA;A14005;Z01;20;114;0,16806722689076;0,95798319327731
U10423;SSNA;ST;S18920;Z01;10;19;0;0
U10423;SSNA;LT;T16026;Z01;5;1;0;0
U10423;SSNA;DS;SD0E39;Z01;0;8;0;0
U10423;SSNA;SF;S16019;Z01;4;25;0;0
U10423;SSNA;LA;A16028;Z01;13;52;0,26530612244898;1,0612244897959
U10423;SSNA;SI;S16020;Z01;410;2324;0,33551554828151;1,9018003273322
U10423;SSNA;MD;SD0E34;Z01;79;61;13,166666666667;10,166666666667
U10423;SSNA;DA;AD0A31;Z01;0;19;0;0
U10423;SSNA;DA;AD0S31;Z01;0;2;0;0
U10423;SSNA;MD;SD0N34;Z01;7;0;0;0
U10423;SSNA;DA;AD0032;Z01;0;7;0;0
U10423;SSNA;DS;SD0A65;Z01;0;17;0;0
U10423;SSNA;MD;SD0E33;Z01;480;0;0;0
U10423;SSNA;MD;SD0597;Z01;1;0;0;0
U10423;SSNA;DS;SD0A15;Z01;0;4;0;0
U10423;SSNA;LT;T12057;Z01;5;10;0;0
U10423;SSNA;SI;S13052;Z01;1;0;0;0
U10423;SSNA;MD;SD0036;Z01;90;37;18;7,4
U10423;SSNA;LA;A18029;Z01;0;33;0;0
U10423;SSNA;LT;T12058;Z01;2;7;0;0
U10423;SSNA;DP;PD0046;Z01;5;0;0;0
U10423;SSNA;LT;T14007;Z01;18;6;0;0
U10423;SSNA;LA;A13018;Z01;8;6;0;0
U10423;SSNA;LT;T16024;Z01;1;3;0;0
U10423;SSNA;SI;S14E52;Z01;5;58;0;0
U10423;SSNA;LA;A12017;Z01;12;43;0,21818181818182;0,78181818181818
U10423;SSNA;DS;SD0483;Z01;8;18;0;0
U10423;SSNA;LT;T13059;Z01;0;2;0;0
U10423;SSNA;ST;S16021;Z01;91;260;0;0
U10423;SSNA;SI;S18023;Z01;16;151;0;0
U10423;SSNA;DS;SD0E42;Z01;8;0;0;0
U10423;SSNA;MD;SD0035;Z01;1289;1201;6,1674641148325;5,7464114832536
U10423;SSNA;DS;SD0A12;Z01;12;111;0,8;7,4
U10423;SSNA;DT;TD0A67;Z01;0;10;0;0
U10423;SSNA;SV;S16022;Z01;4;28;0;0
U9419;SSNA;DS;SD0E39;Z01;0;5;0;0
U9419;SSNA;MV;SD0A73;Z01;5;0;0;0
U9419;SSNA;LT;T16024;Z01;0;22;0;0
U9419;SSNA;MD;SD0E34;Z01;49;29;0;0
U9419;SSNA;LA;A18029;Z01;0;2;0;0
U9419;REFR;CC;040000;Z01;3;0;0;0
U9419;REFR;CD;052000;Z01;0;3;0;0
U9419;SSNA;LA;A12017;Z01;0;2;0;0
U9419;REFR;CD;049000;Z01;0;18;0;0
U9419;SSNA;SF;S18922;Z01;6;4;0;0
U9419;SSNA;DA;AD0032;Z01;3;0;0;0
U9419;SSNA;ST;S16021;Z01;0;16;0;0
U9419;SSNA;SI;S16020;Z01;11;177;0;0
U9419;SSNA;DS;SD0A65;Z01;4;20;0;0
U9419;SSNA;SV;S16022;Z01;8;42;0;0
U9419;SSNA;LA;A14005;Z01;1;5;0;0
U9419;SSNA;DS;SD0E65;Z01;5;3;0;0
U9419;SSNA;LT;T14007;Z01;4;0;0;0
U9419;SSNA;MD;SD0035;Z01;123;219;0;0
U9419;SSNA;LA;A16028;Z01;0;3;0;0
U9419;SSNA;SV;S18921;Z01;2;12;0;0
U9419;SSNA;ST;S18920;Z01;4;0;0;0
U9419;SSNA;DA;AD0A31;Z01;1;2;0;0
U9419;REFR;CD;048000;Z01;5;26;0;0
U9419;SSNA;MD;SD0E33;Z01;110;11;0;0
U9419;REFR;CB;038000;Z01;0;1;0;0
U9419;SSNA;MD;SD0036;Z01;9;0;0;0
U9419;SSNA;LT;T13660;Z01;1;6;0;0
U9419;SSNA;LT;T18025;Z01;0;2;0;0
U9419;SSNA;DS;SD0A38;Z01;0;3;0;0
U9419;SSNA;LT;T16026;Z01;8;0;0;0
U9419;SSNA;SI;S18023;Z01;1;52;0;0
U9419;SSNA;SF;S16019;Z01;1;45;0;0
U9420;SSNA;DS;SD0A38;Z01;0;13;0;2,1666666666667
U9420;SSNA;ST;S18920;Z01;1;7;0;0
U9420;SSNA;SF;S18922;Z01;18;31;0;0
U9420;SSNA;LA;A16028;Z01;6;77;0,13636363636364;1,75
U9420;REFR;CC;043000;Z01;3;14;0;0
U9420;SSNA;DS;SD0483;Z01;30;20;0;0
U9420;SSNA;SI;S18023;Z01;19;168;0;0
U9420;REFR;CD;049000;Z01;0;7;0;0
U9420;SSNA;SI;S16020;Z01;325;2524;0,54257095158598;4,2136894824708
U9420;SSNA;ST;S16021;Z01;46;125;0;0
U9420;SSNA;LA;A18029;Z01;7;13;0,875;1,625
U9420;SSNA;LT;T11008;Z01;0;26;0;0
U9420;SSNA;DS;SD0A12;Z01;6;21;0;0
U9420;REFR;CC;046000;Z01;12;25;0;0
U9420;REFR;CB;038000;Z01;0;9;0;0
U9420;SSNA;DP;PD0S45;Z01;5;0;0;0
U9420;SSNA;DP;PD0A09;Z01;0;8;0;0
U9420;SSNA;DS;SD0064;Z01;0;6;0;0
U9420;SSNA;DT;TD0611;Z01;0;7;0;0
U9420;SSNA;DA;AD0A31;Z01;0;6;0;0
U9420;SSNA;LT;T16026;Z01;32;5;0;0
U9420;SSNA;LA;A14005;Z01;14;65;0,18181818181818;0,84415584415584
U9420;SSNA;LT;T18025;Z01;0;13;0;0
U9420;SSNA;DS;SD0E65;Z01;8;32;0;0
U9420;SSNA;DT;TD0A67;Z01;0;6;0;0
U9420;SSNA;DP;PD0607;Z01;9;0;0;0
U9420;SSNA;LT;T16024;Z01;17;125;0;0
U9420;SSNA;DS;SD0A15;Z01;5;0;0;0
U9420;SSNA;DA;AD0S31;Z01;4;0;0;0
U9420;SSNA;LT;T12057;Z01;2;6;0;0
U9420;REFR;CD;050000;Z01;0;7;0;0
U9420;REFR;CD;052000;Z01;0;17;0;0
U9420;SSNA;DS;SD0E39;Z01;0;3;0;0
U9420;SSNA;SI;S14E52;Z01;4;16;0;0
U9420;REFR;CB;0B7000;Z01;0;8;0;1
U9420;SSNA;LT;T12058;Z01;0;4;0;0
U9420;SSNA;MV;SD0072;Z01;24;12;0;0
U9420;SSNA;MV;SD0A73;Z01;121;39;0;0
U9420;SSNA;LA;A12017;Z01;0;15;0;0
U9420;SSNA;DP;PD0A45;Z01;7;0;0;0
U9420;REFR;CD;048000;Z01;5;9;0;0
U9420;REFR;CD;051000;Z01;0;10;0;0
U9420;SSNA;LT;T14007;Z01;25;7;0;0
U9420;SSNA;LA;A13018;Z01;3;27;0;0
U9420;REFR;CC;042000;Z01;7;23;0;0
U9420;SSNA;MD;SD0036;Z01;13;1;0;0
U9420;SSNA;MD;SD0E34;Z01;90;49;0;0
U9420;REFR;CB;037000;Z01;3;10;0;0
U9420;SSNA;DP;PD0046;Z01;5;0;0;0
U9420;SSNA;DS;SD0E38;Z01;4;0;0;0
U9420;SSNA;LT;T13660;Z01;24;187;0,1038961038961;0,80952380952381
U9420;SSNA;SV;S16022;Z01;182;321;2,8;4,9384615384615
U9420;SSNA;MV;SD0E74;Z01;6;14;0;0
U9420;SSNA;DA;AD0032;Z01;17;3;0;0
U9420;REFR;CC;040000;Z01;7;29;0;0
U9420;SSNA;MD;SD0035;Z01;279;549;2,6571428571429;5,2285714285714
U9420;SSNA;SV;S18921;Z01;16;67;0;0
U9420;SSNA;LT;T18027;Z01;16;2;0;0
U9420;SSNA;LT;T13059;Z01;9;11;0;0
U9420;REFR;CC;045000;Z01;3;35;0;0
U9420;SSNA;DS;SD0A65;Z01;33;134;0;0
U9420;SSNA;SF;S16019;Z01;124;846;0,72093023255814;4,9186046511628
U9420;SSNA;DA;AD0612;Z01;4;6;0;0
U9420;SSNA;LT;T14E59;Z01;21;0;0;0
U9420;SSNA;MD;SD0E33;Z01;150;67;0;0
U9418;SSNA;LA;A18029;Z01;1;7;0;0
U9418;SSNA;DS;SD048A;Z01;0;7;0;0
U9418;SSNA;SI;S16020;Z01;90;428;0,14925373134328;0,70978441127695
U9418;SSNA;LT;T18025;Z01;0;5;0;0
U9418;SSNA;LT;T12057;Z01;0;1;0;0
U9418;SSNA;LT;T16024;Z01;0;4;0;0
U9418;SSNA;MD;SD0E34;Z01;67;16;0;0
U9418;SSNA;LT;T13660;Z01;0;18;0;0
U9418;SSNA;SV;S16022;Z01;19;48;0;0
U9418;SSNA;LA;A13018;Z01;0;1;0;0
U9418;SSNA;MD;SD0036;Z01;62;18;0;0
U9418;SSNA;ST;S16021;Z01;11;35;0;0
U9418;SSNA;LT;T11008;Z01;0;1;0;0
U9418;SSNA;LT;T18027;Z01;4;0;0;0
U9418;SSNA;DP;PD0606;Z01;0;3;0;0
U9418;SSNA;DS;SD0A12;Z01;5;8;0;0
U9418;SSNA;DS;SD0A38;Z01;0;9;0;3
U9418;SSNA;SF;S16019;Z01;6;17;0,10344827586207;0,29310344827586
U9418;SSNA;LA;A12017;Z01;1;0;0;0
U9418;SSNA;SF;S18922;Z01;0;3;0;0
U9418;SSNA;ST;S18920;Z01;8;8;0;0
U9418;SSNA;DS;SD0E65;Z01;2;0;0;0
U9418;SSNA;MD;SD0035;Z01;324;462;0;0
U9418;SSNA;MV;SD0A73;Z01;1;0;0;0
U9418;SSNA;LA;A14005;Z01;1;16;0,019607843137255;0,31372549019608
U9418;SSNA;DS;SD0A65;Z01;0;16;0;0
U9418;SSNA;SV;S18921;Z01;0;17;0;0
U9418;SSNA;SI;S18023;Z01;16;50;0;0
U9418;SSNA;SI;S14E52;Z01;0;5;0;0
U9418;SSNA;LA;A16028;Z01;0;7;0;0
U9418;SSNA;MD;SD0E33;Z01;161;5;80,5;2,5
U9418;SSNA;MD;SD0597;Z01;0;1;0;0
U9418;SSNA;DA;AD0032;Z01;2;0;0;0
C4060;RALN;FP;0D0103;Z01;4;0;0;0
U9421;SSNA;MD;SD0E33;Z01;117;27;0;0
U9421;SSNA;LT;T13059;Z01;29;4;0;0
U9421;SSNA;DS;SD0483;Z01;0;29;0;0
U9421;SSNA;SI;S18023;Z01;1;129;0;0
U9421;SSNA;MD;SD0N34;Z01;10;0;0;0
U9421;SSNA;MD;SD0597;Z01;0;8;0;0
U9421;SSNA;DS;SD0A15;Z01;5;0;0;0
U9421;SSNA;LT;T18025;Z01;0;3;0;0
U9421;SSNA;LT;T14E59;Z01;17;0;0;0
U9421;SSNA;LA;A13018;Z01;1;5;0;0
U9421;SSNA;DS;SD0E38;Z01;2;0;0;0
U9421;SSNA;MD;SD0N33;Z01;18;0;0;0
U9421;SSNA;LA;A16028;Z01;6;39;0,28571428571429;1,8571428571429
U9421;SSNA;MD;SD0036;Z01;4;0;0;0
U9421;SSNA;DS;SD0604;Z01;1;0;0;0
U9421;SSNA;DS;SD0A38;Z01;0;8;0;0
U9421;SSNA;SV;S18921;Z01;0;7;0;0
U9421;SSNA;DS;SD0E12;Z01;0;2;0;0
U9421;SSNA;MV;SD0A73;Z01;21;19;0;0
U9421;SSNA;DS;SD0A12;Z01;1;6;0;0
U9421;SSNA;DS;SD0600;Z01;2;0;0;0
U9421;SSNA;DA;AD0612;Z01;0;13;0;0
U9421;SSNA;DA;AD0S31;Z01;0;8;0;0
U9421;SSNA;SV;S16022;Z01;37;55;0;0
U9421;SSNA;SI;S14E52;Z01;8;49;0;0
U9421;SSNA;LT;T16026;Z01;21;0;0;0
U9421;SSNA;ST;S18920;Z01;2;0;0;0
U9421;SSNA;DA;AD0032;Z01;3;0;0;0
U9421;SSNA;DP;PD0046;Z01;2;0;0;0
U9421;SSNA;LT;T14007;Z01;36;3;0;0
U9421;SSNA;MV;SD0E73;Z01;10;0;0;0
U9421;SSNA;SI;S16020;Z01;212;1718;0;0
U9421;SSNA;SF;S16019;Z01;22;119;0;0
U9421;SSNA;DS;SD0E65;Z01;0;7;0;0
U9421;SSNA;DS;SD0E15;Z01;10;0;0;0
U9421;SSNA;LT;T16024;Z01;0;2;0;0
U9421;SSNA;LT;T12057;Z01;4;34;0;0
U9421;SSNA;DS;SD0A65;Z01;3;63;0;0
U9421;SSNA;LT;T13660;Z01;37;284;0;0
U9421;SSNA;ST;S16021;Z01;51;115;0;0
U9421;SSNA;LA;A12017;Z01;2;13;0;0
U9421;SSNA;DP;PD0606;Z01;5;0;0;0
U9421;SSNA;DP;PD0A45;Z01;4;0;0;0
U9421;SSNA;MD;SD0E34;Z01;84;82;6,4615384615385;6,3076923076923
U9421;SSNA;LT;T11008;Z01;1;7;0;0
U9421;SSNA;MV;SD0E74;Z01;4;0;0;0
U9421;SSNA;LT;T12058;Z01;0;10;0;0
U9421;SSNA;LA;A18029;Z01;5;20;0;0
U9421;SSNA;SF;S18922;Z01;5;25;0;0
U9421;SSNA;MD;SD0035;Z01;354;442;4,0689655172414;5,0804597701149
U9421;SSNA;LA;A14005;Z01;7;43;0;0
Q9170;UNIV;CE;059000;Z01;1;0;0;0
Q9170;UNIV;CC;045000;Z01;5;0;0;0
Q9170;UNIV;CD;048000;Z01;0;3;0;0
Q9170;UNIV;CD;050000;Z01;6;0;0;0
Q9170;UNIV;CD;049000;Z01;1;8;0;0
Q9170;UNIV;CD;051000;Z01;1;0;0;0
Q9170;UNIV;CC;042000;Z01;0;1;0;0
Q9170;UNIV;CB;034000;Z01;2;0;0;0
U9422;SSNA;MV;SD0072;Z01;1;0;0;0
U9422;SSNA;MV;SD0A73;Z01;52;43;0;0
U9422;SSNA;DS;SD0E39;Z01;1;0;0;0
U9422;SSNA;LA;A16028;Z01;0;34;0;0
U9422;SSNA;DA;AD0A31;Z01;11;7;0;0
U9422;SSNA;LA;A12017;Z01;0;5;0;0
U9422;REFR;CC;043000;Z01;7;10;0;0
U9422;SSNA;DS;SD0A15;Z01;0;5;0;0
U9422;SSNA;SI;S14E52;Z01;3;9;0;0
U9422;REFR;CB;037000;Z01;0;1;0;0
U9422;SSNA;LT;T11008;Z01;0;2;0;0
U9422;SSNA;SI;S16020;Z01;66;608;0;0
U9422;SSNA;LT;T16024;Z01;0;28;0;0
U9422;SSNA;DS;SD0A65;Z01;31;61;1,6315789473684;3,2105263157895
U9422;SSNA;DP;PD0046;Z01;1;0;0;0
U9422;SSNA;SF;S16019;Z01;19;179;0;0
U9422;SSNA;LA;A14005;Z01;0;12;0;0
U9422;SSNA;DS;SD0064;Z01;17;0;0;0
U9422;REFR;CD;048000;Z01;0;4;0;0
U9422;REFR;CB;036000;Z01;0;3;0;0
U9422;SSNA;LT;T13660;Z01;5;65;0,060975609756098;0,79268292682927
U9422;SSNA;LT;T13059;Z01;2;0;0;0
U9422;SSNA;DS;SD0A12;Z01;0;2;0;0
U9422;SSNA;DS;SD0483;Z01;5;10;0;0
U9422;SSNA;MV;SD0E73;Z01;28;0;0;0
U9422;SSNA;MD;SD0E33;Z01;32;6;0;0
U9422;SSNA;DS;SD0A38;Z01;0;16;0;0
U9422;SSNA;SF;S18922;Z01;0;22;0;0
U9422;SSNA;DS;SD0E65;Z01;0;27;0;0
U9422;SSNA;LA;A18029;Z01;2;11;0;0
U9422;SSNA;SV;S18921;Z01;20;21;0;0
U9422;SSNA;ST;S16021;Z01;0;14;0;0
U9422;SSNA;LT;T16026;Z01;2;0;0;0
U9422;SSNA;DP;PD0010;Z01;0;1;0;0
U9422;SSNA;LT;T12057;Z01;3;0;0;0
U9422;REFR;CD;050000;Z01;0;5;0;0
U9422;SSNA;MD;SD0035;Z01;80;116;0;0
U9422;REFR;CB;038000;Z01;2;0;0;0
U9422;SSNA;SI;S18023;Z01;10;56;0;0
U9422;SSNA;SV;S16022;Z01;142;241;0;0
U9422;SSNA;MD;SD0E34;Z01;46;45;0;0
U10294;SSNA;MD;SD0E33;Z01;12;9;2;1,5
U10294;SSNA;DP;PD0A45;Z01;0;7;0;0
U10294;SSNA;DP;PD0046;Z01;0;6;0;0
U10294;SSNA;LT;T12058;Z01;1;14;0;0
U10294;SSNA;LT;T13660;Z01;99;322;0,32890365448505;1,0697674418605
U10294;SSNA;DP;PD0S45;Z01;5;0;0;0
U10294;SSNA;SF;S16019;Z01;56;285;0;0
U10294;SSNA;DS;SD0E41;Z01;4;0;0;0
U10294;SSNA;LA;A14005;Z01;17;78;0;0
U10294;SSNA;DS;SD0A38;Z01;0;12;0;0
U10294;SSNA;LT;T13059;Z01;30;2;0;0
U10294;SSNA;LT;T16026;Z01;23;13;7,6666666666667;4,3333333333333
