ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C1045;RALN;CD;0D1000;A31;0;1
AB10274;RALN;CD;0D1000;A41;1;0
C737;RALN;CD;0D1000;A23;0;1
D8341;RALN;CD;0D1000;A23;0;3
C7647;RALN;CD;0D1000;A30;1;0
C4088;RALN;CD;0D1000;A23;0;1
C7258;RALN;CD;0D1000;A24;1;0
C2958;RALN;CD;0D1000;A30;0;1
C763;RALN;CD;0D1000;A30;1;0
C3935;RALN;CD;0D1000;A23;0;1
ER10715;RALN;CD;0D1000;A41;1;0
P9067;RALN;CD;0D1000;A41;0;1
C6796;RALN;CD;0D1000;A23;0;1
C4091;RALN;CD;0D1000;A30;1;1
C1124;RALN;CD;0D1000;A23;1;0
UC9862;RALN;CD;0D1000;A30;0;7
C3569;RALN;CD;0D1000;A23;0;2
C3415;RALN;CD;0D1000;A23;1;1
C5221;RALN;CD;0D1000;A24;1;0
C2141;RALN;CD;0D1000;A30;0;1
C4091;RALN;CD;0D1000;A23;2;1
C6630;RALN;CD;0D1000;A23;2;1
C6461;RALN;CD;0D1000;A30;0;1
C4590;RALN;CD;0D1000;A23;0;1
C3925;RALN;CD;0D1000;A23;0;2
C6461;RALN;CD;0D1000;A23;1;1
C1647;RALN;CD;0D1000;A30;0;1
UC12752;RALN;CD;0D1000;A23;1;0
C7438;RALN;CD;0D1000;A23;0;1
C2205;RALN;CD;0D1000;A23;0;1
C6482;RALN;CD;0D1000;A23;2;2
C6125;RALN;CD;0D1000;A24;1;0
C6985;RALN;CD;0D1000;A23;1;0
C1526;RALN;CD;0D1000;A23;0;1
C4876;RALN;CD;0D1000;A30;0;1
CS9918;RALN;CD;0D1000;A35;0;1
C3362;RALN;CD;0D1000;A23;0;1
C6131;RALN;CD;0D1000;A24;1;0
CM9098;RALN;CD;0D1000;A41;1;0
C4069;RALN;CD;0D1000;A23;2;1
UC10383;RALN;CD;0D1000;A24;0;1
N10728;RALN;CD;0D1000;A41;0;1
C1723;RALN;CD;0D1000;A23;1;0
C6161;RALN;CD;0D1000;A30;1;0
C2569;RALN;CD;0D1000;A23;2;3
C3447;RALN;CD;0D1000;A30;1;1
C1276;RALN;CD;0D1000;A23;1;1
C4888;RALN;CD;0D1000;A29;0;2
C2889;RALN;CD;0D1000;A35;1;0
C2027;RALN;CD;0D1000;A23;0;1
C7141;RALN;CD;0D1000;A23;1;0
C5112;RALN;CD;0D1000;A41;0;1
C7274;RALN;CD;0D1000;A23;2;0
C8218;RALN;CD;0D1000;A23;0;1
C7216;RALN;CD;0D1000;A23;0;1
UC10492;RALN;CD;0D1000;A23;2;3
CS9918;RALN;CD;0D1000;A23;0;1
UC10492;RALN;CD;0D1000;A41;0;2
C6894;RALN;CD;0D1000;A23;0;1
UC10492;RALN;CD;0D1000;A30;0;1
D8325;RALN;CD;0D1000;A23;1;0
C6860;RALN;CD;0D1000;A23;1;0
C4125;RALN;CD;0D1000;A23;0;1
C1194;RALN;CD;0D1000;A23;0;1
C2091;RALN;CD;0D1000;A30;0;1
C4125;RALN;CD;0D1000;A41;0;2
C12241;RALN;CD;0D1000;A23;0;1
C1383;RALN;CD;0D1000;A23;0;1
UC12390;RALN;CD;0D1000;A23;1;0
UC10438;RALN;CD;0D1000;A30;1;0
C2199;RALN;CD;0D1000;A23;1;0
CS10168;RALN;CD;0D1000;A24;0;1
C278;RALN;CD;0D1000;A30;0;1
C5347;RALN;CD;0D1000;A23;1;0
C747;RALN;CD;0D1000;A23;1;8
C1724;RALN;CD;0D1000;A23;1;4
C6677;RALN;CD;0D1000;A30;0;1
C1824;RALN;CD;0D1000;A23;0;1
C4039;RALN;CD;0D1000;A30;0;1
C7255;RALN;CD;0D1000;A24;2;3
C7737;RALN;CD;0D1000;A23;0;1
C2381;RALN;CD;0D1000;A23;1;0
C5513;RALN;CD;0D1000;A23;1;3
C4269;RALN;CD;0D1000;A23;0;1
C1862;RALN;CD;0D1000;A23;1;0
C2857;RALN;CD;0D1000;A23;0;1
C8201;RALN;CD;0D1000;A23;0;1
C2319;RALN;CD;0D1000;A23;1;0
C3591;RALN;CD;0D1000;A30;0;1
UC10002;RALN;CD;0D1000;A24;1;0
C6839;RALN;CD;0D1000;A30;0;1
C5214;RALN;CD;0D1000;A23;1;0
C6839;RALN;CD;0D1000;A31;0;1
C1690;RALN;CD;0D1000;A23;4;4
C3441;RALN;CD;0D1000;A23;0;1
C2245;RALN;CD;0D1000;A23;0;1
C5038;RALN;CD;0D1000;A23;0;1
C2020;RALN;CD;0D1000;A23;0;1
C2020;RALN;CD;0D1000;A30;0;1
C4902;RALN;CD;0D1000;A23;2;0
C1847;RALN;CD;0D1000;A23;1;0
C6324;RALN;CD;0D1000;A23;1;1
UC8792;RALN;CD;0D1000;A30;1;0
C4834;RALN;CD;0D1000;A30;0;1
C4834;RALN;CD;0D1000;A24;1;0
IP10708;RALN;CD;0D1000;A23;1;1
C2861;RALN;CD;0D1000;A23;0;1
C6004;RALN;CD;0D1000;A23;3;0
C2861;RALN;CD;0D1000;A30;0;1
C6004;RALN;CD;0D1000;A30;0;1
PA118;RALN;CD;0D1000;A41;0;2
CS10093;RALN;CD;0D1000;A23;0;1
C606;RALN;CD;0D1000;A40;1;0
C4241;RALN;CD;0D1000;A23;1;0
CS10052;RALN;CD;0D1000;A41;0;2
C12296;RALN;CD;0D1000;A23;1;2
C2546;RALN;CD;0D1000;A23;1;0
C7907;RALN;CD;0D1000;A23;1;0
C2546;RALN;CD;0D1000;A30;1;2
C4792;RALN;CD;0D1000;A23;1;0
C7108;RALN;CD;0D1000;A23;0;4
C5243;RALN;CD;0D1000;A24;0;1
C2546;RALN;CD;0D1000;A31;0;1
C6555;RALN;CD;0D1000;A23;1;0
C5346;RALN;CD;0D1000;A23;0;3
C1632;RALN;CD;0D1000;A23;1;0
CS10308;RALN;CD;0D1000;A23;0;2
C3924;RALN;CD;0D1000;A30;1;3
C2768;RALN;CD;0D1000;A41;1;0
C12886;RALN;CD;0D1000;A30;0;1
C1264;RALN;CD;0D1000;A30;0;1
C3857;RALN;CD;0D1000;A23;2;0
C3104;RALN;CD;0D1000;A30;1;0
C3115;RALN;CD;0D1000;A23;1;4
C1879;RALN;CD;0D1000;A23;1;0
C5615;RALN;CD;0D1000;A23;0;2
C5415;RALN;CD;0D1000;A23;1;0
C2511;RALN;CD;0D1000;A30;1;0
C3038;RALN;CD;0D1000;A23;1;0
C4598;RALN;CD;0D1000;A23;0;1
C2607;RALN;CD;0D1000;A23;0;1
C12886;RALN;CD;0D1000;A23;1;0
C6313;RALN;CD;0D1000;A30;0;1
C6313;RALN;CD;0D1000;A23;1;0
C3203;RALN;CD;0D1000;A23;0;2
C5339;RALN;CD;0D1000;A23;1;1
C4877;RALN;CD;0D1000;A24;1;1
AB10246;RALN;CD;0D1000;A41;2;2
C678;RALN;CD;0D1000;A23;1;0
C4566;RALN;CD;0D1000;A23;0;1
C5510;RALN;CD;0D1000;A23;0;1
C270;RALN;CD;0D1000;A24;1;0
C2220;RALN;CD;0D1000;A23;0;1
ER11898;RALN;CD;0D1000;A23;3;1
N8882;RALN;CD;0D1000;A23;0;1
C4492;RALN;CD;0D1000;A24;1;0
C4601;RALN;CD;0D1000;A24;0;1
C4492;RALN;CD;0D1000;A41;0;1
C4009;RALN;CD;0D1000;A31;1;0
UC12346;RALN;CD;0D1000;A23;0;1
C838;RALN;CD;0D1000;A30;1;0
C7359;RALN;CD;0D1000;A23;1;0
C3122;RALN;CD;0D1000;A23;0;2
CS10373;RALN;CD;0D1000;A23;1;2
C8097;RALN;CD;0D1000;A30;1;0
C8134;RALN;CD;0D1000;A23;0;1
C665;RALN;CD;0D1000;A23;0;1
C5715;RALN;CD;0D1000;A41;0;6
C2044;RALN;CD;0D1000;A23;0;1
C3057;RALN;CD;0D1000;A30;0;1
C386;RALN;CD;0D1000;A23;0;2
C397;RALN;CD;0D1000;A23;0;1
C3672;RALN;CD;0D1000;A28;0;1
C6162;RALN;CD;0D1000;A24;1;0
C1627;RALN;CD;0D1000;A23;2;0
C4725;RALN;CD;0D1000;A23;0;1
C684;RALN;CD;0D1000;A24;1;0
C2481;RALN;CD;0D1000;A23;0;1
C7892;RALN;CD;0D1000;A41;2;13
UC9974;RALN;CD;0D1000;A23;0;1
UC10890;RALN;CD;0D1000;A30;0;3
ER9953;RALN;CD;0D1000;A30;2;1
ER9953;RALN;CD;0D1000;A23;1;0
C5258;RALN;CD;0D1000;A23;0;1
C7892;RALN;CD;0D1000;A23;1;0
C2285;RALN;CD;0D1000;A23;0;2
C5964;RALN;CD;0D1000;A23;0;1
C6993;RALN;CD;0D1000;A30;0;1
C1991;RALN;CD;0D1000;A30;0;1
C8004;RALN;CD;0D1000;A23;0;1
CS10373;RALN;CD;0D1000;A30;0;2
C6314;RALN;CD;0D1000;A23;0;1
C4223;RALN;CD;0D1000;A24;1;0
ER10477;RALN;CD;0D1000;A23;1;1
C1237;RALN;CD;0D1000;A30;0;1
C5085;RALN;CD;0D1000;A23;0;1
C2903;RALN;CD;0D1000;A23;1;0
UC11070;RALN;CD;0D1000;A23;0;1
C3122;RALN;CD;0D1000;A30;0;1
C622;RALN;CD;0D1000;A23;0;1
C5240;RALN;CD;0D1000;A23;0;1
C6613;RALN;CD;0D1000;A23;2;1
C1514;RALN;CD;0D1000;A30;0;1
C4406;RALN;CD;0D1000;A23;0;1
C1682;RALN;CD;0D1000;A23;1;0
C1967;RALN;CD;0D1000;A30;0;1
UC12389;RALN;CD;0D1000;A30;0;1
C7172;RALN;CD;0D1000;A23;0;2
C5475;RALN;CD;0D1000;A23;0;2
C2506;RALN;CD;0D1000;A23;1;0
C5587;RALN;CD;0D1000;A30;1;0
C4829;RALN;CD;0D1000;A30;1;0
UC11826;RALN;CD;0D1000;A23;1;0
C4609;RALN;CD;0D1000;A23;0;2
C6044;RALN;CD;0D1000;A24;0;1
C1533;RALN;CD;0D1000;A23;1;0
C5097;RALN;CD;0D1000;A23;0;1
CM12343;RALN;CD;0D1000;A41;4;15
C4351;RALN;CD;0D1000;A24;1;0
C6169;RALN;CD;0D1000;A24;1;0
C8199;RALN;CD;0D1000;A23;0;1
PA112;RALN;CD;0D1000;A23;1;0
C7631;RALN;CD;0D1000;A30;2;2
C4124;RALN;CD;0D1000;A30;0;1
C490;RALN;CD;0D1000;A24;2;0
C402;RALN;CD;0D1000;A24;1;0
C4486;RALN;CD;0D1000;A40;0;1
C7631;RALN;CD;0D1000;A41;0;1
C4208;RALN;CD;0D1000;A23;0;1
C7631;RALN;CD;0D1000;A23;0;1
C7283;RALN;CD;0D1000;A24;1;0
C7913;RALN;CD;0D1000;A24;0;1
C3766;RALN;CD;0D1000;A23;0;2
C5340;RALN;CD;0D1000;A31;1;0
C1625;RALN;CD;0D1000;A23;1;0
C5990;RALN;CD;0D1000;A23;0;1
ER12606;RALN;CD;0D1000;A23;2;0
CS9922;RALN;CD;0D1000;A23;1;0
C3766;RALN;CD;0D1000;A30;0;1
C2057;RALN;CD;0D1000;A24;1;0
C913;RALN;CD;0D1000;A30;1;0
C5917;RALN;CD;0D1000;A27;1;5
C1238;RALN;CD;0D1000;A27;0;1
C2581;RALN;CD;0D1000;A23;0;1
C7297;RALN;CD;0D1000;A23;0;1
CM9114;RALN;CD;0D1000;A23;2;2
C2581;RALN;CD;0D1000;A24;1;0
C1625;RALN;CD;0D1000;A30;1;0
ER10457;RALN;CD;0D1000;A30;1;0
C7877;RALN;CD;0D1000;A23;1;4
UC10663;RALN;CD;0D1000;A23;0;1
C1671;RALN;CD;0D1000;A23;1;0
UC10583;RALN;CD;0D1000;A23;1;5
C2462;RALN;CD;0D1000;A23;0;1
C4878;RALN;CD;0D1000;A24;2;0
C6884;RALN;CD;0D1000;A23;1;1
C5423;RALN;CD;0D1000;A23;1;0
C4878;RALN;CD;0D1000;A41;0;1
C3422;RALN;CD;0D1000;A23;0;1
C7700;RALN;CD;0D1000;A23;0;1
C6764;RALN;CD;0D1000;A23;1;1
UC10645;RALN;CD;0D1000;A23;0;1
C3952;RALN;CD;0D1000;A24;0;1
C7378;RALN;CD;0D1000;A23;1;0
IP10600;RALN;CD;0D1000;A23;0;1
C1874;RALN;CD;0D1000;A24;2;0
C7398;RALN;CD;0D1000;A23;0;1
C452;RALN;CD;0D1000;A23;1;1
C6395;RALN;CD;0D1000;A30;1;0
C5945;RALN;CD;0D1000;A23;0;1
C4246;RALN;CD;0D1000;A23;1;0
IP10641;RALN;CD;0D1000;A23;0;1
IP10580;RALN;CD;0D1000;A23;1;4
C2282;RALN;CD;0D1000;A23;1;1
C3262;RALN;CD;0D1000;A23;0;1
C3868;RALN;CD;0D1000;A23;0;1
C7098;RALN;CD;0D1000;A23;0;3
C3262;RALN;CD;0D1000;A30;1;0
C4724;RALN;CD;0D1000;A23;0;1
C7098;RALN;CD;0D1000;A30;1;0
C6442;RALN;CD;0D1000;A23;0;1
C452;RALN;CD;0D1000;A24;0;1
C2021;RALN;CD;0D1000;A23;0;1
P10790;RALN;CD;0D1000;A24;1;1
UC12336;RALN;CD;0D1000;A24;0;1
C5032;RALN;CD;0D1000;A23;0;1
C1091;RALN;CD;0D1000;A30;0;1
C7874;RALN;CD;0D1000;A24;1;0
C7709;RALN;CD;0D1000;A23;0;1
C2109;RALN;CD;0D1000;A23;0;1
C9911;RALN;CD;0D1000;A23;0;1
C4347;RALN;CD;0D1000;A30;1;2
C4910;RALN;CD;0D1000;A24;1;1
C4347;RALN;CD;0D1000;A23;2;4
C7002;RALN;CD;0D1000;A30;0;1
C1995;RALN;CD;0D1000;A23;1;2
R9193;RALN;CD;0D1000;A30;1;1
C5699;RALN;CD;0D1000;A30;0;1
C7657;RALN;CD;0D1000;A23;0;1
C2690;RALN;CD;0D1000;A23;2;3
C2690;RALN;CD;0D1000;A41;2;6
C5630;RALN;CD;0D1000;A23;1;0
C4097;RALN;CD;0D1000;A23;0;1
C5075;RALN;CD;0D1000;A23;0;1
C5518;RALN;CD;0D1000;A30;0;1
C7982;RALN;CD;0D1000;A23;1;0
C2399;RALN;CD;0D1000;A23;0;2
C6345;RALN;CD;0D1000;A23;1;0
C4841;RALN;CD;0D1000;A23;0;1
C4963;RALN;CD;0D1000;A30;0;1
C1345;RALN;CD;0D1000;A24;1;1
C6693;RALN;CD;0D1000;A23;2;0
C3684;RALN;CD;0D1000;A23;0;1
C2079;RALN;CD;0D1000;A23;1;0
C7533;RALN;CD;0D1000;A30;0;1
PA11792;RALN;CD;0D1000;A24;1;0
C6624;RALN;CD;0D1000;A24;1;0
C2989;RALN;CD;0D1000;A23;2;4
C2989;RALN;CD;0D1000;A30;0;2
C7984;RALN;CD;0D1000;A30;1;0
C5016;RALN;CD;0D1000;A23;1;1
C2572;RALN;CD;0D1000;A23;0;1
C6647;RALN;CD;0D1000;A30;1;0
C6540;RALN;CD;0D1000;A23;1;0
ER12885;RALN;CD;0D1000;A41;5;31
C7405;RALN;CD;0D1000;A23;0;1
C7596;RALN;CD;0D1000;A23;0;1
IP10709;RALN;CD;0D1000;A23;0;1
C6308;RALN;CD;0D1000;A30;0;1
ER12885;RALN;CD;0D1000;A30;0;3
C4621;RALN;CD;0D1000;A23;1;0
C5058;RALN;CD;0D1000;A23;0;1
ER12885;RALN;CD;0D1000;A23;4;2
C4175;RALN;CD;0D1000;A23;1;0
C7071;RALN;CD;0D1000;A30;0;1
C4175;RALN;CD;0D1000;A24;0;1
C7999;RALN;CD;0D1000;A24;0;1
C2905;RALN;CD;0D1000;A23;1;0
C7349;RALN;CD;0D1000;A31;0;2
P9039;RALN;CD;0D1000;A23;2;0
C4175;RALN;CD;0D1000;A30;0;1
CS9920;RALN;CD;0D1000;A23;0;1
CS9920;RALN;CD;0D1000;A30;0;1
C4703;RALN;CD;0D1000;A23;1;1
C1307;RALN;CD;0D1000;A23;0;1
UC10031;RALN;CD;0D1000;A35;1;0
C1986;RALN;CD;0D1000;A23;1;0
C3162;RALN;CD;0D1000;A23;0;1
R9191;RALN;CD;0D1000;A30;7;5
C1584;RALN;CD;0D1000;A23;1;0
C2762;RALN;CD;0D1000;A35;0;1
C2128;RALN;CD;0D1000;A30;1;0
ER12738;RALN;CD;0D1000;A30;6;34
UC10316;RALN;CD;0D1000;A23;2;0
ER12738;RALN;CD;0D1000;A41;0;2
C7010;RALN;CD;0D1000;A23;0;2
C4493;RALN;CD;0D1000;A23;0;1
C4111;RALN;CD;0D1000;A23;0;1
C2841;RALN;CD;0D1000;A30;0;1
C8109;RALN;CD;0D1000;A23;1;2
C725;RALN;CD;0D1000;A23;0;1
C609;RALN;CD;0D1000;A23;1;0
C1485;RALN;CD;0D1000;A23;1;0
C4563;RALN;CD;0D1000;A24;0;1
C5617;RALN;CD;0D1000;A41;0;1
C5617;RALN;CD;0D1000;A24;0;1
C2928;RALN;CD;0D1000;A23;1;3
R9192;RALN;CD;0D1000;A30;32;67
IP10579;RALN;CD;0D1000;A23;0;12
C1968;RALN;CD;0D1000;A23;1;0
C2982;RALN;CD;0D1000;A24;0;1
C7096;RALN;CD;0D1000;A23;0;1
C528;RALN;CD;0D1000;A23;2;1
C834;RALN;CD;0D1000;A24;0;1
C4167;RALN;CD;0D1000;A31;0;1
C528;RALN;CD;0D1000;A41;0;1
C3711;RALN;CD;0D1000;A23;0;1
C6452;RALN;CD;0D1000;A30;1;0
C528;RALN;CD;0D1000;A31;0;1
C4919;RALN;CD;0D1000;A30;1;0
C5773;RALN;CD;0D1000;A23;0;1
P9111;RALN;CD;0D1000;A23;0;1
C3143;RALN;CD;0D1000;A24;0;1
C4066;RALN;CD;0D1000;A23;0;1
UC10643;RALN;CD;0D1000;A23;1;2
C7174;RALN;CD;0D1000;A23;0;3
C7174;RALN;CD;0D1000;A30;0;1
C2249;RALN;CD;0D1000;A24;0;2
C744;RALN;CD;0D1000;A30;1;0
C6606;RALN;CD;0D1000;A23;1;0
C744;RALN;CD;0D1000;A23;0;1
UC12257;RALN;CD;0D1000;A41;1;3
C1869;RALN;CD;0D1000;A23;2;0
C2636;RALN;CD;0D1000;A30;0;1
C1145;RALN;CD;0D1000;A41;1;3
C2217;RALN;CD;0D1000;A30;1;1
IP10639;RALN;CD;0D1000;A23;0;10
C849;RALN;CD;0D1000;A24;1;4
C2249;RALN;CD;0D1000;A30;1;0
C2217;RALN;CD;0D1000;A23;0;1
C2560;RALN;CD;0D1000;A30;0;1
C6097;RALN;CD;0D1000;A24;1;0
C2077;RALN;CD;0D1000;A23;0;2
C2077;RALN;CD;0D1000;A30;2;0
C7084;RALN;CD;0D1000;A30;0;1
C3621;RALN;CD;0D1000;A23;0;2
C3630;RALN;CD;0D1000;A23;1;0
C3621;RALN;CD;0D1000;A41;0;1
P9047;RALN;CD;0D1000;A23;0;1
UC10583;RALN;CD;0D1000;A24;0;1
C7538;RALN;CD;0D1000;A23;0;1
UC10583;RALN;CD;0D1000;A30;0;7
C2113;RALN;CD;0D1000;A24;1;0
C3209;RALN;CD;0D1000;A31;0;1
PA11069;RALN;CD;0D1000;A23;0;1
UC12466;RALN;CD;0D1000;A23;0;1
ER10689;RALN;CD;0D1000;A23;0;1
C7084;RALN;CD;0D1000;A23;0;1
C2657;RALN;CD;0D1000;A23;0;1
C2726;RALN;CD;0D1000;A23;1;0
C359;RALN;CD;0D1000;A23;1;3
C2474;RALN;CD;0D1000;A23;2;2
UC12248;RALN;CD;0D1000;A23;1;0
C2813;RALN;CD;0D1000;A30;1;0
C7402;RALN;CD;0D1000;A23;1;1
C474;RALN;CD;0D1000;A30;0;1
C2298;RALN;CD;0D1000;A30;1;0
C2758;RALN;CD;0D1000;A23;0;1
C3079;RALN;CD;0D1000;A30;0;1
CS9936;RALN;CD;0D1000;A23;2;0
C7725;RALN;CD;0D1000;A23;2;1
C3079;RALN;CD;0D1000;A23;0;2
C1303;RALN;CD;0D1000;A24;0;1
C2484;RALN;CD;0D1000;A23;0;1
C6071;RALN;CD;0D1000;A23;1;0
C924;RALN;CD;0D1000;A23;1;2
C6479;RALN;CD;0D1000;A30;0;1
C7650;RALN;CD;0D1000;A23;0;1
C924;RALN;CD;0D1000;A30;0;2
C2249;RALN;CD;0D1000;A23;0;6
C1081;RALN;CD;0D1000;A23;0;1
C7608;RALN;CD;0D1000;A30;1;0
C1630;RALN;CD;0D1000;A23;1;0
C8005;RALN;CD;0D1000;A23;0;1
C213;RALN;CD;0D1000;A24;0;1
C6296;RALN;CD;0D1000;A30;2;3
C5719;RALN;CD;0D1000;A30;1;0
IP10537;RALN;CD;0D1000;A30;0;2
C6200;RALN;CD;0D1000;A24;0;1
C3862;RALN;CD;0D1000;A24;1;1
C8005;RALN;CD;0D1000;A30;0;1
P9030;RALN;CD;0D1000;A41;0;1
R9209;RALN;CD;0D1000;A30;0;1
C1095;RALN;CD;0D1000;A23;0;1
UC10954;RALN;CD;0D1000;A23;0;1
R9209;RALN;CD;0D1000;A23;25;48
R9209;RALN;CD;0D1000;A24;2;0
C2567;RALN;CD;0D1000;A23;1;0
R9209;RALN;CD;0D1000;A27;9;20
C2567;RALN;CD;0D1000;A24;0;1
C6008;RALN;CD;0D1000;A30;1;0
C6830;RALN;CD;0D1000;A23;0;1
C3647;RALN;CD;0D1000;A30;0;1
C6008;RALN;CD;0D1000;A40;0;1
UC12488;RALN;CD;0D1000;A30;0;1
C3610;RALN;CD;0D1000;A30;0;1
C253;RALN;CD;0D1000;A23;0;1
C7417;RALN;CD;0D1000;A23;1;0
C5136;RALN;CD;0D1000;A23;1;0
C4642;RALN;CD;0D1000;A30;0;1
C4642;RALN;CD;0D1000;A23;0;1
C7187;RALN;CD;0D1000;A30;0;1
IP11847;RALN;CD;0D1000;A23;0;4
C5411;RALN;CD;0D1000;A23;0;1
C1081;RALN;CD;0D1000;A30;1;0
C6253;RALN;CD;0D1000;A24;1;0
C2408;RALN;CD;0D1000;A23;1;0
C1701;RALN;CD;0D1000;A23;1;1
C10950;RALN;CD;0D1000;A23;1;0
C1701;RALN;CD;0D1000;A41;0;1
C3736;RALN;CD;0D1000;A23;0;1
C7729;RALN;CD;0D1000;A24;1;0
C4051;RALN;CD;0D1000;A23;0;2
C2827;RALN;CD;0D1000;A30;1;0
C3489;RALN;CD;0D1000;A23;1;0
C5858;RALN;CD;0D1000;A30;1;0
C3703;RALN;CD;0D1000;A30;0;1
C2902;RALN;CD;0D1000;A30;0;3
IP10120;RALN;CD;0D1000;A23;0;1
C2902;RALN;CD;0D1000;A24;1;1
C1352;RALN;CD;0D1000;A23;0;1
C7076;RALN;CD;0D1000;A23;1;1
C2539;RALN;CD;0D1000;A23;0;1
C5909;RALN;CD;0D1000;A31;0;1
C4998;RALN;CD;0D1000;A23;0;1
C7204;RALN;CD;0D1000;A30;0;1
C7522;RALN;CD;0D1000;A30;0;1
C3780;RALN;CD;0D1000;A23;1;0
C3473;RALN;CD;0D1000;A23;1;0
ER12889;RALN;CD;0D1000;A30;2;7
C7985;RALN;CD;0D1000;A23;0;1
IP10120;RALN;CD;0D1000;A41;1;2
CS11071;RALN;CD;0D1000;A23;0;1
C6876;RALN;CD;0D1000;A23;6;6
C2064;RALN;CD;0D1000;A29;1;1
UC12247;RALN;CD;0D1000;A31;0;1
