ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
LS11930;LS13;LI;0000ND;C25;1;0
LS11930;LS13;LI;0000ND;C21;1;0
LS12152;LS13;LI;0000ND;C21;0;1
LS12054;LS13;LI;0000ND;C01;0;1
LS12445;LS13;LI;0000ND;C03;1;0
LS12054;LS13;LI;0000ND;C25;0;1
LS12054;LS13;LI;0000ND;C99;3;0
LS12190;LS13;LI;0000ND;C99;3;1
LS12092;LS13;LI;0000ND;C03;0;1
LS12093;LS13;LI;0000ND;C18;2;5
LS8525;LS13;LI;0000ND;C01;2;1
LS12190;LS13;LI;0000ND;C01;2;0
LS12019;LS13;LI;0000ND;C03;1;0
LS12054;LS13;LI;0000ND;C03;3;0
CS12590;LS13;LI;0000ND;C21;1;1
LS11975;LS13;LI;0000ND;C03;10;2
LS11981;LS13;LI;0000ND;C18;0;2
LS11981;LS13;LI;0000ND;C03;0;3
LS12158;LS13;LI;0000ND;C21;2;0
LS12121;LS13;LI;0000ND;C25;1;0
LS12318;LS13;LI;0000ND;C21;1;0
LS12068;LS13;LI;0000ND;C03;2;0
LS12201;LS13;LI;0000ND;C01;1;0
LS12121;LS13;LI;0000ND;C21;1;4
LS12009;LS13;LI;0000ND;C99;0;1
LS12158;LS13;LI;0000ND;C01;1;0
LS12997;LS13;LI;0000ND;C03;4;1
LS11965;LS13;LI;0000ND;C99;0;1
LS12193;LS13;LI;0000ND;C03;1;0
LS11936;LS13;LI;0000ND;C99;2;0
LS13048;LS13;LI;0000ND;C21;2;6
LS11932;LS13;LI;0000ND;C21;2;1
LS12022;LS13;LI;0000ND;C03;1;0
LS12063;LS13;LI;0000ND;C03;2;1
LS12154;LS13;LI;0000ND;C99;0;1
LS11933;LS13;LI;0000ND;C99;0;1
LS11932;LS13;LI;0000ND;C99;6;3
LS12411;LS13;LI;0000ND;C99;1;0
LS11923;LS13;LI;0000ND;C25;2;0
LS11923;LS13;LI;0000ND;C99;1;0
LS12129;LS13;LI;0000ND;C03;0;1
LS13137;LS13;LI;0000ND;C03;1;0
LS13048;LS13;LI;0000ND;C03;4;2
LS12185;LS13;LI;0000ND;C01;0;1
LS12189;LS13;LI;0000ND;C03;0;2
LS12195;LS13;LI;0000ND;C03;1;0
LS12063;LS13;LI;0000ND;C99;0;1
LS11937;LS13;LI;0000ND;C03;5;0
LS12185;LS13;LI;0000ND;C21;1;0
LS11936;LS13;LI;0000ND;C03;0;3
FS12186;LS13;LI;0000ND;C01;5;1
FS12186;LS13;LI;0000ND;C03;11;13
LS12171;LS13;LI;0000ND;C99;1;0
LS12461;LS13;LI;0000ND;C18;987;53
FS12186;LS13;LI;0000ND;C18;1;1
LS11963;LS13;LI;0000ND;C99;0;2
LS13098;LS13;LI;0000ND;C03;1;0
LS11995;LS13;LI;0000ND;C18;12;4
FS12186;LS13;LI;0000ND;C99;2;0
LS11998;LS13;LI;0000ND;C03;1;0
LS11963;LS13;LI;0000ND;C01;0;1
FS12186;LS13;LI;0000ND;C21;0;1
LS12297;LS13;LI;0000ND;C25;0;1
LS12307;LS13;LI;0000ND;C99;8;3
LS11953;LS13;LI;0000ND;C03;7;0
LS12297;LS13;LI;0000ND;C01;5;0
LS12297;LS13;LI;0000ND;C03;3;0
LS11953;LS13;LI;0000ND;C01;22;1
LS12064;LS13;LI;0000ND;C03;1;0
LS12064;LS13;LI;0000ND;C99;1;0
LS12297;LS13;LI;0000ND;C99;10;12
LS12027;LS13;LI;0000ND;C03;3;0
LS12027;LS13;LI;0000ND;C99;0;1
LS12189;LS13;LI;0000ND;C99;2;3
LS12050;LS13;LI;0000ND;C01;8;2
LS12050;LS13;LI;0000ND;C21;1;0
LS12050;LS13;LI;0000ND;C99;2;3
LS12836;LS13;LI;0000ND;C25;8;0
LS12191;LS13;LI;0000ND;C99;2;2
LS12070;LS13;LI;0000ND;C01;2;0
LS12070;LS13;LI;0000ND;C03;1;0
LS11960;LS13;LI;0000ND;C03;0;2
LS12007;LS13;LI;0000ND;C25;1;0
LS12040;LS13;LI;0000ND;C21;0;2
LS11960;LS13;LI;0000ND;C99;0;1
LS11980;LS13;LI;0000ND;C03;1;0
LS12062;LS13;LI;0000ND;C03;1;0
LS11983;LS13;LI;0000ND;C01;1;0
LS11980;LS13;LI;0000ND;C25;0;1
LS12062;LS13;LI;0000ND;C99;0;1
LS12821;LS13;LI;0000ND;C03;0;1
LS12805;LS13;LI;0000ND;C99;1;0
LS12805;LS13;LI;0000ND;C03;1;0
LS11938;LS13;LI;0000ND;C99;0;1
LS12293;LS13;LI;0000ND;C03;3;1
LS12293;LS13;LI;0000ND;C21;3;5
LS12160;LS13;LI;0000ND;C25;1;0
LS12298;LS13;LI;0000ND;C21;5;1
LS12298;LS13;LI;0000ND;C25;0;1
LS12298;LS13;LI;0000ND;C01;2;0
LS12102;LS13;LI;0000ND;C21;0;1
LS12077;LS13;LI;0000ND;C21;0;1
LS12167;LS13;LI;0000ND;C01;0;1
LS12836;LS13;LI;0000ND;C21;8;3
LS12836;LS13;LI;0000ND;C99;10;0
LS11942;LS13;LI;0000ND;C99;14;2
LS12836;LS13;LI;0000ND;C03;3;3
LS12836;LS13;LI;0000ND;C01;4;0
LS12192;LS13;LI;0000ND;C03;1;0
LS12007;LS13;LI;0000ND;C99;1;0
LS12815;LS13;LI;0000ND;C01;0;1
LS12815;LS13;LI;0000ND;C03;12;1
LS12133;LS13;LI;0000ND;C03;8;0
LS11929;LS13;LI;0000ND;C21;0;1
LS12815;LS13;LI;0000ND;C18;0;1
LS12155;LS13;LI;0000ND;C99;1;0
LS12192;LS13;LI;0000ND;C01;1;1
LS11938;LS13;LI;0000ND;C03;2;0
LS11987;LS13;LI;0000ND;C18;0;1
LS12815;LS13;LI;0000ND;C99;1;2
LS11994;LS13;LI;0000ND;C03;2;1
LS12161;LS13;LI;0000ND;C03;8;1
LS12188;LS13;LI;0000ND;C99;1;0
LS12051;LS13;LI;0000ND;C01;1;1
LS12188;LS13;LI;0000ND;C03;1;0
LS12053;LS13;LI;0000ND;C03;1;3
LS12161;LS13;LI;0000ND;C99;16;2
LS12053;LS13;LI;0000ND;C21;2;1
LS13104;LS13;LI;0000ND;C99;0;1
LS12069;LS13;LI;0000ND;C03;1;0
LS12055;LS13;LI;0000ND;C99;4;0
LS12055;LS13;LI;0000ND;C01;3;1
LS11928;LS13;LI;0000ND;C03;1;0
LS13076;LS13;LI;0000ND;C21;1;0
LS11928;LS13;LI;0000ND;C21;2;1
LS11990;LS13;LI;0000ND;C01;0;1
LS12053;LS13;LI;0000ND;C01;3;0
LS11999;LS13;LI;0000ND;C18;3;1
LS12051;LS13;LI;0000ND;C03;1;2
LS12197;LS13;LI;0000ND;C03;0;1
LS11972;LS13;LI;0000ND;C25;1;0
LS58;LS13;LI;0000ND;C03;181;23
LS58;LS13;LI;0000ND;C99;23;5
LS58;LS13;LI;0000ND;C01;76;10
LS12056;LS13;LI;0000ND;C01;3;0
LS12049;LS13;LI;0000ND;C03;8;4
IP12431;LS13;LI;0000ND;C03;0;2
LS58;LS13;LI;0000ND;C25;2;1
LS12140;LS13;LI;0000ND;C03;0;2
LS12049;LS13;LI;0000ND;C25;3;1
LS12197;LS13;LI;0000ND;C21;3;6
LS12197;LS13;LI;0000ND;C01;2;0
LS12049;LS13;LI;0000ND;C01;11;7
LS12049;LS13;LI;0000ND;C21;2;0
LS12915;LS13;LI;0000ND;C03;3;0
LS12051;LS13;LI;0000ND;C21;1;0
LS12061;LS13;LI;0000ND;C03;1;0
LS12197;LS13;LI;0000ND;C18;1;0
LS11972;LS13;LI;0000ND;C03;0;1
LS12172;LS13;LI;0000ND;C18;18;39
ER12545;LS13;LI;0000ND;C03;0;1
LS12049;LS13;LI;0000ND;C99;0;2
LS12170;LS13;LI;0000ND;C99;2;1
LS11988;LS13;LI;0000ND;C01;4;0
LS11988;LS13;LI;0000ND;C03;1;0
ER12545;LS13;LI;0000ND;C19;0;1
LS13076;LS13;LI;0000ND;C19;0;1
LS12138;LS13;LI;0000ND;C99;0;1
LS13076;LS13;LI;0000ND;C99;1;0
LS11990;LS13;LI;0000ND;C03;1;0
LS11990;LS13;LI;0000ND;C99;1;0
LS11979;LS13;LI;0000ND;C99;1;2
Q9141;UNIV;AL;000676;C01;0;2
Q9162;UNIV;AL;000676;C01;0;1
Q9142;UNIV;AL;000676;C99;1;0
Q9142;UNIV;AL;000676;C21;0;1
Q9146;UNIV;AL;000676;C01;0;1
Q9166;UNIV;AL;000676;C03;1;0
Q9180;UNIV;AL;000676;C99;1;0
Q9176;UNIV;AL;000676;C99;0;1
Q9144;UNIV;AL;000676;C01;0;1
Q9167;UNIV;AL;000676;C99;0;1
Q9161;UNIV;AL;000676;C01;0;2
Q9132;UNIV;AL;000676;C01;0;1
Q9166;UNIV;AL;000676;C01;1;0
Q9164;UNIV;AL;000676;C03;0;2
Q9163;UNIV;AL;000676;C01;1;0
Q9180;UNIV;AL;000676;C03;0;1
Q9131;UNIV;AL;000676;C01;1;0
Q9137;UNIV;AL;000676;C01;1;0
Q9152;UNIV;AL;000676;C01;0;1
Q9159;UNIV;AL;000676;C21;0;1
Q9144;UNIV;AL;000676;C99;0;2
Q9135;UNIV;AL;000676;C01;1;0
Q9149;UNIV;AL;000676;C01;1;1
Q9141;UNIV;AL;000676;C99;0;1
Q9151;UNIV;AL;000676;C01;0;3
Q9128;UNIV;AL;000676;C03;0;1
Q9163;UNIV;AL;000676;C99;0;1
Q9147;UNIV;AL;000676;C03;3;0
Q9160;UNIV;AL;000676;C99;1;0
Q9151;UNIV;AL;000676;C03;1;0
Q9189;UNIV;AL;000676;C01;1;0
Q9168;UNIV;AL;000676;C01;1;0
Q9158;UNIV;AL;000676;C01;4;0
Q9130;UNIV;AL;000676;C01;0;3
Q9137;UNIV;AL;000676;C03;0;1
Q9151;UNIV;AL;000676;C21;1;0
Q9174;UNIV;CE;063000;C03;0;2
Q9158;UNIV;CE;063000;C03;2;1
Q9147;UNIV;CE;063000;C01;1;1
Q9128;UNIV;CE;063000;C01;1;0
Q9146;UNIV;CE;063000;C21;1;0
Q9152;UNIV;CE;063000;C01;1;0
Q9157;UNIV;CE;063000;C01;1;0
Q9158;UNIV;CE;063000;C01;1;5
Q9182;UNIV;CE;063000;C01;0;1
Q9139;UNIV;CE;063000;C21;1;0
Q9141;UNIV;CE;063000;C01;0;1
Q9162;UNIV;CE;063000;C01;1;0
Q9150;UNIV;CE;063000;C01;0;1
Q9178;UNIV;CE;063000;C19;1;0
Q9163;UNIV;CE;063000;C03;0;1
Q9159;UNIV;CE;062000;C01;2;0
Q9152;UNIV;CE;062000;C03;0;1
Q9150;UNIV;CE;062000;C03;0;2
Q9176;UNIV;CE;062000;C03;0;1
Q9146;UNIV;CE;062000;C21;0;1
Q9154;UNIV;CE;062000;C21;1;0
Q9150;UNIV;CE;062000;C01;0;1
Q9151;UNIV;CE;062000;C99;0;1
Q9141;UNIV;CE;062000;C21;1;3
Q9167;UNIV;CE;062000;C21;0;1
Q9165;UNIV;CE;062000;C03;1;0
Q9147;UNIV;CE;062000;C01;1;0
Q9154;UNIV;CE;062000;C01;1;0
Q9151;UNIV;CE;062000;C01;0;1
Q9149;UNIV;CE;062000;C21;2;4
Q9177;UNIV;CE;062000;C21;1;1
IR9963;UNIV;CE;062000;C01;2;0
Q9149;UNIV;CE;062000;C03;1;0
Q9158;UNIV;CE;062000;C03;0;1
Q9186;UNIV;CE;062000;C99;0;1
Q9172;UNIV;CE;062000;C03;0;1
Q9176;UNIV;CE;062000;C99;0;1
Q9186;UNIV;CE;062000;C01;1;0
Q9142;UNIV;CE;062000;C03;0;1
Q9172;UNIV;CE;062000;C99;1;0
Q9141;UNIV;CE;061000;C21;0;1
Q9151;UNIV;CE;061000;C03;1;0
Q9137;UNIV;CE;061000;C19;0;1
Q9151;UNIV;CE;061000;C01;1;0
Q9164;UNIV;CE;061000;C18;0;1
Q9158;UNIV;CE;061000;C01;3;1
Q9158;UNIV;CE;061000;C99;1;0
Q9131;UNIV;CE;061000;C01;1;1
Q9131;UNIV;CE;061000;C03;0;2
Q9142;UNIV;CE;061000;C03;0;1
Q9149;UNIV;CE;061000;C21;3;0
Q9149;UNIV;CE;061000;C03;0;1
Q9141;UNIV;CE;061000;C01;2;0
Q9168;UNIV;CE;061000;C03;0;1
Q9149;UNIV;CE;061000;C99;1;0
Q9158;UNIV;CE;061000;C03;0;2
Q9178;UNIV;CE;061000;C03;1;0
Q9150;UNIV;CE;061000;C01;1;2
Q9133;UNIV;CE;061000;C03;0;1
Q9130;UNIV;CE;061000;C03;4;4
Q9155;UNIV;CE;061000;C01;0;1
Q9130;UNIV;CE;061000;C99;0;1
Q9130;UNIV;CE;061000;C01;0;2
Q9143;UNIV;CE;061000;C99;1;0
Q9144;UNIV;CE;061000;C03;1;1
Q9136;UNIV;CE;061000;C01;1;0
Q9177;UNIV;CE;061000;C21;0;1
Q9167;UNIV;CE;061000;C99;0;1
Q9152;UNIV;CE;061000;C99;0;1
Q9142;UNIV;CE;060000;C03;0;1
Q9142;UNIV;CE;060000;C01;0;1
Q9162;UNIV;CE;060000;C01;1;0
Q9188;UNIV;CE;060000;C99;0;1
Q9152;UNIV;CE;060000;C18;1;1
Q9152;UNIV;CE;060000;C21;0;1
Q9129;UNIV;CE;060000;C03;0;1
Q9158;UNIV;CE;060000;C01;1;5
Q9131;UNIV;CE;060000;C03;1;0
Q9153;UNIV;CE;060000;C03;0;1
Q9149;UNIV;CE;060000;C99;2;1
Q9158;UNIV;CE;060000;C99;1;0
Q9149;UNIV;CE;060000;C21;1;0
Q9155;UNIV;CE;060000;C03;0;1
Q9153;UNIV;CE;060000;C99;0;1
Q9141;UNIV;CE;060000;C01;0;1
Q9149;UNIV;CE;060000;C01;2;1
Q9163;UNIV;CE;060000;C18;0;1
Q9159;UNIV;CE;060000;C99;1;0
Q9163;UNIV;CE;060000;C99;0;1
Q9173;UNIV;CE;060000;C03;0;1
Q9186;UNIV;CE;060000;C01;1;0
Q9149;UNIV;CE;060000;C03;0;1
Q9158;UNIV;CE;060000;C03;0;1
Q9137;UNIV;CE;060000;C01;0;1
Q9154;UNIV;CE;060000;C03;1;0
Q9175;UNIV;CE;060000;C21;0;1
Q9150;UNIV;CE;060000;C01;0;1
Q9150;UNIV;CE;060000;C03;0;1
Q9149;UNIV;CD;0D6000;C03;0;1
Q9153;UNIV;CD;0D6000;C21;1;1
Q9129;UNIV;CD;0D6000;C03;0;1
Q9187;UNIV;CD;0D6000;C01;0;1
Q9154;UNIV;CD;0D6000;C03;0;1
Q9129;UNIV;CD;0D6000;C01;1;0
Q9175;UNIV;CD;0D6000;C01;1;0
Q9154;UNIV;CD;0D6000;C21;2;0
Q9158;UNIV;CD;0D6000;C01;0;1
Q9163;UNIV;CD;0D6000;C01;2;0
Q9142;UNIV;CD;0D6000;C03;0;2
Q9160;UNIV;CD;0D6000;C03;0;1
Q9161;UNIV;CD;0D6000;C03;0;1
Q9139;UNIV;CD;0D6000;C21;0;2
Q9154;UNIV;CD;0D6000;C01;1;0
Q9170;UNIV;CD;0D6000;C01;1;0
Q9150;UNIV;CD;0D6000;C01;2;0
Q9163;UNIV;CD;0D6000;C03;0;2
Q9158;UNIV;CD;0D6000;C03;0;1
Q9153;UNIV;CD;0D6000;C01;2;0
Q9165;UNIV;CD;0D6000;C03;1;1
Q9147;UNIV;CD;0D6000;C01;1;4
Q9141;UNIV;CD;0D6000;C99;1;0
Q9150;UNIV;CD;0D6000;C99;0;1
Q9151;UNIV;CD;0D6000;C01;2;1
Q9186;UNIV;CD;0D6000;C99;0;1
Q9169;UNIV;CD;0D6000;C01;0;1
Q9152;UNIV;CD;0D6000;C01;0;1
Q9145;UNIV;CD;0D6000;C19;1;0
Q9155;UNIV;CD;0D6000;C01;1;1
Q9151;UNIV;CD;0D6000;C03;0;1
Q9175;UNIV;CD;0D6000;C21;0;1
Q9148;UNIV;CD;0D6000;C21;0;1
Q9169;UNIV;CD;0D6000;C03;1;0
Q9146;UNIV;CD;0D6000;C03;0;1
Q9144;UNIV;CD;0D6000;C01;1;0
Q9151;UNIV;CD;0D6000;C21;2;0
Q9139;UNIV;CD;0D6000;C01;1;1
Q9141;UNIV;CD;0D6000;C21;1;1
Q9131;UNIV;CD;0D6000;C03;0;2
Q9181;UNIV;CD;0D6000;C03;1;0
Q9155;UNIV;CD;0D6000;C03;0;1
Q9181;UNIV;CD;0D6000;C01;0;1
Q9142;UNIV;CD;0D6000;C01;2;1
Q9131;UNIV;CD;0D6000;C01;0;1
Q9140;UNIV;CD;052000;C03;0;1
Q9150;UNIV;CD;052000;C03;0;2
Q9149;UNIV;CD;052000;C21;0;1
Q9147;UNIV;CD;052000;C01;5;1
Q9174;UNIV;CD;052000;C01;1;0
Q9162;UNIV;CD;052000;C01;1;0
Q9178;UNIV;CD;052000;C01;0;1
Q9167;UNIV;CD;052000;C01;1;0
Q9148;UNIV;CD;052000;C03;2;0
Q9174;UNIV;CD;052000;C03;2;0
Q9161;UNIV;CD;052000;C03;0;1
Q9159;UNIV;CD;052000;C03;0;1
Q9152;UNIV;CD;052000;C21;0;1
Q9171;UNIV;CD;052000;C03;0;2
Q9146;UNIV;CD;052000;C01;1;0
Q9160;UNIV;CD;052000;C01;0;1
Q9175;UNIV;CD;052000;C01;1;0
Q9160;UNIV;CD;052000;C03;1;1
Q9178;UNIV;CD;052000;C99;0;1
Q9148;UNIV;CD;052000;C21;1;0
Q9165;UNIV;CD;052000;C01;1;1
Q9162;UNIV;CD;052000;C03;0;2
Q9162;UNIV;CD;052000;C99;0;1
Q9143;UNIV;CD;052000;C18;0;1
Q9148;UNIV;CD;052000;C99;0;1
Q9137;UNIV;CD;052000;C01;3;0
Q9158;UNIV;CD;052000;C03;2;3
Q9131;UNIV;CD;052000;C03;0;1
Q9131;UNIV;CD;052000;C01;1;0
Q9186;UNIV;CD;052000;C99;0;1
Q9150;UNIV;CD;052000;C01;1;2
Q9154;UNIV;CD;052000;C21;0;6
Q9163;UNIV;CD;052000;C03;0;3
Q9187;UNIV;CD;052000;C01;0;1
Q9144;UNIV;CD;052000;C17;1;0
Q9129;UNIV;CD;052000;C01;1;1
Q9129;UNIV;CD;052000;C03;1;0
Q9179;UNIV;CD;052000;C03;0;1
Q9159;UNIV;CD;052000;C99;0;1
Q9137;UNIV;CD;052000;C03;0;1
Q9158;UNIV;CD;052000;C01;6;6
Q9141;UNIV;CD;052000;C21;0;3
Q9172;UNIV;CD;052000;C03;0;1
Q9152;UNIV;CD;052000;C01;0;1
Q9181;UNIV;CD;052000;C19;0;2
Q9150;UNIV;CD;051000;C19;0;1
Q9139;UNIV;CD;051000;C99;1;0
Q9153;UNIV;CD;051000;C21;0;3
Q9160;UNIV;CD;051000;C18;1;0
Q9178;UNIV;CD;051000;C19;0;1
Q9166;UNIV;CD;051000;C03;1;1
Q9158;UNIV;CD;051000;C03;1;2
Q9160;UNIV;CD;051000;C99;1;0
Q9150;UNIV;CD;051000;C03;1;2
Q9173;UNIV;CD;051000;C01;1;0
Q9158;UNIV;CD;051000;C21;0;1
Q9140;UNIV;CD;051000;C03;0;1
Q9152;UNIV;CD;051000;C01;0;1
Q9167;UNIV;CD;051000;C21;0;1
Q9186;UNIV;CD;051000;C99;0;1
Q9186;UNIV;CD;051000;C01;1;0
Q9159;UNIV;CD;051000;C03;1;0
Q9172;UNIV;CD;051000;C03;0;1
Q9158;UNIV;CD;051000;C01;0;1
Q9131;UNIV;CD;051000;C03;1;3
Q9150;UNIV;CD;051000;C21;0;2
Q9141;UNIV;CD;051000;C21;3;3
Q9161;UNIV;CD;051000;C03;0;1
Q9131;UNIV;CD;051000;C18;0;1
Q9154;UNIV;CD;051000;C03;0;1
Q9163;UNIV;CD;051000;C19;1;0
Q9131;UNIV;CD;051000;C01;0;1
Q9155;UNIV;CD;051000;C01;0;1
Q9161;UNIV;CD;051000;C19;1;0
Q9148;UNIV;CD;051000;C03;1;0
Q9181;UNIV;CD;051000;C03;2;0
Q9150;UNIV;CD;051000;C01;0;3
Q9186;UNIV;CD;051000;C19;0;2
Q9149;UNIV;CD;051000;C01;0;1
Q9142;UNIV;CD;051000;C01;3;1
Q9142;UNIV;CD;051000;C21;0;1
Q9150;UNIV;CD;051000;C99;0;2
Q9173;UNIV;CD;051000;C99;1;0
Q9147;UNIV;CD;051000;C99;0;2
Q9147;UNIV;CD;051000;C01;2;1
Q9149;UNIV;CD;051000;C03;1;1
Q9142;UNIV;CD;051000;C25;1;0
Q9137;UNIV;CD;051000;C01;1;0
Q9142;UNIV;CD;051000;C99;0;1
Q9142;UNIV;CD;051000;C19;1;0
Q9135;UNIV;CD;051000;C03;0;1
Q9162;UNIV;CD;051000;C03;0;1
Q9140;UNIV;CD;051000;C99;1;0
Q9142;UNIV;CD;051000;C03;0;3
Q9159;UNIV;CD;051000;C01;0;1
Q9146;UNIV;CD;051000;C03;0;1
Q9141;UNIV;CD;051000;C01;2;0
Q9149;UNIV;CD;051000;C21;2;2
Q9151;UNIV;CD;051000;C03;0;1
Q9139;UNIV;CD;051000;C21;0;1
Q9156;UNIV;CD;051000;C03;0;1
Q9161;UNIV;CD;051000;C01;1;0
Q9154;UNIV;CD;051000;C21;3;0
Q9141;UNIV;CD;051000;C03;0;4
Q9178;UNIV;CD;051000;C01;1;0
Q9129;UNIV;CD;051000;C03;0;1
Q9151;UNIV;CD;051000;C01;0;1
Q9142;UNIV;CD;051000;C18;1;0
Q9152;UNIV;CD;051000;C21;1;0
Q9133;UNIV;CD;051000;C03;1;0
Q9187;UNIV;CD;051000;C99;0;1
Q9187;UNIV;CD;051000;C03;1;0
Q9158;UNIV;CD;049000;C03;7;12
Q9158;UNIV;CD;049000;C01;7;15
Q9140;UNIV;CD;049000;C99;0;1
Q9181;UNIV;CD;049000;C19;1;1
Q9159;UNIV;CD;049000;C01;0;1
Q9149;UNIV;CD;049000;C18;0;1
Q9151;UNIV;CD;049000;C01;2;0
Q9155;UNIV;CD;049000;C01;1;0
Q9139;UNIV;CD;049000;C99;0;1
Q9171;UNIV;CD;049000;C03;1;0
Q9147;UNIV;CD;049000;C01;1;0
Q9133;UNIV;CD;049000;C01;2;1
Q9158;UNIV;CD;049000;C99;1;1
Q9151;UNIV;CD;049000;C21;0;2
Q9152;UNIV;CD;049000;C03;1;0
Q9149;UNIV;CD;049000;C03;1;0
Q9141;UNIV;CD;049000;C21;0;1
Q9149;UNIV;CD;049000;C01;0;1
Q9159;UNIV;CD;049000;C99;2;1
Q9166;UNIV;CD;049000;C03;0;1
Q9170;UNIV;CD;049000;C18;0;1
Q9141;UNIV;CD;049000;C03;0;1
Q9149;UNIV;CD;049000;C21;1;0
Q9184;UNIV;CD;049000;C19;0;1
Q9159;UNIV;CD;049000;C03;0;2
Q9147;UNIV;CD;049000;C18;1;0
Q9172;UNIV;CD;049000;C99;1;0
Q9162;UNIV;CD;049000;C99;1;2
Q9162;UNIV;CD;049000;C01;1;1
Q9129;UNIV;CD;049000;C03;0;1
Q9154;UNIV;CD;049000;C99;0;1
Q9168;UNIV;CD;049000;C99;0;1
Q9173;UNIV;CD;049000;C01;1;0
Q9173;UNIV;CD;049000;C03;2;1
Q9146;UNIV;CD;049000;C03;1;1
Q9186;UNIV;CD;049000;C99;1;2
Q9186;UNIV;CD;049000;C18;0;1
Q9168;UNIV;CD;049000;C19;0;2
Q9150;UNIV;CD;049000;C99;0;2
Q9140;UNIV;CD;049000;C03;0;1
Q9174;UNIV;CD;049000;C19;0;1
Q9137;UNIV;CD;049000;C03;0;1
Q9163;UNIV;CD;049000;C99;0;1
Q9137;UNIV;CD;049000;C01;0;1
Q9179;UNIV;CD;049000;C01;0;1
Q9146;UNIV;CD;049000;C21;1;0
Q9168;UNIV;CD;049000;C03;1;2
Q9146;UNIV;CD;049000;C99;1;0
Q9146;UNIV;CD;049000;C18;0;1
Q9163;UNIV;CD;049000;C19;0;1
Q9148;UNIV;CD;049000;C18;0;1
Q9131;UNIV;CD;049000;C19;0;1
Q9185;UNIV;CD;049000;C01;0;1
Q9130;UNIV;CD;049000;C19;0;2
Q9148;UNIV;CD;049000;C03;0;1
Q9173;UNIV;CD;049000;C99;0;1
Q9142;UNIV;CD;049000;C01;0;1
Q9148;UNIV;CD;049000;C19;0;1
Q9131;UNIV;CD;049000;C01;1;0
