ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
C2394;REFR;CB;20731,16;32,61;1732,39;209,48;1025,19;952,93
C2394;REFR;CD;28782,4;20,48;2601,37;638,47;4538,37;1164,43
C2394;REFR;CC;24058,95;36,12;1997,03;405,43;1197,12;1335,89
C2394;REFR;FP;41779;0;6344;0;40070;10694
C5196;REFR;CB;20300,39;0;1678,41;617,93;1000,05;2031,04
C5196;REFR;CD;28078,43;0;2339,99;1840,46;1306,78;2941,33
C5196;REFR;CC;23807,2;0;1984,2;734,8;1153,4;2438,8
C7353;REFR;CB;20546,79;22,1;1719,67;916,03;1023,82;2309,05
C7353;REFR;CD;31325,25;542,5;2677,5;1622;4726,75;1778,25
C7353;REFR;CC;24102,11;11,33;1907,34;408,09;1154,46;1831,32
C7353;REFR;FP;41779;0;3515;0;42306;11452
C7353;REFR;XB;29675;0;2473;1583;2459;3307
C7353;REFR;XA;23923,67;0;1993,67;1266;2283,33;1827,67
C631;REFR;CB;20728,93;77,26;1737,33;539,21;1033,04;1551,11
C631;REFR;CD;27512,98;43,38;2653,3;1058,44;6788,94;401,73
C631;REFR;CC;23653,41;17;1985,96;405,38;1150,76;761,92
C631;REFR;CA;19532;10;1628,67;272,67;890,33;693
C631;REFR;XB;26473;0;3002;888;12431;793
C631;REFR;XA;24347,58;32,05;2036,39;703,17;2267,78;2644,16
C5903;REFR;CB;20182,29;0;1681,93;427,5;1002;1726,07
C5903;REFR;CD;28017,67;0;2334,67;1637,67;12751,33;27,33
C5903;REFR;CC;24288,65;58,71;2028,86;563,08;1251,77;1445,19
C5903;REFR;XB;26473;0;2206;1535;2255;3071
C2879;REFR;CB;19510,83;0;1619,69;649,23;991,56;1591,28
C2879;REFR;CD;31286;0;3084;0;9238;3717
C2879;REFR;CC;24362,57;59,14;2052,86;0;1149;3600,86
C2311;REFR;CB;20774,25;0;1734,5;581,25;1048,5;183
C2311;REFR;CD;31107;0;2592;745;11000;5462
C5632;REFR;CB;20819;0;1735,83;341,83;1016,5;1662,83
C5632;REFR;CD;28790;0;2971,5;600;8188,5;4447
C5632;REFR;CC;23182,66;0;1965,71;659,24;1142,76;575,18
C5632;REFR;FP;41779;0;5185;0;20369;4100
C4866;REFR;CB;20439;0;1703,5;864,5;1002,5;1109
C4866;REFR;CD;29792,5;10,5;2483,5;432;5452,5;2745,5
C4866;REFR;CC;23184,31;0;1906,91;371,22;1147,95;1015,79
C4866;REFR;XA;24050;0;2004;1661;2246;0
C2442;REFR;CB;20712,12;0;1734,16;312,65;1034,04;1458,4
C2442;REFR;CD;28892,69;102,06;2414,3;720,01;6626,53;1386,32
C2442;REFR;CC;24042,59;71,42;2009,27;756,58;1155,54;2303,6
C2442;REFR;CA;19110,5;0;1592,5;111;885,5;2941,5
C2442;REFR;XA;24474;0;2039,61;807,39;2269,57;3761,35
C2442;REFR;XC;30176;0;2515;1061;10663;0
C6834;REFR;CB;20736,64;19,74;1539,81;748,42;1027,56;1967,46
C6834;REFR;CD;27747,68;0;2352,37;262,02;4078,16;1062,93
C6834;REFR;CC;23957,28;7,75;1696,97;636,26;1210,21;1763,03
C6834;REFR;FP;41790,52;0;5929,18;0;21884,29;24400
C6834;REFR;XA;24460,12;98,48;1446,2;1118,12;2300,6;3739,23
C6362;REFR;CB;21171,67;0;1753,84;926,82;990,16;2336,13
C6362;REFR;CD;30993,2;151,6;2971,6;328,4;7684,6;1947,2
C6362;REFR;CC;23753,62;23,4;1982,57;554,92;1096,34;1940,96
C6362;REFR;XB;26535;0;2956;439;16094;0
C6362;REFR;XA;24420;0;2030,5;1222,5;2013;3362
C6713;REFR;CB;19922;0;1660;530;997;3885
C6713;REFR;CD;28017,67;0;2334,67;766,67;7133;1223,33
C6713;REFR;CC;23910,67;0;1992,67;677,33;1513;2799,33
C6713;REFR;XA;24498;0;2042;1443;2293;1924
C5736;REFR;CB;20226,33;18,83;1688;221,5;1009,33;1282,83
C5736;REFR;CD;29559,75;10,75;2932,5;842,25;6944;2765,25
C5736;REFR;CC;24422,13;32,32;2037,87;502,45;1158;3386,32
C493;REFR;CB;21466,8;0;1793,6;856,6;946;1377,2
C493;REFR;CD;28220,99;70,09;2618,89;363,27;6046,8;1059,18
C493;REFR;CC;23342,59;0;2049,73;101,51;1071,24;1044,65
C493;REFR;XA;23573;0;1973;0;2194;1107
C5180;REFR;CB;20735,39;24,07;1718,61;691,78;1008,57;1233,91
C5180;REFR;CD;30619,8;0;2532;97,8;10390,6;2397,2
C5180;REFR;CC;24214,62;0;2017,84;451,59;1158,99;1546,39
C5180;REFR;XB;26473;0;2206;0;17396;0
C5180;REFR;XA;24513,75;0;2042,75;1168;2281,5;5222,25
C6628;REFR;CB;20292,4;0;1692;759;1001,4;1569
C6628;REFR;CD;30262,28;243,61;2568,94;886,08;11968,89;7317,92
C6628;REFR;CC;24017,21;0;2001,47;470,76;1156,58;1921,42
C6628;REFR;XB;27655;0;2305;452;11499;0
C6628;REFR;XA;23672;0;1973;1335;2281;1644
C4424;REFR;CB;20985,94;36,54;1726,41;659,17;941,76;2620,16
C4424;REFR;CD;27919,72;24,98;2455,51;487,17;3007,03;2875,14
C4424;REFR;CC;24162,84;35,45;2020,76;396,39;1254,97;2409,11
C4424;REFR;DI;44900,33;0;3714;0;45264,33;0
C4424;REFR;CA;18495;0;1541;0;815;1962
C4424;REFR;FP;41779;0;3482;0;68631;0
C4424;REFR;XB;28423;0;3098,5;956,5;11576,5;3389,5
C4424;REFR;XA;23980,62;17,25;2000,79;450,44;2202,28;3976,66
C6166;REFR;CB;20343,61;0;1696,69;599,09;1012,2;1228,68
C6166;REFR;CD;28773,53;145,98;2762,93;140,77;6456,45;1039,15
C6166;REFR;CC;23829,54;44,94;2003,26;244,98;1292,09;1295,99
C6166;REFR;CA;19416;0;1618;452;888;836
C6166;REFR;FP;41779;0;6458;0;38105;6843
C6166;REFR;XB;28478;0;3065;205;12858;0
C6166;REFR;XA;24230;12,17;2020,17;588,17;2100,67;2477,17
C6166;REFR;XS;20889;0;1741;0;1008;902
C4057;REFR;CB;20904,38;0,61;1742,34;617,77;1053,62;3055,06
C4057;REFR;CD;28160,67;63,21;2853,5;982,1;8630,61;379,49
C4057;REFR;CC;24034,23;30,56;2096,97;294,36;1260,33;2559,36
C4057;REFR;CA;19416;0;1618;0;888;2110
C4057;REFR;XA;23180,23;0;1930,02;945,49;2281,97;2239,55
C4057;REFR;XC;31107;215;3586;1713;14184;0
C2803;REFR;CB;20487,67;0;1708,67;559;1056;1962
C2803;REFR;CD;31107;426;3328;0;14063;0
C2803;REFR;CC;24641;0;2053,5;918,5;1153,5;2920,25
C2803;REFR;XA;23184;0;1932;184;2215;3951
C2235;REFR;CB;20754,69;24,17;1734,13;1186,79;1024,69;1794,18
C2235;REFR;CD;27970,28;19,07;2415,66;283,65;2976,27;2049,44
C2235;REFR;CC;23814,16;28,74;1982,71;430,83;1156,11;1677,63
C2235;REFR;CA;18865;0;1572;74,75;878;1066,25
C2235;REFR;XB;29675;0;3182;1185;12952;0
C2235;REFR;XA;23919,47;66,46;1984,02;210,72;2244,4;3817,46
C5142;REFR;CB;20882,17;116,53;1795,09;1575,06;1011,06;1206,02
C5142;REFR;CD;29840;0;2482,5;927,5;9809,5;2773
C5142;REFR;CC;24545,64;0;2055,01;750,55;1137,7;1523,38
C5142;REFR;XA;24567,5;0;2044;879;2237,5;3030,5
C3461;REFR;CB;20490,59;71,26;1705,81;834,29;1020,22;1656,6
C3461;REFR;CD;29038,19;51,93;2441,22;440,28;7730,56;595,36
C3461;REFR;CC;24224,76;81,77;2079,87;567,43;1227,5;1199,39
C3461;REFR;DI;44900,69;0;3440,69;0;35286,21;0
C3461;REFR;CA;19095,5;0;1602,5;0;883;879
C3461;REFR;FP;41779;0;3523;0;39383;0
C3461;REFR;XB;27934,33;0;2344,33;1235,67;6368,67;1977,67
C3461;REFR;XA;24421,56;27,4;1991,36;324,82;2264,43;3728,14
C3825;REFR;CB;20786,52;2,66;1738,57;399,41;1010,95;1218,59
C3825;REFR;CD;29067,25;12,39;2425,08;74,47;6003,73;819,97
C3825;REFR;CC;23964,22;55,22;2007,87;386,46;1220,22;1289,87
C3825;REFR;XB;29076,5;0;2423;137,5;2449,5;4830,5
C3825;REFR;XA;24500,69;16,01;2054;426,15;2272,42;3997,63
C3825;REFR;XC;30176;0;2515;0;11642;26
C4765;REFR;CB;19350,5;0;1624;1053,5;135,5;0
C4765;REFR;CD;29381;0;2456,5;2169;295,5;0
C4765;REFR;CC;23104,57;0;1943,45;1015,61;161,41;0
C2820;REFR;CB;21458,37;65,48;1795,85;115,7;1030,52;1862,67
C2820;REFR;CD;30321,14;0;3213,43;502,43;15527;462,86
C2820;REFR;CC;23567,29;30,54;1967,24;635,04;1152,82;1539,43
C2820;REFR;CA;19242,71;0;1603,63;226,52;886,39;1210,89
C2820;REFR;XA;23774;0;1981,25;1360;2283;1962
C3326;REFR;CB;20670;20,2;1720,44;324,13;1030,6;3946,77
C3326;REFR;CD;30167;0;3131;674,33;12822,78;2046,67
C3326;REFR;CC;24058,06;56,99;2011,28;593,1;1159,69;4337,42
C3326;REFR;CA;18774,75;0;1564,5;0;879;3440,25
C3326;REFR;FP;41779;0;6820;0;61917;9317
C3326;REFR;XB;28074;0;2905,5;177;12294;3861,5
C3326;REFR;XA;24100,25;0;2008,25;833,25;2284,5;6823
C7646;REFR;CB;20709,28;36,22;1731,51;383,31;1026,2;1456,09
C7646;REFR;CD;29389,78;27,44;2473,01;565,54;4921,79;2454,71
C7646;REFR;CC;24119,91;21,74;2013,07;315,14;1650,84;1221,15
C7646;REFR;DI;44566,21;0;7749,19;0;71764,89;1528,89
C7646;REFR;CA;19353,43;49,33;1622,25;287,23;885,67;1564,96
C7646;REFR;FP;41779;0;10616;0;67210;23310
C7646;REFR;XB;30007,17;87,28;2507,89;983,94;5430,28;3974,67
C7646;REFR;XA;24672,3;6,64;2058,43;1706,7;2258,28;4560,65
C7646;REFR;XC;35649;0;2986;0;15910;775
C7646;REFR;XS;20889;0;1741;264;1008;3520
C2575;REFR;CB;22346;0;1862;642;1026;1481
C2575;REFR;CD;30179,29;0;3012,71;636,71;8546,12;400,59
C2575;REFR;CC;25542,5;103,5;2137;23,5;1176;987
C2575;REFR;XA;25543;154;2141;954;2306;946
C7420;REFR;CB;19990;0;1667;437,25;1010,25;2320,75
C7420;REFR;CD;28131,83;149,59;2473,8;763,48;3133,46;1579,74
C7420;REFR;CC;23635,33;0;1969,67;879,67;1150,33;2327
C6455;REFR;CB;20916,62;152,96;1748,51;772,39;1029,2;3227,38
C6455;REFR;CD;29236,79;0;2917,94;604,82;9251,74;775,11
C6455;REFR;CC;23946,55;12,04;1982,7;197,6;1153,13;3223,86
C5782;REFR;CB;19795,67;10,83;1639,04;677,23;1002,59;952,42
C5782;REFR;CD;31107;0;2592;445;10135;0
C5782;REFR;CC;24216,35;64,78;2018,81;1306,68;1155,1;284,13
C7064;REFR;CB;21044,82;9,09;1757,78;126,45;895,99;1211,98
C7064;REFR;CD;29723,88;287,46;3250,75;1331,94;13394,63;3660,6
C7064;REFR;CC;24330;69,23;1917,89;435,25;1156,05;2273,08
C7064;REFR;CA;18281;0;1523;0;0;0
C7064;REFR;XB;26473;0;2940;0;12333;67
C7064;REFR;XA;23346,67;0;1945,67;1263,67;2276,67;971,67
C7464;REFR;CB;20736,85;0;1726,18;0;1005,6;1493,36
C7464;REFR;CD;29028,37;11,09;2789,64;0;7714,97;3354,39
C7464;REFR;CC;23770,02;15,32;2008,68;0;1145,74;1743,97
C7464;REFR;FP;41779;0;6414;0;41278;16491
C1750;REFR;CB;20191,04;27,43;1668,16;967,46;1014,92;1137,59
C1750;REFR;CD;28159,22;90,05;2619,5;875,47;5153,2;1447,54
C1750;REFR;CC;23969,03;13,98;1998,5;714,44;1154,57;1516,89
C1750;REFR;FP;41779;0;5700;0;33578;71
C1750;REFR;XA;23937,32;4,91;1993,91;1084,71;2249,01;1540,13
C1750;REFR;XC;30176;0;3180;136;12586;0
C2573;REFR;CB;20714,27;23,32;1730,35;947,28;1034,42;312,61
C2573;REFR;CD;29183,24;26,28;2436,27;432,3;3999,71;1556,43
C2573;REFR;CC;24194,28;29,77;2016,46;257;1449,07;446,79
C2573;REFR;CA;19419;183,5;1634;0;888,5;63,5
C2573;REFR;FP;41779;0;3523;0;16428;3204
N12515;REFR;CB;21619;0;1802;0;1019;0
N12515;REFR;CD;29936,41;217,5;2837,93;0;1333,7;1271,58
N12515;REFR;CC;24274,69;60,04;1882,07;0;1099,94;404,53
UC12493;REFR;CB;22224,67;65,33;1860,33;153,67;1061,33;1389,67
UC12493;REFR;CD;31051,26;80,37;3490,05;279,91;13621,95;1087,81
UC12493;REFR;CC;24413,48;43,6;2038,79;157,47;1160,15;2198,93
UC12493;REFR;XB;27661,04;0;2277,63;1145,78;2394,37;6367,41
UC12493;REFR;XA;23889,69;0;1998,64;81,68;2274,78;2672,24
UC12493;REFR;XC;32341;0;3864;0;21838;0
N12514;REFR;CB;20848,5;0;1729,5;0;1008;5987,5
N12514;REFR;CD;28299,4;7,5;2468,8;95,07;3839,92;7970,56
N12514;REFR;CC;23782,8;18,98;1983,13;83,48;1144,87;5755,96
N12514;REFR;XB;27655;0;2305;0;2430;15957
N12514;REFR;XA;24053,45;43,76;2021,37;118,13;2268,4;7333,78
N12514;REFR;XC;32341;0;3464;0;17561;0
C12415;REFR;CB;20500;0;1708,67;1434,33;1004,33;1671,67
C12415;REFR;CD;29424,2;22,38;2873,87;974,26;7949,97;1905,94
C12415;REFR;CC;24005,22;0;2000,47;453,18;1157,79;2821,84
C12415;REFR;XA;23672;0;1973;1646;2281;0
CS10381;REFR;CB;21861,33;218,67;1840;0;1272,67;938
CS10381;REFR;CD;27378,08;39,7;2517,99;0;5162,12;951,09
CS10381;REFR;CC;24512,9;41,23;2075,09;0;1860,24;1006,04
C12289;REFR;CB;19965,13;0;1664,38;654,38;1004,75;2631,25
C12289;REFR;CD;30101;0;2508,25;301;11091,25;2135,5
C12289;REFR;CC;24082,87;6,15;2019,48;425,57;1157,1;2751,98
C12289;REFR;FP;41779;0;3515;0;13145;18241
C12289;REFR;XB;29675;0;2473;685;16884;0
C12289;REFR;XA;24085;0;2007,5;543,5;2287;4790,5
C4132;REFR;CB;20490,42;12,13;1700,72;368,1;1033,09;1359,73
C4132;REFR;CD;30641,75;403,5;3281,25;675,5;12769;496,25
C4132;REFR;CC;23707,6;0;1976,09;510,85;1149,39;1021,8
C4132;REFR;XA;23346,67;0;1945,67;501,67;2127;2698,67
C4132;REFR;XC;30176;0;3210;98;13657;106
C644;REFR;CB;20939,44;6,43;1750,72;344,73;1040,37;1628,83
C644;REFR;CD;27355,42;62,55;2470,19;312,12;4569,1;1793,16
C644;REFR;CC;24045,2;35,43;2010,65;456,09;1232,05;1704,08
C644;REFR;CA;18281;0;1523;0;873;1466
C644;REFR;XA;24297,64;0;2022,44;845,81;2286,54;3516,81
C644;REFR;XC;32341;0;3108;452;9797;775
C4787;REFR;CB;20693,22;0,18;1736,6;201,01;1023,63;1212,84
C4787;REFR;CD;28439,53;78,1;2506,51;246,1;3920,94;3355,38
C4787;REFR;CC;24329,31;28,22;2039,37;159,02;1408,07;1712,55
C4787;REFR;XB;29675;483;3052;0;11371;78
C4787;REFR;XA;24894,82;0;2077,96;738,15;2190,48;3421,7
C6588;REFR;CB;20227,67;0;1687;226,33;1019;3026
C6588;REFR;CD;31107;323;3355,5;484;13433;0
C6588;REFR;CC;23880,31;0;1650,73;386,3;2177,83;3268,97
C5677;REFR;CB;20216,34;36,46;1684,79;344,11;1002,87;1413,2
C5677;REFR;CD;28260,76;26,24;2482,31;645,18;3185,25;1963,3
C5677;REFR;CC;23810,94;19,92;1989,13;556,66;1304,23;1323,83
C5677;REFR;DI;44566,29;0;6435,43;0;32925,33;0
C5677;REFR;XB;28203,67;308,33;2376;1558,33;2413;4785
C5677;REFR;XA;24223,46;30,95;2020,57;563,7;2204,67;3697,15
C5677;REFR;XC;30176,44;87,56;3861,33;1798,22;11858,22;475,56
C5675;REFR;CB;20395,89;6,4;1701,47;720,02;1001,91;1551,56
C5675;REFR;CD;28376,52;104,29;2367,43;218,25;7045,28;2064,75
C5675;REFR;CC;23801,75;4,19;1964,9;172,41;1503,54;1895,91
C5675;REFR;CA;19416;0;1618;0;888;1207
C5675;REFR;FP;41779;0;5421;0;22296;27519
C5675;REFR;XA;23366,3;0;1947,86;556,8;2260,08;4258,46
C7852;REFR;CB;20952;0;1748;480,5;1037;1200
C7852;REFR;CD;31724;265,5;2666;526,5;9929;1413
C7852;REFR;CC;23646,6;0;1970,6;310,2;1151,2;923,6
C7852;REFR;XA;24753;0;2063;161;2296;2917,5
C1468;REFR;CB;21285,99;37,54;1779,5;926,42;1039,63;1116,25
C1468;REFR;CD;25057,93;7,51;2544,11;227,64;8372,3;799,32
C1468;REFR;CC;23922,88;36,32;1991,36;840,39;1155,29;618,57
C1468;REFR;CA;19110;0;1593;0;885;410
C1468;REFR;XA;23346,67;0;1945,67;969;2271,67;531,33
C7342;REFR;CB;20837;0;1738;567,33;1026;1971,33
C7342;REFR;CD;28799,4;258,6;3151,4;226,8;16505;0
C7342;REFR;CC;24652,1;73,13;2060,33;416,64;1165,44;1688,38
C7342;REFR;XA;24204,99;47,2;2017,14;277,9;2145,35;1561,02
C5256;REFR;CB;20120;0;1679;785,75;1026,75;1833
C5256;REFR;CD;28702,74;254,32;2351,16;951,16;9615,58;2777,26
C5256;REFR;CC;23704,83;0;1975,5;732;1151,5;2962
C3738;REFR;CB;20263,53;5,22;1703,21;877,21;1047,28;2074,47
C3738;REFR;CD;28009,14;3,56;2500,86;212,4;3985,19;608,09
C3738;REFR;CC;23895,55;44,51;1992,72;367,02;1155,52;1328,73
C3738;REFR;CA;18981,4;0;1581,8;314,8;882,2;1875,8
C3738;REFR;FP;41779;0;5408;0;24786;0
C3738;REFR;XA;24142,55;32,85;2019,84;682,06;2294,09;3312,2
C3738;REFR;XC;30176;0;3311;0;11004;0
C7643;REFR;CB;20828,9;13,07;1747,02;565,36;1022,16;4356,77
C7643;REFR;CD;29080;0;3136;1316,67;12591;4784
C7643;REFR;CC;24192,57;55,49;2025,24;528,34;1158,43;3143,89
C7643;REFR;FP;41779;0;6245;0;36640;4305
C7643;REFR;XA;23890,06;0;1990,84;987,87;2249,81;1117,16
C2918;REFR;CB;21024,49;44,63;1532,77;536,37;1080,29;1539,17
C2918;REFR;CD;29277,37;50,63;2408,55;532,27;12241,97;1385,75
C2918;REFR;CC;23920,24;5,45;2351,09;553,31;1162,69;1336,84
C2918;REFR;XA;24513,75;40,25;2046,25;1118,75;2284,5;3976,25
RS9195;REFR;CB;20467,82;342,73;3478,03;843,61;231,25;1595,02
RS9195;REFR;CD;30322,52;406,81;5130,13;632,28;2665,85;1850,52
RS9195;REFR;CC;24109,97;328,18;3872,61;417,66;249,1;1423,46
RS9195;REFR;DI;44731,46;605,69;3783,52;0;41805,92;11932,75
RS9195;REFR;CA;19427,33;1079,49;3446,82;517,04;197,29;784,02
RS9195;REFR;ZA;23502,98;6,31;3869,32;628,79;2140,82;2958,8
RS9195;REFR;ZC;31453,85;950,56;5530,72;783,25;2996,9;3278,12
RS9195;REFR;ZB;25052,91;95,71;4257,16;829,79;2142,53;3781,43
C3067;REFR;CB;20793,85;43,02;1741,81;253,82;1033,43;1227,61
C3067;REFR;CD;30641,5;0;2553,5;0;10729,5;303
C3067;REFR;CC;23801;0;1983,4;498,2;1152;2044
C3067;REFR;XA;24050;0;2004;761;2284;1163
C7350;REFR;CB;21225,37;19,28;1776,46;122,57;1031,88;1863,83
C7350;REFR;CD;28922,91;23,18;2582,23;252,82;3733,82;1903,81
C7350;REFR;CC;24141,3;0;1993,58;118,67;1154,56;1408,14
C7350;REFR;XB;29675;383;2928;393;9096;0
C7350;REFR;XA;23256,92;0;1946,75;340,19;2268,59;3165,76
C6901;REFR;CB;21002;23;1755,33;239,33;1046,33;2188,67
C6901;REFR;CD;30057,33;0;3203,33;321,33;12622,33;4546,33
C6901;REFR;CC;23472,67;0;1956;346,67;1148;1292,33
C907;REFR;CB;21619;0;1806;792;1074;1377
C907;REFR;CD;29610,33;36,33;2811;269;6946;124
C907;REFR;CC;23472,67;0;1956;718;1148;1521
C907;REFR;XA;24498;0;2042;491;2274;1078
C3430;REFR;CB;21459,65;70,7;1796,61;1070,87;1044,52;1678,7
C3430;REFR;CD;27931,35;187,88;2377,2;607,66;10705,27;426,47
C3430;REFR;CC;24207,57;0;2034,95;347,93;1155,31;1577,51
C3430;REFR;XB;26473;0;2206;978;9517;0
C8233;REFR;CB;19670,86;0;1635,89;787,98;1074,2;980,15
C8233;REFR;CD;27586,4;155,2;2314,2;541;5692,4;1829,4
C8233;REFR;CC;24057,42;22,13;2010,81;328,92;1217,22;1184,66
C8233;REFR;FP;41780;0;6126;0;27209;0
C8233;REFR;XB;28478;0;2373;1416;15144;0
C8233;REFR;XA;24568,75;0;2048,25;481,5;2262,5;1558,5
C3128;REFR;CB;20112,5;0;1676;44,5;998,5;32,5
C3128;REFR;CD;28375,67;28,33;2396;655,33;1919;0
C4022;REFR;CB;20753,16;0;1741,97;59,43;1044,93;282,9
C4022;REFR;CD;30176;0;2905;231;6019;630
C4022;REFR;CC;23900,94;0;1995,49;249,06;1155,53;2724,46
C1204;REFR;CB;20630,33;45,44;1724,04;151,22;1067,3;1826,33
C1204;REFR;CD;29189,2;54;3107;526;11922,8;2870,2
C1204;REFR;CC;23971,66;0;2005,76;278,24;1159,18;1743,19
C1204;REFR;XA;24140,68;0;2037,97;92,84;2169,32;2755,95
C1172;REFR;CB;21196,31;0;1769,44;62,2;1012,66;1874,99
C1172;REFR;CD;28741,38;62,13;2398;462,88;6755,63;493,63
C1172;REFR;CC;24433,1;64,76;2040,83;283,17;1160,48;2228
C1172;REFR;XB;29675;0;2472;0;7901;0
C1172;REFR;XA;23527,04;0;1960,7;626,87;2270,87;636,26
C4812;REFR;CB;20294,5;0;1691,5;113;1001;524
C4812;REFR;CD;27929,7;64,13;3017,31;318,3;12716,46;0
C4812;REFR;CC;23795,18;41,75;1988,79;404,17;1152;601,49
C4206;REFR;CB;19575;0;1628,67;611,33;961,67;1189,33
C4206;REFR;CD;31308,5;0;2605;612,5;8282,5;0
C4206;REFR;CC;23567,6;0;1960,8;451,6;1111,2;1685,6
C2494;REFR;CD;28915,5;361,5;2440;1381,5;1317;595
C2494;REFR;CC;23355,4;0;1902,52;644,95;1152,03;394,08
C2494;REFR;XA;24050;0;2004;1039;2275;2920
C7361;REFR;CB;20761,55;43,26;1677,11;217,05;1116,48;2162,34
C7361;REFR;CD;28139,95;11,37;2844,83;171,18;4788,82;3080,23
C7361;REFR;CC;23723,19;3,37;1931,13;544,11;1151,29;2272,31
C7361;REFR;FP;41779;0;5932;0;29334;0
C7361;REFR;XA;24501,25;0;2041,88;869,13;2287,13;3493
C7361;REFR;XC;32341;0;3337;0;10967;0
