ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;PERSONALE_TEMPO_PIENO_UOMINI;PERSONALE_TEMPO_PIEDO_DONNE;PART_TIME_INF50%_UOMINI;PART_TIME_INF50%_DONNE;PART_TIME_SUP50%_UOMINI;PART_TIME_SUP50%_DONNE
U12263;SSNA;MO;SD0047;1;0;0;0;0;0
U12263;REFR;CB;0B8000;1;0;0;0;0;0
U12263;REFR;CD;049000;1;0;0;0;0;0
U12263;SSNA;DS;SD0A41;2;5;0;0;0;0
U12263;REFR;CC;042000;1;8;0;1;0;2
U12263;SSNA;DP;PD0A09;0;1;0;0;0;0
U12263;SSNA;SI;S13052;1;0;0;0;0;0
U12263;SSNA;LT;T18868;4;1;0;0;0;0
U12263;REFR;CB;036000;1;0;0;0;0;0
U12263;SSNA;DS;SD0E65;1;3;0;0;0;0
U12263;SSNA;SV;S18865;0;6;0;0;0;0
U12263;SSNA;LT;T12058;2;13;1;0;0;1
U12263;SSNA;DS;SD0A15;2;1;0;0;0;0
U12263;REFR;CC;045000;2;4;0;1;0;2
U12263;REFR;CA;0A6000;0;0;0;0;0;1
U12263;SSNA;ST;S18864;5;3;0;0;0;1
U12263;SSNA;DT;TD0002;1;0;0;0;0;0
U12263;SSNA;DA;AD0032;3;2;0;0;0;0
U12263;SSNA;LT;T16026;16;4;1;0;0;0
U12263;SSNA;SF;S16019;27;141;0;0;1;28
U12263;SSNA;LT;T12057;34;23;0;0;1;4
U12263;SSNA;LT;T18867;0;1;0;0;0;0
U12263;SSNA;LT;T13660;117;597;0;8;1;54
U12263;SSNA;SI;S16020;268;1343;1;33;2;259
U12263;SSNA;DA;AD0A31;0;3;0;0;0;0
U12263;SSNA;DS;SD0E39;0;1;0;0;0;0
U12263;SSNA;LT;T11008;13;67;0;3;0;17
U12263;SSNA;DS;SD0A38;1;8;0;0;0;0
U12263;SSNA;LT;T13059;21;6;0;0;0;0
U12263;REFR;CC;043000;2;6;0;1;0;1
U12263;SSNA;LT;T14S59;40;1;0;0;0;1
U12263;SSNA;SF;S18866;4;3;0;0;0;0
U12263;SSNA;MD;SD0E34;18;10;0;0;0;0
U12263;SSNA;DT;TD0A67;1;3;0;0;0;0
U12263;SSNA;LA;A11030;2;2;0;0;1;2
U12263;SSNA;LA;A14005;21;109;1;2;0;20
U12263;SSNA;DS;SD0A65;5;18;0;0;0;2
U12263;SSNA;LA;A18869;3;14;1;0;0;0
U12263;REFR;CC;040000;1;1;0;0;0;0
U12263;SSNA;MD;SD0N33;1;0;0;0;0;0
U12263;SSNA;DP;PD0A45;1;0;0;0;0;0
U12263;SSNA;LT;T14007;19;2;0;0;0;0
U12263;SSNA;MD;SD0035;258;312;0;0;0;5
U12263;REFR;CD;052000;1;1;0;0;0;1
U12263;SSNA;LT;T16024;2;18;0;0;0;1
U12263;SSNA;LA;A12017;20;58;0;0;0;8
U12263;SSNA;DP;PD0S45;1;0;0;0;0;0
U12263;SSNA;MD;SD0N34;3;0;0;0;0;0
U12263;SSNA;ST;S16021;91;238;0;2;1;32
U12263;SSNA;SI;S18863;7;48;0;0;0;2
U12263;SSNA;DS;SD0A12;3;23;0;0;0;0
U12263;SSNA;MD;SD0036;15;8;0;0;0;0
U12263;SSNA;SV;S16022;26;41;1;1;0;6
C5680;REFR;XA;0PL909;1;0;0;0;0;0
C5680;REFR;CB;0B8000;1;0;0;0;0;0
C5680;REFR;CD;051000;1;0;0;0;0;0
C5680;REFR;CC;043000;0;0;0;0;0;1
C5680;REFR;CD;049000;0;1;0;0;0;0
C5680;REFR;CD;050000;1;0;0;0;0;0
C5680;REFR;CC;045000;1;2;0;0;0;0
C5680;REFR;CB;037000;0;1;0;1;0;0
C5680;REFR;CB;030000;1;0;0;0;0;0
ER12309;RALN;CA;028000;1;0;0;0;0;0
ER12309;RALN;CC;046000;46;13;0;0;0;0
ER12309;RALN;CD;049000;24;8;0;0;0;0
ER12309;RALN;PC;000061;4205;188;0;0;0;0
ER12309;RALN;CB;0B7A00;3;0;0;0;0;0
ER12309;RALN;CA;0A1000;0;0;0;0;47;41
ER12309;RALN;CD;050000;1;2;0;0;0;0
ER12309;RALN;CB;038491;4;4;0;0;0;0
ER12309;RALN;CB;054000;0;0;0;0;23;26
ER12309;RALN;CA;027000;0;1;0;0;0;0
ER12309;RALN;CD;099000;8;1;0;0;0;0
ER12309;RALN;CB;036495;4;4;0;0;0;0
ER12309;RALN;CC;042000;20;10;0;0;0;0
ER12309;RALN;CC;045000;8;4;0;0;0;0
ER12309;RALN;CA;025000;1;0;0;0;0;0
ER12309;RALN;CA;0A5000;2;0;0;0;0;0
ER12309;RALN;DI;0D0164;4;1;0;0;0;0
ER12309;RALN;CB;034000;3;1;0;0;35;27
ER12309;RALN;CB;038490;1;0;0;0;0;0
ER12309;RALN;CB;037493;4;1;0;0;0;0
ER12309;RALN;CB;0B7000;4;8;0;0;0;0
ER12309;RALN;CD;0D4000;2;0;0;0;0;0
ER12309;RALN;CD;0D5000;6;5;0;0;0;0
ER12309;RALN;CC;043000;7;4;0;0;0;0
ER12309;RALN;CB;032000;1;1;0;0;0;0
C1979;RALN;CC;042000;0;4;0;0;0;0
C1979;RALN;CB;036495;1;0;0;0;0;0
C1979;RALN;CB;054000;1;0;0;0;0;0
C1979;RALN;CD;0D1000;0;1;0;0;0;0
C1979;RALN;CB;037492;1;0;0;0;0;0
C1979;RALN;CB;038490;1;0;0;0;0;0
C1979;RALN;CD;049000;2;0;0;0;0;0
C1979;RALN;CC;046000;2;1;0;0;0;0
C1979;RALN;CC;045000;0;1;0;0;0;0
C1979;RALN;CC;043000;2;1;0;0;0;0
C7358;RALN;CD;0D4000;1;0;0;0;0;0
C7358;RALN;CC;046000;4;0;0;0;0;0
C7358;RALN;CB;0B7A00;1;0;0;0;0;0
C7358;RALN;CD;099000;1;0;0;0;1;0
C7358;RALN;CB;038491;0;1;0;0;0;0
C7358;RALN;CB;037493;1;1;0;0;0;0
C3252;RALN;CC;042000;1;1;0;0;0;0
C3252;RALN;DF;0D0095;0;0;1;0;0;0
C3252;RALN;CA;028000;1;0;0;0;0;0
C3252;RALN;CC;0C1000;0;0;0;1;0;0
C3252;RALN;CD;049000;0;2;0;1;0;0
C3252;RALN;CD;0D1000;0;0;1;0;0;0
C3252;RALN;RP;000096;0;0;0;1;0;0
C3252;RALN;CD;0D4000;1;0;0;0;0;0
C3252;RALN;CC;097000;1;0;0;0;0;0
C5157;RALN;CD;049000;0;1;0;0;0;0
C5157;RALN;CA;027000;0;1;0;0;0;0
C5157;RALN;CB;054000;2;2;0;0;0;0
C5157;RALN;CC;042000;0;2;0;0;0;0
C5157;RALN;FP;0D0103;0;1;0;0;0;0
C5157;RALN;CB;032000;0;7;1;0;0;0
C5157;RALN;CC;045000;2;0;0;0;0;0
C5157;RALN;CD;0D4000;1;0;0;0;0;0
C5157;RALN;CD;099000;2;1;0;0;0;0
C5157;RALN;CA;0A1000;3;1;0;0;0;0
C5157;RALN;CD;0D1000;2;2;0;0;0;0
C5157;RALN;CC;0C1000;6;6;0;0;0;0
C5157;RALN;CC;043000;0;2;0;0;0;0
C5157;RALN;CD;050000;0;1;0;0;0;0
C5157;RALN;CB;0B7A00;0;2;0;0;0;0
C5157;RALN;CC;046000;2;5;0;0;0;0
C5157;RALN;RP;000096;0;0;1;0;0;0
C6783;RALN;FP;0D0103;1;0;0;0;0;0
C6783;RALN;CB;032000;1;0;0;0;0;0
C6783;RALN;SP;0D0I95;1;0;1;1;0;0
C6783;RALN;CC;0C1000;0;0;2;0;0;0
C6783;RALN;CA;0A1000;2;0;7;0;0;0
C6783;RALN;CB;038490;0;2;0;0;0;0
C6783;RALN;CC;046000;3;0;0;0;0;0
C6783;RALN;CA;0A5000;1;0;0;0;0;0
C6783;RALN;CB;054000;0;0;9;3;0;0
C507;RALN;CD;050000;1;0;0;0;0;0
C507;RALN;CB;037493;1;1;0;0;0;0
C507;RALN;CC;045000;0;1;0;0;0;0
C507;RALN;CA;028000;0;2;0;0;0;0
C507;RALN;CB;038490;4;1;0;0;0;0
C507;RALN;CD;099000;1;0;0;0;0;0
C507;RALN;CA;0A5000;1;0;0;0;0;0
C507;RALN;CB;037492;0;1;0;0;0;0
C507;RALN;CB;055000;1;0;0;0;0;0
C507;RALN;CB;036495;1;0;0;0;0;0
C507;RALN;CD;0D5000;2;0;0;1;0;0
C507;RALN;CC;0C1000;1;2;0;0;0;0
C507;RALN;CB;0B7A00;1;0;0;0;0;0
C507;RALN;CC;043000;0;1;0;0;0;0
C507;RALN;CC;046000;0;3;0;0;0;0
C507;RALN;FP;0D0103;1;0;0;0;0;0
C219;RALN;CC;045000;2;0;0;0;0;0
C219;RALN;CA;028000;2;0;0;0;0;0
C219;RALN;FP;0D0103;0;1;0;0;0;0
C219;RALN;CB;054000;3;0;0;0;0;0
C219;RALN;CB;037493;1;1;0;0;0;0
C219;RALN;CC;046000;0;2;0;0;0;0
OL13994;EPNE;AC;043000;0;1;0;0;0;0
OL13994;EPNE;AB;032000;0;0;0;0;0;1
LS12058;LS13;DI;0D00NF;0;1;0;0;0;0
LS12058;LS13;LI;0000ND;22;21;0;0;0;1
C483;RALN;CB;0B7A00;2;0;0;0;0;0
C483;RALN;CD;050000;1;1;0;0;0;0
C483;RALN;CB;0B7000;1;0;0;0;0;0
C483;RALN;CD;0D4000;1;0;0;0;0;0
C483;RALN;CB;036494;2;0;0;0;0;0
C483;RALN;CB;037492;1;0;0;0;0;0
C483;RALN;CD;0D1000;0;1;0;0;0;0
C483;RALN;CD;0D5000;0;1;0;0;0;0
C483;RALN;CC;046000;1;2;0;0;0;0
C3613;RALN;CB;032000;2;0;0;0;0;0
C3613;RALN;CD;0D4000;1;0;0;0;0;0
C3613;RALN;CD;050000;0;1;0;0;0;0
C3613;RALN;CC;042000;1;0;0;0;0;0
C3613;RALN;CC;043000;0;1;0;0;0;0
C3613;RALN;CC;0C1000;1;3;0;0;0;0
C3613;RALN;CC;045000;0;0;1;0;0;0
C2774;RALN;CD;0D5000;0;2;0;0;0;0
C2774;RALN;CD;099000;1;0;0;0;0;0
C2774;RALN;CC;0C1000;2;1;0;0;0;0
C2774;RALN;CC;046000;0;1;0;0;0;0
C2774;RALN;CB;037493;4;0;0;0;0;0
C2774;RALN;CA;028000;1;0;0;0;0;0
C2774;RALN;CD;0D1000;1;1;0;0;0;0
C2774;RALN;FP;0D0103;0;0;0;0;0;1
C2774;RALN;CD;049000;1;1;0;0;0;0
C2774;RALN;CD;050000;0;1;0;0;0;0
C2774;RALN;CC;042000;0;1;0;0;0;0
C3947;RALN;CD;0D4000;0;1;0;0;0;0
C3947;RALN;CC;045000;0;1;0;0;0;0
C3947;RALN;CC;043000;0;2;0;0;0;0
C3947;RALN;DF;0D0095;0;0;1;0;0;0
C3947;RALN;CB;036494;0;0;0;1;0;0
C3947;RALN;CD;049000;1;0;0;1;0;1
C3947;RALN;FP;0D0103;0;1;0;0;0;0
C3947;RALN;CC;046000;1;0;0;0;0;1
C3947;RALN;CD;0D5000;0;1;0;0;0;0
C3947;RALN;CB;034000;1;0;0;0;0;0
C3947;RALN;CB;038490;1;0;0;0;0;0
C3947;RALN;CC;0C1000;3;1;0;0;0;1
C3947;RALN;CB;032000;1;0;0;0;0;0
C7782;RALN;SP;0D0I95;0;0;1;0;0;0
C7782;RALN;CA;025000;1;0;0;0;0;0
C7782;RALN;FP;0D0485;0;1;0;0;0;0
C7782;RALN;CB;034000;1;0;0;0;0;0
C7782;RALN;CB;032000;4;0;0;0;0;0
C7782;RALN;CB;036494;0;1;0;0;0;0
C7782;RALN;CD;049000;4;0;0;0;0;0
C7782;RALN;CD;0D5000;1;0;0;0;0;0
PU9828;SSNA;LA;A12017;0;7;0;0;0;0
PU9828;SSNA;DA;AD0032;1;0;0;0;0;0
PU9828;SSNA;LA;A13870;30;38;0;2;0;2
PU9828;SSNA;DS;SD0A38;1;0;0;0;0;0
PU9828;SSNA;LT;T16024;0;1;0;0;0;0
PU9828;SSNA;SF;S16019;5;11;1;0;0;0
PU9828;SSNA;LA;A16028;7;11;0;0;0;1
PU9828;SSNA;ST;S18864;3;1;0;0;0;0
PU9828;SSNA;LT;T12057;7;4;0;2;0;0
PU9828;SSNA;DA;AD0S31;0;1;0;0;0;0
PU9828;SSNA;LA;A18869;3;3;1;0;0;1
PU9828;SSNA;DS;SD0A41;1;1;0;0;0;0
PU9828;SSNA;SI;S16020;127;409;0;0;2;40
PU9828;SSNA;LA;A14005;12;40;0;1;0;7
PU9828;SSNA;SI;S18863;16;32;0;0;0;0
PU9828;SSNA;DS;SD0E39;0;1;0;0;0;0
PU9828;SSNA;LT;T14007;1;0;0;0;0;0
PU9828;SSNA;ST;S16021;36;70;0;0;0;0
PU9828;SSNA;SV;S16022;1;0;0;0;0;0
C14135;RALN;CC;043000;0;0;0;0;0;1
C14135;RALN;CB;034000;1;0;0;0;0;0
C14135;RALN;CD;049000;0;1;0;0;0;0
C14135;RALN;CC;042000;1;0;0;0;0;0
C14135;RALN;CB;036495;1;0;0;0;0;0
C14135;RALN;CD;050000;0;0;1;0;0;0
C6873;RALN;CC;045000;0;1;0;0;0;0
C6873;RALN;CD;0D1000;0;2;0;0;0;0
C6873;RALN;CD;0D4000;0;1;0;0;0;0
C6873;RALN;CC;046000;2;4;0;0;0;0
C6873;RALN;CB;038491;2;0;0;0;0;0
C8002;RALN;CC;0C1000;0;1;0;0;0;0
C8002;RALN;CB;032000;1;0;0;0;0;0
C8002;RALN;CD;050000;0;0;0;0;0;1
C8002;RALN;CC;045000;1;2;0;0;0;0
C7975;RALN;CD;0D5000;3;1;0;0;0;0
C7975;RALN;CC;042000;2;0;0;0;0;0
C7975;RALN;CC;0C1000;3;3;1;0;0;0
C7975;RALN;CC;046000;4;0;0;0;0;0
C7975;RALN;CC;043000;8;0;0;0;0;0
C7975;RALN;FP;0D0103;0;1;0;0;0;0
C7975;RALN;CB;034000;1;0;0;0;0;0
C7975;RALN;CD;050000;1;0;0;0;0;0
C7975;RALN;CC;045000;0;0;1;0;0;0
C1384;RALN;CA;0A1000;0;0;6;6;0;1
C1384;RALN;CB;036495;1;0;0;0;0;0
C1384;RALN;CD;0D1000;0;0;0;0;1;0
C1384;RALN;CB;054000;0;0;0;0;1;0
C1384;RALN;CB;038491;1;0;0;0;0;0
C1384;RALN;CB;034000;5;0;0;0;0;0
C1384;RALN;CD;099000;1;0;0;0;0;0
C1384;RALN;CC;043000;1;1;0;0;0;0
C7874;RALN;CB;0B7000;1;0;0;0;0;0
C7874;RALN;CC;043000;0;0;0;0;0;1
C7874;RALN;CC;097000;1;0;0;0;0;0
C7874;RALN;CC;042000;0;0;0;0;2;1
C7874;RALN;CA;0A6000;1;0;0;0;0;0
C7874;RALN;CC;045000;1;1;0;0;0;0
C7293;RALN;CD;0D4000;0;1;0;0;0;0
C7293;RALN;CC;097000;1;0;0;0;0;0
C7293;RALN;CB;038491;1;0;0;0;0;0
C7293;RALN;CC;045000;0;1;0;0;0;0
C7293;RALN;CB;032000;1;0;0;0;0;0
C7293;RALN;CD;099000;1;0;0;0;0;0
C5518;RALN;CC;043000;3;2;0;1;0;0
C5518;RALN;CC;042000;3;7;0;0;0;1
C5518;RALN;CB;038490;1;1;0;1;0;0
C5518;RALN;CD;049000;5;7;0;0;0;0
C5518;RALN;CB;055000;0;1;0;0;0;0
C5518;RALN;FP;0D0102;0;1;0;0;0;0
C5518;RALN;CB;032000;1;0;0;0;0;0
C5518;RALN;CC;045000;2;4;0;0;0;0
C5518;RALN;CD;0D4000;3;2;0;0;0;0
C5518;RALN;CC;0C1000;1;3;0;0;0;3
C5518;RALN;CB;037492;2;2;0;1;0;2
C5518;RALN;CB;054000;5;2;0;0;0;1
C5518;RALN;DI;0D0164;1;0;0;0;0;0
C5518;RALN;CD;050000;2;2;0;0;0;0
C5518;RALN;CB;034000;2;1;0;0;0;0
C5518;RALN;CC;046000;1;5;0;0;0;0
C5518;RALN;CD;0D5000;2;2;0;0;0;1
C5518;RALN;CB;036494;2;1;0;0;0;0
C5518;RALN;DF;0D0095;1;0;0;0;0;0
C5518;RALN;CD;0D1000;1;5;0;0;0;0
C2597;RALN;CD;050000;1;0;0;0;0;1
C2597;RALN;CB;036494;0;1;0;0;0;0
C2597;RALN;CB;0B7A00;0;0;0;1;0;0
C2597;RALN;CC;043000;0;1;0;0;0;1
C2597;RALN;CD;0D1000;2;3;0;0;0;1
C2597;RALN;CC;0C1000;3;3;0;0;0;0
C2597;RALN;CC;046000;0;6;0;0;0;0
C2597;RALN;CB;054000;1;0;0;0;0;1
C2597;RALN;CC;045000;0;3;0;0;0;0
C2597;RALN;CB;034000;1;1;0;0;0;0
C2597;RALN;CD;0D4000;0;2;0;0;0;0
C2597;RALN;CD;099000;0;0;0;0;0;1
C2597;RALN;CB;037492;0;2;0;0;0;1
C2597;RALN;CB;036495;1;1;0;0;0;0
C2597;RALN;CB;038490;0;3;0;0;0;1
C2597;RALN;CD;049000;1;0;0;0;0;0
C2597;RALN;CA;0A5000;0;0;0;0;0;1
C2597;RALN;CB;032000;0;0;0;0;1;0
C2597;RALN;CC;042000;2;1;0;0;0;0
C2597;RALN;FP;0D0103;0;1;0;0;0;0
C2597;RALN;CD;0D5000;0;1;0;0;0;0
C3676;RALN;CB;054000;1;0;0;0;0;0
C3676;RALN;CB;032000;1;1;0;0;0;0
C3676;RALN;CD;099000;1;0;0;0;0;0
C3676;RALN;CC;042000;1;2;0;0;0;0
C3676;RALN;CC;0C1000;1;1;0;0;0;0
C3676;RALN;CD;049000;2;1;0;0;0;0
C3676;RALN;CD;050000;1;0;0;0;0;0
C6428;RALN;CD;0D4000;0;1;0;0;0;0
C6428;RALN;CC;043000;0;1;0;0;0;0
C6428;RALN;CC;042000;0;1;0;0;0;0
C6428;RALN;CB;055000;1;0;0;0;0;0
C6428;RALN;CD;0D1000;1;0;0;0;0;0
C6139;RALN;CC;0C1000;0;1;0;0;0;0
C6139;RALN;CB;054000;1;0;0;0;0;0
C6139;RALN;CC;046000;0;1;0;0;0;0
C5748;RALN;CC;045000;0;1;0;0;0;0
C5748;RALN;CC;042000;0;1;0;0;0;0
IP12443;RALN;CB;054000;5;14;0;0;1;4
IP12443;RALN;CC;0C1000;2;7;0;0;0;0
IP12443;RALN;CB;037493;0;1;0;0;0;0
IP12443;RALN;CB;036495;1;0;0;0;0;0
IP12443;RALN;CB;034000;0;2;0;0;0;0
IP12443;RALN;CD;0D1000;1;2;0;0;0;0
C989;RALN;CA;0A1000;0;0;2;0;0;0
C989;RALN;CC;046000;1;1;0;0;0;0
C989;RALN;CB;054000;0;0;1;2;0;0
C989;RALN;CB;036494;1;0;0;0;0;0
C989;RALN;CC;042000;1;0;0;0;0;0
C989;RALN;CA;0A5000;1;0;0;0;0;0
C989;RALN;CD;050000;1;1;0;0;0;0
C989;RALN;SP;0D0I95;0;0;2;0;0;0
C989;RALN;CD;0D4000;1;1;0;0;0;0
C5085;RALN;CD;0D4000;2;1;0;0;0;0
C5085;RALN;CD;0D1000;1;2;0;0;0;0
C5085;RALN;CB;038491;1;1;0;0;0;0
C5085;RALN;DI;0D0165;1;0;0;0;0;0
C5085;RALN;CC;045000;0;4;0;0;0;0
C5085;RALN;RP;000096;0;0;0;0;0;1
C5085;RALN;CD;0D5000;0;2;0;0;0;0
C5085;RALN;CD;049000;1;0;0;0;0;0
C5085;RALN;CC;043000;0;1;0;0;0;0
C5085;RALN;CD;099000;0;2;0;0;0;0
C5085;RALN;CB;037493;0;1;0;0;0;0
C5085;RALN;CC;046000;2;3;0;0;0;0
C5085;RALN;CD;050000;1;0;0;0;0;0
C5085;RALN;FP;0D0102;0;1;0;0;0;0
C5085;RALN;CC;042000;1;2;0;0;0;0
C5085;RALN;CB;034000;0;2;0;0;0;0
C5085;RALN;CC;0C1000;2;3;0;0;0;0
C4408;RALN;CB;055000;1;0;0;0;0;0
C4408;RALN;CD;049000;0;1;0;0;0;0
C4408;RALN;CC;045000;1;2;0;0;0;0
C4408;RALN;CC;043000;1;2;0;0;0;0
C4408;RALN;CC;042000;1;0;0;0;0;0
C4408;RALN;CD;099000;0;1;0;0;0;0
C4408;RALN;CB;037492;3;1;0;0;0;0
C4408;RALN;CB;037493;1;0;0;0;0;0
C4408;RALN;CB;054000;3;0;0;0;0;0
C4408;RALN;CC;0C1000;3;1;0;1;0;0
C4408;RALN;CD;0D4000;1;0;0;0;0;0
C4408;RALN;CC;046000;0;4;0;0;0;0
C4408;RALN;CD;0D1000;0;4;0;0;0;0
C2458;RALN;CD;049000;0;1;0;0;0;0
C2458;RALN;CD;050000;1;0;0;0;0;0
C2458;RALN;CB;034000;0;0;0;0;1;0
C2458;RALN;DF;0D0095;0;0;0;1;0;0
C2458;RALN;CB;054000;0;0;1;0;0;0
C5175;RALN;CB;038491;1;0;0;0;0;0
C5175;RALN;CB;0B7000;2;0;0;0;0;0
C5175;RALN;CC;046000;6;0;0;0;0;0
C5175;RALN;CB;032000;1;0;0;0;0;0
UC10320;RALN;CD;099000;1;0;0;0;0;0
UC10320;RALN;CC;046000;1;1;0;0;0;0
UC10320;RALN;CC;045000;1;0;0;0;0;0
UC10320;RALN;CD;050000;0;1;0;0;0;0
UC10320;RALN;CC;042000;1;0;0;0;0;0
CS11806;RALN;CD;049000;0;1;0;0;0;0
CS11806;RALN;DG;0D0097;1;0;0;0;0;0
CS11806;RALN;CB;036494;0;1;0;0;0;0
CS11806;RALN;CD;0D4000;1;0;0;0;0;0
CS11806;RALN;CD;0D1000;1;1;0;0;0;0
CS11806;RALN;CC;045000;0;1;0;0;0;0
C1602;RALN;CB;034000;1;0;0;0;0;0
C1602;RALN;CB;037492;1;0;0;0;0;0
C1602;RALN;CD;050000;1;0;0;0;0;0
C1602;RALN;CC;045000;1;0;0;0;0;0
C1602;RALN;CC;043000;0;1;0;0;0;0
C3313;RALN;CC;046000;1;0;0;0;0;0
C3313;RALN;FP;0D0485;0;1;0;0;0;0
C3313;RALN;CB;0B7A00;2;0;0;0;0;0
C3313;RALN;CA;025000;0;0;0;3;0;0
C4210;RALN;CC;0C1000;0;0;0;1;0;0
C4210;RALN;CD;0D5000;0;1;0;0;0;0
C4210;RALN;CC;045000;1;0;0;0;0;1
C4210;RALN;CB;036494;0;0;1;0;0;0
C4210;RALN;CB;055000;1;0;0;0;0;0
C4210;RALN;CC;046000;0;2;0;0;0;0
C4210;RALN;CC;043000;1;1;0;0;0;0
C4210;RALN;CD;0D1000;1;0;0;0;0;0
OL13750;EPNE;AB;030000;0;1;0;0;0;0
OL13750;EPNE;AB;034000;0;1;0;0;0;0
C6491;RALN;CB;036494;2;0;0;0;0;0
C6491;RALN;CB;032000;2;0;0;0;0;0
C6491;RALN;CD;0D4000;2;0;0;0;0;0
C6491;RALN;CD;050000;0;1;0;0;0;0
C5089;RALN;CC;042000;1;0;0;0;0;0
C5089;RALN;CA;0A1000;2;0;0;0;0;0
C5089;RALN;CC;0C1000;0;2;0;0;0;0
C4776;RALN;CA;025000;2;0;0;0;0;0
C4776;RALN;CC;042000;1;1;0;0;0;0
C4776;RALN;CC;046000;1;2;0;0;0;0
C4776;RALN;CC;043000;1;0;0;0;0;0
C4776;RALN;CA;0A5000;4;0;0;0;0;0
C4776;RALN;CD;049000;3;0;0;0;0;0
C4776;RALN;CB;0B7000;2;2;0;0;0;0
C4776;RALN;CB;054000;2;0;0;0;0;0
C4776;RALN;CB;034000;0;1;0;0;0;0
C4776;RALN;CC;0C1000;0;2;0;0;0;0
C8009;RALN;CB;037492;1;1;0;0;0;0
C8009;RALN;CC;0C1000;1;0;0;0;0;0
C4484;RALN;CD;0D4000;0;1;0;0;0;0
C4484;RALN;CD;0D7000;1;1;0;0;0;0
C615;RALN;CB;036495;2;1;0;0;0;0
C615;RALN;CD;099000;7;8;0;0;0;0
C615;RALN;CA;0A5000;12;4;0;0;0;0
C615;RALN;CC;045000;0;1;0;0;0;0
C615;RALN;CC;043000;0;1;0;0;0;0
C615;RALN;CC;046000;27;13;0;0;0;1
C615;RALN;CB;055000;3;0;0;0;0;0
C615;RALN;CB;037493;2;6;0;0;0;0
C615;RALN;FP;0D0103;0;1;0;0;0;0
C615;RALN;CB;0B7000;6;4;0;0;0;0
C615;RALN;CD;0D1000;1;1;0;0;0;0
C615;RALN;CA;027000;1;0;0;0;0;0
C615;RALN;CB;054000;0;0;0;0;0;1
C615;RALN;CA;028000;4;0;0;0;0;0
C615;RALN;CB;0B7A00;8;0;0;0;0;0
C615;RALN;CB;038491;5;0;0;0;0;0
C2395;RALN;CD;0D5000;0;1;0;0;0;0
C2395;RALN;CC;045000;0;3;0;0;0;0
C2395;RALN;CD;0D4000;1;0;0;0;0;0
C2395;RALN;CB;037492;0;1;0;0;0;0
C2395;RALN;CC;0C1000;0;1;0;0;0;1
C2395;RALN;CD;049000;0;1;0;0;0;0
C2395;RALN;CC;046000;0;1;0;0;0;2
C2395;RALN;CC;043000;2;0;0;0;0;0
C2395;RALN;CB;037493;0;0;0;1;0;0
C7933;RALN;CD;0D5000;1;0;0;0;0;0
C7933;RALN;CC;043000;0;1;0;0;0;0
C7933;RALN;CD;049000;0;1;0;0;0;0
C7933;RALN;CC;046000;1;0;0;0;0;0
C7933;RALN;CB;032000;1;0;1;0;0;0
C3014;RALN;CC;042000;0;1;0;0;0;0
C3014;RALN;CB;036494;0;0;0;0;0;1
C3014;RALN;CC;045000;0;2;0;0;0;0
C3014;RALN;CB;037493;0;0;0;0;0;1
C3014;RALN;CC;046000;0;0;0;0;0;1
C3014;RALN;CB;055000;1;0;0;0;0;0
UC10503;RALN;CC;042000;1;1;0;0;0;0
UC10503;RALN;CB;054000;1;0;0;0;0;0
UC10503;RALN;CC;046000;0;1;0;0;0;0
UC10503;RALN;CC;0C1000;0;2;0;0;0;0
UC10503;RALN;CC;045000;1;1;0;0;0;0
UC10503;RALN;CD;0D1000;0;1;0;0;0;0
UC10503;RALN;FP;0D0485;0;0;1;0;0;0
UC10503;RALN;CD;0D5000;1;2;0;0;0;0
C1198;RALN;CB;032000;2;0;0;0;0;0
C1198;RALN;CC;043000;2;3;0;0;0;0
C1198;RALN;CB;038491;0;0;0;0;0;1
C1198;RALN;CD;049000;1;4;0;0;0;0
C1198;RALN;CC;046000;1;2;0;0;1;2
C1198;RALN;CB;036495;1;5;0;0;0;0
C1198;RALN;CD;0D5000;1;0;0;0;0;0
C1198;RALN;CC;097000;1;0;0;0;0;0
C1198;RALN;CB;0B7A00;2;1;0;0;0;0
C1198;RALN;CB;037492;0;2;0;0;0;1
C1198;RALN;CB;038490;1;0;0;0;0;1
C1198;RALN;CC;042000;3;4;0;0;0;1
C1198;RALN;CC;0C1000;2;5;0;0;0;0
C1198;RALN;CD;050000;2;2;0;0;0;0
C1198;RALN;CB;034000;2;2;0;0;0;1
C1198;RALN;CD;0D4000;0;1;0;0;0;0
C1198;RALN;CD;0D1000;2;5;0;0;0;1
C1198;RALN;CC;045000;0;3;0;1;0;2
C1198;RALN;CB;036494;1;1;0;0;0;0
C1198;RALN;CB;037493;0;2;0;0;0;1
C5010;RALN;CD;0D4000;0;1;0;0;0;0
C5010;RALN;CB;038491;1;0;0;0;0;0
C5010;RALN;CB;0B7A00;1;0;0;0;0;0
C5010;RALN;CA;0A1000;1;0;0;0;0;0
C5010;RALN;CA;0A5000;2;0;0;0;0;0
C5010;RALN;CD;099000;1;0;0;0;0;0
C5010;RALN;CB;054000;2;1;0;0;0;0
C5010;RALN;CC;045000;1;0;0;0;0;0
C7579;RALN;CC;042000;0;2;0;0;0;0
C7579;RALN;CB;038491;1;0;0;0;0;0
C7579;RALN;SP;0D0I95;0;0;1;0;0;0
