ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERO_UOMINI;COMANDATI_DISTACCATI_ESTERO_DONNE;FUORI_RUOLO_ESTERO_UOMINI;FUORI_RUOLO_ESTERO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERO_UOMINI;CONVENZIONI_ESTERO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
C8051;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5785;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
CS9914;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CM12344;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1358;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3152;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5227;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7206;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5612;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6421;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3353;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8165;RALN;FP;0D0102;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C1114;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C563;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3229;RALN;FP;0D0102;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3148;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5622;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C223;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C632;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC11864;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5435;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7968;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1378;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2305;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5636;RALN;FP;0D0102;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C7010;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C735;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C235;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9077;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7704;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1869;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6317;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C689;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7997;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2916;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6072;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1479;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7949;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2761;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3246;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7554;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9116;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6335;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3193;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6966;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7805;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6032;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5206;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1554;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6122;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C594;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4065;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6312;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4559;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7453;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4009;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7562;RALN;FP;0D0102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C303;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7136;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4263;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1591;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7787;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1276;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8261;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2395;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C427;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6589;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C531;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7999;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3415;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2979;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4776;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4069;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1245;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3135;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C363;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6348;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7251;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5332;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1803;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3065;RALN;FP;0D0102;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
C3905;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1672;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2602;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7147;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6230;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6465;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7081;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1040;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7498;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8070;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2380;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C643;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C723;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3579;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C833;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2158;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1263;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4973;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1641;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C790;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5869;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6732;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6612;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9097;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2140;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7900;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7508;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C529;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12543;RALN;FP;0D0102;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C4081;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2809;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3794;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3594;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C976;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1929;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6649;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1888;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1110;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2248;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5957;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4495;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
N10128;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5971;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4823;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6721;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7126;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C412;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C947;RALN;FP;0D0102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C3583;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4619;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7084;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7932;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7641;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C331;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C702;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8304;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6211;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9100;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6918;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4496;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3069;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4278;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6358;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1559;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3954;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2084;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C684;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5085;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2511;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2731;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C764;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5400;RALN;FP;0D0102;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C3991;RALN;FP;0D0102;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6764;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6591;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1026;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6845;RALN;FP;0D0102;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C6432;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1118;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6198;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5560;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C8157;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C10950;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2480;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7154;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4075;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1295;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C679;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2989;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2035;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2449;RALN;FP;0D0102;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C8054;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1531;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2213;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4506;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4546;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7844;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3145;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6368;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2614;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C582;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2887;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3344;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1205;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1845;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1763;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5718;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4028;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6587;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1419;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8059;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6607;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1484;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C12932;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7637;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1169;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3547;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3291;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3928;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6405;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5165;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6088;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5725;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8264;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1846;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C935;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6537;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5793;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3236;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6821;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1244;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C710;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5139;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9122;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6241;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7478;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C467;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10951;RALN;FP;0D0102;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4932;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5539;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9064;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2021;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3405;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
CS12860;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7863;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C998;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5627;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4940;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4195;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6310;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4910;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5136;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7531;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1822;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8035;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2145;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2003;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3752;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C629;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C671;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1327;RALN;FP;0D0102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2115;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2116;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6839;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8002;RALN;FP;0D0102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
