ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C3038;RALN;SP;0D0I95;A24;0;1
C5955;RALN;SP;0D0I95;A24;1;0
C1517;RALN;SP;0D0I95;A23;0;1
C1673;RALN;SP;0D0I95;A24;1;0
C4090;RALN;SP;0D0I95;A23;1;0
C5259;RALN;SP;0D0I95;A23;1;0
C4307;RALN;SP;0D0I95;A24;1;0
C4101;RALN;SP;0D0I95;A35;3;0
C5532;RALN;SP;0D0I95;A24;0;2
C2540;RALN;SP;0D0I95;A23;1;0
C5463;RALN;SP;0D0I95;A23;1;0
C8299;RALN;SP;0D0I95;A24;1;0
C782;RALN;SP;0D0I95;A23;1;0
C6086;RALN;SP;0D0I95;A24;1;0
C4669;RALN;SP;0D0I95;A23;0;1
C5052;RALN;SP;0D0I95;A24;1;0
C7577;RALN;SP;0D0I95;A24;1;0
C3392;RALN;SP;0D0I95;A24;2;0
C8284;RALN;SP;0D0I95;A24;1;0
C4144;RALN;SP;0D0I95;A24;1;0
C3977;RALN;SP;0D0I95;A24;1;0
C214;RALN;SP;0D0I95;A24;1;0
C2112;RALN;SP;0D0I95;A23;0;1
C4291;RALN;SP;0D0I95;A24;2;0
C7194;RALN;SP;0D0I95;A23;1;0
C2817;RALN;SP;0D0I95;A24;1;0
C2608;RALN;SP;0D0I95;A24;4;1
C5061;RALN;SP;0D0I95;A24;0;1
C5119;RALN;SP;0D0I95;A24;1;1
C6165;RALN;SP;0D0I95;A24;1;0
C1383;RALN;SP;0D0I95;A24;1;1
C7716;RALN;SP;0D0I95;A24;0;1
C6607;RALN;SP;0D0I95;A24;1;0
C1386;RALN;SP;0D0I95;A23;1;0
C6328;RALN;SP;0D0I95;A24;0;1
C5756;RALN;SP;0D0I95;A24;1;0
C3860;RALN;SP;0D0I95;A23;2;0
C7495;RALN;SP;0D0I95;A24;1;0
C5989;RALN;SP;0D0I95;A24;0;1
UC12346;RALN;SP;0D0I95;A24;2;0
C5741;RALN;SP;0D0I95;A24;1;1
UC10767;RALN;SP;0D0I95;A24;0;1
C1200;RALN;SP;0D0I95;A23;1;0
C5918;RALN;SP;0D0I95;A24;1;1
C4594;RALN;SP;0D0I95;A24;1;0
C4258;RALN;SP;0D0I95;A24;1;0
C6833;RALN;SP;0D0I95;A23;0;1
C5462;RALN;SP;0D0I95;A24;0;1
C1829;RALN;SP;0D0I95;A24;0;1
C5340;RALN;SP;0D0I95;A24;2;0
C5665;RALN;SP;0D0I95;A24;1;0
C1053;RALN;SP;0D0I95;A23;1;0
C3550;RALN;SP;0D0I95;A23;1;0
C2754;RALN;SP;0D0I95;A23;1;0
C5564;RALN;SP;0D0I95;A24;1;0
C5176;RALN;SP;0D0I95;A24;1;0
C2802;RALN;SP;0D0I95;A24;0;1
C7012;RALN;SP;0D0I95;A23;1;0
C4952;RALN;SP;0D0I95;A24;1;0
C5875;RALN;SP;0D0I95;A23;1;0
UC10237;RALN;SP;0D0I95;A24;1;0
C7329;RALN;SP;0D0I95;A23;1;0
C4467;RALN;SP;0D0I95;A23;1;0
C4664;RALN;SP;0D0I95;A30;1;0
C12502;RALN;SP;0D0I95;A23;0;1
C4651;RALN;SP;0D0I95;A23;0;1
C2273;RALN;SP;0D0I95;A23;0;1
C5413;RALN;SP;0D0I95;A23;1;0
C594;RALN;SP;0D0I95;A24;1;0
C4338;RALN;SP;0D0I95;A24;1;0
C1288;RALN;SP;0D0I95;A24;1;1
C7782;RALN;SP;0D0I95;A24;1;0
C478;RALN;SP;0D0I95;A24;1;0
C4921;RALN;SP;0D0I95;A24;0;1
C1521;RALN;SP;0D0I95;A23;1;0
C1889;RALN;SP;0D0I95;A23;0;1
C511;RALN;SP;0D0I95;A24;1;0
C1665;RALN;SP;0D0I95;A24;1;0
C7687;RALN;SP;0D0I95;A24;1;0
C8288;RALN;SP;0D0I95;A23;1;0
C2980;RALN;SP;0D0I95;A24;1;0
UC10776;RALN;SP;0D0I95;A24;0;1
C1449;RALN;SP;0D0I95;A24;2;0
C294;RALN;SP;0D0I95;A24;1;0
C4473;RALN;SP;0D0I95;A23;1;0
C2960;RALN;SP;0D0I95;A30;0;1
C5179;RALN;SP;0D0I95;A23;2;0
C609;RALN;SP;0D0I95;A24;1;0
C4712;RALN;SP;0D0I95;A24;1;1
C258;RALN;SP;0D0I95;A23;1;0
C8298;RALN;SP;0D0I95;A24;0;1
UC10772;RALN;SP;0D0I95;A24;2;1
C1869;RALN;SP;0D0I95;A24;0;1
C7729;RALN;SP;0D0I95;A24;0;1
C4722;RALN;SP;0D0I95;A30;0;1
C5348;RALN;SP;0D0I95;A23;1;0
C6616;RALN;SP;0D0I95;A24;0;1
C7244;RALN;SP;0D0I95;A30;0;1
C7792;RALN;SP;0D0I95;A24;1;0
C4322;RALN;SP;0D0I95;A24;1;0
C5994;RALN;SP;0D0I95;A24;1;0
C5897;RALN;SP;0D0I95;A24;0;1
C1850;RALN;SP;0D0I95;A24;0;1
C7155;RALN;SP;0D0I95;A23;1;0
C2107;RALN;SP;0D0I95;A24;1;0
C5899;RALN;SP;0D0I95;A24;1;0
C3155;RALN;SP;0D0I95;A23;0;1
C1649;RALN;SP;0D0I95;A24;1;0
C235;RALN;SP;0D0I95;A24;0;1
C6809;RALN;SP;0D0I95;A35;1;1
C6119;RALN;SP;0D0I95;A23;1;0
C5482;RALN;SP;0D0I95;A24;1;0
UC12537;RALN;SP;0D0I95;A23;1;0
C6642;RALN;SP;0D0I95;A24;0;1
C1737;RALN;SP;0D0I95;A24;1;0
C3287;RALN;SP;0D0I95;A24;2;0
C5709;RALN;SP;0D0I95;A24;1;0
C1341;RALN;SP;0D0I95;A24;0;1
C8217;RALN;SP;0D0I95;A24;0;1
C4313;RALN;SP;0D0I95;A24;1;0
C6317;RALN;SP;0D0I95;A23;0;1
C7461;RALN;SP;0D0I95;A24;2;0
C5314;RALN;SP;0D0I95;A24;1;0
C11891;RALN;SP;0D0I95;A23;1;0
C7068;RALN;SP;0D0I95;A24;1;0
C3433;RALN;SP;0D0I95;A24;1;0
C5531;RALN;SP;0D0I95;A23;1;0
C6325;RALN;SP;0D0I95;A24;1;0
C4289;RALN;SP;0D0I95;A24;1;0
C8222;RALN;SP;0D0I95;A23;0;1
C7152;RALN;SP;0D0I95;A23;1;0
C5301;RALN;SP;0D0I95;A23;1;0
C7182;RALN;SP;0D0I95;A24;1;0
C7228;RALN;SP;0D0I95;A24;1;0
C3176;RALN;SP;0D0I95;A23;1;0
C6615;RALN;SP;0D0I95;A24;1;0
C3293;RALN;SP;0D0I95;A24;1;0
C8283;RALN;SP;0D0I95;A24;1;0
C2466;RALN;SP;0D0I95;A23;0;1
C1497;RALN;SP;0D0I95;A24;1;0
C1097;RALN;SP;0D0I95;A24;1;0
C2613;RALN;SP;0D0I95;A24;0;1
C5905;RALN;SP;0D0I95;A28;0;2
C3358;RALN;SP;0D0I95;A24;0;1
C331;RALN;SP;0D0I95;A24;0;1
C1078;RALN;SP;0D0I95;A23;2;0
UC12257;RALN;SP;0D0I95;A23;1;0
C7762;RALN;SP;0D0I95;A23;1;0
C1888;RALN;SP;0D0I95;A24;1;1
C3242;RALN;SP;0D0I95;A24;1;0
UC10240;RALN;SP;0D0I95;A23;4;2
UC8801;RALN;SP;0D0I95;A35;1;0
C6959;RALN;SP;0D0I95;A24;1;0
UC10638;RALN;SP;0D0I95;A24;1;2
C4655;RALN;SP;0D0I95;A23;0;1
C2113;RALN;SP;0D0I95;A23;1;0
C5152;RALN;SP;0D0I95;A23;0;1
C2841;RALN;SP;0D0I95;A24;1;0
C1338;RALN;SP;0D0I95;A24;1;0
C3534;RALN;SP;0D0I95;A23;0;1
P9077;RALN;SP;0D0I95;A24;1;0
UC10142;RALN;SP;0D0I95;A24;0;1
C4924;RALN;SP;0D0I95;A23;0;1
C3559;RALN;SP;0D0I95;A23;1;0
C4768;RALN;SP;0D0I95;A24;1;0
C1267;RALN;SP;0D0I95;A24;0;1
C4950;RALN;SP;0D0I95;A23;0;1
C3021;RALN;SP;0D0I95;A24;0;1
C6337;RALN;SP;0D0I95;A24;1;0
C5973;RALN;SP;0D0I95;A24;0;2
C5625;RALN;SP;0D0I95;A24;1;0
C2489;RALN;SP;0D0I95;A23;1;1
C3050;RALN;SP;0D0I95;A24;2;0
C1946;RALN;SP;0D0I95;A24;1;0
C3564;RALN;SP;0D0I95;A24;0;1
C698;RALN;SP;0D0I95;A24;0;1
C5253;RALN;SP;0D0I95;A24;1;0
C5167;RALN;SP;0D0I95;A24;1;0
C8259;RALN;SP;0D0I95;A24;1;0
C963;RALN;SP;0D0I95;A23;0;1
C6443;RALN;SP;0D0I95;A30;1;0
C5358;RALN;SP;0D0I95;A24;0;1
P9099;RALN;SP;0D0I95;A24;6;4
C5243;RALN;SP;0D0I95;A35;2;1
C4334;RALN;SP;0D0I95;A23;0;2
C1714;RALN;SP;0D0I95;A23;1;0
C5023;RALN;SP;0D0I95;A24;1;0
C3115;RALN;SP;0D0I95;A24;0;1
C4222;RALN;SP;0D0I95;A23;0;1
C4333;RALN;SP;0D0I95;A24;0;1
C7631;RALN;SP;0D0I95;A24;0;1
C1903;RALN;SP;0D0I95;A24;0;1
C7346;RALN;SP;0D0I95;A24;1;0
C4898;RALN;SP;0D0I95;A24;1;0
C7425;RALN;SP;0D0I95;A24;0;1
C2558;RALN;SP;0D0I95;A24;1;0
C5396;RALN;SP;0D0I95;A23;2;1
C1564;RALN;SP;0D0I95;A23;1;0
C4590;RALN;SP;0D0I95;A23;1;0
C4425;RALN;SP;0D0I95;A24;0;1
C427;RALN;SP;0D0I95;A24;0;2
C6852;RALN;SP;0D0I95;A30;1;0
C6383;RALN;SP;0D0I95;A23;2;0
C2704;RALN;SP;0D0I95;A23;1;0
C8056;RALN;SP;0D0I95;A24;2;0
C1898;RALN;SP;0D0I95;A24;1;1
C7374;RALN;SP;0D0I95;A23;1;0
C7238;RALN;SP;0D0I95;A24;0;1
C5685;RALN;SP;0D0I95;A24;1;0
C6236;RALN;SP;0D0I95;A23;1;1
C6638;RALN;SP;0D0I95;A24;1;0
UC10183;RALN;SP;0D0I95;A24;1;0
C1863;RALN;SP;0D0I95;A23;1;1
C6731;RALN;SP;0D0I95;A24;1;0
C6570;RALN;SP;0D0I95;A24;1;0
C7096;RALN;SP;0D0I95;A24;1;3
C890;RALN;SP;0D0I95;A24;1;0
C5562;RALN;SP;0D0I95;A23;1;0
C6407;RALN;SP;0D0I95;A24;1;0
C2701;RALN;SP;0D0I95;A24;0;1
C8156;RALN;SP;0D0I95;A23;1;0
C1344;RALN;SP;0D0I95;A24;0;1
C4579;RALN;SP;0D0I95;A23;0;1
C6304;RALN;SP;0D0I95;A24;0;1
C12241;RALN;SP;0D0I95;A35;0;2
C2242;RALN;SP;0D0I95;A24;1;0
C256;RALN;SP;0D0I95;A24;1;0
C6022;RALN;SP;0D0I95;A24;1;0
C6915;RALN;SP;0D0I95;A24;2;0
C1987;RALN;SP;0D0I95;A24;0;1
C5287;RALN;SP;0D0I95;A24;1;0
C6869;RALN;SP;0D0I95;A23;1;0
C3635;RALN;SP;0D0I95;A24;1;0
C5226;RALN;SP;0D0I95;A24;0;1
C1709;RALN;SP;0D0I95;A24;2;1
C7900;RALN;SP;0D0I95;A24;0;1
C6339;RALN;SP;0D0I95;A24;1;0
C4598;RALN;SP;0D0I95;A30;1;0
C1555;RALN;SP;0D0I95;A24;0;1
C4511;RALN;SP;0D0I95;A23;1;0
C860;RALN;SP;0D0I95;A23;0;1
C2876;RALN;SP;0D0I95;A23;0;1
C5682;RALN;SP;0D0I95;A23;0;1
C574;RALN;SP;0D0I95;A23;1;1
C1215;RALN;SP;0D0I95;A24;1;0
C5267;RALN;SP;0D0I95;A23;0;1
C4181;RALN;SP;0D0I95;A23;1;0
C6103;RALN;SP;0D0I95;A24;1;0
C4091;RALN;SP;0D0I95;A24;2;0
C7972;RALN;SP;0D0I95;A24;0;1
C3208;RALN;SP;0D0I95;A24;0;1
C4995;RALN;SP;0D0I95;A24;1;0
C376;RALN;SP;0D0I95;A23;2;0
C530;RALN;SP;0D0I95;A24;1;0
C3318;RALN;SP;0D0I95;A23;1;0
C3918;RALN;SP;0D0I95;A24;1;0
C7971;RALN;SP;0D0I95;A23;1;0
UC9848;RALN;SP;0D0I95;A23;0;1
C2232;RALN;SP;0D0I95;A23;2;0
C6083;RALN;SP;0D0I95;A23;1;0
C2321;RALN;SP;0D0I95;A24;1;0
C7378;RALN;SP;0D0I95;A24;0;1
C3499;RALN;SP;0D0I95;A24;0;1
C5809;RALN;SP;0D0I95;A23;0;1
C2614;RALN;SP;0D0I95;A24;3;0
N8883;RALN;SP;0D0I95;A35;1;0
C2109;RALN;SP;0D0I95;A23;0;1
C2176;RALN;SP;0D0I95;A24;3;0
C1271;RALN;SP;0D0I95;A24;1;0
UC12462;RALN;SP;0D0I95;A24;1;0
C2767;RALN;SP;0D0I95;A24;1;0
C12892;RALN;SP;0D0I95;A30;0;2
C6250;RALN;SP;0D0I95;A23;0;1
C5922;RALN;SP;0D0I95;A24;1;0
UC8795;RALN;SP;0D0I95;A23;0;1
C7378;RALN;SP;0D0I95;A23;1;0
C5379;RALN;SP;0D0I95;A24;1;0
C6262;RALN;SP;0D0I95;A24;1;1
C3503;RALN;SP;0D0I95;A23;1;1
C1270;RALN;SP;0D0I95;A24;1;0
UC10492;RALN;SP;0D0I95;A24;0;1
C7063;RALN;SP;0D0I95;A24;0;1
C3790;RALN;SP;0D0I95;A23;1;0
C3046;RALN;SP;0D0I95;A24;1;0
C5009;RALN;SP;0D0I95;A24;0;1
C2572;RALN;SP;0D0I95;A24;1;0
UC10945;RALN;SP;0D0I95;A24;1;0
C3736;RALN;CC;0C1000;A23;2;5
C7171;RALN;CC;0C1000;A23;1;1
C1649;RALN;CC;0C1000;A24;1;0
C2908;RALN;CC;0C1000;A23;0;1
C7710;RALN;CC;0C1000;A23;1;2
C7516;RALN;CC;0C1000;A30;1;0
C8271;RALN;CC;0C1000;A23;1;1
C4053;RALN;CC;0C1000;A23;1;0
C3239;RALN;CC;0C1000;A23;0;1
C6686;RALN;CC;0C1000;A23;0;1
C2365;RALN;CC;0C1000;A23;1;0
C7187;RALN;CC;0C1000;A30;0;1
C1690;RALN;CC;0C1000;A30;1;1
C2885;RALN;CC;0C1000;A30;1;0
C2588;RALN;CC;0C1000;A23;0;2
C1690;RALN;CC;0C1000;A24;1;0
C3149;RALN;CC;0C1000;A27;1;2
C6677;RALN;CC;0C1000;A23;0;2
P9051;RALN;CC;0C1000;A30;1;0
C3233;RALN;CC;0C1000;A24;1;6
C2262;RALN;CC;0C1000;A23;0;1
UC12397;RALN;CC;0C1000;A23;1;0
C345;RALN;CC;0C1000;A27;5;7
C3392;RALN;CC;0C1000;A23;1;0
P9030;RALN;CC;0C1000;A30;0;1
C7070;RALN;CC;0C1000;A23;0;1
C2885;RALN;CC;0C1000;A23;1;3
C3251;RALN;CC;0C1000;A23;1;6
C6258;RALN;CC;0C1000;A23;0;1
C1831;RALN;CC;0C1000;A23;1;0
C2299;RALN;CC;0C1000;A30;1;0
C3653;RALN;CC;0C1000;A23;1;0
C6249;RALN;CC;0C1000;A23;0;1
C12290;RALN;CC;0C1000;A30;0;1
C3653;RALN;CC;0C1000;A30;1;0
C5386;RALN;CC;0C1000;A41;0;8
C6705;RALN;CC;0C1000;A30;0;1
C1248;RALN;CC;0C1000;A23;1;1
C3370;RALN;CC;0C1000;A27;9;11
C4492;RALN;CC;0C1000;A30;0;1
C2299;RALN;CC;0C1000;A23;2;2
C7905;RALN;CC;0C1000;A23;0;1
C7905;RALN;CC;0C1000;A24;1;0
C6876;RALN;CC;0C1000;A30;1;0
C6107;RALN;CC;0C1000;A23;0;2
C5436;RALN;CC;0C1000;A23;1;1
C6326;RALN;CC;0C1000;A30;0;1
C5864;RALN;CC;0C1000;A41;3;6
C6093;RALN;CC;0C1000;A23;0;1
CM9123;RALN;CC;0C1000;A30;0;1
C6644;RALN;CC;0C1000;A23;3;6
C897;RALN;CC;0C1000;A30;0;1
C3208;RALN;CC;0C1000;A23;1;1
C4205;RALN;CC;0C1000;A23;0;3
C8153;RALN;CC;0C1000;A24;0;1
C3951;RALN;CC;0C1000;A23;0;1
C7850;RALN;CC;0C1000;A30;0;1
C5022;RALN;CC;0C1000;A23;0;1
C6943;RALN;CC;0C1000;A41;0;4
C3537;RALN;CC;0C1000;A23;1;0
C2587;RALN;CC;0C1000;A27;22;35
C1853;RALN;CC;0C1000;A23;1;1
C2690;RALN;CC;0C1000;A30;1;0
C7850;RALN;CC;0C1000;A23;1;0
R9205;RALN;CC;0C1000;A30;1;2
C2690;RALN;CC;0C1000;A23;10;6
C3304;RALN;CC;0C1000;A23;1;0
C3399;RALN;CC;0C1000;A23;1;0
C3399;RALN;CC;0C1000;A31;1;0
C11891;RALN;CC;0C1000;A30;0;1
C207;RALN;CC;0C1000;A23;1;0
C7633;RALN;CC;0C1000;A23;3;2
C5950;RALN;CC;0C1000;A41;22;20
R9205;RALN;CC;0C1000;A24;0;1
C8173;RALN;CC;0C1000;A23;1;0
C4187;RALN;CC;0C1000;A30;0;1
C4187;RALN;CC;0C1000;A23;1;0
C7019;RALN;CC;0C1000;A30;0;1
R9205;RALN;CC;0C1000;A23;1;1
C3074;RALN;CC;0C1000;A35;0;1
C7998;RALN;CC;0C1000;A23;1;0
C3287;RALN;CC;0C1000;A23;3;4
C7103;RALN;CC;0C1000;A23;0;1
PA88;RALN;CC;0C1000;A23;0;1
C6394;RALN;CC;0C1000;A23;1;1
C1471;RALN;CC;0C1000;A23;7;9
C4863;RALN;CC;0C1000;A23;0;1
C5187;RALN;CC;0C1000;A23;4;2
C3879;RALN;CC;0C1000;A23;2;0
C7560;RALN;CC;0C1000;A23;0;1
C5397;RALN;CC;0C1000;A23;0;1
C1286;RALN;CC;0C1000;A41;4;5
C4694;RALN;CC;0C1000;A23;0;1
C1554;RALN;CC;0C1000;A23;0;2
C3379;RALN;CC;0C1000;A24;1;0
C4836;RALN;CC;0C1000;A23;1;1
C387;RALN;CC;0C1000;A23;1;0
IP10537;RALN;CC;0C1000;A23;1;12
UC10237;RALN;CC;0C1000;A23;0;1
C312;RALN;CC;0C1000;A23;0;1
C7259;RALN;CC;0C1000;A23;0;1
C3263;RALN;CC;0C1000;A23;1;0
C3688;RALN;CC;0C1000;A23;1;3
C3832;RALN;CC;0C1000;A23;5;3
C5927;RALN;CC;0C1000;A23;0;1
C5885;RALN;CC;0C1000;A23;3;3
C4210;RALN;CC;0C1000;A23;0;1
C2395;RALN;CC;0C1000;A23;1;1
C7166;RALN;CC;0C1000;A23;2;2
CM12344;RALN;CC;0C1000;A23;2;1
C8093;RALN;CC;0C1000;A23;1;0
C2193;RALN;CC;0C1000;A41;1;0
C2193;RALN;CC;0C1000;A30;2;0
C2193;RALN;CC;0C1000;A23;0;2
C6765;RALN;CC;0C1000;A41;7;18
CM12344;RALN;CC;0C1000;A30;0;1
C8305;RALN;CC;0C1000;A23;0;1
C1442;RALN;CC;0C1000;A23;0;1
C3088;RALN;CC;0C1000;A23;1;0
P9078;RALN;CC;0C1000;A23;1;0
C4377;RALN;CC;0C1000;A41;0;1
C2537;RALN;CC;0C1000;A24;4;1
C3711;RALN;CC;0C1000;A28;0;1
C6239;RALN;CC;0C1000;A23;0;1
C7202;RALN;CC;0C1000;A41;12;31
C1191;RALN;CC;0C1000;A30;0;1
C3375;RALN;CC;0C1000;A24;1;0
N8735;RALN;CC;0C1000;A23;1;1
C1929;RALN;CC;0C1000;A30;0;1
C6239;RALN;CC;0C1000;A30;0;1
C4957;RALN;CC;0C1000;A23;0;1
C1965;RALN;CC;0C1000;A30;0;1
C5226;RALN;CC;0C1000;A41;0;7
C642;RALN;CC;0C1000;A23;1;0
C12510;RALN;CC;0C1000;A23;1;2
C4624;RALN;CC;0C1000;A23;0;2
C2407;RALN;CC;0C1000;A23;4;4
C5226;RALN;CC;0C1000;A23;7;12
C4527;RALN;CC;0C1000;A30;2;2
C5881;RALN;CC;0C1000;A23;1;1
C250;RALN;CC;0C1000;A31;0;1
C1041;RALN;CC;0C1000;A23;0;2
C3973;RALN;CC;0C1000;A41;2;0
C2596;RALN;CC;0C1000;A23;3;1
C376;RALN;CC;0C1000;A23;2;0
C4635;RALN;CC;0C1000;A23;1;1
UC10004;RALN;CC;0C1000;A23;1;0
C1896;RALN;CC;0C1000;A30;2;0
C1747;RALN;CC;0C1000;A23;0;1
C4804;RALN;CC;0C1000;A23;0;1
C4045;RALN;CC;0C1000;A23;2;3
C1722;RALN;CC;0C1000;A24;0;1
C8046;RALN;CC;0C1000;A30;1;0
C5456;RALN;CC;0C1000;A23;1;0
C3278;RALN;CC;0C1000;A23;0;1
C277;RALN;CC;0C1000;A27;47;85
C2788;RALN;CC;0C1000;A23;0;3
C3732;RALN;CC;0C1000;A23;0;1
UC10794;RALN;CC;0C1000;A41;4;0
C4915;RALN;CC;0C1000;A30;0;1
C12286;RALN;CC;0C1000;A23;0;1
C3298;RALN;CC;0C1000;A23;1;1
C3667;RALN;CC;0C1000;A23;2;3
C1240;RALN;CC;0C1000;A23;0;1
C3151;RALN;CC;0C1000;A23;1;4
C2389;RALN;CC;0C1000;A23;1;0
IP10633;RALN;CC;0C1000;A23;0;5
R9191;RALN;CC;0C1000;A23;2;1
C2982;RALN;CC;0C1000;A23;0;1
C249;RALN;CC;0C1000;A23;0;1
C6187;RALN;CC;0C1000;A23;2;1
C8228;RALN;CC;0C1000;A23;1;0
C6222;RALN;CC;0C1000;A23;1;0
IP10611;RALN;CC;0C1000;A23;1;0
C7656;RALN;CC;0C1000;A23;2;0
C5318;RALN;CC;0C1000;A23;1;2
C4594;RALN;CC;0C1000;A23;0;1
C537;RALN;CC;0C1000;A23;0;1
UC12334;RALN;CC;0C1000;A23;1;0
C775;RALN;CC;0C1000;A23;0;1
UC12334;RALN;CC;0C1000;A24;3;0
C3062;RALN;CC;0C1000;A24;1;0
C7223;RALN;CC;0C1000;A23;0;1
C3062;RALN;CC;0C1000;A23;1;0
C7052;RALN;CC;0C1000;A24;0;1
UC12334;RALN;CC;0C1000;A30;1;0
C2431;RALN;CC;0C1000;A23;0;1
C2504;RALN;CC;0C1000;A24;1;0
C5505;RALN;CC;0C1000;A24;0;1
C4029;RALN;CC;0C1000;A41;3;5
C5216;RALN;CC;0C1000;A23;0;2
C2497;RALN;CC;0C1000;A30;0;1
C4430;RALN;CC;0C1000;A23;0;1
C7718;RALN;CC;0C1000;A23;0;1
C7042;RALN;CC;0C1000;A23;0;1
C750;RALN;CC;0C1000;A30;1;0
C895;RALN;CC;0C1000;A23;1;0
C7410;RALN;CC;0C1000;A41;26;29
C750;RALN;CC;0C1000;A24;0;1
C3673;RALN;CC;0C1000;A24;0;1
R9193;RALN;CC;0C1000;A31;3;0
UC10925;RALN;CC;0C1000;A23;1;2
C8221;RALN;CC;0C1000;A30;2;0
UC10438;RALN;CC;0C1000;A30;1;0
C3673;RALN;CC;0C1000;A23;1;0
C750;RALN;CC;0C1000;A23;1;1
C1310;RALN;CC;0C1000;A23;0;2
C5990;RALN;CC;0C1000;A23;1;0
C1702;RALN;CC;0C1000;A23;0;1
C5596;RALN;CC;0C1000;A23;1;0
C972;RALN;CC;0C1000;A23;1;0
C12230;RALN;CC;0C1000;A23;0;1
C1199;RALN;CC;0C1000;A23;3;0
C4631;RALN;CC;0C1000;A24;0;1
C5954;RALN;CC;0C1000;A23;0;1
C4762;RALN;CC;0C1000;A23;0;1
R9193;RALN;CC;0C1000;A24;8;0
C5990;RALN;CC;0C1000;A24;0;1
ER9954;RALN;CC;0C1000;A41;0;6
C3905;RALN;CC;0C1000;A23;0;1
C2182;RALN;CC;0C1000;A23;1;0
C3363;RALN;CC;0C1000;A23;0;1
C7670;RALN;CC;0C1000;A23;0;2
C12260;RALN;CC;0C1000;A23;0;2
C6324;RALN;CC;0C1000;A24;0;1
C4070;RALN;CC;0C1000;A23;0;1
C1024;RALN;CC;0C1000;A31;0;2
C8231;RALN;CC;0C1000;A23;0;1
C5438;RALN;CC;0C1000;A23;0;1
C3087;RALN;CC;0C1000;A24;0;1
N8734;RALN;CC;0C1000;A23;0;1
C6219;RALN;CC;0C1000;A23;5;0
C2151;RALN;CC;0C1000;A23;0;1
C6219;RALN;CC;0C1000;A31;0;1
C2905;RALN;CC;0C1000;A23;0;1
C3609;RALN;CC;0C1000;A23;1;0
C1879;RALN;CC;0C1000;A23;1;0
C7210;RALN;CC;0C1000;A23;1;0
UC10893;RALN;CC;0C1000;A23;0;2
C500;RALN;CC;0C1000;A23;1;0
C13343;RALN;CC;0C1000;A24;1;0
C6961;RALN;CC;0C1000;A23;1;0
C383;RALN;CC;0C1000;A23;0;1
P9050;RALN;CC;0C1000;A23;1;0
C5494;RALN;CC;0C1000;A23;0;1
P9050;RALN;CC;0C1000;A30;1;0
UC10347;RALN;CC;0C1000;A23;0;1
C1216;RALN;CC;0C1000;A41;4;6
UC10893;RALN;CC;0C1000;A30;0;2
C3021;RALN;CC;0C1000;A30;1;0
C5099;RALN;CC;0C1000;A23;0;1
C1596;RALN;CC;0C1000;A23;0;1
C3853;RALN;CC;0C1000;A23;6;3
C1267;RALN;CC;0C1000;A23;0;1
C2769;RALN;CC;0C1000;A23;0;1
N10731;RALN;CC;0C1000;A23;0;1
C271;RALN;CC;0C1000;A23;0;2
UC10445;RALN;CC;0C1000;A23;1;0
C609;RALN;CC;0C1000;A23;3;0
C5867;RALN;CC;0C1000;A41;6;6
C12758;RALN;CC;0C1000;A23;0;1
C2348;RALN;CC;0C1000;A31;0;1
C3017;RALN;CC;0C1000;A23;0;1
