ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
C2153;RALN;CD;26851,67;133,33;2749,33;211;7681,67;1316,67
C2153;RALN;CB;20373;18,06;1698,8;0;562,9;3296,5
C1106;RALN;CC;22883,64;20;1981,82;60;666,18;2260
C1106;RALN;CD;25540,31;105,83;2458,52;133,01;5093,62;1099,57
C1106;RALN;CB;19670;0;1651;45;561;3374
C7934;RALN;CB;19670;0;1651;634;561;1110
C7084;RALN;CC;21711,7;83,8;1852,01;583,97;961,81;2341,62
C7084;RALN;CD;24853,83;166,01;2244,42;499,1;3622,11;2154,73
C7084;RALN;CB;19687,34;28,39;1654,5;1093,89;648,72;1868
C7084;RALN;DI;39979;525;4474;0;17073;0
C7084;RALN;FP;39979;0;4574;0;33740;22349
C7949;RALN;CC;22171,25;109;1862,75;477,75;928;4213,25
C7949;RALN;CD;27724;0;2326;111;10499;4899
C7949;RALN;CB;20508,5;0;1723,25;182,25;565,5;3960,5
C7949;RALN;FP;39979;625;5769;0;31702;21942
C1069;RALN;CC;22691,15;401,07;1937,31;573,73;868,99;1301,77
C1069;RALN;CA;18107,57;193,8;1535,1;396,19;463,09;560,17
C1069;RALN;CD;29686,53;431,87;3172,67;404,93;11024,27;2568,4
C1069;RALN;CB;20201,66;321,23;1713,65;463,51;553,2;1082,97
C6851;RALN;CC;21710,12;535,29;1102,82;772,24;637,88;2975,53
C6851;RALN;CD;24313,16;462,58;932,9;27,87;3966,19;1428,39
C6851;RALN;CB;19293,06;500,94;406,04;454,53;670,53;1275,43
C3524;RALN;CC;21566,96;74,81;1837,81;373,16;1348,33;2615,16
C3524;RALN;CD;24814,63;161,66;2481,58;251,07;6737,78;2616,62
C3524;RALN;CB;19140,57;0;1607,14;409,36;572,93;1421,57
C4648;RALN;CC;21369,27;85,32;1808,61;213,04;912,17;3350,1
C4648;RALN;CD;25752,95;167,6;2515,26;309,2;4839,52;2494,52
C4648;RALN;CB;18833,81;111,49;1590,75;520,8;561,39;1644,87
C4648;RALN;FP;39979;0;5003;0;27713;6445
C3711;RALN;CC;21460,42;232,61;1809,37;0;893,28;1688,35
C3711;RALN;CD;24093,48;270,54;2574,63;147,98;7672,11;1244,46
C3711;RALN;CB;19683;428,5;1676;0;472;2115,5
C3711;RALN;FP;55363;0;6412;0;30110;745
C6483;RALN;CC;22487,78;205,67;1892,83;466,18;1092,54;2610,02
C6483;RALN;CA;17911,09;16,17;1493,09;706,6;457,03;1757,87
C6483;RALN;CD;26379,23;181,78;2285,04;274,52;10313,57;3527,78
C6483;RALN;CB;19824,74;86;1662,1;1086,31;552,83;1670,87
C6483;RALN;FP;39979;0;3331;0;30780;24621
C1098;RALN;CC;22693,35;256,53;1925,76;350,29;979,59;2645,53
C1098;RALN;CA;18146,29;0;1522,71;141,29;471,43;2029
C1098;RALN;CD;26679,07;344,09;2773,95;351,91;8401,4;2450,51
C1098;RALN;CB;20229;223;1718,5;0;591,5;1670
C1098;RALN;FP;39979;362;4425;0;12664;10311
C5617;RALN;CC;21911,96;269,99;1863,82;731,52;1440,32;308,68
C5617;RALN;CA;17574,35;95,5;1482,94;504,69;470,58;400,46
C5617;RALN;CD;24418,39;459,75;2179,19;680,93;1108,15;338,2
C5617;RALN;CB;19930,23;480,81;1714,21;290,31;588,48;319,09
C5617;RALN;DI;39979,25;0;0;0;27336,25;0
C5617;RALN;FP;39979;0;6817;0;41862;0
C927;RALN;CC;22807,25;567,42;1961,3;415,16;775,58;686,96
C927;RALN;CD;26380,67;585;2262,67;253,33;7194,83;239,5
C927;RALN;CB;19904,25;338,19;1701,13;640,38;575;1157,44
C927;RALN;FP;39979;0;5712;0;24106;15015
C3569;RALN;CC;21670,62;91,6;1825,72;670,56;924,47;1837,31
C3569;RALN;CD;24628,4;173,14;2213,23;537,82;2703;2186,62
C3569;RALN;CB;19671,73;141,57;1610,42;1707,22;588,07;1297,05
C3569;RALN;DI;39979,4;91,15;5280,51;0;30828;226,72
C3569;RALN;FP;39979;0;7419;0;56453;0
P9068;RALN;CC;21783,85;343,51;1828,72;806,71;1001,62;2498,38
P9068;RALN;CA;17039,17;38,56;1498,57;0;1272,95;740,43
P9068;RALN;CD;26252,28;16,04;2239,12;653,56;1675,25;3933,61
P9068;RALN;CB;19998,29;1368,2;1798,5;619,79;716,95;1254,64
P9068;RALN;DI;39978,06;40,13;6461,13;0;48371,45;1489,72
P9068;RALN;FP;39979;0;6821;0;49265;3411
C5488;RALN;CC;22951,47;595,87;1973,28;159,14;653,05;2259,72
C5488;RALN;CD;27723;360,5;2357;0;12748;1274
C5488;RALN;CB;20192;109,07;1703,2;837,33;563,73;1881,87
C2065;RALN;CC;21379,76;92,03;1766,74;1003,06;778,15;1899,18
C2065;RALN;CD;25105,47;189,47;2420;361,26;12845,68;1233,26
C2065;RALN;CB;18852;0;1582;746,5;557,5;1553,5
C4918;RALN;CC;21686,06;64,42;1770,48;896,98;1605,72;2502,04
C4918;RALN;CD;25249,91;95,32;2134,36;580,5;7335,82;1910,86
C4918;RALN;CB;19590,83;17,67;1645,5;394,33;561;1446,67
C7098;RALN;CC;21253,54;158,35;1800,97;698,46;1201,97;1824,9
C7098;RALN;CD;24239,73;268,52;2055,59;615,69;4262,79;1524,5
C7098;RALN;CB;19172,36;93,11;1618,38;685,89;601,95;1448,54
C7098;RALN;FP;39979;0;4574;0;19715;3779
C6365;RALN;CC;21320,76;57,49;1796,88;372,81;907,12;2047,57
C6365;RALN;CD;24725,77;77,99;2346,27;237,89;4894,69;2368,41
C6365;RALN;CB;19328,39;2,68;1625,1;329,39;584,16;1764,33
C6365;RALN;FP;39979;0;5146;0;39357;13703
C6018;RALN;CC;20699,33;0;1729;855,67;1267;3483
C6018;RALN;CA;17657;242;1502;239;459;1183
C6018;RALN;CD;22135,5;234,5;1896,5;607;9098,5;1637
C6018;RALN;CB;19454,25;689,5;1690,25;1616,5;557;1651,75
C6018;RALN;SP;23796;0;1983;0;2377,5;2984,5
C6018;RALN;FP;39979;124;4987;0;10533;17541
P9043;RALN;CC;22355,89;260,96;1897,43;344,64;982,99;2712,94
P9043;RALN;CA;17320,34;0;1454,19;167,38;467,84;1991,16
P9043;RALN;CD;27394,51;217,45;2467,44;428,96;2980,67;2588,61
P9043;RALN;CB;19622,8;753,05;1697,75;453,66;673,12;3015,48
P9043;RALN;DI;39982,07;68,02;6451,51;0;48511,95;14072,68
P9043;RALN;FP;39979;0;7281;0;50006;0
C7086;RALN;CC;21033,02;26,98;1770,59;146,23;1075,87;4183,81
C7086;RALN;CA;17290,5;0;1451;679;461;2722,5
C7086;RALN;CD;24878,7;145,47;2373,64;277,47;4682,35;3433,36
C7086;RALN;CB;19684,52;130,98;1658,02;342,1;573,31;3048,59
C1769;RALN;CC;21256,45;43,67;1778,42;451,56;1234,79;2436
C1769;RALN;CA;18156,5;0;1523,5;239,5;474,5;1318
C1769;RALN;CD;25201,82;39,81;2320,59;513,43;4169,67;1901,42
C1769;RALN;CB;19484,57;54,49;1604,54;523,5;602,15;2026,66
C1769;RALN;DI;39979,33;0;6299;0;41303;0
C1769;RALN;SP;24304;0;2939;0;13238;25910
UC9848;RALN;CC;21668,39;108,95;1826,79;926,93;1556,68;3483,65
UC9848;RALN;CD;25092,47;223,3;2302,92;780,07;3814,26;3055,23
UC9848;RALN;CB;19785,2;96,93;1609,56;58,7;625,4;2316,66
C748;RALN;CC;21466,15;100,8;1784,45;338,19;1076,97;876,43
C748;RALN;CA;17971;363;1538;715;470;1150
C748;RALN;CD;23214,09;37,35;2223,14;296,96;4473,43;190,51
C748;RALN;CB;19356,56;341,58;1651,81;551,72;543,91;1490,23
C7629;RALN;CC;21276,84;41,56;1789,02;367,29;844,54;2609,68
C7629;RALN;CD;23781,76;133,8;2556,92;322,81;9007,41;1581,55
C7629;RALN;CB;19556,1;119,55;1652,4;612,15;573,3;1559,7
C7629;RALN;FP;39979;0;6600;0;25536;17750
C6779;RALN;CC;21276,71;304,54;1772,75;205,99;2177,26;751,69
C6779;RALN;CA;17058,34;0;1421,8;108,53;474,3;347,87
C6779;RALN;CD;29639;486,5;2470;0;21571;2257
C6779;RALN;CB;18430,93;0;1536,42;147,64;564,86;328,1
C4252;RALN;CC;20939,82;108,17;1760,6;709,39;939,51;2034,13
C4252;RALN;CD;23750,64;65,56;2352,45;233,61;6223,36;1436,1
C4252;RALN;CB;19317,96;50,28;1632,8;149,53;585,05;2117,19
C4252;RALN;FP;39979;351;6342;0;28126;32638
C3065;RALN;CC;22018,35;137,29;1843,71;999,22;1301,13;1327,17
C3065;RALN;CA;17425,88;83,14;1468,91;876,13;467,51;475,9
C3065;RALN;CD;27471,12;505,06;2771,37;855,52;7246,97;3084,98
C3065;RALN;CB;19503,27;156,47;1620,23;963,32;559,19;589,82
C3065;RALN;DI;39405,97;2077,02;6742,78;0;59311,53;12507,25
C3065;RALN;FP;40107;0;6945;0;50069;0
C1263;RALN;CC;22018,32;250,21;1768;874,88;1063,62;2748,22
C1263;RALN;CD;26073;406,71;2702,86;512,71;7831,86;606,14
C1263;RALN;CB;19820,84;137,74;1579,1;891,74;574,45;2412,84
C1263;RALN;FP;39979;134;6620;0;35273;13691
C1097;RALN;CC;21541,42;222,35;1857,53;366,63;1063,67;1363,44
C1097;RALN;CD;26574,36;132,98;2363,66;379,05;3158,59;1409,46
C1097;RALN;CB;19685,52;343,33;1596,25;389,8;637,7;1313,27
C1097;RALN;SP;22337,66;0;1698,38;0;15122,52;0
C1097;RALN;FP;39979;0;7196;0;34133;15772
D8361;RALN;CC;23288,67;1024,11;2008,67;301,33;662,22;3373,44
D8361;RALN;CA;17971;706;1556;0;466;324
D8361;RALN;CD;28580,54;237,14;2611,75;84,11;5780,09;1420,71
D8361;RALN;CB;20091,97;344,08;1690,38;234,04;587,32;2822,09
D8361;RALN;DI;39979,5;0;6759;0;41440,5;202,5
C4862;RALN;CC;21610,9;150,61;2351,64;145,49;971,17;2207,87
C4862;RALN;CA;17740,51;0;1617,84;176,11;478,55;1328,47
C4862;RALN;CD;29179,2;401,52;2473,92;521,04;882,48;2935,44
C4862;RALN;CB;19342,97;95,54;1844,4;348,23;593,99;1889,79
C4862;RALN;DI;39979;106;4991;0;30621;0
C4862;RALN;FP;39979;0;5594;0;35341;0
C1975;RALN;CC;21188,97;177,82;1813,06;539,08;1555,05;2409,07
C1975;RALN;CD;24016,21;0;2640,76;333,02;9867,78;745,5
C1975;RALN;CB;19195,14;34,53;1613,07;537,53;594,37;2353,27
C1975;RALN;SP;20755,69;0;2399,12;0;14601,61;95,08
C1975;RALN;FP;39979;0;4328;0;13235;0
C597;RALN;CC;21807,16;131,56;1837,18;761,76;944,99;2743,31
C597;RALN;CD;24979,67;72,94;2062,34;405,06;4257,58;3134,56
C597;RALN;CB;19595,36;93,91;1628,97;1046,97;566,04;2047,88
C597;RALN;DI;39979;0;6380,5;0;55824;812,5
C597;RALN;FP;39979;0;6613;0;47758;392
C2989;RALN;CC;21182,1;106,53;1779,9;233,24;1263,77;1883,71
C2989;RALN;CA;18078,61;15,19;1518,34;76,89;438,11;957,59
C2989;RALN;CD;24900,62;188,94;2302,88;322,71;2614,84;1442,96
C2989;RALN;CB;19065,46;85,92;1608,92;370,38;571,79;1333,15
C2989;RALN;DI;39968,96;161,96;5437,36;0;29501,29;893,08
C2989;RALN;SP;24153,91;0;1549,57;519,65;5482,96;5572,17
C2989;RALN;FP;39979;468;7888;0;67504;25561
C1001;RALN;CC;21190,78;14,54;1780,51;272,61;663,71;1616,01
C1001;RALN;CD;23766,02;173,8;2648,32;224,42;10381,25;2410,41
C1001;RALN;CB;19331,38;33,1;1627,66;503,38;587,59;1240,34
C7070;RALN;CC;21703,53;97,88;1828,71;381,98;1132,39;3270,1
C7070;RALN;CA;17654,62;0;1482,86;483,58;451,24;2091,92
C7070;RALN;CD;25852,77;286,54;2308,55;527,43;3246,99;2141,08
C7070;RALN;CB;19758,1;272,65;1683,1;598,28;575,29;2228,15
C7070;RALN;DI;39979,33;267,67;5127;0;26449,67;0
C7070;RALN;FP;39979;0;7503;0;43253;15828
C6363;RALN;CC;21929,2;59;1845,2;728,8;1082;1321,2
C6363;RALN;CD;26539;414;3146;742,5;14234,5;397,5
C6363;RALN;CB;19778,93;0;1661,36;631,78;578,01;1933,4
C1095;RALN;CC;21590;77,39;1805,48;822,7;1121,31;1844,76
C1095;RALN;CA;18156,5;0;1513,5;733,5;449,5;1383
C1095;RALN;CD;25762,37;209,26;2166,87;1132,68;4577,71;1664,15
C1095;RALN;CB;18915,16;81,31;1585,85;1361,72;563,9;2268,86
C1095;RALN;DI;39979,39;0;3332,36;0;41166,06;0
C1095;RALN;FP;40211;0;3100;0;46668;0
C1920;RALN;CC;21324,8;58,19;1786,19;315,03;729,77;1137,43
C1920;RALN;CD;25920,33;265,33;2187,67;259,33;15483,67;95
C1920;RALN;CB;19969,75;97,13;1678,63;253,13;496;1317,25
P9081;RALN;CC;22117,58;80,13;1343,01;295,33;784,05;4526,89
P9081;RALN;CD;27919,19;171,2;1721,46;31,22;5988,63;5066,53
P9081;RALN;CB;19791,82;1600,52;1795,51;291,59;637,86;3644,75
P9081;RALN;DI;39979,5;134;6120,5;0;93699,5;0
C7428;RALN;CC;21327,93;0;1790,48;411,21;752,8;2105,55
C7428;RALN;CA;17125;0;1431,5;168,5;463,5;630
C7428;RALN;CD;24137,25;232,5;2512,5;237,45;7854,6;1497,75
C7428;RALN;CB;20003,73;292,09;1700,18;300,27;554,45;863,73
C7428;RALN;SP;23980;0;1845;57;737;2238
C1290;RALN;CC;20958,53;179,68;2023,36;713,83;900,06;1828,17
C1290;RALN;CA;17971,67;247,98;1523,99;684,69;449,88;1076,31
C1290;RALN;CD;27645,33;0;3393;524,33;16984,67;49,67
C1290;RALN;CB;18425,19;0;1510,68;456,62;543,4;738,09
V9770;RALN;CC;22069,35;236,44;1690,83;48,32;660,96;2642,17
V9770;RALN;CD;27201,4;598,69;1903,65;48,97;3835,64;3577,66
V9770;RALN;CB;19430,99;367,1;1661,48;0;559,42;2482,43
C1590;RALN;CC;21210,39;56,36;1787,16;472,21;794,56;2396,04
C1590;RALN;CD;23831,31;16,89;2286,65;387,85;4286,38;1729,51
C1590;RALN;CB;19587,28;132,79;1658,54;813,25;607,72;1692,48
C1590;RALN;FP;39979;0;6432;0;27959;21590
C4316;RALN;CC;22903;0;2553;678;9926;204
C4316;RALN;CB;20229;0;1697,5;317,5;562;2695
C7373;RALN;CC;22681,07;574,06;1958,45;593,79;1027,01;871,82
C7373;RALN;CA;18237,87;254,43;1551,65;869,62;468,76;430,48
C7373;RALN;CD;27906,25;640,75;2890,25;0;6910;225
C7373;RALN;CB;19949,2;505,99;1685,03;266,32;950,38;416,46
C7916;RALN;CC;21057,05;59,01;1571,11;358,97;1042,29;2073,52
C7916;RALN;CA;18156,5;23;1525,5;345;471,5;1937
C7916;RALN;CD;22629,07;65,33;1859,01;164,56;4262,62;1633,2
C7916;RALN;CB;19429,23;5,27;1418,93;360;568,04;1707,86
C775;RALN;CC;22261,7;209,45;1683,3;214,61;787,95;2131,66
C775;RALN;CD;25694,96;47,81;2093,55;218,26;8451,01;1760,66
C775;RALN;CB;19625,45;85,42;1660,62;331,05;578,07;1312,45
C6686;RALN;CC;22582,5;177,35;1909,85;293,08;650,19;1959,92
C6686;RALN;CD;25995,5;182,5;2289,5;194;8049;1125
C6686;RALN;CB;19790;0;1662,4;549,4;580,2;1729
C7821;RALN;CC;21994,83;217;1863,83;1160,17;956,17;1091,17
C7821;RALN;CD;26588;95;3170;589;12212,5;66
C7821;RALN;CB;19933,67;60,33;1677,67;722,67;543,33;1814
C818;RALN;CC;21299,09;87,45;1794,64;656;1838,36;3048,18
C818;RALN;CD;26484,25;381,25;2276,5;1239,75;10523,75;1596,5
C818;RALN;CB;19618,9;127,77;1657,35;1147,52;558,34;1484,45
C3885;RALN;CC;21516,9;70,09;1811,08;217,22;1001,34;1922,17
C3885;RALN;CA;17290;0;1451;4;449,5;1327,5
C3885;RALN;CD;25069,72;260,9;2318,58;290,18;3152,21;971,48
C3885;RALN;CB;19507,51;72,47;1644,46;296,38;547,8;1504,36
C3885;RALN;FP;39979;468;6654;0;23390;21249
C7133;RALN;CC;21316,48;118,41;1798,81;291,89;753,74;3058,16
C7133;RALN;CD;24120,15;84,07;2459,78;449,89;6258,04;2781,61
C7133;RALN;CB;19664,62;143,37;1663,51;211,3;561,17;2275,18
C395;RALN;CC;21777,67;161;1840,67;812,67;1162,33;2323,33
C395;RALN;CD;24633,5;0;2082,25;146;7499;1110,25
C395;RALN;CB;19436,75;0;1631,25;998;560,5;876,25
C395;RALN;FP;39979;0;4953;0;12756;29222
C8052;RALN;CC;21856,69;13,71;1835,25;403,02;918,35;2738,94
C8052;RALN;CD;28362;488;3454,67;477;14975;1129,33
C8052;RALN;CB;19184,5;0;1611,25;681,75;567,75;2787
C8052;RALN;FP;39979;0;5712;0;14824;21747
C5178;RALN;CC;22473,54;97,62;2051,39;214,41;541,78;664,1
C5178;RALN;CA;18221,6;43,4;1000;0;140,1;140,4
C5178;RALN;CD;26823,96;192,52;2082,29;125,9;2426,72;748,8
C5178;RALN;CB;19483,09;37,58;2092,16;106,74;180,8;224,41
C5178;RALN;FP;39979;0;9714;0;47265;64116
C910;RALN;CC;21252,54;85,13;1788,99;217,37;1197,48;2094,07
C910;RALN;CA;17782,19;120;1501,96;675,09;463,47;2219,09
C910;RALN;CD;25039,52;131,37;2227,06;400,6;2523,61;1909,4
C910;RALN;CB;19028,22;97,4;1607,54;365,49;588,05;1890,87
C910;RALN;DI;39979,44;158,16;6374,64;0;52274,4;0
C910;RALN;FP;39979;0;7315;0;56287;0
C4365;RALN;CC;22903;753;2484,5;1543,5;6653,5;2054
C4365;RALN;CA;17298,33;0;4341,79;231,16;506,08;412,16
C4365;RALN;CD;29639;859;3713;0;14604;24
C4365;RALN;CB;19670;181,5;1665,5;1470;550,5;2019
C5502;RALN;CC;21143,16;132,27;1791,78;354,15;1041,1;1747,52
C5502;RALN;CA;18342;363;1569;0;472;1065
C5502;RALN;CD;25246,18;184,91;2240,62;828,65;2199,23;2183,69
C5502;RALN;CB;19418,11;169,57;1643,92;401,37;549,82;1493,62
C5502;RALN;DI;39957,2;226,6;6062,2;0;42206,8;0
C5502;RALN;FP;39979;0;6393;0;36644;0
C7228;RALN;CD;25452;144;2359;1103;4388;108
C7228;RALN;CB;19670;444;1688;0;561;671
C7228;RALN;SP;7992;0;608;0;0;0
C2060;RALN;CC;22903,33;91,33;1929,67;407,33;1349,33;204
C2060;RALN;CD;26588;51;2427,5;314;6420,5;151,5
C2060;RALN;CB;18700,3;27,26;1572,07;430,96;556,76;387,65
C7462;RALN;CC;21215;0;1780;1142,5;1183;2337
C7462;RALN;CA;17999,5;0;1510,5;0;464;787,5
C7462;RALN;CD;26587,75;180,5;3006;402,25;12296;169,25
C7462;RALN;CB;18579,33;125,67;1569,67;44;553,67;1539,67
C637;RALN;CC;22235,27;221,45;1884;844,53;1256,55;1912,22
C637;RALN;CA;17942,51;24,39;1502,64;1065,51;488,99;967
C637;RALN;CD;25171,86;238,86;2133,6;170,22;8023,08;1198,44
C637;RALN;CB;18780,93;47,15;1574,42;552,25;581,63;993,51
C637;RALN;FP;39979;124;3385;0;17567;0
C6296;RALN;CC;23019,95;366,72;1953,75;2059,68;1137,39;5196,3
C6296;RALN;CD;26932,52;786,97;2313,16;1624,49;3680,37;4994,61
C6296;RALN;CB;20558,24;237,96;1735,55;2754,4;591,56;5965,88
C6296;RALN;DI;39752,01;3854,71;6782,91;0;52895,17;41605,58
C6296;RALN;FP;39979;5054;6302;0;58959;0
C349;RALN;CC;22630,68;207,3;1889,8;1119,56;1150,42;244,62
C349;RALN;CA;18098,88;83,08;1371,12;615,81;469,5;356,08
C349;RALN;CD;25451;0;2122;2255;1860;108
C349;RALN;CB;19761,89;23,55;1859,39;2054,69;658,19;345,79
C467;RALN;CC;22495;216,5;1910,5;478,25;977,75;2371,75
C467;RALN;CD;27209,67;558,67;2335;745,33;5100,67;2019,67
C467;RALN;CB;19446,71;0;1632;357,71;557,29;1660,14
P9047;RALN;CC;22713,25;14,77;1863,15;473,21;1115,67;3898,82
P9047;RALN;CA;18359,36;44,03;1397,55;61,96;458,95;1607,02
P9047;RALN;CD;28303,01;213,73;2751,19;298,29;5981,42;3640,04
P9047;RALN;CB;20255,43;373,06;1713,49;463,97;567,15;2555,89
P9047;RALN;DI;40763,29;0;6993,18;0;46921,41;264
P9047;RALN;FP;39979;0;7320;0;57252;0
P9038;RALN;CC;21343,55;15,76;1767,48;222,93;824,49;1322,5
P9038;RALN;CA;17739,86;0;1487,31;93,79;427,31;1584,83
P9038;RALN;CD;26354,21;28,2;2447;118,83;4438,66;1233,53
P9038;RALN;CB;18900,77;4,44;1586,86;192,24;550;1579,52
P9038;RALN;DI;39987,02;448,62;6527,07;0;49089,01;0
