ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
C8281;RALN;ND;CC;0,17;0;0;0;0;0;0;0
C8281;RALN;ND;CB;0,17;0;0;0;0,28;0;0;0
D8372;EN60;ND;LI;0;1;0;0;0;0;0;0
C3621;RALN;ND;CC;0;2,04;0;0;0;0;0;0
C3621;RALN;ND;CD;0;0;0;0;0,5;1,14;0;0
UC10073;RALN;ND;CC;0,22;0,51;0;0;0,83;0,75;0;0
UC10073;RALN;ND;CB;0,62;1,29;0;0;0;0,25;3,25;2,17
UC10073;RALN;ND;CD;0;0,04;0;0;0;0;0;0
UC10073;RALN;ND;CA;0,18;0,51;0;0;0;0;0;0
C2781;RALN;ND;CD;1;0;0;0;0;0;0;0
OL13795;EPNE;ME;AB;0;0;0;0;0;0,28;0;0
C3665;RALN;ND;CC;0,42;0,42;0;0;0;0;0;0
C3665;RALN;ND;CB;1,71;0;0;0;0,04;0,86;1,55;0
C5051;RALN;ND;CC;2;0;0;0;0;0;0;0
C2060;RALN;ND;CD;1,32;1;0;0;0;0;0;0
C2685;RALN;ND;CA;0;0;0;0;0;0;0,75;0
U12262;REFR;SC;CD;2,5;8,78;0;0;0;0;0;0
U12262;REFR;SC;CB;0,33;0,19;0;0;0;0;0;0
U12262;REFR;SC;CC;0;0;0;0;0;1,86;0;0
U12262;SSNA;ME;DP;1,08;0;0;0;0;0;0;0
U12262;SSNA;ME;LT;6,44;12,6;0;0;1,5;3,83;0;0
U12262;SSNA;ME;DA;0;2;0;0;0;0;0;0
U12262;SSNA;ME;SI;15,21;19,61;0;0;0;4,88;0;0
U12262;SSNA;ME;LA;0,85;4,84;0;0;0;2,8;0;0
U12262;SSNA;ME;MD;1,1;3,5;0;0;0;0;0;0
U12262;SSNA;ME;DT;1;0;0;0;0;0;0;0
U12262;SSNA;ME;DS;1,67;2,92;0;0;0;0;0;0
U12262;SSNA;ME;MV;1,88;0,01;0;0;0;0;0;0
U12262;SSNA;ME;ST;1,79;1,8;0;0;0;0;0;0
U12262;SSNA;ME;SF;0,92;8,42;0;0;0;0;0;0
U12262;SSNA;ME;SV;0;0,31;0;0;0;0;0;0
C3759;RALN;ND;PC;0;0;0;0;0;0;0,5;0
U12259;SSNA;ME;MO;2,7;0,92;0;0;0;0;0;0
U12259;SSNA;ME;LT;9,88;12,45;0;0;6,16;0;0;0
U12259;SSNA;ME;DP;1;1;0;0;0;0;0;0
U12259;SSNA;ME;LA;0;0;0;0;5;10,75;0;0
U12259;SSNA;ME;MD;19,67;24,56;0;0;0;0;0;0
U12259;SSNA;ME;SI;38,82;77,83;0;0;3,66;6,75;0;0
U12259;SSNA;ME;SF;1,83;16,32;0;0;0;0;0;0
U12259;SSNA;ME;MV;0;1,87;0;0;0;0;0;0
U12259;SSNA;ME;DS;0,58;1,55;0;0;0;0;0;0
U12259;SSNA;ME;SV;0,76;1,8;0;0;0;0;0;0
U12259;SSNA;ME;ST;6,25;11,67;0;0;0;1,8;0;0
C435;RALN;ND;CC;0,83;1,05;0;0;0;0;0;0
C435;RALN;ND;CD;0,94;0;0;0;0;0;0;0
N8901;RALN;ND;CD;0;0,33;0;0;0;0;0;0
C2911;RALN;ND;CA;2,17;8,67;0;0;0;0;0;0
C2911;RALN;ND;CC;0,33;3,28;0;0;0;0;0;0
C2911;RALN;ND;CB;0,72;1,44;0;0;0;0;0;0
C2911;RALN;ND;CD;0,33;0,13;0;0;0;0;0;0
C3747;RALN;ND;CB;0;0;0;0;0;0,4;0;0
C2475;RALN;ND;CD;1;0;0;0;0;0;0;0
C2475;RALN;ND;CB;0;0;0;0;0;0;0,17;0
C920;RALN;ND;CB;0;0;0;0;0,5;0;0;0
C424;RALN;ND;CC;1,1;0,42;0;0;0;0;0;0
C424;RALN;ND;CD;0,13;0;0;0;0;0;0;0
C424;RALN;ND;PC;0;0;0;0;0;0;0,88;0
CS10707;RALN;ND;CC;0;0;0;0;0;1;0;0
C2985;RALN;ND;CD;0,47;0;0;0;0;0;0;0
C2985;RALN;ND;CA;3,65;3,63;0;0;0;0;0;0
C2985;RALN;ND;CC;0;0,72;0;0;0;0;0;0
C639;RALN;ND;CB;0;0;0;0;0,7;0;0;0
LS12058;LS13;NF;LI;18,64;20,98;0;0;0;0;0;0
C7776;RALN;ND;CD;1,26;0,67;0;0;0;0;0;0
C7776;RALN;ND;PC;6,56;7,5;0;0;0;0;0;0
U9416;SSNA;ME;DT;0,68;0;0;0;0;0;0;0
U9416;SSNA;ME;MD;2,03;4,39;0;0;0;0;0;0
U9416;SSNA;ME;SV;1,86;0;0;0;0;0;0;0
U9416;SSNA;ME;SF;0;0;0;0;0;0,09;0;0
U9416;SSNA;ME;LA;0;0;3,04;6,09;0;9,11;0;0
U9416;SSNA;ME;LT;0;0,59;0;0;0,42;0;0;0
U9416;SSNA;ME;SI;0,83;3,34;0;0;0,34;9,78;0;0
U9416;SSNA;ME;ST;0;0;0;0;1,52;0;0;0
C6563;RALN;ND;CD;0,5;0,5;0;0;0;0;0;0
C6563;RALN;ND;CC;1;0;0;0;0;0;0;0
C5218;PRBZ;NF;CD;0;0,45;0;0;0;0;0;0
C5218;PRBZ;NF;CA;0;0,32;0;0;0;0;0,47;0
C5218;PRBZ;NF;CC;0;0,16;0;0;0;0;0;0
C2426;RALN;ND;CD;0;2;0;0;0;0;0;0
C2426;RALN;ND;CA;0;2;0;0;0;0;0;0
C2426;RALN;ND;CC;2;0;0;0;0;0;0;0
C770;RALN;ND;CB;0;0;0;0;0,75;0;0;0
C770;RALN;ND;CD;0,66;0;0;0;0;0;0;0
P9126;RALN;ND;CC;0;1,68;0;0;0;0;0;0
P9126;RALN;ND;CD;1,92;0;0;0;0;0;0;0
C4154;RALN;ND;CC;0;0,11;0;0;0;0;0;0
C4154;RALN;ND;CD;0,03;0;0;0;0;0;0;0
C7827;REVA;SC;CB;0,64;1;0;0;0;0;0;0
J8637;SSNA;ME;DA;2;1;0;0;0;0;0;0
J8637;SSNA;ME;LT;4,62;2,02;0;0;0;0;0;0
J8637;SSNA;ME;LA;3,9;10,52;0;0;0;0;0;0
J8637;SSNA;ME;MD;2,87;13,64;0;0;0;0;0;0
J8637;SSNA;ME;SI;14,75;46,89;0;0;0;0;0;0
J8637;SSNA;ME;ST;1;1,42;0;0;0;0;0;0
J8637;SSNA;ME;DT;0,91;0;0;0;0;0;0;0
J8637;SSNA;ME;DP;0,75;0,6;0;0;0;0;0;0
J8637;SSNA;ME;DS;0,42;2,21;0;0;0;0;0;0
C4616;RALN;ND;CC;0;0,2;0;0;0;0;0;0
C4616;RALN;ND;CB;0;0;0;0;0;0;1,92;1,42
C4024;PRTN;NF;CA;1;0;0;0;0;0;0;0
C1749;RALN;ND;CD;0;0;0;0,92;0;0;0;0
C1749;RALN;ND;CB;1;0;0;0;0;0;0;0
C236;RALN;ND;CA;0,84;2,97;0;0;0;0;0;0
C236;RALN;ND;CD;0;0,72;0;0;0;0;0;0
C236;RALN;ND;CB;0,72;0,72;0;0;0;0;0;0
C236;RALN;ND;CC;0,81;2,34;0;0;0;0;0;0
U9434;SSNA;ME;DA;2;3;0;0;0;0;0;0
U9434;SSNA;ME;SI;20,93;49,12;0;0;0;0;0;0
U9434;SSNA;ME;DS;0,04;1,15;0;0;0;0;0;0
U9434;SSNA;ME;DT;0;0,83;0;0;0;0;0;0
U9434;SSNA;ME;ST;2,89;1,59;0;0;0;0;0;0
U9434;SSNA;ME;LA;0,96;5,21;0;0;0;0;0;0
U9434;SSNA;ME;MD;8,24;16,95;0;0;0;0;0;0
C8195;RALN;ND;CA;0;2,4;0;0;0;0;0;0
C8302;RALN;ND;CA;0;0;0;0;0;0;1;0
C8302;RALN;ND;CC;1,08;0,6;0;0;0;0;0;0
C8302;RALN;ND;CD;1,39;0;0;0;0;0;0;0
ER14012;SSNA;ME;LT;1;0;0;0;1;0;0;0
ER14012;SSNA;ME;DA;1;0;0;0;0;0;0;0
ER14012;SSNA;ME;LA;0;0,69;0;0;1;7,13;0;0
ER14012;SSNA;ME;DS;0;1;0;0;0;0;0;0
ER14012;SSNA;ME;DT;0,5;2;0;0;0;0;0;0
ER14012;SSNA;ME;PS;0;1;0;0;0;0;0;0
J8636;SSNA;ME;SI;0,34;6,63;0;0;0,75;0,91;0;0
J8636;SSNA;ME;DT;0;2;0;0;0;0;0;0
J8636;SSNA;ME;DS;3;0;0;0;0;0;0;0
J8636;SSNA;ME;ST;2,96;2;0;0;0;0;0;0
J8636;SSNA;ME;LA;0;0;0;0;0;1,84;0;0
J8636;SSNA;ME;LT;1,83;6,2;0;0;1,7;3,02;0;0
J8636;SSNA;ME;MD;2,44;8,4;0;0;0;0;0;0
CM9053;RALN;ND;CC;21,7;42,92;0;0;0;0;0;0
CM9053;RALN;ND;CD;1,97;0,97;0;0;0;0;0;0
C2947;RALN;ND;CD;0;1;0;0;0;0;0;0
C2203;RALN;ND;CB;0;0,22;0;0,43;0;0;0,15;0
C2362;RALN;ND;CB;0;0,11;0;0;0;0;0;0
C2362;RALN;ND;CC;0;0;0;0;0,92;0;0;0
C4929;RALN;ND;CD;0,06;0;0;0;0;0;0;0
C4929;RALN;ND;CC;0,35;0,54;0;0;0;0;0;0
UC11848;RALN;ND;CD;0,83;0;0;0;0;0;0;0
UC11848;RALN;ND;CC;0,5;0,24;0;0;0;0;0;0
C6167;PRTN;NF;CB;0;0,56;0;0;0;0;0;0
P9031;RALN;ND;CD;0;5;0;0;0;0;0;0
P9031;RALN;ND;CC;0,33;0;0;0;0;0;0;0
C611;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C8123;RALN;ND;CC;0;1;0;0;0;0;0;0
C4995;RALN;ND;CD;0;0,5;0;0;0;0;0;0
C3808;RALN;ND;PC;0;0;0;0;0;0;0,05;0
C3808;RALN;ND;CA;0,04;0;0;0;0;0;0;0
C6709;RALN;ND;CB;0,5;0,41;0;0;0;0;0;0
C12480;PRTN;NF;CB;0;0,66;0;0;0;0;0;0
C12480;PRTN;NF;CA;0;0,03;0;0;0;0;0;0
C5367;RALN;ND;CC;0,82;0,33;0;0;0;0;0;0
C8036;RALN;ND;CB;20;1,67;0;0;0;0;14;1,67
C8036;RALN;ND;CC;0;2;0;0;0;0;0;0
C8036;RALN;ND;CD;0;1;0;0;0;0;0;0
CS9916;RALN;ND;CC;0,17;0;0;0;0;0;0;0
CS9916;RALN;ND;PC;0;0;0;0;0,83;0;0;0
CS9916;RALN;ND;CD;0,6;7,63;0;0;0;0;0;0
CS9916;RALN;ND;CB;2;11,42;0;0;0;0;0;0
C3297;RALN;ND;CC;0,12;0;0;0;0;0;0;0
U9577;SSNA;ME;DT;0,66;0;0;0;0;0;0;0
U9577;SSNA;ME;SV;0;0,41;0;0;0;0;0;0
U9577;SSNA;ME;LT;0,81;1,7;0;0;0;0;0;0
U9577;SSNA;ME;DA;0;0,28;0;0;0;0;0;0
U9577;SSNA;ME;LA;0;1,41;0;0;0;0;0;0
U9577;SSNA;ME;DP;0;1;0;0;0;0;0;0
U9577;SSNA;ME;MD;4,14;7,02;0;0;0;0;0;0
U9577;SSNA;ME;DS;0;0,84;0;0;0;0;0;0
C7853;PRBZ;NF;CC;1,09;0,87;0;0;0;0;0;0
C7853;PRBZ;NF;CA;1;1,14;0;0;0;0;0;0
C7853;PRBZ;NF;CB;0,7;0;0;0;0;0;0;0
C7853;PRBZ;NF;CD;0;0,4;0;0;0;0;0;0
C7727;RALN;ND;CD;0,03;0;0;0;0;0;0;0
C7727;RALN;ND;CC;0;0,03;0;0;0;0;0;0
C7727;RALN;ND;CB;1,89;1,28;0;0;0;0;0;0
U12388;SSNA;ME;LT;18,07;39,5;0;0;0;0;0;0
U12388;SSNA;ME;DA;1,32;1,5;0;0;0;0;0;0
U12388;SSNA;ME;DS;1,84;5,96;0;0;0;0;0;0
U12388;SSNA;ME;DT;0,84;0;0;0;0;0;0;0
U12388;SSNA;ME;LP;2;0;0;0;0;0;0;0
U12388;SSNA;ME;DP;0,42;0;0;0;0;0;0;0
U12388;SSNA;ME;ST;8,14;14,5;0;0;0;0;0;0
U12388;SSNA;ME;SV;1,3;6,52;0;0;0;0;0;0
U12388;SSNA;ME;SI;21,36;72,89;0;0;0;0;0;0
U12388;SSNA;ME;SF;0;3,09;0;0;0;0;0;0
U12388;SSNA;ME;MD;18,3;43,93;0;0;0;0;0;0
U12388;SSNA;ME;LA;20,5;45,7;0;0;20,71;51,58;0;0
C2863;REFR;SC;CC;0;0,1;0;0;0,42;0,07;0;0
C2863;REFR;SC;CD;0;0,73;0;0;0;0;0;0
C2863;REFR;SC;CB;0,76;0,76;0;0;0,49;0;0;0
C4224;RALN;ND;CC;0,94;1,88;0;0;0;0;0;0
C4224;RALN;ND;CA;0;0;0;0;0,05;0;0;0
C8226;RALN;ND;CD;0,08;0;0;0;0;0;0;0
C8226;RALN;ND;CC;0,03;0;0;0;0;0;0;0
Q9184;UNIV;ND;CE;0;0,5;0;0;0;0;0;0
Q9184;UNIV;ND;CC;0,58;3,53;0;0;0,02;0;0;0
Q9184;UNIV;ND;CD;2,63;5,42;0;0;1;1,61;0;0
Q9184;UNIV;ND;RC;28,01;42,61;0;0;0;0;0;0
ER12839;RESI;NF;CB;1;0;0;0;0;0;0;0
C4407;RALN;ND;CB;0;0;0;0;0;0,72;12;0,06
OL13932;EPNE;ME;AC;0;0;0;0;1;0;0;0
C1525;RALN;ND;CC;0,19;1,94;0;0;0;0;0;0
C1525;RALN;ND;CD;0;0,14;0;0;0;0;0;0
C3810;RALN;ND;CD;0;0,87;0;0;0;0;0;0
C3810;RALN;ND;CC;0,25;1,02;0;0;0;0;0;0
C5377;RALN;ND;CB;0,99;2,98;0;0;0;0;0;3,92
C5377;RALN;ND;CA;0,99;0;0;0;0;0;0,52;0,52
C5377;RALN;ND;CC;3,39;2,64;0;0;0;0;0;2,4
C6989;RALN;ND;PC;2;1;0;0;0;0;0;0
C1624;RALN;ND;CA;0,72;0;0;0;0;0;0;0
C1624;RALN;ND;CC;0,33;0;0;0;0;0;0;0
C1008;RALN;ND;CC;0,67;0;0;0;0;0;0;0
C1008;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C1348;RALN;ND;CC;1,83;0,92;0;0;0;0;0;0
C1348;RALN;ND;CD;0;0,42;0;0;0;0;0;0
C5993;RALN;ND;CD;0;0,22;0;0;0;0;0;0
C5993;RALN;ND;CB;0;0,6;0;0;0;0;0;0
C5993;RALN;ND;CC;0;0,85;0;0;0;0;0;0
CM9058;RALN;ND;CD;1;0;1,13;1,63;2;3;0;0
CM9058;RALN;ND;CC;0,49;0;0;0;5,85;1;0;0
C2636;RALN;ND;CD;0;2,12;0;0;0;0;0;0
C2636;RALN;ND;CB;2,71;0;0;0;0;0;0,5;0,2
C2636;RALN;ND;CC;0,26;1,29;0;0;0;0;0;0
C2880;RALN;ND;CB;0;0;0;0;0;1;0;0
C3770;RALN;ND;CB;0,35;0;0;0;0;0;0;0
C3556;RALN;ND;CD;0,16;0;0;0;0;0;0;0
C878;RALN;ND;CC;0;0,9;0;0;0;0;0;0
C878;RALN;ND;CB;0,98;0,62;0;0;0;0,08;0;0
C3042;RALN;ND;CC;9,43;82,72;0;0;0;0;0;0
C3042;RALN;ND;CD;6,65;29,68;0;0;0;0;0;0
C3042;RALN;ND;CB;8,77;42,74;0;0;0;0;0;0
C4932;RALN;ND;CD;0;1;0;0;0;0;0;0
C5677;REFR;SC;CC;0;0,29;0;0;0,84;6,19;0;0
C5677;REFR;SC;CD;0;0;0;0;0;0,36;0;0
C5677;REFR;SC;CB;0;0;0;0;1,1;0,3;0;0
C2726;RALN;ND;CC;0;1;0;0;0;0;0;0
C2726;RALN;ND;CD;0;1;0;0;0;0;0;0
C4664;RALN;ND;CC;1;0;0;0;0;0;0;0
C7281;RALN;ND;CC;0;0,44;0;0;0;0;0;0
C7281;RALN;ND;CD;0,36;0;0;0;0;0;0;0
K8641;SSNA;ME;PC;3,83;13,5;0;0;0;0;0;0
K8641;SSNA;ME;LA;4,99;5,93;0;0;0;0;0;0
K8641;SSNA;ME;MV;0;2,94;0;0;0;0;0;0
K8641;SSNA;ME;LT;12,66;12,66;0;0;0;0;0;0
K8641;SSNA;ME;ST;0;1,66;0;0;0;0;0;0
K8641;SSNA;ME;DS;1,29;0;0;0;0;0;0;0
C1405;PRTN;NF;CC;0;0,33;0;0;0;0;0;0
C1405;PRTN;NF;CB;0;1;0;0;0;0;0;0
LS11930;LS13;NF;LI;0;3;0;0;1;1;0;0
C4818;RALN;ND;CD;27;128,25;0;0;0;0;0;2
C4818;RALN;ND;CA;0;0;0;0;0;0;151,42;68,75
C4818;RALN;ND;CB;0;0;0;0;0;0;137,75;64,75
C4818;RALN;ND;CC;22,17;137,75;0;0;0;0;52,58;31,08
C3163;RALN;ND;CA;0;0;0;0;0;0;5;4
C5891;PRBZ;NF;CA;0,82;0;0;0;0;0;1,3;0
C5891;PRBZ;NF;CB;0;0,75;0;0;0;0;0;0
C5223;RALN;ND;CC;0;0;0;0;0;0;0,9;0
C1067;RALN;ND;CC;0;0,21;0;0;0;0;0;0
P9032;RALN;ND;CD;1,5;2;0;0;0;0;0;0
P9032;RALN;ND;CB;0,27;0;0;0;0,25;0;0;0
C4145;RALN;ND;CD;1;0;0;0;0;0;0;0
C4145;RALN;ND;CC;1;0;0;0;0;0;0;0
C5807;RALN;ND;CA;0;0;0;0;6;0;0;0
C5807;RALN;ND;CB;0;0;0;0;0;3;0;0
C5807;RALN;ND;CD;1;0;0;0;0;0;0;0
C6514;RALN;ND;CC;1;0;0;0;0;0;0;0
C6514;RALN;ND;CD;0;2,01;0;0;0;0;0;0
C6522;RALN;ND;CB;0;3,35;0;0;0;0;3,36;6,16
C6522;RALN;ND;CC;5,36;11,53;0;0;0;0;0,56;0,56
C5719;RALN;ND;CC;0;1,3;0;0;0;0;0;0
C5719;RALN;ND;CB;0;0;0;0;0,66;0;0;0
C2128;RALN;ND;CC;5,36;4,69;0;0;0;0;0;0
C2128;RALN;ND;CB;1,67;0;0;0;0;0;0;0
C5864;RALN;ND;CB;0;0;0;0;0;0;0,44;0
C5864;RALN;ND;CA;0,2;0;0;0;0;0;1,19;1,19
C5864;RALN;ND;CC;0,61;1,21;0;0;0;0;0;0
C4898;RALN;ND;CD;4,93;16,57;0;0;0,5;0,5;0;0
C4898;RALN;ND;CC;0,96;3,36;0;0;0;2;0;0
C5591;RALN;ND;CC;0,5;0,25;0;0;0;0;0;0
C7755;RALN;ND;CC;0;1,16;0;0;0;0;0;0
C2819;RALN;ND;CD;0;0;0;0;0;9,67;0;0
C2819;RALN;ND;CC;0;0;0;0;10,07;6,07;0;0
C5762;RALN;ND;CC;0;0,67;0;0;0;0;0;0
C1417;RALN;ND;CC;2,35;0,66;0;0;0;0;0;0
C1417;RALN;ND;CB;1,31;1,31;0;0;0;0;0,15;0,57
C1417;RALN;ND;CA;5,91;5,91;0;0;0;0;0;0
LS12108;LS13;NF;LI;2;3;0;0;0;0;0;0
C5632;REFR;SC;CB;0;0;0;0;0;0,37;1,53;0
C5632;REFR;SC;CA;0;0;0;0;0;0,08;0;0
C5632;REFR;SC;CC;0;0;0;0;0;0,17;0;0
C2064;RALN;ND;CC;0;1;0;0;0;0;0;0
C2064;RALN;ND;CD;4;12;0;0;0;0;0;0
C2064;RALN;ND;CA;0;0;0;0;0;0;0;1
C2064;RALN;ND;CB;1;0;0;0;0;0;13;37
C6424;PRBZ;NF;CC;1,92;0,92;0;0;0;0;0;0
C12894;PRTN;NF;CD;1;0;0;0;0;0;0;0
C12894;PRTN;NF;CA;0;0,32;0;0;0;0;0;0
C12894;PRTN;NF;CC;1,42;1,71;0;0;0;0;0;0
C12894;PRTN;NF;CB;1,25;0;0;0;0;0;0;0
C1044;RALN;ND;CC;0;0,42;0;0;0;0;0;0
UC10184;RALN;ND;CB;0;0;0;0;0;0;0;1
IP10991;PRTN;NF;PC;0;0;0;0;0;0;0,53;0
IP10991;PRTN;NF;CB;3;10,11;0;0;0;0;0;0
IP10991;PRTN;NF;CA;0;7,97;0;0;0;0;0;0
IP10991;PRTN;NF;CC;2,35;5,01;0;0;0;0;0;0
C2235;REFR;SC;CC;0;0;0;0;0;0,16;0;0
CS11096;SSNA;ME;LP;0;0;0;0;0;4;0;0
CS11096;SSNA;ME;LA;0;0;0;0;0;1;0;0
UC12255;RALN;ND;CC;1,22;1,77;0;0;0;0;0;0
UC12255;RALN;ND;CB;0;0,08;0;0;0;0;0;0
UC12255;RALN;ND;CD;0,5;0,5;0;0;0;1,28;0;0
C6687;RALN;ND;CC;0,83;1,11;0;0;0;0;0;0
IR8598;ERIC;ND;4L;0;1;0;0;0;0;0;0
IR8598;ERIC;ND;5L;0;0,75;0;0;0;0;0;0
IR8598;ERIC;ND;TC;0,58;1,58;0;0;0;0;0;0
IR8598;ERIC;ND;RI;2;0;0;0;0;0;0;0
IR8598;ERIC;ND;RC;14;14,41;0;0;0;0;0;0
C7529;RALN;ND;CC;0;0,28;0;0;0;0;0;0
C7637;RALN;ND;CC;3;1;0;0;0;0;0;0
C6328;RALN;ND;CC;0;0,62;0;0;0;0;0;0
C5400;RALN;ND;CA;0;0,72;0;0;0;0;0;0
C4082;RALN;ND;CB;0;0;0;0;0;0;0,26;0,75
C4082;RALN;ND;CC;0;0,04;0;0;0;0;0;0
C3100;RALN;ND;CB;0;0;0;0;0;0,83;0;0
C2357;RALN;ND;CC;0;0,73;0;0;0;0;0;0
C2357;RALN;ND;CB;0;0;0;0;0;0,22;0;0
C3636;RALN;ND;CD;1;0;0;0;0;0;0;0
C8189;RALN;ND;CD;0,54;0;0;0;0;0;0;0
