ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
OL13218;EPNE;ME;AB;0;0;0;0;0;1;0;0
C7555;RALN;ND;CB;3,74;4,41;0;0;0;0;0;0
C7555;RALN;ND;CC;2,01;1,34;0;0;0;0;0;0
C7555;RALN;ND;CA;18,86;7,31;0;0;0;0;0;0
C6229;PRTN;NF;CA;0,82;11,22;0;0;0;0;0;0
C6229;PRTN;NF;CD;0;3,98;0;0;0;0;0;0
C6229;PRTN;NF;CB;0,47;0,17;0;0;0;0;0;0
C6229;PRTN;NF;CC;0,33;26,65;0;0;0;0;0;0
C5332;RALN;ND;CC;1;0;0;0;0;0;0;0
C7834;RALN;ND;CB;0;0,42;0;0;0;0;0;0
C4324;RALN;ND;CC;0;1;0;0;0;0;0;0
C2819;RALN;ND;CC;0;0;0;0;0;1;0;0
C2819;RALN;ND;CB;1;0;0;0;1;0;0;0
CS11115;SSNA;ND;LA;0;0;0;0;3,7;3,9;0;0
CS11115;SSNA;ND;DA;0;0;0;0;0,6;6,2;0;0
CV14413;AFAM;AT;EP;1;1;0;0;0;0;0;0
CV14413;AFAM;AT;PR;5;6;0;0;0;0;0;0
CV14413;AFAM;AT;PA;2;1;0;0;0;0;0;0
C8168;RALN;ND;CB;0;0;0;0;0;1;1;0
C8018;RALN;ND;CC;1,33;0;0;0;0;0;0;0
C8018;RALN;ND;CB;0;0;0;0;0;0;0,16;0
C2225;RALN;ND;CD;0,46;0;0;0;0;0;0;0
CF8590;EPNE;ME;AB;0;0;0;0;0;1;0;0
CF8590;EPNE;ME;AA;1;0;0;0;0;0;0;0
N10837;RALN;ND;CD;3,49;1,48;0;0;0;0;0;0
N10837;RALN;ND;PC;57,53;5,39;0;0;0;0;0;0
N10837;RALN;ND;CB;0;0,66;0;0;0;0;0;0
N10837;RALN;ND;CC;1;2,65;0;0;0;0;0;0
C12341;PRTN;NF;CB;0,28;0;0;0;0;0;0;0
C12341;PRTN;NF;CC;0,1;0,4;0;0;0;0;0;0
LS12142;LS13;NF;LI;1;1;0;0;0;2;0;0
Q9143;UNIV;ND;AL;0;1,33;0;0;0;0;0;0
Q9143;UNIV;ND;CD;0;1;0;0;0;0;0;0
Q9143;UNIV;ND;RC;83,47;48,5;0;0;0;0;0;0
C3031;RALN;ND;CD;1;0;0;0;0;0;0;0
C3031;RALN;ND;CC;2;0;0;0;0;0;0;0
C3760;RALN;ND;CD;0,25;0;0;0;0;0;0;0
C8203;RALN;ND;CB;0;0;0;0;0;0,2;0;0
C6374;RALN;ND;CD;1;0;0;0;0;0;0;0
C616;RALN;ND;CC;0;0,17;0;0;0;0;0;0
C2382;RALN;ND;CC;0,63;0,06;0;0;0;0;0;0
C2382;RALN;ND;CB;0,5;0;0;0;0;0;0;0
C1681;RALN;ND;CB;0;0;0;0;2;0;0;0
C1681;RALN;ND;CD;0,33;0;0;0;0;0;0;0
U12350;SSNA;ND;PL;0,51;5,8;0;0;0;0;0;0
U12350;SSNA;ND;FM;1,42;3,64;0;0;0;0;0;0
U12350;SSNA;ND;CH;0,83;0;0;0;0;0;0;0
U12350;SSNA;ND;BI;0;4,16;0;0;0;0;0;0
U12350;SSNA;ND;MV;0,21;1,67;0;0;0;0;0;0
U12350;SSNA;ND;SI;71,74;272,42;0;0;3,13;30,55;0;0
U12350;SSNA;ND;MD;7,86;18,88;0;0;0;0;0;0
U12350;SSNA;ND;SV;0,45;0;0;0;0;0;0;0
U12350;SSNA;ND;DA;1;0,5;0;0;0;0;0;0
U12350;SSNA;ND;LA;6,08;21,32;1;0;1,04;10,38;0;0
U12350;SSNA;ND;LT;12,23;94,96;3,87;7,17;18,33;79,65;0;0
U12350;SSNA;ND;SF;1,16;7,12;0;0;0;0;0;0
U12350;SSNA;ND;ST;15,73;24,23;0;0;4,88;2,33;0;0
C650;RALN;ND;CB;0,1;0;0;0;0;0;0;0
C650;RALN;ND;CA;0;0;0;0;0;0,03;0;0
C650;RALN;ND;CC;0,17;0,14;0;0;0;0;0;0
C6075;RALN;ND;CC;0;0;0;0;0;0;0,56;1,52
C6075;RALN;ND;CB;0;0;0;0;0;0;0;0,97
C6075;RALN;ND;CA;1,39;0;0;0;0;0;0,56;0
Q9148;UNIV;ND;CD;1;8;0;0;1,01;2,11;0;0
Q9148;UNIV;ND;CB;2;4;0;0;0;0;0;0
Q9148;UNIV;ND;CC;1;6;0;0;18,16;43,48;0;0
Q9148;UNIV;ND;RC;122,19;124,68;0;0;0;0;0;0
IP11020;PRTN;NF;CC;2;0,56;0;0;0;0;0;0
IP11020;PRTN;NF;CB;2,26;5,82;0;0;0;0;0;0
IP11020;PRTN;NF;CA;0,05;0,72;0;0;0;0;1,02;0
C4980;RALN;ND;CD;0,21;0;0;0;0;0;0;0
CS10065;RALN;ND;CC;0;0,92;0;0;0;0;0;0
CS10065;RALN;ND;CD;0;1;0;0;0;0;0;0
C7872;RALN;ND;CC;0,75;0;0;0;0;0;0;0
C885;RALN;ND;CD;1;0;0;0;0;0;0;0
C885;RALN;ND;CC;0;1;0;0;0;0;0;0
C5634;RALN;ND;CD;1,01;0;0;0;0;0;0;0
C5634;RALN;ND;CC;2,46;1,23;0;0;0;0;0;0
C1692;RALN;ND;CC;0,11;0;0;0;0;0;0;0
C7203;RALN;ND;CC;0;0,21;0;0;0;0;0;0
C4251;PRBZ;NF;PC;0;0;0;0;0;0;12,98;3,04
C4251;PRBZ;NF;CD;1,01;0,25;0;0;0;0;0;0
C4251;PRBZ;NF;CA;1,33;0;0;0;0;0;0;0
C4251;PRBZ;NF;CC;0,92;5,34;0;0;2,15;0;0;0
C4251;PRBZ;NF;CB;6,08;2,64;0;0;0;0,84;0;0
C553;RALN;ND;CC;0,02;0;0;0;0;0;0;0
C1546;RALN;ND;CD;1;0;0;0;0;0;0;0
IC10517;AFAM;AT;PR;16;4;0;0;2;0;0;0
IC10517;AFAM;AT;PA;1;0;0;0;1;2;0;0
E8469;EPNE;ME;AB;0;0;0;0;0;0,69;0;0
C5808;RALN;ND;CC;0;0;0;0;0;0;0;2,79
C5808;RALN;ND;CB;0;0;0;0;0;0;0;1,1
C1863;RALN;ND;CC;0;0;0;0;0;0,5;0;0
C1863;RALN;ND;CB;0;0;0;0;0,25;0;0;0
C4802;RALN;ND;CC;0,23;0,16;0;0;0;0;0;0
C4802;RALN;ND;CD;1,1;0,1;0;0;0;0;0;0
C3180;RALN;ND;CC;0;0;0;0;0;0,05;0;0
C6080;RALN;ND;CC;0;1;0;0;0;0;0;0
C4724;RALN;ND;CC;0;0,5;0;0;0,5;0;0;0
C4724;RALN;ND;CD;0,78;1,81;0;0;0,5;1,25;0;0
C6440;RALN;ND;CC;0,25;0;0;0;0;0;0;0
C5998;RALN;ND;PC;0;0;0;0;0,15;0;0;0
C5998;RALN;ND;CC;0,76;0,5;0;0;0;0;0;0
C5998;RALN;ND;CD;0;0,33;0;0;0;0;0;0
C4091;RALN;ND;CC;0;0,28;0;0;0;0;0;0
C4091;RALN;ND;CD;0,52;2;0;0;0;0;0;0
C3631;RALN;ND;CB;0;0;0;0;0,55;0;0;0
C3631;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C3631;RALN;ND;CC;1,35;0;0;0;0;0;0;0
UC11826;RALN;ND;CC;1;0;0;0;0;0;0;0
C2180;RALN;ND;CC;1,33;3,33;0;0;0;0;0;0
C2180;RALN;ND;CB;6,41;14,33;0;0;0;0;0;0
C4186;RALN;ND;CD;0;1;0;0;0;0;0;0
OL12975;EPNE;ME;AB;0;0;0;0;0;1;0;0
OL13666;EPNE;ME;AB;0;0;0;0;0;1,8;0;0
C1279;RALN;ND;CB;0;0;0;0;2;0;0;0
CS14185;RALN;ND;CC;0;2,07;0;0;0;0;0;0
CS14185;RALN;ND;CD;0;5,45;0;0;0;0;0;0
LS12109;LS13;NF;LI;1;0,71;0;0;0;0;0;0
UC10900;RALN;ND;CD;1;0;0;0;0;0;0;0
C8149;RALN;ND;CA;0;0;0;0;0;0;0,55;0
C8149;RALN;ND;CD;0,61;0,92;0;0;0;0;0;0
C8149;RALN;ND;CB;0;0,13;0;0;0;0;0;0,55
C8149;RALN;ND;CC;0,06;0;0;0;0;0;0;4,44
C3547;RALN;ND;CC;0;0;0;0;0,83;0,83;0;0
P9030;RALN;ND;CC;0,01;0;0;0;0;0;0;0
P9030;RALN;ND;CD;0;0,46;0;0;0;0;0;0
C609;RALN;ND;CB;1,12;0;0;0;6,5;7;0;0
C609;RALN;ND;CC;0;0;0;0;0,5;0;0;0
C8221;RALN;ND;CD;1;0;0;0;0;0;0;0
C8221;RALN;ND;CC;0;1,16;0;0;0;0;0;0
C8221;RALN;ND;CB;0;0,6;0;0;0;0;0;0
C3608;RALN;ND;PC;0;0;0;0;0;0,11;0;0
C12489;PRTN;NF;CB;0;0,32;0;0;0;0;0;0
C6682;RALN;ND;PC;0;0,92;0;0;0;0;0;0
PN9970;EPNE;ME;AB;0,21;2;0;0;1,92;1;0;0
C6499;RALN;ND;CD;0,67;0;0;0;0;0;0;0
IP11002;PRTN;NF;CA;0,37;5,89;0;0;0;0;0;0,44
IP11002;PRTN;NF;CC;0,75;2,54;0;0;0;0;0;0
IP11002;PRTN;NF;CB;2,56;3,51;0;0;0;0;0;0
C2088;PRTN;NF;PC;0,58;0;0;0;0;0;0;0
C2088;PRTN;NF;CA;0,95;0;0;0;0;0;0;0
C2088;PRTN;NF;CB;0,5;0,5;0;0;0;0;0;0
C2088;PRTN;NF;CC;0,17;0,5;0;0;0;0;0;0
C238;RALN;ND;CD;1,28;0,06;0;0;0;0;0;0
C238;RALN;ND;CC;0,17;0;0;0;0;0;0;0
C1937;PRTN;NF;CC;0,5;2,1;0;0;0;0;0;0
OL13072;EPNE;ME;AB;0;0;0;0;0;2;0;0
C3424;RALN;ND;CB;0;0;0;0;1;0;0;0
C5479;RALN;ND;CC;0;0,5;0;0;0;0;0;0
C5479;RALN;ND;CB;0;0;0;0;0,33;0;0;0
C1467;RALN;ND;CC;0,46;0,18;0;0;0;0;0;0
C1332;RALN;ND;PC;0;0;0;0;0;0;0,4;0
C5353;RALN;ND;CC;0,13;0;0;0;0;0;0;0,56
C5353;RALN;ND;CA;0;0;0;0;0;0;0,56;0
C2966;RALN;ND;CB;0;0;0;0;0;0;1;0
C2966;RALN;ND;CC;0,49;0;0;0;0;0;0;0
C2966;RALN;ND;CD;1;1;0;0;0;0;0;0
C6800;PRTN;NF;CA;0;0,34;0;0;0;0;0;0
C6800;PRTN;NF;CC;0,11;0,23;0;0;0;0;0;0
C6869;RALN;ND;CD;0;1;0;0;0;0;0;0
C5864;RALN;ND;CA;0;0;0;0;0;0;0,35;1,24
C3527;RALN;ND;CC;1,84;0,94;0;0;0;0;0;0
C3527;RALN;ND;CA;0;0,07;0;0;0;0;0;0
C3527;RALN;ND;CD;0;1,4;0;0;0;0;0;0
C1658;RALN;ND;CC;0;0;0;0;0;0,92;0;0
C1658;RALN;ND;CD;0;0;0;0;0,11;4,36;0;0
ON12969;EPNE;ME;AB;0;0;0;0;1;1;0;0
AU10076;AUIN;ND;LI;4;4;0;0;0;0;0;0
C1398;RALN;ND;CB;0;0;0;0;1,5;1,5;0;0
C1398;RALN;ND;CD;1,01;1,01;0;0;0;0;0;0
C5286;RALN;ND;CD;0;1;0;0;0,67;0;0;0
C5286;RALN;ND;CC;0;0;0;0;1;0,95;0;0
C5286;RALN;ND;CB;0;0;0;0;0,25;1;0;0
N10730;RALN;ND;PC;4,05;0;0;0;0;0;0;0
Q9154;UNIV;ND;RC;53,3;71,81;0;0;0;0;0;0
C12463;RALN;ND;CD;1;0;0;0;0;0;0;0
C12463;RALN;ND;CC;0;1;0;0;0;0;0;0
C6651;RALN;ND;CC;1;0;0;0;1;1;0;0
C6651;RALN;ND;CB;0;0;0;0;4;0;0;0
C6651;RALN;ND;CD;0;1;0;0;0;0;0;0
D8347;EN60;ND;LI;0;1;0;0;0;0;0;0
D8347;EN60;ND;PC;0;0;0;0;1;0;0;0
AA8581;CNEL;ND;PC;1;0;0;0;0;0;0;0
C2194;RALN;ND;CD;0,2;0;0;0;0;0;0;0
C3421;PRBZ;NF;CB;0;1,08;0;0;0;0;0;0
C6904;RALN;ND;CC;1,11;0,5;0;0;0;0;0;0
C6904;RALN;ND;CD;5,61;13,9;0;0;0;0;0;0
C5536;RALN;ND;CC;0;0,91;0;0;0;0;0;0
C3118;RALN;ND;CC;0,55;0;0;0;0;5,43;0;0
C1864;RALN;ND;CD;0;0,05;0;0;0;0;0;0
C2587;RALN;ND;CC;0;0;0;0;0;0;5;11,34
C2587;RALN;ND;CB;0;0;0;0;0;0;5,46;10,33
C2587;RALN;ND;CD;1,33;0,92;0;0;0;0;0;0,56
C643;RALN;ND;CC;0;0;0;0;0;0;0,29;0
C3245;RALN;ND;CC;0;0,49;0;0;0;0;0;0
C7717;RALN;ND;CB;0,33;0;0;0;0;0;0;0
C5222;RALN;ND;CB;0;0;0;0;0;0;0,92;0
C5222;RALN;ND;CC;0,15;0,15;0;0;0;0;0;0
C5222;RALN;ND;CD;2;1,32;0;0;0;0;0;0
C5118;RALN;ND;CD;1,46;0;0;0;0;0;0;0
P9124;RALN;ND;CD;0;0;0,64;0,58;0;0;0;0
P9124;RALN;ND;CC;0;0;0,42;0,79;0;0;0;0
C7428;RALN;ND;CB;0,58;0;0;0;0;0;0;0
C7428;RALN;ND;CD;0,33;0;0;0;0;0;0;0
C7428;RALN;ND;CC;0,75;0,5;0;0;0;0;0;0
C271;RALN;ND;CC;0;0,42;0;0;0;0;0;0
IP12292;SSNA;ND;LP;0;0;0;0;6;22;0;0
IP12292;SSNA;ND;SI;0;3;0;0;0;3;0;0
IP12292;SSNA;ND;MD;0;1;0;0;0;0;0;0
C5942;RALN;ND;CD;0,11;0;0;0;0;0;0;0
LS11946;LS13;NF;LI;1;0;0;0;1;3;0;0
C2155;RALN;ND;CC;0,25;0;0;0;0;0;0;0
C2155;RALN;ND;CB;0;0;0;0;0;0;0,16;0
C7504;RALN;ND;CC;1;0;0;0;0;0;0;0
C7504;RALN;ND;CD;0,94;19,27;0;0;0;0;0;0
ER11087;RALN;ND;CD;0;0;1,04;1,01;0;0;0;0
C6317;RALN;ND;CC;0,46;0,79;0;0,29;0;0;0;0
C5097;RALN;ND;CB;0,46;1;0;0;0;0;0;0
C5097;RALN;ND;CC;1,42;1;0;0;0;0;0;0
C4734;PRTN;NF;CA;0,18;1,74;0;0;0;0;0;0
C4734;PRTN;NF;CC;0,66;2,39;0;0;0;0;0;0
C4734;PRTN;NF;CB;0,02;0,9;0;0;0;0;0;0
C4734;PRTN;NF;PC;0;0;0;0;0;0;1,66;1,33
C4240;PRBZ;NF;CA;0;0,27;0;0;0;0;0;0
LS12193;LS13;NF;LI;0,95;0,69;0;0;0;0;0;0
UC10044;RALN;ND;CB;1;0;0;0;0;0;0;0
UC10044;RALN;ND;CC;0;0;0;0;1;0;0;0
C6637;RALN;ND;CB;0;0;0;0;0;0;0;0,56
C6637;RALN;ND;CA;0;0;0;0;0;0;0;0,56
C6637;RALN;ND;CD;0,18;1,09;0;0;0;0;0;0
C6637;RALN;ND;CC;0;0;0;0;0;0;0;0,56
C2144;RALN;ND;CB;0;0;0;0;0,63;0;0;0
C710;RALN;ND;CC;0,53;0;0;0;0;0;0;0
C3504;RALN;ND;CB;0;0;0;0;0;0;1,58;0,34
C5861;RALN;ND;CB;0;0;0;0;0;0;0,75;0,12
C1507;RALN;ND;CD;0;1;0;0;0;0;0;0
C1507;RALN;ND;CC;0;3;0;0;0;0;3;3
C6801;RALN;ND;CB;0,04;0,04;0;0;0;0;0;0
C6801;RALN;ND;CD;0,76;0,72;0;0;0;0;0;0
C1431;RALN;ND;CD;0,5;0,5;0;0;0;0;0;0
C1431;RALN;ND;CC;1;1,42;0;0;0;0;0;0
C1431;RALN;ND;CB;0,83;0;0;0;0;0;0;0
C352;RALN;ND;CC;0;0,04;0;0;0;0;0;0
PA122;RALN;ND;CC;1;0;0;0;0;0;0;0
C322;RALN;ND;CB;0;0,3;0;0;0;0;0;0
C322;RALN;ND;CD;0;2,25;0;0;0;0;0;0
C322;RALN;ND;CC;0;1;0;0;0;0;0;0
C2912;RALN;ND;CC;0,14;0,27;0;0;0,09;0;0;0
C7949;RALN;ND;CD;0,28;0;0;0;0;0;0;0
C6571;RALN;ND;CB;0,75;0;0;0;0;0;0;0
C6571;RALN;ND;PC;1,29;0;0;0;0;0;0;0
C5227;RALN;ND;CB;0,63;0;0;0;0;0;0;0
C7144;RALN;ND;CD;0;2,16;0;0;0;0;0;0
C5110;RALN;ND;CD;0;0,83;0;0;0;0;0;0
C7192;RALN;ND;CD;2;0;0;0;0;0;0;0
C7192;RALN;ND;CB;1;1;0;0;0;0;0;0
LS12061;LS13;NF;LI;45;44;0;0;0;0;0;0
C4804;RALN;ND;CC;0,5;0,2;0;0;0;1;0;0
OL13099;EPNE;ME;AB;0;0;0;0;0;0,6;0;0
C12485;PRTN;NF;CC;0;0,57;0;0;0;0;0;0
C654;RALN;ND;CC;0;0,66;0;0;0;0;0;0
Q12807;UNIV;ND;CE;1,09;0,79;0;0;0;0;0;0
Q12807;UNIV;ND;CC;1,36;1,48;0;0;0;0;0;0
Q12807;UNIV;ND;RC;20,08;12,27;0;0;0;0;0;0
C260;RALN;ND;CC;1,36;2,37;0;0;0;0;0;0
C260;RALN;ND;CD;0,68;0;0;0;0;0;0;0
LS12038;LS13;NF;LI;0,16;0,41;0;0;0;0;0;0
C1907;RALN;ND;CB;1;0;0;0;0;0;0;0
UC12471;RALN;ND;CC;0;0,05;0;0;0;0;0;0
UC12471;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C7625;RALN;ND;CC;0;0;0;0;0;1,63;0;0
C2660;RALN;ND;CC;0,23;0;0;0;0;0;0;0
C12288;RALN;ND;CD;1;0;0;0;0;0;0;0
C12288;RALN;ND;CC;0;1;0;0;0;0;0;0
C7214;RALN;ND;CB;0;0;0;0;0,43;0;0;0
C7214;RALN;ND;CC;0,8;0;0;0;0,54;0;0;0
C2816;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C2816;RALN;ND;CC;0,27;0;0;0;0;0;0;0
C7324;RALN;ND;CD;0;0,67;0;0;0;0;0;0
CS106;RALN;ND;CD;0;0,31;0;0;0;0;0;0
C4592;RALN;ND;CD;0,05;0,3;0;0;0;0;0;0
C4592;RALN;ND;PC;0;0;0;0;0;0;0,02;0
OL13055;EPNE;ME;AB;0,17;0,33;0;0;0;0;0;0
OL13055;EPNE;ME;AC;0;0,67;0;0;0,08;1,17;0;0
C2170;RALN;ND;PC;0;0;0;0;0;0;2,92;0,92
C2031;RALN;ND;CB;1;0;0;0;0;0;0;0
N8722;REVA;NF;CB;1,22;7,52;0;0;0;2,19;0;0
N8722;REVA;NF;CC;0;0;0;0;0,75;0;0;0
C4576;RALN;ND;CD;0;1;0;0;0;0;0;0
C5507;PRTN;NF;CD;0,5;0,9;0;0;0;0;0;0
C5507;PRTN;NF;CC;3,24;2,03;0;0;0;0;0;0
C5507;PRTN;NF;CB;0,3;0;0;0;0;0;0;0
C5507;PRTN;NF;CA;3,28;0;0;0;0;0;0;0
IP11014;PRTN;NF;CB;2,64;10,59;0;0;0;0;0;0
IP11014;PRTN;NF;CC;0,25;5,01;0;0;0;0;0;0
IP11014;PRTN;NF;CA;0;4,07;0;0;0;0;0;2,08
C2714;RALN;ND;CC;0;0,37;0;0;0;0;0;0
PN8575;EPNE;ME;AC;0;0;0;0;0;0,5;0;0
C7448;PRBZ;NF;CB;0;0;0;0;0;0;0,19;0
C7448;PRBZ;NF;CC;0;1,39;0;0;0;0;0;0
C7496;RALN;ND;CC;0,33;0;0;0;0,39;0;0;0
C4313;RALN;ND;CA;0;0;0;0;0;0;0,56;2,24
C565;RALN;ND;CD;0;1;0;0;0;0;0;0
LS11980;LS13;NF;LI;2,75;5,05;0;0;0;0;0;0
C5459;RALN;ND;CD;0;0,25;0;0;0;0;0;0
C12473;PRTN;NF;CB;0,19;0;0;0;0;0;0;0
C12473;PRTN;NF;CA;0;1,76;0;0;0;0;0;0
C12473;PRTN;NF;CC;0;0,57;0;0;0;0;0;0
C8295;RALN;ND;CC;0;0;0;0;0;0;0,57;3,32
C8295;RALN;ND;CB;0;0;0;0;0;0;1,88;1,22
C8295;RALN;ND;CA;0;0;0;0;0;0;4,26;5,03
D8332;RALN;ND;CC;0,17;0;0;0;0;0;0;0
C1621;RALN;ND;CB;0;0;0;0;0;0;0;0,56
C3062;RALN;ND;CC;0,02;0,46;0;0;0;0;0;0
AU12238;AUIN;ND;LI;9;4;0;0;0;0;0;0
OL13629;EPNE;ME;AC;0;1;0;0;0;0;0;0
LS12307;LS13;NF;LI;0;0;0;0;2,67;7,37;0;0
C249;RALN;ND;CC;1;1,25;0;0;0;0;0;0
C3021;RALN;ND;CC;0,23;0;0;0;0;0;0;0
C4290;PRTN;NF;CB;0;0,16;0;0;0;0;0;0
C4290;PRTN;NF;CC;0,34;1,67;0;0;0;0;0;0
PN8571;EPNE;ME;AC;4;5;0;0;0;0;0;0
OL13405;EPNE;ME;AB;0;0;0;0;1;0;0;0
LS12146;LS13;NF;LI;0,83;0;0;0;0;0;0;0
IP10985;PRTN;NF;CD;0;1,28;0;0;0;0;0;0
IP10985;PRTN;NF;CB;10,59;29,78;0;0;0;0;0;0
IP10985;PRTN;NF;CA;3,69;20,57;0;0;0;0;3;8,25
IP10985;PRTN;NF;CC;3,04;19,52;0;0;0;0;0;0
OL13254;EPNE;ME;AB;0;0;0;0;0,71;0;0;0
C7228;RALN;ND;CD;0,33;0;0;0;0;0;0;0
C6958;RALN;ND;CC;0,16;0;0;0;0;0;0;0
C6958;RALN;ND;CD;0;0,33;0;0;0;0;0;0
C2981;RALN;ND;CD;2;0;0;0;0;0;0;0
C5081;RALN;ND;CD;0,33;0;0;0;0;0;0;0
C5880;RALN;ND;CA;3,17;17,16;0;0;0;0;0;0
C5880;RALN;ND;CC;4;13,1;0;0;0;0;0;0
C5713;RALN;ND;CD;0,46;0,46;0;0;0;0;0;0
C5713;RALN;ND;CC;0,13;0,25;0;0;0;0;0;0
C612;REFR;SC;CB;0;0;0;0;0;0;0,88;0,9
OL13066;EPNE;ME;AA;0;0;0;0;0;0,04;0;0
OL13066;EPNE;ME;AB;0;0;0;0;0;2;0;0
C1778;RALN;ND;CC;0,04;0;0;0;0;0;0;0
UC12173;RALN;ND;CB;0;0;0;0;0;1;0;0
C6293;RALN;ND;CD;0;1;0;0;0;0;0;0
C6293;RALN;ND;CA;0;0;0;0;0;0;1,12;0,56
C6928;PRBZ;NF;CA;1;0,23;0;0;0;0;0,1;0,25
CS10454;RALN;ND;CD;0;0,58;0;0;1,25;0;0;0
LS12066;LS13;NF;LI;74;91;0;0;0;0;0;0
N10747;RALN;ND;CB;0;1;0;0;0;0;0;0
N10747;RALN;ND;CD;1;10,24;0;0;0;0;0;0
N10747;RALN;ND;CC;0,75;0,75;0;0;0;0;0;0
N10747;RALN;ND;PC;9;0;0;0;0;0;0;0
C3977;RALN;ND;CC;0,79;0;0;0;0;0;0;0
C3977;RALN;ND;CD;0;0,83;0;0;0;0;0;0
C4245;RALN;ND;PC;0;0;0;0,3;0;0;0;0
C8286;RALN;ND;CC;0,5;0;0;0;0;0;0;0
C8286;RALN;ND;CD;0,14;0;0;0;0;0;0;0
IP11004;PRTN;NF;CC;1,36;3,4;0;0;0;0;0;0
IP11004;PRTN;NF;CA;0,83;3,28;0;0;0;0;0;0
IP11004;PRTN;NF;CB;1;0,54;0;0;0;0;0;0
C1973;RALN;ND;PC;0;0;0;0;0,5;0,5;0;0
