ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
C12415;REFR;CD;29588,65;22,38;2911,33;339,59;9206,89;841,19
C12415;REFR;CC;23851,35;0;1980,05;339,16;1064,15;2237,22
C12415;REFR;CB;20770,5;0;1731;864,5;940;1939
C12415;REFR;XA;24499;0;2042;763;2214;1851
CS11861;REFR;CD;29590;15,8;2470,2;0;3746,8;1598,2
CS11861;REFR;CC;23617;0;1968;0;1373;2096
CS11861;REFR;CB;20439;0;1705,5;92;963,5;2204,5
CS11861;REFR;CA;19110;0;1593;0;823;2237
C10821;REFR;CD;28375,67;0;2577,67;227,67;4740,67;1412
C10821;REFR;CC;23861;0;1988,5;0;1075;1387
C10821;REFR;CB;20666,5;141;1736,5;294,5;966,5;1652
UC10020;REFR;CD;29646,18;0;3042,26;0;8605,19;0
UC10020;REFR;CC;23812,17;12,75;2021,92;115,42;1075,73;0
UC10020;REFR;CB;20952;0;1748;0;1001,5;0
CS10333;REFR;CD;27063,42;0;2341,05;1614,98;6243,82;1683,79
CS10333;REFR;CC;24787,08;89,75;2067,08;317,34;1698,37;3573,07
CS10333;REFR;CB;21982,5;0;1836,5;174,5;1006,5;3800
N12514;REFR;CD;28350,69;35,44;2383,53;48,02;2671,8;1335,36
N12514;REFR;CC;23687,52;130,36;1980,21;46,09;1082,04;405,21
N12514;REFR;CB;20848,5;0;1737,5;0;941,5;29,5
N12514;REFR;XA;23988,47;61,53;1992,6;117,4;2203,93;1315,47
N12514;REFR;XB;27655;0;2305;1371;2341;10783
N12514;REFR;XC;32341;0;2695;0;11185;0
UC12609;REFR;CD;25621,02;32,98;2282,01;0;3833,87;3441,77
UC12609;REFR;CC;24001,56;28,83;2002,44;0;1077,51;2866,29
UC12609;REFR;XA;23896,1;118,54;2001,07;1008;2177,56;7396,1
UC12493;REFR;CD;30181,98;110,09;2587,8;99,08;22461,95;0
UC12493;REFR;CC;24106,93;43,56;2005,33;122,01;1077,74;1093,73
UC12493;REFR;CB;21982,33;65,33;1840,33;105;987,33;1149,67
UC12493;REFR;XA;23804,49;0;1989,26;87,93;2199,07;3411,87
UC12493;REFR;XB;28328,33;0;2328;1271,33;2348,33;4337,67
UC12493;REFR;XC;32341;0;2592;0;23182;0
N12516;REFR;CD;28375,67;0;3111,67;218,67;10186,33;184,67
N12516;REFR;CC;23976,44;15,41;1994,54;164,25;1081,38;805,24
N12516;REFR;CB;19922;0;1660;0;932;65
N12516;REFR;XA;23970,33;0;1997,67;752,33;1959,67;393,33
C6713;REFR;CD;28005,1;0;2333,79;153,1;8104,97;3049,66
C6713;REFR;CC;23703,33;0;1968,67;251,33;2624,33;3587
C6713;REFR;CB;20439;0;1705,5;15;963,5;4391,5
C6713;REFR;XA;24498;0;2042;0;2213;0
C4628;REFR;CD;28355,4;155,2;2942,8;2,2;1218,8;512,8
C4628;REFR;CC;24164,07;20,69;2007,24;271,22;1078,84;441,46
C4628;REFR;CB;20965,83;29,33;1750,33;51,67;950,5;363,5
C6266;REFR;CD;29327;0;2994;0;10125;1155,5
C6266;REFR;CC;24162,08;0;2013,51;116,35;1080,37;1558,51
C6266;REFR;CB;19508,87;0;1625,54;491,32;928,76;1757,37
C6266;REFR;XA;23672;0;1973;716;2195;1936
C5736;REFR;CD;29354;10,75;2915,25;233,75;10772;2203,25
C5736;REFR;CC;24098,83;27,83;2010,5;262,17;1078;2977,83
C5736;REFR;CB;20226,33;18,83;1688;55,5;943,67;1544,33
C5736;REFR;XA;23671,5;0;1972,5;227,5;2203,5;2053,5
C5180;REFR;CD;29231,35;0;2416,5;132,84;9203,86;3814,66
C5180;REFR;CC;24343,74;0;2022,03;259,36;1107,76;2857,6
C5180;REFR;CB;20659,83;71,71;1731,2;166,27;959,17;2492,03
C5180;REFR;XA;24401,25;0;2033,5;341,75;2208,5;4272
C5180;REFR;XB;26473;0;2206;0;14178;3234
C6834;REFR;CD;27955,28;25,24;2319,05;481,53;3710,08;1186,95
C6834;REFR;CC;23867,67;22,67;1987,77;1255,6;1133,89;1960,46
C6834;REFR;CB;20738,36;90,87;1737,94;804,68;965,76;1572,61
C6834;REFR;XA;24549,77;102,97;2047,12;832,46;2183,06;3759,67
C6834;REFR;XB;27655;0;2303;5170;14489;0
C6834;REFR;FP;41779;0;6809;0;37220;35975
C3199;REFR;CD;27840;125,91;2886,28;0;8290,34;0
C3199;REFR;CC;24498;573;2089;0;1083;2193
C3199;REFR;CB;19351;0;1613;0;927;2811
C2442;REFR;CD;28599,91;119,32;2396,63;221,59;6328,33;1120,55
C2442;REFR;CC;24005,98;70,11;2005,12;187,39;1078,91;1834,79
C2442;REFR;CB;21108,23;0;1777,18;42,25;984,9;2604,93
C2442;REFR;XA;24248,9;0;1874,26;316,41;2203,5;5509,41
C2442;REFR;XB;26473;0;2206;432;2332;865
C2442;REFR;CA;19184,57;0;1820;188;825,71;2523,43
C2442;REFR;XC;30176;0;2515;1698;15125;0
C8124;REFR;CD;28401,25;45,25;2967,5;329,25;8382,25;1083,75
C8124;REFR;CC;24259;0;2021,67;520,67;1073,67;3833,67
C8124;REFR;CB;20151,25;0;1679,25;334;914;1584
C8124;REFR;XA;23184;0;1932;518;2200;0
C493;REFR;CD;27977;66,8;2335,2;17,8;6098,4;1866,4
C493;REFR;CC;23204,88;0;1917,07;0;1239,91;3397,78
C493;REFR;CB;21166,17;0;1770,37;100,3;997,6;2933,33
C6451;REFR;CD;28324,5;0;3173;0;10773;0
C6451;REFR;CC;23926,82;0;2010,29;308,3;1074,21;208,38
C6451;REFR;CB;20980,14;0;1758,21;0;967,03;121,66
C6451;REFR;XA;23184;0;1945,5;247;2199,5;353
C8152;REFR;CD;30176;682;3113;0;12037;0
C8152;REFR;CC;23184;0;1932;264,71;1070,12;561,88
C8152;REFR;CB;19794,19;0;1657,82;868,81;1053,89;1557,41
C6901;REFR;CD;30057,33;0;3203,33;0;12419;4004,33
C6901;REFR;CC;23472,67;0;1956;67,33;1071,67;418,33
C6901;REFR;CB;21002;23;1755,33;33;978,33;1215
C6901;REFR;XA;23184;0;1932;116;2124;0
C288;REFR;CD;27989,75;117;3083,75;279,75;13754,75;495,75
C288;REFR;CC;23379,62;21,76;1928,78;159,05;1071,81;1016,82
C288;REFR;CB;19863,33;128,33;1667,33;195,33;950;2115,33
C288;REFR;XA;23672;0;1973;0;2204;3918
C1416;REFR;CD;29610,33;47;3018,67;44;9869;0
C1416;REFR;CC;23641,82;12,42;2018,02;85,03;1113,12;300,91
C1416;REFR;CB;20777,68;45,29;1737,55;19,1;966,32;461,55
C1416;REFR;XA;24223;0;2018,67;314;2210,67;2604,33
C5555;REFR;CD;28915,5;350,5;2710,5;0;4485;1154,5
C5555;REFR;CC;23181,26;0;1824,71;179,98;1069,89;1135,63
C5555;REFR;CB;19917,75;0;1661;1184,5;946,5;2924,5
C5078;REFR;CD;28324,5;298,5;3040,5;0;10094,5;1151,5
C5078;REFR;CC;24236;0;2021;82,5;1142,75;2043,25
C5078;REFR;CB;21322,67;0;1780;101,33;1002,67;2405
C5078;REFR;XA;25008;101;2092;87;2199;1619
C4057;REFR;CD;27598,03;80,81;2828,05;0;8195,85;982,94
C4057;REFR;CC;23866,85;32,37;2080,84;0;1193,77;1688,56
C4057;REFR;CB;20801,53;0,5;1729,64;15,04;982,36;2377,05
C4057;REFR;CA;19416;0;1618;0;825;1493
C1243;REFR;CD;29312,09;223,83;2459,48;183,65;9610,96;2813,48
C1243;REFR;CC;23587,2;0;1967,54;866,19;1073,5;2141,73
C1243;REFR;CB;20084,42;0;1686,92;223,03;945,08;2781,24
C7064;REFR;CD;29250,5;404;3079,5;75;11244;1799,75
C7064;REFR;CC;24288,1;62,81;2034,53;67,36;1080,3;2760,1
C7064;REFR;CB;21050;9;1758,29;36,71;981,86;2350,86
C7064;REFR;XA;23187,44;0;2000,82;534,69;2581;2109,42
C7064;REFR;CA;18281;0;1523;0;814;2471
C1468;REFR;CD;24812,89;73,78;2399,11;320,44;4992,22;322,22
C1468;REFR;CC;19186,46;29,58;1623,78;366,04;863,21;351,08
C1468;REFR;CB;15810,88;51,1;1323,51;123,51;719,06;668,49
C1468;REFR;XA;23418,24;0;1951,68;258,72;2187,36;393,12
C1468;REFR;CA;19110;0;1593;0;823;778
C5196;REFR;CD;27960,13;0;2308,81;1954,41;1214,98;1093,17
C5196;REFR;CC;23807,4;0;1984;472;1076,2;1117
C5196;REFR;CB;20385,15;0;1694,24;643,9;936,3;1067,93
C4022;REFR;CD;30176;0;2905;0;5921;0
C4022;REFR;CC;23722,28;0;1980,1;112,75;1073,78;890,57
C4022;REFR;CA;19416;0;1618;49;825;235
C3460;REFR;CD;32334;0;2702;0;13612,75;4292,5
C3460;REFR;CC;23692,65;102,96;2062,15;37,63;1480,45;1323,39
C3460;REFR;CB;21113,42;89,41;1769,75;28,3;1634,12;1406,34
C3460;REFR;XB;29675;0;2473;0;10937;0
C7342;REFR;CD;28427,2;258,6;3112;0;12498,4;513,2
C7342;REFR;CC;24499,63;73,58;2047,71;17,21;1083,92;1965,17
C7342;REFR;CB;20499,67;0;1710;0;956;2645,67
C7342;REFR;XA;24498,5;67;2047;5,5;2031,5;1273
C426;REFR;CD;30641,5;213,5;3348;0;10563;2188
C426;REFR;CC;23862,5;0;1988,25;0;1077,5;1113
C426;REFR;CB;20376,67;0;1699,67;1283,33;954;1285,67
C5237;REFR;CD;28365,29;98,9;2373,48;311,61;11839,35;2418,97
C5237;REFR;CC;23987,91;44,8;2003,43;131,3;1085,17;538,51
C5237;REFR;CB;20478,29;20,05;1708,98;83,41;945,07;503,12
C5237;REFR;XA;25045;0;2087;262,33;2186;2514,33
C5237;REFR;XB;29675;0;2473;115;2363;1270
C7134;REFR;CD;28324,5;444,5;2776;0;7528,5;224,5
C7134;REFR;CC;23184;0;1932;0;1070;629
C7134;REFR;CB;21428,08;91,82;1793,08;503,82;946,71;650,17
C6535;REFR;CD;28250,4;321,6;2292,96;0;12032,16;266,88
C6535;REFR;CC;24080,67;0;2006,67;162;1078;2107
C6535;REFR;CB;21982;339;1865;0;1006;2186
C3128;REFR;CD;27842,33;28,33;2259,67;145,33;1214;1334,33
C3128;REFR;CB;20112,5;0;1676;676,5;933,5;994,5
C3443;REFR;CD;29521,4;43,29;2657,08;360,06;2541,79;1564,55
C3443;REFR;CC;24253,36;43,35;1985,04;206,32;1410,46;1444,55
C3443;REFR;CB;20529,86;21,74;1717,55;173,9;960,82;1683,7
C3443;REFR;XA;24242,75;24,6;2018,74;107,92;2307,87;3833,61
C3443;REFR;XB;26537,78;173,33;2173,33;597,46;2333,02;2126,03
C3443;REFR;CA;19037,42;114,87;1595,19;14,51;821,23;1598,23
C3443;REFR;DI;44513,2;331,8;6370,8;0;34113;5251,4
C3443;REFR;XC;35649;457;3716;0;11622;0
C907;REFR;CD;29610,33;36,33;2811;0;6857,33;81
C907;REFR;CC;23580,54;42,68;1977,39;0;1072,22;1696,71
C907;REFR;CB;21238;0;1774;0;998;2571
C907;REFR;XA;24498;0;2042;0;2210;2263
C4206;REFR;CD;31258,5;0;2605;0;8171;0
C4206;REFR;CC;23530,4;0;1960,8;329,6;1072;1421,6
C4206;REFR;CB;19350,86;0;1612,41;504,98;927,18;2477,88
C6261;REFR;CD;27651,98;0;2313,13;178,17;4814,95;2604,45
C6261;REFR;CC;23869,32;91,11;1995,64;55,05;1079,09;2731,51
C6261;REFR;CB;20692,99;33,68;1731,05;65,59;970,11;2946,77
C6261;REFR;XA;24243,48;58,67;2025,24;35,22;2211,19;5394,8
C6261;REFR;XB;28478;0;2373;0;19942;391
C6261;REFR;FP;41779;0;3505;0;25645;17800
C4812;REFR;CD;29663,33;231,67;3121,33;0;8775;2064,33
C4812;REFR;CC;24291,77;134,76;2049,68;50,32;1080,48;895,65
C4812;REFR;CB;21063,5;0;1755,5;0;941,5;1547,5
C4812;REFR;XA;24050;0;2004;240;2184;3123
C3461;REFR;CD;28944,51;64,57;2802,8;235;7532,66;1506,58
C3461;REFR;CC;24213,67;113,22;2041,2;553,72;1141,2;2074,89
C3461;REFR;CB;20585,47;103,2;1733,16;646,38;957,71;2342,47
C3461;REFR;XA;24550,47;28,2;2062,55;175,8;2210,6;4104,08
C3461;REFR;XB;27535,33;0;2311;881,67;7138,33;2206
C3461;REFR;CA;18917,5;0;1607,82;37,72;819,84;1847,99
C3461;REFR;DI;44900,4;0;6048,6;0;46027,2;0
C7695;REFR;CD;28660,52;61,78;2406,49;152,97;2362,98;2045,3
C7695;REFR;CC;23814,24;50,19;1971,75;93,13;1050,98;1624,79
C7695;REFR;CB;20538,13;68,91;1728,02;97,35;770,34;2164,65
C7695;REFR;XA;24060,27;47,01;1999,48;338,19;2002,27;4204,63
C7695;REFR;XB;30765,59;85,67;2330,76;363,22;2689,33;3930,06
C7695;REFR;CA;18939,92;36,28;1570,53;71,15;657,81;2175,77
C7695;REFR;FP;41779;0;3482;0;67500;0
C7695;REFR;DI;44900,4;24,98;3715,96;0;45420;309,71
C5928;REFR;CD;28324,5;228;2379,5;423;8585,5;0
C5928;REFR;CC;23184;0;1932;0;1070;2248
C5928;REFR;CB;20565,6;0;1713,43;758,91;964,11;2018,57
C5928;REFR;XA;23184;0;1932;180;2200;1948
C6455;REFR;CD;29042,33;0;2405,83;850,33;9552,83;647,67
C6455;REFR;CC;23839,56;56,82;2077,46;242,06;1074,03;1505,57
C6455;REFR;CB;21033,05;122,48;1748,36;476,24;966,7;1747,6
C6455;REFR;XA;24217,71;29,71;1145,14;87,43;2173,71;2285,71
C2641;REFR;CD;30176;0;3045;0;11466;0
C2641;REFR;CC;24080,67;0;2006,67;90,33;1078;1399
C2641;REFR;CB;19640;0;1637;0;994;1438
C2641;REFR;XA;25007,5;121;2094;344;2217,5;3539,5
C4132;REFR;CD;30176,25;403,5;3242,5;0;12685,75;3109,25
C4132;REFR;CC;23849,2;19,79;1989,18;699,56;1075,99;2263,51
C4132;REFR;CB;21017,34;96,75;1764,19;193,6;985,22;1619,69
C4132;REFR;XA;23184,42;0;1898,11;496,42;2103,58;3637,47
C4132;REFR;FP;41779;0;5689;0;35304;2512
C5771;REFR;CD;28324,5;0;3032;0;10613,5;995
C5771;REFR;CC;23889,96;87,54;1998,3;214,35;1076,87;1436,24
C5771;REFR;CB;20811;0;1736,5;217,5;967,5;1777,5
C5771;REFR;XA;25543;0;2129;154;2207;4093
C7236;REFR;CD;28536,29;0;2803,57;498,29;8045;1557
C7236;REFR;CC;23917,49;101,39;2083,87;81,2;1076,81;1949,17
C7236;REFR;CB;20715,67;95,71;1665,13;74,68;966,83;2736,48
C7236;REFR;XA;23657,8;0;1973,7;821,16;2204,57;5183,05
C7236;REFR;XB;27655;0;2874;1538;11392;0
C7236;REFR;FP;41779;647;6773;0;0;0
C7236;REFR;XS;21968;276;1832;0;1003;2076
C7646;REFR;CD;29657,27;48,12;2488,94;508,97;5183,17;2914,63
C7646;REFR;CC;24188,02;31,37;2040,85;277,76;1577,95;1833,1
C7646;REFR;CB;20767,04;45,3;1738,04;318,55;963,07;1816,78
C7646;REFR;XA;24724,36;7,92;2020,62;1447,07;2148,11;4864,2
C7646;REFR;XB;29674,25;95,65;2481,17;1175,12;5169,67;4401,31
C7646;REFR;CA;19434,72;86,35;1617,42;138,39;828,75;1742,61
