ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;TRATTAMENTO_INIZIALE_UOMINI;FASCIA1_UOMINI;FASCIA2_UOMINI;FASCIA3_UOMINI;FASCIA4_UOMINI;FASCIA5_UOMINI;FASCIA6_UOMINI;FASCIA7_UOMINI;FASCIA8_UOMINI;FASCIA9_UOMINI;FASCIA10_UOMINI;FASCIA11_UOMINI;TRATTAMENTO_INIZIALE_DONNE;FASCIA1_DONNE;FASCIA2_DONNE;FASCIA3_DONNE;FASCIA4_DONNE;FASCIA5_DONNE;FASCIA6_DONNE;FASCIA7_DONNE;FASCIA8_DONNE;FASCIA9_DONNE;FASCIA10_DONNE;FASCIA11_DONNE
J8632;SSNA;LT;T14S59;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
J8632;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
J8632;SSNA;SI;S16020;34;20;21;12;10;9;12;0;0;0;0;0;113;36;42;31;23;27;48;0;0;0;0;0
J8632;SSNA;SV;S16022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
J8632;SSNA;SF;S16019;8;4;2;1;0;1;0;0;0;0;0;0;14;5;0;2;5;1;0;0;0;0;0;0
J8632;SSNA;LA;A14005;21;1;1;0;1;0;0;0;0;0;0;0;49;4;11;9;10;4;0;0;0;0;0;0
J8632;SSNA;LT;T12057;1;2;2;2;3;1;0;0;0;0;0;0;0;0;5;16;7;1;0;0;0;0;0;0
J8632;SSNA;ST;S16021;9;3;4;3;0;2;5;0;0;0;0;0;17;2;3;2;7;5;5;0;0;0;0;0
J8632;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
J8632;SSNA;RR;N16695;2;0;0;2;0;0;3;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;0
J8632;SSNA;LA;A16028;1;1;1;0;0;3;2;0;0;0;0;0;8;7;2;5;6;13;10;0;0;0;0;0
J8632;SSNA;LT;T11008;0;0;13;3;0;0;0;0;0;0;0;0;1;0;9;3;0;2;0;0;0;0;0;0
J8632;SSNA;SV;S18865;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10428;SSNA;LT;T13660;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0
IP10428;SSNA;LT;T16026;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10428;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;0;0;0;0;0
IP10428;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
IP10428;SSNA;SI;S16020;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
IP10428;SSNA;LT;T12057;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
IP10428;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
IP10428;SSNA;LA;A14005;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CV14398;AFAM;PR;016P02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
CV14398;AFAM;AR;012118;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
CV14398;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CV14398;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
CV14398;AFAM;PA;011121;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;0
CV14398;AFAM;PA;012117;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0
CV14398;AFAM;PR;018P01;8;2;5;5;3;9;14;0;0;0;0;0;2;3;2;2;3;6;0;0;0;0;0;0
CV14398;AFAM;PD;018PD1;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14398;AFAM;AR;013CDE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14398;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
IC10938;AFAM;PD;018PD1;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
IC10938;AFAM;PA;012117;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IC10938;AFAM;EA;013160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IC10938;AFAM;PR;018P01;2;0;3;2;6;5;4;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0;0
IC10938;AFAM;AR;012118;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9431;SSNA;LA;A18869;0;0;4;3;1;0;0;0;0;0;0;0;3;2;2;4;0;0;0;0;0;0;0;0
U9431;SSNA;LT;T18868;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9431;SSNA;LT;T11008;0;0;0;2;12;8;0;0;0;0;0;0;0;0;0;9;90;8;0;0;0;0;0;0
U9431;SSNA;LT;T14007;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9431;SSNA;LT;T13059;0;0;0;1;1;16;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
U9431;SSNA;SI;S16020;99;27;33;15;36;46;125;0;0;0;0;0;217;61;96;45;128;130;562;0;0;0;0;0
U9431;SSNA;LA;A11030;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
U9431;SSNA;LA;A16028;4;0;0;0;1;0;0;0;0;0;0;0;10;1;0;1;0;0;0;0;0;0;0;0
U9431;SSNA;SV;S18865;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9431;SSNA;LT;T12058;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9431;SSNA;LA;A13870;3;0;1;9;0;2;0;0;0;0;0;0;2;1;0;13;0;2;0;0;0;0;0;0
U9431;SSNA;ST;S16021;8;10;5;2;4;5;15;0;0;0;0;0;19;7;12;5;8;8;39;0;0;0;0;0
U9431;SSNA;SI;S18863;0;0;0;0;2;11;14;0;0;0;0;0;0;0;0;3;4;14;27;0;0;0;0;0
U9431;SSNA;LA;A14005;38;3;1;1;1;7;0;0;0;0;0;0;117;3;5;4;5;25;0;0;0;0;0;0
U9431;SSNA;SF;S18866;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
U9431;SSNA;SV;S16022;2;0;3;2;2;2;15;0;0;0;0;0;1;0;1;1;0;2;4;0;0;0;0;0
U9431;SSNA;LT;T16026;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9431;SSNA;LT;T13660;11;11;2;2;8;9;0;0;0;0;0;0;27;24;18;1;41;13;0;0;0;0;0;0
U9431;SSNA;LT;T18867;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;14;0;2;3;0;0;0;0;0
U9431;SSNA;LT;T14063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9431;SSNA;LA;A12017;6;1;1;0;0;5;0;0;0;0;0;0;1;3;1;1;0;5;0;0;0;0;0;0
U9431;SSNA;SF;S16019;10;1;4;1;1;3;5;0;0;0;0;0;30;3;7;7;14;9;17;0;0;0;0;0
U9431;SSNA;SI;S14S52;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0
U9431;SSNA;ST;S18864;0;0;0;0;1;2;5;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0
U9431;SSNA;LT;T12057;0;0;3;0;0;18;0;0;0;0;0;0;0;2;2;0;0;5;0;0;0;0;0;0
U9431;SSNA;LT;T16024;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0
U9412;SSNA;LT;T12058;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
U9412;SSNA;SV;S18865;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;ST;S18864;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;LT;T13660;25;13;9;10;0;0;0;0;0;0;0;0;95;83;24;14;1;0;0;0;0;0;0;0
U9412;SSNA;SF;S18866;0;2;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0
U9412;SSNA;LT;T12057;34;8;9;8;0;3;0;0;0;0;0;0;5;1;1;4;0;1;0;0;0;0;0;0
U9412;SSNA;LT;T16026;3;3;2;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0
U9412;SSNA;LA;A18869;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9412;SSNA;LA;A12017;13;2;1;0;0;1;0;0;0;0;0;0;18;15;3;2;1;13;0;0;0;0;0;0
U9412;SSNA;SV;S16022;7;1;5;2;6;0;0;0;0;0;0;0;7;0;1;1;5;0;0;0;0;0;0;0
U9412;SSNA;SI;S18863;3;6;1;0;0;0;0;0;0;0;0;0;1;15;3;0;0;0;0;0;0;0;0;0
U9412;SSNA;LA;A16028;5;2;7;2;1;1;0;0;0;0;0;0;12;1;9;4;0;0;0;0;0;0;0;0
U9412;SSNA;LT;T14S59;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;ST;S16021;18;5;5;5;13;0;0;0;0;0;0;0;32;5;4;6;30;2;2;0;0;0;0;0
U9412;SSNA;LT;T13059;8;2;2;4;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0
U9412;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;LT;T16024;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;1;4;0;0;0;0;0;0;0
U9412;SSNA;SF;S16019;12;3;3;0;4;0;0;0;0;0;0;0;57;6;8;5;35;0;0;0;0;0;0;0
U9412;SSNA;LA;A14005;18;3;2;1;2;5;0;0;0;0;0;0;50;10;9;10;5;15;0;0;0;0;0;0
U9412;SSNA;LT;T14063;7;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;SI;S16020;64;14;17;7;60;3;0;0;0;0;0;0;195;135;127;50;364;2;2;0;0;0;0;0
U9412;SSNA;LT;T14007;7;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;LT;T11008;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
U9412;SSNA;LA;A11030;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
U9412;SSNA;ST;S14054;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9412;SSNA;LA;A13870;1;1;0;0;0;1;0;0;0;0;0;0;4;5;1;7;0;5;0;0;0;0;0;0
CS11112;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CS11112;SSNA;LA;A16028;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
CS11112;SSNA;LA;A13870;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0
CS11112;SSNA;LA;A18869;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS11112;SSNA;LA;A12017;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
CS11112;SSNA;LA;A14005;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CS11112;SSNA;SF;S14053;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
CS11112;SSNA;LT;T16024;0;0;0;0;0;0;1;0;0;0;0;0;13;2;4;2;6;1;0;0;0;0;0;0
CV14408;AFAM;PA;011121;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;1;0;0;0;0;0;0
CV14408;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14408;AFAM;PR;018P01;9;0;7;7;16;9;1;0;0;0;0;0;2;3;0;3;3;0;0;0;0;0;0;0
CV14408;AFAM;AR;012118;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14408;AFAM;PR;016P02;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CV14408;AFAM;NA;011CNA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14408;AFAM;PD;018PD1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14408;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14408;AFAM;PA;012117;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
U10733;SSNA;LT;T13059;6;7;1;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
U10733;SSNA;LA;A13870;0;1;0;1;4;3;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0
U10733;SSNA;LA;A16028;8;2;1;2;1;2;2;0;0;0;0;0;16;3;2;1;5;2;1;0;0;0;0;0
U10733;SSNA;LT;T13660;10;12;2;2;3;3;0;0;0;0;0;0;14;6;6;1;1;0;0;0;0;0;0;0
U10733;SSNA;SF;S18866;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10733;SSNA;LT;T16024;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0
U10733;SSNA;SF;S16019;1;1;1;0;0;0;4;0;0;0;0;0;2;1;10;5;1;0;9;0;0;0;0;0
U10733;SSNA;LT;T12057;5;13;5;0;1;5;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0;0;0;0
U10733;SSNA;LT;T16026;0;0;0;1;3;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0
U10733;SSNA;LA;A18869;0;0;2;3;3;1;1;0;0;0;0;0;0;4;3;3;2;1;1;0;0;0;0;0
U10733;SSNA;LT;T14S59;0;5;7;4;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
U10733;SSNA;LT;T18868;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10733;SSNA;ST;S16021;2;3;2;0;3;5;5;0;0;0;0;0;1;2;2;0;1;4;6;0;0;0;0;0
U10733;SSNA;SI;S16020;23;3;8;11;9;21;76;0;0;0;0;0;38;8;21;27;29;27;190;0;0;0;0;0
U10733;SSNA;LA;A14005;10;9;17;7;2;3;0;0;0;0;0;0;21;15;15;4;1;15;0;0;0;0;0;0
U10733;SSNA;LT;T12058;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
U10733;SSNA;LA;A12017;1;1;1;1;1;9;1;0;0;0;0;0;1;3;3;2;2;8;0;0;0;0;0;0
U10733;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
U10733;SSNA;SV;S18865;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
U10733;SSNA;SI;S18863;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1;5;3;0;0;0;0;0
U10733;SSNA;SI;S14S52;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
U10733;SSNA;SV;S16022;0;4;4;2;2;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0
U10733;SSNA;LA;A11030;0;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
U10733;SSNA;LP;P16006;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10733;SSNA;LT;T14007;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10733;SSNA;LT;T11008;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U10733;SSNA;SI;S14056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CV14359;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CV14359;AFAM;AR;012118;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
CV14359;AFAM;PR;018P01;8;0;3;4;5;8;1;0;0;0;0;0;6;2;0;3;6;4;0;0;0;0;0;0
CV14359;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CV14359;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CV14359;AFAM;PA;012117;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
CV14359;AFAM;AR;013CDE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14359;AFAM;PA;011121;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0
CV14359;AFAM;PD;018PD1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14399;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14399;AFAM;PA;012117;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0
CV14399;AFAM;PA;011121;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;5;0;0;0;0;0;0;0;0
CV14399;AFAM;EP;013504;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14399;AFAM;PD;018PD1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14399;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CV14399;AFAM;PR;018P01;5;3;4;7;18;8;3;0;0;0;0;0;3;0;6;1;8;2;3;0;0;0;0;0
AP193;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LT;T14007;3;0;0;0;1;0;0;0;0;0;0;0;2;3;0;0;1;0;0;0;0;0;0;0
AP193;SSNA;LA;A13870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LA;A14005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;0;0;0;0;0;0
AP193;SSNA;LT;T18868;0;2;0;1;7;0;0;0;0;0;0;0;1;2;2;2;4;0;0;0;0;0;0;0
AP193;SSNA;LA;A18869;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
AP193;SSNA;LA;A16028;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LT;T16026;1;4;0;1;1;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LA;A12017;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;SV;S16022;0;0;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
AP193;SSNA;ST;S16021;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9534;SSNA;LA;A12017;2;3;1;2;0;0;0;0;0;0;0;0;5;3;3;2;6;4;0;0;0;0;0;0
U9534;SSNA;LT;T11008;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;31;0;0;0;0;0;0
U9534;SSNA;LT;T14007;1;4;9;1;2;1;0;0;0;0;0;0;0;3;13;1;0;2;0;0;0;0;0;0
U9534;SSNA;SI;S18863;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;4;1;6;0;0;0;0;0
U9534;SSNA;LT;T18868;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;0;0;0;1;0;0;0;0;0
U9534;SSNA;SI;S16020;149;25;71;52;80;64;46;0;0;0;0;0;357;160;286;187;260;195;191;0;0;0;0;0
U9534;SSNA;SV;S16022;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
U9534;SSNA;LT;T12058;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0
U9534;SSNA;LA;A18869;0;0;3;0;0;3;0;0;0;0;0;0;0;0;10;5;1;4;1;0;0;0;0;0
U9534;SSNA;LT;T14S59;0;0;0;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9534;SSNA;LA;A13870;2;0;2;0;1;0;0;0;0;0;0;0;4;2;4;1;0;0;0;0;0;0;0;0
U9534;SSNA;SF;S14S51;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9534;SSNA;LT;T12057;6;2;5;9;13;4;0;0;0;0;0;0;4;5;12;10;17;12;0;0;0;0;0;0
U9534;SSNA;LA;A16028;7;1;12;2;0;4;1;0;0;0;0;0;15;9;58;9;1;2;2;0;0;0;0;0
U9534;SSNA;SF;S18866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
U9534;SSNA;LT;T13660;38;10;28;7;3;11;0;0;0;0;0;0;201;69;145;51;43;37;0;0;0;0;0;0
U9534;SSNA;LT;T16026;4;0;6;2;0;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0
U9534;SSNA;SV;S18865;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9534;SSNA;SF;S16019;4;2;1;0;2;2;0;0;0;0;0;0;22;7;2;2;6;3;1;0;0;0;0;0
U9534;SSNA;LT;T13059;0;1;9;5;6;6;0;0;0;0;0;0;0;0;6;4;7;2;0;0;0;0;0;0
U9534;SSNA;ST;S16021;32;13;29;9;15;2;2;0;0;0;0;0;71;36;66;26;41;11;4;0;0;0;0;0
U9534;SSNA;LA;A14005;6;0;6;4;3;6;0;0;0;0;0;0;18;12;26;17;19;5;0;0;0;0;0;0
U9534;SSNA;ST;S18864;0;0;0;0;0;11;3;0;0;0;0;0;0;0;0;0;1;14;8;0;0;0;0;0
CV14345;AFAM;PA;012117;0;0;2;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0
CV14345;AFAM;PA;011121;0;2;2;1;3;0;0;0;0;0;0;0;0;2;7;3;0;0;0;0;0;0;0;0
CV14345;AFAM;AR;012118;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CV14345;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
CV14345;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CV14345;AFAM;PR;018P01;23;2;9;13;18;17;3;0;0;0;0;0;6;1;4;1;7;9;5;0;0;0;0;0
CV14345;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;AR;012118;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PA;013CTE;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PA;011121;0;2;0;2;1;0;0;0;0;0;0;0;0;3;0;3;2;1;0;0;0;0;0;0
AC14384;AFAM;EA;013160;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PA;012117;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
AC14384;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
AC14384;AFAM;AR;011124;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PR;018P01;12;7;6;1;9;11;0;0;0;0;0;0;14;5;3;7;11;7;0;0;0;0;0;0
IR10592;ERIC;TC;0D0090;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR10592;ERIC;TC;0D0398;0;0;0;5;19;7;0;0;0;0;0;0;0;0;1;6;20;13;0;0;0;0;0;0
IR10592;ERIC;RI;0D0397;0;0;0;1;1;5;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0
IR10592;ERIC;TC;0D0094;12;4;29;57;15;4;5;0;0;0;0;0;8;10;51;56;33;6;0;0;0;0;0;0
IR10592;ERIC;RI;0D0093;6;19;20;18;0;1;1;0;0;0;0;0;4;24;27;27;1;0;0;0;0;0;0;0
IR10592;ERIC;RI;0D0089;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
IA14396;AFAM;PA;012117;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
IA14396;AFAM;EP;013504;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;PA;011121;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
IA14396;AFAM;AR;012118;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;PR;018P01;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;EA;013160;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;AR;013CDE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U12465;SSNA;LT;T11008;0;0;0;3;0;9;0;0;0;0;0;0;0;0;0;2;0;18;0;0;0;0;0;0
U12465;SSNA;SV;S18865;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;4;2;0;0;0;0;0
