ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERNO_UOMINI;COMANDATI_DISTACCATI_ESTERNO_DONNE;FUORI_RUOLO_ESTERNO_UOMINI;FUORI_RUOLO_ESTERNO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERNO_UOMINI;CONVENZIONI_ESTERNO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
C7079;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4207;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UC12426;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4393;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C1875;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1932;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10022;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0
C5484;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4308;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7854;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7218;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2163;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2964;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UC12592;RALN;CD;099000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C3847;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
C8183;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C783;RALN;CD;099000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C2539;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4893;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4438;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C8244;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5211;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9086;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4906;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1859;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4449;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2959;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C357;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4823;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9079;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C653;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C923;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UC12396;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C384;RALN;CD;099000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C4494;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C610;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
CS10373;RALN;CD;099000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C7400;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C7902;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4717;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2625;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4789;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C675;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C977;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5897;RALN;CD;099000;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC12397;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5792;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10013;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C338;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7694;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1390;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2064;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7654;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2017;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7349;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ES10815;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UC12427;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12234;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5927;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12438;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4507;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7470;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8250;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ER9951;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
C3512;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3189;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C3073;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC10954;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4868;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R9199;RALN;CD;099000;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
C519;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1220;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC10654;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C7719;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2038;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C3422;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C2922;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10745;RALN;CD;099000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
R9207;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6057;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6899;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C252;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6018;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6233;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6260;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2093;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1701;RALN;CD;099000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
V9774;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C430;RALN;CD;099000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4867;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7876;RALN;CD;099000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C756;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3169;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RA10346;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3184;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1603;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4886;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C315;RALN;CD;099000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6640;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2035;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6016;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5620;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5355;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C8000;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2704;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4898;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2251;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS12765;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P9029;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4501;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6559;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4483;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2522;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3008;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5066;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9121;RALN;CD;099000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC12257;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC14253;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5535;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4570;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C571;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ER12909;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3857;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
V12930;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6682;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
C3296;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CM9102;RALN;CD;099000;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
UC9862;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2299;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R9813;RALN;CD;099000;1;5;0;0;0;2;0;0;0;0;0;0;0;0;1;0
C600;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6358;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1050;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
R9813;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C3115;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C7355;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC10406;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2381;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
V12459;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6291;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6780;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CM9114;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10305;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5917;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1035;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8199;RALN;CD;099000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C1688;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CS14193;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2941;RALN;CD;099000;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
C4070;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC11819;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5745;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4947;RALN;CD;099000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CM9098;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4472;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7484;RALN;CD;099000;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C1657;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC11813;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3161;RALN;CD;099000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CM12343;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C492;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6464;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1887;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3635;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C567;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5025;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7209;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3333;RALN;CD;099000;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3556;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1648;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9047;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3866;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C753;RALN;CD;099000;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
UC10230;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3278;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C454;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PA11797;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5708;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5552;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1729;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7375;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10895;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C240;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7370;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3667;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6746;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6680;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2510;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5131;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5232;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1318;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7514;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3737;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4853;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C378;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3894;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PA14255;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C368;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6756;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC9702;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7031;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3728;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7267;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4996;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1472;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R9191;RALN;CD;099000;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C8133;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CM9036;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9034;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
R9205;RALN;CD;099000;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0
C698;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3991;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
UC12439;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5212;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7710;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7344;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9077;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC13141;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1058;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4366;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8083;RALN;CD;099000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C1191;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6251;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3934;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3187;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2501;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2658;RALN;CD;099000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C5052;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4407;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2963;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C239;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2815;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7160;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2838;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
D8344;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6950;RALN;CD;099000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C837;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6892;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C673;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7929;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6241;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
N10728;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1921;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4274;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
C3159;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6198;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C3171;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R9197;RALN;CD;099000;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
C8289;RALN;CD;099000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C8034;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C441;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1465;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3591;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1553;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4658;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3522;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6169;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C244;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1264;RALN;CD;099000;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5873;RALN;CD;099000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CS9940;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10951;RALN;CD;099000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
PA12214;RALN;CD;099000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C3882;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC12540;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4818;RALN;CD;099000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
C6721;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6622;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3134;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C4428;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C4370;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1759;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C2812;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2568;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PA124;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4268;RALN;CD;099000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1467;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R9201;RALN;CD;099000;0;0;0;0;1;0;0;0;8;8;0;0;0;0;0;1
CS12299;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7523;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
N8901;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2012;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3469;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6253;RALN;CD;099000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3414;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9104;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3494;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7621;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
ER10457;RALN;CD;099000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C1222;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC9887;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
C6365;RALN;CD;099000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2581;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C286;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C893;RALN;CD;099000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3899;RALN;CD;099000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
