ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
AP195;SSNA;LT;T18868;DT;TD0810;V;2
AP195;SSNA;DG;0D0482;CH;SD0E16;V;1
AP196;SSNA;DT;TD0A02;DT;TD0S02;O;1
AP196;SSNA;DT;TD0S02;DT;TD0C02;O;1
AP196;SSNA;FI;SD0E41;FI;SD0E42;O;1
AP199;SSNA;DA;AD0S31;DA;AD0032;O;1
AP199;SSNA;BI;SD0E12;BI;SD0E13;O;1
AP199;SSNA;LT;T16026;DT;TD0A02;V;1
AP199;SSNA;DA;AD0A31;DA;AD0S31;O;1
AP199;SSNA;DP;PD0046;DG;0D0097;V;1
AP199;SSNA;LT;T14063;LT;T16026;O;4
AP199;SSNA;CH;SD0A15;CH;SD0E16;O;1
AP199;SSNA;LA;A14005;LA;A16028;O;9
AP199;SSNA;DA;AD0S31;DA;AD0A31;O;1
AP199;SSNA;DP;PD0S45;DP;PD0046;O;2
AP199;SSNA;DT;TD0C02;DG;0D0482;V;1
AP199;SSNA;LT;T16026;DT;TD0S02;V;1
AP199;SSNA;DT;TD0S02;DT;TD0C02;O;5
AP199;SSNA;DT;TD0A02;DT;TD0S02;O;2
AP199;SSNA;CH;SD0E15;CH;SD0E16;O;3
AP199;SSNA;CH;SD0A15;CH;SD0E15;O;1
AP199;SSNA;DP;PD0A45;DP;PD0S45;O;2
AP199;SSNA;FI;SD0E41;FI;SD0E42;O;6
AP199;SSNA;LT;T14007;LT;T16026;O;15
AP199;SSNA;LA;A13870;LA;A14005;O;4
AP199;SSNA;LA;A14005;LT;T16026;V;3
AP199;SSNA;LT;T18868;DT;TD0S02;V;1
AP201;SSNA;DA;AD0A31;DA;AD0S31;O;1
AP201;SSNA;DT;TD0A02;DT;TD0C02;O;1
AP201;SSNA;DP;PD0S45;DP;PD0046;O;1
AP201;SSNA;DT;TD0A02;DT;TD0S02;O;9
AP202;SSNA;LA;A13870;LA;A14005;O;1
AP202;SSNA;CH;SD0E15;CH;SD0E16;O;1
AP202;SSNA;LA;A14005;LA;A16028;O;2
AP202;SSNA;BI;SD0E12;LA;A13870;V;1
AP202;SSNA;DP;PD0S03;DP;PD0004;O;1
AP202;SSNA;DP;PD0S45;DP;PD0046;O;1
AP202;SSNA;DT;TD0S02;DT;TD0A02;O;17
AP202;SSNA;LT;T13059;LT;T14007;O;1
AP202;SSNA;FI;SD0E41;FI;SD0E42;O;1
AP202;SSNA;DP;PD0046;DP;PD0A45;O;1
AP202;SSNA;LT;T14007;LT;T16026;O;10
AP202;SSNA;DT;TD0810;LT;T16026;V;1
AP202;SSNA;FI;SD0A41;FI;SD0E42;O;1
AP202;SSNA;DP;PD0044;DA;AD0032;V;1
AP202;SSNA;DA;AD0A31;DA;AD0S31;O;1
AP202;SSNA;LT;T12057;LT;T14007;O;1
AP202;SSNA;DT;TD0A02;DT;TD0C02;O;1
AP9835;SSNA;LA;A12017;LA;A16028;O;1
AP9841;SSNA;DT;TD0S01;DT;TD0S02;O;5
AP9841;SSNA;CH;SD0A15;CH;SD0E15;O;1
AP9841;SSNA;DT;TD0A01;DT;TD0A02;O;4
AP9855;SSNA;LA;A14005;LA;A16028;O;7
AP9855;SSNA;LT;T16026;DT;TD0A02;V;1
AP9855;SSNA;DT;TD0A02;DT;TD0S02;O;17
AP9855;SSNA;LT;T13059;LT;T14007;O;2
AP9855;SSNA;LT;T14007;LT;T16026;O;7
AP9855;SSNA;LA;A16028;LA;A18869;O;4
AP9855;SSNA;DT;TD0810;DP;PD0606;V;1
AP9855;SSNA;LA;A18869;DA;AD0S31;V;1
AP10042;SSNA;DP;PD0A09;DP;PD0S09;O;1
AP10042;SSNA;CH;SD0E15;CH;SD0A15;O;1
AP10042;SSNA;DA;AD0A31;DA;AD0S31;O;4
AP10042;SSNA;DP;PD0A43;DP;PD0S43;O;3
AP10042;SSNA;DT;TD0A02;DT;TD0S02;O;6
AP10610;SSNA;BI;SD0E12;BI;SD0E13;O;1
AP10610;SSNA;CH;SD0E15;CH;SD0E16;O;1
AP10610;SSNA;CH;SD0E16;CH;SD0E15;O;1
AP10610;SSNA;CH;SD0A15;CH;SD0E15;O;3
AP10610;SSNA;BI;SD0E12;BI;SD0A12;O;1
AP11913;SSNA;BI;SD0A12;BI;SD0E12;O;1
AP11913;SSNA;CH;SD0E15;CH;SD0E16;O;1
AP11913;SSNA;DG;0D0482;DG;0D0097;O;1
AP11913;SSNA;LA;A12017;LA;A14005;O;1
CS11100;SSNA;LA;A13870;LA;A14005;O;1
ER11079;SSNA;MD;SD0E34;MD;SD0035;O;1
ER11079;SSNA;MD;SD0036;MD;SD0035;O;1
ER14012;SSNA;DT;TD0A01;DT;TD0S01;O;1
ER14012;SSNA;DT;TD0A67;DT;TD0S67;O;1
ER14012;SSNA;DA;AD0A31;DA;AD0S31;O;2
ER14012;SSNA;DP;PD0A45;DP;PD0046;O;1
ER14013;SSNA;LA;A18869;DA;AD0A31;V;1
ER14013;SSNA;LA;A14005;LA;A16028;O;1
ER14013;SSNA;LA;A16028;DA;AD0A31;V;1
IP10315;SSNA;LT;T13660;LA;A13870;V;1
IP10411;SSNA;SF;S16019;LA;A16028;V;1
IP10411;SSNA;SI;S16020;LA;A16028;V;1
IP10411;SSNA;LT;T13660;LA;A13870;V;1
IP10471;SSNA;LT;T12058;LT;T13660;O;1
IP10471;SSNA;LA;A13870;LA;A14005;O;1
IP10490;SSNA;MD;SD0E34;MD;SD0E33;O;2
IP10490;SSNA;LT;T12058;LT;T13660;O;14
IP10490;SSNA;LT;T12057;LT;T13660;O;2
IP10490;SSNA;DA;AD0A31;DA;AD0032;O;1
IP10501;SSNA;LT;T12058;LT;T13660;O;2
IP10535;SSNA;MD;SD0036;MD;SD0035;O;1
IP10535;SSNA;LT;T13660;LT;T13059;O;1
IP10535;RALN;CC;046000;CC;097000;O;1
IP10535;RALN;CB;037492;CB;038490;O;1
IP10535;RALN;CB;0B7A00;CB;0B8000;O;1
IP10535;RALN;CB;036494;CB;037492;O;3
IP10535;RALN;CB;038490;CB;0B7A00;O;1
IP10535;RALN;CC;043000;CC;045000;O;1
IP10535;RALN;CB;055000;CB;036494;O;1
IP10535;RALN;CB;036495;CB;037493;O;1
IP10569;SSNA;MD;SD0035;MD;SD0E34;O;2
IP10569;SSNA;LT;T13660;LA;A13870;V;3
IP10569;SSNA;LT;T13660;LT;T13059;O;2
IP10569;SSNA;LT;T00062;LT;T13059;O;9
IP10569;SSNA;LT;T12057;LT;T12058;O;2
IP10569;SSNA;LT;T12057;LT;T13059;O;1
IP10569;SSNA;LT;T18868;LT;T16026;O;1
IP10569;SSNA;MD;SD0E34;MD;SD0E33;O;2
IP10569;SSNA;LA;A14005;LA;A16028;O;2
J8624;SSNA;DA;AD0A31;DA;AD0032;O;1
J8624;SSNA;MD;SD0035;MD;SD0E34;O;22
J8624;SSNA;MD;SD0035;MD;SD0036;O;4
J8624;SSNA;BI;SD0A12;BI;SD0E12;O;5
J8624;SSNA;PL;SD0A65;PL;SD0E65;O;1
J8624;SSNA;MD;SD0E33;MD;SD0N33;O;5
J8624;SSNA;MD;SD0036;MD;SD0N34;O;3
J8624;SSNA;DA;AD0A31;DA;AD0S31;O;2
J8624;SSNA;MD;SD0036;MD;SD0035;O;2
J8624;SSNA;MD;SD0N33;MD;SD0E33;O;1
J8626;SSNA;LA;A16028;DA;AD0A31;V;1
J8626;SSNA;MD;SD0035;MD;SD0036;O;1
J8626;SSNA;MD;SD0035;MD;SD0E34;O;4
J8626;SSNA;LT;T13660;LA;A13870;V;1
J8627;SSNA;RR;N18694;BI;SD0A12;V;1
J8627;SSNA;LA;A14005;LA;A16028;O;1
J8627;SSNA;MD;SD0E34;MD;SD0E33;O;1
J8627;SSNA;LT;T13059;LT;T14007;O;1
J8628;SSNA;MD;SD0N34;MD;SD0E34;O;1
J8628;SSNA;SI;S16020;LA;A12017;V;1
J8628;SSNA;MD;SD0N33;MD;SD0E33;O;1
J8628;SSNA;LA;A14005;LA;A16028;O;1
J8628;SSNA;LA;A12017;LA;A16028;O;1
J8628;SSNA;MO;SD0047;MO;SD0A48;O;1
J8628;SSNA;SI;S16020;LA;A14005;V;1
J8628;SSNA;MD;SD0035;MD;SD0036;O;1
J8629;SSNA;MO;SD0047;MO;SD0A48;O;1
J8630;SSNA;MD;SD0035;MD;SD0E34;O;11
J8630;SSNA;PS;SD0AI1;PS;SD0CO1;O;1
J8630;SSNA;MD;SD0035;MD;SD0E33;O;1
J8630;SSNA;SI;S16020;LA;A13870;V;1
J8630;SSNA;MD;SD0E34;MD;SD0E33;O;1
J8630;SSNA;MD;SD0036;MD;SD0N34;O;1
J8630;SSNA;MD;SD0035;MD;SD0036;O;2
J8630;SSNA;MD;SD0036;MD;SD0035;O;1
J8632;SSNA;MD;SD0036;MD;SD0035;O;1
J8632;SSNA;MD;SD0035;MD;SD0036;O;1
J8632;SSNA;BI;SD0A12;BI;SD0E12;O;2
J8632;SSNA;LT;T13660;LT;T12057;O;1
J8633;SSNA;MD;SD0035;MD;SD0E34;O;5
J8633;SSNA;DA;AD0A31;DA;AD0032;O;1
J8633;SSNA;MD;SD0E34;MD;SD0N34;O;1
J8633;SSNA;MD;SD0036;MD;SD0N34;O;1
J8633;SSNA;MD;SD0035;MD;SD0036;O;1
J8633;SSNA;DP;PD0A45;DP;PD0046;O;1
J8634;SSNA;MD;SD0036;MD;SD0N34;O;1
J8634;SSNA;RR;N18694;BI;SD0A12;V;1
J8635;SSNA;DA;AD0S31;DA;AD0032;O;1
J8635;SSNA;MD;SD0036;MD;SD0N34;O;1
J8635;SSNA;MD;SD0036;MD;SD0035;O;1
J8635;SSNA;MD;SD0035;MD;SD0E34;O;1
J8637;SSNA;LA;A14005;LA;A16028;O;2
J8638;SSNA;MD;SD0036;MD;SD0035;O;1
J8638;SSNA;DP;PD0A45;DP;PD0S45;O;1
J8638;SSNA;MD;SD0035;MD;SD0E34;O;2
J8638;SSNA;PL;SD0A65;PL;SD0E65;O;1
J9489;SSNA;MD;SD0035;MD;SD0E34;O;4
J9489;SSNA;MD;SD0036;MD;SD0035;O;2
J9489;SSNA;PS;SD0AI3;PS;SD0SE3;O;1
J9489;SSNA;LT;T14S59;LA;A14005;V;1
J9489;SSNA;PS;SD0AI1;PS;SD0SE1;O;1
J9489;SSNA;DA;AD0A31;DA;AD0S31;O;1
J9489;SSNA;MD;SD0035;MD;SD0036;O;5
J9489;SSNA;FM;SD0E38;FM;SD0E39;O;1
J9694;SSNA;LT;T13660;LT;T13059;O;1
J10321;SSNA;RR;N16695;RR;N18694;O;4
J10321;SSNA;DG;0D0482;MD;SD0E33;V;1
J10321;SSNA;MD;SD0597;MD;SD0E33;O;1
J10321;SSNA;MD;SD0036;MD;SD0035;O;1
J10321;SSNA;DP;PD0S09;DP;PD0A09;O;1
J10321;SSNA;MD;SD0E34;MD;SD0035;O;1
J10321;SSNA;LA;A14005;LA;A16028;O;4
J10321;SSNA;MD;SD0E33;MD;SD0E34;O;1
J10321;SSNA;DT;TD0A01;DT;TD0S01;O;1
J10321;SSNA;ST;S16021;LA;A14005;V;1
J10323;SSNA;BI;SD0A12;BI;SD0E12;O;1
J10323;SSNA;MD;SD0E34;MD;SD0035;O;1
J10323;SSNA;MD;SD0036;MD;SD0035;O;1
J10323;SSNA;MD;SD0035;MD;SD0E34;O;4
J10323;SSNA;DA;AD0A31;DA;AD0032;O;1
J10323;SSNA;MD;SD0036;MD;SD0N34;O;1
J10323;SSNA;MD;SD0036;MD;SD0E34;O;1
J10323;SSNA;MO;SD0047;MO;SD0A48;O;1
J10551;SSNA;LA;A11030;LA;A12017;O;2
J10551;SSNA;MD;SD0035;MD;SD0E34;O;1
J10551;SSNA;LT;T11008;LT;T13660;O;9
J10551;SSNA;MD;SD0035;MD;SD0N34;O;1
J10551;SSNA;LA;A14005;LA;A16028;O;4
J10551;SSNA;LT;T13059;LT;T14007;O;1
J10551;SSNA;LT;T12057;LT;T14007;O;6
J10551;SSNA;LT;T13660;LT;T13059;O;2
J10551;SSNA;LT;T12057;LT;T13059;O;1
J10944;SSNA;FM;SD0E38;FM;SD0E39;O;1
J10944;SSNA;MD;SD0E34;MD;SD0E33;O;1
J10944;SSNA;BI;SD0A12;BI;SD0E12;O;1
J10944;SSNA;MD;SD0035;MD;SD0036;O;4
J10944;SSNA;DG;0D0163;DG;0D0097;O;1
J10944;SSNA;LT;T13660;LA;A13870;V;2
J10944;SSNA;RR;N16695;BI;SD0A12;V;1
J10944;SSNA;MD;SD0035;MD;SD0E34;O;3
J10944;SSNA;RR;N18694;BI;SD0A12;V;5
J10944;SSNA;RR;N16695;ST;S16021;V;2
J10944;SSNA;LT;T12057;LT;T13059;O;5
J11101;SSNA;PL;SD0064;PL;SD0A65;O;1
J11101;SSNA;DA;AD0032;DA;AD0S31;O;1
J11101;SSNA;MD;SD0036;MD;SD0035;O;1
J11101;SSNA;MD;SD0035;MD;SD0E34;O;1
J11101;SSNA;DA;AD0A31;DA;AD0S31;O;2
J11101;SSNA;DT;TD0S70;DT;TD0071;O;1
K8639;SSNA;LA;A14005;LA;A16028;O;1
K8639;SSNA;MV;SD0A73;MV;SD0E73;O;3
K8639;SSNA;MV;SD0A73;MV;SD0E74;O;1
K8639;SSNA;LA;A18869;DA;AD0A31;V;1
K8639;SSNA;LT;T14007;LT;T16026;O;1
K8639;SSNA;LT;T13059;LT;T14007;O;1
K8641;SSNA;DA;AD0032;DA;AD0A31;O;1
K8641;SSNA;ST;S16021;LT;T14007;V;1
K8641;SSNA;RR;N16695;LT;T16026;V;2
K8641;SSNA;BI;SD0A12;BI;SD0E12;O;2
K8641;SSNA;MV;SD0E73;MV;SD0E74;O;3
K8641;SSNA;LT;T12057;LT;T13059;O;1
K8641;SSNA;LT;T16026;BI;SD0A12;V;2
K8641;SSNA;LA;A13870;LA;A14005;O;3
K8641;SSNA;SV;S16022;LA;A14005;V;1
K8641;SSNA;LT;T14063;LT;T16026;O;1
K8641;SSNA;DA;AD0A31;DA;AD0S31;O;1
K8641;SSNA;LA;A14005;LA;A16028;O;3
K8641;SSNA;LT;T14063;LA;A16028;V;1
K8641;SSNA;MV;SD0A73;MV;SD0E73;O;2
K8642;SSNA;BI;SD0E12;BI;SD0A12;O;1
K8643;SSNA;LT;T14063;LT;T16026;O;1
K8644;SSNA;MV;SD0A73;MV;SD0E73;O;4
K8644;SSNA;MV;SD0E74;DG;0D0482;V;1
K8644;SSNA;DG;0D0482;MV;SD0E74;V;1
K8644;SSNA;BI;SD0A12;BI;SD0E12;O;1
K8644;SSNA;MV;SD0E73;MV;SD0A73;O;6
K8645;SSNA;LT;T12057;LT;T13059;O;1
K8645;SSNA;LA;A12017;LA;A14005;O;1
K8647;SSNA;LT;T14063;LA;A14005;V;1
K8647;SSNA;LT;T12057;LT;T13059;O;2
K8647;SSNA;LT;T12057;LA;A12017;V;1
K8647;SSNA;MV;SD0E73;MV;SD0A73;O;1
K8647;SSNA;MV;SD0A73;MV;SD0E73;O;3
K8647;SSNA;BI;SD0A12;BI;SD0E12;O;1
K8648;SSNA;MV;SD0E73;DG;0D0482;V;1
K8648;SSNA;DG;0D0163;DA;AD0S31;V;1
PU9821;SSNA;MD;SD0035;MD;SD0036;O;5
PU9821;SSNA;DA;AD0A31;DA;AD0032;O;1
PU9821;SSNA;LA;A13870;LA;A14005;O;1
PU9828;SSNA;SI;S16020;LA;A14005;V;5
PU10539;SSNA;PS;SD0AI1;PS;SD0CO1;O;1
PU10539;SSNA;FM;SD0A38;FM;SD0E38;O;1
PU10539;SSNA;MD;SD0035;MD;SD0E34;O;6
PU10539;SSNA;MD;SD0035;MD;SD0036;O;2
PU10539;SSNA;MD;SD0036;MD;SD0N34;O;1
PU10574;SSNA;LA;A16028;SI;S16020;V;1
PU10574;SSNA;SI;S16020;LA;A16028;V;1
PU10574;SSNA;LT;T13660;SI;S16020;V;1
PU10574;SSNA;MD;SD0036;MD;SD0035;O;2
PU10574;SSNA;MD;SD0035;MD;SD0036;O;3
PU10744;SSNA;DT;TD0A01;DT;TD0S01;O;1
PU10744;SSNA;MD;SD0036;MD;SD0035;O;3
PU10744;SSNA;DT;TD0S01;DT;TD0002;O;1
PU10744;SSNA;MD;SD0035;MD;SD0036;O;6
PU10744;SSNA;MD;SD0036;MD;SD0E33;O;1
PU10744;SSNA;DA;AD0S31;DA;AD0032;O;1
PU10744;SSNA;DA;AD0A31;DA;AD0S31;O;3
PU10744;SSNA;DP;PD0A45;DP;PD0S45;O;1
PU10744;SSNA;DA;AD0A31;DA;AD0032;O;1
PU10744;SSNA;MD;SD0E34;MD;SD0E33;O;1
PU10744;SSNA;MD;SD0035;MD;SD0E33;O;1
PU10749;SSNA;SI;S16020;LA;A12017;V;1
PU10749;SSNA;SI;S16020;LA;A14005;V;1
PU10749;SSNA;LT;T12057;LA;A14005;V;1
PU10749;SSNA;DA;AD0S31;DA;AD0032;O;1
PU10749;SSNA;SI;S16020;SI;S18863;O;2
PU10749;SSNA;LT;T11008;LA;A11030;V;1
PU10749;SSNA;BI;SD0A12;BI;SD0E12;O;2
PU10752;SSNA;BI;SD0E12;BI;SD0E13;O;1
PU10752;SSNA;MD;SD0035;MD;SD0N34;O;1
PU10752;SSNA;MD;SD0035;MD;SD0036;O;3
PU10752;SSNA;MD;SD0035;MD;SD0E34;O;8
PU10752;SSNA;FM;SD0A38;FM;SD0E38;O;1
PU11803;SSNA;MD;SD0597;MD;SD0036;O;4
PU11803;SSNA;MD;SD0597;MD;SD0035;O;11
U9412;SSNA;DA;AD0A31;DA;AD0032;O;1
U9412;SSNA;DA;AD0S31;DA;AD0032;O;1
U9412;SSNA;MD;SD0035;MD;SD0E34;O;9
U9412;SSNA;LA;A12017;LA;A16028;O;1
U9412;SSNA;DG;0D0482;MD;SD0E33;V;1
U9412;SSNA;LA;A12017;LA;A14005;O;6
U9412;SSNA;LT;T13660;LT;T12057;O;1
U9412;SSNA;SI;S16020;LA;A14005;V;1
U9412;SSNA;SI;S16020;LA;A13870;V;2
U9412;SSNA;LA;A13870;LA;A14005;O;6
U9412;SSNA;LT;T13660;LA;A13870;V;1
U9412;SSNA;MD;SD0597;MD;SD0035;O;2
U9412;SSNA;LA;A14005;LA;A16028;O;6
U9412;SSNA;LA;A13870;LA;A16028;O;2
U9412;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9412;SSNA;DG;0D0097;DT;TD0002;V;1
U9412;SSNA;MD;SD0035;MD;SD0036;O;1
U9412;SSNA;MD;SD0036;MD;SD0E34;O;1
U9412;SSNA;MD;SD0036;MD;SD0035;O;2
U9413;SSNA;LT;T12057;LA;A14005;V;2
U9413;SSNA;LA;A14005;LA;A16028;O;7
U9413;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9413;SSNA;DP;PD0A45;DP;PD0S45;O;1
U9413;SSNA;LA;A12017;LA;A16028;O;1
U9413;SSNA;LT;T13059;LA;A14005;V;1
U9413;SSNA;MD;SD0036;MD;SD0035;O;1
U9413;SSNA;MD;SD0035;MD;SD0E33;O;1
U9413;SSNA;LA;A12017;LA;A14005;O;5
U9413;SSNA;LA;A13870;LA;A14005;O;1
U9413;SSNA;LT;T12057;LA;A12017;V;7
U9413;SSNA;MD;SD0E33;MD;SD0N33;O;1
U9413;SSNA;MV;SD0A73;MV;SD0E73;O;1
U9413;SSNA;MD;SD0E34;MD;SD0035;O;1
U9413;SSNA;MD;SD0035;MD;SD0036;O;3
U9413;SSNA;MD;SD0035;MD;SD0E34;O;4
U9414;SSNA;DP;PD0A45;DP;PD0046;O;1
U9414;SSNA;MD;SD0035;MD;SD0E34;O;21
U9414;SSNA;MD;SD0E34;MD;SD0035;O;1
U9414;SSNA;LA;A14005;LA;A16028;O;4
U9414;SSNA;MD;SD0036;MD;SD0035;O;1
U9414;SSNA;PL;SD0A65;PL;SD0E65;O;1
U9414;SSNA;MD;SD0N34;MD;SD0N33;O;1
U9414;SSNA;LA;A13870;LA;A16028;O;2
U9414;SSNA;MD;SD0036;MD;SD0N34;O;1
U9414;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9414;SSNA;MD;SD0035;MD;SD0036;O;2
U9414;SSNA;DA;AD0A31;DA;AD0032;O;1
U9414;SSNA;MD;SD0N33;MD;SD0E33;O;1
U9415;SSNA;MD;SD0036;MD;SD0035;O;1
U9415;SSNA;LA;A14005;LA;A16028;O;1
U9415;SSNA;MD;SD0035;MD;SD0E34;O;4
U9415;SSNA;DP;PD0A45;DP;PD0046;O;1
U9416;SSNA;SI;S16020;LA;A14005;V;1
U9416;SSNA;LA;A14005;LA;A16028;O;4
U9416;SSNA;MD;SD0E34;MD;SD0E33;O;3
U9416;SSNA;MD;SD0035;MD;SD0036;O;2
U9416;SSNA;LA;A13870;LA;A16028;O;1
U9416;SSNA;MD;SD0E33;MD;SD0035;O;1
U9416;SSNA;MD;SD0035;MD;SD0E33;O;1
U9416;SSNA;MD;SD0597;MD;SD0035;O;2
U9416;SSNA;MD;SD0036;MD;SD0035;O;2
U9416;SSNA;MD;SD0035;MD;SD0E34;O;1
U9426;SSNA;LA;A14005;LA;A16028;O;6
U9426;SSNA;LA;A13870;LA;A14005;O;7
U9426;SSNA;LA;A12017;LA;A14005;O;10
U9426;SSNA;LT;T13059;LA;A13870;V;1
U9426;SSNA;LT;T12057;LA;A12017;V;1
U9428;SSNA;PL;SD0A65;PL;SD0E66;O;1
U9428;SSNA;LA;A12017;LT;T12057;V;1
U9428;SSNA;LA;A14005;LA;A16028;O;4
U9428;SSNA;LT;T11008;LT;T13660;O;2
U9428;SSNA;DA;AD0S31;DA;AD0A31;O;1
U9429;SSNA;MD;SD0036;MD;SD0N34;O;3
U9429;SSNA;FM;SD0E38;FM;SD0A38;O;1
U9429;SSNA;PL;SD0E65;PL;SD0A65;O;3
U9429;SSNA;MD;SD0E34;MD;SD0035;O;2
U9429;SSNA;SF;S16019;PL;SD0A65;V;1
U9429;SSNA;LA;A18869;DA;AD0A31;V;1
U9429;SSNA;LT;T13660;SI;S16020;V;1
U9429;SSNA;PS;SD0AI3;PS;SD0AI2;O;1
U9429;SSNA;MD;SD0035;MD;SD0E34;O;46
U9429;SSNA;BI;SD0A12;BI;SD0E12;O;1
U9429;SSNA;LA;A14005;LA;A16028;O;3
U9429;SSNA;MD;SD0036;MD;SD0035;O;4
U9429;SSNA;PL;SD0A65;PL;SD0E65;O;2
U9429;SSNA;MV;SD0A73;MV;SD0E73;O;3
U9429;SSNA;MD;SD0035;MD;SD0036;O;3
U9429;SSNA;MV;SD0E73;MV;SD0E74;O;1
U9430;SSNA;MD;SD0E33;MD;SD0N33;O;1
U9430;SSNA;DP;PD0S45;DP;PD0A45;O;1
U9430;SSNA;DP;PD0A45;DP;PD0S45;O;1
U9430;SSNA;MD;SD0035;MD;SD0E34;O;1
U9430;SSNA;MV;SD0E73;MV;SD0A73;O;5
U9430;SSNA;MD;SD0035;MD;SD0036;O;7
U9430;SSNA;MD;SD0E34;MD;SD0035;O;18
U9430;SSNA;PL;SD0E65;PL;SD0A65;O;5
U9430;SSNA;MD;SD0N34;MD;SD0036;O;1
U9430;SSNA;DA;AD0A31;DA;AD0S31;O;3
U9430;SSNA;MD;SD0036;MD;SD0035;O;4
U9431;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9431;SSNA;MV;SD0E73;MV;SD0A73;O;1
U9431;SSNA;LA;A13870;LA;A14005;O;1
U9431;SSNA;SI;S18863;PS;SD0AI1;V;1
U9431;SSNA;LT;T16026;LT;T18868;O;3
U9431;SSNA;LT;T11008;LT;T13660;O;23
U9431;SSNA;MD;SD0035;MD;SD0E34;O;5
U9431;SSNA;SI;S18863;PS;SD0AI4;V;1
U9431;SSNA;LT;T12057;LT;T14007;O;1
U9431;SSNA;LT;T16024;LT;T18867;O;16
U9431;SSNA;LA;A12017;LA;A13870;O;25
U9431;SSNA;LA;A16028;LA;A18869;O;19
U9431;SSNA;LA;A14005;LA;A16028;O;3
U9431;SSNA;LT;T13660;LA;A14005;V;4
U9431;SSNA;LA;A12017;LA;A14005;O;3
U9431;SSNA;MD;SD0035;MD;SD0036;O;2
U9431;SSNA;MD;SD0036;MD;SD0035;O;15
U9431;SSNA;LT;T11008;LA;A14005;V;2
U9431;SSNA;PL;SD0A65;PL;SD0E65;O;1
U9432;SSNA;MV;SD0A73;MD;SD0035;V;43
U9432;SSNA;BI;SD0A12;PL;SD0A65;V;1
U9432;SSNA;DA;AD0S31;DA;AD0A31;O;2
U9432;SSNA;MD;SD0036;MD;SD0E33;O;1
U9432;SSNA;SI;S16020;LA;A14005;V;4
U9432;SSNA;LA;A12017;LA;A14005;O;1
U9432;SSNA;DA;AD0032;DA;AD0S31;O;1
U9432;SSNA;LT;T11008;LT;T13660;O;2
U9432;SSNA;MD;SD0E34;MD;SD0E33;O;3
U9432;SSNA;DA;AD0612;DA;AD0A31;O;1
U9432;SSNA;MD;SD0N34;MD;SD0E34;O;1
U9432;SSNA;MD;SD0E33;MD;SD0035;O;2
U9432;SSNA;MD;SD0035;MD;SD0E33;O;1
U9432;SSNA;MD;SD0E34;MD;SD0035;O;1
U9432;SSNA;PL;SD0E65;PL;SD0A65;O;1
