"Istituzione","Contratto","Categoria","Stipendio","Ria","Tredicesima","Straordinario","Indennità Fisse","Altre Accessorie"
"M8659","AAMM","DI","44851","3771","6900","8240","38833","1134"
"IC10938","AFAM","DI","39979","0","3357","0","4918","0"
"IC10517","AFAM","DI","39980","0","3156","0","25814","0"
"OC9816","AVST","G1","78553","51843","10850","0","78700","36"
"OC9815","CCON","G1","85468","48205","12320","0","13726","1016"
"M10395","CCSS","DI","44835","6091","6094","20379","26177","428"
"M8659","CCSS","DI","44987","5465","6960","20042","29454","756"
"M8666","CCSS","DI","42303","5251","6130","17899","27597","901"
"M8665","CCSS","DI","45004","5245","6778","14863","30074","298"
"M8653","CDIP","E1","59331","1324","6181","0","25909","74"
"M8660","CFOR","DI","41905","5393","6313","11257","27408","290"
"M8668","CM09","DI","50207","0","6392","13884","13980","2738"
"M8659","CM10","DI","49382","1044","7888","564","37826","3415"
"M8652","CPEN","CP","37450","3900","5731","4424","27446","922"
"M10756","CPOR","DI","44508","3923","6404","5928","28156","2995"
"M8655","CPRE","I1","56782","876","7184","0","25776","2408"
"OC9829","CSTA","G1","84578","57357","11770","0","17315","584"
"AA8582","EEII","DI","45188","1960","0","3710","23555","0"
"M8659","EEII","DI","44878","2918","6667","6710","31066","2049"
"T11879","EN60","DI","95824","0","11567","0","1320","435"
"T10647","EN60","DI","86795","0","6984","0","315","0"
"T8531","EN60","DI","88449","0","7431","0","0","0"
"CS11889","EN60","DI","54158","0","9214","0","0","0"
"CS11910","EN60","DI","72195","0","6206","0","0","0"
"CS11868","EN60","DI","68397","0","16808","0","33354","4248"
"CS11877","EN60","DI","71571","0","11929","0","0","19700"
"CS10085","EN60","DI","39600","0","0","0","0","0"
"D8372","EN60","DI","36300","9417","6118","0","37493","17231"
"D8338","EN60","DI","73154","0","6096","0","0","4750"
"D8347","EN60","DI","96742","11730","8518","0","0","7356"
"D8383","EN60","DI","48135","614","4846","0","9406","8470"
"D8385","EN60","DI","67232","4341","6204","0","0","1681"
"D8405","EN60","DI","41238","7799","7654","0","42808","8500"
"D8413","EN60","DI","95227","0","11921","0","8936","18885"
"D8320","EN60","DI","117540","0","9947","0","0","1418"
"D8365","EN60","DI","75089","0","5681","0","0","14458"
"D8380","EN60","DI","41239","12689","8463","0","47623","13752"
"D8343","EN60","DI","72297","1549","6154","0","0","12816"
"D8414","EN60","DI","51118","11978","6833","0","22342","15764"
"D8339","EN60","DI","41239","11878","8818","0","26245","0"
"D10098","EN60","DI","93971","0","5807","0","0","14991"
"D8351","EN60","DI","41238","7230","17864","0","58697","19450"
"D8393","EN60","DI","82526","0","6523","0","0","0"
"D8363","EN60","DI","70858","3737","5719","0","5941","0"
"D8381","EN60","DI","40950","0","8860","0","65369","22975"
"D8407","EN60","DI","44277","4378","7524","0","42574","0"
"D8370","EN60","DI","64806","11293","13220","0","7612","3956"
"D8389","EN60","DI","45286","0","2773","0","55420","9947"
"D8409","EN60","DI","64338","9920","10467","0","5193","7756"
"D8395","EN60","DI","76082","4648","10120","0","0","0"
"D8410","EN60","DI","76266","0","7097","0","6570","7765"
"D8391","EN60","DI","51823","11228","13668","0","33390","18475"
"D8392","EN60","DI","91484","5035","8082","0","0","13400"
"D8411","EN60","DI","101675","0","8862","0","4087","0"
"D8408","EN60","DI","44362","8164","9379","0","10667","36570"
"D8376","EN60","DI","96210","5527","7992","0","0","27938"
"D10956","EN60","DI","78345","0","6529","0","0","15929"
"D8394","EN60","DI","100720","4358","12452","0","1458","10500"
"D8364","EN60","DI","77111","8551","7108","0","0","0"
"D8312","EN60","DI","50469","7747","6535","0","20196","9732"
"D8371","EN60","DI","84833","0","7143","0","0","12465"
"D8331","EN60","DI","41238","9296","6785","0","30883","20155"
"D8314","EN60","DI","57059","1842","4722","0","0","17121"
"D8348","EN60","DI","73254","7186","6814","0","0","2857"
"D8335","EN60","DI","77667","2518","7212","0","6359","18924"
"D8362","EN60","DI","62201","0","5190","0","0","10975"
"AG9845","EN60","DI","103176","0","8762","0","0","28991"
"ER12585","EN60","DI","55438","264","18479","0","66865","68493"
"ER11106","EN60","DI","110876","3697","0","0","33489","13531"
"M8668","GGFF","DI","44540","4534","7003","16837","30274","987"
"M8659","MAMI","G1","79440","44353","11557","0","14599","0"
"M8652","MGOR","G1","73739","35839","9130","0","13963","222"
"M8659","MMAA","DI","45038","3726","6941","8997","33159","3979"
"M8649","PCMD","D1","51234","934","12252","0","116862","2302"
"M8652","PPEN","DI","44235","6008","6680","5214","33121","673"
"M8655","PPSS","DI","46400","3644","6587","18168","26721","812"
"C347","PRBZ","FP","40454","7163","5892","895","27702","18095"
"C481","PRBZ","FP","40454","16116","8212","6544","49949","11548"
"C651","PRBZ","FP","40454","6491","7739","10491","53483","1877"
"C728","PRBZ","FP","40454","8282","5985","1029","27703","1420"
"C970","PRBZ","FP","40454","2761","8848","7697","75551","30835"
"C1121","PRBZ","FP","40454","895","5719","84","32740","3444"
"C1131","PRBZ","FP","40454","13430","7813","7773","47850","28559"
"C1164","PRBZ","FP","40454","3581","5943","9659","31920","0"
"C1177","PRBZ","FP","40454","12534","7739","11072","47850","13396"
"C1302","PRBZ","FP","40454","5297","8494","0","46370","5458"
"C1409","PRBZ","FP","40454","6667","6167","0","32740","216"
"C1445","PRBZ","FP","40454","8058","7047","9576","40295","5931"
"C1832","PRBZ","FP","40454","13504","6595","34461","30221","1595"
"C1989","PRBZ","FP","40454","3481","7560","7618","37748","36831"
"C2288","PRBZ","FP","40454","5521","6105","89","32740","2691"
"C2307","PRBZ","FP","36727","3582","5895","130","34398","2101"
"C1631","PRBZ","FP","40454","6267","6939","0","44107","5259"
"C2638","PRBZ","FP","40454","2687","6029","10389","29203","833"
"C2743","PRBZ","FP","40454","13355","6583","364","29465","8329"
"C2810","PRBZ","FP","40454","6416","6704","1261","40295","7014"
"C2938","PRBZ","FP","40454","2313","5837","0","32740","1018"
"C3009","PRBZ","FP","32999","0","5548","2859","33579","117"
"C3212","PRBZ","FP","40454","2686","5869","0","32740","2427"
"C3243","PRBZ","FP","40454","5372","6617","9968","40295","12213"
"C3754","PRBZ","FP","40454","2686","6029","534","33820","1732"
"C3675","PRBZ","FP","40454","4477","6368","0","37278","275"
"C3685","PRBZ","FP","40454","6267","6692","9059","40295","6792"
"C3692","PRBZ","FP","40454","895","5719","4721","30557","2252"
"C3693","PRBZ","FP","40454","6267","7216","12016","39875","4589"
"C3705","PRBZ","FP","40454","7312","7303","676","58290","11637"
"C3723","PRBZ","FP","40454","10744","6890","4592","37461","2375"
"C4008","PRBZ","FP","40454","12534","6339","617","27702","2160"
"C4034","PRBZ","FP","40454","8953","7265","27528","45276","8620"
"C4095","PRBZ","FP","40454","895","6251","641","39122","371"
"C4112","PRBZ","FP","40454","4477","7522","116","30693","37928"
"C4131","PRBZ","FP","40454","2686","5519","3029","23085","199"
"C4240","PRBZ","FP","40454","7163","5892","6874","27702","1780"
"C4251","PRBZ","FP","40454","10818","9519","8895","73783","12893"
"C4437","PRBZ","FP","40454","12534","6828","0","32740","9105"
"C4455","PRBZ","FP","40454","5372","5743","0","27009","0"
"C4764","PRBZ","FP","40454","2984","5893","2285","32740","44774"
"C4907","PRBZ","FP","32999","4030","5010","0","27702","3266"
"C4908","PRBZ","FP","40454","10744","7414","0","45331","3629"
"C5012","PRBZ","FP","40454","10744","7414","1504","45331","2182"
"C5056","PRBZ","FP","40454","970","7035","9587","50992","1623"
"C5218","PRBZ","FP","40454","0","6169","2182","39623","14761"
"C5764","PRBZ","FP","40454","4477","6368","7597","37155","7218"
"C5865","PRBZ","FP","40454","11639","7139","7582","39959","6697"
"C5891","PRBZ","FP","40454","13430","6764","3046","32740","4472"
"C5925","PRBZ","FP","40454","6566","7010","12908","43653","0"
"C5962","PRBZ","FP","40454","1791","6805","8642","28856","27566"
"C5974","PRBZ","FP","40454","8058","8162","352","44240","10817"
"C6124","PRBZ","FP","40454","4755","5693","1199","27702","1407"
"C6309","PRBZ","FP","40454","13355","7107","4702","37776","2014"
"C6361","PRBZ","FP","40454","8953","6916","12664","40295","4161"
"C6424","PRBZ","FP","32999","4030","5884","0","38882","2711"
"C6501","PRBZ","FP","40454","6267","6692","375","40295","15042"
"C6528","PRBZ","FP","40454","1567","6300","2022","35818","6558"
"C6580","PRBZ","FP","40454","5372","5743","2335","23085","41196"
"C6658","PRBZ","FP","40454","895","5863","1191","33623","859"
"C6858","PRBZ","FP","40454","9848","7340","10151","45331","7383"
"C6984","PRBZ","FP","40454","0","6619","305","27702","16200"
"C6982","PRBZ","FP","40454","8058","7108","6340","42659","0"
"C6995","PRBZ","FP","40454","8207","7907","866","31890","26470"
"C7065","PRBZ","FP","34241","1567","4908","14491","28472","4139"
"C7099","PRBZ","FP","40453","3581","8968","0","44242","30274"
"C7130","PRBZ","FP","40454","5372","5743","2647","27560","0"
"C7271","PRBZ","FP","40454","10221","6147","7218","27471","0"
"C7391","PRBZ","FP","40453","2686","5518","3434","27702","9389"
"C7393","PRBZ","FP","40454","8058","8551","17615","40295","28794"
"C7395","PRBZ","FP","40454","13430","7289","4747","39959","0"
"C7424","PRBZ","FP","40454","8058","5966","4285","27702","640"
"C7663","PRBZ","FP","40454","597","5345","4115","27010","107"
"C7701","PRBZ","FP","40454","8804","6204","5535","17158","2705"
"C7730","PRBZ","FP","47110","1045","5382","6150","27702","1398"
"C7757","PRBZ","FP","40454","2686","5869","12921","32740","1168"
"C7785","PRBZ","FP","40454","9848","7888","1131","50654","9088"
"C7790","PRBZ","FP","40454","1791","5794","0","32740","0"
"C7901","PRBZ","FP","40454","9102","7567","3866","27702","34515"
"C8029","PRBZ","FP","40454","5372","6699","329","26895","18071"
"C8072","PRBZ","FP","40454","2388","5494","962","27702","1579"
"C8139","PRBZ","FP","40454","5670","6992","0","45331","8564"
"CS11045","PRTN","FP","27576","0","3084","0","9430","0"
"C299","PRTN","FP","45960","3692","5173","0","19565","6397"
"C346","PRTN","FP","45960","0","4634","0","16791","2767"
"C12480","PRTN","FP","34926","707","4499","0","16726","1246"
"C12494","PRTN","FP","39101","901","2838","0","14785","4876"
"C12483","PRTN","FP","34872","2468","3727","0","12038","9318"
"C433","PRTN","FP","34872","1825","4296","131","19682","11842"
"C513","PRTN","FP","45960","1897","5570","0","32924","9270"
"C635","PRTN","FP","45960","0","4634","0","19647","6217"
"C771","PRTN","FP","45960","0","5838","0","19565","18678"
"C12487","PRTN","FP","34872","1323","3943","821","19948","3908"
"C12473","PRTN","FP","45960","0","6168","0","25005","12335"
"C1015","PRTN","FP","45960","0","5838","0","22421","11781"
"C1125","PRTN","FP","45960","0","4634","0","12031","191"
"C1256","PRTN","FP","34872","671","3906","0","15213","0"
"C1294","PRTN","FP","34872","3326","3799","0","11417","1347"
"C1305","PRTN","FP","34872","0","4402","0","12217","10958"
"C1308","PRTN","FP","46099","2835","4882","0","16791","1422"
"C1397","PRTN","FP","34872","0","4402","0","12217","11661"
"C1405","PRTN","FP","34000","1085","3777","0","0","2303"
"C1450","PRTN","FP","34872","0","4144","0","19682","3453"
"C1571","PRTN","FP","34872","0","3522","0","12217","0"
"C12485","PRTN","FP","45960","1117","4899","0","16791","2066"
"C1934","PRTN","FP","34872","1482","4267","0","19682","5544"
"C1957","PRTN","FP","34872","226","3540","0","12217","0"
"C2088","PRTN","FP","45960","1859","5020","0","19565","0"
"C2105","PRTN","FP","34872","0","4144","0","19682","219"
"C2425","PRTN","FP","45960","1213","4967","0","18137","66"
"C2428","PRTN","FP","34872","2691","4892","660","13281","14213"
"C10789","PRTN","FP","34872","0","4144","0","19682","3491"
"C2524","PRTN","FP","34872","1810","4968","0","17170","12394"
"C12478","PRTN","FP","34872","1109","3871","0","11010","3082"
"C2785","PRTN","FP","34872","1441","3814","0","12170","2066"
"C12482","PRTN","FP","34872","890","4218","0","20746","5757"
"C2855","PRTN","FP","45960","2211","5782","0","16791","12621"
"C2915","PRTN","FP","34872","426","3557","0","14270","474"
"C3003","PRTN","FP","34872","0","4144","0","24848","6630"
"C3071","PRTN","FP","45960","2729","5093","0","12425","1598"
"C3080","PRTN","FP","34872","0","4972","0","19682","10728"
"C3125","PRTN","FP","34872","1187","3620","0","12217","94"
"C3175","PRTN","FP","35489","0","3522","0","7669","4495"
"C3400","PRTN","FP","34872","0","4144","87","14852","683"
"C3417","PRTN","FP","34864","1146","4520","0","12217","6419"
"C3505","PRTN","FP","45960","0","6168","0","22856","14215"
"C3590","PRTN","FP","34872","3307","4419","79","19682","1664"
"C3755","PRTN","FP","45960","0","5555","0","9651","11053"
"C3761","PRTN","FP","45960","0","4865","0","19565","41"
"C10889","PRTN","FP","45960","480","4674","0","19647","4108"
"C3814","PRTN","FP","45960","0","4865","0","19565","11666"
"C3856","PRTN","FP","34872","0","4402","0","13281","10565"
"C3883","PRTN","FP","34872","1439","3641","244","11251","187"
"C3953","PRTN","FP","34872","0","3522","0","7387","1427"
"C12486","PRTN","FP","40416","0","4845","0","17929","17111"
"C4024","PRTN","FP","45960","1510","4991","0","22385","21228"
"C4287","PRTN","FP","34872","0","4144","0","19682","3845"
"C4290","PRTN","FP","45960","2798","6447","0","22856","16715"
"C4293","PRTN","FP","45960","3379","5147","909","345","9996"
"C4353","PRTN","FP","45960","0","4865","0","19565","2146"
"C4385","PRTN","FP","34872","0","4972","0","18877","13296"
"C4734","PRTN","FP","46014","0","4865","0","20551","842"
"C4831","PRTN","FP","34872","2217","3954","0","12217","2975"
"C4905","PRTN","FP","30804","0","2935","0","14776","758"
"C5083","PRTN","FP","34904","7993","3572","0","2576","1715"
"C5294","PRTN","FP","34872","0","4144","0","24058","5666"
"C5317","PRTN","FP","45960","2217","6353","0","38055","32991"
"C12490","PRTN","FP","35260","0","3416","0","13071","4296"
"C5486","PRTN","FP","34872","0","4968","0","19682","9983"
"C5613","PRTN","FP","34872","2744","4372","0","19682","0"
"C12476","PRTN","FP","35989","1702","4298","0","12787","1020"
"C5721","PRTN","FP","34872","1187","4243","0","18877","3142"
"C12345","PRTN","FP","38568","1148","3988","0","13742","1473"
"C5774","PRTN","FP","45960","2332","6027","0","23221","14609"
"C12472","PRTN","FP","45960","2678","4857","0","14481","4807"
"C5860","PRTN","FP","34872","1734","4792","285","12217","16276"
"C5937","PRTN","FP","34872","0","4574","0","12217","12630"
"C6000","PRTN","FP","45960","211","5449","0","26360","7219"
"C6148","PRTN","FP","34872","480","4490","0","9453","13410"
"C6156","PRTN","FP","34872","1187","4698","0","10720","13832"
"C6164","PRTN","FP","38625","0","4634","0","20313","2379"
"C6225","PRTN","FP","34872","0","3521","0","7387","0"
"C6229","PRTN","FP","45960","3220","6074","0","36701","0"
"C6248","PRTN","FP","34872","816","5033","0","20682","13212"
"C12341","PRTN","FP","34872","0","3522","0","12217","1158"
"C6562","PRTN","FP","34872","0","4144","0","21372","989"
"C6841","PRTN","FP","31278","0","3155","0","11456","6815"
"C6956","PRTN","FP","34872","1859","5154","0","19682","17179"
"C12474","PRTN","FP","34872","0","3833","0","16017","0"
"C7087","PRTN","FP","34872","0","4108","0","14149","7043"
"C7284","PRTN","FP","45960","184","5579","0","19647","21019"
"C7379","PRTN","FP","34872","3371","5338","0","22140","12921"
"C7383","PRTN","FP","34872","1344","3634","0","11734","634"
"C7384","PRTN","FP","34872","1699","3835","0","7387","2066"
"C7403","PRTN","FP","44678","863","5627","0","13450","0"
"C7444","PRTN","FP","45960","1984","5031","0","19565","8022"
"C7476","PRTN","FP","41035","0","3420","0","12832","1351"
"C12489","PRTN","FP","34872","0","3522","0","9802","3421"
"C7607","PRTN","FP","45960","2518","7069","0","44845","23131"
"C12342","PRTN","FP","34872","0","3522","0","12217","0"
"C7768","PRTN","FP","32190","0","4058","357","6798","5550"
"C12475","PRTN","FP","46036","230","4749","0","20631","1665"
"C8012","PRTN","FP","34872","2672","5191","0","19662","9892"
"C8060","PRTN","FP","45960","2055","4805","0","14507","7281"
"C12496","PRTN","FP","45960","1187","4733","0","16413","0"
"C8175","PRTN","FP","45960","0","4634","0","16791","7331"
"C8197","PRTN","FP","34872","3213","3961","0","14527","0"
"C426","REFR","FP","39979","0","3332","0","7574","12661"
"C572","REFR","FP","39979","0","3332","0","8776","13022"
"C631","REFR","FP","39979","2990","3581","0","24779","21202"
"C644","REFR","FP","39979","0","5663","0","14628","13591"
"C1172","REFR","FP","39979","692","6397","0","42686","899"
"C1204","REFR","FP","39979","0","5355","0","18183","13673"
"C1563","REFR","FP","39979","124","3362","0","16496","13346"
"C1750","REFR","FP","39979","0","3332","0","15846","22339"
"C1958","REFR","FP","31983","0","2665","0","9358","11206"
"C2235","REFR","FP","39979","0","6562","0","28342","0"
"C2394","REFR","FP","39979","0","3352","0","22404","7875"
"C2442","REFR","FP","39979","0","6263","0","24383","15508"
"C2863","REFR","FP","39979","0","5440","0","25542","0"
"C2892","REFR","FP","39979","0","3332","0","11080","19947"
"C2913","REFR","FP","39979","0","5260","0","18268","11958"
"C2918","REFR","FP","39979","0","5683","0","35181","14791"
"C3052","REFR","FP","39979","0","5445","0","17160","13282"
"C3128","REFR","FP","39979","680","3388","0","7979","12974"
"C3199","REFR","FP","31983","0","2665","0","7545","17278"
"C3326","REFR","FP","39979","0","5668","0","14628","13652"
"C3430","REFR","FP","39979","625","4423","0","14238","6669"
"C3443","REFR","FP","39979","0","7272","0","91267","0"
"C3460","REFR","FP","39979","2921","4774","0","14628","15515"
"C3738","REFR","FP","39979","0","5688","0","22240","23125"
"C3825","REFR","FP","39979","0","5223","0","22694","14724"
"C3956","REFR","FP","39979","0","4964","0","7721","11869"
"C4010","REFR","FP","39979","0","5251","0","15834","12554"
"C4022","REFR","FP","39453","0","3883","0","7379","12236"
"C4105","REFR","FP","39979","0","4938","0","14291","12089"
"C4132","REFR","FP","39979","0","6219","0","24412","14878"
"C4628","REFR","FP","39979","814","3399","0","8839","12876"
"C4757","REFR","FP","39979","0","3352","0","27447","16093"
"C4812","REFR","FP","39979","167","4239","0","15894","9249"
"C5107","REFR","FP","39979","279","3419","0","8080","13751"
"C5166","REFR","FP","39979","0","3332","0","18115","12787"
"C5180","REFR","FP","39979","0","3332","0","18972","12807"
"C5196","REFR","FP","39979","0","3374","0","8080","13429"
"C5256","REFR","FP","39979","0","3332","0","10189","14401"
"C5264","REFR","FP","39979","0","3332","0","7838","13648"
"C5675","REFR","FP","39979","0","5174","0","29175","0"
"C5677","REFR","FP","39979","123","6977","0","52711","0"
"C5720","REFR","FP","39979","0","4938","0","9931","11804"
"C5758","REFR","FP","39979","0","3934","0","12616","0"
"C5903","REFR","FP","39979","0","5360","0","17529","11864"
"C5921","REFR","FP","39979","0","3352","0","16702","18936"
"C12289","REFR","FP","39979","569","3379","0","22358","14925"
"C6166","REFR","FP","39979","0","5663","0","24490","12496"
"C6227","REFR","FP","39979","0","4938","0","29347","1446"
"C6261","REFR","FP","39979","0","5257","0","23348","0"
"C6463","REFR","FP","39979","660","4304","0","16328","737"
"C6628","REFR","FP","39979","0","5926","0","38686","0"
"C6834","REFR","FP","39979","0","5378","0","15826","24318"
"C7064","REFR","FP","39979","0","4918","0","10080","11804"
"C7236","REFR","FP","39979","647","6716","0","34923","14285"
"C7353","REFR","FP","39979","633","5307","0","39302","0"
"C7361","REFR","FP","39979","0","5130","0","28489","334"
"C7464","REFR","FP","39979","0","3383","0","32308","616"
"C7578","REFR","FP","31983","0","4319","0","14207","12416"
"C7643","REFR","FP","39979","0","5090","0","23335","0"
"C7695","REFR","FP","39979","4326","3692","0","77999","0"
"C7899","REFR","FP","18746","0","1888","0","4957","6906"
"C8025","REFR","FP","39979","167","3348","0","7574","12742"
"C8233","REFR","FP","39979","0","4451","0","38077","0"
"P9062","REFR","FP","39979","124","7281","0","58106","0"
"P9090","REFR","FP","40221","2066","7444","0","47280","8457"
"P9117","REFR","FP","39979","0","7272","0","56999","0"
"AA10255","RESA","DI","34412","3407","6303","0","57055","0"
"ER10673","RESA","DI","34413","2663","6266","0","60159","0"
"ER10531","RESA","DI","34412","782","5899","0","53335","1276"
"ER10538","RESA","DI","34412","1906","6139","0","50757","8839"
"RA10651","RESA","DI","34849","1859","5736","0","57055","0"
"RS9203","RESA","DI","34436","2393","6122","0","58531","197"
"C459","REVA","FP","41077","0","5065","0","27073","0"
"C476","REVA","FP","41077","0","7045","0","52927","0"
"C576","REVA","FP","41077","737","5711","0","0","0"
"C281","REVA","FP","41077","0","5954","0","33091","0"
"C2266","REVA","FP","41077","0","5373","0","29330","0"
"C2446","REVA","FP","41077","134","5754","0","28126","2441"
"C2590","REVA","FP","41077","134","3434","0","23980","0"
"C2904","REVA","FP","41077","0","3423","0","32191","0"
"C3385","REVA","FP","41077","0","3423","0","28401","0"
"C3496","REVA","FP","41077","647","5643","0","33644","0"
"C3498","REVA","FP","41077","0","5865","0","32025","0"
"C3581","REVA","FP","41077","363","5712","0","30755","0"
"C3602","REVA","FP","41077","0","5516","0","27838","4020"
"C3651","REVA","FP","41077","257","5484","0","30209","0"
"C4433","REVA","FP","41077","737","5764","0","31508","0"
"C4732","REVA","FP","41077","357","3453","0","27912","0"
"C5324","REVA","FP","41077","0","5682","0","31252","0"
"C5599","REVA","FP","41077","524","5251","0","24124","0"
"C5651","REVA","FP","41077","1339","5969","0","30725","2565"
"C5840","REVA","FP","41077","1261","5444","0","25708","0"
"C6141","REVA","FP","41077","329","3451","0","32931","0"
"C6268","REVA","FP","41077","0","5317","0","25441","285"
"C6270","REVA","FP","41077","625","6033","0","38739","0"
"C6275","REVA","FP","41076","928","5981","0","34138","0"
"C6868","REVA","FP","41077","0","0","0","35508","2615"
"C7827","REVA","FP","41077","0","5725","0","31875","0"
"C7930","REVA","FP","41077","0","5391","0","26336","0"
"C2010","REVA","FP","41077","0","5626","0","29163","0"
"C8081","REVA","FP","41077","0","5383","0","24929","2048"
"N8719","REVA","FP","41077","0","3423","0","30922","401"
"N8717","REVA","FP","41077","797","3489","0","29153","0"
"N8720","REVA","FP","41077","0","5616","0","29034","0"
"N8721","REVA","FP","41077","1221","5751","0","29429","0"
"N8723","REVA","FP","41077","279","5402","0","27494","0"
"N8724","REVA","FP","41077","0","4987","0","21482","0"
"ER10348","REVA","FP","41080","125","3434","0","22944","0"
"V10375","REVA","FP","41077","0","7659","0","65547","0"
"RS9211","SCBZ","DI","43281","0","3833","1494","34378","547"
"RS9208","SCLA","SD","40213","1314","4444","0","17418","3348"
"M10398","SCLA","SD","40112","1004","4450","0","12446","1841"
"RS9830","SCTN","SD","45584","414","6279","0","35194","3012"
"AA57","UCAM","DI","36000","4648","19604","0","87494","0"
"IR9963","UNIV","PR","40542","18089","4905","0","10262","554"
"IR8563","UNIV","PR","36757","18290","4701","0","22810","0"
"Q10425","UNIV","PR","48905","5769","4572","0","9621","679"
"Q10328","UNIV","PR","42237","11552","4184","0","6171","0"
"Q9178","UNIV","PR","41568","12644","4501","0","9158","1117"
"Q9173","UNIV","PR","40903","8884","4164","0","8154","1223"
"Q9174","UNIV","PR","41968","10523","4356","0","8739","2762"
"Q9183","UNIV","PR","47087","9825","4672","0","12172","2"
"Q9175","UNIV","PR","46028","23289","5823","0","10932","85"
"Q9128","UNIV","PR","44666","8121","4309","0","8650","524"
"Q9181","UNIV","PR","41560","10314","4294","0","8512","806"
"Q9179","UNIV","PR","41383","10322","4389","0","8742","1023"
"Q9810","UNIV","PR","38352","8558","4668","0","15249","2446"
"Q9186","UNIV","PR","41629","9151","4190","0","8257","3957"
"Q9135","UNIV","PR","40640","7272","3951","0","7943","203"
"Q9184","UNIV","PR","42110","10421","4414","0","8781","304"
"Q9185","UNIV","PR","41552","9631","4267","0","8619","2223"
"Q9130","UNIV","PR","40398","12199","4410","0","8716","275"
"Q9180","UNIV","PR","41030","9229","4158","0","7790","2378"
"Q9131","UNIV","PR","42485","10218","4403","0","8744","733"
"Q9132","UNIV","PR","42031","9894","4238","0","8328","338"
"Q9133","UNIV","PR","42197","10143","4411","0","8791","125"
"Q9134","UNIV","PR","41843","10356","4395","0","8768","354"
"Q9136","UNIV","PR","40740","9949","4290","0","8466","1890"
"Q9137","UNIV","PR","42216","12450","4514","0","9330","403"
"Q9188","UNIV","PR","43808","9705","4438","0","8860","1386"
"Q9139","UNIV","PR","42047","11433","4477","0","9144","861"
"Q9140","UNIV","PR","41772","11514","4423","0","8554","1153"
"Q9141","UNIV","PR","41593","11951","4486","0","8885","359"
"Q9189","UNIV","PR","41094","8693","4157","0","7592","731"
"Q9142","UNIV","PR","41973","12318","4560","0","9167","347"
"Q9187","UNIV","PR","40590","9698","4124","0","7789","480"
"Q9143","UNIV","PR","40972","12442","4475","0","8986","455"
"Q9145","UNIV","PR","40018","7549","4010","0","7904","689"
"Q9146","UNIV","PR","40991","12171","4497","0","9152","556"
"Q9147","UNIV","PR","42243","10389","4512","0","8729","2186"
"Q9148","UNIV","PR","41658","11453","4476","0","8982","972"
"Q9149","UNIV","PR","42220","11983","4550","0","9187","808"
"Q9171","UNIV","PR","41160","12153","4563","0","9491","120"
"Q9170","UNIV","PR","42117","7883","4189","0","8111","268"
"Q9150","UNIV","PR","42107","9828","4359","0","8768","1508"
"Q9151","UNIV","PR","40772","11074","4254","0","8844","941"
"Q9152","UNIV","PR","39928","10178","4213","0","8284","404"
"Q9153","UNIV","PR","41941","12107","4513","0","9018","371"
"Q9154","UNIV","PR","41554","11484","4502","0","9370","615"
"Q9155","UNIV","PR","42748","12192","4458","0","9287","591"
"Q9156","UNIV","PR","40167","11965","4401","0","8990","847"
"Q9157","UNIV","PR","41042","9710","4273","0","8760","102"
"Q9158","UNIV","PR","40450","12891","4546","0","8976","1972"
"Q9159","UNIV","PR","41056","15418","4680","0","9085","220"
"Q9160","UNIV","PR","41101","10441","4388","0","8822","945"
"Q9161","UNIV","PR","41156","11738","4483","66","9132","1024"
"Q9162","UNIV","PR","41350","12415","4417","0","8905","267"
"Q9182","UNIV","PR","41030","8397","4191","0","8640","903"
"Q9163","UNIV","PR","40568","10434","4251","0","8309","1359"
"Q9164","UNIV","PR","42672","10427","4427","0","8786","790"
"Q9165","UNIV","PR","41395","13785","4616","0","9294","177"
"Q9166","UNIV","PR","41914","11439","4411","0","9004","294"
"Q10602","UNIV","PR","40832","12776","4469","0","8502","617"
"Q9167","UNIV","PR","41585","11356","4407","0","9231","698"
"Q9168","UNIV","PR","41934","9085","4266","0","8459","694"
"Q9169","UNIV","PR","41882","11003","4379","0","8838","593"
"Q9138","UNIV","PR","40920","10419","4297","0","8513","516"
"Q9144","UNIV","PR","41465","10725","4404","0","8742","743"
"Q9177","UNIV","PR","40714","6493","3968","0","7393","507"
"Q9172","UNIV","PR","40418","9076","4160","0","8178","902"
"Q9176","UNIV","PR","39023","5939","3784","0","7645","513"
"Q9129","UNIV","PR","42998","11183","4372","0","8993","1930"
"M8659","UNIV","PR","42045","22545","0","0","9107","0"
"IR9963","UNIV","RI","28612","8870","3193","0","5843","523"
"IR8563","UNIV","RI","28707","11207","3330","0","6100","2286"
"Q10328","UNIV","RI","28643","0","2387","0","3868","0"
"Q9178","UNIV","RI","28279","5986","2830","0","4891","613"
"Q9173","UNIV","RI","28304","2824","2575","0","4277","4205"
"Q9174","UNIV","RI","28672","5315","2526","0","4929","4772"
"Q9183","UNIV","RI","28643","5486","2866","0","4910","1481"
"Q9175","UNIV","RI","28643","10850","3010","0","5547","616"
"Q9128","UNIV","RI","28119","4900","2827","0","4280","1121"
"Q9181","UNIV","RI","28224","3093","2554","0","4480","2128"
"Q9179","UNIV","RI","28523","2592","2450","0","4429","1222"
"Q9810","UNIV","RI","27037","1750","2471","0","3649","843"
"Q9186","UNIV","RI","28158","3067","2406","0","4231","5213"
"Q9135","UNIV","RI","28283","6137","2724","0","4989","203"
