"Istituzione","Contratto","Categoria","Stipendio","Ria","Tredicesima","Straordinario","Indennità Fisse","Altre Accessorie"
"C4588","RALN","CD","24338","834","2113","628","6806","0"
"C4589","RALN","CD","24338","0","2043","2074","806","1500"
"C4590","RALN","CD","24047","370","2305","449","5066","2452"
"C4591","RALN","CD","26488","201","2730","149","8747","973"
"C4593","RALN","CD","22198","61","2326","345","8120","0"
"C4592","RALN","CD","22168","0","1586","68","11174","0"
"C4594","RALN","CD","24338","0","2043","425","9653","0"
"C4597","RALN","CD","24858","0","2087","162","15266","3089"
"C4598","RALN","CD","26052","281","2213","646","5783","1989"
"C4601","RALN","CD","27039","1517","2584","365","4025","0"
"C4602","RALN","CD","24338","556","2606","860","7004","0"
"C4603","RALN","CD","25755","340","2191","354","810","2925"
"C4604","RALN","CD","25169","433","2234","0","805","1371"
"C4606","RALN","CD","25378","631","2198","0","8377","1845"
"C4607","RALN","CD","26510","829","3272","780","13534","0"
"C4608","RALN","CD","25378","483","2186","562","7915","0"
"C4609","RALN","CD","25524","206","2340","395","4138","1843"
"C4610","RALN","CD","28432","584","2436","137","822","16339"
"C4612","RALN","CD","23281","246","2934","720","14136","114"
"C4614","RALN","CD","24338","0","2028","0","623","2160"
"C4615","RALN","CD","25378","426","2181","332","8907","179"
"C4617","RALN","CD","21164","759","1789","0","10444","677"
"C4619","RALN","CD","26511","795","3215","222","11899","4568"
"C4623","RALN","CD","23582","275","2261","226","4981","2375"
"C4624","RALN","CD","23847","240","2357","286","5892","1414"
"C4626","RALN","CD","21167","0","2400","649","7227","3020"
"C4627","RALN","CD","25215","294","2150","1017","1119","8984"
"C4629","RALN","CD","22224","293","2520","0","8342","0"
"C4630","RALN","CD","25375","312","2676","387","8669","2689"
"C4633","RALN","CD","26511","750","2271","803","11622","618"
"C4636","RALN","CD","24455","352","2713","256","9438","1167"
"C4635","RALN","CD","25181","257","2548","701","6678","254"
"C4637","RALN","CD","22204","733","2656","0","12823","0"
"C4640","RALN","CD","26119","206","2980","242","12243","239"
"C4641","RALN","CD","22204","17","2300","185","8043","2113"
"C4642","RALN","CD","23682","353","2369","681","5582","2251"
"C4643","RALN","CD","24338","0","3105","0","16413","0"
"C4644","RALN","CD","25378","348","2160","19","1956","10000"
"C4651","RALN","CD","28343","672","3061","664","9199","1174"
"C4652","RALN","CD","28343","728","3090","578","8848","1144"
"C4660","RALN","CD","24049","361","2434","185","6771","1684"
"C4661","RALN","CD","21766","345","2026","1417","2817","567"
"C4664","RALN","CD","24338","0","3049","0","14656","5101"
"C12502","RALN","CD","23698","343","2386","1235","5190","1518"
"C4666","RALN","CD","25062","642","3135","47","12704","0"
"C4667","RALN","CD","22204","0","1864","1671","5954","0"
"C4668","RALN","CD","24476","312","2090","752","1018","464"
"C4669","RALN","CD","22698","320","1933","209","4434","1879"
"C4672","RALN","CD","24338","362","2561","733","8234","0"
"C4673","RALN","CD","24899","735","2375","1020","3725","670"
"C4674","RALN","CD","23155","246","2155","664","4263","1060"
"C4677","RALN","CD","26511","0","3234","906","20666","0"
"C4678","RALN","CD","25030","201","2095","202","4823","2473"
"C4679","RALN","CD","24858","0","2087","1340","8073","1108"
"C4682","RALN","CD","25378","128","2156","4113","2103","2800"
"C4683","RALN","CD","23876","324","1852","170","10312","97"
"C4688","RALN","CD","22224","0","2263","45","6849","1722"
"C4687","RALN","CD","21465","0","2518","0","7972","323"
"C4689","RALN","CD","23022","324","2438","111","7971","379"
"C4690","RALN","CD","25010","316","2372","274","4087","2079"
"C4685","RALN","CD","25378","773","2195","932","9582","341"
"C4518","RALN","CD","23971","279","2170","708","2932","2972"
"C4692","RALN","CD","24755","46","3069","658","15186","10750"
"C8306","RALN","CD","25378","385","2834","347","11055","45"
"C4694","RALN","CD","24309","267","2377","570","7378","682"
"C4695","RALN","CD","22851","133","2088","196","3216","1619"
"C4696","RALN","CD","23827","238","2369","1046","6154","1360"
"C4697","RALN","CD","22570","74","2466","173","9272","683"
"C4698","RALN","CD","25014","350","2900","233","12358","264"
"C4700","RALN","CD","22224","432","1902","115","13291","0"
"C4699","RALN","CD","24145","344","2036","179","5144","1528"
"C4701","RALN","CD","23627","0","2543","0","8357","0"
"C4703","RALN","CD","21768","252","1817","101","6582","1167"
"C4704","RALN","CD","25425","5473","3215","896","9263","0"
"C12290","RALN","CD","25134","496","2137","148","10189","2757"
"C4707","RALN","CD","25151","449","2638","139","6680","759"
"C4708","RALN","CD","24338","0","2037","230","8108","0"
"C4709","RALN","CD","21512","0","2156","135","4969","0"
"C4710","RALN","CD","22204","0","2812","437","16979","0"
"C4711","RALN","CD","23797","350","2839","104","10426","0"
"C4712","RALN","CD","23370","275","2096","461","3288","1789"
"C4713","RALN","CD","24338","1136","2678","0","7283","0"
"C4714","RALN","CD","25618","114","2763","368","10913","785"
"C4716","RALN","CD","22204","0","2349","792","6605","0"
"C4719","RALN","CD","24541","207","2758","316","11146","0"
"C4720","RALN","CD","25553","266","2723","3","8596","293"
"C4723","RALN","CD","22682","465","2579","0","9264","716"
"C4722","RALN","CD","25014","98","2857","750","12039","74"
"C4724","RALN","CD","23251","0","2016","1742","13774","2264"
"C4725","RALN","CD","23188","0","2510","474","8666","685"
"C4726","RALN","CD","23474","441","2530","0","6522","548"
"C4729","RALN","CD","24303","403","2665","246","9301","878"
"C4730","RALN","CD","22204","0","2473","330","8090","1291"
"C4731","RALN","CD","24858","460","2630","1053","8472","2131"
"C4733","RALN","CD","24325","259","1969","0","5552","0"
"C4735","RALN","CD","22074","227","2181","249","5461","1558"
"C4737","RALN","CD","22204","626","1916","1355","11140","0"
"C2607","RALN","CD","22204","737","1912","0","1803","6000"
"C4738","RALN","CD","23839","144","2021","96","8435","90"
"C4740","RALN","CD","21513","3037","2455","216","6597","825"
"C4741","RALN","CD","24013","165","2014","2339","11884","914"
"C4742","RALN","CD","22998","2","1963","249","11700","381"
"C4744","RALN","CD","25378","0","2131","1048","15980","0"
"C4745","RALN","CD","28343","638","2433","407","19686","0"
"C4746","RALN","CD","25608","221","2166","159","17185","1935"
"C4747","RALN","CD","28343","0","3209","311","13435","1877"
"C4748","RALN","CD","26511","468","3124","0","13628","1638"
"C4751","RALN","CD","22862","216","1938","576","8145","1280"
"C4750","RALN","CD","25378","629","2875","0","2832","8308"
"C4752","RALN","CD","28343","170","2445","1642","3780","12343"
"C4753","RALN","CD","25324","128","2107","434","11035","79"
"C4756","RALN","CD","27023","299","2907","295","10355","280"
"C4761","RALN","CD","25787","684","2149","0","833","0"
"C4762","RALN","CD","25379","225","2715","258","9438","842"
"C4763","RALN","CD","23974","156","2026","0","10781","642"
"C4766","RALN","CD","23273","0","1954","2264","14798","0"
"C4767","RALN","CD","28343","820","2430","523","16975","1911"
"C4770","RALN","CD","22204","0","2505","0","12975","0"
"C4771","RALN","CD","25378","351","1764","0","3429","0"
"C4768","RALN","CD","24152","143","2169","728","7658","2587"
"C4775","RALN","CD","21167","744","2831","261","13801","7009"
"C4776","RALN","CD","22204","704","2392","539","18058","477"
"C4778","RALN","CD","24988","188","2812","123","9398","2389"
"C4779","RALN","CD","24186","176","2704","395","11019","915"
"C4773","RALN","CD","25377","799","2181","0","11643","0"
"C1021","RALN","CD","25378","0","2627","0","6773","0"
"C4780","RALN","CD","25440","373","2121","633","9109","1272"
"C4781","RALN","CD","21167","0","3008","0","20786","0"
"C4782","RALN","CD","25075","798","2834","451","10909","809"
"C4783","RALN","CD","24707","0","2077","142","1039","3473"
"C4784","RALN","CD","25944","0","2178","315","11822","1250"
"C4785","RALN","CD","25175","298","2690","23","10626","1974"
"C4788","RALN","CD","24663","155","2342","327","4747","1395"
"C4789","RALN","CD","26143","29","2531","136","5904","1226"
"C4790","RALN","CD","25881","698","2564","939","5755","4537"
"C4791","RALN","CD","28343","239","2382","217","16410","30"
"C4792","RALN","CD","25067","594","2158","296","8924","1040"
"C4794","RALN","CD","21590","276","1887","625","790","0"
"C4795","RALN","CD","24308","837","2539","48","7506","2877"
"C4796","RALN","CD","24358","133","2692","833","8995","316"
"C4798","RALN","CD","25378","573","2928","752","11871","0"
"C4799","RALN","CD","23294","181","2445","311","7880","389"
"C4800","RALN","CD","24338","423","2754","212","10708","0"
"C4801","RALN","CD","25906","229","2946","429","9888","38"
"C4802","RALN","CD","25807","321","2177","0","12239","1133"
"C4803","RALN","CD","27014","526","2295","628","11347","872"
"C4804","RALN","CD","25745","215","2145","128","841","1547"
"C4805","RALN","CD","28343","907","3185","424","12715","0"
"C4806","RALN","CD","22753","0","2758","638","13101","368"
"C4807","RALN","CD","24643","50","2381","744","5648","1601"
"C4809","RALN","CD","24465","7","2286","545","4211","1984"
"C4810","RALN","CD","24834","208","2093","102","5536","3707"
"C4813","RALN","CD","24338","0","2043","469","8865","3000"
"C4817","RALN","CD","24788","246","2102","352","10982","547"
"C4818","RALN","CD","26196","477","2285","604","2220","3614"
"C4819","RALN","CD","21512","0","2181","0","6085","0"
"C4820","RALN","CD","23149","0","2342","34","9059","1669"
"C4821","RALN","CD","23313","360","2159","906","2772","3386"
"C4823","RALN","CD","25794","270","2100","1466","995","3614"
"C4824","RALN","CD","24427","412","2085","375","7632","1370"
"C4825","RALN","CD","22488","249","2410","124","8436","1177"
"C4827","RALN","CD","25424","217","2119","0","5169","575"
"C4829","RALN","CD","24091","90","2443","118","7465","1430"
"C4830","RALN","CD","23273","341","1983","645","9061","0"
"C4833","RALN","CD","21167","0","2473","0","146","0"
"C4834","RALN","CD","25756","57","2167","1190","17820","3127"
"C4835","RALN","CD","25344","43","2581","273","7677","376"
"C4836","RALN","CD","23739","312","2019","278","4169","1826"
"C4837","RALN","CD","23281","280","1978","195","10332","0"
"C4838","RALN","CD","25896","410","2671","110","8215","873"
"C4839","RALN","CD","25580","135","2630","646","7961","3328"
"C4840","RALN","CD","20908","0","1800","0","1359","232"
"C4841","RALN","CD","22851","0","1904","1688","11137","4608"
"C4842","RALN","CD","24929","0","2493","0","9836","1418"
"C4843","RALN","CD","24055","456","2058","293","7927","3812"
"C4844","RALN","CD","25094","1057","3031","186","10804","0"
"C4845","RALN","CD","23627","630","2485","1273","6185","0"
"C4846","RALN","CD","23269","11","1954","88","9609","941"
"C4847","RALN","CD","23362","165","2229","808","4666","848"
"C4850","RALN","CD","24685","317","2750","594","9653","181"
"C4851","RALN","CD","23919","429","2057","1100","1161","2569"
"C4852","RALN","CD","28343","562","2933","744","9115","0"
"C4853","RALN","CD","24351","101","2830","1707","12894","1476"
"C4854","RALN","CD","25378","0","2131","687","813","5412"
"C4855","RALN","CD","21167","0","2498","238","9436","98"
"C4856","RALN","CD","26133","240","2868","0","10633","0"
"C4857","RALN","CD","24338","511","2861","666","10102","0"
"C4858","RALN","CD","24098","134","2800","96","9986","0"
"C4859","RALN","CD","23561","202","2145","1207","3130","2927"
"C4860","RALN","CD","23850","1268","2459","488","6474","351"
"C4862","RALN","CD","27898","539","2382","588","992","1293"
"C4863","RALN","CD","21167","0","1764","0","11851","0"
"C4864","RALN","CD","24338","777","2800","1344","10014","0"
"C4865","RALN","CD","25378","0","2131","576","11613","0"
"C4867","RALN","CD","26496","311","2644","456","6644","836"
"C4868","RALN","CD","23928","158","2195","622","5879","3036"
"C4869","RALN","CD","24685","313","2098","653","4129","7092"
"C4870","RALN","CD","23841","317","2386","461","6303","824"
"C4871","RALN","CD","24983","270","2137","262","3948","1869"
"C4872","RALN","CD","26511","1204","3326","0","12022","4462"
"C4873","RALN","CD","25378","723","2191","1601","813","8000"
"C4877","RALN","CD","27339","418","2329","1364","2340","3802"
"C4878","RALN","CD","26264","546","2250","416","8040","2029"
"C4876","RALN","CD","24349","618","2536","280","6254","255"
"C4879","RALN","CD","23462","150","2353","436","6434","2048"
"C4880","RALN","CD","26487","595","2187","116","8570","3008"
"C4883","RALN","CD","24185","208","2340","663","4321","688"
"C4885","RALN","CD","27602","541","2855","173","8636","3246"
"C4886","RALN","CD","26511","1502","3301","2694","15072","0"
"C4887","RALN","CD","26969","199","2430","221","5165","2053"
"C4888","RALN","CD","23747","385","2053","576","3826","3011"
"C4889","RALN","CD","22896","220","1942","248","14710","1284"
"C4890","RALN","CD","23810","200","2025","181","8895","1388"
"C4891","RALN","CD","21167","201","1854","1066","9016","0"
"C4893","RALN","CD","23121","156","1858","1182","5550","1740"
"C4894","RALN","CD","23291","130","2879","250","8081","1675"
"C4895","RALN","CD","22753","0","2251","1046","6115","634"
"C4896","RALN","CD","22923","337","1938","58","8794","0"
"C4897","RALN","CD","24348","483","2230","108","4656","0"
"C4898","RALN","CD","24108","747","3038","7430","12764","1965"
"C4899","RALN","CD","23754","67","2004","1614","6807","204"
"C4902","RALN","CD","25692","383","2667","612","8140","1173"
"C4903","RALN","CD","23718","329","1951","169","6705","1990"
"C4904","RALN","CD","24823","252","2340","699","4595","2682"
"C962","RALN","CD","25375","474","2193","1560","5899","1776"
"C4256","RALN","CD","25376","217","2497","372","7183","1187"
"C4910","RALN","CD","24781","263","2326","532","4070","2602"
"C4909","RALN","CD","23155","279","1837","392","7072","700"
"C4912","RALN","CD","22204","206","2487","383","8053","0"
"C4911","RALN","CD","24514","238","2400","256","6008","1168"
"C4913","RALN","CD","22621","148","2230","379","5522","1604"
"C4914","RALN","CD","23281","637","2188","995","3534","384"
"C4915","RALN","CD","23109","136","2177","421","4428","1326"
"C4916","RALN","CD","23485","352","2001","454","802","1708"
"C4918","RALN","CD","22790","186","1929","284","4768","1639"
"C4917","RALN","CD","24998","115","2518","429","7217","615"
"C4919","RALN","CD","24207","31","2575","163","9300","1381"
"C4921","RALN","CD","25445","244","2649","698","8787","1368"
"C4920","RALN","CD","24720","300","2121","806","2199","2254"
"C4922","RALN","CD","24338","0","2639","527","9670","10515"
"C4923","RALN","CD","24717","346","2506","275","6925","3461"
"C4924","RALN","CD","24338","0","3037","0","12724","12949"
"C4925","RALN","CD","24338","357","2573","520","7781","0"
"C4927","RALN","CD","25696","292","2054","549","12209","573"
"C4926","RALN","CD","23733","159","2422","189","7078","1567"
"C4928","RALN","CD","25945","60","2184","0","9318","2867"
"C4930","RALN","CD","24940","145","2656","239","8010","202"
"C4931","RALN","CD","26997","275","2299","1139","1145","2131"
"C4932","RALN","CD","22423","0","2301","621","7170","1679"
"C4933","RALN","CD","24193","120","2041","28","7332","1784"
"C4934","RALN","CD","23273","302","1979","0","3380","625"
"C4935","RALN","CD","22370","217","2093","155","4043","678"
"C4936","RALN","CD","21858","0","2092","619","4677","267"
"C4937","RALN","CD","25526","321","2738","260","9376","0"
"C4939","RALN","CD","25425","541","2691","825","14568","0"
"C4940","RALN","CD","25751","216","2370","606","3643","1295"
"C4941","RALN","CD","24411","200","2240","774","3751","0"
"C4942","RALN","CD","25031","227","2704","0","9707","1233"
"C4943","RALN","CD","24348","51","2786","203","12173","1091"
"C4944","RALN","CD","24324","0","2727","527","10669","0"
"C4945","RALN","CD","23799","234","2350","314","5970","1757"
"C4947","RALN","CD","27008","218","3010","0","13688","333"
"C4949","RALN","CD","26511","1164","3161","1414","13401","0"
"C4950","RALN","CD","24398","388","2084","488","5433","1603"
"C4951","RALN","CD","28343","503","3383","143","15499","0"
"C4952","RALN","CD","28205","0","2356","0","690","8200"
"C4953","RALN","CD","25883","622","2639","691","6194","1162"
"C4954","RALN","CD","24005","293","2040","826","5947","1340"
"C4955","RALN","CD","24362","443","2509","805","7649","299"
"C4956","RALN","CD","26511","114","2235","536","12343","0"
"C4957","RALN","CD","23538","191","1990","0","8121","0"
"C4958","RALN","CD","24076","113","2403","350","5385","211"
"C4959","RALN","CD","24204","71","2022","159","6047","1647"
"C4960","RALN","CD","23973","0","2513","938","8265","0"
"C4963","RALN","CD","24951","94","2457","761","6267","2159"
"C4964","RALN","CD","26410","445","1764","0","697","0"
"C4966","RALN","CD","24787","305","2313","349","4062","2995"
"C4967","RALN","CD","28343","717","3376","632","14287","0"
"C4968","RALN","CD","25274","282","2146","346","13964","2238"
"C4969","RALN","CD","24885","0","2098","0","8162","408"
"C4971","RALN","CD","22586","213","1898","200","8062","1128"
"C4972","RALN","CD","24065","700","2918","237","13815","23"
"C4973","RALN","CD","25719","191","2446","619","5370","1141"
"C4974","RALN","CD","24186","260","2863","184","13307","711"
"C4975","RALN","CD","23723","239","1997","66","9979","199"
"C4976","RALN","CD","24338","107","2052","345","7744","0"
"C4977","RALN","CD","22204","227","1917","1211","8255","683"
"C4978","RALN","CD","25557","327","2177","496","1545","0"
"C4980","RALN","CD","26502","464","3310","409","5344","191"
"C4979","RALN","CD","24338","730","2599","410","6745","0"
"C4984","RALN","CD","22666","219","1921","467","2321","726"
"C4985","RALN","CD","22753","0","1904","117","6715","0"
"C4987","RALN","CD","24295","223","2509","702","7193","692"
"C4990","RALN","CD","25378","0","2131","867","13313","0"
"C4989","RALN","CD","24338","686","2754","3774","8652","0"
"C4991","RALN","CD","26649","58","2243","0","16371","0"
"C4992","RALN","CD","24338","0","2043","0","8862","0"
"C4994","RALN","CD","22250","442","2130","431","5012","1903"
"C4995","RALN","CD","25378","156","2519","178","6532","1150"
"C4996","RALN","CD","24639","287","2187","638","2162","121"
"C4997","RALN","CD","28343","933","4425","345","24315","3123"
"C4999","RALN","CD","22909","642","1963","415","2401","2220"
"C5001","RALN","CD","24338","0","2043","110","806","3997"
"C5002","RALN","CD","22479","0","1887","279","5069","258"
"C5003","RALN","CD","23520","0","2221","193","6811","2101"
"C5004","RALN","CD","21167","0","1838","207","2606","4300"
"C5005","RALN","CD","25378","295","1545","498","8239","2367"
"C5007","RALN","CD","23610","127","2151","291","3283","3218"
"C5009","RALN","CD","23752","229","2452","341","4342","482"
"C5010","RALN","CD","24351","250","2711","117","11537","739"
"C5011","RALN","CD","21976","55","1836","258","13031","2161"
"C5013","RALN","CD","25095","44","2203","0","3105","393"
"C5014","RALN","CD","28343","592","2429","790","839","2013"
"C5015","RALN","CD","23608","227","2096","1060","2491","1353"
"C5016","RALN","CD","25130","439","2341","311","3490","561"
"C5018","RALN","CD","22204","0","2501","367","10455","0"
"C2968","RALN","CD","23791","0","2767","836","12533","74"
"C8268","RALN","CD","26511","4","2226","2109","9604","1658"
"C5019","RALN","CD","25378","21","2641","921","8542","0"
"C5022","RALN","CD","23447","156","2126","227","5964","574"
"C5023","RALN","CD","24338","0","1173","646","13106","0"
"C5024","RALN","CD","25274","134","2133","481","11142","491"
"C5025","RALN","CD","23453","286","2408","693","5865","2147"
"C5026","RALN","CD","22204","0","2949","90","17020","0"
"C5028","RALN","CD","26394","0","2280","119","13208","492"
"C5030","RALN","CD","26511","574","2919","212","9380","372"
"C5031","RALN","CD","22809","437","2649","847","10579","1129"
"C5032","RALN","CD","24115","109","2040","710","924","1853"
"C5033","RALN","CD","25339","105","2312","238","4338","1924"
"C5034","RALN","CD","21080","0","1769","0","8087","0"
"C5035","RALN","CD","23532","0","1974","321","9091","642"
"C5038","RALN","CD","25326","205","2551","1013","5830","1148"
"C5039","RALN","CD","23262","0","1938","297","9639","2388"
"C5040","RALN","CD","26511","589","2868","2048","7943","0"
"C5041","RALN","CD","23485","282","2004","431","6383","2798"
"C5042","RALN","CD","24174","198","2046","322","7300","568"
"C5044","RALN","CD","26511","215","2227","884","13534","938"
"C5045","RALN","CD","24338","135","2773","0","10354","416"
"C5046","RALN","CD","26341","437","2797","278","7396","0"
"C5048","RALN","CD","24564","0","2299","1248","2834","4414"
"C5049","RALN","CD","26443","0","2598","918","5675","2730"
"C5051","RALN","CD","24725","136","2308","626","8743","2152"
"C5050","RALN","CD","21812","645","1856","0","10115","652"
"C5052","RALN","CD","25532","352","2578","405","6921","715"
"C5053","RALN","CD","28343","348","2408","0","9605","0"
"C5054","RALN","CD","23974","791","2079","885","13345","0"
"C5055","RALN","CD","24338","0","2391","663","5654","0"
"C5057","RALN","CD","22359","393","2150","596","4052","717"
"C5059","RALN","CD","26009","42","2671","430","8059","584"
"C5060","RALN","CD","21167","0","2588","0","12420","0"
"C5061","RALN","CD","24338","892","2118","378","8167","0"
"C5062","RALN","CD","22570","0","2225","61","5922","0"
"C5063","RALN","CD","23829","199","2241","384","4175","682"
"C5064","RALN","CD","24882","320","2175","440","1812","428"
"C1466","RALN","CD","21980","999","1994","0","16854","0"
"C5065","RALN","CD","25376","191","2600","130","8154","2123"
"C5066","RALN","CD","26861","207","3203","650","15040","84"
"C5067","RALN","CD","23273","0","1954","0","11567","0"
"C5069","RALN","CD","26076","515","2232","76","5938","107"
"C5071","RALN","CD","26511","620","2874","491","8751","0"
"C5072","RALN","CD","26150","226","2561","0","5544","53"
"C5073","RALN","CD","23547","319","2306","171","3001","1344"
"C5074","RALN","CD","21858","106","1844","773","1040","3835"
"C5075","RALN","CD","23556","0","2427","240","8089","985"
"C5076","RALN","CD","23867","116","2018","247","7881","2521"
"C5077","RALN","CD","25090","77","2838","104","12367","526"
"C5079","RALN","CD","23832","181","2313","340","5373","945"
"C5080","RALN","CD","27008","516","2320","96","12315","7407"
"C5082","RALN","CD","24584","446","2101","463","13345","0"
"C5081","RALN","CD","22916","205","1946","385","13284","782"
"C5085","RALN","CD","24745","122","2285","843","4201","3114"
"C5086","RALN","CD","23791","210","2015","169","5131","0"
"C5088","RALN","CD","24762","319","2713","221","9606","1371"
"C5089","RALN","CD","25378","1069","3020","755","10413","0"
"C5090","RALN","CD","24338","0","2727","158","11132","0"
"C5093","RALN","CD","25086","238","2686","0","7565","112"
"C5094","RALN","CD","24065","128","2507","305","8420","498"
"C5095","RALN","CD","23935","210","2038","408","7539","1165"
"C4464","RALN","CD","24325","0","2841","43","12120","382"
"C4616","RALN","CD","24335","393","2076","1410","3171","3391"
"C5096","RALN","CD","25204","336","2149","779","1048","3259"
"C5097","RALN","CD","24755","313","2724","780","10251","4582"
"C5098","RALN","CD","26511","511","2730","0","6261","0"
"C5100","RALN","CD","23482","349","2273","120","4058","2"
"C5101","RALN","CD","28343","0","2380","0","8670","11010"
"C5099","RALN","CD","27053","189","2810","346","7878","652"
"C5102","RALN","CD","23361","0","2772","85","13232","0"
"C5103","RALN","CD","21167","233","1860","347","12746","0"
"C5104","RALN","CD","22204","751","1927","366","6987","0"
"C5105","RALN","CD","23541","264","2879","104","13200","614"
"C5106","RALN","CD","23290","170","2182","398","4221","1474"
"C5109","RALN","CD","24858","0","3062","1895","15176","3259"
"C5110","RALN","CD","21838","5","2295","781","6303","0"
"C5111","RALN","CD","24338","299","2292","591","4248","1216"
"C5112","RALN","CD","22845","266","2157","292","3881","2470"
"C5114","RALN","CD","24238","146","2368","522","5610","1016"
"C5115","RALN","CD","24358","465","2978","281","14437","0"
"C5116","RALN","CD","24309","0","2040","213","10154","390"
"C5118","RALN","CD","27165","0","2177","0","5274","0"
"C5117","RALN","CD","23334","137","2504","332","10305","5581"
"C5120","RALN","CD","24815","408","2472","431","6092","1248"
"C5121","RALN","CD","24859","181","2103","397","14395","0"
"C5122","RALN","CD","24038","37","2643","0","10085","729"
"C5126","RALN","CD","24868","258","2110","0","14838","0"
"C5128","RALN","CD","22204","0","2265","0","6753","2381"
"C5127","RALN","CD","22837","128","2085","267","3319","2215"
"C5125","RALN","CD","25378","890","2205","144","15605","0"
"C5131","RALN","CD","25823","172","2298","615","2944","4150"
"C5132","RALN","CD","22916","0","2372","0","6173","1606"
"C5133","RALN","CD","27427","0","2286","0","3837","5048"
"C5134","RALN","CD","27084","618","3162","0","11776","0"
"C5136","RALN","CD","23521","220","2253","408","4631","648"
"C5137","RALN","CD","25543","208","2106","411","4515","2099"
"C5138","RALN","CD","24338","637","2081","928","17498","492"
"C5139","RALN","CD","24338","226","2449","346","6960","254"
"C5140","RALN","CD","28343","199","2396","0","830","0"
"C5141","RALN","CD","23382","422","2936","0","15432","814"
"C5145","RALN","CD","28343","213","2405","0","12735","3798"
"C5146","RALN","CD","24338","256","2065","831","3900","0"
"C5148","RALN","CD","25358","0","2185","515","9476","250"
"C5149","RALN","CD","23156","0","2076","79","12791","997"
"C5150","RALN","CD","24338","0","2631","1164","10096","0"
"C5151","RALN","CD","24608","214","2897","670","13462","686"
"C5152","RALN","CD","24859","513","2750","1569","9981","1023"
"C5153","RALN","CD","24977","590","2564","0","3752","944"
"C5154","RALN","CD","24730","430","2848","228","12615","960"
"C5155","RALN","CD","21686","0","2775","145","15017","0"
"C5156","RALN","CD","25378","288","2155","999","812","1316"
"C5157","RALN","CD","25176","184","2134","240","11184","1872"
"C5158","RALN","CD","24334","58","2291","1234","7171","1160"
"C5162","RALN","CD","27732","524","3102","353","9582","0"
"C5161","RALN","CD","22204","163","2446","640","8217","0"
"C5159","RALN","CD","22224","264","2255","88","6382","3915"
"C5160","RALN","CD","21167","296","2795","0","13939","2113"
"C5165","RALN","CD","24632","250","2431","1818","1761","3530"
"C5163","RALN","CD","24962","86","2805","675","4520","2512"
"C5164","RALN","CD","26511","771","2290","0","10822","0"
"C5167","RALN","CD","22204","0","1850","617","13441","89"
"C5169","RALN","CD","25951","779","3218","200","12505","1530"
"C5170","RALN","CD","23684","181","2037","263","2054","3104"
"C5171","RALN","CD","23547","739","2290","293","5158","4248"
"C5172","RALN","CD","23628","225","2611","610","10449","516"
"C5173","RALN","CD","24858","518","2130","103","8470","2935"
"C5176","RALN","CD","24338","0","2736","396","11364","0"
"C5177","RALN","CD","23262","394","2490","337","8189","0"
"C5179","RALN","CD","24842","408","2104","902","6228","737"
"C5178","RALN","CD","26278","264","2487","466","4654","468"
"C5182","RALN","CD","23805","168","2244","109","3564","0"
"C5184","RALN","CD","23508","614","2483","225","7919","819"
"C5187","RALN","CD","24553","0","2647","1741","9829","2647"
"C5189","RALN","CD","26482","529","2717","517","7594","3909"
"C5188","RALN","CD","24237","491","2282","1022","4890","1557"
"C5191","RALN","CD","22710","305","1916","443","16030","0"
"C5193","RALN","CD","24338","0","2044","333","13180","0"
"C5194","RALN","CD","21858","295","2258","0","6605","2526"
"C5197","RALN","CD","28343","0","3005","730","8336","0"
"C5198","RALN","CD","24338","113","2730","422","10785","0"
"C5201","RALN","CD","24485","307","2408","170","5726","891"
"C5203","RALN","CD","22368","125","1889","601","4854","1282"
"C5205","RALN","CD","24358","713","2089","305","623","2120"
"C5206","RALN","CD","22753","85","2140","0","3462","3244"
"C5208","RALN","CD","23397","239","2534","199","7554","2596"
"C5209","RALN","CD","23805","157","2145","330","3801","568"
"C5210","RALN","CD","26357","732","2257","78","3603","59"
"C5211","RALN","CD","29113","333","2661","672","812","71"
"C5213","RALN","CD","21167","0","1777","519","8281","0"
"C5214","RALN","CD","27427","312","2312","0","10846","0"
"C5215","RALN","CD","23690","254","2217","568","4058","1811"
"C5216","RALN","CD","23879","290","2304","77","4195","986"
"C5217","RALN","CD","25898","348","3239","0","818","0"
"C5220","RALN","CD","22204","901","2578","0","10112","0"
"C5221","RALN","CD","21167","0","1764","223","6024","6422"
"C5222","RALN","CD","26058","738","2249","1712","5194","2835"
"C5223","RALN","CD","21167","0","2379","992","9932","0"
"C5224","RALN","CD","21167","788","1843","210","8087","0"
"C5226","RALN","CD","23759","208","2010","308","3035","1558"
"C5227","RALN","CD","26511","0","3055","1921","13742","0"
"C5229","RALN","CD","28343","511","2993","0","9497","300"
"C5230","RALN","CD","21686","0","2839","0","14720","155"
"C5231","RALN","CD","23791","483","2559","0","7047","1141"
"C5232","RALN","CD","22204","155","1118","0","790","3626"
"C5233","RALN","CD","26101","149","2735","401","7128","890"
"C5234","RALN","CD","24781","267","2092","86","7722","1942"
"C5241","RALN","CD","23363","254","2234","467","4643","2549"
"C5242","RALN","CD","22702","26","2201","188","5560","658"
"C5243","RALN","CD","22794","582","1911","0","4805","332"
"C5244","RALN","CD","23281","665","2006","0","13998","0"
"C5245","RALN","CD","27732","545","3042","2377","9216","0"
