"Istituzione","Contratto","Categoria Partenza","Qualifica Partenza","Categoria Arrivo","Qualifica Arrivo","Tipo Passaggio","Numero Passaggi"
"Q9152","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9153","UNIV","RI","0D0177","PR","0D0169","V","2"
"Q9154","UNIV","RI","0D0177","PR","0D0169","V","13"
"Q9155","UNIV","RI","0D0177","PR","0D0169","V","55"
"Q9156","UNIV","RI","0D0177","PR","0D0169","V","4"
"Q9157","UNIV","RI","0D0177","PR","0D0169","V","7"
"Q9159","UNIV","RI","0D0177","PR","0D0169","V","6"
"Q9160","UNIV","RI","0D0177","PR","0D0169","V","29"
"Q9161","UNIV","RI","0D0177","PR","0D0169","V","20"
"Q9162","UNIV","RI","0D0177","PR","0D0169","V","24"
"Q9182","UNIV","RI","0D0177","PR","0D0169","V","5"
"Q9163","UNIV","RI","0D0177","PR","0D0169","V","46"
"Q9164","UNIV","RI","0D0177","PR","0D0169","V","23"
"Q9165","UNIV","RI","0D0177","PR","0D0169","V","10"
"Q9166","UNIV","RI","0D0177","PR","0D0169","V","20"
"Q10602","UNIV","RI","0D0177","PR","0D0169","V","8"
"Q9167","UNIV","RI","0D0177","PR","0D0169","V","7"
"Q9168","UNIV","RI","0D0177","PR","0D0169","V","9"
"Q9169","UNIV","RI","0D0177","PR","0D0169","V","4"
"Q9138","UNIV","RI","0D0177","PR","0D0169","V","34"
"Q9144","UNIV","RI","0D0177","PR","0D0169","V","19"
"Q9172","UNIV","RI","0D0177","PR","0D0169","V","2"
"Q9176","UNIV","RI","0D0177","PR","0D0169","V","1"
"Q9129","UNIV","RI","0D0177","PR","0D0169","V","36"
"Q9147","UNIV","RI","0D0177","PR","0D0168","V","1"
"Q9151","UNIV","RI","0D0177","PR","0D0168","V","1"
"Q9130","UNIV","RI","0D0177","PR","0D0167","V","2"
"Q9132","UNIV","RI","0D0177","PR","0D0167","V","1"
"Q9189","UNIV","RI","0D0177","PR","0D0167","V","11"
"Q9158","UNIV","RI","0D0177","PR","0D0167","V","8"
"Q9162","UNIV","RI","0D0177","PR","0D0167","V","1"
"Q9138","UNIV","RI","0D0177","PR","0D0167","V","1"
"Q9147","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9155","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9160","UNIV","RI","0D0176","PR","0D0169","V","1"
"Q9184","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9130","UNIV","RI","0D0176","PR","0D0168","V","3"
"Q9187","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9147","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9149","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9150","UNIV","RI","0D0176","PR","0D0168","V","3"
"Q9151","UNIV","RI","0D0176","PR","0D0168","V","4"
"Q9154","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9160","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9161","UNIV","RI","0D0176","PR","0D0168","V","2"
"Q9162","UNIV","RI","0D0176","PR","0D0168","V","3"
"Q9163","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9166","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9138","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9129","UNIV","RI","0D0176","PR","0D0168","V","1"
"Q9173","UNIV","RI","0D0178","PR","0D0169","V","2"
"Q9174","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9131","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9188","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9146","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9151","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9166","UNIV","RI","0D0178","PR","0D0169","V","1"
"Q9138","UNIV","RI","0D0178","PR","0D0169","V","3"
"LS11992","LS13","DI","0D00NF","LI","0000ND","V","1"
"LS12298","LS13","DI","0D00NF","LI","0000ND","V","1"
"LS12160","LS13","DI","0D00NF","LI","0000ND","V","2"
"CS9933","RALN","FP","0D0102","CC","042000","V","1"
"CS9933","RALN","FP","0D0102","CB","0B7000","V","1"
"C3669","RALN","FP","0D0102","CB","032000","V","3"
"AU12308","AUIN","LI","0000ND","DI","0D00NF","V","9"
"AU10075","AUIN","LI","0000ND","DI","0D00NF","V","4"
"U10326","SSNA","MD","SD0E33","DG","0D0097","V","1"
"U9834","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9579","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9412","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10545","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9543","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U10518","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U12382","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U12372","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U12383","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U11805","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9575","SSNA","MD","SD0E33","DG","0D0482","V","1"
"J8627","SSNA","MD","SD0E33","DG","0D0482","V","1"
"U9477","SSNA","MD","SD0E33","DG","0D0484","V","1"
"U9602","SSNA","MD","SD0E33","DG","0D0484","V","1"
"U9549","SSNA","MD","SD0E33","DG","0D0484","V","1"
"U9517","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U9559","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U9550","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U10733","SSNA","MD","SD0E34","DG","0D0482","V","1"
"U9551","SSNA","MD","SD0035","DG","0D0482","V","1"
"U10859","SSNA","MD","SD0036","MV","SD0A73","V","1"
"K8641","SSNA","MV","SD0E74","DG","0D0482","V","1"
"K8648","SSNA","MV","SD0E73","DG","0D0482","V","1"
"U9460","SSNA","MO","SD0047","MD","SD0035","V","1"
"LS11992","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS11928","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS12078","LS13","LI","0000ND","DI","0D00NF","V","2"
"LS11974","LS13","LI","0000ND","DI","0D00NF","V","2"
"LS11979","LS13","LI","0000ND","DI","0D00NF","V","1"
"LS12297","LS13","LI","0000ND","DI","0D00NF","V","7"
"D8338","EN60","LI","0000ND","DI","0D00NF","V","2"
"D8409","EN60","LI","0000ND","DI","0D00NF","V","1"
"D8410","EN60","LI","0000ND","DI","0D00NF","V","1"
"D8371","EN60","LI","0000ND","DI","0D00NF","V","1"
"D8335","EN60","LI","0000ND","DI","0D00NF","V","1"
"AG9845","EN60","LI","0000ND","DI","0D00NF","V","2"
"RS9830","SCTN","DO","014FPD","SA","098701","V","1"
"RS9211","SCBZ","BD","000IEM","DI","0D0164","V","1"
"RS9211","SCBZ","BD","000AGR","BA","0F4ATA","V","1"
"RS9211","SCBZ","BD","014154","DI","0D0158","V","1"
"RS9211","SCBZ","BD","014155","DI","0D0164","V","1"
"RS9211","SCBZ","BD","014155","BA","0F3ATA","V","1"
"RS9211","SCBZ","BD","014155","BA","0F4ATA","V","1"
"RS9211","SCBZ","BD","014155","BA","0F6ATA","V","1"
"RS9211","SCBZ","BD","016132","DI","0D0158","V","3"
"RS9211","SCBZ","BD","016135","DI","0D0158","V","1"
"RS9211","SCBZ","BA","0F7ATA","DI","0D0164","V","1"
"M10398","SCLA","DO","016132","SD","0D0158","V","52"
"RS9208","SCLA","DO","016132","IS","016630","V","7"
"M10398","SCLA","DO","016132","IS","016638","V","10"
"M10398","SCLA","DO","016132","SA","013159","V","28"
"M10398","SCLA","DO","016135","SD","0D0158","V","27"
"RS9208","SCLA","DO","016135","IS","016630","V","1"
"M10398","SCLA","DO","016135","IS","016630","V","46"
"RS9208","SCLA","DO","016135","IS","016638","V","1"
"RS9208","SCLA","DO","014154","SD","0D0158","V","1"
"M10398","SCLA","DO","014154","SD","0D0158","V","20"
"M10398","SCLA","DO","014154","IS","016630","V","31"
"M10398","SCLA","DO","014154","IS","016638","V","10"
"RS9208","SCLA","DO","014154","IS","014634","V","3"
"M10398","SCLA","DO","014154","IS","014714","V","5"
"M10398","SCLA","DO","014155","SD","0D0158","V","1"
"M10398","SCLA","DO","014155","IS","016630","V","14"
"M10398","SCLA","DO","014155","IS","016638","V","9"
"M10398","SCLA","DO","014155","IS","014634","V","27"
"M10398","SCLA","DO","014155","SA","011121","V","1"
"M10398","SCLA","DO","014143","SD","0D0158","V","1"
"M10398","SCLA","DO","014143","IS","016630","V","9"
"RS9208","SCLA","DO","014143","IS","014656","V","2"
"M10398","SCLA","DO","014646","IS","016630","V","3"
"M10398","SCLA","DO","014646","IS","014634","V","1"
"M10398","SCLA","IS","016630","SD","0D0158","V","2"
"RS9208","SCLA","IS","016630","DO","016132","V","2"
"M10398","SCLA","IS","016630","DO","016132","V","28"
"M10398","SCLA","IS","016630","DO","016135","V","20"
"M10398","SCLA","IS","016630","DO","014154","V","454"
"M10398","SCLA","IS","016630","DO","014155","V","228"
"M10398","SCLA","IS","016638","SD","0D0158","V","1"
"M10398","SCLA","IS","016638","DO","016132","V","170"
"RS9208","SCLA","IS","016638","DO","016135","V","1"
"M10398","SCLA","IS","016638","DO","016135","V","507"
"M10398","SCLA","IS","016638","DO","014155","V","68"
"M10398","SCLA","IS","016638","DO","014646","V","57"
"M10398","SCLA","IS","014634","SD","0D0158","V","4"
"M10398","SCLA","IS","014634","DO","016132","V","23"
"M10398","SCLA","IS","014634","DO","016135","V","26"
"RS9208","SCLA","IS","014634","DO","014154","V","1"
"M10398","SCLA","IS","014634","DO","014155","V","456"
"M10398","SCLA","IS","014634","DO","014143","V","1"
"M10398","SCLA","IS","014714","DO","016132","V","2"
"M10398","SCLA","IS","014714","DO","014154","V","64"
"M10398","SCLA","IS","014714","DO","014155","V","336"
"M10398","SCLA","IS","014656","DO","016132","V","6"
"RS9208","SCLA","IS","014656","DO","014143","V","1"
"M10398","SCLA","SR","016139","SD","0D0158","V","1"
"M10398","SCLA","SR","016139","DO","016132","V","7"
"M10398","SCLA","SR","014138","SD","0D0158","V","2"
"RS9208","SCLA","SN","016134","DO","016132","V","1"
"RS9208","SCLA","SN","016136","DO","016135","V","1"
"RS9208","SCLA","ID","014635","DO","014154","V","2"
"M8649","PCMD","D2","0D0376","D1","0D0CON","V","3"
"RS9211","PRBZ","DI","0D0164","CD","000715","V","1"
"ER12508","PRBZ","DI","0D0164","CD","000717","V","1"
"RS9211","PRBZ","DI","0D0164","CD","000717","V","4"
"RS9211","PRBZ","DI","0D0164","CD","0F7191","V","1"
"RS9211","PRBZ","DI","0D0164","CC","000721","V","1"
"M8668","CM09","TS","0D0356","DI","0D0358","V","1"
"M10756","CPOR","TS","0D0331","DI","0D0346","V","7"
"M10756","CPOR","TS","0D0344","DI","0D0562","V","3"
"M8659","CCSS","TS","0D0525","DI","0D0524","V","8"
"M8659","CCSS","TS","0D0525","DI","0D0218","V","3"
"M8659","CCSS","TS","0D0229","DI","0D0524","V","2"
"M8659","CCSS","TS","0D0229","DI","0D0218","V","25"
"M8659","CCSS","TS","0D0228","DI","0D0524","V","9"
"M8659","CCSS","TS","0D0228","DI","0D0218","V","2"
"M8659","CCSS","TS","0D0228","DI","0D0217","V","5"
"M8660","CFOR","TS","0D0572","DI","0D0189","V","1"
"M8668","GGFF","TS","0D0525","DI","0D0524","V","9"
"M8668","GGFF","TS","0D0229","DI","0D0218","V","17"
"M8668","GGFF","TS","0D0228","DI","0D0217","V","22"
"M8655","PPSS","TS","0D0203","DI","0D0274","V","18"
"M8655","PPSS","TS","0D0515","DI","0D0511","V","1"
"M8655","PPSS","TS","0D0515","DI","0D0274","V","12"
"M8655","PPSS","TS","0D0202","DI","0D0511","V","11"
"M8655","PPSS","TS","0D0202","DI","0D0194","V","30"
"M8659","AAMM","TS","0D0525","DI","0D0524","V","18"
"M8659","AAMM","TS","0D0229","DI","0D0218","V","76"
"M8659","EEII","TS","0D0229","DI","0D0218","V","123"
"M8659","EEII","TS","0D0229","DI","0D0217","V","3"
"M8659","MMAA","TS","0D0563","DI","0D0562","V","1"
"M8659","MMAA","TS","0D0563","DI","0D0346","V","6"
"M8659","MMAA","TS","0D0331","DI","0D0346","V","42"
"M8659","MMAA","TS","0D0344","DI","0D0562","V","4"
"M8659","MMAA","TS","0D0568","UF","018354","V","87"
"M8659","MMAA","TS","0D0569","UF","018354","V","34"
"M8659","MMAA","TS","0D0523","UF","018338","V","2"
"M8659","MMAA","TS","0D0533","UF","018338","V","68"
"M8659","MMAA","TS","0D0544","UF","018338","V","30"
"AG9844","AGFI","D2","0D0079","D1","0D0077","V","2"
"AG9847","AGFI","D2","0D0079","D1","0D0077","V","2"
"AG9847","AGFI","D2","0D0079","D1","0D0078","V","1"
"ER10531","RESA","CC","040000","CD","048000","V","1"
"RS9203","RESA","CA","028842","CB","032192","V","1"
"V9759","RESI","DI","0D0079","DG","0D0104","V","1"
"RS9204","RESI","DI","0D0918","DG","0D0097","V","5"
"IR24","ERIC","RI","0D0089","D1","0D0077","V","4"
"IR8545","ERIC","RI","0D0089","DB","0D0IST","V","1"
"IR9963","ERIC","RI","0D0089","DB","0D0IST","V","1"
"IR8545","ERIC","RI","0D0397","DB","0D0IST","V","3"
"IR9963","ERIC","RI","0D0397","DB","0D0IST","V","4"
"IR8540","ERIC","RI","0D0093","TC","0D0398","V","1"
"IR24","ERIC","RI","0D0093","TC","0D0398","V","1"
"IR8545","ERIC","TC","0D0090","D2","0D0080","V","1"
"IR8545","ERIC","TC","0D0398","D2","0D0080","V","1"
"IR9963","ERIC","TC","0D0094","RI","0D0397","V","1"
"IR8552","ERIC","TC","0D0094","D2","0D0080","V","1"
"IR8563","ERIC","TC","0D0094","D2","0D0080","V","1"
"C5677","REFR","DI","0D0099","CD","0D6000","V","1"
"P9090","REFR","DI","0D0099","CD","0D6000","V","1"
"C5677","REFR","DI","0D0099","CD","048000","V","1"
"M8655","VVFF","VD","D43D04","DI","0D0194","V","4"
"M8655","VVFF","VD","D43D03","DI","0D0194","V","1"
"K8645","SSNA","DS","SD0E12","DT","TD0S01","V","1"
"AP203","SSNA","DS","SD0E12","DG","0D0482","V","1"
"U11894","SSNA","DS","SD0601","DT","TD0610","V","2"
"U9474","SSNA","DS","SD0E65","DG","0D0484","V","1"
"U9545","SSNA","DS","SD0A65","SI","S16020","V","1"
"U9574","SSNA","DS","SD0A65","DG","0D0484","V","1"
"U9514","SSNA","DS","SD0483","MD","SD0E34","V","1"
"U10750","SSNA","DS","SD0483","SI","S18023","V","1"
"U10507","SSNA","DS","SD0483","SI","S16020","V","1"
"U9556","SSNA","DS","SD0483","DG","0D0484","V","1"
"IP10490","SSNA","DS","SD048A","SI","S18023","V","1"
"U12351","SSNA","DS","SD048A","SV","S18921","V","1"
"U12349","SSNA","DS","SD048A","LT","T18025","V","1"
"U10545","SSNA","DP","PD0010","DG","0D0163","V","1"
"U10743","SSNA","DP","PD0S09","DA","AD0032","V","1"
"U11805","SSNA","DP","PD0605","LA","A18029","V","2"
"AP10610","SSNA","DP","PD0044","DT","TD0002","V","1"
"U9412","SSNA","DT","TD0002","DG","0D0097","V","1"
"U11805","SSNA","DT","TD0609","LA","A18029","V","1"
"U10733","SSNA","DT","TD0071","DG","0D0097","V","1"
"AP199","SSNA","DT","TD0S67","LT","T18027","V","2"
"U9579","SSNA","DT","TD0S67","DG","0D0484","V","1"
"U10743","SSNA","DT","TD0611","DA","AD0612","V","1"
"U12351","SSNA","DA","AD0032","DS","SD0483","V","2"
"U11804","SSNA","DA","AD0032","LA","A18029","V","1"
"U9450","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9550","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9574","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9630","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9543","SSNA","DA","AD0032","DG","0D0163","V","1"
"U12361","SSNA","DA","AD0032","DG","0D0163","V","1"
"U11804","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9540","SSNA","DA","AD0032","DG","0D0163","V","1"
"K8645","SSNA","DA","AD0032","DG","0D0163","V","1"
"U9549","SSNA","DA","AD0S31","DS","SD0483","V","1"
"U10903","SSNA","DA","AD0S31","DP","PD0S09","V","1"
"U12379","SSNA","DA","AD0S31","DP","PD0S09","V","1"
"U10507","SSNA","DA","AD0S31","LA","A18029","V","3"
"U10507","SSNA","DA","AD0S31","LA","A14005","V","2"
"U9553","SSNA","DA","AD0S31","DG","0D0163","V","1"
"U9602","SSNA","DA","AD0A31","LA","A16028","V","1"
"U9580","SSNA","DA","AD0A31","DG","0D0484","V","1"
"U9517","SSNA","DA","AD0612","DP","PD0S45","V","1"
"U9472","SSNA","DA","AD0612","DT","TD0611","V","1"
"U11805","SSNA","DA","AD0612","LA","A18029","V","3"
"U12364","SSNA","DA","AD0612","DG","0D0163","V","1"
"U11805","SSNA","DA","AD0612","DG","0D0163","V","1"
"C6904","RALN","SP","0D0I95","CD","052487","V","1"
"D8375","RALN","SP","0D0I95","CD","058000","V","1"
"C1506","RALN","SP","0D0I95","DF","0D0095","V","2"
"C5131","RALN","CD","0D6A00","SP","0D0I95","V","1"
"C3324","RALN","CD","0D6A00","DI","0D0164","V","1"
"C6144","RALN","CD","0D6A00","DI","0D0164","V","3"
"R9197","RALN","CD","0D6A00","DI","0D0164","V","1"
"R9199","RALN","CD","0D6A00","DI","0D0164","V","3"
"C628","RALN","CD","0D6A00","DI","0D0165","V","1"
"C730","RALN","CD","0D6A00","DI","0D0165","V","1"
"C963","RALN","CD","0D6A00","DI","0D0165","V","1"
"C1128","RALN","CD","0D6A00","DI","0D0165","V","1"
"C2072","RALN","CD","0D6A00","DI","0D0165","V","2"
"C3324","RALN","CD","0D6A00","DI","0D0165","V","3"
"C4111","RALN","CD","0D6A00","DI","0D0165","V","1"
"C4124","RALN","CD","0D6A00","DI","0D0165","V","2"
"C5131","RALN","CD","0D6A00","DI","0D0165","V","1"
"C5337","RALN","CD","0D6A00","DI","0D0165","V","1"
"C6876","RALN","CD","0D6A00","DI","0D0165","V","1"
"R9193","RALN","CD","0D6A00","DI","0D0165","V","1"
"R9205","RALN","CD","0D6A00","DI","0D0165","V","1"
"D12586","RALN","CD","0D6A00","DI","0D0165","V","1"
"CM12344","RALN","CD","0D6A00","DI","0D0165","V","1"
"V9789","RALN","CD","0D6A00","DI","0D0165","V","1"
"P9120","RALN","CD","0D6A00","DF","0D0098","V","1"
"UC10643","RALN","CD","0D6A00","DF","0D0098","V","1"
"R9201","RALN","CD","0D6A00","RP","000096","V","1"
"C1658","RALN","CD","0D6000","DI","0D0165","V","1"
"C7397","RALN","CD","0D6000","DI","0D0165","V","1"
"C3151","RALN","CD","0D6000","DF","0D0098","V","1"
"C5131","RALN","CD","052486","SP","0D0I95","V","2"
"R9194","RALN","CD","052486","DI","0D0164","V","1"
"C2197","RALN","CD","052486","DI","0D0165","V","1"
"C3073","RALN","CD","052486","DI","0D0165","V","1"
"C4308","RALN","CD","052486","DI","0D0165","V","1"
"C4347","RALN","CD","052486","DI","0D0165","V","1"
"C4818","RALN","CD","052486","DI","0D0165","V","1"
"C4851","RALN","CD","052486","DI","0D0165","V","1"
"C6479","RALN","CD","052486","DI","0D0165","V","2"
"ER10830","RALN","CD","052486","DI","0D0165","V","1"
"CM12344","RALN","CD","052486","DI","0D0165","V","1"
"C5386","RALN","CD","052486","DF","0D0098","V","2"
"D8342","RALN","CD","052486","DF","0D0098","V","1"
"C4420","RALN","CD","052486","DF","0D0095","V","1"
"R9199","RALN","CD","052486","RP","000096","V","1"
"C538","RALN","CD","052487","DI","0D0165","V","1"
"C4818","RALN","CD","052487","DI","0D0165","V","1"
"C671","RALN","CD","051488","SP","0D0I95","V","1"
"C3324","RALN","CD","051488","DI","0D0164","V","1"
"R9209","RALN","CD","051488","DI","0D0164","V","1"
"C4054","RALN","CD","051488","DI","0D0165","V","1"
"C4420","RALN","CD","051488","DI","0D0165","V","1"
"C5616","RALN","CD","051488","DI","0D0165","V","1"
"C6876","RALN","CD","051488","DI","0D0165","V","1"
"R9199","RALN","CD","051489","DI","0D0164","V","1"
"R9207","RALN","CD","051489","DI","0D0164","V","1"
"C2072","RALN","CD","051489","DI","0D0165","V","1"
"C3042","RALN","CD","051489","DI","0D0165","V","1"
"C5971","RALN","CD","051489","DI","0D0165","V","1"
"P9035","RALN","CD","051489","DI","0D0165","V","1"
"R9192","RALN","CD","051489","DG","0D0097","V","1"
"C3042","RALN","CD","051489","DF","0D0098","V","1"
"C3665","RALN","CD","051489","RP","000096","V","1"
"C5131","RALN","CD","058000","SP","0D0I95","V","1"
"R9192","RALN","CD","058000","CC","046000","V","2"
"R9199","RALN","CD","058000","DI","0D0164","V","1"
"UC10772","RALN","CD","058000","DI","0D0164","V","1"
"C4308","RALN","CD","058000","DI","0D0165","V","1"
"C4818","RALN","CD","058000","DI","0D0165","V","6"
"C5945","RALN","CD","058000","DI","0D0165","V","2"
"C7388","RALN","CD","058000","DI","0D0165","V","1"
"C7961","RALN","CD","058000","DI","0D0165","V","2"
"C4821","RALN","CD","058000","DF","0D0098","V","1"
"P9055","RALN","CD","058000","PC","000061","V","1"
"R9199","RALN","CD","058000","RP","000096","V","1"
"C7484","RALN","CD","050000","CC","046000","V","1"
"R9192","RALN","CD","050000","CC","046000","V","2"
"C2072","RALN","CD","050000","DI","0D0165","V","1"
"C3042","RALN","CD","050000","DI","0D0165","V","1"
"IP10121","RALN","CD","050000","DG","0D0097","V","1"
"C859","RALN","CD","050000","DF","0D0098","V","1"
"C8245","RALN","CD","049000","CC","046000","V","1"
"C4326","RALN","CD","049000","DI","0D0165","V","1"
"C3652","RALN","CD","049000","DF","0D0098","V","1"
"P9095","RALN","CD","049000","DF","0D0098","V","1"
"R9201","RALN","CD","049000","RP","000096","V","2"
"C2176","RALN","CD","057000","CC","046000","V","1"
"C3324","RALN","CD","057000","CC","046000","V","2"
"C7397","RALN","CD","057000","CC","043000","V","2"
"C1368","RALN","CD","057000","CC","042000","V","1"
"C7397","RALN","CD","057000","CC","042000","V","2"
"C4348","RALN","CD","057000","CC","056000","V","1"
"C4643","RALN","CD","057000","CC","056000","V","2"
"C6144","RALN","CD","057000","CC","056000","V","1"
"C4492","RALN","CD","057000","DI","0D0165","V","1"
"C4818","RALN","CD","057000","DI","0D0165","V","3"
"C7063","RALN","CD","057000","DI","0D0165","V","1"
"ER10817","RALN","CD","057000","DI","0D0165","V","1"
"ER12597","RALN","CD","057000","DI","0D0165","V","1"
"R9202","RALN","CD","057000","PC","000061","V","2"
"C3665","RALN","CD","057000","RP","000096","V","1"
"C7484","RALN","CD","057000","RP","000096","V","1"
"R9199","RALN","CD","057000","RP","000096","V","1"
"R9201","RALN","CD","057000","RP","000096","V","1"
"C1457","RALN","CC","046000","SP","0D0I95","V","1"
"C6041","RALN","CC","046000","CD","052487","V","1"
"C7484","RALN","CC","046000","CD","051489","V","1"
"C1402","RALN","CC","046000","CD","058000","V","1"
"C4827","RALN","CC","046000","CD","058000","V","1"
"R9192","RALN","CC","046000","CD","050000","V","1"
"C730","RALN","CC","046000","CD","049000","V","2"
"C1523","RALN","CC","046000","CD","049000","V","1"
"C4309","RALN","CC","046000","CD","049000","V","1"
"C6418","RALN","CC","046000","CD","049000","V","1"
"C8247","RALN","CC","046000","CD","049000","V","1"
"C747","RALN","CC","046000","CD","057000","V","1"
"C1326","RALN","CC","046000","CD","057000","V","8"
"C2675","RALN","CC","046000","CD","057000","V","1"
"C3324","RALN","CC","046000","CD","057000","V","1"
"C4159","RALN","CC","046000","CD","057000","V","1"
"C5153","RALN","CC","046000","CD","057000","V","1"
"C6144","RALN","CC","046000","CD","057000","V","1"
"C6158","RALN","CC","046000","CD","057000","V","1"
"C6440","RALN","CC","046000","CD","057000","V","1"
"C8153","RALN","CC","046000","CD","057000","V","1"
"R9202","RALN","CC","046000","CD","057000","V","1"
"IP11847","RALN","CC","046000","CD","057000","V","1"
"C4818","RALN","CC","046000","RP","000096","V","1"
"C747","RALN","CC","045000","CD","057000","V","1"
"C1326","RALN","CC","045000","CD","057000","V","1"
"C4159","RALN","CC","045000","CD","057000","V","1"
"C6144","RALN","CC","045000","CD","057000","V","1"
"C7725","RALN","CC","045000","CD","057000","V","1"
"C7840","RALN","CC","045000","CD","057000","V","1"
"C7516","RALN","CC","045000","CB","0B7000","V","1"
"C3665","RALN","CC","045000","RP","000096","V","2"
"R9199","RALN","CC","045000","RP","000096","V","1"
"C5916","RALN","CC","043000","CD","058000","V","1"
"C747","RALN","CC","043000","CD","057000","V","2"
"C4308","RALN","CC","043000","CD","057000","V","1"
"C5572","RALN","CC","043000","CD","057000","V","2"
"C6144","RALN","CC","043000","CD","057000","V","3"
"C7397","RALN","CC","043000","CD","057000","V","1"
