"Istituzione","Contratto","Categoria","Qualifica","Causale Assenza","Form Uomini","Form Donne","Form Media Uomini","Form Media Donne"
"C1430","RALN","CC","046000","Z01","2","0","1","0"
"C1430","RALN","CC","045000","Z01","1","1","0,5","0,25"
"C1430","RALN","CC","056000","Z01","0","1","0","0,5"
"C1430","RALN","CB","036495","Z01","0","2","0","0,666666667"
"C1432","RALN","CD","0D6A00","Z01","0","2","0","0"
"C1432","RALN","CD","058000","Z01","8","0","8","0"
"C1432","RALN","CD","050000","Z01","3","0","3","0"
"C1436","RALN","CD","052486","Z01","0","2","0","2"
"C1436","RALN","CD","049000","Z01","0","4","0","2"
"C1436","RALN","CD","057000","Z01","2","0","2","0"
"C1437","RALN","FP","0D0103","Z01","0","1","0","0"
"C1437","RALN","CD","051489","Z01","0","2","0","2"
"C1437","RALN","CC","043000","Z01","0","1","0","1"
"C1437","RALN","CB","054000","Z01","0","1","0","0,333333333"
"C1437","RALN","CA","053000","Z01","0","4","0","0"
"C1439","RALN","CD","0D6A00","Z01","7","0","3,5","0"
"C1439","RALN","CD","052486","Z01","0","4","0","4"
"C1439","RALN","CD","051489","Z01","0","1","0","0,5"
"C1439","RALN","CD","050000","Z01","0","4","0","4"
"C1439","RALN","CD","049000","Z01","0","6","0","2"
"C1439","RALN","CC","045000","Z01","1","3","1","1,5"
"C1439","RALN","CC","043000","Z01","0","1","0","0"
"C1439","RALN","CC","042000","Z01","3","14","3","2,8"
"C1439","RALN","CC","056000","Z01","6","11","6","3,666666667"
"C1439","RALN","CB","0B7A00","Z01","0","1","0","0"
"C1439","RALN","CB","037493","Z01","1","0","0,5","0"
"C1439","RALN","CB","036494","Z01","0","5","0","5"
"C1439","RALN","CB","036495","Z01","2","0","1","0"
"C1441","RALN","CB","054000","Z01","0","1","0","0,5"
"C1447","RALN","CD","050000","Z01","3","0","1","0"
"C1447","RALN","CC","046000","Z01","0","6","0","1,5"
"C1447","RALN","CC","045000","Z01","8","2","2,666666667","2"
"C1447","RALN","CC","042000","Z01","0","1","0","1"
"C1449","RALN","CD","0D6000","Z01","5","0","5","0"
"C1449","RALN","CD","052487","Z01","0","1","0","0"
"C1449","RALN","CD","051489","Z01","0","2","0","0"
"C1449","RALN","CD","057000","Z01","0","42","0","0"
"C1449","RALN","CC","046000","Z01","8","12","2","3"
"C1449","RALN","CC","045000","Z01","0","1","0","0"
"C1449","RALN","CC","042000","Z01","0","2","0","2"
"C1449","RALN","CC","056000","Z01","0","4","0","2"
"C1449","RALN","CB","0B7000","Z01","1","0","0,5","0"
"C1450","PRTN","FP","0D033C","Z01","11","0","11","0"
"C1450","PRTN","CC","056000","Z01","2","6","0,4","3"
"C1451","RALN","FP","0D0485","Z01","2","0","2","0"
"C1451","RALN","CD","051489","Z01","0","5","0","5"
"C1451","RALN","CD","049000","Z01","0","7","0","3,5"
"C1451","RALN","CC","046000","Z01","0","3","0","3"
"C1451","RALN","CC","045000","Z01","5","0","5","0"
"C1451","RALN","CC","042000","Z01","0","6","0","3"
"C1451","RALN","CC","056000","Z01","1","1","1","1"
"C1451","RALN","CB","0B7000","Z01","2","0","2","0"
"C1451","RALN","CB","055000","Z01","0","7","0","0"
"C1453","RALN","FP","0D0103","Z01","0","9","0","9"
"C1453","RALN","CC","046000","Z01","0","4","0","1,333333333"
"C1454","RALN","CD","0D6A00","Z01","0","1","0","1"
"C1454","RALN","CD","051489","Z01","0","1","0","0,333333333"
"C1456","RALN","CD","051488","Z01","1","0","1","0"
"C1456","RALN","CC","056000","Z01","0","2","0","0,4"
"C1456","RALN","CB","054000","Z01","0","18","0","9"
"C1457","RALN","CD","0D6A00","Z01","0","6","0","6"
"C1457","RALN","CD","0D6000","Z01","0","5","0","0"
"C1457","RALN","CD","051489","Z01","0","16","0","8"
"C1457","RALN","CC","046000","Z01","2","24","0,666666667","3,428571429"
"C1457","RALN","CC","045000","Z01","0","2","0","0,666666667"
"C1457","RALN","CB","036495","Z01","1","0","1","0"
"C1457","RALN","CB","054000","Z01","0","7","0","7"
"C1460","RALN","FP","0D0485","Z01","2","0","2","0"
"C1460","RALN","CD","051489","Z01","3","4","1,5","4"
"C1460","RALN","CC","046000","Z01","0","5","0","5"
"C1460","RALN","CC","045000","Z01","0","4","0","4"
"C1460","RALN","CC","056000","Z01","4","0","1,333333333","0"
"C1460","RALN","CB","054000","Z01","0","2","0","0"
"C1463","RALN","FP","0D0103","Z01","3","0","3","0"
"C1463","RALN","CD","052487","Z01","0","4","0","4"
"C1463","RALN","CD","051489","Z01","0","4","0","0"
"C1463","RALN","CD","050000","Z01","0","3","0","3"
"C1463","RALN","CD","049000","Z01","8","0","8","0"
"C1463","RALN","CD","057000","Z01","1","0","0,5","0"
"C1463","RALN","CC","046000","Z01","0","14","0","3,5"
"C1463","RALN","CC","045000","Z01","25","0","12,5","0"
"C1463","RALN","CC","043000","Z01","0","1","0","0"
"C1463","RALN","CC","056000","Z01","3","1","1,5","1"
"C1463","RALN","CB","037493","Z01","1","1","1","1"
"C1463","RALN","CB","036495","Z01","0","1","0","1"
"C1463","RALN","CB","054000","Z01","1","1","1","1"
"C1464","RALN","FP","0D0102","Z01","0","9","0","9"
"C1464","RALN","CD","052486","Z01","0","6","0","3"
"C1464","RALN","CD","052487","Z01","1","0","1","0"
"C1464","RALN","CD","051489","Z01","0","10","0","2,5"
"C1464","RALN","CD","050000","Z01","8","13","2,666666667","3,25"
"C1464","RALN","CD","049000","Z01","2","2","2","2"
"C1464","RALN","CC","046000","Z01","0","8","0","0,888888889"
"C1464","RALN","CC","043000","Z01","1","7","0,5","1,166666667"
"C1464","RALN","CC","042000","Z01","4","0","0,8","0"
"C1464","RALN","CB","0B7A00","Z01","0","1","0","0,333333333"
"C1465","RALN","CB","0B7000","Z01","1","1","1","0,2"
"C1465","RALN","CB","038491","Z01","1","1","0","0,5"
"C1465","RALN","CB","037492","Z01","1","1","0","1"
"C1465","RALN","CB","037493","Z01","1","1","0,333333333","0,25"
"C1465","RALN","CB","036495","Z01","1","1","0","0,25"
"C1465","RALN","CB","055000","Z01","1","1","0","0"
"C1465","RALN","CB","034000","Z01","1","1","0","1"
"C1468","REFR","CD","052000","Z01","7","4","7","4"
"C1468","REFR","CD","051000","Z01","4","2","2","2"
"C1468","REFR","CD","049000","Z01","7","0","7","0"
"C1468","REFR","CC","046000","Z01","0","11","0","2,75"
"C1468","REFR","CC","045000","Z01","0","3","0","1,5"
"C1468","REFR","CC","0PL911","Z01","0","2","0","2"
"C1468","REFR","CB","0B7000","Z01","0","3","0","1,5"
"C1470","RALN","CD","052487","Z01","0","1","0","1"
"C1470","RALN","CD","050000","Z01","5","0","0,25","0"
"C1470","RALN","CC","043000","Z01","0","1","0","0,1"
"C1470","RALN","CC","056000","Z01","0","1","0","0,020833333"
"C1470","RALN","CB","034000","Z01","0","1","0","0,5"
"C1471","RALN","CC","046000","Z01","0","2","0","0,285714286"
"C1471","RALN","CC","042000","Z01","0","1","0","1"
"C1477","RALN","CC","042000","Z01","1","0","1","0"
"C1479","RALN","CD","049000","Z01","0","6","0","2"
"C1479","RALN","CC","046000","Z01","1","0","1","0"
"C1479","RALN","CC","045000","Z01","0","1","0","0,333333333"
"C1479","RALN","CC","043000","Z01","0","1","0","0,5"
"C1479","RALN","CC","042000","Z01","0","2","0","0,666666667"
"C1479","RALN","CC","056000","Z01","0","6","0","0"
"C1481","RALN","CD","058000","Z01","2","0","1","0"
"C1481","RALN","CC","046000","Z01","3","2","0,6","0,285714286"
"C1481","RALN","CC","042000","Z01","2","0","2","0"
"C1481","RALN","CC","056000","Z01","0","2","0","0,666666667"
"C1483","RALN","CC","042000","Z01","4","0","4","0"
"C1484","RALN","CD","0D6A00","Z01","0","1","0","1"
"C1484","RALN","CD","057000","Z01","0","2","0","2"
"C1485","RALN","FP","0D0102","Z01","0","2","0","2"
"C1485","RALN","CD","0D6A00","Z01","2","2","0,666666667","1"
"C1485","RALN","CD","051488","Z01","0","1","0","1"
"C1485","RALN","CD","051489","Z01","3","4","0,75","0,8"
"C1485","RALN","CD","058000","Z01","1","0","1","0"
"C1485","RALN","CD","049000","Z01","0","1","0","1"
"C1485","RALN","CD","057000","Z01","1","1","0,333333333","0,5"
"C1485","RALN","CC","046000","Z01","4","5","0,137931034","0,3125"
"C1485","RALN","CC","045000","Z01","1","1","0,142857143","0,25"
"C1485","RALN","CC","043000","Z01","1","1","0,25","1"
"C1485","RALN","CC","042000","Z01","0","1","0","1"
"C2321","RALN","CD","052487","Z01","1","0","0","0"
"C2321","RALN","CD","057000","Z01","1","0","1","0"
"C2321","RALN","CC","046000","Z01","0","2","0","0,5"
"C2321","RALN","CC","043000","Z01","0","2","0","0"
"C1489","RALN","CD","052486","Z01","0","2","0","2"
"C1489","RALN","CD","051489","Z01","0","6","0","3"
"C1489","RALN","CB","038490","Z01","0","1","0","1"
"C1490","RALN","CC","046000","Z01","0","1","0","0,5"
"C1490","RALN","CB","038491","Z01","0","1","0","1"
"C1490","RALN","CB","054000","Z01","0","1","0","0"
"C1497","RALN","CD","052487","Z01","0","4","0","4"
"C1497","RALN","CD","050000","Z01","1","0","1","0"
"C1497","RALN","CD","049000","Z01","13","0","6,5","0"
"C1497","RALN","CD","057000","Z01","0","3","0","1,5"
"C1497","RALN","CC","046000","Z01","0","8","0","2"
"C1497","RALN","CC","043000","Z01","4","0","4","0"
"C1497","RALN","CC","042000","Z01","0","3","0","1,5"
"C1501","RALN","CD","052486","Z01","4","10","1","1,666666667"
"C1501","RALN","CD","058000","Z01","2","6","2","6"
"C1501","RALN","CD","049000","Z01","1","3","0,25","0,5"
"C1501","RALN","CD","057000","Z01","4","0","0,8","0"
"C1501","RALN","CC","045000","Z01","3","2","0,75","0,222222222"
"C1501","RALN","CC","043000","Z01","11","4","0,846153846","0,114285714"
"C1501","RALN","CC","042000","Z01","2","2","0,25","0,285714286"
"C1501","RALN","CC","056000","Z01","0","2","0","0,181818182"
"C1501","RALN","DI","0D0164","Z01","3","1","1","0,5"
"C1502","RALN","CD","057000","Z01","0","7","0","7"
"C1502","RALN","CC","042000","Z01","0","1","0","1"
"C1504","RALN","FP","0D0102","Z01","3","0","3","0"
"C1504","RALN","CD","0D6A00","Z01","7","5","3,5","5"
"C1504","RALN","CD","0D6000","Z01","0","5","0","5"
"C1504","RALN","CD","052487","Z01","5","11","2,5","2,75"
"C1504","RALN","CD","051488","Z01","0","1","0","1"
"C1504","RALN","CD","051489","Z01","7","4","2,333333333","1,333333333"
"C1504","RALN","CD","050000","Z01","0","4","0","2"
"C1504","RALN","CD","049000","Z01","5","0","0","0"
"C1504","RALN","CD","057000","Z01","0","4","0","1,333333333"
"C1504","RALN","CC","046000","Z01","0","5","0","0,625"
"C1504","RALN","CC","045000","Z01","2","1","0,25","0,2"
"C1504","RALN","CC","043000","Z01","5","6","1","1"
"C1504","RALN","CC","042000","Z01","1","6","0,333333333","1,2"
"C1504","RALN","CC","056000","Z01","7","3","1,166666667","0,6"
"C1504","RALN","CB","0B7A00","Z01","2","0","0,5","0"
"C1504","RALN","CB","0B7000","Z01","3","0","0,75","0"
"C1504","RALN","CB","038490","Z01","4","0","1,333333333","0"
"C1504","RALN","CB","038491","Z01","2","0","2","0"
"C1504","RALN","CB","036495","Z01","1","0","0,333333333","0"
"C1504","RALN","DI","0D0164","Z01","21","0","7","0"
"C1504","RALN","DI","0D0165","Z01","4","0","4","0"
"C1505","RALN","CD","0D6A00","Z01","1","0","1","0"
"C1505","RALN","CD","051489","Z01","1","1","0,5","1"
"C1505","RALN","CC","046000","Z01","0","1","0","1"
"C1505","RALN","CC","045000","Z01","2","1","1","1"
"C1505","RALN","CC","043000","Z01","1","3","1","1"
"C1505","RALN","CB","037492","Z01","1","0","1","0"
"C1505","RALN","CB","036494","Z01","1","0","1","0"
"C1505","RALN","CB","055000","Z01","1","0","1","0"
"C1506","RALN","CD","0D6A00","Z01","4","0","1","0"
"C1506","RALN","CD","052487","Z01","1","12","0,333333333","2,4"
"C1506","RALN","CD","058000","Z01","2","0","2","0"
"C1506","RALN","CC","046000","Z01","4","1","0,307692308","0,25"
"C1506","RALN","CC","043000","Z01","4","0","0,444444444","0"
"C1506","RALN","CB","0B7A00","Z01","0","1","0","1"
"C1506","RALN","CB","054000","Z01","0","1","0","1"
"C1509","RALN","CD","0D6A00","Z01","0","5","0","5"
"C1509","RALN","CD","052487","Z01","2","5","2","2,5"
"C1509","RALN","CC","046000","Z01","0","1","0","1"
"C1509","RALN","CC","045000","Z01","1","0","1","0"
"C1509","RALN","CC","042000","Z01","5","0","5","0"
"C1509","RALN","CC","056000","Z01","0","2","0","2"
"C1510","RALN","FP","0D0102","Z01","0","10","0","10"
"C1510","RALN","CD","0D6A00","Z01","1","3","0,5","3"
"C1510","RALN","CD","0D6000","Z01","4","0","1,333333333","0"
"C1510","RALN","CD","052487","Z01","22","14","3,666666667","2,8"
"C1510","RALN","CD","051488","Z01","4","0","1,333333333","0"
"C1510","RALN","CD","051489","Z01","8","33","1,333333333","2,0625"
"C1510","RALN","CD","050000","Z01","2","13","0,666666667","2,6"
"C1510","RALN","CD","049000","Z01","4","6","4","6"
"C1510","RALN","CD","057000","Z01","6","5","6","0,714285714"
"C1510","RALN","CC","046000","Z01","3","30","0,375","0,909090909"
"C1510","RALN","CC","045000","Z01","1","1","1","0,166666667"
"C1510","RALN","CC","043000","Z01","4","21","0,571428571","1,4"
"C1510","RALN","CC","042000","Z01","7","3","1,75","0,75"
"C1510","RALN","CC","056000","Z01","29","64","2,230769231","1,882352941"
"C1510","RALN","CB","0B7A00","Z01","6","1","0,461538462","0,166666667"
"C1510","RALN","CB","038491","Z01","1","0","0,333333333","0"
"C1510","RALN","CB","037493","Z01","0","5","0","1"
"C1510","RALN","CB","036495","Z01","0","8","0","1,333333333"
"C1510","RALN","CB","032000","Z01","1","0","0,25","0"
"C1510","RALN","CB","054000","Z01","0","2","0","0,5"
"C1510","RALN","DI","0D0164","Z01","5","11","2,5","3,666666667"
"C1510","RALN","DI","0D0165","Z01","2","0","1","0"
"C1510","RALN","RP","000096","Z01","3","13","1,5","3,25"
"C1511","RALN","SP","0D0I95","Z01","1","0","1","0"
"C1511","RALN","CD","057000","Z01","3","0","3","0"
"C1511","RALN","CC","056000","Z01","0","5","0","0,625"
"C1511","RALN","CB","038491","Z01","2","0","2","0"
"C1515","RALN","FP","0D0103","Z01","0","22","0","22"
"C1515","RALN","CC","046000","Z01","0","1","0","0,5"
"C1523","RALN","CD","0D6A00","Z01","1","0","1","0"
"C1523","RALN","CD","0D6000","Z01","0","1","0","1"
"C1523","RALN","CD","052487","Z01","0","1","0","0,25"
"C1523","RALN","CD","051489","Z01","5","2","1,25","1"
"C1523","RALN","CC","042000","Z01","0","2","0","1"
"C1524","RALN","CD","0D6000","Z01","0","1","0","0,5"
"C1524","RALN","CD","058000","Z01","0","5","0","0"
"C1524","RALN","CD","049000","Z01","2","0","2","0"
"C1524","RALN","CC","046000","Z01","0","5","0","1,25"
"C1524","RALN","CC","042000","Z01","0","2","0","1"
"C1524","RALN","CC","056000","Z01","8","0","4","0"
"C1524","RALN","CB","038491","Z01","2","0","2","0"
"C1525","RALN","CD","051489","Z01","0","2","0","2"
"C1525","RALN","CD","050000","Z01","2","0","1","0"
"C1525","RALN","CD","049000","Z01","0","4","0","2"
"C1525","RALN","CC","043000","Z01","1","3","0,333333333","0,375"
"C1525","RALN","CC","056000","Z01","1","0","1","0"
"C1527","RALN","FP","0D0103","Z01","0","10","0","10"
"C1527","RALN","CD","050000","Z01","14","0","14","0"
"C1527","RALN","CD","057000","Z01","0","10","0","2"
"C1527","RALN","CC","046000","Z01","2","1","2","1"
"C1527","RALN","CC","056000","Z01","0","3","0","1,5"
"C1527","RALN","CB","034000","Z01","0","1","0","0,5"
"C1530","RALN","SP","0D0I95","Z01","1","0","1","0"
"C1530","RALN","CD","0D6A00","Z01","0","3","0","3"
"C1530","RALN","CD","052486","Z01","2","5","2","5"
"C1530","RALN","CD","052487","Z01","0","11","0","3,666666667"
"C1530","RALN","CD","051489","Z01","0","4","0","4"
"C1530","RALN","CD","058000","Z01","5","0","5","0"
"C1530","RALN","CD","049000","Z01","0","5","0","5"
"C1530","RALN","CD","057000","Z01","2","13","1","2,6"
"C1530","RALN","CC","046000","Z01","1","9","0,5","1,285714286"
"C1530","RALN","CC","045000","Z01","2","11","0,333333333","1,571428571"
"C1530","RALN","CC","043000","Z01","1","5","0,333333333","0,625"
"C1530","RALN","CC","042000","Z01","0","1","0","0,5"
"C1530","RALN","CC","056000","Z01","2","10","0,666666667","1"
"C1530","RALN","CB","037493","Z01","0","1","0","0,333333333"
"C1530","RALN","CB","055000","Z01","1","0","1","0"
"C1530","RALN","CB","032000","Z01","2","0","0,2","0"
"C1537","RALN","CD","052486","Z01","2","0","2","0"
"C1537","RALN","CB","034000","Z01","3","0","3","0"
"C1538","RALN","CD","050000","Z01","0","2","0","2"
"C1538","RALN","CC","043000","Z01","1","2","1","1"
"C1538","RALN","CC","056000","Z01","0","3","0","1,5"
"C1538","RALN","CB","037492","Z01","0","1","0","0"
"C1538","RALN","CB","055000","Z01","1","0","1","0"
"C1538","RALN","RP","000096","Z01","1","0","0,5","0"
"C1540","RALN","CD","050000","Z01","6","0","6","0"
"C1540","RALN","CD","049000","Z01","0","1","0","1"
"C1540","RALN","CC","045000","Z01","0","2","0","2"
"C1550","RALN","CD","0D6A00","Z01","1","0","0,5","0"
"C1550","RALN","CC","046000","Z01","5","3","0,555555556","0,6"
"C1550","RALN","CB","036494","Z01","3","1","3","1"
"C1549","RALN","CD","052487","Z01","0","8","0","8"
"C1549","RALN","CD","051489","Z01","1","0","1","0"
"C1549","RALN","CD","049000","Z01","0","1","0","0,5"
"C1549","RALN","CC","042000","Z01","0","2","0","1"
"C1549","RALN","CB","038490","Z01","0","1","0","0,5"
"C1551","PRTN","CB","054000","Z01","1","0","1","0"
"C1553","RALN","CD","052487","Z01","3","3","3","3"
"C1554","RALN","FP","0D0103","Z01","0","6","0","6"
"C1554","RALN","CD","0D6000","Z01","1","0","1","0"
"C1554","RALN","CD","052487","Z01","1","3","1","3"
"C1554","RALN","CD","051489","Z01","0","6","0","6"
"C1554","RALN","CD","050000","Z01","0","30","0","30"
"C1554","RALN","CC","046000","Z01","0","3","0","1,5"
"C1554","RALN","CC","043000","Z01","3","1","1,5","1"
"C1554","RALN","CC","042000","Z01","0","4","0","4"
"C1554","RALN","CC","056000","Z01","5","0","5","0"
"C1554","RALN","CB","0B7A00","Z01","0","1","0","0,5"
"C1554","RALN","CB","038490","Z01","0","2","0","0,5"
"C1554","RALN","CB","034000","Z01","0","1","0","1"
"C1560","RALN","CD","0D6000","Z01","6","0","6","0"
"C1560","RALN","CD","052486","Z01","0","3","0","3"
"C1560","RALN","CD","052487","Z01","3","0","3","0"
"C1560","RALN","CD","051488","Z01","2","0","2","0"
"C1560","RALN","CD","051489","Z01","0","1","0","1"
"C1560","RALN","CD","049000","Z01","0","9","0","4,5"
