"Istituzione","Contratto","Categoria","Qualifica","Causale Cessazione","Uomini","Donne"
"C8298","RALN","CC","043000","C01","1","0"
"C1098","RALN","CC","056000","C01","1","0"
"C1262","RALN","CA","053000","C01","1","0"
"C2868","RALN","CD","0D6A00","C01","1","0"
"C2868","RALN","CD","052486","C01","1","0"
"C2868","RALN","CC","046000","C01","0","2"
"C1971","RALN","CD","052486","C01","1","0"
"C2142","RALN","CC","046000","C01","1","0"
"C3045","RALN","CC","056000","C01","1","0"
"C2171","RALN","CD","0D6A00","C01","1","0"
"C3391","RALN","CC","046000","C01","1","0"
"C6904","RALN","CD","0D6A00","C01","1","0"
"C6904","RALN","CC","046000","C01","1","0"
"C4257","RALN","CA","025000","C01","0","1"
"C4527","RALN","CA","0A5000","C01","1","0"
"C4652","RALN","CB","0B7A00","C01","1","0"
"C7566","RALN","CD","0D6A00","C01","1","0"
"C4878","RALN","CA","028000","C01","2","0"
"C4922","RALN","FP","0D0103","C01","0","1"
"C4970","RALN","CC","045000","C01","1","0"
"C4970","RALN","CA","053000","C01","1","0"
"C5137","RALN","CD","052487","C01","1","0"
"C5137","RALN","CA","0A5000","C01","1","0"
"C5364","RALN","CD","0D6000","C01","1","0"
"C5364","RALN","CC","046000","C01","0","1"
"C5598","RALN","CD","051489","C01","0","1"
"C5634","RALN","CA","0A5000","C01","2","0"
"C5958","RALN","CB","038490","C01","0","1"
"C5958","RALN","CA","028000","C01","1","0"
"C6086","RALN","CD","050000","C01","1","0"
"C6146","RALN","CA","0A5000","C01","0","1"
"C6281","RALN","CA","028000","C01","1","0"
"C6283","RALN","FP","0D0103","C01","0","1"
"C6819","RALN","CD","049000","C01","1","0"
"C6761","RALN","CC","046000","C01","2","0"
"C6761","RALN","CA","0A5000","C01","1","0"
"C6770","RALN","CD","0D6000","C01","1","0"
"C6770","RALN","CC","046000","C01","1","0"
"C6723","RALN","CB","0B7A00","C01","1","0"
"C6865","RALN","CC","046000","C01","1","2"
"C6865","RALN","CB","0B7000","C01","0","1"
"C6875","RALN","CB","0B7A00","C01","1","0"
"C7092","RALN","CD","0D6000","C01","1","0"
"C7092","RALN","CD","050000","C01","1","0"
"C7092","RALN","CA","028000","C01","1","0"
"C2797","RALN","CC","046000","C01","0","1"
"C391","RALN","CC","046000","C01","2","0"
"C391","RALN","CA","0A5000","C01","1","0"
"C626","RALN","CD","0D6A00","C01","3","0"
"C626","RALN","CC","046000","C01","2","0"
"D8326","RALN","CD","0D6000","C01","1","0"
"C536","RALN","CD","052487","C01","0","1"
"C536","RALN","CD","050000","C01","1","0"
"N8914","RALN","CD","057000","C01","1","0"
"C687","RALN","CB","0B7A00","C01","1","0"
"C922","RALN","CD","050000","C01","1","0"
"C922","RALN","CC","046000","C01","2","0"
"C922","RALN","CB","037492","C01","1","2"
"C922","RALN","CB","034000","C01","1","0"
"C922","RALN","CA","028000","C01","2","0"
"C4327","RALN","CC","046000","C01","0","1"
"C4327","RALN","CB","036495","C01","1","0"
"C2236","RALN","CC","046000","C01","1","0"
"C2314","RALN","CB","036495","C01","1","0"
"C2826","RALN","CB","054000","C01","1","0"
"C3112","RALN","CA","027000","C01","1","0"
"C3358","RALN","CC","046000","C01","1","0"
"C3526","RALN","CD","0D6A00","C01","1","0"
"C3674","RALN","CC","046000","C01","1","0"
"C3716","RALN","CC","046000","C01","1","0"
"C4232","RALN","CD","0D6A00","C01","0","1"
"C4555","RALN","CC","045000","C01","1","0"
"C4585","RALN","CD","049000","C01","1","0"
"C4761","RALN","CB","036494","C01","1","0"
"C4761","RALN","CA","028000","C01","1","0"
"C4939","RALN","CC","046000","C01","0","1"
"C5145","RALN","CD","050000","C01","1","0"
"C5445","RALN","FP","0D0103","C01","0","1"
"C5829","RALN","CB","034000","C01","0","1"
"C5851","RALN","CA","028000","C01","0","1"
"C6577","RALN","CA","0A5000","C01","1","0"
"C6739","RALN","CB","037493","C01","1","0"
"C7017","RALN","CD","0D6A00","C01","1","0"
"C7017","RALN","CC","043000","C01","1","0"
"C7227","RALN","CC","046000","C01","1","0"
"C7302","RALN","CC","045000","C01","1","0"
"C7524","RALN","CC","042000","C01","1","0"
"C8066","RALN","CD","051488","C01","1","0"
"C8242","RALN","CC","046000","C01","1","0"
"C367","RALN","CD","057000","C01","0","1"
"C367","RALN","CA","0A5000","C01","1","0"
"V9722","RALN","CA","0A5000","C01","1","0"
"C1770","RALN","CD","052487","C01","2","1"
"T9321","RALN","CD","051488","C01","0","1"
"D8374","RALN","CD","051489","C01","1","0"
"D8374","RALN","DI","0D0164","C01","1","0"
"C628","RALN","CD","0D6000","C01","2","0"
"C628","RALN","CC","046000","C01","1","0"
"C628","RALN","CB","034000","C01","2","0"
"C628","RALN","CA","0A5000","C01","1","0"
"C1614","RALN","CB","038490","C01","1","0"
"C1690","RALN","CC","046000","C01","1","3"
"C1690","RALN","CB","0B7000","C01","1","0"
"C1690","RALN","CA","0A5000","C01","1","0"
"C8257","RALN","CC","045000","C01","1","0"
"C8259","RALN","CD","052487","C01","1","0"
"C4421","RALN","CC","046000","C01","1","0"
"C4421","RALN","CB","0B7A00","C01","1","0"
"C4421","RALN","CA","0A5000","C01","1","0"
"C3980","RALN","CD","0D6000","C01","0","1"
"C3980","RALN","CC","045000","C01","1","0"
"C3980","RALN","CB","037493","C01","1","0"
"C3120","RALN","CB","054000","C01","0","1"
"C3490","RALN","CB","0B7A00","C01","1","0"
"C3952","RALN","CC","046000","C01","1","0"
"C3952","RALN","CB","0B7A00","C01","1","0"
"C4091","RALN","CB","032000","C01","0","1"
"C4091","RALN","CA","027000","C01","1","0"
"C6704","RALN","FP","0D0103","C01","1","0"
"C6704","RALN","CD","050000","C01","0","1"
"C6704","RALN","CC","046000","C01","4","0"
"C6704","RALN","CC","056000","C01","1","0"
"C6704","RALN","CB","0B7A00","C01","1","0"
"C6704","RALN","CB","0B7000","C01","0","1"
"C6704","RALN","CB","037493","C01","0","1"
"N8924","RALN","CC","046000","C01","1","0"
"C5048","RALN","CC","046000","C01","1","0"
"C5048","RALN","CC","045000","C01","1","0"
"C5222","RALN","CA","0A5000","C01","1","0"
"C5244","RALN","CD","051489","C01","1","0"
"C5463","RALN","CB","038490","C01","1","0"
"C5905","RALN","CB","054000","C01","1","0"
"C6372","RALN","CC","045000","C01","1","0"
"C6404","RALN","CC","046000","C01","1","0"
"C6404","RALN","CB","054000","C01","1","0"
"C8267","RALN","CC","046000","C01","1","0"
"C8267","RALN","CA","0A5000","C01","1","0"
"C424","RALN","CC","045000","C01","1","0"
"C849","RALN","CC","045000","C01","1","0"
"C849","RALN","CA","028000","C01","1","0"
"P9040","RALN","CD","052487","C01","1","0"
"P9040","RALN","CC","046000","C01","1","0"
"P9040","RALN","CB","0B7A00","C01","1","0"
"P9040","RALN","PC","000061","C01","5","0"
"C2925","RALN","CB","0B7A00","C01","1","0"
"C2925","RALN","CA","028000","C01","1","0"
"C3106","RALN","CA","053000","C01","1","0"
"C3156","RALN","FP","0D0103","C01","1","0"
"C3563","RALN","CC","046000","C01","1","0"
"C3830","RALN","CC","045000","C01","0","2"
"C4362","RALN","CA","0A5000","C01","1","0"
"C4373","RALN","CC","046000","C01","1","1"
"C4373","RALN","CB","0B7A00","C01","1","0"
"C4373","RALN","CB","037493","C01","1","0"
"C5146","RALN","CA","0A5000","C01","1","0"
"C5205","RALN","CD","051488","C01","1","0"
"C5629","RALN","CD","0D6A00","C01","1","0"
"C5919","RALN","CC","046000","C01","1","0"
"C6454","RALN","CB","054000","C01","0","1"
"C6454","RALN","CA","0A5000","C01","1","0"
"C6500","RALN","CB","036495","C01","1","0"
"C6636","RALN","CD","050000","C01","1","0"
"C6636","RALN","CD","049000","C01","0","1"
"C6636","RALN","CB","038491","C01","1","0"
"V9794","RALN","CC","046000","C01","0","1"
"C7929","RALN","CB","032000","C01","0","1"
"ES159","RALN","CC","046000","C01","1","0"
"C3769","RALN","CD","0D6000","C01","1","0"
"C2815","RALN","CD","052487","C01","1","0"
"C4075","RALN","CD","051489","C01","1","0"
"C4075","RALN","CC","045000","C01","1","0"
"UC9885","RALN","CD","049000","C01","1","0"
"C7133","RALN","FP","0D0102","C01","1","0"
"C7171","RALN","CC","046000","C01","1","0"
"C8223","RALN","CC","046000","C01","0","1"
"C280","RALN","CC","045000","C01","0","1"
"V9795","RALN","CD","0D6000","C01","1","0"
"CS9922","RALN","CD","050000","C01","1","0"
"C7973","RALN","CB","037493","C01","0","1"
"C6936","RALN","CD","0D6000","C01","1","0"
"C3542","RALN","CD","050000","C01","0","1"
"C3899","RALN","CC","046000","C01","1","0"
"C4690","RALN","CD","052486","C01","0","2"
"C5519","RALN","CD","0D6A00","C01","1","0"
"C5519","RALN","CC","045000","C01","0","1"
"C5909","RALN","CA","028000","C01","0","1"
"C6025","RALN","CC","043000","C01","0","1"
"C6857","RALN","CD","052487","C01","0","1"
"ER9953","RALN","CC","046000","C01","1","0"
"C5131","RALN","CD","0D6A00","C01","1","0"
"C5131","RALN","CB","0B7A00","C01","1","0"
"C5131","RALN","CB","038491","C01","2","0"
"C675","RALN","CB","038491","C01","1","0"
"C2746","RALN","CB","037493","C01","0","1"
"C3320","RALN","CB","0B7A00","C01","1","0"
"C3771","RALN","CB","055000","C01","0","1"
"C4157","RALN","FP","0D0102","C01","0","1"
"C5518","RALN","CD","057000","C01","1","0"
"C7263","RALN","CB","0B7000","C01","1","0"
"C7892","RALN","CD","052486","C01","0","1"
"C7892","RALN","CD","052487","C01","1","0"
"C7892","RALN","CC","046000","C01","1","1"
"C7892","RALN","CC","056000","C01","1","0"
"C7892","RALN","CB","036495","C01","1","1"
"C7892","RALN","DI","0D0164","C01","1","0"
"R9209","RALN","CD","052487","C01","1","0"
"R9209","RALN","CD","051489","C01","1","0"
"ER9949","RALN","DI","0D0165","C01","1","0"
"C1432","RALN","CD","049000","C01","1","0"
"C6395","RALN","FP","0D0102","C01","1","0"
"C2539","RALN","CD","0D6A00","C01","1","0"
"C2539","RALN","CC","046000","C01","1","1"
"C5694","RALN","CB","032000","C01","1","0"
"C4326","RALN","CB","054000","C01","0","1"
"C6954","RALN","CB","038491","C01","1","0"
"P9104","RALN","CB","034000","C01","1","0"
"C3176","RALN","CB","0B7000","C01","1","0"
"C5380","RALN","CC","046000","C01","1","0"
"C5701","RALN","CD","0D6A00","C01","1","0"
"C2975","RALN","CB","032000","C01","1","0"
"C7631","RALN","CD","0D6000","C01","1","0"
"C7631","RALN","CA","053000","C01","1","0"
"C2606","RALN","CD","051489","C01","1","0"
"C2322","RALN","CC","043000","C01","1","0"
"C3095","RALN","CD","050000","C01","0","1"
"C3439","RALN","CD","052486","C01","0","1"
"RA68","RALN","CD","0D6000","C01","2","0"
"RA68","RALN","CB","038491","C01","1","0"
"V9774","RALN","CB","0B7000","C01","2","0"
"CM9102","RALN","CD","0D6000","C01","2","1"
"CM9102","RALN","CC","046000","C01","4","0"
"CM9102","RALN","CB","0B7000","C01","3","0"
"CM9102","RALN","DI","0D0164","C01","2","0"
"C6144","RALN","CD","0D6A00","C01","1","2"
"C6144","RALN","CD","0D6000","C01","7","1"
"C6144","RALN","CD","052487","C01","1","0"
"C6144","RALN","CD","051489","C01","12","4"
"C6144","RALN","CD","049000","C01","4","2"
"C6144","RALN","CD","057000","C01","2","1"
"C6144","RALN","CC","046000","C01","17","23"
"C6144","RALN","CC","045000","C01","3","2"
"C6144","RALN","CC","043000","C01","3","1"
"C6144","RALN","CC","042000","C01","1","5"
"C6144","RALN","CC","056000","C01","7","1"
"C6144","RALN","CB","0B7A00","C01","7","1"
"C6144","RALN","CB","0B7000","C01","1","0"
"C6144","RALN","CB","038491","C01","4","1"
"C6144","RALN","CB","037493","C01","1","0"
"C6144","RALN","CB","036495","C01","3","0"
"C6144","RALN","CB","054000","C01","1","0"
"C6144","RALN","DI","0D0164","C01","2","1"
"C6144","RALN","PC","000061","C01","1","0"
"R9196","RALN","CD","0D6A00","C01","2","1"
"R9196","RALN","CD","049000","C01","1","0"
"R9196","RALN","CC","046000","C01","1","0"
"R9196","RALN","CC","043000","C01","1","0"
"R9196","RALN","CC","042000","C01","1","0"
"R9196","RALN","CB","0B7A00","C01","1","0"
"R9196","RALN","CB","036495","C01","3","0"
"R9196","RALN","CB","034000","C01","2","0"
"R9196","RALN","CA","053000","C01","1","0"
"R9196","RALN","DI","0D0164","C01","1","0"
"ES10242","RALN","CD","050000","C01","1","0"
"ES10242","RALN","CC","043000","C01","1","0"
"ES10242","RALN","CC","042000","C01","1","0"
"ES10242","RALN","CB","0B7A00","C01","1","0"
"M8655","RALN","FP","0D0102","C01","8","4"
"M8655","RALN","FP","0D0103","C01","15","4"
"C473","RALN","CD","0D6000","C01","1","0"
"C473","RALN","CB","0B7A00","C01","0","1"
"C8250","RALN","CB","032000","C01","1","0"
"C2407","RALN","CB","037493","C01","1","0"
"C2407","RALN","CA","028000","C01","1","0"
"C5615","RALN","CC","046000","C01","1","0"
"C5615","RALN","CC","042000","C01","0","1"
"C7877","RALN","CB","034000","C01","0","1"
"C6062","RALN","CD","049000","C01","0","1"
"C6062","RALN","CB","0B7000","C01","1","0"
"C8277","RALN","CB","054000","C01","1","0"
"C8277","RALN","RP","000096","C01","1","0"
"C2417","RALN","CB","054000","C01","0","1"
"C2472","RALN","CD","058000","C01","1","0"
"C3336","RALN","CB","037492","C01","1","0"
"C6262","RALN","CC","042000","C01","0","1"
"C9911","RALN","CC","046000","C01","0","1"
"C3118","RALN","CB","038490","C01","1","0"
"C7451","RALN","CB","037493","C01","1","0"
"C2401","RALN","CB","032000","C01","2","0"
"C4248","RALN","CD","050000","C01","1","0"
"C4248","RALN","CC","046000","C01","0","1"
"C4642","RALN","CD","0D6000","C01","0","1"
"C4642","RALN","CD","052486","C01","0","1"
"C4704","RALN","CD","057000","C01","0","1"
"C5948","RALN","CB","038490","C01","1","0"
"C6852","RALN","CC","046000","C01","1","0"
"N8881","RALN","CD","050000","C01","0","1"
"C7816","RALN","CB","0B7000","C01","1","0"
"C5961","RALN","CB","037493","C01","0","1"
"P9101","RALN","CC","042000","C01","1","0"
"C1017","RALN","CC","045000","C01","1","0"
"N8878","RALN","CD","052486","C01","1","0"
"C3787","RALN","CB","036494","C01","1","0"
"C3787","RALN","CB","034000","C01","0","1"
"C1466","RALN","CC","046000","C01","0","1"
"C5138","RALN","CC","043000","C01","1","0"
"C5355","RALN","CB","034000","C01","0","1"
"C5709","RALN","CB","038491","C01","1","0"
"C7541","RALN","CD","052487","C01","0","1"
"C3203","RALN","CC","042000","C01","1","0"
"C3203","RALN","CB","054000","C01","1","1"
"P9060","RALN","CB","036495","C01","0","1"
"P9060","RALN","CB","054000","C01","2","0"
"C306","RALN","CD","050000","C01","1","0"
"C306","RALN","CC","045000","C01","1","0"
"C406","RALN","CC","045000","C01","1","0"
"C607","RALN","CC","043000","C01","1","0"
"C7179","RALN","CB","0B7000","C01","1","0"
"C7179","RALN","CA","0A5000","C01","1","0"
"C7179","RALN","CA","027000","C01","1","1"
"C1681","RALN","CD","052487","C01","1","0"
"C2900","RALN","CD","052486","C01","1","0"
"C2980","RALN","CC","046000","C01","1","0"
"C3097","RALN","CD","049000","C01","1","0"
"C3261","RALN","CD","0D6000","C01","1","0"
"C4648","RALN","CD","052486","C01","1","0"
"C4746","RALN","CB","032000","C01","0","1"
"C5492","RALN","CB","036495","C01","1","0"
"C6097","RALN","CB","0B7A00","C01","0","1"
"C6354","RALN","CB","037492","C01","1","0"
"C6720","RALN","CD","052487","C01","0","1"
"C6774","RALN","CB","036495","C01","0","1"
"C6797","RALN","CD","051489","C01","0","1"
"C7538","RALN","CC","042000","C01","1","0"
"C8150","RALN","CD","051488","C01","1","0"
"C8150","RALN","CB","038490","C01","1","0"
"C8150","RALN","CA","0A5000","C01","1","0"
"C8150","RALN","DI","0D0164","C01","1","0"
"C544","RALN","CC","045000","C01","1","0"
"C2144","RALN","CC","042000","C01","1","0"
"C2910","RALN","CA","027000","C01","1","0"
"C3530","RALN","CC","043000","C01","1","0"
"C3619","RALN","CB","038491","C01","1","0"
"C4128","RALN","CA","027000","C01","0","1"
"C6510","RALN","CB","034000","C01","0","1"
"C777","RALN","CB","037493","C01","1","0"
"C7953","RALN","CD","052487","C01","0","1"
"C489","RALN","CD","0D6A00","C01","1","0"
"C489","RALN","CC","046000","C01","1","0"
"C489","RALN","CB","038490","C01","0","2"
"C489","RALN","CB","037492","C01","0","1"
"C489","RALN","CB","037493","C01","0","1"
"C3737","RALN","CD","0D6A00","C01","1","0"
"C3737","RALN","CC","046000","C01","1","1"
"P9071","RALN","CC","056000","C01","0","1"
"C3119","RALN","CC","056000","C01","1","0"
"C2378","RALN","CB","0B7A00","C01","1","0"
"C2581","RALN","CC","045000","C01","1","0"
"C3079","RALN","CC","046000","C01","1","0"
"C6255","RALN","CD","050000","C01","3","0"
"C3228","RALN","CC","046000","C01","0","1"
"C3228","RALN","CC","045000","C01","2","1"
"C3228","RALN","CB","032000","C01","0","1"
"C3228","RALN","DI","0D0164","C01","1","0"
"C3655","RALN","CD","049000","C01","0","1"
"C4323","RALN","CD","050000","C01","1","0"
"C4899","RALN","CB","037492","C01","1","0"
"C5523","RALN","CB","054000","C01","1","0"
"C6077","RALN","CA","0A5000","C01","1","0"
"C6071","RALN","CD","0D6000","C01","0","1"
"C6406","RALN","CB","0B7A00","C01","1","0"
"C6406","RALN","CB","036495","C01","1","0"
"C6406","RALN","CB","055000","C01","1","0"
"C7086","RALN","CC","046000","C01","1","0"
"C7086","RALN","CB","0B7A00","C01","1","0"
"C7177","RALN","CD","051489","C01","1","0"
"C7177","RALN","CB","036495","C01","0","1"
"C7226","RALN","CC","045000","C01","1","0"
"C7226","RALN","CB","054000","C01","1","0"
"C7402","RALN","CC","046000","C01","1","0"
"P9084","RALN","CD","0D6A00","C01","1","0"
"P9084","RALN","CC","046000","C01","0","1"
"P9084","RALN","CB","0B7000","C01","2","0"
"P9084","RALN","CB","038491","C01","2","1"
"P9084","RALN","CB","055000","C01","1","0"
"P9084","RALN","CB","034000","C01","3","0"
"C5170","RALN","CD","052486","C01","1","0"
"C5170","RALN","CD","049000","C01","12","0"
"C5170","RALN","CC","045000","C01","2","0"
"C5170","RALN","CC","043000","C01","0","1"
"C5170","RALN","CC","042000","C01","1","0"
"C5170","RALN","CC","056000","C01","1","0"
"C5170","RALN","CB","038490","C01","2","0"
"C5170","RALN","CB","037492","C01","6","4"
"C5170","RALN","CB","036494","C01","1","0"
"C5170","RALN","CB","036495","C01","6","0"
"C5170","RALN","CB","034000","C01","2","1"
"C5170","RALN","CB","032000","C01","5","0"
"C5170","RALN","CB","054000","C01","5","2"
"C5170","RALN","CA","028000","C01","8","2"
"C5170","RALN","CA","027000","C01","1","0"
"C5170","RALN","CA","053000","C01","3","0"
"C5170","RALN","PC","000061","C01","25","0"
"D8344","RALN","CC","043000","C01","1","0"
"D8344","RALN","CB","055000","C01","1","0"
"C401","RALN","CB","032000","C01","0","1"
"C2125","RALN","CC","046000","C01","0","1"
"C2125","RALN","CB","038491","C01","1","0"
"C658","RALN","CC","046000","C01","1","0"
"C658","RALN","CC","043000","C01","1","0"
"C658","RALN","CB","034000","C01","1","0"
"C658","RALN","CA","0A5000","C01","1","0"
"C923","RALN","CB","0B7A00","C01","1","0"
"C1507","RALN","CD","052487","C01","1","0"
"C5234","RALN","CC","045000","C01","0","1"
"C5234","RALN","CB","038490","C01","0","1"
"C1837","RALN","CB","038490","C01","1","0"
"C1837","RALN","CA","0A5000","C01","1","0"
"C1837","RALN","CA","028000","C01","1","0"
"C1843","RALN","CA","0A5000","C01","1","0"
"C1893","RALN","CC","043000","C01","1","0"
"C2066","RALN","CA","028000","C01","1","0"
"C2180","RALN","CC","043000","C01","1","0"
"C2340","RALN","CC","046000","C01","0","1"
"C2483","RALN","CD","0D6000","C01","0","1"
"C2483","RALN","CA","0A5000","C01","1","0"
"C3005","RALN","CD","049000","C01","1","0"
"C3341","RALN","CD","0D6000","C01","0","1"
"C3341","RALN","CA","0A5000","C01","0","1"
"C3625","RALN","CB","0B7000","C01","1","0"
"C3793","RALN","CA","028000","C01","1","0"
"C4110","RALN","CA","025000","C01","1","0"
"C4339","RALN","CB","034000","C01","1","0"
"C4443","RALN","CD","052487","C01","1","0"
"C4443","RALN","CD","050000","C01","1","0"
"C4443","RALN","CC","056000","C01","1","0"
"C4443","RALN","CB","037493","C01","1","1"
"C4592","RALN","CA","0A5000","C01","1","0"
"C5808","RALN","CB","036494","C01","1","0"
"C5808","RALN","CB","036495","C01","1","0"
"C6671","RALN","CD","051489","C01","1","0"
"C6671","RALN","CB","0B7A00","C01","1","0"
"C7396","RALN","CD","0D6A00","C01","0","1"
"C7396","RALN","CD","051488","C01","0","1"
"C7396","RALN","CD","051489","C01","1","2"
"C7396","RALN","CD","050000","C01","0","1"
"C7396","RALN","CD","049000","C01","1","1"
"C7396","RALN","CB","038490","C01","0","1"
"C7396","RALN","CB","037492","C01","1","0"
"C7396","RALN","CA","028000","C01","1","0"
"C7410","RALN","CA","0A5000","C01","1","0"
"C7562","RALN","CC","043000","C01","1","0"
"C7971","RALN","CC","046000","C01","1","0"
"C7971","RALN","CA","028000","C01","1","0"
"C7724","RALN","CD","0D6000","C01","1","0"
"C7791","RALN","CC","046000","C01","1","0"
"C8030","RALN","CD","052487","C01","0","1"
"C8056","RALN","CC","046000","C01","1","0"
"C8056","RALN","CA","0A5000","C01","1","0"
"C277","RALN","CC","045000","C01","0","1"
"C277","RALN","CB","034000","C01","1","0"
"C277","RALN","CA","027000","C01","5","0"
"P9028","RALN","CD","0D6A00","C01","1","0"
"P9028","RALN","CD","052486","C01","3","1"
"P9028","RALN","CD","051489","C01","1","0"
"P9028","RALN","CD","050000","C01","1","0"
"P9028","RALN","CC","046000","C01","1","0"
"P9028","RALN","CC","045000","C01","2","0"
"P9028","RALN","CC","043000","C01","1","0"
"P9028","RALN","CB","0B7000","C01","1","0"
"P9028","RALN","CB","038491","C01","2","1"
"P9028","RALN","CB","037492","C01","1","0"
"P9028","RALN","CB","034000","C01","1","0"
"P9028","RALN","DI","0D0164","C01","1","0"
"C349","RALN","CD","0D6000","C01","0","1"
"C934","RALN","CC","046000","C01","1","0"
"C934","RALN","CB","038491","C01","2","0"
"C934","RALN","CA","0A5000","C01","1","0"
"C1282","RALN","CD","050000","C01","0","1"
"C1324","RALN","CA","0A5000","C01","1","0"
"C1401","RALN","CD","0D6000","C01","0","1"
"C1470","RALN","CD","050000","C01","3","1"
"C1470","RALN","CB","034000","C01","2","0"
"C2063","RALN","CB","0B7A00","C01","1","0"
"C2063","RALN","CB","034000","C01","1","0"
"C2320","RALN","CA","027000","C01","1","0"
"C2964","RALN","CC","046000","C01","1","0"
"C3529","RALN","CC","046000","C01","1","0"
"C5950","RALN","CC","046000","C01","1","0"
"C5950","RALN","CC","045000","C01","1","0"
"C5950","RALN","CA","0A5000","C01","1","0"
"C5950","RALN","CA","028000","C01","1","0"
"C3702","RALN","CA","0A5000","C01","1","0"
"C3819","RALN","CC","046000","C01","1","0"
"C3819","RALN","CB","038491","C01","1","0"
"C3819","RALN","CA","0A5000","C01","3","0"
"C3819","RALN","CA","027000","C01","1","0"
"C3923","RALN","CA","028000","C01","2","0"
"C4247","RALN","CB","032000","C01","1","0"
"C4673","RALN","CD","050000","C01","1","0"
"C4673","RALN","CB","034000","C01","1","0"
"C5178","RALN","CB","036495","C01","0","1"
"C5178","RALN","CA","028000","C01","1","0"
"C4380","RALN","CA","028000","C01","1","0"
"C5862","RALN","CB","037493","C01","1","0"
"C5870","RALN","CA","0A5000","C01","1","0"
"C5870","RALN","CA","028000","C01","0","1"
"C5893","RALN","CA","027000","C01","1","0"
"C5902","RALN","CD","057000","C01","1","0"
"C6327","RALN","CC","045000","C01","1","0"
"C6469","RALN","CD","050000","C01","1","0"
"C6469","RALN","CC","046000","C01","2","0"
"C6469","RALN","CB","034000","C01","1","0"
"C6469","RALN","CA","027000","C01","1","0"
"C6669","RALN","CD","0D6A00","C01","0","1"
"C6669","RALN","CB","032000","C01","1","0"
"C6748","RALN","CD","0D6000","C01","0","1"
"C6748","RALN","CD","049000","C01","1","0"
"C6748","RALN","CD","057000","C01","1","0"
"C4274","RALN","CD","051488","C01","2","0"
"C4274","RALN","CD","051489","C01","2","0"
"C4274","RALN","CD","049000","C01","1","0"
"C4274","RALN","CC","046000","C01","3","0"
"C4274","RALN","CB","038490","C01","2","0"
"C4274","RALN","CB","038491","C01","1","0"
"C4274","RALN","CB","037493","C01","6","0"
"C4274","RALN","CB","036495","C01","4","0"
"C4274","RALN","CB","032000","C01","2","0"
"C4274","RALN","CA","0A5000","C01","8","0"
"C4274","RALN","DI","0D0164","C01","0","1"
"P9074","RALN","CB","038490","C01","1","0"
"P9074","RALN","CB","032000","C01","1","0"
"D8323","RALN","CC","046000","C01","1","0"
"C3842","RALN","CC","042000","C01","1","0"
"C3842","RALN","CB","034000","C01","1","0"
"C4309","RALN","CB","038491","C01","0","1"
"C5253","RALN","CC","046000","C01","1","1"
"C5253","RALN","CA","0A5000","C01","1","0"
"C7344","RALN","CB","038490","C01","1","1"
"C345","RALN","CC","046000","C01","1","0"
"C361","RALN","CC","046000","C01","2","2"
"C465","RALN","CD","052487","C01","1","0"
"C730","RALN","CD","0D6A00","C01","1","0"
"C730","RALN","CC","046000","C01","1","0"
"C730","RALN","CC","045000","C01","0","1"
"C730","RALN","CB","0B7A00","C01","1","0"
"C730","RALN","CB","038490","C01","0","1"
"C730","RALN","CA","0A5000","C01","0","1"
"C1635","RALN","CB","0B7A00","C01","1","0"
"C1823","RALN","CC","046000","C01","1","0"
"C1952","RALN","CD","051489","C01","1","0"
"C1952","RALN","CC","046000","C01","0","1"
"C2069","RALN","CB","034000","C01","1","0"
"C2247","RALN","CA","0A5000","C01","1","0"
"C7218","RALN","CB","032000","C01","0","1"
"C3166","RALN","CD","051489","C01","1","0"
"C2930","RALN","CC","046000","C01","1","0"
"C3138","RALN","CA","053000","C01","1","0"
"C3244","RALN","CC","043000","C01","1","0"
"C3265","RALN","CB","036495","C01","0","1"
"C3396","RALN","CA","0A5000","C01","1","0"
"C3654","RALN","CC","046000","C01","1","0"
"C4040","RALN","CC","046000","C01","1","0"
"C4040","RALN","CB","0B7A00","C01","1","0"
"C4264","RALN","CD","0D6000","C01","2","0"
"C4344","RALN","CD","050000","C01","0","1"
"C4344","RALN","CC","043000","C01","0","1"
"C4427","RALN","CC","046000","C01","1","0"
"C4827","RALN","CD","052487","C01","0","1"
"C4909","RALN","CD","0D6A00","C01","1","0"
"C5140","RALN","CC","046000","C01","1","0"
"C6680","RALN","CB","037493","C01","1","0"
"C6680","RALN","CA","0A5000","C01","1","0"
"C6109","RALN","CB","034000","C01","1","0"
"C6158","RALN","CC","046000","C01","1","0"
"C6158","RALN","CB","036495","C01","1","0"
"C6418","RALN","CB","037492","C01","1","0"
"C6589","RALN","CA","0A5000","C01","1","0"
"C6637","RALN","CA","0A5000","C01","1","0"
"C6696","RALN","CB","038491","C01","1","0"
"C6696","RALN","CA","028000","C01","1","0"
"C6765","RALN","CC","045000","C01","1","0"
"C6765","RALN","CB","034000","C01","1","0"
"C6692","RALN","CD","050000","C01","1","0"
"C6692","RALN","CC","046000","C01","1","0"
"C6692","RALN","CB","038491","C01","1","0"
"C6848","RALN","CB","037493","C01","2","0"
"C6899","RALN","CB","0B7A00","C01","1","0"
"C7113","RALN","CB","0B7000","C01","0","1"
"C8247","RALN","CD","0D6000","C01","1","0"
"C8247","RALN","CD","049000","C01","0","1"
"C8295","RALN","CC","056000","C01","0","1"
"C8055","RALN","CD","051489","C01","1","0"
"C5873","RALN","CD","058000","C01","2","0"
