"Istituzione","Contratto","Categoria","Qualifica","Comandati Distaccati Uomini","ComandatiDistaccatiDonne","Fuori Ruolo Uomini","Fuori Ruolo Donne","Comandati Distaccati Estero Uomini","Comandati Distaccati Estero Donne","Fuori Ruolo Estero Uomini","Fuori Ruolo Estero Donne","Convenzioni Uomini","Convenzioni Donne","Convenzioni Estero Uomini","Convenzioni Estero Donne","Esoneri Uomini","Esoneri Donne","Esoneri Interno 70% Uomini","Esoneri Interno 70% Donne"
"U9562","SSNA","LT","T13660","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9562","SSNA","LT","T12057","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U9562","SSNA","LA","A12017","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","MD","SD0035","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","SI","S18023","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","SI","S16020","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","ST","S18920","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","ST","S16021","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","SF","S18922","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","SF","S16019","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","LT","T13660","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9563","SSNA","LA","A14005","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E8471","EPNE","AC","046000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C4910","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C4910","RALN","CC","043000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4910","RALN","CB","0B7A00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4910","RALN","CA","027000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CD","052487","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CD","051488","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CD","051489","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9081","RALN","CD","050000","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"P9081","RALN","CD","057000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CC","046000","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"P9081","RALN","CC","045000","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0"
"P9081","RALN","CC","043000","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CC","042000","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"P9081","RALN","CC","056000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CB","038490","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"P9081","RALN","CB","037492","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"P9081","RALN","CB","036494","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"P9081","RALN","CB","036495","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"P9081","RALN","CB","034000","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0"
"P9081","RALN","CB","054000","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"C276","RALN","CD","057000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C276","RALN","CC","045000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C546","RALN","CC","043000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"UC12600","RALN","CD","050000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC12600","RALN","CD","049000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"UC12600","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"UC12600","RALN","CC","043000","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"UC12600","RALN","CC","042000","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"UC12600","RALN","DF","0D0098","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C555","RALN","CD","052487","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C954","RALN","CD","057000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C971","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C971","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"C971","RALN","CD","049000","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"C971","RALN","CC","042000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C1047","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1028","RALN","CD","0D6A00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1142","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1142","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1650","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2945","RALN","DF","0D0095","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4835","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4835","RALN","CD","050000","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4835","RALN","CC","043000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4835","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1682","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1700","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1700","RALN","CD","0D6000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C1700","RALN","CC","042000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C1700","RALN","CB","037493","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C1733","RALN","FP","0D0103","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"C1733","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1733","RALN","SP","0D0I95","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"C1733","RALN","CD","050000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C1905","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1905","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2084","RALN","FP","0D0103","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C2084","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2093","RALN","FP","0D0103","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C2169","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2169","RALN","CD","051488","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2169","RALN","CD","049000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2169","RALN","CC","045000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2169","RALN","CC","043000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2169","RALN","CC","042000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2169","RALN","CC","056000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"CS10243","RALN","CD","049000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C2450","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2450","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2450","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2450","RALN","CC","042000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2519","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4966","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2699","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2699","RALN","CC","045000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2837","RALN","CD","051488","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2837","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2837","RALN","CD","050000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2837","RALN","CD","057000","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"C2837","RALN","CC","042000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2837","RALN","CB","037492","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"C7938","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7938","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3254","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3254","RALN","CD","051489","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C3286","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3293","RALN","CC","046000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3306","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3504","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C3504","RALN","CB","038490","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3988","RALN","CD","051489","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C3988","RALN","CB","038491","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4072","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4072","RALN","CD","052487","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4072","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4072","RALN","CC","046000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4072","RALN","CC","042000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4072","RALN","DF","0D0095","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4184","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4184","RALN","CD","049000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4184","RALN","CC","042000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4184","RALN","DF","0D0095","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4294","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4294","RALN","CD","050000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4294","RALN","CC","046000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4294","RALN","CC","042000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C4394","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4857","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4967","RALN","SP","0D0I95","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C5051","RALN","CD","049000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5235","RALN","CD","051489","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C5235","RALN","CD","050000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C5235","RALN","CC","046000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C5290","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5290","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5526","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5526","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C5526","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5526","RALN","CB","034000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5614","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C5908","RALN","CD","058000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C7104","RALN","FP","0D0103","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C7104","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"C7104","RALN","CB","0B7000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7196","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C7217","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C7389","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C8136","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C8136","RALN","CC","042000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C8136","RALN","CB","037493","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C264","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C264","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C264","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C264","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C264","RALN","CC","043000","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"C264","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C342","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C342","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C342","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C464","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C464","RALN","CB","055000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C498","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C498","RALN","CC","046000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"U9597","SSNA","MD","SD0035","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9597","SSNA","SI","S16020","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C601","RALN","CD","052486","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C601","RALN","CC","046000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C601","RALN","CC","045000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C601","RALN","CB","038491","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"CS10365","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"CS10365","RALN","DI","0D0165","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"P9034","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C641","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C641","RALN","CD","052487","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"C641","RALN","CB","054000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C692","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C837","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C837","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C837","RALN","CD","049000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"C873","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C873","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1178","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1178","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1178","RALN","CC","045000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1188","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"C1242","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1242","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1242","RALN","CB","0B7A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1281","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1281","RALN","CD","052487","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1318","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1318","RALN","CD","052486","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1318","RALN","CD","051489","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"C1318","RALN","CC","043000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1322","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1359","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1359","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1359","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1465","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1465","RALN","CD","0D6000","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"C1465","RALN","CD","052487","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1465","RALN","CD","051488","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1465","RALN","CD","051489","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1465","RALN","CD","050000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1465","RALN","CD","049000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1465","RALN","CC","046000","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"C1465","RALN","CC","045000","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"C1465","RALN","CC","043000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1465","RALN","CC","042000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1465","RALN","CC","056000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1465","RALN","CB","0B7000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1465","RALN","CB","038491","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1465","RALN","CB","037493","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"UC12234","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC12234","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC12234","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"UC12234","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC12234","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"UC12234","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC12234","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0"
"UC12234","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"UC12234","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"UC12234","RALN","CC","042000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC12234","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC12234","RALN","CB","038491","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"UC12234","RALN","CB","037493","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC12234","RALN","CB","036494","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC12234","RALN","CB","036495","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC12234","RALN","CA","0A5000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC12234","RALN","DI","0D0165","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1496","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1496","RALN","CD","051489","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1496","RALN","CD","050000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1496","RALN","CB","037492","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1496","RALN","CB","036495","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1558","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1558","RALN","CD","049000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1790","RALN","CD","058000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1806","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1806","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1806","RALN","CB","038490","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1806","RALN","CB","038491","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1821","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1821","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1821","RALN","CD","052487","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1821","RALN","CC","046000","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"C1821","RALN","CC","042000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1821","RALN","CB","036495","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1819","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1819","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1988","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1988","RALN","CB","037492","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1887","RALN","CD","052486","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"C1887","RALN","CC","045000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1887","RALN","CC","043000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1887","RALN","CC","056000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1908","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1908","RALN","CD","049000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1908","RALN","CB","0B7A00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CD","052487","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CD","051489","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CD","050000","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CD","049000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CD","057000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CC","045000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CC","043000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CB","0B7A00","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CB","038490","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CB","037492","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CB","037493","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CB","036495","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"UC10007","RALN","CB","034000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C1914","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1914","RALN","CD","050000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C1914","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1914","RALN","CC","046000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C454","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C454","RALN","CD","0D6000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C454","RALN","CD","050000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C454","RALN","CC","042000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C1970","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1970","RALN","CD","051489","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"C1970","RALN","CB","037492","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1970","RALN","CB","055000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1972","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1972","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1972","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10012","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"UC10012","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
