ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
U10903;SSNA;LA;A16028;SI;S16020;V;1
U10903;SSNA;MD;SD0E33;MD;SD0035;O;1
U10903;SSNA;DS;SD0A15;DS;SD0A12;O;1
U10903;SSNA;SI;S16020;SI;S18023;O;1
U10903;SSNA;MD;SD0035;MD;SD0E33;O;4
U10903;SSNA;DS;SD0A12;DS;SD0E12;O;1
U10508;SSNA;DA;AD0S31;DA;AD0032;O;1
U10508;SSNA;DA;AD0A31;DP;PD0A09;V;1
U10508;SSNA;MD;SD0035;MD;SD0036;O;5
U10508;SSNA;MD;SD0N33;MD;SD0E33;O;1
U10508;SSNA;MD;SD0036;MD;SD0035;O;7
U10508;SSNA;LT;T13660;SI;S16020;V;1
U10508;SSNA;MD;SD0E34;MD;SD0E33;O;1
U10508;SSNA;DT;TD0A67;DT;TD0068;O;1
U10508;SSNA;MD;SD0E34;MD;SD0N34;O;1
U10508;SSNA;MD;SD0N34;MD;SD0E34;O;2
U10508;SSNA;SI;S16020;DS;SD0A12;V;1
C3031;RALN;CA;025000;CA;027000;O;2
C4442;RALN;CD;051488;DI;0D0165;V;1
C4442;RALN;CD;049000;CD;050000;O;1
