ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERO_UOMINI;COMANDATI_DISTACCATI_ESTERO_DONNE;FUORI_RUOLO_ESTERO_UOMINI;FUORI_RUOLO_ESTERO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERO_UOMINI;CONVENZIONI_ESTERO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
C8096;RALN;CD;049000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
UC12599;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
V9706;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3457;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4062;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1042;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4451;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2188;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C397;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C3593;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
C5518;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5136;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2084;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC12402;RALN;CD;049000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C5503;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1502;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12414;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7821;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4021;RALN;CD;049000;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
CS10942;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3926;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2888;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12285;RALN;CD;049000;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
UC10901;RALN;CD;049000;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C3972;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9059;RALN;CD;049000;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C212;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5669;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3535;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C5141;RALN;CD;049000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C694;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2720;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P9082;RALN;CD;049000;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4694;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1226;RALN;CD;049000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C1661;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4347;RALN;CD;049000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C1911;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P9103;RALN;CD;049000;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1499;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0
C351;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3210;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4504;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC11864;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
UC10361;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C5989;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1918;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6032;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1342;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5728;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2171;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3363;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1016;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P9106;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5468;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2053;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1641;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5376;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC12247;RALN;CD;049000;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
C4590;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3220;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C6991;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC12466;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6483;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5752;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC9988;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3438;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4589;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C821;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3662;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6485;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1222;RALN;CD;049000;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C837;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4623;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9069;RALN;CD;049000;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
C585;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1647;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C7560;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C4043;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4823;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1591;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3223;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4373;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5795;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4592;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2834;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1603;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7098;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS9920;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6644;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3632;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4685;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6635;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2376;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4898;RALN;CD;049000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
C4218;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5843;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
V9754;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C5942;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4931;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5481;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4284;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER12738;RALN;CD;049000;0;0;0;0;4;21;0;0;0;0;0;0;0;0;0;0
C3910;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6363;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C233;RALN;CD;049000;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
C7711;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C5093;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1382;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2769;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9813;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P9124;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7207;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1028;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P9055;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R9813;RALN;CD;049000;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
C2220;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12764;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
C7044;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3343;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6357;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3803;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4236;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2867;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5537;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4919;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC10585;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4489;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C6217;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C237;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2847;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10767;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C676;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3838;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6620;RALN;CD;049000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C3184;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2993;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C374;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5695;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2848;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1662;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C315;RALN;CD;049000;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
C1031;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12600;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC10669;RALN;CD;049000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6734;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1230;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10372;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C323;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2591;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CS11097;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1710;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2200;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC10204;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2014;RALN;CD;049000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C1960;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4190;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4184;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2961;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3017;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5776;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
V9785;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10893;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1739;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C518;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5325;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2941;RALN;CD;049000;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5491;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4104;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12257;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2123;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
UC10772;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9118;RALN;CD;049000;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
P9097;RALN;CD;049000;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
C6974;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC12248;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6318;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3050;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3573;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C290;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6322;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3233;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3648;RALN;CD;049000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C5113;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP192;RALN;CD;049000;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0
C8011;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C430;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3654;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3054;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6677;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6884;RALN;CD;049000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10187;RALN;CD;049000;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0
C1009;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3747;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7035;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5621;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2459;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4461;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8075;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2363;RALN;CD;049000;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0
C7577;RALN;CD;049000;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R9202;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2378;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12174;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C899;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2518;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4624;RALN;CD;049000;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC11098;RALN;CD;049000;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
C7712;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ER9953;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11893;RALN;CD;049000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C582;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7902;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2808;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4935;RALN;CD;049000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS11807;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC12511;RALN;CD;049000;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
C2289;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4001;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4208;RALN;CD;049000;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C6594;RALN;CD;049000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C8281;RALN;CD;049000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C8018;RALN;CD;049000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7451;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3072;RALN;CD;049000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC9883;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7710;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC12809;RALN;CD;049000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
