ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
IP10704;RALN;ND;CD;0;0;0;0;0,1;2,61;0;0
IP10704;RALN;ND;CB;0;0;0;0;0,69;10,24;0;0
UC10806;RALN;ND;CD;2;1;0;0;0;0;0;0
UC10806;RALN;ND;CB;0;1;0;0;0;0;0;0
C6077;RALN;ND;CD;1;0;0;0;0;0;0;0
C1603;RALN;ND;CC;0;1;0;0;0;0;0;0
C1406;RALN;ND;CC;0,24;0,02;0;0;0;0;0;0
C4467;RALN;ND;CD;0,37;0;0;0;0;0;0;0
C3923;RALN;ND;CD;0;1;0;0;0;0;0;0
C3923;RALN;ND;CA;3;2;0;0;0;0;0;1
C3923;RALN;ND;CC;1;5;0;0;0;0;0;0
UC12325;RALN;ND;CD;0;0;0;0;0;0,32;0;0
UC12325;RALN;ND;CB;0;0;0;0;0,25;0;0;0
C6725;RALN;ND;CA;0;0;0;0;0;0;6,3;2,1
C6725;RALN;ND;CD;0;0,8;0;0;0;0;0;0
C6725;RALN;ND;CC;0,52;1,34;0;0;0;0;0;0
C7899;REFR;SC;CC;0;0;0;0;1;0;0;0
C7899;REFR;SC;CB;0;0;0;0;0;0;2;0
UC10031;RALN;ND;CB;0;0;0;0;0,54;0,2;0;0
C1894;RALN;ND;CB;0;0;0;0;1,79;0;0;0
C1894;RALN;ND;CC;1;0;0;0;0;0;0;0
C1894;RALN;ND;CD;3,81;0;0;0;0;0;0;0
C6501;PRBZ;NF;CC;0,92;0;0;0;0;0;0;0
C447;RALN;ND;CB;0;0;0;0;0;0;0,28;0
C6441;RALN;ND;CB;3,61;3,25;0;0;0;0;0;0
C6441;RALN;ND;CC;0,88;0;0;0;0;0;0;0
C6441;RALN;ND;CD;0,33;0;0;0;0;0;0;0
C2027;RALN;ND;CB;0;0;0;0;0;0;1,03;0,22
C2027;RALN;ND;CC;1;0;0;0;0;0;0;0,52
C3406;RALN;ND;CC;0;0;0;0;0;0;0;2
C3406;RALN;ND;CD;1;0;0;0;0;0;0;0
C3406;RALN;ND;CA;0;0;0;0;0;0;7;1
C3406;RALN;ND;CB;0;0;0;0;0;0;15;5
C1627;RALN;ND;CC;0,25;0,25;0;0;0;0;0;0
C3119;RALN;ND;CD;0;1,05;0;0;0;0;0;0
C3119;RALN;ND;CC;1,36;2,09;0;0;0;0;0;0
C3119;RALN;ND;CB;0;0;0;0;0,5;0;0;0
C1725;RALN;ND;CC;0,25;0;0;0;0;0;0;0
C1815;RALN;ND;CB;0;0;0;0;0;0;2,22;0
C1815;RALN;ND;CC;0;0;0;0;0;0;0;0,55
IP11033;PRTN;NF;CC;1,25;1,36;0;0;0;0;0;0
IP11033;PRTN;NF;CB;1,75;7,15;0;0;0;0;0;0
IP11033;PRTN;NF;CA;0;5,1;0;0;0;0;0;0
C7563;RALN;ND;CB;1;1;0;0;0;0;0;0
C7563;RALN;ND;CD;1;0;0;0;0;0;0;0
C7563;RALN;ND;CC;1;1;0;0;0;0;0;0
C6563;RALN;ND;CC;0;2;0;0;0;0;0;0
C6563;RALN;ND;CD;0;1,59;0;0;0;0;0;0
C6563;RALN;ND;CB;2;0;0;0;0;0;0;0
C4724;RALN;ND;CC;1;0;0;0;0;0;0;0
C4743;RALN;ND;CC;0;0;0;0;0,41;0;0;0
C8125;RALN;ND;CB;0;0;0;0;0;0;1,63;0
C12759;RALN;ND;CD;0;0;0;0;0,12;0,33;0;0
C5187;RALN;ND;CC;0,08;0;0;0;0;0;0;0
C5187;RALN;ND;CD;1;0;0;0;0;0;0;0
C2684;RALN;ND;CC;0;3,71;0;0;0;0,21;0;0
C2684;RALN;ND;CD;0;0,4;0;0;0;0;0;0
C4317;RALN;ND;CB;0;3,66;0;0;0;0;0,59;3,89
C4317;RALN;ND;CC;0,61;7,33;0;0;0;0;1,12;1,66
C4317;RALN;ND;CD;0,46;0;0;0;0;0;0;0
C1986;RALN;ND;CB;0;0;0;0;0;0;4,52;0
C1986;RALN;ND;CC;1;1,61;0;0;0;0;0;0
C1986;RALN;ND;CD;0,55;0,41;0;0;0;0;0;0
C1986;RALN;ND;CA;0,05;0;0;0;0;0;0;0
C5813;RALN;ND;CC;0,36;0;0;0;0;0;0;0
C7619;RALN;ND;CC;0;0,5;0;0;0;0;0;0
C7145;RALN;ND;CB;0,05;0;0;0;0;0;0;0
C2584;RALN;ND;CA;0;0;0;0;0;0;0;2,25
C8055;RALN;ND;CB;0;3,33;0;0;0;0;0;15,54
C8055;RALN;ND;CC;4,08;19,95;0;0;0;0;0;0
C8055;RALN;ND;CA;0;2,69;0;0;0;0;7,28;0
C2464;RALN;ND;CB;0;0;0;0,29;0;0;0;0
UC9980;RALN;ND;CC;0;0;0;0;0;0,51;0;0
C7994;RALN;ND;CB;0;0;0;0;0;0;0;0,5
C1188;RALN;ND;CB;0,39;0;0;0;0;0;0;0
C3526;RALN;ND;CD;1;0;0;0;0;0;0;0
C3526;RALN;ND;CC;0;0;0;0;0;0;2,36;0
C3526;RALN;ND;CA;0;0;0;0;0;0;3,75;1
C4423;RALN;ND;CB;1;0;0;0;0;0;0;0
C6661;RALN;ND;CD;0,8;0;0;0;0;0;0;0
C6661;RALN;ND;CA;0,8;0;0;0;0;0;0;0
C7577;RALN;ND;CA;0;0;0;0;0;0;0,44;0
C7577;RALN;ND;CD;0,45;0;0;0;0;0;0;0
C7577;RALN;ND;CC;0,21;0,21;0;0;0;0;0;0
PU10574;SSNA;ME;LA;7,13;18,35;0;0;2,5;4,16;0;0
PU10574;SSNA;ME;DS;1;9,58;0;0;0;0;0;0
PU10574;SSNA;ME;SI;19,37;125,24;0;0;2,58;20,05;0;0
PU10574;SSNA;ME;MD;24,4;42,27;0;0;0;0;0;0
PU10574;SSNA;ME;SF;0;3;0;0;0;0;0;0
PU10574;SSNA;ME;LP;2,05;0;0;0;0;0;0;0
PU10574;SSNA;ME;LT;8,25;31,29;0;0;9;8,08;0;0
PU10574;SSNA;ME;SV;1;0;0;0;0;0;0;0
PU10574;SSNA;ME;ST;12,39;13,9;0;0;0,66;3,5;0;0
C6950;RALN;ND;CA;0,1;0;0;0;0;0;0;0
C6950;RALN;ND;CB;0,11;0;0;0;0;0;0;0
U9517;SSNA;ME;DS;1,64;10,46;0;0;0;0;0;0
U9517;SSNA;ME;MD;20,26;22,96;0;0;0;0;0;0
U9517;SSNA;ME;SI;13,29;39,46;0;0;0;0;0;0
U9517;SSNA;ME;ST;1,89;3,88;0;0;0;0;0;0
C7057;RALN;ND;CB;0;0;0;0;0;0;2,83;0
C7057;RALN;ND;CD;0,25;0;0;0;0;0;0;0
C4290;PRTN;NF;CC;0;1,48;0;0;0;0;0;0
C2554;RALN;ND;CA;0;1,6;0;0;0;0;0;0
C2554;RALN;ND;CC;4;3,2;0;0;0;0;0;0
C2554;RALN;ND;CB;3,2;11,2;0;0;0;0;0;0
C446;RALN;ND;CB;2;2;0;0;0;0;0;0
C446;RALN;ND;CD;1;0;0;0;0;0;0;0
C1087;RALN;ND;CB;0;0;0;0;0;0;0,46;0
C1397;PRTN;NF;CC;1,22;1,82;0;0;0;0;0;0
C1397;PRTN;NF;CB;0,5;0;0;0;0;0;0;0
C5516;RALN;ND;CC;0;0,07;0;0;0;0;0;0
C5516;RALN;ND;CB;0;0;0;0;0;0;1;1
C4888;RALN;ND;CC;1,5;0,25;0;0;0;0;0;0
C4888;RALN;ND;PC;0;0;0;0;1,3;0,17;0;0
C2999;RALN;ND;CB;0;0;0;0;0;0;1;8
C2999;RALN;ND;CD;0,2;0;0;0;0;0;0;0
Q9143;UNIV;ND;RC;64;49;0;0;0;0;0;0
Q9143;UNIV;ND;AL;0;3,54;0;0;0;0;0;0
C6899;RALN;ND;CC;2,38;3,1;0;0;0;0;0;0
C6899;RALN;ND;CB;0;0,5;0;0;0;0;0;0
C2870;PRBZ;NF;CB;1,23;0;0;0;0;0;0;0
C2870;PRBZ;NF;CA;0;0,73;0;0;0;0;1,12;0
C2870;PRBZ;NF;CC;0;0,17;0;0;0;0;0;0
C3492;RALN;ND;CC;0,26;0,26;0;0;0;0;0;0
C3492;RALN;ND;CB;0;0;0;0;0;0;1,16;0
C2694;RALN;ND;CC;0,49;0;0;0;0;0;0;0
C2694;RALN;ND;CB;0;0;0;0;0,75;0;0,17;0
C8144;REFR;SC;CC;0;0;0;0;0;0;0,17;0
C8144;REFR;SC;CB;0;0;0;0;0;0;0,58;0
LS11919;LS13;NF;LI;3,08;0,83;0;0;0;0;0;0
C4010;REFR;SC;CC;0;0,19;0;0;0;0;0,05;0
C4010;REFR;SC;CB;0;0;0;0;0;0;0;0,09
R9197;RALN;ND;CD;0;0;0;0;0;1;0;0
R9197;RALN;ND;PC;0;2;0;0;0;0;0;0
R9197;RALN;ND;CC;2,76;3,68;0;0;2,66;6,55;0;0
C6577;RALN;ND;CC;0;0;0;0;1;0;0;0
C6577;RALN;ND;CB;0;0;0;0;3;0;0;0
C6577;RALN;ND;CA;0;0;0;0;0;0;1;0
LS12033;LS13;NF;LI;0;5;0;0;0;0;0;0
C6090;RALN;ND;CB;0;0;0;0;0,7;0;0;0
C2843;RALN;ND;CC;0;1;0;0;0;0;0;0
C6381;RALN;ND;CC;1,18;0;0;0;0;0;0;0
C3854;RALN;ND;CB;0,15;0;0;0;0;0;0;0
C3854;RALN;ND;CC;0;0,98;0;0;0;0;0;0
C2416;RALN;ND;CC;0,15;0;0;0;0;0;0;0
C2416;RALN;ND;CA;0;0;0;0;0;0;0,31;0
C2416;RALN;ND;CB;0;0,33;0;0;0;0;0,22;0
C2416;RALN;ND;CD;0,25;0;0;0;0;0;0;0
C2416;RALN;ND;PC;0;0;0,55;0;0;0;0;0
C1461;RALN;ND;PC;0;0;0;0;0;0;4;0
C4431;RALN;ND;CA;3;1;0;0;0;0;0;0
C4431;RALN;ND;CC;0;2;0;0;0;0;0;0
U10755;SSNA;ME;DS;3,38;11,13;0;0;0;0;0;0
U10755;SSNA;ME;SI;33,13;113,9;0;0;0;0;0;0
U10755;SSNA;ME;MD;28,66;63,72;0;0;0;0;0;0
U10755;SSNA;ME;SF;0;2;0;0;0;0;0;0
U10755;SSNA;ME;LA;16;66;0;0;0;0;0;0
U10755;SSNA;ME;LP;2;0;0;0;0;0;0;0
U10755;SSNA;ME;ST;2,04;1,88;0;0;0;0;0;0
U10755;SSNA;ME;LT;2,54;2,28;0;0;0;0;0;0
C4280;PRTN;NF;CA;0;1,83;0;0;0;0;0;0
Q9135;UNIV;ND;CD;1,1;1,77;0;0;0;0;0;0
Q9135;UNIV;ND;RC;16,9;15,3;0;0;0;0;0;0
Q9135;UNIV;ND;CC;0;2;0;0;0;0;0;0
C6361;PRBZ;NF;CC;0,21;1;0;0;0;0;0;0
C6361;PRBZ;NF;CB;0;0,17;0;0;0;0;0;0
C4142;RALN;ND;CA;1;0;0;0;0;0;0;0
C4142;RALN;ND;CB;4;0;0;0;0;0;0;0
C4142;RALN;ND;CC;3;1;0;0;0;0;0;0
UC10654;RALN;ND;CD;0,71;0,49;0;0;0;0;0;0
UC10654;RALN;ND;CC;0,25;0,16;0;0;0;0;0;0
C1581;RALN;ND;CC;0;0,12;0;0;0;0;0;0
C1581;RALN;ND;PC;0;0;0;0;0;0,04;0;0
UC10226;RALN;ND;CC;1;4;0;0;0;0;0;0
C6640;RALN;ND;CA;0;0;0;0;0;0;0;2
C6640;RALN;ND;CB;0;0;0;0;0;0;2;0
C6640;RALN;ND;CC;0;0;0;0;0;0;1;1
UC12764;RALN;ND;CD;0;0,22;0;0;0;0;0;0
Q9179;UNIV;ND;PC;291,03;238,54;0;0;0;0;0;0
Q9179;UNIV;ND;RC;102,27;99,72;0;0;0;0;0;0
C7156;RALN;ND;CC;0;0;0;0;0;0;0;0,67
C7156;RALN;ND;CA;0;0;0;0;0;0;1,25;0
C7156;RALN;ND;CB;0,71;0;0;0;0,08;0;0;0
C7156;RALN;ND;CD;0,5;2,55;0;0;0;0,25;0;0
C803;RALN;ND;CA;0;0;0;0;1;0;0;0
C4485;RALN;ND;CC;0;0;0;0;0;0;0,15;0
C3295;RALN;ND;CC;2;2;0;0;0;0;0;0
C3816;RALN;ND;CB;1;0;0;0;0;0;0;0
Q9171;UNIV;ND;RC;21,27;32,79;0;0;0;0;0;0
Q9171;UNIV;ND;CC;0,71;0;0;0;0,48;5,54;0;0
Q9171;UNIV;ND;AL;7;34,15;0;0;0;0;0;0
C8302;RALN;ND;CB;0;0;0;0;0;0;0,89;0
C4139;RALN;ND;CA;4,69;2,17;0;0;0;0;0;0
C4139;RALN;ND;CC;1;2,17;0;0;0;0;0;0
C4139;RALN;ND;CD;1;0;0;0;0;0;0;0
C7885;RALN;ND;CC;0,5;0;0;0;0;0;0;0
C7885;RALN;ND;CD;0,59;0,69;0;0;0;0;0;0
C4069;RALN;ND;CC;1,62;1;0;0;0;0;0;0
C4069;RALN;ND;CD;0;3,09;0;0;0;0;0;0
C4069;RALN;ND;CB;0;1,07;0;0;0;0;0;0
C8035;RALN;ND;CB;0;0;0;0;0;0;0,32;0
C8035;RALN;ND;CC;0;0;0;0;0;0;0;0,27
LS12805;LS13;NF;LI;0;0;0;0;0,33;0;0,75;0
C4004;RALN;ND;CB;0;0;0;0;0,75;0;0;0
C4004;RALN;ND;CC;0;0;0;0;0,92;0;0;0
C7281;RALN;ND;CD;0,15;0,43;0;0;0;0;0;0
AP199;SSNA;ME;LT;3;5;0;0;0;0;0;0
C5634;RALN;ND;CC;1,84;1,86;0;0;0;0;0,17;0,5
C5634;RALN;ND;CD;3,75;0;0;0;0;0;0;0
C5634;RALN;ND;CB;0;0;0;0;0;0;14;0
C2745;RALN;ND;CD;1;0;0;0;0;0;0;0
C2745;RALN;ND;CC;1;0;0;0;0;0;0;0
C791;RALN;ND;CD;0,27;0;0;0;0;0;0;0
UC10349;RALN;ND;CC;0;0;0;0;0;0,5;0;0
C1625;RALN;ND;PC;0;0;0;0;0;0;2,54;1,38
C1841;RALN;ND;CB;0;0;0;0;0;0;1,59;0,53
R9199;RALN;ND;CC;2,99;0,99;0;0;0;0;0;0
C968;RALN;ND;CC;0,1;0,17;0;0;0;0;0;0
C1064;RALN;ND;CD;0,15;0;0;0;0;0;0;0
C1064;RALN;ND;CB;0;0,01;0;0;0;0;0,69;0
C7033;RALN;ND;CC;0,97;0,44;0;0;0;0;0;0
C7033;RALN;ND;CA;1,52;0;0;0;0;0;0;0
C7033;RALN;ND;CD;1,34;0;0;0;0;0;0;0
C307;RALN;ND;CC;0,11;3,71;0;0;0;0;0;0
C4342;RALN;ND;CB;0;0;0;0;0;0;0;3
C1142;RALN;ND;CB;0;0;0;0;0;0;0;0,17
C1142;RALN;ND;CD;0;0,5;0;0;0;0;0;0
UC10780;RALN;ND;CC;0,94;1,93;0;0;0;0;0;0
C943;RALN;ND;CB;0,67;0;0;0;0;0;0;0
C4906;RALN;ND;CB;0,28;0;0;0;0;0;0;0
LS12198;LS13;NF;LI;0;1,65;0;0;0;0;0;0
C5734;REFR;SC;CB;0;0;0;0;0;0;0,44;0
UC10760;RALN;ND;CC;0;2;0;0;0;0;0;0
UC10760;RALN;ND;CD;2;3;0;0;0;0;0;0
C12415;REFR;SC;CB;0;0;0;0;0;0;0,92;0
C12415;REFR;SC;CC;1;0;0;0;0;0;0;0
C5253;RALN;ND;CA;6,67;9,33;0;0;0;0;5,55;6,11
C5253;RALN;ND;CB;3,33;4;0;0;0;0;2,22;6,11
C5253;RALN;ND;CD;1;0,67;0;0;0;0;0;0
C5253;RALN;ND;CC;11;26,67;0;0;0;0;2,22;3,88
RA68;RALN;ND;CC;0;0;0;0;1;2;0;0
RA68;RALN;ND;CA;4,96;0,5;0;0;0;0;0;0
RA68;RALN;ND;CD;2,26;1,97;0;0;3,92;6,33;0;0
UC12334;RALN;ND;CD;0,5;0;0;0;0;0;0;0
C3961;RALN;ND;CC;0,25;0,17;0;0;0;0;0;0
UC12458;RALN;ND;CC;0;0,27;0;0;0;0;0;0
UC12458;RALN;ND;CD;0;0,1;0;0;0;0;0;0
C7797;RALN;ND;CC;0,27;0;0;0;0;0;0;0
C5057;RALN;ND;CC;2,19;2,33;0;0;0;0;0,57;0,77
C5057;RALN;ND;CB;0;0;0;0;0;2;0,56;0
C5057;RALN;ND;CD;0;0,91;0;0;0;0;0;0
N10885;PRTN;NF;CB;1;0;0;0;0;0;0;0
D8328;REVA;SC;CC;0;0;0;0;1;0;0;0
D8328;REVA;SC;CD;0;0;0;0;1;0;0;0
C6011;RALN;ND;CB;0;0;0;0;0,5;0;0;0
C4059;RALN;ND;CA;0;0,62;0;0;0;0;0;0
C4059;RALN;ND;CD;0,39;0;0;0;0;0;0;0
C4059;RALN;ND;CB;1,03;0;0;0;1,5;0;1,73;0
C2963;RALN;ND;CD;0,33;0;0;0;0;0;0;0
C2963;RALN;ND;PC;0;0;0;0;0;0;1,1;2,2
C3991;RALN;ND;PC;0;0;0;0;0;0;1,44;0,72
C1670;RALN;ND;CD;0;0,17;0;0;0;0;0;0
C218;RALN;ND;CD;2;2;0;0;0;0;0;0
C218;RALN;ND;CC;4;3;0;0;0;0;0;0
C789;RALN;ND;CB;0;0;0;0;0;1;0;0
C789;RALN;ND;CC;0;0;0;1;0;0,84;0;0
C789;RALN;ND;CA;0;0;0;0;0;0;0;0,09
C884;RALN;ND;CC;0;1;0;0;0;0;0;0
C884;RALN;ND;CD;0;1;0;0;0;0;0;0
C7406;RALN;ND;CD;1;0;0;0;0;0;0;0
C4726;RALN;ND;CD;0,33;0;0;0;0;0;0;0
C4726;RALN;ND;CC;0,06;0;0;0;0;0;0;0
C4726;RALN;ND;CB;0;0,26;0;0;0;0;0;0
UC12347;RALN;ND;CD;0;0;0;0;4,67;0;0;0
UC12347;RALN;ND;CB;0;0;0;0;0;8,66;0;0
LS11920;LS13;NF;LI;8,8;7,69;0;0;0;0;0;0
C7343;RALN;ND;CB;0;0;0;0;0;0;0,3;0
C4420;RALN;ND;CC;0;0,15;0;0;0;0;0;0
C4420;RALN;ND;CD;0,84;0;0;0;0;0;0;0
C4420;RALN;ND;CB;0,25;2,86;0;0;0;0;0;0
C3186;RALN;ND;CC;0;0,17;0;0;0;0;0;0
C7376;RALN;ND;CA;0;0;0;0;0;0;2,7;1,8
C7376;RALN;ND;CB;0;0;0;0;0;0;0,6;0
C7376;RALN;ND;CD;0;0,13;0;0;0;0;0;0
C7376;RALN;ND;CC;0;0;0;0;0;0;0;0,55
C8307;RALN;ND;CC;19,67;6,9;0;0;0;0;0;0
C8307;RALN;ND;CB;0;8,83;0;0;0;0;0;0
C2612;RALN;ND;CC;1,14;1,01;0;0;0;0;0;0
C2612;RALN;ND;CD;0,96;0;0;0;0;0;0;0
C2612;RALN;ND;CB;0;0;0;0;0,17;0;0,43;0,18
C2366;RALN;ND;CC;1;0;0;0;0;0;0;0
C2366;RALN;ND;CA;2;19;0;0;0;0;0;0
U9493;SSNA;ME;LT;7,14;25,67;0;0;0;0;0;0
U9493;SSNA;ME;DS;1,78;9,62;0;0;0;0;0;0
U9493;SSNA;ME;SI;26,64;91,92;0;0;0;0;0;0
U9493;SSNA;ME;MD;24,17;41,05;0;0;0;0;0;0
U9493;SSNA;ME;ST;2,16;15,17;0;0;0;0;0;0
U9493;SSNA;ME;SF;1,59;5,23;0;0;0;0;0;0
C6073;RALN;ND;CA;1;0;0;0;0;0;0;0
C6073;RALN;ND;CD;2;0;0;0;0;0;0;0
C6073;RALN;ND;CC;1;0;0;0;0;0;0;0
C6233;RALN;ND;CD;0;1,58;0;0;0;0,5;0;0
C6233;RALN;ND;CC;0;1,5;0;0;0;0,8;0;0
C1881;RALN;ND;CB;0;0;0;0;0;0;0;2
C1881;RALN;ND;CA;1,02;0;0;0;0;0;0;4
UC9700;RALN;ND;CC;0;0,2;0;0;0;0;0;0
C528;RALN;ND;CD;1;1,98;0;0;0;0;0;0
C528;RALN;ND;CB;0;0;0;0;0;0;7,05;0,18
C528;RALN;ND;CC;0;5,58;0;0;0;0;0;0
UC11822;RALN;ND;CC;0,25;0,75;0;0;0;0;0;0
C12241;RALN;ND;CD;0;0,25;0;0;0;0;0;0
C2641;REFR;SC;CB;0;0;0;0;0;0;0,41;0
C2806;RALN;ND;CD;1;0;0;0;0;0;0;0
C4206;REFR;SC;CB;0;0;0;0;0;0,48;0;0
C4206;REFR;SC;CD;0;0,14;0;0;0;0;0;0
C4206;REFR;SC;CC;0,04;0;0;0;0;0;0;0
C539;RALN;ND;CC;1;0;0;0;0;0;0;0
C539;RALN;ND;CB;0;0;0;0;0;1;0;0
CS12310;RALN;ND;CC;0;0;0;0;0;0,98;0;0
C357;RALN;ND;CB;0;0;0;0;0;0;0,11;0
C3046;RALN;ND;CD;0,5;0;0;0;0;0;0;0
PU9821;SSNA;ME;SI;0;0;0;0;39;54;0;0
PU9821;SSNA;ME;LA;0;0;0;0;8;7;0;0
PU9821;SSNA;ME;ST;0;0;0;0;17;9;0;0
C2675;RALN;ND;CB;0;0;0;0;0;0;1;0,83
C2675;RALN;ND;CD;0;0,03;0;0;0;0;0;0
C6467;RALN;ND;CD;0,63;0;0;0;0;0;0;0
C6467;RALN;ND;CC;0;0;0;0;0;0;1;0
C6370;RALN;ND;CD;0;0;0;0;0;0;2;12
ER12446;SSNA;ME;DP;0,94;0;0;0;0;0;0;0
ER12446;SSNA;ME;LT;0,67;0;0;0;0,87;0;0;0
ER12446;SSNA;ME;LA;0;2,29;0;0;2,94;12,57;0;0
ER12446;SSNA;ME;DT;1;1;0;0;0;0;0;0
ER12446;SSNA;ME;MD;0,27;0;0;0;0;0;0;0
ER12446;SSNA;ME;DA;1,46;0,32;0;0;0;0;0;0
CS10225;RALN;ND;CA;0,87;0,46;0;0;1,5;0,29;0;0
C7967;RALN;ND;CC;0;0,26;0;0;0;0;0;0
C5062;RALN;ND;CD;0;0;0;0;0;0,5;0;0
C1836;RALN;ND;CC;1;0;0;0;0;0;0;0
C5878;RALN;ND;CD;0;0,66;0;0;0;0;0;0
C5878;RALN;ND;CC;0;0,05;0;0;0;0;0;0
C5878;RALN;ND;CB;0;0,12;0;0;0;0;0;0
C2210;RALN;ND;CC;0;0,5;0;0;0;0;0;0
C4347;RALN;ND;CA;0;0;0;0;0,89;20,19;0;0
C4347;RALN;ND;CB;0;0;0;0;2,71;19,14;0;0
C4347;RALN;ND;CC;1;35,11;0;0;0;13,58;0;0
C4347;RALN;ND;CD;0;5,68;0;0;0;0;0;0
C4940;RALN;ND;CC;0;0;0;0;0;0;0,08;0,23
C8219;PRTN;NF;CB;0,75;0;0;0;0;0;0;0
C8219;PRTN;NF;CC;1,34;0;0;0;0;0;0;0
C4685;RALN;ND;CC;0;0,99;0;0;0;0;0;0
C4685;RALN;ND;CB;0;0;0;0;0;1;0;0
C2728;RALN;ND;CB;0;0;0;0;0,07;0;0,3;0
C1153;RALN;ND;CC;0;0,04;0;0;0;0;0;0
C1153;RALN;ND;CD;0,08;0;0;0;0;0;0;0
C2560;RALN;ND;CC;0,33;0,34;0;0;0;0;0;0
C1949;RALN;ND;CC;0,29;0,17;0;0;0;0;0;0
C2030;RALN;ND;CC;0;0,61;0;0;0;0;0;0
