ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE
OR13324;EPNE;2F;AB;0;1;0;0;0;0
OR13493;EPNE;2F;AC;1;0;0;0;0;0
OR13493;EPNE;2F;AB;1;0;0;0;0;0
IP11028;SCTN;NF;DO;10;53;0;0;0;0
IP11028;SCTN;NF;SA;5;16;0;0;0;0
C6261;REFR;SC;CB;3;5;0;0;5;0
C6261;REFR;SC;CD;5;7;0;0;0;0
C6261;REFR;SC;XB;0;0;1;0;0;0
C6261;REFR;SC;CC;9;24;0;0;0;0
C6261;REFR;SC;XA;0;0;5;4;5;4
C7921;RALN;NF;CD;0;2;0;0;0;0
C7921;RALN;NF;CC;2;0;0;0;1;2
C931;RALN;NF;CD;15;22;2;1;1;1
C931;RALN;NF;CC;9;9;30;9;31;10
C931;RALN;NF;CA;0;4;0;0;1;0
C931;RALN;NF;CB;9;10;0;0;3;2
C3908;RALN;NF;CD;0;1;0;0;0;0
C3908;RALN;NF;CB;0;3;0;0;0;0
C3908;RALN;NF;CC;2;2;0;0;0;0
LS12109;LS13;NF;LI;4;8;0;0;0;0
C2401;RALN;NF;CD;3;3;0;0;0;0
C2401;RALN;NF;CC;2;9;3;4;1;1
C2401;RALN;NF;CB;1;4;0;0;0;1
C5948;RALN;NF;CC;0;0;2;2;0;0
P9057;RALN;NF;CB;57;39;8;0;31;0
P9057;RALN;NF;CD;21;12;0;0;5;0
P9057;RALN;NF;CC;33;19;0;0;5;0
D8384;RALN;NF;CD;216;30;0;0;0;0
D8384;RALN;NF;CB;61;289;0;0;0;0
D8384;RALN;NF;CC;62;81;0;0;0;0
C2868;RALN;NF;CB;0;0;5;2;1;0
C2868;RALN;NF;CA;0;0;3;0;0;0
C2868;RALN;NF;CC;0;0;17;20;1;1
C2868;RALN;NF;CD;0;0;3;0;1;1
CS11112;SSNA;AP;LT;0;3;0;0;0;0
CS11112;SSNA;AP;LA;1;1;0;0;0;0
C1792;REFR;SC;XA;0;0;1;0;0;0
C2810;PRBZ;NF;CC;2;1;0;0;0;0
C2810;PRBZ;NF;CD;1;0;0;0;0;0
C2810;PRBZ;NF;CB;0;1;3;0;3;0
C3045;RALN;NF;CB;3;0;0;0;1;0
C3045;RALN;NF;CC;6;4;4;1;6;0
C3045;RALN;NF;CD;2;3;0;0;2;0
C1389;RALN;NF;CC;0;1;0;0;0;0
C5974;PRBZ;NF;CB;0;1;0;0;0;0
C5974;PRBZ;NF;CC;3;6;0;0;0;0
C1177;PRBZ;NF;CA;0;0;3;7;3;7
C1177;PRBZ;NF;CC;3;37;2;2;2;2
C1177;PRBZ;NF;CB;1;0;6;3;6;3
C1177;PRBZ;NF;CD;7;7;1;0;1;0
C1392;RALN;NF;CC;3;7;0;7;2;0
C1392;RALN;NF;CD;4;6;0;1;1;1
C1392;RALN;NF;CB;3;4;0;0;11;1
Q9136;UNIV;AP;CE;0;0;0;0;1;0
Q9136;UNIV;AP;CD;3;0;0;0;2;0
Q9136;UNIV;AP;CC;7;2;4;0;1;0
Q9136;UNIV;AP;CB;0;0;11;0;0;0
Q9152;UNIV;AP;CB;0;0;0;2;0;0
Q9152;UNIV;AP;CD;0;0;0;1;0;0
Q9152;UNIV;AP;CC;0;0;0;1;0;0
C4037;RALN;NF;CA;0;5;0;0;0;0
C7092;RALN;NF;CB;0;0;13;3;0;0
C7092;RALN;NF;CC;0;0;2;3;0;0
LS11942;LS13;NF;LI;245;222;0;0;9;0
LS12070;LS13;NF;LI;18;37;0;0;0;0
C12341;PRTN;DV;CC;2;5;0;0;0;0
C12341;PRTN;DV;CB;0;1;0;0;0;0
C7428;RALN;NF;CB;0;1;0;0;2;1
C7428;RALN;NF;CD;2;2;0;0;1;0
C7428;RALN;NF;CC;2;4;0;0;1;3
OL13254;EPNE;2F;AC;0;1;0;0;0;0
OL13254;EPNE;2F;AB;0;1;0;0;0;0
OR13699;EPNE;2F;AB;0;2;0;0;0;0
OR13699;EPNE;2F;AC;0;1;0;0;0;0
ER11810;RALN;NF;CC;0;1;0;0;0;0
ER11810;RALN;NF;CD;1;2;0;0;0;0
E8469;EPNE;2F;AC;23;77;0;0;0;0
E8469;EPNE;2F;AB;0;38;0;0;0;0
IP10709;RALN;NF;CB;0;0;6;13;0;0
IP10709;RALN;NF;CD;0;0;1;1;0;0
IP10709;RALN;NF;CC;1;6;0;3;0;0
C3543;RALN;NF;CC;0;5;0;0;0;0
C3543;RALN;NF;CB;0;2;0;0;0;0
C3543;RALN;NF;CD;0;3;0;0;0;0
C4107;RALN;NF;CB;1;2;0;0;0;0
C4107;RALN;NF;CD;0;1;0;0;0;0
C4107;RALN;NF;CC;2;2;0;0;0;0
OL13083;EPNE;2F;AB;0;2;0;0;0;0
C2031;RALN;NF;CC;0;5;1;0;0;5
C2031;RALN;NF;CD;1;3;1;0;2;3
C12475;PRTN;DV;CC;6;7;0;0;0;0
LS11931;LS13;NF;LI;9;5;10;1;7;1
C4479;RALN;NF;CC;9;20;5;3;6;6
C4479;RALN;NF;CD;4;7;0;0;1;0
C4479;RALN;NF;CB;0;7;0;0;0;0
C441;RALN;NF;CA;1;0;0;0;0;0
C441;RALN;NF;CB;18;25;0;0;0;0
C441;RALN;NF;CD;12;12;3;0;3;0
C441;RALN;NF;CC;24;29;21;47;21;47
C4974;RALN;NF;CC;2;5;3;0;0;0
C4974;RALN;NF;CD;2;3;0;0;0;0
C4974;RALN;NF;CB;1;10;0;0;0;0
LS12157;LS13;NF;LI;5;6;0;0;0;0
C4778;RALN;NF;CC;0;0;4;1;5;1
C4778;RALN;NF;CD;0;0;1;0;0;0
C4778;RALN;NF;CA;0;0;0;0;3;0
C4778;RALN;NF;CB;0;0;0;0;2;2
C1277;RALN;NF;CD;6;9;0;0;0;0
C1277;RALN;NF;CC;2;16;0;0;0;0
C1277;RALN;NF;CB;0;4;0;0;0;0
C6549;RALN;NF;CB;0;0;0;0;2;0
C6549;RALN;NF;CD;0;1;0;1;0;0
C6549;RALN;NF;CC;0;2;2;2;0;3
C2724;RALN;NF;CD;1;1;1;0;0;0
C2724;RALN;NF;CB;1;0;0;0;0;0
C2724;RALN;NF;CC;0;2;1;2;0;0
C7316;RALN;NF;PC;0;0;0;0;1;0
C7316;RALN;NF;CC;0;0;2;0;1;0
C6640;RALN;NF;CB;2;2;0;0;0;0
C6640;RALN;NF;CC;2;3;4;2;1;2
C6640;RALN;NF;CD;4;2;0;0;0;0
C6640;RALN;NF;CA;1;0;0;0;0;0
LS11929;LS13;NF;LI;6;41;0;0;0;0
U10507;SSNA;AP;DP;7;3;0;0;0;0
U10507;SSNA;AP;LP;1;4;0;0;3;6
U10507;SSNA;AP;SF;0;15;0;0;0;0
U10507;SSNA;AP;SV;24;9;0;0;27;7
U10507;SSNA;AP;DA;10;16;0;0;0;0
U10507;SSNA;AP;PS;3;3;0;0;0;0
U10507;SSNA;AP;LT;32;31;182;171;142;52
U10507;SSNA;AP;LA;48;251;2;1;4;1
U10507;SSNA;AP;MD;15;29;286;270;369;303
U10507;SSNA;AP;DT;14;3;0;0;0;0
U10507;SSNA;AP;ST;7;15;59;66;76;61
U10507;SSNA;AP;MV;10;6;1;1;20;9
U10507;SSNA;AP;SI;19;57;190;1156;132;551
U10507;SSNA;AP;DS;14;88;5;12;10;14
C1366;RALN;NF;CD;4;1;0;0;0;0
C1366;RALN;NF;CC;3;0;0;0;0;0
C1366;RALN;NF;CB;1;1;0;0;0;0
C7417;RALN;NF;CB;0;0;0;0;2;1
C7417;RALN;NF;CC;0;0;0;1;1;0
AG10325;MNST;2F;RM;51;179;0;0;0;0
AG10325;MNST;2F;3A;42;106;3;6;1;0
AG10325;MNST;2F;2A;60;56;3;2;1;0
AG10325;MNST;2F;1A;1;6;1;0;1;0
C3575;RALN;NF;CC;0;0;2;1;1;1
FL12055;LS13;NF;LI;0;0;47;7;0;0
C1932;RALN;NF;CC;0;1;0;0;0;0
C1932;RALN;NF;CD;0;4;0;0;0;0
P9049;RALN;NF;CD;23;34;0;0;4;0
P9049;RALN;NF;CB;7;18;0;0;79;1
P9049;RALN;NF;CC;22;34;14;1;22;2
LS12010;LS13;NF;LI;8;21;0;0;0;0
N8719;REVA;SC;CC;6;18;0;0;0;0
N8719;REVA;SC;CD;2;8;0;0;0;0
N8719;REVA;SC;CB;0;3;4;43;4;37
C4299;RALN;NF;CB;0;3;0;0;0;0
C4299;RALN;NF;CC;0;1;0;0;0;0
C2386;RALN;NF;CB;0;4;0;0;0;0
C2386;RALN;NF;CC;0;1;0;0;0;0
C2386;RALN;NF;CD;0;1;0;0;0;0
Q9148;UNIV;AP;CB;3;2;0;0;0;0
Q9148;UNIV;AP;CC;42;138;3;9;0;0
Q9148;UNIV;AP;RI;62;62;0;0;0;0
Q9148;UNIV;AP;PR;355;215;0;0;0;0
Q9148;UNIV;AP;CD;61;171;1;8;0;0
Q9148;UNIV;AP;CE;4;13;0;0;0;0
C3960;PRBZ;NF;CB;2;2;0;0;0;0
C3960;PRBZ;NF;CA;0;2;0;0;0;0
C3960;PRBZ;NF;CC;1;4;0;0;0;0
AG11796;MNST;2F;3A;11;19;0;0;0;0
AG11796;MNST;2F;2A;2;2;0;0;0;0
ON13974;EPNE;2F;AC;3;2;0;0;0;0
ON13974;EPNE;2F;AB;2;4;0;0;0;0
C2638;PRBZ;NF;CB;0;0;4;0;4;0
C2638;PRBZ;NF;CC;0;1;0;0;0;0
C12502;RALN;NF;CC;0;3;0;0;0;0
C12502;RALN;NF;CD;2;2;0;0;0;0
C12502;RALN;NF;CB;0;1;0;0;0;0
LS11967;LS13;NF;LI;10;19;0;0;0;0
OL13187;EPNE;2F;AC;0;4;0;0;0;0
OL13037;EPNE;2F;AB;1;0;0;0;0;0
OL13037;EPNE;2F;AC;0;2;0;0;0;0
P9055;RALN;NF;CD;27;14;0;0;2;1
P9055;RALN;NF;CC;4;4;0;0;4;0
P9055;RALN;NF;CB;18;8;0;0;18;3
P9055;RALN;NF;PC;12;41;0;0;24;4
P9055;RALN;NF;CA;2;5;0;0;0;0
C3814;PRTN;DV;CD;0;0;0;0;1;0
C3814;PRTN;DV;CB;0;0;0;0;6;0
C3814;PRTN;DV;CA;0;0;0;0;2;0
C3814;PRTN;DV;CC;0;0;0;0;2;0
C3242;RALN;NF;CB;1;0;0;0;0;0
C3242;RALN;NF;CC;1;1;0;0;0;0
C3242;RALN;NF;CD;1;1;0;0;0;0
CS11833;RALN;NF;CC;2;0;0;0;0;0
CS11833;RALN;NF;CD;6;5;0;0;0;0
C3248;RALN;NF;CB;0;2;0;0;3;0
C3248;RALN;NF;CD;3;8;0;0;0;0
C3248;RALN;NF;CC;2;10;3;0;0;0
C7737;RALN;NF;CC;0;0;0;0;0;2
C5041;RALN;NF;CD;0;1;0;0;0;0
C5041;RALN;NF;CC;0;1;0;0;0;0
C3486;RALN;NF;CC;5;7;0;0;0;0
C3486;RALN;NF;CA;0;1;0;0;0;0
C3486;RALN;NF;CD;2;0;0;0;0;0
C3486;RALN;NF;CB;2;3;0;0;0;0
C952;RALN;NF;CC;4;6;3;2;3;0
C952;RALN;NF;CD;0;1;1;0;0;0
C952;RALN;NF;CB;1;0;0;0;0;0
LS12307;LS13;NF;LI;167;219;0;0;6;6
C6293;RALN;NF;CC;0;2;9;6;8;8
C7331;RALN;NF;CC;0;0;0;0;4;0
C3834;RALN;NF;CB;0;0;0;0;1;0
C3834;RALN;NF;CD;1;0;0;0;0;0
C3369;RALN;NF;CD;2;1;0;0;0;0
C3369;RALN;NF;CC;3;4;0;0;0;2
C4966;RALN;NF;CD;4;4;2;0;0;0
C4966;RALN;NF;CC;7;23;5;2;0;0
OR13510;EPNE;2F;AC;1;2;0;0;0;0
OR13510;EPNE;2F;AB;2;5;0;0;0;0
Q9180;UNIV;AP;CD;19;50;0;0;0;0
Q9180;UNIV;AP;CE;3;5;0;0;0;0
Q9180;UNIV;AP;CB;2;7;0;0;0;0
Q9180;UNIV;AP;CC;31;111;0;0;0;0
C271;RALN;NF;CC;0;0;0;0;0;1
C271;RALN;NF;CB;0;0;1;0;1;0
C271;RALN;NF;CD;0;0;0;0;0;1
CS11099;SSNA;AP;LA;0;3;0;0;0;0
CS11099;SSNA;AP;LT;0;1;0;0;0;0
C6647;RALN;NF;CD;0;0;4;0;4;0
C6647;RALN;NF;CB;0;0;4;0;1;0
C6647;RALN;NF;CC;0;0;26;6;17;4
C5660;RALN;NF;CC;0;0;4;2;1;3
C518;RALN;NF;CB;0;0;0;0;1;0
C518;RALN;NF;CC;1;0;1;0;0;0
C518;RALN;NF;CD;0;1;0;0;0;1
E8535;EPNE;2F;AB;9;23;6;2;6;0
E8535;EPNE;2F;AA;0;1;0;1;0;0
E8535;EPNE;2F;AC;24;71;10;14;10;13
C7923;RALN;NF;CC;0;0;0;0;1;0
U12350;SSNA;AP;MD;10;17;483;522;631;611
U12350;SSNA;AP;SV;47;23;155;59;155;54
U12350;SSNA;AP;LP;0;0;0;0;2;0
U12350;SSNA;AP;SF;1;0;8;38;0;1
U12350;SSNA;AP;DT;4;2;0;0;0;0
U12350;SSNA;AP;DA;13;22;0;0;0;0
U12350;SSNA;AP;MV;3;0;0;0;26;18
U12350;SSNA;AP;DP;6;4;0;0;0;0
U12350;SSNA;AP;LT;57;100;356;1405;113;47
U12350;SSNA;AP;LA;145;490;9;19;1;1
U12350;SSNA;AP;DS;11;40;1;21;10;38
U12350;SSNA;AP;ST;0;3;184;324;115;164
U12350;SSNA;AP;SI;0;33;834;3681;400;1359
C308;RALN;NF;CC;5;3;7;1;1;1
C308;RALN;NF;CD;0;4;0;0;0;0
C308;RALN;NF;CB;1;1;0;0;0;0
AS12915;LS13;NF;LI;30;41;0;0;30;0
OL13185;EPNE;2F;AA;0;2;0;0;0;0
C3705;PRBZ;NF;CD;2;2;0;0;0;0
C3705;PRBZ;NF;CC;0;10;0;0;0;0
C3705;PRBZ;NF;CB;0;3;0;0;0;0
C3705;PRBZ;NF;CA;0;0;11;0;11;0
C3136;PRBZ;NF;CD;0;1;0;0;0;0
C3136;PRBZ;NF;CB;0;0;1;0;1;0
C3136;PRBZ;NF;CC;0;2;0;0;0;0
N10882;PRTN;DV;CB;1;5;0;0;0;0
N10882;PRTN;DV;CC;3;8;0;0;0;0
N10882;PRTN;DV;CD;1;6;0;0;0;0
OL13004;EPNE;2F;AC;0;2;0;0;0;0
OL13004;EPNE;2F;AB;1;0;0;0;0;0
C7071;RALN;NF;CD;7;10;1;1;0;0
C7071;RALN;NF;CC;8;19;10;2;0;2
C7071;RALN;NF;CB;5;8;0;0;0;3
C7071;RALN;NF;CA;1;2;0;0;0;0
C7785;PRBZ;NF;CD;2;4;0;0;0;0
C7785;PRBZ;NF;CC;5;12;0;0;0;0
C7785;PRBZ;NF;CB;0;0;6;0;6;0
C5893;RALN;NF;CD;3;3;0;0;0;0
C5893;RALN;NF;CC;18;11;9;0;0;1
C5893;RALN;NF;CA;3;0;0;0;0;0
C5893;RALN;NF;CB;3;10;0;0;0;2
C1631;PRBZ;NF;CB;0;1;8;1;8;1
C1631;PRBZ;NF;CC;2;6;0;0;0;0
C1631;PRBZ;NF;CD;1;0;0;0;0;0
C5867;RALN;NF;CC;0;2;0;0;0;0
C5867;RALN;NF;CB;0;3;0;0;0;0
C5867;RALN;NF;CD;1;0;0;0;0;0
C5861;RALN;NF;CD;1;6;0;0;0;1
C5861;RALN;NF;CC;1;3;4;2;0;1
C1240;RALN;NF;CC;3;3;2;1;0;0
C1240;RALN;NF;CD;0;4;1;0;0;0
P9050;RALN;NF;CA;1;0;0;0;0;0
P9050;RALN;NF;CB;7;12;0;0;0;0
P9050;RALN;NF;CD;28;26;1;1;0;0
P9050;RALN;NF;CC;23;49;9;1;1;0
C4009;RALN;NF;CD;0;1;0;0;0;0
C4009;RALN;NF;CC;0;1;0;0;0;0
C6752;RALN;NF;CC;0;0;9;0;0;0
C6752;RALN;NF;CB;0;0;0;0;3;0
C6752;RALN;NF;CA;0;0;0;0;1;0
C6120;RALN;NF;CC;2;5;1;1;0;0
C6120;RALN;NF;CD;0;5;0;0;0;0
C6120;RALN;NF;CB;1;5;1;0;0;0
C3336;RALN;NF;CC;0;0;7;11;0;0
C3336;RALN;NF;CB;0;0;0;0;8;0
C3336;RALN;NF;CD;0;0;5;0;1;0
UC11827;RALN;NF;CD;0;0;2;0;0;0
UC11827;RALN;NF;CC;0;0;4;4;0;0
C6904;RALN;NF;CB;23;5;5;0;2;0
C6904;RALN;NF;CC;35;16;23;14;29;11
C6904;RALN;NF;CA;0;1;0;0;0;0
C6904;RALN;NF;CD;9;18;0;0;2;3
M8653;MNST;2F;2A;62;130;76;96;45;73
M8653;MNST;2F;1A;1;1;3;1;2;0
M8653;MNST;2F;3A;48;123;17;11;33;23
C1063;RALN;NF;CD;0;0;0;0;0;1
C1063;RALN;NF;CC;2;0;4;2;1;0
C7626;RALN;NF;CB;0;1;0;0;0;0
C7626;RALN;NF;CD;1;1;0;0;0;0
C7626;RALN;NF;CC;1;6;4;0;3;0
C3267;RALN;NF;CC;0;0;0;0;4;1
C2941;RALN;NF;CB;8;13;0;0;0;0
C2941;RALN;NF;CC;20;51;22;17;18;16
C2941;RALN;NF;CD;41;75;2;2;5;2
C2941;RALN;NF;CA;1;3;0;0;0;1
C8001;RALN;NF;CC;4;12;1;2;0;0
C8001;RALN;NF;CB;0;1;0;0;0;0
C8001;RALN;NF;CD;1;6;0;0;0;0
OL13604;EPNE;2F;AB;0;1;0;0;0;0
M10400;MNST;2F;3A;45;50;0;0;0;0
M10400;MNST;2F;1A;0;2;0;0;0;0
M10400;MNST;2F;2A;26;119;0;0;0;0
D8385;EN60;ND;LI;11;30;0;0;1;1
C1099;PRBZ;NF;CB;0;0;1;0;1;0
C1099;PRBZ;NF;CC;0;1;0;0;0;0
C6901;REFR;SC;CC;2;0;0;0;0;0
C6901;REFR;SC;CD;0;1;0;0;0;0
C4131;PRBZ;NF;CC;1;0;0;0;0;0
C4131;PRBZ;NF;CB;0;0;2;0;2;0
C4200;PRTN;DV;CB;0;1;0;0;0;0
C4200;PRTN;DV;CC;1;1;1;0;0;0
C224;RALN;NF;CB;0;0;0;0;0;2
C224;RALN;NF;CC;0;0;0;0;0;1
C224;RALN;NF;CD;0;0;0;0;0;2
Q9135;UNIV;AP;CE;3;5;0;0;0;0
Q9135;UNIV;AP;CD;21;39;0;0;1;0
Q9135;UNIV;AP;CB;24;16;16;8;2;0
Q9135;UNIV;AP;CC;52;60;1;0;3;0
C2757;RALN;NF;CC;0;0;2;3;4;3
C2757;RALN;NF;CD;0;0;1;0;1;0
C5715;RALN;NF;CC;19;35;47;11;30;7
C5715;RALN;NF;CA;6;8;0;5;8;0
C5715;RALN;NF;CD;29;31;9;2;17;5
C5715;RALN;NF;CB;17;29;11;0;13;1
C859;RALN;NF;CB;52;97;2;6;21;1
C859;RALN;NF;CD;57;110;7;1;6;2
C859;RALN;NF;CC;70;235;67;18;46;14
C859;RALN;NF;CA;2;0;1;0;1;0
C6153;RALN;NF;CC;0;0;4;0;0;0
C5808;RALN;NF;CC;0;0;1;1;1;3
C5808;RALN;NF;CD;0;0;0;0;1;0
C5808;RALN;NF;CB;0;0;1;3;3;1
C5808;RALN;NF;CA;0;0;4;0;2;0
C1230;RALN;NF;CC;5;16;2;2;1;1
C1230;RALN;NF;CD;2;7;0;0;0;0
C1230;RALN;NF;CB;2;3;0;0;0;0
UC10745;RALN;NF;CC;0;0;0;0;1;0
UC10745;RALN;NF;CD;0;0;0;0;1;0
C249;RALN;NF;CB;1;1;0;0;0;0
C249;RALN;NF;CC;3;4;0;0;0;0
C249;RALN;NF;CD;0;2;0;0;0;0
C2127;RALN;NF;CC;1;0;12;3;12;5
C5218;PRBZ;NF;CB;0;0;6;0;6;0
AA8581;CNEL;1F;AC;13;11;0;0;0;0
AA8581;CNEL;1F;AB;15;1;0;0;0;0
AA8581;CNEL;1F;AA;3;0;0;0;0;0
C7833;PRBZ;NF;CC;4;9;0;0;0;0
C3693;PRBZ;NF;CD;11;11;1;0;1;0
C3693;PRBZ;NF;CB;2;26;4;1;4;1
C3693;PRBZ;NF;CC;4;13;1;0;1;0
C433;PRTN;DV;CD;1;3;0;0;0;0
C433;PRTN;DV;CC;2;1;0;0;0;0
C7925;RALN;NF;CC;0;0;1;0;0;0
P9116;RALN;NF;CD;2;8;0;0;1;0
P9116;RALN;NF;CC;7;9;0;0;8;0
P9116;RALN;NF;CB;3;10;0;0;45;1
C1510;RALN;NF;CD;20;33;1;1;3;1
C1510;RALN;NF;CC;21;53;14;17;12;4
C1510;RALN;NF;CB;9;15;2;3;0;0
OL12985;EPNE;2F;AB;0;1;0;0;0;0
ON13271;EPNE;2F;AC;0;6;0;0;0;0
C2275;RALN;NF;CC;0;3;1;0;0;0
C2275;RALN;NF;CB;0;0;0;0;3;0
C2275;RALN;NF;CD;2;2;0;0;0;0
AG9845;EN60;ND;LI;531;557;0;0;0;0
C455;RALN;NF;CD;0;2;0;0;0;0
C2282;RALN;NF;CD;3;6;1;0;1;0
C2282;RALN;NF;CB;1;2;0;0;4;0
C2282;RALN;NF;CC;8;22;7;1;7;1
IP10362;RALN;NF;CC;8;14;0;0;0;0
IP10362;RALN;NF;CD;6;23;0;0;0;0
IP10362;RALN;NF;CB;6;17;0;3;0;0
C6724;RALN;NF;CC;0;0;0;0;2;1
C6724;RALN;NF;CA;0;0;0;0;1;0
IP10428;SSNA;AP;SI;0;0;2;5;0;0
IP10428;RALN;NF;CC;0;0;0;2;0;0
IP10428;RALN;NF;CB;0;0;10;19;0;0
IP10428;RALN;NF;CD;0;0;9;12;0;0
IP10428;SSNA;AP;LT;0;0;1;13;0;0
C5615;RALN;NF;CC;37;92;21;63;30;37
C5615;RALN;NF;CB;4;2;2;0;0;0
C5615;RALN;NF;CD;9;30;6;3;6;9
C1122;RALN;NF;CC;2;1;0;0;0;0
C7720;RALN;NF;CD;0;2;0;0;0;0
C4314;RALN;NF;CB;1;1;0;6;0;0
C4314;RALN;NF;CD;1;2;0;0;0;0
C5512;RALN;NF;CB;0;0;0;0;2;2
C5512;RALN;NF;CD;0;0;3;1;0;0
C5512;RALN;NF;CC;0;0;17;7;1;3
C7685;RALN;NF;CD;3;5;0;0;0;0
C7685;RALN;NF;CC;1;10;2;0;0;0
C7685;RALN;NF;CB;2;2;0;0;1;0
C1255;RALN;NF;CD;1;0;0;0;0;0
C6347;RALN;NF;CD;0;3;0;0;0;1
C6347;RALN;NF;CC;2;10;0;0;0;1
C6347;RALN;NF;CB;0;1;0;0;0;0
C4919;RALN;NF;CC;0;0;3;1;0;0
C6619;RALN;NF;CC;0;0;0;0;1;1
C6619;RALN;NF;CB;0;0;0;0;1;0
OR13404;EPNE;2F;AB;1;1;0;0;0;0
C6826;RALN;NF;CC;0;0;2;0;2;0
C6826;RALN;NF;CD;0;0;1;0;1;0
C6712;RALN;NF;CB;0;0;0;0;1;0
C6712;RALN;NF;CA;0;0;0;0;1;0
C6712;RALN;NF;CC;0;0;2;0;0;0
C1769;RALN;NF;CB;9;22;2;16;10;0
C1769;RALN;NF;CD;24;36;5;2;12;3
C1769;RALN;NF;CC;21;102;19;17;24;13
C1769;RALN;NF;CA;0;1;0;0;0;0
AG14028;RALN;NF;CB;0;2;6;5;0;0
AG14028;RALN;NF;CC;4;11;0;0;0;0
AG14028;RALN;NF;CD;5;6;0;0;2;2
C1660;RALN;NF;CC;0;1;0;0;0;0
C6780;RALN;NF;CD;5;5;0;0;0;0
C6780;RALN;NF;CC;6;6;0;0;0;0
C3005;RALN;NF;CB;3;6;0;0;5;2
C3005;RALN;NF;CC;10;13;6;5;10;4
C3005;RALN;NF;CD;4;1;0;0;0;0
IR10592;ERIC;2F;5L;47;77;0;0;0;0
IR10592;ERIC;2F;8L;4;6;0;0;0;0
IR10592;ERIC;2F;6L;49;67;0;0;0;0
IR10592;ERIC;2F;7L;30;59;0;0;0;0
IR10592;ERIC;2F;RI;53;69;0;0;0;0
IR10592;ERIC;2F;4L;46;72;0;0;0;0
IR10592;ERIC;2F;TC;159;203;0;0;0;0
C5594;RALN;NF;CB;0;1;0;0;0;0
C3850;RALN;NF;CC;17;58;0;0;0;0
C3850;RALN;NF;CB;1;9;0;0;0;0
C3850;RALN;NF;CA;0;1;0;0;0;0
C3850;RALN;NF;CD;8;21;0;0;0;0
P9097;RALN;NF;CC;5;15;8;4;6;1
P9097;RALN;NF;CD;22;34;7;0;4;3
P9097;RALN;NF;CB;1;5;0;0;35;5
C3698;RALN;NF;CD;0;0;0;0;1;0
C3698;RALN;NF;CB;0;0;0;0;4;1
AA10255;RESA;NF;CD;38;27;0;0;7;2
AA10255;RESA;NF;CC;28;21;0;0;7;0
AA10255;RESA;NF;CB;10;4;11;0;21;0
C2829;RALN;NF;CD;0;1;0;0;0;0
C2829;RALN;NF;CC;0;1;0;0;0;0
C1440;RALN;NF;CC;1;4;0;0;0;0
C1440;RALN;NF;CD;1;0;0;0;0;0
C2277;RALN;NF;CA;0;0;0;0;3;0
C2277;RALN;NF;CB;0;0;0;0;4;0
C2277;RALN;NF;CC;0;0;0;0;5;1
C977;RALN;NF;CB;0;1;0;0;1;0
C977;RALN;NF;CD;1;1;0;0;2;0
C977;RALN;NF;CC;2;6;0;0;1;1
C3038;RALN;NF;CC;3;21;5;5;1;5
C3038;RALN;NF;CB;2;8;2;0;1;1
C3038;RALN;NF;CD;3;8;1;0;1;1
C5906;RALN;NF;CB;0;0;0;0;7;0
C5906;RALN;NF;CD;0;0;1;1;1;2
C5906;RALN;NF;CC;0;0;2;9;4;8
C6862;RALN;NF;CC;0;2;0;0;0;0
C4322;RALN;NF;CC;2;4;2;3;2;3
C4322;RALN;NF;CD;0;3;0;0;0;0
C4322;RALN;NF;CB;1;1;0;0;0;0
IP10535;SSNA;AP;MD;0;0;0;0;6;2
IP10535;SSNA;AP;LT;0;0;28;80;10;40
IP10535;SSNA;AP;SI;0;0;6;11;0;0
IP10535;RALN;NF;CB;0;0;4;22;0;0
IP10535;SSNA;AP;DA;1;7;0;0;0;0
IP10535;RALN;NF;CC;0;0;0;3;0;0
IP10535;RALN;NF;CD;0;0;1;1;0;0
ER14013;SSNA;AP;LT;3;7;0;0;0;0
ER14013;SSNA;AP;DA;2;0;0;0;0;0
ER14013;SSNA;AP;PS;1;1;0;0;0;0
ER14013;SSNA;AP;LA;9;16;0;0;0;0
ER14013;SSNA;AP;MD;0;2;0;0;0;0
FS13137;LS13;NF;LI;32;51;0;0;0;0
C7015;RALN;NF;CD;3;21;2;0;0;1
C7015;RALN;NF;CA;1;3;0;0;0;0
C7015;RALN;NF;CC;10;27;7;4;6;5
C7015;RALN;NF;CB;1;7;0;0;0;0
C6385;RALN;NF;CD;2;2;0;0;0;0
C6385;RALN;NF;CC;0;7;4;2;0;0
C6385;RALN;NF;CB;0;0;0;0;2;0
C7020;RALN;NF;CD;3;7;0;0;0;0
C7020;RALN;NF;CC;6;15;9;3;2;0
C7020;RALN;NF;CB;1;5;0;0;11;0
C3893;RALN;NF;CC;0;3;0;0;0;0
C7582;RALN;NF;CB;0;0;0;0;3;0
C7582;RALN;NF;CC;0;0;6;0;6;0
C5412;RALN;NF;CD;3;7;0;0;0;1
C5412;RALN;NF;CB;0;4;0;0;8;0
C5412;RALN;NF;CC;7;24;2;3;4;5
ER14012;SSNA;AP;LA;4;19;0;0;0;0
ER14012;SSNA;AP;LT;2;3;0;0;0;0
