ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
U10903;SSNA;DA;41626,95;0;5190,52;0;24064,86;2921,97
U10903;SSNA;MD;41647,32;794,77;5749,92;3726,87;28842,21;4655,85
U10903;SSNA;SF;23126,72;3381,02;2306,49;762,25;184,86;3973,71
U10903;SSNA;ST;22948,57;3529,68;2307,22;5273,26;694,54;7477,78
U10903;SSNA;LP;23153,65;1016,65;1788,53;0;92,82;175,76
U10903;SSNA;PS;41604;0;4452;0;19752;8108
U10839;SSNA;MV;41778,06;2386,09;5890,73;740,99;29804,57;3430,91
U10839;SSNA;LT;19302,77;1862,16;1728,93;659,16;362,72;2684,86
U10839;SSNA;SV;23263,76;3540,61;2187,98;1080,25;315,53;3638,66
U10839;SSNA;LA;21316,06;3364,84;2016,62;272,5;8409,4;280,63
U10839;SSNA;DP;41479,2;0;5734,2;47;35003;2252
U10839;SSNA;SI;23258,03;3547,26;2254,41;843,48;747,25;3520,4
U10839;SSNA;DT;41479;0;5144,5;0;26139;0
U10839;SSNA;DS;41724,72;538,66;4707,79;755,94;16377,57;2128,77
U10839;SSNA;DA;41480,17;46,43;5238,93;0;25488,67;0
U10839;SSNA;MD;41817,24;1289,79;5598,49;1188,16;29241,01;4910,04
U10839;SSNA;SF;23261,72;3406,22;2162,64;46,92;187,4;244,18
U10839;SSNA;ST;23261,93;2617,62;2139,38;894,11;825,76;3610,79
U10839;SSNA;MO;41779;2378;6384;0;51827;0
U10621;SSNA;MV;41649,7;1697,63;5555,17;1084,31;27924,83;3875,68
U10621;SSNA;LT;19269;1193,57;1629,03;122,54;160,99;3445,44
U10621;SSNA;SV;23059,67;3651,74;2077,24;213,89;291,06;5222,02
U10621;SSNA;LA;20516,36;2246,78;1769,43;403,33;182,65;1636,74
U10621;SSNA;DP;41515,23;0;4283,32;0;19054,64;98,32
U10621;SSNA;SI;22896,94;2939,69;1962,13;206,34;616,09;4032,3
U10621;SSNA;DT;41557,02;324;4314,89;0;16961,87;0
U10621;SSNA;DS;41715,53;139,93;4891,52;1193,51;20687,36;1765,75
U10621;SSNA;DA;41401,13;0;4811,88;0;24906,38;270,5
U10621;SSNA;MD;41520,68;1337,24;5728,29;737,43;29003,48;4998,3
U10621;SSNA;SF;22935,35;2615,32;1958,56;0;190,93;1319,02
U10621;SSNA;ST;22969,25;1854,31;1976,37;543,03;767,93;3156,33
U10621;SSNA;PS;41755;999;4628;0;16921;4884
U10859;SSNA;MV;41746,31;2464,66;6280,31;564,16;32383,15;2856,41
U10859;SSNA;LT;19878,81;1899,28;1832,62;2628,26;154,68;3114,67
U10859;SSNA;SV;23404,79;3502,86;2327,68;3135,22;184,67;7530,56
U10859;SSNA;LA;20586,9;2437,58;1926,3;1609,55;160,99;1571,38
U10859;SSNA;DP;41634,86;0;4857,19;0;22640,85;1090,15
U10859;SSNA;SI;22873,88;3281,05;2223,41;3089,83;619,31;3603,91
U10859;SSNA;DT;41561,93;120,89;5371,04;0;27070,17;25,98
U10859;SSNA;DS;41651,87;81,21;5108,72;1535,77;22072,45;943,04
U10859;SSNA;DA;41553,14;123,68;5292,41;18,04;24614,28;659,67
U10859;SSNA;MD;41662,78;1794,04;6048,69;1018,64;30490,61;4398,56
U10859;SSNA;SF;23208,37;3298,57;2239,88;432,82;192,51;1754,23
U10859;SSNA;ST;23047,5;3184,12;2205,56;4509,09;828,57;3582,15
U10859;SSNA;LP;23075;2380;2136;0;178;1427
PU10752;SSNA;LT;18216,08;444,4;1540,82;1195,61;145,83;6734,72
PU10752;SSNA;LA;20080,51;1057,23;1804,66;671,18;164,51;5775,83
PU10752;SSNA;DP;41479;89;5789;0;70660;560
PU10752;SSNA;SI;22799,93;1344,82;2033,47;671,98;647,29;10190,8
PU10752;SSNA;DS;41778,51;0;5078,48;1138,28;27317,66;3016,94
PU10752;SSNA;DA;41479,5;0;3986,25;0;37862,25;825
PU10752;SSNA;MD;41784,68;750,07;5389,82;515,38;28336,34;7929,13
PU10752;SSNA;SF;22732,21;1399,14;2083,29;195;220,64;7133
PU10752;SSNA;ST;22618,58;1128,5;2013,77;1144,18;789,58;9078,12
U14022;SSNA;MV;41904,26;1802,72;5300,37;302,48;28148,73;2490,6
U14022;SSNA;LT;19188,96;1009,45;1616,25;291,62;151,9;2872,43
U14022;SSNA;SV;23188,26;2641,06;2003,68;187,64;433,15;4717,01
U14022;SSNA;LA;21140,51;1543,3;1821,99;27,47;175,83;694,77
U14022;SSNA;DP;39981,03;12,67;4387,03;0;10542,19;1032,55
U14022;SSNA;SI;23054,64;2367,29;1989,45;316,48;620,86;3778,12
U14022;SSNA;DS;41981,46;40,6;4129,22;324,01;13995,64;520,44
U14022;SSNA;DA;39991,74;42,34;4858,18;0;15804,5;0,66
U14022;SSNA;MD;41749,46;640,69;5088,42;1551,01;25445,49;3323,06
U14022;SSNA;SF;23223,27;2074,2;1964,09;6,93;174,54;1760,69
U14022;SSNA;ST;23142,08;2213,2;1970,3;337,37;643,37;2660,77
U14022;SSNA;MO;41779,06;0;4249,77;113,78;9761,74;741,87
U14022;SSNA;PS;41863,69;320,36;3718,45;0;12613,3;522
U10516;SSNA;MV;41779,29;2339,03;5984,57;201,1;37995,37;2039,27
U10516;SSNA;LT;19758,68;1290,87;1777,63;274,38;159,23;5299,52
U10516;SSNA;SV;23403,52;2426,68;2247,87;1081,53;180,44;7253,86
U10516;SSNA;LA;20968,03;2153,79;1953,9;269,72;173,5;3741,67
U10516;SSNA;DP;41479,05;391,24;5895,24;87,81;61016,95;7331,81
U10516;SSNA;SI;23176,38;2039,79;2141,39;473,37;609,64;6768,17
U10516;SSNA;DT;41479,25;16,75;5698,75;0;60926,25;0
U10516;SSNA;DS;41779,04;27,58;5076,82;29,16;31092,22;168,01
U10516;SSNA;DA;41480,08;218,29;5280,34;0;43993,28;268,71
U10516;SSNA;MD;41776,23;980,24;5948,88;705,31;42095,83;3563,7
U10516;SSNA;SF;23200,9;2102,46;2131,63;32,52;176,79;4090,27
U10516;SSNA;ST;23210,06;2023,27;2137,42;843,88;821,86;6191,91
U10516;SSNA;LP;23074;2380;2136;0;178;144
U10516;SSNA;PS;41779;0;3621;0;30489;840
U10326;SSNA;MV;41812,78;1872,93;5917,05;188,75;34295,86;2741,36
U10326;SSNA;LT;19450,53;1498,47;1703,1;967,21;160,25;4718,24
U10326;SSNA;SV;23199,77;3653,49;2214,75;1572,34;312,31;8606
U10326;SSNA;LA;21044,25;1894,01;1912,98;240,51;221,1;1847,86
U10326;SSNA;DP;41391,47;37,25;5245,62;0;29031,2;2073,77
U10326;SSNA;SI;23149,99;2883,39;2156,1;539,6;618,46;4529,95
U10326;SSNA;DT;41584,9;210,05;4796,93;0;23628,53;943,1
U10326;SSNA;DS;41837,27;51,35;4600,76;985,77;18735,26;517,38
U10326;SSNA;DA;41718,6;30,89;5728,47;26,01;44103,72;21,6
U10326;SSNA;MD;41807,99;874,74;5763,17;1203,88;33791,53;2985,71
U10326;SSNA;SF;23122,78;3145,08;2153,06;47,89;188,1;2154,65
U10326;SSNA;ST;23111,55;2623,55;2127,3;1032,45;788,27;3333,75
U10326;SSNA;PS;41779,09;591,64;4861,64;335,73;20369,91;0
U10507;SSNA;MV;41473,24;11835,02;8913,73;29,96;40660,39;31004,1
U10507;SSNA;LT;22567,73;5308,26;2341,12;284,58;97,32;5280,6
U10507;SSNA;SV;28970,74;8761,54;3145;483,03;447,31;6368,59
U10507;SSNA;LA;24966,46;7102,98;2700,67;287,95;317,87;3195,61
U10507;SSNA;DP;35635,78;11942,58;5985,89;5505;34261,39;5941,85
U10507;SSNA;SI;28919,95;7927,96;3051,52;614,74;720,54;8272,68
U10507;SSNA;DT;31807;11192,22;4093,62;1420,37;8567,14;9161,69
U10507;SSNA;DS;41473,46;10995,71;7279,33;467,78;25932,04;19461,14
U10507;SSNA;DA;30967,75;12630,75;6839,23;8203,99;43013,91;2103,57
U10507;SSNA;MD;41473,37;11925,63;9177,76;1482,61;42516,82;41969,25
U10507;SSNA;SF;28783,55;7692,26;3007,94;151,95;277,53;3579
U10507;SSNA;ST;29011,99;8463,31;3120,91;438,29;222,71;7792,99
U10507;SSNA;LP;31413,11;6411,88;3177,36;317,24;31,92;7574,48
U10507;SSNA;MO;41474;16983,5;10251,5;0;39687,5;36166
U10507;SSNA;PS;39296,49;6168,7;6468,45;8731,41;36821,57;17412,03
PU10574;SSNA;LT;18516,49;1351,96;1699,45;94,26;138,16;3503,09
PU10574;SSNA;SV;23074;916;1936;0;168;1892
PU10574;SSNA;LA;21623,9;1236,45;1921,25;71,46;212,13;1881,72
PU10574;SSNA;DP;41604,33;0;4472,33;0;13941,67;62,33
PU10574;SSNA;SI;22888,86;3161,39;2217,58;91,91;627,76;4200,39
PU10574;SSNA;DT;41604,33;0;5570;0;27477,33;0
PU10574;SSNA;DS;41417,14;0,69;4823,5;0;19935,6;997,11
PU10574;SSNA;DA;41604,25;0;4586,5;0;15334,5;0
PU10574;SSNA;MD;41615,44;825,61;5792,13;1056,63;32026,07;3733,18
PU10574;SSNA;SF;22880,45;3433,8;2278,41;0;182,76;2235,33
PU10574;SSNA;ST;22969,62;3319,29;2245,93;59,29;646,52;3458,9
PU10574;SSNA;MO;41779;0;4877;0;19860,5;0
PU10574;SSNA;PS;41779;0;3506;0;3794,25;0
U10510;SSNA;MV;41779,21;2489,88;6361,35;1690,64;36634,29;4569,41
U10510;SSNA;LT;18866,38;1517,62;1704,11;1137,61;180,04;3693,99
U10510;SSNA;SV;23266,82;4264,66;2318,37;1035,5;200,37;6830,74
U10510;SSNA;LA;20671,73;2556,57;1970,89;307,93;166,44;2344,68
U10510;SSNA;DP;41479,22;0;5692,22;0;37760,33;1233,67
U10510;SSNA;SI;23076,29;3077,78;2189,57;790,67;695,44;4693,26
U10510;SSNA;DT;41479,25;223,18;6307,91;0;47641,02;0
U10510;SSNA;DS;41847,4;390,77;4618,21;1122,84;18337,49;791,05
U10510;SSNA;DA;41479,33;0;5457,21;0;31988,11;0,58
U10510;SSNA;MD;41776,9;1072,79;5650,97;747,71;28900,21;3892,29
U10510;SSNA;SF;23077,18;2404,2;2112,91;8,99;180,27;2476,09
U10510;SSNA;ST;23090,79;2672,27;2157,38;1738,94;793,63;4125,01
U10510;SSNA;PS;41779,25;0;3857,5;0;11978,75;162,75
U10322;SSNA;LT;18974,52;1413,3;1720,34;306,43;161,2;5843,7
U10322;SSNA;SV;23074,22;4091,13;2279,26;119,51;614,32;5952,52
U10322;SSNA;LA;19802,66;2538,31;1896,36;291,15;165,75;4455,43
U10322;SSNA;DP;41479,25;0;6016;0;49473,25;6,75
U10322;SSNA;SI;23129,59;1978,4;2115,53;799,46;604,72;8658,24
U10322;SSNA;DT;41479;534;6999,5;0;62805;0
U10322;SSNA;DS;41786,98;92,92;5465,91;1016,82;35747,79;1222,36
U10322;SSNA;DA;41479,5;193;7599,5;0;71149;0
U10322;SSNA;MD;41776,18;702,96;6259,71;961,45;40196,5;4970,78
U10322;SSNA;SF;22989,78;2376;2134,3;40,85;232,53;6173,3
U10322;SSNA;ST;23166,17;2786,7;2177,66;578,54;672,29;7319,55
U10322;SSNA;LP;23016,46;0;1931,17;0;161,6;456,86
U10322;SSNA;PS;41779;325;6993;2086;55448;36
PU9821;SSNA;LT;19166,88;1018,05;1607,91;3322,9;139,15;7444,55
PU9821;SSNA;SV;23074;2513;2007;6598;173;4527
PU9821;SSNA;LA;21445,22;453,35;1809,61;799,03;152,5;4653,4
PU9821;SSNA;DP;41604,5;0;3642,5;0;8239;1461
PU9821;SSNA;SI;22968,78;1782,09;2029,21;3938,8;606,12;7957,52
PU9821;SSNA;DS;41779,25;0;4193,41;1153,41;14609,33;1064,64
PU9821;SSNA;DA;41106;0;3517,71;0;9214,29;0
PU9821;SSNA;MD;41883,39;154,8;5002,41;1443,36;22075,12;4273,77
PU9821;SSNA;SF;23498,86;0;1918,68;81,47;164,48;5127,19
PU9821;SSNA;ST;22968,19;1277,67;1982,36;3159,18;576,34;6572,35
PU9821;SSNA;MO;41779;0;4582;0;20210;0
U10508;SSNA;MV;41779,7;2262,16;6227,7;877,09;32223,03;3446,13
U10508;SSNA;LT;18933,17;2043,06;1771,38;548,4;145,15;2401,74
U10508;SSNA;SV;23072,72;7432,75;2262,89;3500,75;185,99;4864,29
U10508;SSNA;LA;21214,94;3874,89;1968,3;362,97;279,9;1075,8
U10508;SSNA;DP;41604,25;231;4520,25;0;21569,75;3851,75
U10508;SSNA;SI;22963,75;5004,95;2181,7;659,91;654,37;2951,14
U10508;SSNA;DT;41604,33;0;4879,67;0;24774;215,67
U10508;SSNA;DS;41727,76;1505,68;4898,05;1169,34;17199,44;949,17
U10508;SSNA;DA;41428,9;0;4882,97;0;25367,61;16,26
U10508;SSNA;MD;41710,43;1499,49;5591,73;1259,8;24980,27;2999,71
U10508;SSNA;SF;22995,63;4956,57;2158,89;199;179,4;1299,59
U10508;SSNA;ST;23050,34;4831,85;2183,12;987,35;728,99;2177,86
U10508;SSNA;LP;23074,5;4606,75;2137,5;77,75;178,25;1344,5
U10508;SSNA;PS;41778,86;0;3621,43;151,71;3885,43;389,14
U10520;SSNA;MV;41779,22;2826,74;6170,77;243,04;37724,74;3390,48
U10520;SSNA;LT;19667,8;1380,89;1773,29;205,36;150,56;4831,05
U10520;SSNA;SV;23588,67;3641,5;2302,68;967,2;265,84;6699,5
U10520;SSNA;LA;21793,31;2347,54;2055,37;333,69;190,96;3431,89
U10520;SSNA;DP;41479,25;0;5649,25;0;66121,5;2130,25
U10520;SSNA;SI;23164,1;2984,83;2215,44;376,15;631,36;6080,95
U10520;SSNA;DT;41479,33;0;4067;0;33899,67;167,33
U10520;SSNA;DS;41779,2;83,4;5522,67;154,69;50391,43;2006,7
